session,gender,disability,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,Male,ALL,Private,SSS,SSS2,,lga,Alimosho,South West,Lagos,Alimosho,,,2452,2452,9.7302,63,12,251.9989,38.9206,204.3333,11,12,11,8,0,49,39.43
2024/2025,Male,ALL,Private,SSS,SSS3,,lga,Alimosho,South West,Lagos,Alimosho,,,2304,2304,9.1429,55,12,251.9988,41.8909,192.0,10,13,10,9,1,40,38.57
2024/2025,Male,ALL,Private,Vocational,Tech/Voc,,lga,Alimosho,South West,Lagos,Alimosho,,,527,0,2.0913,19,3,251.9964,27.7368,175.6667,3,3,2,3,0,15,35.3
2024/2025,Male,ALL,Public,Adult & Non-Formal,IQS/IQTE,,lga,Alimosho,South West,Lagos,Alimosho,,,1659,0,2.989,7,9,555.0409,237.0,184.3333,1,1,7,1,0,4,31.87
2024/2025,Male,ALL,Public,JSS,JSS1,JSS1,lga,Alimosho,South West,Lagos,Alimosho,,,2507,0,7.4836,51,19,334.9992,49.1569,131.9474,10,10,18,8,0,37,40.02
2024/2025,Male,ALL,Public,JSS,JSS2,,lga,Alimosho,South West,Lagos,Alimosho,,,2364,0,7.0567,53,18,335.0008,44.6038,131.3333,10,11,16,9,0,39,39.43
2024/2025,Male,ALL,Public,JSS,JSS3,,lga,Alimosho,South West,Lagos,Alimosho,,,2293,0,6.8448,60,17,334.9988,38.2167,134.8824,10,13,16,8,1,41,38.26
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Alimosho,South West,Lagos,Alimosho,,,7469,0,22.2941,150,38,335.0214,49.7933,196.5526,32,30,27,23,1,106,36.38
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 2,,lga,Alimosho,South West,Lagos,Alimosho,,,7175,0,21.4174,191,36,335.008,37.5654,199.3056,35,43,34,23,1,133,38.84
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 3,,lga,Alimosho,South West,Lagos,Alimosho,,,6965,0,20.7911,117,35,334.9991,59.5299,199.0,23,21,29,19,1,89,38.8
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 4,,lga,Alimosho,South West,Lagos,Alimosho,,,6755,0,20.1649,180,34,334.988,37.5278,198.6765,37,30,30,22,2,124,37.7
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 5,,lga,Alimosho,South West,Lagos,Alimosho,,,6797,0,20.2901,133,34,334.991,51.1053,199.9118,27,20,26,18,1,110,38.49
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 6,,lga,Alimosho,South West,Lagos,Alimosho,,,6797,0,20.2901,135,34,334.991,50.3481,199.9118,22,27,24,17,1,112,36.92
2024/2025,Male,ALL,Public,SSS,SSS1,SSS1,lga,Alimosho,South West,Lagos,Alimosho,,,2279,2279,6.803,43,25,334.9993,53.0,91.16,9,7,18,6,0,35,37.85
2024/2025,Male,ALL,Public,SSS,SSS2,,lga,Alimosho,South West,Lagos,Alimosho,,,2089,2089,6.2358,39,23,335.0011,53.5641,90.8261,6,7,17,5,0,23,32.13
2024/2025,Male,ALL,Public,SSS,SSS3,,lga,Alimosho,South West,Lagos,Alimosho,,,1962,1962,5.8567,39,21,335.0009,50.3077,93.4286,6,9,20,7,0,27,39.03
2024/2025,Male,ALL,Public,Vocational,Tech/Voc,,lga,Alimosho,South West,Lagos,Alimosho,,,449,0,1.3403,14,4,334.9996,32.0714,112.25,3,3,3,2,0,10,37.14
2024/2025,Female,Disabled,Private,Adult & Non-Formal,IQS/IQTE,,lga,Alimosho,South West,Lagos,Alimosho,,,101,0,0.1824,0,1,553.7289,0.0,101.0,0,0,1,0,0,0,0.0
2024/2025,Female,Disabled,Private,JSS,JSS1,JSS1,lga,Alimosho,South West,Lagos,Alimosho,,,207,0,0.8214,6,1,252.0088,34.5,207.0,1,1,1,1,0,5,42.0
2024/2025,Female,Disabled,Private,JSS,JSS2,,lga,Alimosho,South West,Lagos,Alimosho,,,195,0,0.7738,4,1,252.0031,48.75,195.0,1,1,1,1,0,4,50.0
2024/2025,Female,Disabled,Private,JSS,JSS3,,lga,Alimosho,South West,Lagos,Alimosho,,,189,0,0.75,6,1,252.0,31.5,189.0,1,1,1,1,0,4,38.67
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Alimosho,South West,Lagos,Alimosho,,,586,0,2.3267,14,4,251.8589,41.8571,146.5,2,3,4,2,0,11,40.57
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 2,,lga,Alimosho,South West,Lagos,Alimosho,,,563,0,2.2352,14,4,251.879,40.2143,140.75,2,2,3,2,0,10,34.29
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 3,,lga,Alimosho,South West,Lagos,Alimosho,,,547,0,2.1699,13,4,252.0853,42.0769,136.75,2,3,4,2,0,10,40.92
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 4,,lga,Alimosho,South West,Lagos,Alimosho,,,530,0,2.1045,15,4,251.8413,35.3333,132.5,3,3,4,2,0,9,38.13
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 5,,lga,Alimosho,South West,Lagos,Alimosho,,,534,0,2.1176,16,4,252.1723,33.375,133.5,3,3,4,2,0,13,41.75
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 6,,lga,Alimosho,South West,Lagos,Alimosho,,,534,0,2.1176,20,4,252.1723,26.7,133.5,3,3,4,3,0,15,39.4
2024/2025,Female,Disabled,Private,SSS,SSS1,SSS1,lga,Alimosho,South West,Lagos,Alimosho,,,171,171,0.6786,5,1,251.9894,34.2,171.0,1,1,1,1,0,3,39.2
2024/2025,Female,Disabled,Private,SSS,SSS2,,lga,Alimosho,South West,Lagos,Alimosho,,,157,157,0.623,4,1,252.0064,39.25,157.0,1,1,1,1,0,3,45.0
2024/2025,Female,Disabled,Private,SSS,SSS3,,lga,Alimosho,South West,Lagos,Alimosho,,,147,147,0.5833,3,1,252.0144,49.0,147.0,1,1,1,0,0,2,42.67
2024/2025,Female,Disabled,Private,Vocational,Tech/Voc,,lga,Alimosho,South West,Lagos,Alimosho,,,20,0,0.0794,1,1,251.8892,20.0,20.0,0,0,1,0,0,1,36.0
2024/2025,Female,Disabled,Public,Adult & Non-Formal,IQS/IQTE,,lga,Alimosho,South West,Lagos,Alimosho,,,86,0,0.1553,0,1,553.7289,0.0,86.0,0,0,1,0,0,0,0.0
2024/2025,Female,Disabled,Public,JSS,JSS1,JSS1,lga,Alimosho,South West,Lagos,Alimosho,,,176,0,0.5254,4,1,334.9829,44.0,176.0,1,1,1,1,0,3,45.0
2024/2025,Female,Disabled,Public,JSS,JSS2,,lga,Alimosho,South West,Lagos,Alimosho,,,166,0,0.4955,4,1,335.0151,41.5,166.0,1,1,1,1,0,3,45.0
2024/2025,Female,Disabled,Public,JSS,JSS3,,lga,Alimosho,South West,Lagos,Alimosho,,,161,0,0.4806,4,1,334.9979,40.25,161.0,1,1,1,1,0,3,45.0
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Alimosho,South West,Lagos,Alimosho,,,500,0,1.492,10,3,335.1206,50.0,166.6667,2,2,2,2,0,7,35.87
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,Primary 2,,lga,Alimosho,South West,Lagos,Alimosho,,,480,0,1.4333,13,2,334.8915,36.9231,240.0,2,3,2,2,0,9,39.38
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,Primary 3,,lga,Alimosho,South West,Lagos,Alimosho,,,466,0,1.3914,8,2,334.9145,58.25,233.0,2,1,2,1,0,6,41.5
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,Primary 4,,lga,Alimosho,South West,Lagos,Alimosho,,,452,0,1.3495,12,2,334.9389,37.6667,226.0,2,2,2,1,0,8,37.33
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,Primary 5,,lga,Alimosho,South West,Lagos,Alimosho,,,455,0,1.3579,9,2,335.0762,50.5556,227.5,2,1,2,1,0,7,40.89
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,Primary 6,,lga,Alimosho,South West,Lagos,Alimosho,,,455,0,1.3579,9,2,335.0762,50.5556,227.5,1,2,1,1,0,7,31.11
2024/2025,Female,Disabled,Public,SSS,SSS1,SSS1,lga,Alimosho,South West,Lagos,Alimosho,,,146,146,0.4358,3,2,335.0161,48.6667,73.0,1,0,1,0,0,2,30.67
2024/2025,Female,Disabled,Public,SSS,SSS2,,lga,Alimosho,South West,Lagos,Alimosho,,,134,134,0.4,2,1,335.0,67.0,134.0,0,0,1,0,0,1,26.0
2024/2025,Female,Disabled,Public,SSS,SSS3,,lga,Alimosho,South West,Lagos,Alimosho,,,126,126,0.3761,2,1,335.0173,63.0,126.0,0,0,1,0,0,1,26.0
2024/2025,Female,Disabled,Public,Vocational,Tech/Voc,,lga,Alimosho,South West,Lagos,Alimosho,,,17,0,0.0507,1,1,335.3057,17.0,17.0,0,0,1,0,0,1,36.0
2024/2025,Male,Disabled,Private,Adult & Non-Formal,IQS/IQTE,,lga,Alimosho,South West,Lagos,Alimosho,,,127,0,0.2294,1,1,553.7289,127.0,127.0,0,0,1,0,0,1,36.0
2024/2025,Male,Disabled,Private,JSS,JSS1,JSS1,lga,Alimosho,South West,Lagos,Alimosho,,,191,0,0.7579,6,1,252.0121,31.8333,191.0,1,1,1,1,0,5,42.0
2024/2025,Male,Disabled,Private,JSS,JSS2,,lga,Alimosho,South West,Lagos,Alimosho,,,180,0,0.7143,4,1,251.995,45.0,180.0,1,1,1,1,0,4,50.0
2024/2025,Male,Disabled,Private,JSS,JSS3,,lga,Alimosho,South West,Lagos,Alimosho,,,175,0,0.6944,5,1,252.0161,35.0,175.0,1,1,1,1,0,3,39.2
2024/2025,Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Alimosho,South West,Lagos,Alimosho,,,570,0,2.2603,14,4,252.1789,40.7143,142.5,2,3,4,2,0,11,40.57
2024/2025,Male,Disabled,Private,Pre-Primary/Primary,Primary 2,,lga,Alimosho,South West,Lagos,Alimosho,,,547,0,2.1714,14,4,251.9112,39.0714,136.75,2,2,3,2,0,10,34.29
2024/2025,Male,Disabled,Private,Pre-Primary/Primary,Primary 3,,lga,Alimosho,South West,Lagos,Alimosho,,,531,0,2.1079,13,4,251.9095,40.8462,132.75,2,3,4,2,0,10,40.92
2024/2025,Male,Disabled,Private,Pre-Primary/Primary,Primary 4,,lga,Alimosho,South West,Lagos,Alimosho,,,515,0,2.0444,14,4,251.9077,36.7857,128.75,2,3,4,2,0,8,36.29
2024/2025,Male,Disabled,Private,Pre-Primary/Primary,Primary 5,,lga,Alimosho,South West,Lagos,Alimosho,,,519,0,2.0571,16,4,252.2969,32.4375,129.75,3,3,4,2,0,13,41.75
2024/2025,Male,Disabled,Private,Pre-Primary/Primary,Primary 6,,lga,Alimosho,South West,Lagos,Alimosho,,,518,0,2.0571,19,4,251.8108,27.2632,129.5,3,3,4,3,0,14,39.58
2024/2025,Male,Disabled,Private,SSS,SSS1,SSS1,lga,Alimosho,South West,Lagos,Alimosho,,,174,174,0.6905,5,1,251.9913,34.8,174.0,1,1,1,1,0,3,39.2
2024/2025,Male,Disabled,Private,SSS,SSS2,,lga,Alimosho,South West,Lagos,Alimosho,,,159,159,0.631,4,1,251.981,39.75,159.0,1,1,1,1,0,3,45.0
2024/2025,Male,Disabled,Private,SSS,SSS3,,lga,Alimosho,South West,Lagos,Alimosho,,,150,150,0.5952,4,1,252.0161,37.5,150.0,1,1,1,1,0,3,45.0
2024/2025,Male,Disabled,Private,Vocational,Tech/Voc,,lga,Alimosho,South West,Lagos,Alimosho,,,34,0,0.1349,1,1,252.0385,34.0,34.0,0,0,1,0,0,1,36.0
2024/2025,Male,Disabled,Public,Adult & Non-Formal,IQS/IQTE,,lga,Alimosho,South West,Lagos,Alimosho,,,107,0,0.1932,0,1,553.7289,0.0,107.0,0,0,1,0,0,0,0.0
2024/2025,Male,Disabled,Public,JSS,JSS1,JSS1,lga,Alimosho,South West,Lagos,Alimosho,,,163,0,0.4866,3,1,334.9774,54.3333,163.0,1,1,1,0,0,2,42.67
2024/2025,Male,Disabled,Public,JSS,JSS2,,lga,Alimosho,South West,Lagos,Alimosho,,,154,0,0.4597,4,1,335.0011,38.5,154.0,1,1,1,1,0,3,45.0
2024/2025,Male,Disabled,Public,JSS,JSS3,,lga,Alimosho,South West,Lagos,Alimosho,,,149,0,0.4448,4,1,334.982,37.25,149.0,1,1,1,1,0,3,45.0
2024/2025,Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Alimosho,South West,Lagos,Alimosho,,,486,0,1.4495,10,2,335.288,48.6,243.0,2,2,1,2,0,7,33.2
2024/2025,Male,Disabled,Public,Pre-Primary/Primary,Primary 2,,lga,Alimosho,South West,Lagos,Alimosho,,,466,0,1.3925,12,2,334.6499,38.8333,233.0,2,3,2,1,0,8,38.33
2024/2025,Male,Disabled,Public,Pre-Primary/Primary,Primary 3,,lga,Alimosho,South West,Lagos,Alimosho,,,453,0,1.3518,8,2,335.1087,56.625,226.5,2,1,2,1,0,6,41.5
2024/2025,Male,Disabled,Public,Pre-Primary/Primary,Primary 4,,lga,Alimosho,South West,Lagos,Alimosho,,,439,0,1.3111,12,2,334.8333,36.5833,219.5,2,2,2,1,0,8,37.33
2024/2025,Male,Disabled,Public,Pre-Primary/Primary,Primary 5,,lga,Alimosho,South West,Lagos,Alimosho,,,442,0,1.3192,9,2,335.0515,49.1111,221.0,2,1,2,1,0,7,40.89
2024/2025,Male,Disabled,Public,Pre-Primary/Primary,Primary 6,,lga,Alimosho,South West,Lagos,Alimosho,,,442,0,1.3192,9,2,335.0515,49.1111,221.0,1,2,1,1,0,7,31.11
2024/2025,Male,Disabled,Public,SSS,SSS1,SSS1,lga,Alimosho,South West,Lagos,Alimosho,,,148,148,0.4418,3,2,334.9932,49.3333,74.0,1,0,1,0,0,2,30.67
2024/2025,Male,Disabled,Public,SSS,SSS2,,lga,Alimosho,South West,Lagos,Alimosho,,,136,136,0.406,3,1,334.9754,45.3333,136.0,0,1,1,0,0,2,33.33
2024/2025,Male,Disabled,Public,SSS,SSS3,,lga,Alimosho,South West,Lagos,Alimosho,,,128,128,0.3821,3,1,334.9908,42.6667,128.0,0,1,1,1,0,2,38.67
2024/2025,Male,Disabled,Public,Vocational,Tech/Voc,,lga,Alimosho,South West,Lagos,Alimosho,,,29,0,0.0866,1,1,334.873,29.0,29.0,0,0,1,0,0,1,36.0
2024/2025,Female,ALL,Private,Adult & Non-Formal,IQS/IQTE,,lga,Ikeja,South West,Lagos,Ikeja,,,1823,0,3.2844,8,19,555.0409,227.875,95.9474,1,2,17,1,0,6,37.82
2024/2025,Female,ALL,Private,JSS,JSS1,JSS1,lga,Ikeja,South West,Lagos,Ikeja,,,3707,0,14.7103,80,43,252.0003,46.3375,86.2093,15,18,39,12,1,54,38.46
2024/2025,Female,ALL,Private,JSS,JSS2,,lga,Ikeja,South West,Lagos,Ikeja,,,3494,0,13.8651,102,41,251.9996,34.2549,85.2195,18,16,32,16,1,65,34.64
2024/2025,Female,ALL,Private,JSS,JSS3,,lga,Ikeja,South West,Lagos,Ikeja,,,3389,0,13.4484,76,39,252.0002,44.5921,86.8974,16,15,37,11,1,57,40.86
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Ikeja,South West,Lagos,Ikeja,,,10518,0,41.7368,357,53,252.0078,29.4622,198.4528,66,73,47,49,3,234,37.19
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 2,,lga,Ikeja,South West,Lagos,Ikeja,,,10104,0,40.0954,274,51,251.999,36.8759,198.1176,60,48,41,43,2,223,39.94
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 3,,lga,Ikeja,South West,Lagos,Ikeja,,,9809,0,38.923,254,50,252.0104,38.6181,196.18,48,53,45,45,2,199,40.76
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 4,,lga,Ikeja,South West,Lagos,Ikeja,,,9513,0,37.7507,245,48,251.9953,38.8286,198.1875,42,38,46,29,2,144,35.71
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,lga,Ikeja,South West,Lagos,Ikeja,,,9572,0,37.9851,277,48,251.9935,34.556,199.4167,45,53,46,43,2,175,37.35
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 6,,lga,Ikeja,South West,Lagos,Ikeja,,,9572,0,37.9851,257,48,251.9935,37.2451,199.4167,37,47,43,40,2,225,40.62
2024/2025,Female,ALL,Private,SSS,SSS1,SSS1,lga,Ikeja,South West,Lagos,Ikeja,,,3070,3070,12.1825,93,23,252.0008,33.0108,133.4783,17,16,19,16,1,83,41.09
2024/2025,Female,ALL,Private,SSS,SSS2,,lga,Ikeja,South West,Lagos,Ikeja,,,2814,2814,11.1667,71,21,251.9992,39.6338,134.0,14,11,16,13,1,43,34.73
2024/2025,Female,ALL,Private,SSS,SSS3,,lga,Ikeja,South West,Lagos,Ikeja,,,2643,2643,10.4881,94,20,251.9999,28.117,132.15,18,21,19,14,1,77,42.09
2024/2025,Female,ALL,Private,Vocational,Tech/Voc,,lga,Ikeja,South West,Lagos,Ikeja,,,362,0,1.4365,16,3,252.0014,22.625,120.6667,4,3,3,2,0,14,44.75
2024/2025,Female,ALL,Public,Adult & Non-Formal,IQS/IQTE,,lga,Ikeja,South West,Lagos,Ikeja,,,1551,0,2.7944,6,8,555.0409,258.5,193.875,1,1,8,1,0,4,38.67
2024/2025,Female,ALL,Public,JSS,JSS1,JSS1,lga,Ikeja,South West,Lagos,Ikeja,,,3157,0,9.4239,56,15,334.9993,56.375,210.4667,12,12,14,8,0,43,41.15
2024/2025,Female,ALL,Public,JSS,JSS2,,lga,Ikeja,South West,Lagos,Ikeja,,,2977,0,8.8866,52,15,334.9988,57.25,198.4667,9,9,14,8,0,38,38.93
2024/2025,Female,ALL,Public,JSS,JSS3,,lga,Ikeja,South West,Lagos,Ikeja,,,2887,0,8.6179,52,14,335.0004,55.5192,206.2143,8,12,13,9,0,33,37.4
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Ikeja,South West,Lagos,Ikeja,,,8960,0,26.7452,179,59,335.0134,50.0559,151.8644,38,36,53,29,1,147,41.79
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 2,,lga,Ikeja,South West,Lagos,Ikeja,,,8607,0,25.6934,229,57,334.9888,37.5852,151.0,39,51,47,38,2,138,35.41
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 3,,lga,Ikeja,South West,Lagos,Ikeja,,,8356,0,24.9421,230,55,335.0159,36.3304,151.9273,49,35,46,36,2,172,38.7
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 4,,lga,Ikeja,South West,Lagos,Ikeja,,,8104,0,24.1909,158,54,335.002,51.2911,150.0741,29,29,51,26,1,124,40.83
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 5,,lga,Ikeja,South West,Lagos,Ikeja,,,8154,0,24.3411,211,54,334.989,38.6445,151.0,37,43,51,34,2,163,40.57
