session,gender,disability,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,Female,ALL,Public,JSS,JSS2,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,7125,0,21.2687,193,42,334.9993,36.9171,169.6429,101,48,40,26,2,135,49.1
2024/2025,Female,ALL,Public,JSS,JSS3,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,6910,0,20.6269,116,41,334.9994,59.569,168.5366,49,26,38,13,1,96,47.76
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,21446,0,64.0189,451,146,334.9948,47.5521,146.8904,262,111,126,41,4,319,48.7
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 2,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,20603,0,61.5013,458,140,335.001,44.9847,147.1643,206,94,133,50,5,380,48.68
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 3,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,20000,0,59.703,407,136,334.9915,49.14,147.0588,157,85,117,55,4,242,41.2
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 4,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,19398,0,57.9047,400,132,334.9987,48.495,146.9545,168,73,125,36,5,350,48.14
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 5,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,19519,0,58.2644,592,133,335.0073,32.9713,146.7594,302,136,126,59,7,364,46.18
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 6,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,19519,0,58.2644,419,133,335.0073,46.5847,146.7594,189,73,116,52,4,240,42.19
2024/2025,Female,ALL,Public,SSS,SSS1,SSS1,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,6259,6259,18.6836,117,72,334.9997,53.4957,86.9306,53,32,56,12,1,74,42.77
2024/2025,Female,ALL,Public,SSS,SSS2,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,5738,5738,17.1284,126,66,334.9992,45.5397,86.9394,54,24,58,13,1,99,45.77
2024/2025,Female,ALL,Public,SSS,SSS3,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,5390,5390,16.0896,114,62,334.999,47.2807,86.9355,68,23,59,13,1,80,50.28
2024/2025,Female,ALL,Public,Vocational,Tech/Voc,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,532,0,1.5881,20,4,334.9915,26.6,133.0,9,4,4,2,0,16,48.6
2024/2025,Male,ALL,Private,Adult & Non-Formal,IQS/IQTE,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
2024/2025,Male,ALL,Private,JSS,JSS1,JSS1,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,2749,0,10.9087,60,26,252.0007,45.8167,105.7308,34,11,21,8,0,39,46.12
2024/2025,Male,ALL,Private,JSS,JSS2,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,2591,0,10.2817,85,24,252.0011,30.4824,107.9583,37,15,18,8,1,50,39.67
2024/2025,Male,ALL,Private,JSS,JSS3,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,2513,0,9.9722,82,24,252.0006,30.6463,104.7083,38,21,23,10,1,51,45.87
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,8188,0,32.4921,217,51,251.9997,37.7327,160.549,99,52,48,30,2,149,46.73
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 2,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,7866,0,31.2143,275,49,251.9999,28.6036,160.5306,142,49,36,25,3,195,44.08
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,7636,0,30.3016,217,47,251.9999,35.1889,162.4681,105,48,38,25,2,150,44.88
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 4,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,7406,0,29.3889,235,46,251.9999,31.5149,161.0,91,42,43,24,3,173,44.4
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 5,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,7452,0,29.5715,189,46,251.9994,39.4286,162.0,97,40,43,21,2,163,50.98
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 6,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,7452,0,29.5715,258,46,251.9994,28.8837,162.0,149,49,43,27,3,202,50.83
2024/2025,Male,ALL,Private,SSS,SSS1,SSS1,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,2498,2498,9.9127,61,39,252.0,40.9508,64.0513,25,16,36,8,1,41,45.06
2024/2025,Male,ALL,Private,SSS,SSS2,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,2290,2290,9.0873,66,36,252.0,34.697,63.6111,32,16,34,8,1,56,50.63
2024/2025,Male,ALL,Private,SSS,SSS3,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,2151,2151,8.5357,56,34,252.0004,38.4107,63.2647,28,14,29,7,1,49,50.29
2024/2025,Male,ALL,Private,Vocational,Tech/Voc,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,354,0,1.4048,13,2,251.9932,27.2308,177.0,6,3,2,1,0,10,48.31
2024/2025,Male,ALL,Public,Adult & Non-Formal,IQS/IQTE,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
2024/2025,Male,ALL,Public,JSS,JSS1,JSS1,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,5841,0,17.4358,129,34,335.0004,45.2791,171.7941,56,23,32,18,1,93,46.07
2024/2025,Male,ALL,Public,JSS,JSS2,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,5508,0,16.4418,150,32,334.9998,36.72,172.125,79,37,30,20,1,105,48.89
2024/2025,Male,ALL,Public,JSS,JSS3,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,5341,0,15.9433,90,31,334.9997,59.3444,172.2903,38,20,29,10,1,75,47.99
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,17400,0,51.9388,366,118,335.0097,47.541,147.4576,213,90,102,33,3,259,48.74
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 2,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,16715,0,49.8962,371,114,334.9955,45.0539,146.6228,167,76,108,41,4,308,48.68
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 3,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,16227,0,48.4373,330,110,335.0104,49.1727,147.5182,127,69,95,44,3,196,41.19
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 4,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,15738,0,46.9783,325,107,335.0057,48.4246,147.0841,137,59,102,29,4,284,48.24
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 5,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,15835,0,47.2701,481,108,334.9898,32.921,146.6204,245,110,103,48,6,296,46.27
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 6,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,15835,0,47.2701,340,108,334.9898,46.5735,146.6204,154,59,94,42,4,194,42.17
2024/2025,Male,ALL,Public,SSS,SSS1,SSS1,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,5309,5309,15.8478,99,61,334.9992,53.6263,87.0328,45,27,48,10,1,62,42.81
2024/2025,Male,ALL,Public,SSS,SSS2,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,4866,4866,14.5254,107,56,334.9994,45.4766,86.8929,46,20,49,11,1,84,45.7
2024/2025,Male,ALL,Public,SSS,SSS3,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,4571,4571,13.6448,96,53,334.9994,47.6146,86.2453,57,19,50,11,1,67,49.97
2024/2025,Male,ALL,Public,Vocational,Tech/Voc,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,753,0,2.2478,29,6,334.9942,25.9655,125.5,13,6,6,3,0,23,48.55
2024/2025,Female,Disabled,Private,Adult & Non-Formal,IQS/IQTE,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
2024/2025,Female,Disabled,Private,JSS,JSS1,JSS1,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,231,0,0.9167,5,2,251.9908,46.2,115.5,3,1,2,1,0,3,50.4
2024/2025,Female,Disabled,Private,JSS,JSS2,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,218,0,0.8651,7,2,251.994,31.1429,109.0,3,1,2,1,0,4,43.43
2024/2025,Female,Disabled,Private,JSS,JSS3,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,211,0,0.8373,7,2,252.0005,30.1429,105.5,3,2,2,1,0,4,45.14
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,656,0,2.6043,18,4,251.8911,36.4444,164.0,8,4,4,2,0,12,46.22
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 2,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,631,0,2.5019,22,4,252.2083,28.6818,157.75,11,4,3,2,0,16,44.18
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 3,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,612,0,2.4287,17,4,251.9867,36.0,153.0,8,4,3,2,0,12,44.0
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 4,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,594,0,2.3556,19,4,252.1651,31.2632,148.5,7,3,4,2,0,14,44.63
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 5,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,597,0,2.3702,15,4,251.8775,39.8,149.25,8,3,4,2,0,13,52.8
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 6,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,597,0,2.3702,21,4,251.8775,28.4286,149.25,12,4,4,2,0,16,51.05
2024/2025,Female,Disabled,Private,SSS,SSS1,SSS1,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,191,191,0.7579,5,3,252.0121,38.2,63.6667,2,1,3,1,0,3,44.8
2024/2025,Female,Disabled,Private,SSS,SSS2,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,176,176,0.6984,5,3,252.0046,35.2,58.6667,2,1,3,1,0,4,48.8
2024/2025,Female,Disabled,Private,SSS,SSS3,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,165,165,0.6548,4,3,251.9853,41.25,55.0,2,1,3,0,0,4,53.0
2024/2025,Female,Disabled,Private,Vocational,Tech/Voc,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,16,0,0.0635,1,1,251.9685,16.0,16.0,0,0,1,0,0,1,36.0
2024/2025,Female,Disabled,Public,Adult & Non-Formal,IQS/IQTE,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
2024/2025,Female,Disabled,Public,JSS,JSS1,JSS1,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,491,0,1.4657,11,3,334.9935,44.6364,163.6667,5,2,3,1,0,8,46.91
2024/2025,Female,Disabled,Public,JSS,JSS2,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,463,0,1.3821,13,3,334.9975,35.6154,154.3333,7,3,3,2,0,9,50.15
2024/2025,Female,Disabled,Public,JSS,JSS3,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,449,0,1.3403,8,3,334.9996,56.125,149.6667,3,2,3,1,0,7,49.0
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,1394,0,4.1609,29,9,335.0237,48.069,154.8889,17,7,8,3,0,21,49.67
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,Primary 2,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,1339,0,3.9973,30,9,334.9761,44.6333,148.7778,14,6,9,3,0,25,49.73
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,Primary 3,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,1300,0,3.8804,27,9,335.017,48.1481,144.4444,10,6,8,4,0,16,41.48
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,Primary 4,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,1261,0,3.7635,26,9,335.0604,48.5,140.1111,11,5,9,2,0,23,49.08
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,Primary 5,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,1269,0,3.7869,39,9,335.1026,32.5385,141.0,20,9,9,4,0,24,47.08
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,Primary 6,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,1268,0,3.7869,27,9,334.8385,46.963,140.8889,12,5,8,3,0,15,41.78
2024/2025,Female,Disabled,Public,SSS,SSS1,SSS1,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,407,407,1.2149,8,5,335.007,50.875,81.4,4,2,4,1,0,5,44.3
2024/2025,Female,Disabled,Public,SSS,SSS2,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,373,373,1.1134,8,4,335.0099,46.625,93.25,3,2,4,1,0,6,46.5
2024/2025,Female,Disabled,Public,SSS,SSS3,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,350,350,1.0448,7,4,334.9923,50.0,87.5,4,1,4,1,0,5,50.29
2024/2025,Female,Disabled,Public,Vocational,Tech/Voc,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,35,0,0.1045,1,1,334.9282,35.0,35.0,0,0,1,0,0,1,36.0
2024/2025,Male,Disabled,Private,Adult & Non-Formal,IQS/IQTE,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
2024/2025,Male,Disabled,Private,JSS,JSS1,JSS1,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,179,0,0.7103,4,2,252.0062,44.75,89.5,2,1,2,1,0,3,52.0
2024/2025,Male,Disabled,Private,JSS,JSS2,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,168,0,0.6667,5,2,251.9874,33.6,84.0,2,1,2,0,0,3,41.6
2024/2025,Male,Disabled,Private,JSS,JSS3,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,163,0,0.6468,5,2,252.0099,32.6,81.5,2,1,2,1,0,3,44.8
2024/2025,Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,532,0,2.1134,14,3,251.7271,38.0,177.3333,6,3,3,2,0,10,47.14
2024/2025,Male,Disabled,Private,Pre-Primary/Primary,Primary 2,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,511,0,2.0303,18,3,251.6869,28.3889,170.3333,9,3,2,2,0,13,42.89
2024/2025,Male,Disabled,Private,Pre-Primary/Primary,Primary 3,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,497,0,1.9709,14,3,252.1691,35.5,165.6667,7,3,2,2,0,10,43.81
2024/2025,Male,Disabled,Private,Pre-Primary/Primary,Primary 4,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,482,0,1.9116,15,3,252.1448,32.1333,160.6667,6,3,3,2,0,11,46.4
2024/2025,Male,Disabled,Private,Pre-Primary/Primary,Primary 5,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,485,0,1.9234,12,3,252.1576,40.4167,161.6667,6,3,3,1,0,10,51.0
2024/2025,Male,Disabled,Private,Pre-Primary/Primary,Primary 6,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,485,0,1.9234,17,3,252.1576,28.5294,161.6667,10,3,3,2,0,13,51.76
2024/2025,Male,Disabled,Private,SSS,SSS1,SSS1,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,162,162,0.6429,4,3,251.9832,40.5,54.0,2,1,3,1,0,3,52.0
2024/2025,Male,Disabled,Private,SSS,SSS2,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,149,149,0.5913,4,2,251.9871,37.25,74.5,2,1,2,0,0,3,48.0
2024/2025,Male,Disabled,Private,SSS,SSS3,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,140,140,0.5556,4,2,251.9798,35.0,70.0,2,1,2,0,0,4,53.0
2024/2025,Male,Disabled,Private,Vocational,Tech/Voc,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,23,0,0.0913,1,1,251.9168,23.0,23.0,0,0,1,0,0,1,36.0
2024/2025,Male,Disabled,Public,Adult & Non-Formal,IQS/IQTE,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
2024/2025,Male,Disabled,Public,JSS,JSS1,JSS1,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,380,0,1.1343,8,2,335.0084,47.5,190.0,3,1,2,1,0,6,45.0
2024/2025,Male,Disabled,Public,JSS,JSS2,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,358,0,1.0687,10,2,334.9864,35.8,179.0,5,2,2,1,0,7,48.0
2024/2025,Male,Disabled,Public,JSS,JSS3,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,347,0,1.0358,6,2,335.0068,57.8333,173.5,3,1,2,1,0,5,51.33
2024/2025,Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,1131,0,3.3756,24,8,335.0515,47.125,141.375,14,6,7,2,0,17,48.83
2024/2025,Male,Disabled,Public,Pre-Primary/Primary,Primary 2,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,1086,0,3.2429,24,7,334.8854,45.25,155.1429,11,5,7,3,0,20,50.0
2024/2025,Male,Disabled,Public,Pre-Primary/Primary,Primary 3,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,1055,0,3.148,22,7,335.1334,47.9545,150.7143,8,5,6,3,0,13,40.62
2024/2025,Male,Disabled,Public,Pre-Primary/Primary,Primary 4,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,1023,0,3.0532,21,7,335.0583,48.7143,146.1429,9,4,7,2,0,18,48.95
2024/2025,Male,Disabled,Public,Pre-Primary/Primary,Primary 5,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,1029,0,3.0722,31,7,334.9391,33.1935,147.0,16,7,7,3,0,19,46.97
2024/2025,Male,Disabled,Public,Pre-Primary/Primary,Primary 6,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,1029,0,3.0722,22,7,334.9391,46.7727,147.0,10,4,6,3,0,13,42.62
2024/2025,Male,Disabled,Public,SSS,SSS1,SSS1,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,345,345,1.0299,6,4,334.984,57.5,86.25,3,2,3,1,0,4,46.0
2024/2025,Male,Disabled,Public,SSS,SSS2,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,316,316,0.9433,7,4,334.9942,45.1429,79.0,3,1,4,1,0,5,46.29
2024/2025,Male,Disabled,Public,SSS,SSS3,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,297,297,0.8866,6,3,334.9876,49.5,99.0,4,1,3,1,0,4,52.67
2024/2025,Male,Disabled,Public,Vocational,Tech/Voc,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,49,0,0.1463,2,1,334.9282,24.5,49.0,1,0,1,0,0,2,50.0
2024/2025,Female,ALL,Private,Adult & Non-Formal,IQS/IQTE,,lga,Okigwe,South East,Imo,Okigwe,,,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
2024/2025,Female,ALL,Private,JSS,JSS1,JSS1,lga,Okigwe,South East,Imo,Okigwe,,,3082,0,12.2302,70,58,251.9991,44.0286,53.1379,34,15,52,9,1,57,48.97
2024/2025,Female,ALL,Private,JSS,JSS2,,lga,Okigwe,South East,Imo,Okigwe,,,2906,0,11.5317,80,55,252.001,36.325,52.8364,45,18,47,8,1,64,49.82
2024/2025,Female,ALL,Private,JSS,JSS3,,lga,Okigwe,South East,Imo,Okigwe,,,2818,0,11.1825,93,53,252.0009,30.3011,53.1698,43,22,47,9,1,57,43.87
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Okigwe,South East,Imo,Okigwe,,,8746,0,34.7064,222,96,251.9996,39.3964,91.1042,117,49,70,25,2,146,44.1
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 2,,lga,Okigwe,South East,Imo,Okigwe,,,8402,0,33.3416,227,92,251.9975,37.0132,91.3261,112,42,66,26,2,171,44.48
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 3,,lga,Okigwe,South East,Imo,Okigwe,,,8156,0,32.3667,266,90,251.9874,30.6617,90.6222,114,62,79,24,3,170,43.16
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 4,,lga,Okigwe,South East,Imo,Okigwe,,,7911,0,31.3918,276,87,252.0085,28.663,90.931,109,69,83,25,3,228,47.38
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,lga,Okigwe,South East,Imo,Okigwe,,,7960,0,31.5868,321,88,252.004,24.7975,90.4545,187,58,71,38,3,231,47.75
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 6,,lga,Okigwe,South East,Imo,Okigwe,,,7960,0,31.5868,242,88,252.004,32.8926,90.4545,115,53,64,30,2,183,44.74
2024/2025,Female,ALL,Private,SSS,SSS1,SSS1,lga,Okigwe,South East,Imo,Okigwe,,,2553,2553,10.131,78,13,251.9988,32.7308,196.3846,38,16,11,9,1,59,46.72
2024/2025,Female,ALL,Private,SSS,SSS2,,lga,Okigwe,South East,Imo,Okigwe,,,2340,2340,9.2857,71,12,252.0004,32.9577,195.0,29,14,10,9,1,45,41.95
2024/2025,Female,ALL,Private,SSS,SSS3,,lga,Okigwe,South East,Imo,Okigwe,,,2198,2198,8.7222,78,12,252.0006,28.1795,183.1667,34,20,11,8,1,56,46.05
