session,gender,disability,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,Female,ALL,Public,JSS,JSS2,,lga,Akure North,South West,Ondo,Akure North,,,1357,0,4.0507,28,28,335.0038,48.4643,48.4643,11,11,16,10,0,14,40.57
2024/2025,Female,ALL,Public,JSS,JSS3,,lga,Akure North,South West,Ondo,Akure North,,,1316,0,3.9284,26,27,334.9964,50.6154,48.7407,11,9,13,9,0,14,40.01
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Akure North,South West,Ondo,Akure North,,,4084,0,12.1906,97,28,335.0122,42.1031,145.8571,47,39,15,32,1,48,42.22
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 2,,lga,Akure North,South West,Ondo,Akure North,,,3923,0,11.7112,96,27,334.9785,40.8646,145.2963,40,31,12,23,1,56,38.24
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 3,,lga,Akure North,South West,Ondo,Akure North,,,3808,0,11.3688,105,26,334.9518,36.2667,146.4615,46,33,10,31,1,74,41.09
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 4,,lga,Akure North,South West,Ondo,Akure North,,,3694,0,11.0264,83,26,335.0141,44.506,142.0769,41,36,15,28,1,59,47.98
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 5,,lga,Akure North,South West,Ondo,Akure North,,,3717,0,11.0948,106,26,335.0218,35.066,142.9615,44,39,12,38,1,60,40.55
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 6,,lga,Akure North,South West,Ondo,Akure North,,,3717,0,11.0948,73,26,335.0218,50.9178,142.9615,33,29,14,23,1,38,41.6
2024/2025,Female,ALL,Public,SSS,SSS1,SSS1,lga,Akure North,South West,Ondo,Akure North,,,1192,1192,3.5582,20,23,335.0008,59.6,51.8261,10,7,9,7,0,11,41.06
2024/2025,Female,ALL,Public,SSS,SSS2,,lga,Akure North,South West,Ondo,Akure North,,,1093,1093,3.2627,24,22,334.9986,45.5417,49.6818,11,10,10,7,0,17,43.94
2024/2025,Female,ALL,Public,SSS,SSS3,,lga,Akure North,South West,Ondo,Akure North,,,1027,1027,3.0657,21,20,334.9969,48.9048,51.35,11,8,9,8,0,14,45.87
2024/2025,Female,ALL,Public,Vocational,Tech/Voc,,lga,Akure North,South West,Ondo,Akure North,,,101,0,0.3015,3,1,334.9917,33.6667,101.0,1,1,0,1,0,1,25.33
2024/2025,Male,ALL,Private,Adult & Non-Formal,IQS/IQTE,,lga,Akure North,South West,Ondo,Akure North,,,390,0,0.6066,1,3,642.9655,390.0,130.0,0,0,2,0,0,1,30.67
2024/2025,Male,ALL,Private,JSS,JSS1,JSS1,lga,Akure North,South West,Ondo,Akure North,,,543,0,2.1548,15,3,251.9955,36.2,181.0,8,5,1,5,0,9,41.6
2024/2025,Male,ALL,Private,JSS,JSS2,,lga,Akure North,South West,Ondo,Akure North,,,512,0,2.0317,13,3,252.0057,39.3846,170.6667,6,5,2,4,0,9,46.97
2024/2025,Male,ALL,Private,JSS,JSS3,,lga,Akure North,South West,Ondo,Akure North,,,497,0,1.9722,12,3,252.0028,41.4167,165.6667,6,5,2,4,0,8,48.33
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Akure North,South West,Ondo,Akure North,,,1618,0,6.4221,57,11,251.9425,28.386,147.0909,20,23,5,16,1,26,35.69
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 2,,lga,Akure North,South West,Ondo,Akure North,,,1555,0,6.1696,41,11,252.0423,37.9268,141.3636,16,16,6,10,0,28,41.9
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,lga,Akure North,South West,Ondo,Akure North,,,1509,0,5.9892,54,11,251.9535,27.9444,137.1818,29,23,6,17,1,26,43.69
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 4,,lga,Akure North,South West,Ondo,Akure North,,,1464,0,5.8088,49,10,252.0314,29.8776,146.4,18,15,5,12,1,24,35.84
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 5,,lga,Akure North,South West,Ondo,Akure North,,,1473,0,5.8448,48,10,252.0189,30.6875,147.3,23,18,4,17,1,27,41.4
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 6,,lga,Akure North,South West,Ondo,Akure North,,,1473,0,5.8448,63,10,252.0189,23.381,147.3,33,20,4,16,1,39,41.45
2024/2025,Male,ALL,Private,SSS,SSS1,SSS1,lga,Akure North,South West,Ondo,Akure North,,,494,494,1.9603,16,11,252.0022,30.875,44.9091,8,6,4,5,0,8,39.32
2024/2025,Male,ALL,Private,SSS,SSS2,,lga,Akure North,South West,Ondo,Akure North,,,453,453,1.7976,9,10,252.0027,50.3333,45.3,4,3,4,3,0,4,37.07
2024/2025,Male,ALL,Private,SSS,SSS3,,lga,Akure North,South West,Ondo,Akure North,,,425,425,1.6865,13,9,252.0012,32.6923,47.2222,6,4,4,4,0,9,42.5
2024/2025,Male,ALL,Private,Vocational,Tech/Voc,,lga,Akure North,South West,Ondo,Akure North,,,70,0,0.2778,2,1,251.9798,35.0,70.0,1,1,0,1,0,1,38.0
2024/2025,Male,ALL,Public,Adult & Non-Formal,IQS/IQTE,,lga,Akure North,South West,Ondo,Akure North,,,830,0,1.2909,3,4,642.9655,276.6667,207.5,1,1,2,1,0,2,40.0
2024/2025,Male,ALL,Public,JSS,JSS1,JSS1,lga,Akure North,South West,Ondo,Akure North,,,1154,0,3.4448,31,23,334.9977,37.2258,50.1739,15,12,12,9,0,20,44.09
2024/2025,Male,ALL,Public,JSS,JSS2,,lga,Akure North,South West,Ondo,Akure North,,,1089,0,3.2507,22,22,335.0048,49.5,49.5,9,9,12,8,0,11,40.91
2024/2025,Male,ALL,Public,JSS,JSS3,,lga,Akure North,South West,Ondo,Akure North,,,1056,0,3.1522,21,21,335.0041,50.2857,50.2857,9,7,10,8,0,11,40.19
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Akure North,South West,Ondo,Akure North,,,3439,0,10.2656,82,24,335.0023,41.939,143.2917,40,33,13,27,1,40,42.28
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 2,,lga,Akure North,South West,Ondo,Akure North,,,3304,0,9.8619,81,23,335.0267,40.7901,143.6522,33,26,10,19,1,47,37.67
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 3,,lga,Akure North,South West,Ondo,Akure North,,,3207,0,9.5735,88,22,334.9872,36.4432,145.7727,38,28,8,26,1,62,40.64
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 4,,lga,Akure North,South West,Ondo,Akure North,,,3110,0,9.2852,70,22,334.9416,44.4286,141.3636,34,30,13,24,1,49,47.8
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 5,,lga,Akure North,South West,Ondo,Akure North,,,3130,0,9.3428,89,22,335.0173,35.1685,142.2727,37,33,10,32,1,50,40.44
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 6,,lga,Akure North,South West,Ondo,Akure North,,,3130,0,9.3428,62,22,335.0173,50.4839,142.2727,28,25,12,20,1,32,41.82
2024/2025,Male,ALL,Public,SSS,SSS1,SSS1,lga,Akure North,South West,Ondo,Akure North,,,1049,1049,3.1313,17,21,335.0046,61.7059,49.9524,9,6,8,6,0,10,42.57
2024/2025,Male,ALL,Public,SSS,SSS2,,lga,Akure North,South West,Ondo,Akure North,,,962,962,2.8716,21,19,335.0049,45.8095,50.6316,10,9,9,7,0,15,45.67
2024/2025,Male,ALL,Public,SSS,SSS3,,lga,Akure North,South West,Ondo,Akure North,,,904,904,2.6985,18,18,335.0009,50.2222,50.2222,10,7,8,6,0,12,46.0
2024/2025,Male,ALL,Public,Vocational,Tech/Voc,,lga,Akure North,South West,Ondo,Akure North,,,149,0,0.4448,5,2,334.982,29.8,74.5,2,2,1,1,0,2,35.2
2024/2025,Female,Disabled,Private,Adult & Non-Formal,IQS/IQTE,,lga,Akure North,South West,Ondo,Akure North,,,23,0,0.0358,0,1,641.7516,0.0,23.0,0,0,1,0,0,0,0.0
2024/2025,Female,Disabled,Private,JSS,JSS1,JSS1,lga,Akure North,South West,Ondo,Akure North,,,44,0,0.1746,1,1,252.0046,44.0,44.0,1,0,0,0,0,1,48.0
2024/2025,Female,Disabled,Private,JSS,JSS2,,lga,Akure North,South West,Ondo,Akure North,,,42,0,0.1667,1,1,251.9496,42.0,42.0,0,0,1,0,0,1,36.0
2024/2025,Female,Disabled,Private,JSS,JSS3,,lga,Akure North,South West,Ondo,Akure North,,,40,0,0.1587,1,1,252.0479,40.0,40.0,1,0,1,0,0,1,64.0
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Akure North,South West,Ondo,Akure North,,,125,0,0.4959,4,1,252.0669,31.25,125.0,1,2,0,1,0,2,27.0
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 2,,lga,Akure North,South West,Ondo,Akure North,,,120,0,0.4764,3,1,251.8892,40.0,120.0,1,1,1,1,0,2,48.0
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 3,,lga,Akure North,South West,Ondo,Akure North,,,116,0,0.4624,4,1,250.8651,29.0,116.0,2,2,1,1,0,2,50.0
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 4,,lga,Akure North,South West,Ondo,Akure North,,,113,0,0.4485,4,1,251.9509,28.25,113.0,1,1,1,1,0,2,40.0
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 5,,lga,Akure North,South West,Ondo,Akure North,,,114,0,0.4513,4,1,252.6036,28.5,114.0,2,2,0,1,0,2,34.0
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 6,,lga,Akure North,South West,Ondo,Akure North,,,114,0,0.4513,5,1,252.6036,22.8,114.0,3,2,0,1,0,3,36.8
2024/2025,Female,Disabled,Private,SSS,SSS1,SSS1,lga,Akure North,South West,Ondo,Akure North,,,36,36,0.1429,1,1,251.9244,36.0,36.0,0,0,0,0,0,1,20.0
2024/2025,Female,Disabled,Private,SSS,SSS2,,lga,Akure North,South West,Ondo,Akure North,,,33,33,0.131,1,1,251.9084,33.0,33.0,0,0,0,0,0,0,0.0
2024/2025,Female,Disabled,Private,SSS,SSS3,,lga,Akure North,South West,Ondo,Akure North,,,31,31,0.123,1,1,252.0325,31.0,31.0,0,0,0,0,0,1,20.0
2024/2025,Female,Disabled,Private,Vocational,Tech/Voc,,lga,Akure North,South West,Ondo,Akure North,,,3,0,0.0119,1,1,252.1008,3.0,3.0,1,0,0,0,0,1,48.0
2024/2025,Female,Disabled,Public,Adult & Non-Formal,IQS/IQTE,,lga,Akure North,South West,Ondo,Akure North,,,51,0,0.0795,0,1,641.7516,0.0,51.0,0,0,0,0,0,0,0.0
2024/2025,Female,Disabled,Public,JSS,JSS1,JSS1,lga,Akure North,South West,Ondo,Akure North,,,94,0,0.2806,3,2,334.9964,31.3333,47.0,1,1,1,1,0,2,40.0
2024/2025,Female,Disabled,Public,JSS,JSS2,,lga,Akure North,South West,Ondo,Akure North,,,88,0,0.2627,2,2,334.9829,44.0,44.0,1,1,1,1,0,1,46.0
2024/2025,Female,Disabled,Public,JSS,JSS3,,lga,Akure North,South West,Ondo,Akure North,,,86,0,0.2567,2,2,335.0214,43.0,43.0,1,1,1,1,0,1,46.0
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Akure North,South West,Ondo,Akure North,,,265,0,0.7917,6,2,334.7227,44.1667,132.5,3,2,1,2,0,3,41.33
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,Primary 2,,lga,Akure North,South West,Ondo,Akure North,,,255,0,0.7606,6,2,335.2616,42.5,127.5,2,2,1,1,0,3,34.0
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,Primary 3,,lga,Akure North,South West,Ondo,Akure North,,,247,0,0.7383,7,2,334.5523,35.2857,123.5,3,2,1,2,0,5,42.29
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,Primary 4,,lga,Akure North,South West,Ondo,Akure North,,,240,0,0.7161,5,2,335.1487,48.0,120.0,2,2,1,2,0,4,46.4
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,Primary 5,,lga,Akure North,South West,Ondo,Akure North,,,241,0,0.7205,7,2,334.4899,34.4286,120.5,3,3,1,2,0,4,41.14
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,Primary 6,,lga,Akure North,South West,Ondo,Akure North,,,242,0,0.7205,5,2,335.8779,48.4,121.0,2,2,1,2,0,3,42.4
2024/2025,Female,Disabled,Public,SSS,SSS1,SSS1,lga,Akure North,South West,Ondo,Akure North,,,77,77,0.2299,1,2,334.9282,77.0,38.5,1,0,1,0,0,1,56.0
2024/2025,Female,Disabled,Public,SSS,SSS2,,lga,Akure North,South West,Ondo,Akure North,,,71,71,0.2119,2,1,335.0637,35.5,71.0,1,1,0,1,0,1,38.0
2024/2025,Female,Disabled,Public,SSS,SSS3,,lga,Akure North,South West,Ondo,Akure North,,,67,67,0.2,2,1,335.0,33.5,67.0,1,1,0,1,0,1,38.0
2024/2025,Female,Disabled,Public,Vocational,Tech/Voc,,lga,Akure North,South West,Ondo,Akure North,,,7,0,0.0209,1,1,334.9282,7.0,7.0,0,0,0,0,0,0,0.0
2024/2025,Male,Disabled,Private,Adult & Non-Formal,IQS/IQTE,,lga,Akure North,South West,Ondo,Akure North,,,25,0,0.039,0,1,641.7516,0.0,25.0,0,0,1,0,0,0,0.0
2024/2025,Male,Disabled,Private,JSS,JSS1,JSS1,lga,Akure North,South West,Ondo,Akure North,,,35,0,0.1389,1,1,251.9798,35.0,35.0,1,0,0,0,0,1,48.0
2024/2025,Male,Disabled,Private,JSS,JSS2,,lga,Akure North,South West,Ondo,Akure North,,,33,0,0.131,1,1,251.9084,33.0,33.0,0,0,1,0,0,1,36.0
2024/2025,Male,Disabled,Private,JSS,JSS3,,lga,Akure North,South West,Ondo,Akure North,,,32,0,0.127,1,1,251.9685,32.0,32.0,1,0,1,0,0,1,64.0
2024/2025,Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Akure North,South West,Ondo,Akure North,,,106,0,0.4182,4,1,253.4672,26.5,106.0,1,2,0,1,0,2,27.0
2024/2025,Male,Disabled,Private,Pre-Primary/Primary,Primary 2,,lga,Akure North,South West,Ondo,Akure North,,,101,0,0.4017,3,1,251.4314,33.6667,101.0,1,1,1,1,0,2,48.0
2024/2025,Male,Disabled,Private,Pre-Primary/Primary,Primary 3,,lga,Akure North,South West,Ondo,Akure North,,,98,0,0.39,3,1,251.2821,32.6667,98.0,2,1,1,1,0,1,50.67
2024/2025,Male,Disabled,Private,Pre-Primary/Primary,Primary 4,,lga,Akure North,South West,Ondo,Akure North,,,95,0,0.3783,3,1,251.1234,31.6667,95.0,1,1,1,1,0,1,41.33
2024/2025,Male,Disabled,Private,Pre-Primary/Primary,Primary 5,,lga,Akure North,South West,Ondo,Akure North,,,96,0,0.3806,3,1,252.2333,32.0,96.0,1,1,0,1,0,2,32.0
2024/2025,Male,Disabled,Private,Pre-Primary/Primary,Primary 6,,lga,Akure North,South West,Ondo,Akure North,,,96,0,0.3806,4,1,252.2333,24.0,96.0,2,1,0,1,0,2,31.0
2024/2025,Male,Disabled,Private,SSS,SSS1,SSS1,lga,Akure North,South West,Ondo,Akure North,,,32,32,0.127,1,1,251.9685,32.0,32.0,0,0,0,0,0,1,20.0
2024/2025,Male,Disabled,Private,SSS,SSS2,,lga,Akure North,South West,Ondo,Akure North,,,29,29,0.1151,1,1,251.9548,29.0,29.0,0,0,0,0,0,0,0.0
2024/2025,Male,Disabled,Private,SSS,SSS3,,lga,Akure North,South West,Ondo,Akure North,,,28,28,0.1111,1,1,252.0252,28.0,28.0,0,0,0,0,0,1,20.0
2024/2025,Male,Disabled,Private,Vocational,Tech/Voc,,lga,Akure North,South West,Ondo,Akure North,,,5,0,0.0198,1,1,252.5253,5.0,5.0,1,0,0,0,0,1,48.0
2024/2025,Male,Disabled,Public,Adult & Non-Formal,IQS/IQTE,,lga,Akure North,South West,Ondo,Akure North,,,53,0,0.0826,1,1,641.7516,53.0,53.0,0,0,0,0,0,1,20.0
2024/2025,Male,Disabled,Public,JSS,JSS1,JSS1,lga,Akure North,South West,Ondo,Akure North,,,75,0,0.2239,2,2,334.971,37.5,37.5,1,1,1,1,0,1,46.0
2024/2025,Male,Disabled,Public,JSS,JSS2,,lga,Akure North,South West,Ondo,Akure North,,,71,0,0.2119,2,1,335.0637,35.5,71.0,1,1,1,1,0,1,54.0
2024/2025,Male,Disabled,Public,JSS,JSS3,,lga,Akure North,South West,Ondo,Akure North,,,69,0,0.206,2,1,334.9515,34.5,69.0,1,1,0,1,0,1,38.0
2024/2025,Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Akure North,South West,Ondo,Akure North,,,224,0,0.6679,5,2,335.3795,44.8,112.0,2,2,1,2,0,2,38.4
2024/2025,Male,Disabled,Public,Pre-Primary/Primary,Primary 2,,lga,Akure North,South West,Ondo,Akure North,,,215,0,0.6417,5,1,335.0475,43.0,215.0,2,2,0,1,0,3,31.2
2024/2025,Male,Disabled,Public,Pre-Primary/Primary,Primary 3,,lga,Akure North,South West,Ondo,Akure North,,,209,0,0.6229,6,1,335.5274,34.8333,209.0,3,2,0,2,0,4,36.67
2024/2025,Male,Disabled,Public,Pre-Primary/Primary,Primary 4,,lga,Akure North,South West,Ondo,Akure North,,,202,0,0.6041,4,1,334.3817,50.5,202.0,2,2,1,1,0,3,55.0
2024/2025,Male,Disabled,Public,Pre-Primary/Primary,Primary 5,,lga,Akure North,South West,Ondo,Akure North,,,204,0,0.6079,6,1,335.5815,34.0,204.0,2,2,0,2,0,3,28.67
2024/2025,Male,Disabled,Public,Pre-Primary/Primary,Primary 6,,lga,Akure North,South West,Ondo,Akure North,,,203,0,0.6079,4,1,333.9365,50.75,203.0,2,2,1,1,0,2,50.0
2024/2025,Male,Disabled,Public,SSS,SSS1,SSS1,lga,Akure North,South West,Ondo,Akure North,,,68,68,0.203,1,1,334.9754,68.0,68.0,1,0,0,0,0,1,48.0
2024/2025,Male,Disabled,Public,SSS,SSS2,,lga,Akure North,South West,Ondo,Akure North,,,63,63,0.1881,2,1,334.9282,31.5,63.0,1,1,0,1,0,1,38.0
2024/2025,Male,Disabled,Public,SSS,SSS3,,lga,Akure North,South West,Ondo,Akure North,,,59,59,0.1761,1,1,335.0369,59.0,59.0,1,0,0,0,0,1,48.0
2024/2025,Male,Disabled,Public,Vocational,Tech/Voc,,lga,Akure North,South West,Ondo,Akure North,,,10,0,0.0299,1,1,334.4482,10.0,10.0,0,0,0,0,0,0,0.0
2024/2025,Female,ALL,Private,Adult & Non-Formal,IQS/IQTE,,lga,Akure South,South West,Ondo,Akure South,,,201,0,0.3126,1,3,642.9655,201.0,67.0,0,0,2,0,0,1,30.67
2024/2025,Female,ALL,Private,JSS,JSS1,JSS1,lga,Akure South,South West,Ondo,Akure South,,,378,0,1.5,8,3,252.0,47.25,126.0,4,2,1,2,0,4,36.33
2024/2025,Female,ALL,Private,JSS,JSS2,,lga,Akure South,South West,Ondo,Akure South,,,356,0,1.4127,9,3,251.9997,39.5556,118.6667,4,3,1,3,0,5,38.22
2024/2025,Female,ALL,Private,JSS,JSS3,,lga,Akure South,South West,Ondo,Akure South,,,345,0,1.369,10,3,252.0088,34.5,115.0,4,3,1,3,0,6,36.93
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Akure South,South West,Ondo,Akure South,,,1071,0,4.248,32,6,252.1186,33.4688,178.5,15,10,3,10,0,16,39.88
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 2,,lga,Akure South,South West,Ondo,Akure South,,,1029,0,4.0809,32,6,252.1503,32.1562,171.5,14,11,3,10,0,21,42.5
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 3,,lga,Akure South,South West,Ondo,Akure South,,,998,0,3.9616,25,6,251.9184,39.92,166.3333,13,8,2,9,0,12,39.09
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 4,,lga,Akure South,South West,Ondo,Akure South,,,968,0,3.8423,40,6,251.9324,24.2,161.3333,14,13,2,12,0,19,33.33
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,lga,Akure South,South West,Ondo,Akure South,,,974,0,3.8661,36,6,251.9335,27.0556,162.3333,20,12,3,9,0,25,45.44
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 6,,lga,Akure South,South West,Ondo,Akure South,,,974,0,3.8661,23,6,251.9335,42.3478,162.3333,11,7,3,6,0,16,43.13
2024/2025,Female,ALL,Private,SSS,SSS1,SSS1,lga,Akure South,South West,Ondo,Akure South,,,313,313,1.2421,11,6,251.9926,28.4545,52.1667,5,4,3,3,0,6,40.36
2024/2025,Female,ALL,Private,SSS,SSS2,,lga,Akure South,South West,Ondo,Akure South,,,287,287,1.1389,9,5,251.9975,31.8889,57.4,3,3,2,3,0,6,38.4
2024/2025,Female,ALL,Private,SSS,SSS3,,lga,Akure South,South West,Ondo,Akure South,,,269,269,1.0675,6,5,251.9906,44.8333,53.8,2,3,3,2,0,3,40.27
2024/2025,Female,ALL,Private,Vocational,Tech/Voc,,lga,Akure South,South West,Ondo,Akure South,,,26,0,0.1032,1,1,251.938,26.0,26.0,1,0,1,0,0,1,64.0
2024/2025,Female,ALL,Public,Adult & Non-Formal,IQS/IQTE,,lga,Akure South,South West,Ondo,Akure South,,,429,0,0.6672,1,5,642.9655,429.0,85.8,0,0,2,0,0,1,26.4
2024/2025,Female,ALL,Public,JSS,JSS1,JSS1,lga,Akure South,South West,Ondo,Akure South,,,802,0,2.394,20,8,335.0042,40.1,100.25,8,7,5,6,0,13,43.2
2024/2025,Female,ALL,Public,JSS,JSS2,,lga,Akure South,South West,Ondo,Akure South,,,756,0,2.2567,14,8,335.0024,54.0,94.5,5,5,3,3,0,10,38.0
2024/2025,Female,ALL,Public,JSS,JSS3,,lga,Akure South,South West,Ondo,Akure South,,,733,0,2.1881,14,7,334.9938,52.3571,104.7143,7,6,4,5,0,9,46.86
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Akure South,South West,Ondo,Akure South,,,2274,0,6.789,50,44,334.9536,45.48,51.6818,28,16,26,15,1,35,47.93
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 2,,lga,Akure South,South West,Ondo,Akure South,,,2185,0,6.522,43,42,335.0199,50.814,52.0238,17,17,16,14,0,21,36.89
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 3,,lga,Akure South,South West,Ondo,Akure South,,,2121,0,6.3313,55,41,335.0023,38.5636,51.7317,28,21,24,17,0,27,42.97
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 4,,lga,Akure South,South West,Ondo,Akure South,,,2057,0,6.1406,65,40,334.9836,31.6462,51.425,34,24,21,20,1,32,42.37
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 5,,lga,Akure South,South West,Ondo,Akure South,,,2070,0,6.1787,43,40,335.0219,48.1395,51.75,20,16,21,12,1,23,41.24
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 6,,lga,Akure South,South West,Ondo,Akure South,,,2070,0,6.1787,43,40,335.0219,48.1395,51.75,15,14,18,14,0,29,39.57
2024/2025,Female,ALL,Public,SSS,SSS1,SSS1,lga,Akure South,South West,Ondo,Akure South,,,664,664,1.9821,14,4,334.9982,47.4286,166.0,7,6,2,4,0,8,43.14
2024/2025,Female,ALL,Public,SSS,SSS2,,lga,Akure South,South West,Ondo,Akure South,,,609,609,1.8179,13,4,335.0019,46.8462,152.25,5,5,2,4,0,8,40.62
2024/2025,Female,ALL,Public,SSS,SSS3,,lga,Akure South,South West,Ondo,Akure South,,,572,572,1.7075,16,4,334.9927,35.75,143.0,6,5,2,4,0,11,40.0
