session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Ataoja  'A',South West,Osun,Osogbo,Ataoja  'A',,71,0,4,12,9,17.75,5.9167,7.8889
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Abogunde/Sagba,South West,Osun,Ede North,Abogunde/Sagba,,42,0,4,7,5,10.5,6.0,8.4
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Alusekere,South West,Osun,Ede North,Alusekere,,49,0,4,9,7,12.25,5.4444,7.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Apaso,South West,Osun,Ede North,Apaso,,26,0,4,5,4,6.5,5.2,6.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Akarabata,South West,Osun,Ife Central,Akarabata,,39,0,4,7,5,9.75,5.5714,7.8
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Ilare I,South West,Osun,Ife Central,Ilare I,,45,0,4,8,6,11.25,5.625,7.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Ilare II,South West,Osun,Ife Central,Ilare II,,43,0,4,7,5,10.75,6.1429,8.6
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Biladu,South West,Osun,Ilesha East,Biladu,,45,0,4,9,7,11.25,5.0,6.4286
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Bolorunduro,South West,Osun,Ilesha East,Bolorunduro,,51,0,4,9,7,12.75,5.6667,7.2857
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Ifosan/Oke-Eso,South West,Osun,Ilesha East,Ifosan/Oke-Eso,,38,0,4,7,5,9.5,5.4286,7.6
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Ayeso,South West,Osun,Ilesha West,Ayeso,,44,0,4,8,6,11.0,5.5,7.3333
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Ereja,South West,Osun,Ilesha West,Ereja,,56,0,4,9,7,14.0,6.2222,8.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Ikoyi / Ikoti Araromi,South West,Osun,Ilesha West,Ikoyi / Ikoti Araromi,,25,0,4,5,4,6.25,5.0,6.25
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Alagba,South West,Osun,Osogbo,Alagba,,29,0,4,6,4,7.25,4.8333,7.25
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Are-Ago,South West,Osun,Osogbo,Are-Ago,,48,0,4,9,7,12.0,5.3333,6.8571
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Ataoja  'A',South West,Osun,Osogbo,Ataoja  'A',,39,0,4,7,5,9.75,5.5714,7.8
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Abogunde/Sagba,South West,Osun,Ede North,Abogunde/Sagba,,343,0,8,22,16,42.875,15.5909,21.4375
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Alusekere,South West,Osun,Ede North,Alusekere,,336,0,8,20,14,42.0,16.8,24.0
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Apaso,South West,Osun,Ede North,Apaso,,249,0,8,16,12,31.125,15.5625,20.75
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Akarabata,South West,Osun,Ife Central,Akarabata,,249,0,8,16,12,31.125,15.5625,20.75
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Ilare I,South West,Osun,Ife Central,Ilare I,,262,0,8,17,12,32.75,15.4118,21.8333
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Ilare II,South West,Osun,Ife Central,Ilare II,,210,0,4,13,9,52.5,16.1538,23.3333
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Biladu,South West,Osun,Ilesha East,Biladu,,336,0,12,22,16,28.0,15.2727,21.0
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Bolorunduro,South West,Osun,Ilesha East,Bolorunduro,,531,0,12,32,22,44.25,16.5938,24.1364
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Ifosan/Oke-Eso,South West,Osun,Ilesha East,Ifosan/Oke-Eso,,293,0,8,18,13,36.625,16.2778,22.5385
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Ayeso,South West,Osun,Ilesha West,Ayeso,,186,0,4,12,8,46.5,15.5,23.25
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Ereja,South West,Osun,Ilesha West,Ereja,,479,0,12,29,20,39.9167,16.5172,23.95
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Ikoyi / Ikoti Araromi,South West,Osun,Ilesha West,Ikoyi / Ikoti Araromi,,177,0,4,12,8,44.25,14.75,22.125
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Alagba,South West,Osun,Osogbo,Alagba,,275,0,8,18,12,34.375,15.2778,22.9167
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Are-Ago,South West,Osun,Osogbo,Are-Ago,,314,0,8,20,14,39.25,15.7,22.4286
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Ataoja  'A',South West,Osun,Osogbo,Ataoja  'A',,321,0,8,20,14,40.125,16.05,22.9286
2019/2020,Female,all,Private,JSS,JSS2,,ward,Abogunde/Sagba,South West,Osun,Ede North,Abogunde/Sagba,,281,0,8,18,12,35.125,15.6111,23.4167
2019/2020,Female,all,Private,JSS,JSS2,,ward,Alusekere,South West,Osun,Ede North,Alusekere,,275,0,8,17,12,34.375,16.1765,22.9167
2019/2020,Female,all,Private,JSS,JSS2,,ward,Apaso,South West,Osun,Ede North,Apaso,,203,0,8,14,10,25.375,14.5,20.3
2019/2020,Female,all,Private,JSS,JSS2,,ward,Akarabata,South West,Osun,Ife Central,Akarabata,,203,0,8,13,9,25.375,15.6154,22.5556
2019/2020,Female,all,Private,JSS,JSS2,,ward,Ilare I,South West,Osun,Ife Central,Ilare I,,214,0,8,14,10,26.75,15.2857,21.4
2019/2020,Female,all,Private,JSS,JSS2,,ward,Ilare II,South West,Osun,Ife Central,Ilare II,,171,0,4,11,8,42.75,15.5455,21.375
2019/2020,Female,all,Private,JSS,JSS2,,ward,Biladu,South West,Osun,Ilesha East,Biladu,,275,0,8,18,12,34.375,15.2778,22.9167
2019/2020,Female,all,Private,JSS,JSS2,,ward,Bolorunduro,South West,Osun,Ilesha East,Bolorunduro,,436,0,12,26,18,36.3333,16.7692,24.2222
2019/2020,Female,all,Private,JSS,JSS2,,ward,Ifosan/Oke-Eso,South West,Osun,Ilesha East,Ifosan/Oke-Eso,,238,0,8,15,11,29.75,15.8667,21.6364
2019/2020,Female,all,Private,JSS,JSS2,,ward,Ayeso,South West,Osun,Ilesha West,Ayeso,,154,0,4,11,8,38.5,14.0,19.25
2019/2020,Female,all,Private,JSS,JSS2,,ward,Ereja,South West,Osun,Ilesha West,Ereja,,395,0,12,25,17,32.9167,15.8,23.2353
2019/2020,Female,all,Private,JSS,JSS2,,ward,Ikoyi / Ikoti Araromi,South West,Osun,Ilesha West,Ikoyi / Ikoti Araromi,,147,0,4,10,8,36.75,14.7,18.375
2019/2020,Female,all,Private,JSS,JSS2,,ward,Alagba,South West,Osun,Osogbo,Alagba,,225,0,8,15,11,28.125,15.0,20.4545
2019/2020,Female,all,Private,JSS,JSS2,,ward,Are-Ago,South West,Osun,Osogbo,Are-Ago,,258,0,8,17,12,32.25,15.1765,21.5
2019/2020,Female,all,Private,JSS,JSS2,,ward,Ataoja  'A',South West,Osun,Osogbo,Ataoja  'A',,262,0,8,17,12,32.75,15.4118,21.8333
2019/2020,Female,all,Private,JSS,JSS3,,ward,Abogunde/Sagba,South West,Osun,Ede North,Abogunde/Sagba,,225,0,8,15,11,28.125,15.0,20.4545
2019/2020,Female,all,Private,JSS,JSS3,,ward,Alusekere,South West,Osun,Ede North,Alusekere,,221,0,8,13,9,27.625,17.0,24.5556
2019/2020,Female,all,Private,JSS,JSS3,,ward,Apaso,South West,Osun,Ede North,Apaso,,164,0,8,12,8,20.5,13.6667,20.5
2019/2020,Female,all,Private,JSS,JSS3,,ward,Akarabata,South West,Osun,Ife Central,Akarabata,,164,0,8,11,8,20.5,14.9091,20.5
2019/2020,Female,all,Private,JSS,JSS3,,ward,Ilare I,South West,Osun,Ife Central,Ilare I,,171,0,8,12,8,21.375,14.25,21.375
2019/2020,Female,all,Private,JSS,JSS3,,ward,Ilare II,South West,Osun,Ife Central,Ilare II,,136,0,4,10,8,34.0,13.6,17.0
2019/2020,Female,all,Private,JSS,JSS3,,ward,Biladu,South West,Osun,Ilesha East,Biladu,,221,0,8,14,10,27.625,15.7857,22.1
2019/2020,Female,all,Private,JSS,JSS3,,ward,Bolorunduro,South West,Osun,Ilesha East,Bolorunduro,,349,0,12,21,15,29.0833,16.619,23.2667
2019/2020,Female,all,Private,JSS,JSS3,,ward,Ifosan/Oke-Eso,South West,Osun,Ilesha East,Ifosan/Oke-Eso,,190,0,8,13,9,23.75,14.6154,21.1111
2019/2020,Female,all,Private,JSS,JSS3,,ward,Ayeso,South West,Osun,Ilesha West,Ayeso,,121,0,4,9,7,30.25,13.4444,17.2857
2019/2020,Female,all,Private,JSS,JSS3,,ward,Ereja,South West,Osun,Ilesha West,Ereja,,314,0,12,20,14,26.1667,15.7,22.4286
2019/2020,Female,all,Private,JSS,JSS3,,ward,Ikoyi / Ikoti Araromi,South West,Osun,Ilesha West,Ikoyi / Ikoti Araromi,,117,0,4,8,6,29.25,14.625,19.5
2019/2020,Female,all,Private,JSS,JSS3,,ward,Alagba,South West,Osun,Osogbo,Alagba,,180,0,8,12,8,22.5,15.0,22.5
2019/2020,Female,all,Private,JSS,JSS3,,ward,Are-Ago,South West,Osun,Osogbo,Are-Ago,,206,0,8,14,10,25.75,14.7143,20.6
2019/2020,Female,all,Private,JSS,JSS3,,ward,Ataoja  'A',South West,Osun,Osogbo,Ataoja  'A',,210,0,8,14,10,26.25,15.0,21.0
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Abogunde/Sagba,South West,Osun,Ede North,Abogunde/Sagba,,890,0,16,61,42,55.625,14.5902,21.1905
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Alusekere,South West,Osun,Ede North,Alusekere,,1013,0,20,72,49,50.65,14.0694,20.6735
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Apaso,South West,Osun,Ede North,Apaso,,411,0,8,30,20,51.375,13.7,20.55
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Akarabata,South West,Osun,Ife Central,Akarabata,,686,0,12,48,34,57.1667,14.2917,20.1765
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Ilare I,South West,Osun,Ife Central,Ilare I,,678,0,12,49,34,56.5,13.8367,19.9412
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Ilare II,South West,Osun,Ife Central,Ilare II,,718,0,12,49,34,59.8333,14.6531,21.1176
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Biladu,South West,Osun,Ilesha East,Biladu,,854,0,16,59,41,53.375,14.4746,20.8293
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Bolorunduro,South West,Osun,Ilesha East,Bolorunduro,,988,0,16,68,46,61.75,14.5294,21.4783
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Ifosan/Oke-Eso,South West,Osun,Ilesha East,Ifosan/Oke-Eso,,414,0,8,30,20,51.75,13.8,20.7
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Ayeso,South West,Osun,Ilesha West,Ayeso,,732,0,16,53,37,45.75,13.8113,19.7838
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Ereja,South West,Osun,Ilesha West,Ereja,,1011,0,16,70,48,63.1875,14.4429,21.0625
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Ikoyi / Ikoti Araromi,South West,Osun,Ilesha West,Ikoyi / Ikoti Araromi,,555,0,8,39,27,69.375,14.2308,20.5556
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Alagba,South West,Osun,Osogbo,Alagba,,718,0,12,50,34,59.8333,14.36,21.1176
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Are-Ago,South West,Osun,Osogbo,Are-Ago,,1001,0,20,70,48,50.05,14.3,20.8542
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Ataoja  'A',South West,Osun,Osogbo,Ataoja  'A',,1076,0,20,75,51,53.8,14.3467,21.098
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Abogunde/Sagba,South West,Osun,Ede North,Abogunde/Sagba,,789,0,16,55,38,49.3125,14.3455,20.7632
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Alusekere,South West,Osun,Ede North,Alusekere,,899,0,16,63,43,56.1875,14.2698,20.907
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Apaso,South West,Osun,Ede North,Apaso,,364,0,8,27,19,45.5,13.4815,19.1579
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Akarabata,South West,Osun,Ife Central,Akarabata,,611,0,12,44,30,50.9167,13.8864,20.3667
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Ilare I,South West,Osun,Ife Central,Ilare I,,603,0,12,44,30,50.25,13.7045,20.1
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Ilare II,South West,Osun,Ife Central,Ilare II,,639,0,12,45,31,53.25,14.2,20.6129
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Biladu,South West,Osun,Ilesha East,Biladu,,760,0,16,53,37,47.5,14.3396,20.5405
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Bolorunduro,South West,Osun,Ilesha East,Bolorunduro,,877,0,16,61,42,54.8125,14.377,20.881
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Ifosan/Oke-Eso,South West,Osun,Ilesha East,Ifosan/Oke-Eso,,368,0,8,27,19,46.0,13.6296,19.3684
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Ayeso,South West,Osun,Ilesha West,Ayeso,,650,0,12,47,33,54.1667,13.8298,19.697
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Ereja,South West,Osun,Ilesha West,Ereja,,898,0,20,62,42,44.9,14.4839,21.381
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Ikoyi / Ikoti Araromi,South West,Osun,Ilesha West,Ikoyi / Ikoti Araromi,,493,0,12,35,24,41.0833,14.0857,20.5417
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Alagba,South West,Osun,Osogbo,Alagba,,639,0,12,45,31,53.25,14.2,20.6129
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Are-Ago,South West,Osun,Osogbo,Are-Ago,,888,0,16,62,42,55.5,14.3226,21.1429
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Ataoja  'A',South West,Osun,Osogbo,Ataoja  'A',,954,0,20,67,46,47.7,14.2388,20.7391
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Abogunde/Sagba,South West,Osun,Ede North,Abogunde/Sagba,,711,0,16,49,34,44.4375,14.5102,20.9118
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Alusekere,South West,Osun,Ede North,Alusekere,,810,0,16,57,39,50.625,14.2105,20.7692
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Apaso,South West,Osun,Ede North,Apaso,,328,0,8,25,17,41.0,13.12,19.2941
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Akarabata,South West,Osun,Ife Central,Akarabata,,550,0,12,40,28,45.8333,13.75,19.6429
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Ilare I,South West,Osun,Ife Central,Ilare I,,543,0,12,39,27,45.25,13.9231,20.1111
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Ilare II,South West,Osun,Ife Central,Ilare II,,574,0,12,40,28,47.8333,14.35,20.5
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Biladu,South West,Osun,Ilesha East,Biladu,,684,0,12,47,33,57.0,14.5532,20.7273
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Bolorunduro,South West,Osun,Ilesha East,Bolorunduro,,789,0,16,55,38,49.3125,14.3455,20.7632
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Ifosan/Oke-Eso,South West,Osun,Ilesha East,Ifosan/Oke-Eso,,331,0,8,24,16,41.375,13.7917,20.6875
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Ayeso,South West,Osun,Ilesha West,Ayeso,,585,0,12,43,30,48.75,13.6047,19.5
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Ereja,South West,Osun,Ilesha West,Ereja,,808,0,16,56,38,50.5,14.4286,21.2632
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Ikoyi / Ikoti Araromi,South West,Osun,Ilesha West,Ikoyi / Ikoti Araromi,,443,0,8,31,21,55.375,14.2903,21.0952
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Alagba,South West,Osun,Osogbo,Alagba,,575,0,12,41,29,47.9167,14.0244,19.8276
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Are-Ago,South West,Osun,Osogbo,Are-Ago,,798,0,16,56,38,49.875,14.25,21.0
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Ataoja  'A',South West,Osun,Osogbo,Ataoja  'A',,858,0,20,61,42,42.9,14.0656,20.4286
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Abogunde/Sagba,South West,Osun,Ede North,Abogunde/Sagba,,650,0,16,45,31,40.625,14.4444,20.9677
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Alusekere,South West,Osun,Ede North,Alusekere,,738,0,20,53,37,36.9,13.9245,19.9459
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Apaso,South West,Osun,Ede North,Apaso,,299,0,8,23,16,37.375,13.0,18.6875
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Akarabata,South West,Osun,Ife Central,Akarabata,,501,0,12,36,24,41.75,13.9167,20.875
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Ilare I,South West,Osun,Ife Central,Ilare I,,498,0,12,37,25,41.5,13.4595,19.92
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Ilare II,South West,Osun,Ife Central,Ilare II,,525,0,12,37,25,43.75,14.1892,21.0
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Biladu,South West,Osun,Ilesha East,Biladu,,623,0,12,43,30,51.9167,14.4884,20.7667
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Bolorunduro,South West,Osun,Ilesha East,Bolorunduro,,720,0,16,50,34,45.0,14.4,21.1765
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Ifosan/Oke-Eso,South West,Osun,Ilesha East,Ifosan/Oke-Eso,,303,0,8,22,16,37.875,13.7727,18.9375
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Ayeso,South West,Osun,Ilesha West,Ayeso,,534,0,12,39,27,44.5,13.6923,19.7778
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Ereja,South West,Osun,Ilesha West,Ereja,,738,0,20,52,36,36.9,14.1923,20.5
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Ikoyi / Ikoti Araromi,South West,Osun,Ilesha West,Ikoyi / Ikoti Araromi,,405,0,8,29,20,50.625,13.9655,20.25
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Alagba,South West,Osun,Osogbo,Alagba,,525,0,12,37,25,43.75,14.1892,21.0
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Are-Ago,South West,Osun,Osogbo,Are-Ago,,729,0,16,51,35,45.5625,14.2941,20.8286
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Ataoja  'A',South West,Osun,Osogbo,Ataoja  'A',,784,0,20,56,38,39.2,14.0,20.6316
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,ward,Abogunde/Sagba,South West,Osun,Ede North,Abogunde/Sagba,,608,0,16,43,30,38.0,14.1395,20.2667
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,ward,Alusekere,South West,Osun,Ede North,Alusekere,,692,0,20,49,34,34.6,14.1224,20.3529
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,ward,Apaso,South West,Osun,Ede North,Apaso,,280,0,8,21,15,35.0,13.3333,18.6667
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,ward,Akarabata,South West,Osun,Ife Central,Akarabata,,469,0,12,34,24,39.0833,13.7941,19.5417
