session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Gandun Albasa,North West,Kano,Kano Municipal,Gandun Albasa,,131,0,4,12,10,32.75,10.9167,13.1
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Dakata,North West,Kano,Nasarawa,Dakata,,169,0,8,17,13,21.125,9.9412,13.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Gama,North West,Kano,Nasarawa,Gama,,117,0,4,11,9,29.25,10.6364,13.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Gawuna,North West,Kano,Nasarawa,Gawuna,,128,0,4,12,9,32.0,10.6667,14.2222
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Adakawa,North West,Kano,Dala,Adakawa,,125,0,8,12,9,15.625,10.4167,13.8889
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Bakin Ruwa,North West,Kano,Dala,Bakin Ruwa,,117,0,8,12,9,14.625,9.75,13.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Dala,North West,Kano,Dala,Dala,,107,0,8,11,9,13.375,9.7273,11.8889
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Fagge A,North West,Kano,Fagge,Fagge A,,63,0,4,7,5,15.75,9.0,12.6
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Fagge B,North West,Kano,Fagge,Fagge B,,120,0,8,12,9,15.0,10.0,13.3333
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Fagge C,North West,Kano,Fagge,Fagge C,,107,0,8,11,9,13.375,9.7273,11.8889
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Dandago,North West,Kano,Gwale,Dandago,,111,0,8,11,9,13.875,10.0909,12.3333
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Diso,North West,Kano,Gwale,Diso,,118,0,8,12,9,14.75,9.8333,13.1111
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Dorayi,North West,Kano,Gwale,Dorayi,,73,0,4,8,6,18.25,9.125,12.1667
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Chedi,North West,Kano,Kano Municipal,Chedi,,95,0,4,9,7,23.75,10.5556,13.5714
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Dan'agundi,North West,Kano,Kano Municipal,Dan'agundi,,68,0,4,7,5,17.0,9.7143,13.6
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Gandun Albasa,North West,Kano,Kano Municipal,Gandun Albasa,,103,0,4,10,8,25.75,10.3,12.875
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Dakata,North West,Kano,Nasarawa,Dakata,,131,0,8,14,11,16.375,9.3571,11.9091
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Gama,North West,Kano,Nasarawa,Gama,,91,0,4,9,7,22.75,10.1111,13.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Gawuna,North West,Kano,Nasarawa,Gawuna,,100,0,4,10,8,25.0,10.0,12.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Adakawa,North West,Kano,Dala,Adakawa,,69,0,8,7,5,8.625,9.8571,13.8
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Bakin Ruwa,North West,Kano,Dala,Bakin Ruwa,,64,0,8,7,5,8.0,9.1429,12.8
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Dala,North West,Kano,Dala,Dala,,59,0,8,7,5,7.375,8.4286,11.8
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Fagge A,North West,Kano,Fagge,Fagge A,,34,0,4,5,4,8.5,6.8,8.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Fagge B,North West,Kano,Fagge,Fagge B,,66,0,8,7,5,8.25,9.4286,13.2
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Fagge C,North West,Kano,Fagge,Fagge C,,59,0,8,7,5,7.375,8.4286,11.8
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Dandago,North West,Kano,Gwale,Dandago,,62,0,8,7,5,7.75,8.8571,12.4
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Diso,North West,Kano,Gwale,Diso,,65,0,8,7,5,8.125,9.2857,13.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Dorayi,North West,Kano,Gwale,Dorayi,,40,0,4,5,4,10.0,8.0,10.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Chedi,North West,Kano,Kano Municipal,Chedi,,52,0,4,6,4,13.0,8.6667,13.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Dan'agundi,North West,Kano,Kano Municipal,Dan'agundi,,37,0,4,5,4,9.25,7.4,9.25
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Gandun Albasa,North West,Kano,Kano Municipal,Gandun Albasa,,56,0,4,6,4,14.0,9.3333,14.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Dakata,North West,Kano,Nasarawa,Dakata,,72,0,8,8,6,9.0,9.0,12.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Gama,North West,Kano,Nasarawa,Gama,,49,0,4,6,4,12.25,8.1667,12.25
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Gawuna,North West,Kano,Nasarawa,Gawuna,,54,0,4,7,5,13.5,7.7143,10.8
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Adakawa,North West,Kano,Dala,Adakawa,,494,0,12,19,15,41.1667,26.0,32.9333
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Bakin Ruwa,North West,Kano,Dala,Bakin Ruwa,,419,0,12,17,13,34.9167,24.6471,32.2308
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Dala,North West,Kano,Dala,Dala,,460,0,12,18,14,38.3333,25.5556,32.8571
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Fagge A,North West,Kano,Fagge,Fagge A,,208,0,8,10,8,26.0,20.8,26.0
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Fagge B,North West,Kano,Fagge,Fagge B,,436,0,16,18,14,27.25,24.2222,31.1429
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Fagge C,North West,Kano,Fagge,Fagge C,,455,0,16,18,14,28.4375,25.2778,32.5
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Dandago,North West,Kano,Gwale,Dandago,,434,0,12,18,14,36.1667,24.1111,31.0
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Diso,North West,Kano,Gwale,Diso,,460,0,16,18,14,28.75,25.5556,32.8571
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Dorayi,North West,Kano,Gwale,Dorayi,,346,0,12,14,10,28.8333,24.7143,34.6
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Chedi,North West,Kano,Kano Municipal,Chedi,,410,0,12,16,12,34.1667,25.625,34.1667
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Dan'agundi,North West,Kano,Kano Municipal,Dan'agundi,,286,0,8,11,9,35.75,26.0,31.7778
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Gandun Albasa,North West,Kano,Kano Municipal,Gandun Albasa,,393,0,12,15,11,32.75,26.2,35.7273
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Dakata,North West,Kano,Nasarawa,Dakata,,475,0,16,18,14,29.6875,26.3889,33.9286
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Gama,North West,Kano,Nasarawa,Gama,,299,0,8,12,10,37.375,24.9167,29.9
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Gawuna,North West,Kano,Nasarawa,Gawuna,,371,0,12,15,11,30.9167,24.7333,33.7273
2019/2020,Female,all,Private,JSS,JSS2,,ward,Adakawa,North West,Kano,Dala,Adakawa,,408,0,16,15,11,25.5,27.2,37.0909
2019/2020,Female,all,Private,JSS,JSS2,,ward,Bakin Ruwa,North West,Kano,Dala,Bakin Ruwa,,347,0,12,13,10,28.9167,26.6923,34.7
2019/2020,Female,all,Private,JSS,JSS2,,ward,Dala,North West,Kano,Dala,Dala,,377,0,16,15,11,23.5625,25.1333,34.2727
2019/2020,Female,all,Private,JSS,JSS2,,ward,Fagge A,North West,Kano,Fagge,Fagge A,,169,0,8,8,6,21.125,21.125,28.1667
2019/2020,Female,all,Private,JSS,JSS2,,ward,Fagge B,North West,Kano,Fagge,Fagge B,,358,0,16,14,10,22.375,25.5714,35.8
2019/2020,Female,all,Private,JSS,JSS2,,ward,Fagge C,North West,Kano,Fagge,Fagge C,,373,0,12,15,11,31.0833,24.8667,33.9091
2019/2020,Female,all,Private,JSS,JSS2,,ward,Dandago,North West,Kano,Gwale,Dandago,,356,0,16,14,10,22.25,25.4286,35.6
2019/2020,Female,all,Private,JSS,JSS2,,ward,Diso,North West,Kano,Gwale,Diso,,377,0,12,16,12,31.4167,23.5625,31.4167
2019/2020,Female,all,Private,JSS,JSS2,,ward,Dorayi,North West,Kano,Gwale,Dorayi,,286,0,8,12,10,35.75,23.8333,28.6
2019/2020,Female,all,Private,JSS,JSS2,,ward,Chedi,North West,Kano,Kano Municipal,Chedi,,338,0,12,14,10,28.1667,24.1429,33.8
2019/2020,Female,all,Private,JSS,JSS2,,ward,Dan'agundi,North West,Kano,Kano Municipal,Dan'agundi,,236,0,8,10,8,29.5,23.6,29.5
2019/2020,Female,all,Private,JSS,JSS2,,ward,Gandun Albasa,North West,Kano,Kano Municipal,Gandun Albasa,,320,0,12,13,10,26.6667,24.6154,32.0
2019/2020,Female,all,Private,JSS,JSS2,,ward,Dakata,North West,Kano,Nasarawa,Dakata,,390,0,12,15,11,32.5,26.0,35.4545
2019/2020,Female,all,Private,JSS,JSS2,,ward,Gama,North West,Kano,Nasarawa,Gama,,244,0,8,10,8,30.5,24.4,30.5
2019/2020,Female,all,Private,JSS,JSS2,,ward,Gawuna,North West,Kano,Nasarawa,Gawuna,,303,0,12,12,10,25.25,25.25,30.3
2019/2020,Female,all,Private,JSS,JSS3,,ward,Adakawa,North West,Kano,Dala,Adakawa,,325,0,16,13,10,20.3125,25.0,32.5
2019/2020,Female,all,Private,JSS,JSS3,,ward,Bakin Ruwa,North West,Kano,Dala,Bakin Ruwa,,275,0,12,11,9,22.9167,25.0,30.5556
2019/2020,Female,all,Private,JSS,JSS3,,ward,Dala,North West,Kano,Dala,Dala,,299,0,12,12,10,24.9167,24.9167,29.9
2019/2020,Female,all,Private,JSS,JSS3,,ward,Fagge A,North West,Kano,Fagge,Fagge A,,136,0,8,6,4,17.0,22.6667,34.0
2019/2020,Female,all,Private,JSS,JSS3,,ward,Fagge B,North West,Kano,Fagge,Fagge B,,286,0,16,12,10,17.875,23.8333,28.6
2019/2020,Female,all,Private,JSS,JSS3,,ward,Fagge C,North West,Kano,Fagge,Fagge C,,297,0,12,12,10,24.75,24.75,29.7
2019/2020,Female,all,Private,JSS,JSS3,,ward,Dandago,North West,Kano,Gwale,Dandago,,283,0,12,12,10,23.5833,23.5833,28.3
2019/2020,Female,all,Private,JSS,JSS3,,ward,Diso,North West,Kano,Gwale,Diso,,301,0,12,12,10,25.0833,25.0833,30.1
2019/2020,Female,all,Private,JSS,JSS3,,ward,Dorayi,North West,Kano,Gwale,Dorayi,,227,0,12,10,8,18.9167,22.7,28.375
2019/2020,Female,all,Private,JSS,JSS3,,ward,Chedi,North West,Kano,Kano Municipal,Chedi,,268,0,12,12,10,22.3333,22.3333,26.8
2019/2020,Female,all,Private,JSS,JSS3,,ward,Dan'agundi,North West,Kano,Kano Municipal,Dan'agundi,,188,0,8,8,6,23.5,23.5,31.3333
2019/2020,Female,all,Private,JSS,JSS3,,ward,Gandun Albasa,North West,Kano,Kano Municipal,Gandun Albasa,,257,0,12,11,9,21.4167,23.3636,28.5556
2019/2020,Female,all,Private,JSS,JSS3,,ward,Dakata,North West,Kano,Nasarawa,Dakata,,312,0,12,13,10,26.0,24.0,31.2
2019/2020,Female,all,Private,JSS,JSS3,,ward,Gama,North West,Kano,Nasarawa,Gama,,197,0,8,9,7,24.625,21.8889,28.1429
2019/2020,Female,all,Private,JSS,JSS3,,ward,Gawuna,North West,Kano,Nasarawa,Gawuna,,242,0,12,10,8,20.1667,24.2,30.25
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Adakawa,North West,Kano,Dala,Adakawa,,855,0,16,38,28,53.4375,22.5,30.5357
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Bakin Ruwa,North West,Kano,Dala,Bakin Ruwa,,1074,0,20,45,33,53.7,23.8667,32.5455
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Dala,North West,Kano,Dala,Dala,,1262,0,24,55,41,52.5833,22.9455,30.7805
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Fagge A,North West,Kano,Fagge,Fagge A,,698,0,12,32,24,58.1667,21.8125,29.0833
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Fagge B,North West,Kano,Fagge,Fagge B,,1757,0,32,77,56,54.9062,22.8182,31.375
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Fagge C,North West,Kano,Fagge,Fagge C,,1206,0,20,54,40,60.3,22.3333,30.15
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Dandago,North West,Kano,Gwale,Dandago,,1762,0,28,75,55,62.9286,23.4933,32.0364
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Diso,North West,Kano,Gwale,Diso,,1171,0,20,51,37,58.55,22.9608,31.6486
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Dorayi,North West,Kano,Gwale,Dorayi,,1169,0,20,51,37,58.45,22.9216,31.5946
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Chedi,North West,Kano,Kano Municipal,Chedi,,1066,0,20,49,36,53.3,21.7551,29.6111
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Dan'agundi,North West,Kano,Kano Municipal,Dan'agundi,,707,0,12,31,23,58.9167,22.8065,30.7391
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Gandun Albasa,North West,Kano,Kano Municipal,Gandun Albasa,,882,0,16,37,27,55.125,23.8378,32.6667
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Dakata,North West,Kano,Nasarawa,Dakata,,1980,0,32,81,59,61.875,24.4444,33.5593
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Gama,North West,Kano,Nasarawa,Gama,,1245,0,20,53,39,62.25,23.4906,31.9231
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Gawuna,North West,Kano,Nasarawa,Gawuna,,1647,0,28,68,50,58.8214,24.2206,32.94
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Adakawa,North West,Kano,Dala,Adakawa,,758,0,16,34,26,47.375,22.2941,29.1538
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Bakin Ruwa,North West,Kano,Dala,Bakin Ruwa,,954,0,20,41,30,47.7,23.2683,31.8
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Dala,North West,Kano,Dala,Dala,,1120,0,20,49,36,56.0,22.8571,31.1111
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Fagge A,North West,Kano,Fagge,Fagge A,,620,0,12,28,20,51.6667,22.1429,31.0
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Fagge B,North West,Kano,Fagge,Fagge B,,1561,0,28,69,50,55.75,22.6232,31.22
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Fagge C,North West,Kano,Fagge,Fagge C,,1071,0,24,48,35,44.625,22.3125,30.6
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Dandago,North West,Kano,Gwale,Dandago,,1566,0,28,66,48,55.9286,23.7273,32.625
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Diso,North West,Kano,Gwale,Diso,,1040,0,20,45,33,52.0,23.1111,31.5152
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Dorayi,North West,Kano,Gwale,Dorayi,,1037,0,20,45,33,51.85,23.0444,31.4242
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Chedi,North West,Kano,Kano Municipal,Chedi,,948,0,20,44,32,47.4,21.5455,29.625
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Dan'agundi,North West,Kano,Kano Municipal,Dan'agundi,,628,0,12,27,20,52.3333,23.2593,31.4
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Gandun Albasa,North West,Kano,Kano Municipal,Gandun Albasa,,784,0,12,33,25,65.3333,23.7576,31.36
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Dakata,North West,Kano,Nasarawa,Dakata,,1758,0,32,72,53,54.9375,24.4167,33.1698
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Gama,North West,Kano,Nasarawa,Gama,,1105,0,24,47,35,46.0417,23.5106,31.5714
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Gawuna,North West,Kano,Nasarawa,Gawuna,,1461,0,28,61,45,52.1786,23.9508,32.4667
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Adakawa,North West,Kano,Dala,Adakawa,,682,0,16,31,23,42.625,22.0,29.6522
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Bakin Ruwa,North West,Kano,Dala,Bakin Ruwa,,857,0,20,37,27,42.85,23.1622,31.7407
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Dala,North West,Kano,Dala,Dala,,1007,0,20,44,32,50.35,22.8864,31.4688
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Fagge A,North West,Kano,Fagge,Fagge A,,557,0,12,26,20,46.4167,21.4231,27.85
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Fagge B,North West,Kano,Fagge,Fagge B,,1402,0,32,62,45,43.8125,22.6129,31.1556
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Fagge C,North West,Kano,Fagge,Fagge C,,962,0,20,44,32,48.1,21.8636,30.0625
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Dandago,North West,Kano,Gwale,Dandago,,1407,0,32,59,43,43.9688,23.8475,32.7209
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Diso,North West,Kano,Gwale,Diso,,935,0,20,41,30,46.75,22.8049,31.1667
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Dorayi,North West,Kano,Gwale,Dorayi,,932,0,20,41,30,46.6,22.7317,31.0667
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Chedi,North West,Kano,Kano Municipal,Chedi,,852,0,20,40,29,42.6,21.3,29.3793
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Dan'agundi,North West,Kano,Kano Municipal,Dan'agundi,,564,0,12,25,19,47.0,22.56,29.6842
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Gandun Albasa,North West,Kano,Kano Municipal,Gandun Albasa,,704,0,16,31,23,44.0,22.7097,30.6087
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Dakata,North West,Kano,Nasarawa,Dakata,,1582,0,32,65,48,49.4375,24.3385,32.9583
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Gama,North West,Kano,Nasarawa,Gama,,994,0,20,42,30,49.7,23.6667,33.1333
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Gawuna,North West,Kano,Nasarawa,Gawuna,,1314,0,28,55,41,46.9286,23.8909,32.0488
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Adakawa,North West,Kano,Dala,Adakawa,,623,0,16,28,20,38.9375,22.25,31.15
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Bakin Ruwa,North West,Kano,Dala,Bakin Ruwa,,785,0,16,33,25,49.0625,23.7879,31.4
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Dala,North West,Kano,Dala,Dala,,921,0,20,40,30,46.05,23.025,30.7
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Fagge A,North West,Kano,Fagge,Fagge A,,509,0,12,24,18,42.4167,21.2083,28.2778
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Fagge B,North West,Kano,Fagge,Fagge B,,1282,0,32,57,42,40.0625,22.4912,30.5238
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Fagge C,North West,Kano,Fagge,Fagge C,,881,0,24,40,29,36.7083,22.025,30.3793
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Dandago,North West,Kano,Gwale,Dandago,,1287,0,32,55,41,40.2188,23.4,31.3902
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Diso,North West,Kano,Gwale,Diso,,855,0,20,38,28,42.75,22.5,30.5357
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Dorayi,North West,Kano,Gwale,Dorayi,,853,0,20,38,28,42.65,22.4474,30.4643
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Chedi,North West,Kano,Kano Municipal,Chedi,,778,0,20,36,27,38.9,21.6111,28.8148
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Dan'agundi,North West,Kano,Kano Municipal,Dan'agundi,,516,0,12,23,17,43.0,22.4348,30.3529
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Gandun Albasa,North West,Kano,Kano Municipal,Gandun Albasa,,644,0,12,27,20,53.6667,23.8519,32.2
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Dakata,North West,Kano,Nasarawa,Dakata,,1445,0,32,60,44,45.1562,24.0833,32.8409
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Gama,North West,Kano,Nasarawa,Gama,,909,0,20,39,29,45.45,23.3077,31.3448
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Gawuna,North West,Kano,Nasarawa,Gawuna,,1202,0,28,51,37,42.9286,23.5686,32.4865
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,ward,Adakawa,North West,Kano,Dala,Adakawa,,584,0,16,26,20,36.5,22.4615,29.2
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,ward,Bakin Ruwa,North West,Kano,Dala,Bakin Ruwa,,732,0,20,31,23,36.6,23.6129,31.8261
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,ward,Dala,North West,Kano,Dala,Dala,,861,0,24,38,28,35.875,22.6579,30.75
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,ward,Fagge A,North West,Kano,Fagge,Fagge A,,476,0,12,22,16,39.6667,21.6364,29.75
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,ward,Fagge B,North West,Kano,Fagge,Fagge B,,1200,0,32,54,40,37.5,22.2222,30.0
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,ward,Fagge C,North West,Kano,Fagge,Fagge C,,824,0,20,37,27,41.2,22.2703,30.5185
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,ward,Dandago,North West,Kano,Gwale,Dandago,,1204,0,32,51,37,37.625,23.6078,32.5405
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,ward,Diso,North West,Kano,Gwale,Diso,,800,0,20,36,26,40.0,22.2222,30.7692
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,ward,Dorayi,North West,Kano,Gwale,Dorayi,,798,0,20,35,26,39.9,22.8,30.6923
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,ward,Chedi,North West,Kano,Kano Municipal,Chedi,,729,0,20,34,25,36.45,21.4412,29.16
