session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Attissa I,South South,Bayelsa,Yenegoa,Attissa I,,100,0,4,10,7,25.0,10.0,14.2857
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Attissa II,South South,Bayelsa,Yenegoa,Attissa II,,85,0,4,9,7,21.25,9.4444,12.1429
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Attissa III,South South,Bayelsa,Yenegoa,Attissa III,,54,0,4,6,4,13.5,9.0,13.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Brass I,South South,Bayelsa,Brass,Brass I,,60,0,4,7,5,15.0,8.5714,12.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Brass ward II,South South,Bayelsa,Brass,Brass ward II,,72,0,4,8,6,18.0,9.0,12.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Cafe Farmosa,South South,Bayelsa,Brass,Cafe Farmosa,,47,0,4,6,4,11.75,7.8333,11.75
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Igbedi,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,,53,0,4,7,5,13.25,7.5714,10.6
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Kaiama,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,,49,0,4,6,4,12.25,8.1667,12.25
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Kaiama/Olobiri,South South,Bayelsa,Kolokuma/Opokuma,Kaiama/Olobiri,,89,0,4,9,7,22.25,9.8889,12.7143
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Bassambiri I,South South,Bayelsa,Nembe,Bassambiri I,,54,0,4,7,5,13.5,7.7143,10.8
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Bassambiri II,South South,Bayelsa,Nembe,Bassambiri II,,83,0,4,9,7,20.75,9.2222,11.8571
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Bassambiri III,South South,Bayelsa,Nembe,Bassambiri III,,54,0,4,6,4,13.5,9.0,13.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Anyama,South South,Bayelsa,Ogbia,Anyama,,61,0,4,7,5,15.25,8.7143,12.2
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Emeyal,South South,Bayelsa,Ogbia,Emeyal,,48,0,4,6,4,12.0,8.0,12.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Imiringi,South South,Bayelsa,Ogbia,Imiringi,,74,0,4,8,6,18.5,9.25,12.3333
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Attissa I,South South,Bayelsa,Yenegoa,Attissa I,,78,0,4,9,7,19.5,8.6667,11.1429
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Attissa II,South South,Bayelsa,Yenegoa,Attissa II,,67,0,4,7,5,16.75,9.5714,13.4
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Attissa III,South South,Bayelsa,Yenegoa,Attissa III,,42,0,4,5,4,10.5,8.4,10.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Brass I,South South,Bayelsa,Brass,Brass I,,33,0,4,5,4,8.25,6.6,8.25
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Brass ward II,South South,Bayelsa,Brass,Brass ward II,,39,0,4,5,4,9.75,7.8,9.75
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Cafe Farmosa,South South,Bayelsa,Brass,Cafe Farmosa,,27,0,4,4,4,6.75,6.75,6.75
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Igbedi,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,,30,0,4,4,4,7.5,7.5,7.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Kaiama,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,,27,0,4,4,4,6.75,6.75,6.75
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Kaiama/Olobiri,South South,Bayelsa,Kolokuma/Opokuma,Kaiama/Olobiri,,48,0,4,6,4,12.0,8.0,12.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Bassambiri I,South South,Bayelsa,Nembe,Bassambiri I,,30,0,4,4,4,7.5,7.5,7.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Bassambiri II,South South,Bayelsa,Nembe,Bassambiri II,,46,0,4,6,4,11.5,7.6667,11.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Bassambiri III,South South,Bayelsa,Nembe,Bassambiri III,,30,0,4,4,4,7.5,7.5,7.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Anyama,South South,Bayelsa,Ogbia,Anyama,,33,0,4,5,4,8.25,6.6,8.25
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Emeyal,South South,Bayelsa,Ogbia,Emeyal,,27,0,4,4,4,6.75,6.75,6.75
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Imiringi,South South,Bayelsa,Ogbia,Imiringi,,40,0,4,5,4,10.0,8.0,10.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Attissa I,South South,Bayelsa,Yenegoa,Attissa I,,43,0,4,5,4,10.75,8.6,10.75
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Attissa II,South South,Bayelsa,Yenegoa,Attissa II,,36,0,4,5,4,9.0,7.2,9.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Attissa III,South South,Bayelsa,Yenegoa,Attissa III,,22,0,4,4,4,5.5,5.5,5.5
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Brass I,South South,Bayelsa,Brass,Brass I,,313,0,8,13,9,39.125,24.0769,34.7778
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Brass ward II,South South,Bayelsa,Brass,Brass ward II,,232,0,8,10,8,29.0,23.2,29.0
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Cafe Farmosa,South South,Bayelsa,Brass,Cafe Farmosa,,169,0,4,8,6,42.25,21.125,28.1667
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Igbedi,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,,201,0,4,9,7,50.25,22.3333,28.7143
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Kaiama,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,,212,0,4,9,7,53.0,23.5556,30.2857
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Kaiama/Olobiri,South South,Bayelsa,Kolokuma/Opokuma,Kaiama/Olobiri,,362,0,8,14,10,45.25,25.8571,36.2
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Bassambiri I,South South,Bayelsa,Nembe,Bassambiri I,,223,0,8,9,7,27.875,24.7778,31.8571
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Bassambiri II,South South,Bayelsa,Nembe,Bassambiri II,,327,0,8,13,9,40.875,25.1538,36.3333
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Bassambiri III,South South,Bayelsa,Nembe,Bassambiri III,,218,0,8,10,8,27.25,21.8,27.25
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Anyama,South South,Bayelsa,Ogbia,Anyama,,225,0,8,10,8,28.125,22.5,28.125
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Emeyal,South South,Bayelsa,Ogbia,Emeyal,,223,0,8,9,7,27.875,24.7778,31.8571
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Imiringi,South South,Bayelsa,Ogbia,Imiringi,,336,0,8,14,10,42.0,24.0,33.6
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Attissa I,South South,Bayelsa,Yenegoa,Attissa I,,262,0,8,12,8,32.75,21.8333,32.75
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Attissa II,South South,Bayelsa,Yenegoa,Attissa II,,299,0,8,12,8,37.375,24.9167,37.375
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Attissa III,South South,Bayelsa,Yenegoa,Attissa III,,195,0,4,8,6,48.75,24.375,32.5
2019/2020,Female,all,Private,JSS,JSS2,,ward,Brass I,South South,Bayelsa,Brass,Brass I,,253,0,8,11,8,31.625,23.0,31.625
2019/2020,Female,all,Private,JSS,JSS2,,ward,Brass ward II,South South,Bayelsa,Brass,Brass ward II,,190,0,8,8,6,23.75,23.75,31.6667
2019/2020,Female,all,Private,JSS,JSS2,,ward,Cafe Farmosa,South South,Bayelsa,Brass,Cafe Farmosa,,138,0,4,6,4,34.5,23.0,34.5
2019/2020,Female,all,Private,JSS,JSS2,,ward,Igbedi,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,,164,0,4,7,5,41.0,23.4286,32.8
2019/2020,Female,all,Private,JSS,JSS2,,ward,Kaiama,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,,175,0,8,8,6,21.875,21.875,29.1667
2019/2020,Female,all,Private,JSS,JSS2,,ward,Kaiama/Olobiri,South South,Bayelsa,Kolokuma/Opokuma,Kaiama/Olobiri,,302,0,8,12,8,37.75,25.1667,37.75
2019/2020,Female,all,Private,JSS,JSS2,,ward,Bassambiri I,South South,Bayelsa,Nembe,Bassambiri I,,184,0,4,8,6,46.0,23.0,30.6667
2019/2020,Female,all,Private,JSS,JSS2,,ward,Bassambiri II,South South,Bayelsa,Nembe,Bassambiri II,,268,0,8,11,8,33.5,24.3636,33.5
2019/2020,Female,all,Private,JSS,JSS2,,ward,Bassambiri III,South South,Bayelsa,Nembe,Bassambiri III,,177,0,8,8,6,22.125,22.125,29.5
2019/2020,Female,all,Private,JSS,JSS2,,ward,Anyama,South South,Bayelsa,Ogbia,Anyama,,184,0,8,8,6,23.0,23.0,30.6667
2019/2020,Female,all,Private,JSS,JSS2,,ward,Emeyal,South South,Bayelsa,Ogbia,Emeyal,,182,0,4,8,6,45.5,22.75,30.3333
2019/2020,Female,all,Private,JSS,JSS2,,ward,Imiringi,South South,Bayelsa,Ogbia,Imiringi,,275,0,8,12,8,34.375,22.9167,34.375
2019/2020,Female,all,Private,JSS,JSS2,,ward,Attissa I,South South,Bayelsa,Yenegoa,Attissa I,,214,0,8,10,8,26.75,21.4,26.75
2019/2020,Female,all,Private,JSS,JSS2,,ward,Attissa II,South South,Bayelsa,Yenegoa,Attissa II,,244,0,8,10,8,30.5,24.4,30.5
2019/2020,Female,all,Private,JSS,JSS2,,ward,Attissa III,South South,Bayelsa,Yenegoa,Attissa III,,158,0,4,8,6,39.5,19.75,26.3333
2019/2020,Female,all,Private,JSS,JSS3,,ward,Brass I,South South,Bayelsa,Brass,Brass I,,203,0,8,9,7,25.375,22.5556,29.0
2019/2020,Female,all,Private,JSS,JSS3,,ward,Brass ward II,South South,Bayelsa,Brass,Brass ward II,,151,0,8,7,5,18.875,21.5714,30.2
2019/2020,Female,all,Private,JSS,JSS3,,ward,Cafe Farmosa,South South,Bayelsa,Brass,Cafe Farmosa,,110,0,4,6,4,27.5,18.3333,27.5
2019/2020,Female,all,Private,JSS,JSS3,,ward,Igbedi,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,,132,0,4,6,4,33.0,22.0,33.0
2019/2020,Female,all,Private,JSS,JSS3,,ward,Kaiama,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,,139,0,8,6,4,17.375,23.1667,34.75
2019/2020,Female,all,Private,JSS,JSS3,,ward,Kaiama/Olobiri,South South,Bayelsa,Kolokuma/Opokuma,Kaiama/Olobiri,,238,0,12,10,8,19.8333,23.8,29.75
2019/2020,Female,all,Private,JSS,JSS3,,ward,Bassambiri I,South South,Bayelsa,Nembe,Bassambiri I,,145,0,8,7,5,18.125,20.7143,29.0
2019/2020,Female,all,Private,JSS,JSS3,,ward,Bassambiri II,South South,Bayelsa,Nembe,Bassambiri II,,212,0,8,9,7,26.5,23.5556,30.2857
2019/2020,Female,all,Private,JSS,JSS3,,ward,Bassambiri III,South South,Bayelsa,Nembe,Bassambiri III,,143,0,8,7,5,17.875,20.4286,28.6
2019/2020,Female,all,Private,JSS,JSS3,,ward,Anyama,South South,Bayelsa,Ogbia,Anyama,,147,0,8,7,5,18.375,21.0,29.4
2019/2020,Female,all,Private,JSS,JSS3,,ward,Emeyal,South South,Bayelsa,Ogbia,Emeyal,,147,0,8,7,5,18.375,21.0,29.4
2019/2020,Female,all,Private,JSS,JSS3,,ward,Imiringi,South South,Bayelsa,Ogbia,Imiringi,,219,0,8,10,8,27.375,21.9,27.375
2019/2020,Female,all,Private,JSS,JSS3,,ward,Attissa I,South South,Bayelsa,Yenegoa,Attissa I,,171,0,8,8,6,21.375,21.375,28.5
2019/2020,Female,all,Private,JSS,JSS3,,ward,Attissa II,South South,Bayelsa,Yenegoa,Attissa II,,195,0,8,8,6,24.375,24.375,32.5
2019/2020,Female,all,Private,JSS,JSS3,,ward,Attissa III,South South,Bayelsa,Yenegoa,Attissa III,,125,0,4,6,4,31.25,20.8333,31.25
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Brass I,South South,Bayelsa,Brass,Brass I,,671,0,12,29,19,55.9167,23.1379,35.3158
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Brass ward II,South South,Bayelsa,Brass,Brass ward II,,591,0,12,27,18,49.25,21.8889,32.8333
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Cafe Farmosa,South South,Bayelsa,Brass,Cafe Farmosa,,465,0,8,21,14,58.125,22.1429,33.2143
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Igbedi,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,,630,0,12,26,17,52.5,24.2308,37.0588
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Kaiama,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,,676,0,12,29,19,56.3333,23.3103,35.5789
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Kaiama/Olobiri,South South,Bayelsa,Kolokuma/Opokuma,Kaiama/Olobiri,,850,0,16,36,24,53.125,23.6111,35.4167
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Bassambiri I,South South,Bayelsa,Nembe,Bassambiri I,,353,0,4,17,12,88.25,20.7647,29.4167
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Bassambiri II,South South,Bayelsa,Nembe,Bassambiri II,,783,0,12,33,22,65.25,23.7273,35.5909
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Bassambiri III,South South,Bayelsa,Nembe,Bassambiri III,,565,0,8,25,17,70.625,22.6,33.2353
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Anyama,South South,Bayelsa,Ogbia,Anyama,,852,0,12,37,25,71.0,23.027,34.08
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Emeyal,South South,Bayelsa,Ogbia,Emeyal,,507,0,8,23,15,63.375,22.0435,33.8
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Imiringi,South South,Bayelsa,Ogbia,Imiringi,,764,0,12,33,22,63.6667,23.1515,34.7273
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Attissa I,South South,Bayelsa,Yenegoa,Attissa I,,986,0,16,42,28,61.625,23.4762,35.2143
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Attissa II,South South,Bayelsa,Yenegoa,Attissa II,,702,0,12,29,19,58.5,24.2069,36.9474
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Attissa III,South South,Bayelsa,Yenegoa,Attissa III,,589,0,12,26,18,49.0833,22.6538,32.7222
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Brass I,South South,Bayelsa,Brass,Brass I,,596,0,12,26,18,49.6667,22.9231,33.1111
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Brass ward II,South South,Bayelsa,Brass,Brass ward II,,526,0,12,25,17,43.8333,21.04,30.9412
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Cafe Farmosa,South South,Bayelsa,Brass,Cafe Farmosa,,414,0,8,19,13,51.75,21.7895,31.8462
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Igbedi,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,,561,0,8,23,15,70.125,24.3913,37.4
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Kaiama,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,,602,0,12,25,17,50.1667,24.08,35.4118
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Kaiama/Olobiri,South South,Bayelsa,Kolokuma/Opokuma,Kaiama/Olobiri,,754,0,12,32,22,62.8333,23.5625,34.2727
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Bassambiri I,South South,Bayelsa,Nembe,Bassambiri I,,313,0,8,15,11,39.125,20.8667,28.4545
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Bassambiri II,South South,Bayelsa,Nembe,Bassambiri II,,694,0,12,29,19,57.8333,23.931,36.5263
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Bassambiri III,South South,Bayelsa,Nembe,Bassambiri III,,504,0,8,21,14,63.0,24.0,36.0
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Anyama,South South,Bayelsa,Ogbia,Anyama,,756,0,12,33,22,63.0,22.9091,34.3636
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Emeyal,South South,Bayelsa,Ogbia,Emeyal,,449,0,8,20,14,56.125,22.45,32.0714
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Imiringi,South South,Bayelsa,Ogbia,Imiringi,,679,0,12,30,20,56.5833,22.6333,33.95
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Attissa I,South South,Bayelsa,Yenegoa,Attissa I,,877,0,16,38,26,54.8125,23.0789,33.7308
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Attissa II,South South,Bayelsa,Yenegoa,Attissa II,,623,0,12,26,17,51.9167,23.9615,36.6471
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Attissa III,South South,Bayelsa,Yenegoa,Attissa III,,524,0,8,23,15,65.5,22.7826,34.9333
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Brass I,South South,Bayelsa,Brass,Brass I,,536,0,12,24,16,44.6667,22.3333,33.5
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Brass ward II,South South,Bayelsa,Brass,Brass ward II,,471,0,12,22,14,39.25,21.4091,33.6429
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Cafe Farmosa,South South,Bayelsa,Brass,Cafe Farmosa,,370,0,8,18,12,46.25,20.5556,30.8333
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Igbedi,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,,504,0,8,21,14,63.0,24.0,36.0
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Kaiama,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,,541,0,12,23,15,45.0833,23.5217,36.0667
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Kaiama/Olobiri,South South,Bayelsa,Kolokuma/Opokuma,Kaiama/Olobiri,,678,0,12,30,20,56.5,22.6,33.9
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Bassambiri I,South South,Bayelsa,Nembe,Bassambiri I,,282,0,4,14,10,70.5,20.1429,28.2
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Bassambiri II,South South,Bayelsa,Nembe,Bassambiri II,,624,0,12,27,18,52.0,23.1111,34.6667
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Bassambiri III,South South,Bayelsa,Nembe,Bassambiri III,,450,0,8,20,14,56.25,22.5,32.1429
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Anyama,South South,Bayelsa,Ogbia,Anyama,,680,0,16,30,20,42.5,22.6667,34.0
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Emeyal,South South,Bayelsa,Ogbia,Emeyal,,405,0,8,19,13,50.625,21.3158,31.1538
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Imiringi,South South,Bayelsa,Ogbia,Imiringi,,610,0,12,26,18,50.8333,23.4615,33.8889
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Attissa I,South South,Bayelsa,Yenegoa,Attissa I,,789,0,16,34,22,49.3125,23.2059,35.8636
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Attissa II,South South,Bayelsa,Yenegoa,Attissa II,,561,0,12,23,15,46.75,24.3913,37.4
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Attissa III,South South,Bayelsa,Yenegoa,Attissa III,,471,0,8,21,14,58.875,22.4286,33.6429
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Brass I,South South,Bayelsa,Brass,Brass I,,490,0,12,22,14,40.8333,22.2727,35.0
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Brass ward II,South South,Bayelsa,Brass,Brass ward II,,432,0,12,21,14,36.0,20.5714,30.8571
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Cafe Farmosa,South South,Bayelsa,Brass,Cafe Farmosa,,339,0,8,16,12,42.375,21.1875,28.25
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Igbedi,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,,460,0,8,19,13,57.5,24.2105,35.3846
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Kaiama,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,,495,0,12,21,14,41.25,23.5714,35.3571
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Kaiama/Olobiri,South South,Bayelsa,Kolokuma/Opokuma,Kaiama/Olobiri,,619,0,16,28,18,38.6875,22.1071,34.3889
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Bassambiri I,South South,Bayelsa,Nembe,Bassambiri I,,256,0,8,13,9,32.0,19.6923,28.4444
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Bassambiri II,South South,Bayelsa,Nembe,Bassambiri II,,571,0,12,25,17,47.5833,22.84,33.5882
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Bassambiri III,South South,Bayelsa,Nembe,Bassambiri III,,413,0,8,18,12,51.625,22.9444,34.4167
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Anyama,South South,Bayelsa,Ogbia,Anyama,,620,0,16,28,18,38.75,22.1429,34.4444
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Emeyal,South South,Bayelsa,Ogbia,Emeyal,,369,0,8,18,12,46.125,20.5,30.75
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Imiringi,South South,Bayelsa,Ogbia,Imiringi,,559,0,12,24,16,46.5833,23.2917,34.9375
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Attissa I,South South,Bayelsa,Yenegoa,Attissa I,,720,0,16,32,22,45.0,22.5,32.7273
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Attissa II,South South,Bayelsa,Yenegoa,Attissa II,,512,0,12,21,14,42.6667,24.381,36.5714
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Attissa III,South South,Bayelsa,Yenegoa,Attissa III,,431,0,8,20,14,53.875,21.55,30.7857
