session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Gassa/Sho,North Central,Plateau,Barkin Ladi,Gassa/Sho,,55,0,4,9,3,13.75,6.1111,18.3333
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Gindin Akwati,North Central,Plateau,Barkin Ladi,Gindin Akwati,,48,0,4,7,2,12.0,6.8571,24.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Abba Na Shehu,North Central,Plateau,Jos North,Abba Na Shehu,,51,0,4,8,2,12.75,6.375,25.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Ali Kazaure,North Central,Plateau,Jos North,Ali Kazaure,,54,0,4,9,3,13.5,6.0,18.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Gangare,North Central,Plateau,Jos North,Gangare,,51,0,4,8,2,12.75,6.375,25.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Bukuru,North Central,Plateau,Jos South,Bukuru,,36,0,4,6,2,9.0,6.0,18.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Du,North Central,Plateau,Jos South,Du,,41,0,4,7,2,10.25,5.8571,20.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Giring,North Central,Plateau,Jos South,Giring,,47,0,4,7,2,11.75,6.7143,23.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Ampang west,North Central,Plateau,Mangu,Ampang west,,50,0,4,9,3,12.5,5.5556,16.6667
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Chanso,North Central,Plateau,Mangu,Chanso,,40,0,4,7,2,10.0,5.7143,20.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Gindiri  I,North Central,Plateau,Mangu,Gindiri  I,,44,0,4,7,2,11.0,6.2857,22.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Chip,North Central,Plateau,Pankshin,Chip,,56,0,8,9,3,7.0,6.2222,18.6667
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Dok-Pai,North Central,Plateau,Pankshin,Dok-Pai,,46,0,4,7,2,11.5,6.5714,23.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Fier,North Central,Plateau,Pankshin,Fier,,41,0,4,7,2,10.25,5.8571,20.5
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,265,0,8,16,6,33.125,16.5625,44.1667
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Gassa/Sho,North Central,Plateau,Barkin Ladi,Gassa/Sho,,356,0,8,19,7,44.5,18.7368,50.8571
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Gindin Akwati,North Central,Plateau,Barkin Ladi,Gindin Akwati,,406,0,12,22,9,33.8333,18.4545,45.1111
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Abba Na Shehu,North Central,Plateau,Jos North,Abba Na Shehu,,315,0,8,18,6,39.375,17.5,52.5
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Ali Kazaure,North Central,Plateau,Jos North,Ali Kazaure,,347,0,8,19,7,43.375,18.2632,49.5714
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Gangare,North Central,Plateau,Jos North,Gangare,,505,0,12,28,10,42.0833,18.0357,50.5
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Bukuru,North Central,Plateau,Jos South,Bukuru,,353,0,8,19,7,44.125,18.5789,50.4286
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Du,North Central,Plateau,Jos South,Du,,234,0,4,13,5,58.5,18.0,46.8
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Giring,North Central,Plateau,Jos South,Giring,,498,0,12,27,10,41.5,18.4444,49.8
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Ampang west,North Central,Plateau,Mangu,Ampang west,,416,0,12,23,9,34.6667,18.087,46.2222
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Chanso,North Central,Plateau,Mangu,Chanso,,265,0,8,16,6,33.125,16.5625,44.1667
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Gindiri  I,North Central,Plateau,Mangu,Gindiri  I,,286,0,8,16,6,35.75,17.875,47.6667
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Chip,North Central,Plateau,Pankshin,Chip,,334,0,8,18,7,41.75,18.5556,47.7143
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Dok-Pai,North Central,Plateau,Pankshin,Dok-Pai,,322,0,8,18,6,40.25,17.8889,53.6667
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Fier,North Central,Plateau,Pankshin,Fier,,301,0,8,17,6,37.625,17.7059,50.1667
2019/2020,Female,all,Private,JSS,JSS2,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,216,0,8,14,6,27.0,15.4286,36.0
2019/2020,Female,all,Private,JSS,JSS2,,ward,Gassa/Sho,North Central,Plateau,Barkin Ladi,Gassa/Sho,,291,0,12,17,6,24.25,17.1176,48.5
2019/2020,Female,all,Private,JSS,JSS2,,ward,Gindin Akwati,North Central,Plateau,Barkin Ladi,Gindin Akwati,,331,0,12,19,7,27.5833,17.4211,47.2857
2019/2020,Female,all,Private,JSS,JSS2,,ward,Abba Na Shehu,North Central,Plateau,Jos North,Abba Na Shehu,,256,0,8,16,6,32.0,16.0,42.6667
2019/2020,Female,all,Private,JSS,JSS2,,ward,Ali Kazaure,North Central,Plateau,Jos North,Ali Kazaure,,287,0,8,16,6,35.875,17.9375,47.8333
2019/2020,Female,all,Private,JSS,JSS2,,ward,Gangare,North Central,Plateau,Jos North,Gangare,,416,0,12,23,9,34.6667,18.087,46.2222
2019/2020,Female,all,Private,JSS,JSS2,,ward,Bukuru,North Central,Plateau,Jos South,Bukuru,,290,0,8,17,6,36.25,17.0588,48.3333
2019/2020,Female,all,Private,JSS,JSS2,,ward,Du,North Central,Plateau,Jos South,Du,,193,0,8,11,4,24.125,17.5455,48.25
2019/2020,Female,all,Private,JSS,JSS2,,ward,Giring,North Central,Plateau,Jos South,Giring,,410,0,16,23,9,25.625,17.8261,45.5556
2019/2020,Female,all,Private,JSS,JSS2,,ward,Ampang west,North Central,Plateau,Mangu,Ampang west,,341,0,12,19,7,28.4167,17.9474,48.7143
2019/2020,Female,all,Private,JSS,JSS2,,ward,Chanso,North Central,Plateau,Mangu,Chanso,,216,0,8,14,6,27.0,15.4286,36.0
2019/2020,Female,all,Private,JSS,JSS2,,ward,Gindiri  I,North Central,Plateau,Mangu,Gindiri  I,,234,0,8,14,6,29.25,16.7143,39.0
2019/2020,Female,all,Private,JSS,JSS2,,ward,Chip,North Central,Plateau,Pankshin,Chip,,273,0,8,15,6,34.125,18.2,45.5
2019/2020,Female,all,Private,JSS,JSS2,,ward,Dok-Pai,North Central,Plateau,Pankshin,Dok-Pai,,264,0,8,15,6,33.0,17.6,44.0
2019/2020,Female,all,Private,JSS,JSS2,,ward,Fier,North Central,Plateau,Pankshin,Fier,,245,0,8,14,6,30.625,17.5,40.8333
2019/2020,Female,all,Private,JSS,JSS3,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,173,0,8,11,4,21.625,15.7273,43.25
2019/2020,Female,all,Private,JSS,JSS3,,ward,Gassa/Sho,North Central,Plateau,Barkin Ladi,Gassa/Sho,,235,0,8,14,6,29.375,16.7857,39.1667
2019/2020,Female,all,Private,JSS,JSS3,,ward,Gindin Akwati,North Central,Plateau,Barkin Ladi,Gindin Akwati,,266,0,12,15,6,22.1667,17.7333,44.3333
2019/2020,Female,all,Private,JSS,JSS3,,ward,Abba Na Shehu,North Central,Plateau,Jos North,Abba Na Shehu,,203,0,8,12,4,25.375,16.9167,50.75
2019/2020,Female,all,Private,JSS,JSS3,,ward,Ali Kazaure,North Central,Plateau,Jos North,Ali Kazaure,,229,0,8,13,5,28.625,17.6154,45.8
2019/2020,Female,all,Private,JSS,JSS3,,ward,Gangare,North Central,Plateau,Jos North,Gangare,,332,0,16,19,7,20.75,17.4737,47.4286
2019/2020,Female,all,Private,JSS,JSS3,,ward,Bukuru,North Central,Plateau,Jos South,Bukuru,,232,0,8,14,6,29.0,16.5714,38.6667
2019/2020,Female,all,Private,JSS,JSS3,,ward,Du,North Central,Plateau,Jos South,Du,,154,0,4,9,3,38.5,17.1111,51.3333
2019/2020,Female,all,Private,JSS,JSS3,,ward,Giring,North Central,Plateau,Jos South,Giring,,328,0,12,19,7,27.3333,17.2632,46.8571
2019/2020,Female,all,Private,JSS,JSS3,,ward,Ampang west,North Central,Plateau,Mangu,Ampang west,,273,0,12,16,6,22.75,17.0625,45.5
2019/2020,Female,all,Private,JSS,JSS3,,ward,Chanso,North Central,Plateau,Mangu,Chanso,,173,0,8,11,4,21.625,15.7273,43.25
2019/2020,Female,all,Private,JSS,JSS3,,ward,Gindiri  I,North Central,Plateau,Mangu,Gindiri  I,,186,0,8,12,4,23.25,15.5,46.5
2019/2020,Female,all,Private,JSS,JSS3,,ward,Chip,North Central,Plateau,Pankshin,Chip,,216,0,8,13,5,27.0,16.6154,43.2
2019/2020,Female,all,Private,JSS,JSS3,,ward,Dok-Pai,North Central,Plateau,Pankshin,Dok-Pai,,212,0,8,13,5,26.5,16.3077,42.4
2019/2020,Female,all,Private,JSS,JSS3,,ward,Fier,North Central,Plateau,Pankshin,Fier,,197,0,8,12,4,24.625,16.4167,49.25
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,730,0,12,45,18,60.8333,16.2222,40.5556
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Gassa/Sho,North Central,Plateau,Barkin Ladi,Gassa/Sho,,1143,0,20,72,29,57.15,15.875,39.4138
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Gindin Akwati,North Central,Plateau,Barkin Ladi,Gindin Akwati,,919,0,16,58,24,57.4375,15.8448,38.2917
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Abba Na Shehu,North Central,Plateau,Jos North,Abba Na Shehu,,914,0,16,55,22,57.125,16.6182,41.5455
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Ali Kazaure,North Central,Plateau,Jos North,Ali Kazaure,,1203,0,20,75,31,60.15,16.04,38.8065
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Gangare,North Central,Plateau,Jos North,Gangare,,1312,0,20,80,32,65.6,16.4,41.0
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Bukuru,North Central,Plateau,Jos South,Bukuru,,610,0,8,38,16,76.25,16.0526,38.125
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Du,North Central,Plateau,Jos South,Du,,671,0,12,42,16,55.9167,15.9762,41.9375
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Giring,North Central,Plateau,Jos South,Giring,,1005,0,16,61,25,62.8125,16.4754,40.2
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Ampang west,North Central,Plateau,Mangu,Ampang west,,1257,0,24,80,33,52.375,15.7125,38.0909
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Chanso,North Central,Plateau,Mangu,Chanso,,688,0,12,46,19,57.3333,14.9565,36.2105
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Gindiri  I,North Central,Plateau,Mangu,Gindiri  I,,803,0,16,52,21,50.1875,15.4423,38.2381
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Chip,North Central,Plateau,Pankshin,Chip,,1208,0,20,72,29,60.4,16.7778,41.6552
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Dok-Pai,North Central,Plateau,Pankshin,Dok-Pai,,995,0,16,61,25,62.1875,16.3115,39.8
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Fier,North Central,Plateau,Pankshin,Fier,,867,0,12,52,21,72.25,16.6731,41.2857
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,649,0,12,39,16,54.0833,16.641,40.5625
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Gassa/Sho,North Central,Plateau,Barkin Ladi,Gassa/Sho,,1016,0,20,64,26,50.8,15.875,39.0769
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Gindin Akwati,North Central,Plateau,Barkin Ladi,Gindin Akwati,,814,0,16,51,21,50.875,15.9608,38.7619
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Abba Na Shehu,North Central,Plateau,Jos North,Abba Na Shehu,,811,0,12,49,20,67.5833,16.551,40.55
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Ali Kazaure,North Central,Plateau,Jos North,Ali Kazaure,,1068,0,20,67,27,53.4,15.9403,39.5556
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Gangare,North Central,Plateau,Jos North,Gangare,,1165,0,24,71,29,48.5417,16.4085,40.1724
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Bukuru,North Central,Plateau,Jos South,Bukuru,,544,0,12,34,14,45.3333,16.0,38.8571
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Du,North Central,Plateau,Jos South,Du,,595,0,12,38,16,49.5833,15.6579,37.1875
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Giring,North Central,Plateau,Jos South,Giring,,893,0,16,55,22,55.8125,16.2364,40.5909
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Ampang west,North Central,Plateau,Mangu,Ampang west,,1115,0,24,71,29,46.4583,15.7042,38.4483
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Chanso,North Central,Plateau,Mangu,Chanso,,613,0,12,40,16,51.0833,15.325,38.3125
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Gindiri  I,North Central,Plateau,Mangu,Gindiri  I,,715,0,12,46,19,59.5833,15.5435,37.6316
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Chip,North Central,Plateau,Pankshin,Chip,,1073,0,20,64,26,53.65,16.7656,41.2692
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Dok-Pai,North Central,Plateau,Pankshin,Dok-Pai,,886,0,16,54,22,55.375,16.4074,40.2727
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Fier,North Central,Plateau,Pankshin,Fier,,769,0,16,46,19,48.0625,16.7174,40.4737
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,583,0,12,36,15,48.5833,16.1944,38.8667
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Gassa/Sho,North Central,Plateau,Barkin Ladi,Gassa/Sho,,913,0,20,58,23,45.65,15.7414,39.6957
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Gindin Akwati,North Central,Plateau,Barkin Ladi,Gindin Akwati,,734,0,16,46,18,45.875,15.9565,40.7778
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Abba Na Shehu,North Central,Plateau,Jos North,Abba Na Shehu,,730,0,16,45,18,45.625,16.2222,40.5556
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Ali Kazaure,North Central,Plateau,Jos North,Ali Kazaure,,960,0,20,61,25,48.0,15.7377,38.4
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Gangare,North Central,Plateau,Jos North,Gangare,,1049,0,24,64,26,43.7083,16.3906,40.3462
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Bukuru,North Central,Plateau,Jos South,Bukuru,,489,0,8,31,12,61.125,15.7742,40.75
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Du,North Central,Plateau,Jos South,Du,,537,0,12,34,14,44.75,15.7941,38.3571
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Giring,North Central,Plateau,Jos South,Giring,,803,0,16,49,20,50.1875,16.3878,40.15
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Ampang west,North Central,Plateau,Mangu,Ampang west,,1003,0,20,64,26,50.15,15.6719,38.5769
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Chanso,North Central,Plateau,Mangu,Chanso,,552,0,12,37,15,46.0,14.9189,36.8
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Gindiri  I,North Central,Plateau,Mangu,Gindiri  I,,641,0,16,42,17,40.0625,15.2619,37.7059
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Chip,North Central,Plateau,Pankshin,Chip,,965,0,20,58,23,48.25,16.6379,41.9565
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Dok-Pai,North Central,Plateau,Pankshin,Dok-Pai,,796,0,16,49,20,49.75,16.2449,39.8
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Fier,North Central,Plateau,Pankshin,Fier,,693,0,16,42,17,43.3125,16.5,40.7647
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,534,0,12,33,13,44.5,16.1818,41.0769
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Gassa/Sho,North Central,Plateau,Barkin Ladi,Gassa/Sho,,834,0,20,53,22,41.7,15.7358,37.9091
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Gindin Akwati,North Central,Plateau,Barkin Ladi,Gindin Akwati,,670,0,16,43,17,41.875,15.5814,39.4118
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Abba Na Shehu,North Central,Plateau,Jos North,Abba Na Shehu,,666,0,16,41,16,41.625,16.2439,41.625
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Ali Kazaure,North Central,Plateau,Jos North,Ali Kazaure,,879,0,20,55,22,43.95,15.9818,39.9545
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Gangare,North Central,Plateau,Jos North,Gangare,,958,0,20,59,24,47.9,16.2373,39.9167
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Bukuru,North Central,Plateau,Jos South,Bukuru,,446,0,12,28,10,37.1667,15.9286,44.6
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Du,North Central,Plateau,Jos South,Du,,488,0,12,31,12,40.6667,15.7419,40.6667
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Giring,North Central,Plateau,Jos South,Giring,,733,0,16,45,18,45.8125,16.2889,40.7222
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Ampang west,North Central,Plateau,Mangu,Ampang west,,918,0,24,59,24,38.25,15.5593,38.25
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Chanso,North Central,Plateau,Mangu,Chanso,,503,0,12,34,13,41.9167,14.7941,38.6923
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Gindiri  I,North Central,Plateau,Mangu,Gindiri  I,,586,0,12,39,16,48.8333,15.0256,36.625
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Chip,North Central,Plateau,Pankshin,Chip,,882,0,20,53,21,44.1,16.6415,42.0
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Dok-Pai,North Central,Plateau,Pankshin,Dok-Pai,,726,0,16,45,18,45.375,16.1333,40.3333
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Fier,North Central,Plateau,Pankshin,Fier,,633,0,12,38,15,52.75,16.6579,42.2
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,500,0,12,31,12,41.6667,16.129,41.6667
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,ward,Gassa/Sho,North Central,Plateau,Barkin Ladi,Gassa/Sho,,782,0,20,49,20,39.1,15.9592,39.1
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,ward,Gindin Akwati,North Central,Plateau,Barkin Ladi,Gindin Akwati,,627,0,16,40,16,39.1875,15.675,39.1875
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,ward,Abba Na Shehu,North Central,Plateau,Jos North,Abba Na Shehu,,625,0,16,39,16,39.0625,16.0256,39.0625
