session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Arewa,North Central,Niger,Kontagora,Arewa,,475,0,12,26,18,39.5833,18.2692,26.3889
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Central,North Central,Niger,Kontagora,Central,,300,0,8,17,12,37.5,17.6471,25.0
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Gabas,North Central,Niger,Kontagora,Gabas,,362,0,8,20,14,45.25,18.1,25.8571
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Bagama 'B',North Central,Niger,Suleja,Bagama 'B',,343,0,8,20,14,42.875,17.15,24.5
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Bagmama 'A',North Central,Niger,Suleja,Bagmama 'A',,445,0,12,25,17,37.0833,17.8,26.1765
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Hashimi 'A',North Central,Niger,Suleja,Hashimi 'A',,312,0,8,18,12,39.0,17.3333,26.0
2019/2020,Female,all,Private,JSS,JSS2,,ward,Baro,North Central,Niger,Agaie,Baro,,186,0,8,12,8,23.25,15.5,23.25
2019/2020,Female,all,Private,JSS,JSS2,,ward,Boku,North Central,Niger,Agaie,Boku,,290,0,8,17,12,36.25,17.0588,24.1667
2019/2020,Female,all,Private,JSS,JSS2,,ward,Dauaci,North Central,Niger,Agaie,Dauaci,,369,0,12,20,14,30.75,18.45,26.3571
2019/2020,Female,all,Private,JSS,JSS2,,ward,Bariki,North Central,Niger,Bida,Bariki,,216,0,8,13,9,27.0,16.6154,24.0
2019/2020,Female,all,Private,JSS,JSS2,,ward,Ceniyan,North Central,Niger,Bida,Ceniyan,,286,0,8,18,12,35.75,15.8889,23.8333
2019/2020,Female,all,Private,JSS,JSS2,,ward,Dokodza,North Central,Niger,Bida,Dokodza,,175,0,4,11,8,43.75,15.9091,21.875
2019/2020,Female,all,Private,JSS,JSS2,,ward,Limawa 'A',North Central,Niger,Chanchaga,Limawa 'A',,315,0,8,17,12,39.375,18.5294,26.25
2019/2020,Female,all,Private,JSS,JSS2,,ward,Limawa 'B',North Central,Niger,Chanchaga,Limawa 'B',,271,0,8,16,12,33.875,16.9375,22.5833
2019/2020,Female,all,Private,JSS,JSS2,,ward,Makera,North Central,Niger,Chanchaga,Makera,,243,0,8,14,10,30.375,17.3571,24.3
2019/2020,Female,all,Private,JSS,JSS2,,ward,Arewa,North Central,Niger,Kontagora,Arewa,,388,0,12,21,15,32.3333,18.4762,25.8667
2019/2020,Female,all,Private,JSS,JSS2,,ward,Central,North Central,Niger,Kontagora,Central,,245,0,8,15,11,30.625,16.3333,22.2727
2019/2020,Female,all,Private,JSS,JSS2,,ward,Gabas,North Central,Niger,Kontagora,Gabas,,300,0,8,17,12,37.5,17.6471,25.0
2019/2020,Female,all,Private,JSS,JSS2,,ward,Bagama 'B',North Central,Niger,Suleja,Bagama 'B',,282,0,8,17,12,35.25,16.5882,23.5
2019/2020,Female,all,Private,JSS,JSS2,,ward,Bagmama 'A',North Central,Niger,Suleja,Bagmama 'A',,364,0,12,21,15,30.3333,17.3333,24.2667
2019/2020,Female,all,Private,JSS,JSS2,,ward,Hashimi 'A',North Central,Niger,Suleja,Hashimi 'A',,256,0,8,15,11,32.0,17.0667,23.2727
2019/2020,Female,all,Private,JSS,JSS3,,ward,Baro,North Central,Niger,Agaie,Baro,,149,0,8,10,8,18.625,14.9,18.625
2019/2020,Female,all,Private,JSS,JSS3,,ward,Boku,North Central,Niger,Agaie,Boku,,232,0,8,14,10,29.0,16.5714,23.2
2019/2020,Female,all,Private,JSS,JSS3,,ward,Dauaci,North Central,Niger,Agaie,Dauaci,,295,0,12,16,11,24.5833,18.4375,26.8182
2019/2020,Female,all,Private,JSS,JSS3,,ward,Bariki,North Central,Niger,Bida,Bariki,,173,0,8,11,8,21.625,15.7273,21.625
2019/2020,Female,all,Private,JSS,JSS3,,ward,Ceniyan,North Central,Niger,Bida,Ceniyan,,228,0,12,14,10,19.0,16.2857,22.8
2019/2020,Female,all,Private,JSS,JSS3,,ward,Dokodza,North Central,Niger,Bida,Dokodza,,141,0,4,9,7,35.25,15.6667,20.1429
2019/2020,Female,all,Private,JSS,JSS3,,ward,Limawa 'A',North Central,Niger,Chanchaga,Limawa 'A',,249,0,8,15,11,31.125,16.6,22.6364
2019/2020,Female,all,Private,JSS,JSS3,,ward,Limawa 'B',North Central,Niger,Chanchaga,Limawa 'B',,219,0,8,14,10,27.375,15.6429,21.9
2019/2020,Female,all,Private,JSS,JSS3,,ward,Makera,North Central,Niger,Chanchaga,Makera,,193,0,8,12,8,24.125,16.0833,24.125
2019/2020,Female,all,Private,JSS,JSS3,,ward,Arewa,North Central,Niger,Kontagora,Arewa,,310,0,12,17,12,25.8333,18.2353,25.8333
2019/2020,Female,all,Private,JSS,JSS3,,ward,Central,North Central,Niger,Kontagora,Central,,195,0,8,12,8,24.375,16.25,24.375
2019/2020,Female,all,Private,JSS,JSS3,,ward,Gabas,North Central,Niger,Kontagora,Gabas,,238,0,8,13,9,29.75,18.3077,26.4444
2019/2020,Female,all,Private,JSS,JSS3,,ward,Bagama 'B',North Central,Niger,Suleja,Bagama 'B',,226,0,8,14,10,28.25,16.1429,22.6
2019/2020,Female,all,Private,JSS,JSS3,,ward,Bagmama 'A',North Central,Niger,Suleja,Bagmama 'A',,292,0,12,17,12,24.3333,17.1765,24.3333
2019/2020,Female,all,Private,JSS,JSS3,,ward,Hashimi 'A',North Central,Niger,Suleja,Hashimi 'A',,203,0,8,12,8,25.375,16.9167,25.375
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Baro,North Central,Niger,Agaie,Baro,,592,0,8,39,26,74.0,15.1795,22.7692
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Boku,North Central,Niger,Agaie,Boku,,1161,0,20,76,51,58.05,15.2763,22.7647
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Dauaci,North Central,Niger,Agaie,Dauaci,,1084,0,20,69,46,54.2,15.7101,23.5652
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Bariki,North Central,Niger,Bida,Bariki,,657,0,12,41,27,54.75,16.0244,24.3333
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Ceniyan,North Central,Niger,Bida,Ceniyan,,1084,0,16,65,44,67.75,16.6769,24.6364
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Dokodza,North Central,Niger,Bida,Dokodza,,744,0,12,48,32,62.0,15.5,23.25
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Limawa 'A',North Central,Niger,Chanchaga,Limawa 'A',,589,0,12,38,26,49.0833,15.5,22.6538
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Limawa 'B',North Central,Niger,Chanchaga,Limawa 'B',,708,0,12,47,31,59.0,15.0638,22.8387
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Makera,North Central,Niger,Chanchaga,Makera,,923,0,16,55,36,57.6875,16.7818,25.6389
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Arewa,North Central,Niger,Kontagora,Arewa,,1437,0,24,90,60,59.875,15.9667,23.95
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Central,North Central,Niger,Kontagora,Central,,741,0,12,48,32,61.75,15.4375,23.1562
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Gabas,North Central,Niger,Kontagora,Gabas,,1282,0,20,80,54,64.1,16.025,23.7407
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Bagama 'B',North Central,Niger,Suleja,Bagama 'B',,673,0,12,45,30,56.0833,14.9556,22.4333
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Bagmama 'A',North Central,Niger,Suleja,Bagmama 'A',,1329,0,24,84,56,55.375,15.8214,23.7321
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Hashimi 'A',North Central,Niger,Suleja,Hashimi 'A',,737,0,12,48,32,61.4167,15.3542,23.0312
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Baro,North Central,Niger,Agaie,Baro,,527,0,8,35,23,65.875,15.0571,22.913
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Boku,North Central,Niger,Agaie,Boku,,1030,0,20,68,45,51.5,15.1471,22.8889
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Dauaci,North Central,Niger,Agaie,Dauaci,,962,0,16,61,41,60.125,15.7705,23.4634
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Bariki,North Central,Niger,Bida,Bariki,,585,0,12,37,25,48.75,15.8108,23.4
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Ceniyan,North Central,Niger,Bida,Ceniyan,,962,0,16,58,39,60.125,16.5862,24.6667
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Dokodza,North Central,Niger,Bida,Dokodza,,661,0,12,43,29,55.0833,15.3721,22.7931
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Limawa 'A',North Central,Niger,Chanchaga,Limawa 'A',,525,0,12,34,22,43.75,15.4412,23.8636
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Limawa 'B',North Central,Niger,Chanchaga,Limawa 'B',,627,0,12,41,27,52.25,15.2927,23.2222
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Makera,North Central,Niger,Chanchaga,Makera,,819,0,12,49,32,68.25,16.7143,25.5938
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Arewa,North Central,Niger,Kontagora,Arewa,,1276,0,24,80,54,53.1667,15.95,23.6296
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Central,North Central,Niger,Kontagora,Central,,659,0,12,43,29,54.9167,15.3256,22.7241
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Gabas,North Central,Niger,Kontagora,Gabas,,1139,0,24,72,48,47.4583,15.8194,23.7292
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Bagama 'B',North Central,Niger,Suleja,Bagama 'B',,597,0,12,39,26,49.75,15.3077,22.9615
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Bagmama 'A',North Central,Niger,Suleja,Bagmama 'A',,1179,0,24,74,50,49.125,15.9324,23.58
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Hashimi 'A',North Central,Niger,Suleja,Hashimi 'A',,655,0,12,42,28,54.5833,15.5952,23.3929
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Baro,North Central,Niger,Agaie,Baro,,473,0,8,32,22,59.125,14.7812,21.5
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Boku,North Central,Niger,Agaie,Boku,,926,0,20,62,41,46.3,14.9355,22.5854
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Dauaci,North Central,Niger,Agaie,Dauaci,,866,0,20,55,37,43.3,15.7455,23.4054
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Bariki,North Central,Niger,Bida,Bariki,,524,0,8,33,22,65.5,15.8788,23.8182
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Ceniyan,North Central,Niger,Bida,Ceniyan,,866,0,16,53,36,54.125,16.3396,24.0556
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Dokodza,North Central,Niger,Bida,Dokodza,,595,0,12,38,26,49.5833,15.6579,22.8846
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Limawa 'A',North Central,Niger,Chanchaga,Limawa 'A',,471,0,12,31,21,39.25,15.1935,22.4286
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Limawa 'B',North Central,Niger,Chanchaga,Limawa 'B',,565,0,12,37,25,47.0833,15.2703,22.6
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Makera,North Central,Niger,Chanchaga,Makera,,737,0,16,45,30,46.0625,16.3778,24.5667
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Arewa,North Central,Niger,Kontagora,Arewa,,1146,0,24,72,48,47.75,15.9167,23.875
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Central,North Central,Niger,Kontagora,Central,,593,0,12,39,26,49.4167,15.2051,22.8077
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Gabas,North Central,Niger,Kontagora,Gabas,,1023,0,24,64,42,42.625,15.9844,24.3571
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Bagama 'B',North Central,Niger,Suleja,Bagama 'B',,536,0,12,35,23,44.6667,15.3143,23.3043
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Bagmama 'A',North Central,Niger,Suleja,Bagmama 'A',,1061,0,20,68,46,53.05,15.6029,23.0652
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,ward,Hashimi 'A',North Central,Niger,Suleja,Hashimi 'A',,589,0,12,38,26,49.0833,15.5,22.6538
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Baro,North Central,Niger,Agaie,Baro,,431,0,12,29,20,35.9167,14.8621,21.55
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Boku,North Central,Niger,Agaie,Boku,,848,0,20,56,37,42.4,15.1429,22.9189
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Dauaci,North Central,Niger,Agaie,Dauaci,,791,0,16,50,34,49.4375,15.82,23.2647
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Bariki,North Central,Niger,Bida,Bariki,,480,0,12,31,21,40.0,15.4839,22.8571
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Ceniyan,North Central,Niger,Bida,Ceniyan,,791,0,20,48,32,39.55,16.4792,24.7188
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Dokodza,North Central,Niger,Bida,Dokodza,,542,0,12,36,24,45.1667,15.0556,22.5833
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Limawa 'A',North Central,Niger,Chanchaga,Limawa 'A',,431,0,12,28,20,35.9167,15.3929,21.55
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Limawa 'B',North Central,Niger,Chanchaga,Limawa 'B',,515,0,12,35,23,42.9167,14.7143,22.3913
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Makera,North Central,Niger,Chanchaga,Makera,,674,0,16,41,28,42.125,16.439,24.0714
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Arewa,North Central,Niger,Kontagora,Arewa,,1049,0,24,66,44,43.7083,15.8939,23.8409
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Central,North Central,Niger,Kontagora,Central,,541,0,12,36,24,45.0833,15.0278,22.5417
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Gabas,North Central,Niger,Kontagora,Gabas,,935,0,20,60,40,46.75,15.5833,23.375
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Bagama 'B',North Central,Niger,Suleja,Bagama 'B',,492,0,12,33,22,41.0,14.9091,22.3636
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Bagmama 'A',North Central,Niger,Suleja,Bagmama 'A',,970,0,24,62,42,40.4167,15.6452,23.0952
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,ward,Hashimi 'A',North Central,Niger,Suleja,Hashimi 'A',,538,0,12,35,23,44.8333,15.3714,23.3913
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,ward,Baro,North Central,Niger,Agaie,Baro,,404,0,8,27,19,50.5,14.963,21.2632
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,ward,Boku,North Central,Niger,Agaie,Boku,,793,0,20,52,35,39.65,15.25,22.6571
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,ward,Dauaci,North Central,Niger,Agaie,Dauaci,,740,0,20,48,32,37.0,15.4167,23.125
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,ward,Bariki,North Central,Niger,Bida,Bariki,,449,0,12,29,20,37.4167,15.4828,22.45
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,ward,Ceniyan,North Central,Niger,Bida,Ceniyan,,740,0,20,45,30,37.0,16.4444,24.6667
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,ward,Dokodza,North Central,Niger,Bida,Dokodza,,509,0,12,34,22,42.4167,14.9706,23.1364
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,ward,Limawa 'A',North Central,Niger,Chanchaga,Limawa 'A',,403,0,8,26,18,50.375,15.5,22.3889
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,ward,Limawa 'B',North Central,Niger,Chanchaga,Limawa 'B',,483,0,12,33,22,40.25,14.6364,21.9545
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,ward,Makera,North Central,Niger,Chanchaga,Makera,,630,0,16,38,25,39.375,16.5789,25.2
