session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,infrastructure_score,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Kangiwa,North West,Katsina,Katsina,Kangiwa,,116,0,8,16,9,14.5,7.25,12.8889,15.85,15.36,1.49,2.79,4.75,3.17,3.12
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Shinkafi 'A,North West,Katsina,Katsina,Shinkafi 'A,,68,0,4,10,7,17.0,6.8,9.7143,16.76,9.6,0.86,1.85,2.46,1.65,1.6
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Shinkafi 'B',North West,Katsina,Katsina,Shinkafi 'B',,82,0,4,12,7,20.5,6.8333,11.7143,16.13,11.52,0.78,1.54,2.4,1.6,1.57
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Bamble,North West,Katsina,Mashi,Bamble,,125,0,8,15,9,15.625,8.3333,13.8889,15.65,14.4,1.45,2.59,4.72,3.14,3.1
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Doguru 'A',North West,Katsina,Mashi,Doguru 'A',,78,0,4,11,7,19.5,7.0909,11.1429,16.29,10.56,0.8,1.62,2.42,1.61,1.58
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Doguru 'B',North West,Katsina,Mashi,Doguru 'B',,85,0,4,12,7,21.25,7.0833,12.1429,16.02,11.52,0.77,1.48,2.39,1.59,1.57
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Kusugu,North West,Katsina,Daura,Kusugu,,47,0,4,7,5,11.75,6.7143,9.4,16.89,6.72,0.87,1.91,2.47,1.65,1.6
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Madobi A,North West,Katsina,Daura,Madobi A,,39,0,4,7,5,9.75,5.5714,7.8,17.67,6.72,0.97,2.31,2.54,1.71,1.63
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Madobi B,North West,Katsina,Daura,Madobi B,,58,0,8,9,6,7.25,6.4444,9.6667,16.78,8.64,1.72,3.72,4.92,3.29,3.19
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Bagagadi,North West,Katsina,Dutsin Ma,Bagagadi,,58,0,4,9,6,14.5,6.4444,9.6667,16.78,8.64,0.86,1.86,2.46,1.65,1.6
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Dabawa,North West,Katsina,Dutsin Ma,Dabawa,,52,0,4,8,6,13.0,6.5,8.6667,17.21,7.68,0.91,2.08,2.5,1.68,1.61
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Dutsin-Ma A,North West,Katsina,Dutsin Ma,Dutsin-Ma A,,60,0,8,9,6,7.5,6.6667,10.0,16.66,8.64,1.69,3.6,4.9,3.28,3.18
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Dandutse,North West,Katsina,Funtua,Dandutse,,33,0,4,6,4,8.25,5.5,8.25,17.42,5.76,0.94,2.18,2.52,1.69,1.62
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Dukke,North West,Katsina,Funtua,Dukke,,56,0,8,9,6,7.0,6.2222,9.3333,16.91,8.64,1.75,3.86,4.94,3.31,3.2
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Goya,North West,Katsina,Funtua,Goya,,43,0,4,7,5,10.75,6.1429,8.6,17.24,6.72,0.91,2.09,2.5,1.68,1.61
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Kangiwa,North West,Katsina,Katsina,Kangiwa,,63,0,8,9,6,7.875,7.0,10.5,16.48,8.64,1.65,3.43,4.87,3.25,3.17
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Shinkafi 'A,North West,Katsina,Katsina,Shinkafi 'A,,38,0,4,6,4,9.5,6.3333,9.5,16.85,5.76,0.87,1.89,2.47,1.65,1.6
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Shinkafi 'B',North West,Katsina,Katsina,Shinkafi 'B',,45,0,4,7,5,11.25,6.4286,9.0,17.06,6.72,0.89,2,2.48,1.67,1.61
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Bamble,North West,Katsina,Mashi,Bamble,,69,0,8,9,6,8.625,7.6667,11.5,16.19,8.64,1.57,3.13,4.81,3.21,3.14
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Doguru 'A',North West,Katsina,Mashi,Doguru 'A',,43,0,4,7,5,10.75,6.1429,8.6,17.24,6.72,0.91,2.09,2.5,1.68,1.61
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Doguru 'B',North West,Katsina,Mashi,Doguru 'B',,47,0,4,7,5,11.75,6.7143,9.4,16.89,6.72,0.87,1.91,2.47,1.65,1.6
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Kusugu,North West,Katsina,Daura,Kusugu,,379,0,12,21,12,31.5833,18.0476,31.5833,9.14,12.36,2.88,1.71,4.59,2.86,2.89
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Madobi A,North West,Katsina,Daura,Madobi A,,336,0,8,20,12,42.0,16.8,28.0,10.51,13.57,2,1.29,3.42,2.18,2.2
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Madobi B,North West,Katsina,Daura,Madobi B,,464,0,12,25,14,38.6667,18.56,33.1429,9.26,15.02,2.87,1.63,4.64,2.9,2.94
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Bagagadi,North West,Katsina,Dutsin Ma,Bagagadi,,390,0,12,22,12,32.5,17.7273,32.5,9.31,13.26,2.88,1.66,4.66,2.91,2.95
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Dabawa,North West,Katsina,Dutsin Ma,Dabawa,,382,0,12,22,12,31.8333,17.3636,31.8333,9.46,13.48,2.89,1.7,4.72,2.96,2.99
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Dutsin-Ma A,North West,Katsina,Dutsin Ma,Dutsin-Ma A,,401,0,12,22,12,33.4167,18.2273,33.4167,9.1,12.98,2.86,1.62,4.58,2.85,2.89
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Dandutse,North West,Katsina,Funtua,Dandutse,,262,0,8,15,9,32.75,17.4667,29.1111,9.57,9.19,1.96,1.24,3.17,1.99,2
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Dukke,North West,Katsina,Funtua,Dukke,,403,0,12,21,12,33.5833,19.1905,33.5833,8.7,11.78,2.83,1.61,4.41,2.73,2.77
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Goya,North West,Katsina,Funtua,Goya,,247,0,8,14,8,30.875,17.6429,30.875,9.31,8.38,1.93,1.17,3.1,1.94,1.96
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Kangiwa,North West,Katsina,Katsina,Kangiwa,,375,0,12,20,11,31.25,18.75,34.0909,8.74,11.3,2.83,1.58,4.43,2.74,2.78
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Shinkafi 'A,North West,Katsina,Katsina,Shinkafi 'A,,273,0,8,16,10,34.125,17.0625,27.3,9.93,10.14,1.99,1.32,3.26,2.06,2.07
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Shinkafi 'B',North West,Katsina,Katsina,Shinkafi 'B',,333,0,8,19,11,41.625,17.5263,30.2727,10.01,12.33,1.96,1.19,3.29,2.08,2.1
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Bamble,North West,Katsina,Mashi,Bamble,,401,0,12,22,12,33.4167,18.2273,33.4167,9.1,12.98,2.86,1.62,4.58,2.85,2.89
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Doguru 'A',North West,Katsina,Mashi,Doguru 'A',,241,0,8,14,8,30.125,17.2143,30.125,9.5,8.55,1.94,1.2,3.15,1.97,1.99
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Doguru 'B',North West,Katsina,Mashi,Doguru 'B',,354,0,8,19,11,44.25,18.6316,32.1818,9.56,11.8,1.93,1.12,3.18,1.99,2.02
2019/2020,Female,all,Private,JSS,JSS2,,ward,Kusugu,North West,Katsina,Daura,Kusugu,,312,0,12,17,10,26.0,18.3529,31.2,8.71,9.45,2.86,1.73,4.41,2.73,2.75
2019/2020,Female,all,Private,JSS,JSS2,,ward,Madobi A,North West,Katsina,Daura,Madobi A,,275,0,12,16,10,22.9167,17.1875,27.5,9.2,9.28,2.93,1.96,4.58,2.86,2.87
2019/2020,Female,all,Private,JSS,JSS2,,ward,Madobi B,North West,Katsina,Daura,Madobi B,,379,0,12,21,12,31.5833,18.0476,31.5833,9.14,12.36,2.88,1.71,4.59,2.86,2.89
2019/2020,Female,all,Private,JSS,JSS2,,ward,Bagagadi,North West,Katsina,Dutsin Ma,Bagagadi,,320,0,12,18,10,26.6667,17.7778,32.0,8.97,10.38,2.86,1.69,4.52,2.81,2.84
2019/2020,Female,all,Private,JSS,JSS2,,ward,Dabawa,North West,Katsina,Dutsin Ma,Dabawa,,314,0,12,18,10,26.1667,17.4444,31.4,9.11,10.54,2.88,1.72,4.57,2.85,2.88
2019/2020,Female,all,Private,JSS,JSS2,,ward,Dutsin-Ma A,North West,Katsina,Dutsin Ma,Dutsin-Ma A,,330,0,12,18,10,27.5,18.3333,33.0,8.74,10.13,2.84,1.64,4.43,2.74,2.77
2019/2020,Female,all,Private,JSS,JSS2,,ward,Dandutse,North West,Katsina,Funtua,Dandutse,,214,0,8,13,8,26.75,16.4615,26.75,9.82,8.1,1.99,1.35,3.22,2.03,2.04
2019/2020,Female,all,Private,JSS,JSS2,,ward,Dukke,North West,Katsina,Funtua,Dukke,,330,0,12,18,10,27.5,18.3333,33.0,8.74,10.13,2.84,1.64,4.43,2.74,2.77
2019/2020,Female,all,Private,JSS,JSS2,,ward,Goya,North West,Katsina,Funtua,Goya,,201,0,8,12,8,25.125,16.75,25.125,9.66,7.26,2,1.43,3.17,1.99,2
2019/2020,Female,all,Private,JSS,JSS2,,ward,Kangiwa,North West,Katsina,Katsina,Kangiwa,,310,0,8,17,10,38.75,18.2353,31.0,9.48,10.4,1.94,1.16,3.15,1.97,2
2019/2020,Female,all,Private,JSS,JSS2,,ward,Shinkafi 'A,North West,Katsina,Katsina,Shinkafi 'A,,225,0,8,14,8,28.125,16.0714,28.125,10.05,9.02,1.98,1.28,3.29,2.08,2.1
2019/2020,Female,all,Private,JSS,JSS2,,ward,Shinkafi 'B',North West,Katsina,Katsina,Shinkafi 'B',,273,0,12,16,10,22.75,17.0625,27.3,9.25,9.34,2.94,1.98,4.61,2.87,2.89
2019/2020,Female,all,Private,JSS,JSS2,,ward,Bamble,North West,Katsina,Mashi,Bamble,,330,0,12,19,11,27.5,17.3684,30.0,9.28,11.28,2.9,1.8,4.63,2.89,2.92
2019/2020,Female,all,Private,JSS,JSS2,,ward,Doguru 'A',North West,Katsina,Mashi,Doguru 'A',,195,0,8,12,8,24.375,16.25,24.375,9.91,7.44,2.02,1.48,3.24,2.04,2.04
2019/2020,Female,all,Private,JSS,JSS2,,ward,Doguru 'B',North West,Katsina,Mashi,Doguru 'B',,289,0,8,15,9,36.125,19.2667,32.1111,8.86,8.53,1.9,1.12,2.98,1.85,1.87
2019/2020,Female,all,Private,JSS,JSS3,,ward,Kusugu,North West,Katsina,Daura,Kusugu,,247,0,12,14,8,20.5833,17.6429,30.875,8.72,7.77,2.86,1.75,4.41,2.73,2.75
2019/2020,Female,all,Private,JSS,JSS3,,ward,Madobi A,North West,Katsina,Daura,Madobi A,,221,0,12,14,8,18.4167,15.7857,27.625,9.6,8.54,2.95,1.95,4.75,2.98,3
2019/2020,Female,all,Private,JSS,JSS3,,ward,Madobi B,North West,Katsina,Daura,Madobi B,,304,0,12,17,10,25.3333,17.8824,30.4,8.9,9.65,2.88,1.78,4.48,2.78,2.81
2019/2020,Female,all,Private,JSS,JSS3,,ward,Bagagadi,North West,Katsina,Dutsin Ma,Bagagadi,,257,0,12,16,10,21.4167,16.0625,25.7,9.75,9.82,2.99,2.1,4.8,3.02,3.03
2019/2020,Female,all,Private,JSS,JSS3,,ward,Dabawa,North West,Katsina,Dutsin Ma,Dabawa,,251,0,12,14,8,20.9167,17.9286,31.375,8.6,7.67,2.85,1.72,4.36,2.69,2.72
2019/2020,Female,all,Private,JSS,JSS3,,ward,Dutsin-Ma A,North West,Katsina,Dutsin Ma,Dutsin-Ma A,,262,0,12,16,10,21.8333,16.375,26.2,9.59,9.66,2.97,2.06,4.74,2.97,2.98
2019/2020,Female,all,Private,JSS,JSS3,,ward,Dandutse,North West,Katsina,Funtua,Dandutse,,171,0,8,10,6,21.375,17.1,28.5,9.1,5.76,1.94,1.26,3.03,1.89,1.9
2019/2020,Female,all,Private,JSS,JSS3,,ward,Dukke,North West,Katsina,Funtua,Dukke,,262,0,12,15,9,21.8333,17.4667,29.1111,8.94,8.49,2.89,1.85,4.49,2.79,2.81
2019/2020,Female,all,Private,JSS,JSS3,,ward,Goya,North West,Katsina,Funtua,Goya,,160,0,8,10,6,20.0,16.0,26.6667,9.64,6.09,1.98,1.35,3.17,1.99,2
2019/2020,Female,all,Private,JSS,JSS3,,ward,Kangiwa,North West,Katsina,Katsina,Kangiwa,,244,0,8,14,8,30.5,17.4286,30.5,9.4,8.46,1.94,1.18,3.13,1.96,1.98
2019/2020,Female,all,Private,JSS,JSS3,,ward,Shinkafi 'A,North West,Katsina,Katsina,Shinkafi 'A,,177,0,8,12,8,22.125,14.75,22.125,10.76,8.06,2.08,1.63,3.46,2.2,2.2
2019/2020,Female,all,Private,JSS,JSS3,,ward,Shinkafi 'B',North West,Katsina,Katsina,Shinkafi 'B',,219,0,8,14,8,27.375,15.6429,27.375,10.27,9.22,2,1.32,3.35,2.12,2.14
2019/2020,Female,all,Private,JSS,JSS3,,ward,Bamble,North West,Katsina,Mashi,Bamble,,263,0,12,15,9,21.9167,17.5333,29.2222,8.91,8.46,2.89,1.85,4.48,2.78,2.8
2019/2020,Female,all,Private,JSS,JSS3,,ward,Doguru 'A',North West,Katsina,Mashi,Doguru 'A',,156,0,8,10,6,19.5,15.6,26.0,9.85,6.23,2,1.38,3.23,2.03,2.04
2019/2020,Female,all,Private,JSS,JSS3,,ward,Doguru 'B',North West,Katsina,Mashi,Doguru 'B',,232,0,8,13,8,29.0,17.8462,29.0,9.19,7.59,1.94,1.24,3.06,1.91,1.92
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Kusugu,North West,Katsina,Daura,Kusugu,,845,0,16,50,27,52.8125,16.9,31.2963,10.98,36.13,2.45,2.3,7.13,4.56,4.62
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Madobi A,North West,Katsina,Daura,Madobi A,,647,0,12,40,22,53.9167,16.175,29.4091,11.56,30.4,1.9,1.84,5.58,3.59,3.63
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Madobi B,North West,Katsina,Daura,Madobi B,,1077,0,16,65,36,67.3125,16.5692,29.9167,12.12,52.17,2.56,2.41,7.75,5.02,5.08
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Bagagadi,North West,Katsina,Dutsin Ma,Bagagadi,,988,0,16,64,35,61.75,15.4375,28.2286,12.62,53.4,2.63,2.55,8.01,5.21,5.28
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Dabawa,North West,Katsina,Dutsin Ma,Dabawa,,997,0,16,61,33,62.3125,16.3443,30.2121,11.95,48.23,2.55,2.38,7.66,4.95,5.01
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Dutsin-Ma A,North West,Katsina,Dutsin Ma,Dutsin-Ma A,,1106,0,20,70,39,55.3,15.8,28.359,11.94,54.93,3.22,3.17,9.55,6.17,6.24
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Dandutse,North West,Katsina,Funtua,Dandutse,,400,0,8,25,14,50.0,16.0,28.5714,11.46,18.75,1.27,1.26,3.69,2.37,2.4
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Dukke,North West,Katsina,Funtua,Dukke,,1382,0,20,85,46,69.1,16.2588,30.0435,12.43,70.22,3.23,3,9.91,6.43,6.52
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Goya,North West,Katsina,Funtua,Goya,,757,0,12,49,27,63.0833,15.449,28.037,12.71,41.17,1.98,1.93,6.05,3.94,3.98
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Kangiwa,North West,Katsina,Katsina,Kangiwa,,1191,0,20,74,41,59.55,16.0946,29.0488,11.98,58.47,3.21,3.1,9.58,6.2,6.27
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Shinkafi 'A,North West,Katsina,Katsina,Shinkafi 'A,,518,0,8,32,18,64.75,16.1875,28.7778,12.26,25.91,1.3,1.25,3.91,2.53,2.57
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Shinkafi 'B',North West,Katsina,Katsina,Shinkafi 'B',,1002,0,20,63,35,50.1,15.9048,28.6286,11.52,47.56,3.17,3.14,9.26,5.96,6.03
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Bamble,North West,Katsina,Mashi,Bamble,,1291,0,24,81,43,53.7917,15.9383,30.0233,11.68,62.43,3.79,3.6,11.26,7.26,7.35
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Doguru 'A',North West,Katsina,Mashi,Doguru 'A',,1069,0,16,68,37,66.8125,15.7206,28.8919,12.72,57.36,2.63,2.49,8.07,5.26,5.32
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Doguru 'B',North West,Katsina,Mashi,Doguru 'B',,872,0,16,55,30,54.5,15.8545,29.0667,11.82,42.8,2.55,2.48,7.58,4.89,4.95
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Kusugu,North West,Katsina,Daura,Kusugu,,750,0,12,45,25,62.5,16.6667,30.0,11.76,34.93,1.9,1.8,5.66,3.65,3.7
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Madobi A,North West,Katsina,Daura,Madobi A,,574,0,12,36,20,47.8333,15.9444,28.7,11.35,26.73,1.89,1.88,5.49,3.52,3.56
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Madobi B,North West,Katsina,Daura,Madobi B,,957,0,20,58,32,47.85,16.5,29.9062,10.96,41.62,3.09,3.01,8.89,5.68,5.75
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Bagagadi,North West,Katsina,Dutsin Ma,Bagagadi,,878,0,16,56,31,54.875,15.6786,28.3226,12,44.17,2.58,2.54,7.67,4.96,5.02
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Dabawa,North West,Katsina,Dutsin Ma,Dabawa,,887,0,20,54,30,44.35,16.4259,29.5667,10.8,38.06,3.08,3.04,8.77,5.6,5.66
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Dutsin-Ma A,North West,Katsina,Dutsin Ma,Dutsin-Ma A,,982,0,20,62,34,49.1,15.8387,28.8824,11.49,46.71,3.16,3.12,9.24,5.94,6.01
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Dandutse,North West,Katsina,Funtua,Dandutse,,354,0,8,23,13,44.25,15.3913,27.2308,11.54,17.29,1.28,1.32,3.7,2.38,2.41
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Dukke,North West,Katsina,Funtua,Dukke,,1228,0,24,76,42,51.1667,16.1579,29.2381,11.41,56.85,3.78,3.69,11.02,7.08,7.17
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Goya,North West,Katsina,Funtua,Goya,,674,0,12,44,25,56.1667,15.3182,26.96,12.4,35.8,1.98,2,5.91,3.84,3.88
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Kangiwa,North West,Katsina,Katsina,Kangiwa,,1059,0,20,67,37,52.95,15.806,28.6216,11.77,51.8,3.2,3.14,9.43,6.09,6.16
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Shinkafi 'A,North West,Katsina,Katsina,Shinkafi 'A,,461,0,8,30,16,57.625,15.3667,28.8125,12.38,24.54,1.3,1.25,3.94,2.56,2.59
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Shinkafi 'B',North West,Katsina,Katsina,Shinkafi 'B',,891,0,20,57,31,44.55,15.6316,28.7419,11.34,42.27,3.15,3.13,9.13,5.86,5.93
