session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,infrastructure_score,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,86,0,4,14,11,21.5,6.1429,7.8182,17.66,13.44,0.96,2.3,2.54,1.71,1.63
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Eziama,South East,Abia,Aba North,Eziama,,113,0,8,17,13,14.125,6.6471,8.6923,17.2,16.32,1.82,4.14,5,3.35,3.23
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Industrial Area,South East,Abia,Aba North,Industrial Area,,62,0,4,10,8,15.5,6.2,7.75,17.7,9.6,0.97,2.32,2.54,1.71,1.63
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Aba River,South East,Abia,Aba South,Aba River,,46,0,4,9,7,11.5,5.1111,6.5714,18.53,8.64,1.07,2.74,2.62,1.77,1.67
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Aba Town Hall,South East,Abia,Aba South,Aba Town Hall,,80,0,4,12,9,20.0,6.6667,8.8889,17.11,11.52,0.9,2.02,2.49,1.67,1.61
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Asa,South East,Abia,Aba South,Asa,,68,0,4,12,9,17.0,5.6667,7.5556,17.82,11.52,0.98,2.38,2.55,1.72,1.64
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Arochukwu I,South East,Abia,Arochukwu,Arochukwu I,,69,0,4,11,9,17.25,6.2727,7.6667,17.75,10.56,0.97,2.35,2.55,1.71,1.63
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Arochukwu II,South East,Abia,Arochukwu,Arochukwu II,,87,0,4,14,11,21.75,6.2143,7.9091,17.61,13.44,0.96,2.28,2.53,1.7,1.63
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Arochukwu III,South East,Abia,Arochukwu,Arochukwu III,,126,0,8,19,14,15.75,6.6316,9.0,17.06,18.24,1.78,4,4.97,3.33,3.21
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Afugiri,South East,Abia,Umuahia North,Afugiri,,80,0,4,12,9,20.0,6.6667,8.8889,17.11,11.52,0.9,2.02,2.49,1.67,1.61
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Ibeku East I,South East,Abia,Umuahia North,Ibeku East I,,66,0,4,11,9,16.5,6.0,7.3333,17.97,10.56,1,2.45,2.57,1.73,1.64
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Ibeku East II,South East,Abia,Umuahia North,Ibeku East II,,91,0,4,14,11,22.75,6.5,8.2727,17.41,13.44,0.93,2.18,2.52,1.69,1.62
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Ahiaukwu  I,South East,Abia,Umuahia South,Ahiaukwu  I,,98,0,8,15,12,12.25,6.5333,8.1667,17.46,14.4,1.88,4.41,5.04,3.39,3.25
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Ahiaukwu  II,South East,Abia,Umuahia South,Ahiaukwu  II,,92,0,4,13,10,23.0,7.0769,9.2,16.97,12.48,0.88,1.96,2.48,1.66,1.6
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Amakama,South East,Abia,Umuahia South,Amakama,,80,0,4,12,9,20.0,6.6667,8.8889,17.11,11.52,0.9,2.02,2.49,1.67,1.61
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,47,0,4,9,7,11.75,5.2222,6.7143,18.42,8.64,1.05,2.68,2.61,1.76,1.66
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Eziama,South East,Abia,Aba North,Eziama,,61,0,8,10,8,7.625,6.1,7.625,17.78,9.6,1.96,4.72,5.1,3.43,3.27
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Industrial Area,South East,Abia,Aba North,Industrial Area,,34,0,4,7,5,8.5,4.8571,6.8,18.35,6.72,1.05,2.65,2.6,1.76,1.66
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Aba River,South East,Abia,Aba South,Aba River,,25,0,4,5,4,6.25,5.0,6.25,18.82,4.8,1.1,2.88,2.64,1.79,1.68
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Aba Town Hall,South East,Abia,Aba South,Aba Town Hall,,44,0,4,7,5,11.0,6.2857,8.8,17.15,6.72,0.9,2.05,2.49,1.67,1.61
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Asa,South East,Abia,Aba South,Asa,,37,0,4,7,5,9.25,5.2857,7.4,17.92,6.72,1,2.43,2.56,1.73,1.64
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Arochukwu I,South East,Abia,Arochukwu,Arochukwu I,,38,0,4,7,5,9.5,5.4286,7.6,17.79,6.72,0.98,2.37,2.55,1.72,1.64
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Arochukwu II,South East,Abia,Arochukwu,Arochukwu II,,47,0,4,9,7,11.75,5.2222,6.7143,18.42,8.64,1.05,2.68,2.61,1.76,1.66
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Arochukwu III,South East,Abia,Arochukwu,Arochukwu III,,69,0,8,11,9,8.625,6.2727,7.6667,17.75,10.56,1.95,4.7,5.09,3.43,3.27
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Afugiri,South East,Abia,Umuahia North,Afugiri,,44,0,4,8,6,11.0,5.5,7.3333,17.97,7.68,1,2.45,2.57,1.73,1.64
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Ibeku East I,South East,Abia,Umuahia North,Ibeku East I,,36,0,4,7,5,9.0,5.1429,7.2,18.06,6.72,1.01,2.5,2.57,1.74,1.65
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Ibeku East II,South East,Abia,Umuahia North,Ibeku East II,,50,0,4,9,7,12.5,5.5556,7.1429,18.1,8.64,1.02,2.52,2.58,1.74,1.65
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Ahiaukwu  I,South East,Abia,Umuahia South,Ahiaukwu  I,,53,0,8,9,7,6.625,5.8889,7.5714,17.81,8.64,1.96,4.75,5.11,3.44,3.27
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Ahiaukwu  II,South East,Abia,Umuahia South,Ahiaukwu  II,,50,0,4,8,6,12.5,6.25,8.3333,17.38,7.68,0.93,2.16,2.51,1.69,1.62
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Amakama,South East,Abia,Umuahia South,Amakama,,44,0,4,7,5,11.0,6.2857,8.8,17.15,6.72,0.9,2.05,2.49,1.67,1.61
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,251,0,8,16,12,31.375,15.6875,20.9167,10.91,10.81,2.11,1.72,3.49,2.23,2.22
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Eziama,South East,Abia,Aba North,Eziama,,401,0,12,24,18,33.4167,16.7083,22.2778,10.37,15.45,3.09,2.42,5.03,3.19,3.18
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Industrial Area,South East,Abia,Aba North,Industrial Area,,251,0,8,15,11,31.375,16.7333,22.8182,10.2,9.5,2.05,1.58,3.31,2.09,2.09
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Aba River,South East,Abia,Aba South,Aba River,,244,0,8,15,11,30.5,16.2667,22.1818,10.43,9.72,2.07,1.62,3.37,2.14,2.13
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Aba Town Hall,South East,Abia,Aba South,Aba Town Hall,,333,0,8,20,15,41.625,16.65,22.2,10.91,13.66,2.09,1.62,3.5,2.23,2.23
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Asa,South East,Abia,Aba South,Asa,,362,0,12,21,16,30.1667,17.2381,22.625,9.88,12.81,3.06,2.39,4.83,3.04,3.04
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Arochukwu I,South East,Abia,Arochukwu,Arochukwu I,,292,0,8,18,14,36.5,16.2222,20.8571,10.94,12.19,2.11,1.73,3.5,2.23,2.23
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Arochukwu II,South East,Abia,Arochukwu,Arochukwu II,,266,0,8,17,13,33.25,15.6471,20.4615,11.1,11.67,2.12,1.76,3.54,2.26,2.26
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Arochukwu III,South East,Abia,Arochukwu,Arochukwu III,,299,0,8,19,15,37.375,15.7368,19.9333,11.36,13.35,2.14,1.81,3.61,2.31,2.3
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Afugiri,South East,Abia,Umuahia North,Afugiri,,336,0,12,22,16,28.0,15.2727,21.0,10.93,14.91,3.16,2.57,5.24,3.35,3.34
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Ibeku East I,South East,Abia,Umuahia North,Ibeku East I,,270,0,8,16,12,33.75,16.875,22.5,10.29,10.22,2.06,1.6,3.33,2.11,2.11
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Ibeku East II,South East,Abia,Umuahia North,Ibeku East II,,325,0,8,19,15,40.625,17.1053,21.6667,10.64,12.55,2.08,1.66,3.42,2.18,2.17
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Ahiaukwu  I,South East,Abia,Umuahia South,Ahiaukwu  I,,341,0,12,21,16,28.4167,16.2381,21.3125,10.38,13.43,3.12,2.53,5.02,3.18,3.17
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Ahiaukwu  II,South East,Abia,Umuahia South,Ahiaukwu  II,,347,0,12,21,16,28.9167,16.5238,21.6875,10.24,13.24,3.1,2.49,4.96,3.14,3.13
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Amakama,South East,Abia,Umuahia South,Amakama,,390,0,12,24,18,32.5,16.25,21.6667,10.61,15.78,3.12,2.49,5.12,3.25,3.25
2019/2020,Female,all,Private,JSS,JSS2,,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,206,0,8,13,10,25.75,15.8462,20.6,10.49,8.35,2.09,1.75,3.37,2.14,2.13
2019/2020,Female,all,Private,JSS,JSS2,,ward,Eziama,South East,Abia,Aba North,Eziama,,327,0,12,20,16,27.25,16.35,20.4375,10.32,12.59,3.14,2.64,4.99,3.16,3.14
2019/2020,Female,all,Private,JSS,JSS2,,ward,Industrial Area,South East,Abia,Aba North,Industrial Area,,206,0,8,13,10,25.75,15.8462,20.6,10.49,8.35,2.09,1.75,3.37,2.14,2.13
2019/2020,Female,all,Private,JSS,JSS2,,ward,Aba River,South East,Abia,Aba South,Aba River,,199,0,8,13,10,24.875,15.3077,19.9,10.8,8.59,2.12,1.81,3.45,2.2,2.19
2019/2020,Female,all,Private,JSS,JSS2,,ward,Aba Town Hall,South East,Abia,Aba South,Aba Town Hall,,275,0,8,17,13,34.375,16.1765,21.1538,10.81,11.38,2.1,1.7,3.46,2.21,2.2
2019/2020,Female,all,Private,JSS,JSS2,,ward,Asa,South East,Abia,Aba South,Asa,,299,0,12,17,13,24.9167,17.5882,23.0,9.39,9.78,3.02,2.35,4.63,2.89,2.89
2019/2020,Female,all,Private,JSS,JSS2,,ward,Arochukwu I,South East,Abia,Arochukwu,Arochukwu I,,240,0,8,15,11,30.0,16.0,21.8182,10.57,9.84,2.08,1.65,3.4,2.16,2.16
2019/2020,Female,all,Private,JSS,JSS2,,ward,Arochukwu II,South East,Abia,Arochukwu,Arochukwu II,,219,0,8,14,10,27.375,15.6429,21.9,10.6,9.22,2.08,1.64,3.41,2.17,2.17
2019/2020,Female,all,Private,JSS,JSS2,,ward,Arochukwu III,South East,Abia,Arochukwu,Arochukwu III,,244,0,8,16,12,30.5,15.25,20.3333,11.17,11.06,2.13,1.77,3.56,2.28,2.27
2019/2020,Female,all,Private,JSS,JSS2,,ward,Afugiri,South East,Abia,Umuahia North,Afugiri,,275,0,8,18,14,34.375,15.2778,19.6429,11.47,12.76,2.15,1.83,3.63,2.34,2.33
2019/2020,Female,all,Private,JSS,JSS2,,ward,Ibeku East I,South East,Abia,Umuahia North,Ibeku East I,,221,0,8,13,10,27.625,17.0,22.1,9.89,7.89,2.05,1.63,3.22,2.03,2.02
2019/2020,Female,all,Private,JSS,JSS2,,ward,Ibeku East II,South East,Abia,Umuahia North,Ibeku East II,,267,0,8,16,12,33.375,16.6875,22.25,10.38,10.31,2.06,1.62,3.35,2.13,2.12
2019/2020,Female,all,Private,JSS,JSS2,,ward,Ahiaukwu  I,South East,Abia,Umuahia South,Ahiaukwu  I,,279,0,12,18,14,23.25,15.5,19.9286,10.58,11.61,3.16,2.71,5.08,3.23,3.21
2019/2020,Female,all,Private,JSS,JSS2,,ward,Ahiaukwu  II,South East,Abia,Umuahia South,Ahiaukwu  II,,283,0,8,17,13,35.375,16.6471,21.7692,10.56,11.13,2.08,1.65,3.4,2.16,2.16
2019/2020,Female,all,Private,JSS,JSS2,,ward,Amakama,South East,Abia,Umuahia South,Amakama,,320,0,12,20,16,26.6667,16.0,20.0,10.51,12.81,3.16,2.7,5.06,3.21,3.19
2019/2020,Female,all,Private,JSS,JSS3,,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,167,0,8,11,9,20.875,15.1818,18.5556,10.73,7.11,2.14,1.94,3.42,2.18,2.16
2019/2020,Female,all,Private,JSS,JSS3,,ward,Eziama,South East,Abia,Aba North,Eziama,,262,0,12,17,13,21.8333,15.4118,20.1538,10.51,10.91,3.15,2.68,5.06,3.21,3.2
2019/2020,Female,all,Private,JSS,JSS3,,ward,Industrial Area,South East,Abia,Aba North,Industrial Area,,164,0,8,11,9,20.5,14.9091,18.2222,10.9,7.22,2.16,1.98,3.46,2.21,2.19
2019/2020,Female,all,Private,JSS,JSS3,,ward,Aba River,South East,Abia,Aba South,Aba River,,160,0,8,11,9,20.0,14.5455,17.7778,11.14,7.37,2.18,2.02,3.52,2.26,2.23
2019/2020,Female,all,Private,JSS,JSS3,,ward,Aba Town Hall,South East,Abia,Aba South,Aba Town Hall,,219,0,12,13,10,18.25,16.8462,21.9,9.41,7.42,3.04,2.47,4.62,2.89,2.88
2019/2020,Female,all,Private,JSS,JSS3,,ward,Asa,South East,Abia,Aba South,Asa,,238,0,12,15,11,19.8333,15.8667,21.6364,10.01,9.21,3.09,2.5,4.87,3.07,3.06
2019/2020,Female,all,Private,JSS,JSS3,,ward,Arochukwu I,South East,Abia,Arochukwu,Arochukwu I,,193,0,8,13,10,24.125,14.8462,19.3,11.08,8.81,2.14,1.87,3.52,2.25,2.24
2019/2020,Female,all,Private,JSS,JSS3,,ward,Arochukwu II,South East,Abia,Arochukwu,Arochukwu II,,173,0,8,11,9,21.625,15.7273,19.2222,10.41,6.9,2.12,1.87,3.34,2.12,2.1
2019/2020,Female,all,Private,JSS,JSS3,,ward,Arochukwu III,South East,Abia,Arochukwu,Arochukwu III,,197,0,8,14,10,24.625,14.0714,19.7,11.59,10.05,2.15,1.83,3.67,2.36,2.35
2019/2020,Female,all,Private,JSS,JSS3,,ward,Afugiri,South East,Abia,Umuahia North,Afugiri,,221,0,12,15,11,18.4167,14.7333,20.0909,10.68,9.81,3.17,2.69,5.13,3.27,3.25
2019/2020,Female,all,Private,JSS,JSS3,,ward,Ibeku East I,South East,Abia,Umuahia North,Ibeku East I,,177,0,8,11,9,22.125,16.0909,19.6667,10.21,6.77,2.1,1.83,3.29,2.08,2.06
2019/2020,Female,all,Private,JSS,JSS3,,ward,Ibeku East II,South East,Abia,Umuahia North,Ibeku East II,,212,0,8,13,10,26.5,16.3077,21.2,10.24,8.16,2.07,1.7,3.31,2.09,2.08
2019/2020,Female,all,Private,JSS,JSS3,,ward,Ahiaukwu  I,South East,Abia,Umuahia South,Ahiaukwu  I,,223,0,12,14,10,18.5833,15.9286,22.3,9.85,8.48,3.06,2.42,4.81,3.03,3.02
2019/2020,Female,all,Private,JSS,JSS3,,ward,Ahiaukwu  II,South East,Abia,Umuahia South,Ahiaukwu  II,,227,0,12,14,10,18.9167,16.2143,22.7,9.7,8.35,3.04,2.38,4.75,2.98,2.98
2019/2020,Female,all,Private,JSS,JSS3,,ward,Amakama,South East,Abia,Umuahia South,Amakama,,255,0,12,16,12,21.25,15.9375,21.25,10.09,9.88,3.1,2.54,4.9,3.09,3.08
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,660,0,12,48,36,55.0,13.75,18.3333,14.2,43.2,2.28,2.95,6.57,4.33,4.32
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Eziama,South East,Abia,Aba North,Eziama,,1489,0,24,95,70,62.0417,15.6737,21.2714,12.89,78.21,4.23,5.08,12.12,7.9,7.92
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Industrial Area,South East,Abia,Aba North,Industrial Area,,677,0,12,47,35,56.4167,14.4043,19.3429,13.65,40.73,2.21,2.79,6.35,4.17,4.17
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Aba River,South East,Abia,Aba South,Aba River,,545,0,12,40,30,45.4167,13.625,18.1667,13.62,34.22,2.25,2.97,6.32,4.14,4.13
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Aba Town Hall,South East,Abia,Aba South,Aba Town Hall,,862,0,12,57,43,71.8333,15.1228,20.0465,14.06,51.4,2.22,2.69,6.53,4.3,4.31
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Asa,South East,Abia,Aba South,Asa,,969,0,16,62,47,60.5625,15.629,20.617,12.88,50.75,2.84,3.49,8.06,5.26,5.26
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Arochukwu I,South East,Abia,Arochukwu,Arochukwu I,,848,0,16,59,44,53.0,14.3729,19.2727,13.44,50.18,2.94,3.74,8.35,5.47,5.46
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Arochukwu II,South East,Abia,Arochukwu,Arochukwu II,,978,0,16,67,50,61.125,14.597,19.56,13.8,58.91,2.95,3.68,8.55,5.62,5.62
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Arochukwu III,South East,Abia,Arochukwu,Arochukwu III,,1171,0,20,79,59,58.55,14.8228,19.8475,13.41,67.37,3.64,4.53,10.43,6.83,6.83
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Afugiri,South East,Abia,Umuahia North,Afugiri,,764,0,12,53,39,63.6667,14.4151,19.5897,14.13,47.89,2.23,2.76,6.55,4.31,4.32
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Ibeku East I,South East,Abia,Umuahia North,Ibeku East I,,628,0,12,44,32,52.3333,14.2727,19.625,13.44,37.53,2.19,2.75,6.27,4.1,4.1
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Ibeku East II,South East,Abia,Umuahia North,Ibeku East II,,1176,0,20,82,61,58.8,14.3415,19.2787,13.87,72.39,3.71,4.67,10.74,7.06,7.06
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Ahiaukwu  I,South East,Abia,Umuahia South,Ahiaukwu  I,,890,0,16,65,48,55.625,13.6923,18.5417,14.28,58.97,3.03,3.88,8.8,5.8,5.8
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Ahiaukwu  II,South East,Abia,Umuahia South,Ahiaukwu  II,,875,0,16,65,48,54.6875,13.4615,18.2292,14.45,59.64,3.06,3.95,8.89,5.87,5.86
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Amakama,South East,Abia,Umuahia South,Amakama,,1309,0,20,92,68,65.45,14.2283,19.25,14.45,85.08,3.77,4.68,11.13,7.35,7.36
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,586,0,12,42,31,48.8333,13.9524,18.9032,13.52,35.86,2.22,2.86,6.29,4.12,4.12
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Eziama,South East,Abia,Aba North,Eziama,,1323,0,24,85,63,55.125,15.5647,21.0,12.54,67.63,4.2,5.14,11.82,7.68,7.69
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Industrial Area,South East,Abia,Aba North,Industrial Area,,602,0,12,42,32,50.1667,14.3333,18.8125,13.31,35.2,2.21,2.87,6.2,4.06,4.05
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Aba River,South East,Abia,Aba South,Aba River,,485,0,12,36,27,40.4167,13.4722,17.963,13.39,30.15,2.24,3.01,6.22,4.07,4.06
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Aba Town Hall,South East,Abia,Aba South,Aba Town Hall,,766,0,16,51,38,47.875,15.0196,20.1579,12.51,40.21,2.83,3.57,7.85,5.1,5.1
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Asa,South East,Abia,Aba South,Asa,,860,0,16,55,41,53.75,15.6364,20.9756,12.4,43.2,2.79,3.43,7.8,5.06,5.07
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Arochukwu I,South East,Abia,Arochukwu,Arochukwu I,,754,0,16,53,39,47.125,14.2264,19.3333,13.13,43.9,2.91,3.72,8.18,5.34,5.34
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Arochukwu II,South East,Abia,Arochukwu,Arochukwu II,,868,0,16,61,45,54.25,14.2295,19.2889,13.64,52.81,2.95,3.73,8.46,5.55,5.55
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Arochukwu III,South East,Abia,Arochukwu,Arochukwu III,,1040,0,20,71,53,52.0,14.6479,19.6226,13.12,58.89,3.62,4.59,10.22,6.68,6.67
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Afugiri,South East,Abia,Umuahia North,Afugiri,,680,0,12,47,35,56.6667,14.4681,19.4286,13.6,40.61,2.21,2.78,6.33,4.15,4.15
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Ibeku East I,South East,Abia,Umuahia North,Ibeku East I,,559,0,12,39,29,46.5833,14.3333,19.2759,13.01,31.95,2.18,2.8,6.09,3.97,3.96
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Ibeku East II,South East,Abia,Umuahia North,Ibeku East II,,1045,0,20,73,54,52.25,14.3151,19.3519,13.42,62.05,3.66,4.65,10.43,6.83,6.82
