session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,infrastructure_score,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Ado 'A' Idofin,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,,304,0,8,17,12,38.0,17.8824,25.3333,9.86,10.55,2,1.42,3.23,2.03,2.04
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Ado 'B' Inisa,South West,Ekiti,Ado-Ekiti,Ado 'B' Inisa,,292,0,8,18,12,36.5,16.2222,24.3333,10.69,12.19,2.05,1.48,3.45,2.2,2.21
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Ado 'C' Idolofin,South West,Ekiti,Ado-Ekiti,Ado 'C' Idolofin,,208,0,4,13,9,52.0,16.0,23.1111,11.89,9.87,1.06,0.78,1.89,1.22,1.22
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Efon I,South West,Ekiti,Efon,Efon I,,158,0,4,10,8,39.5,15.8,19.75,11.47,7.1,1.07,0.91,1.82,1.17,1.16
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Efon II,South West,Ekiti,Efon,Efon II,,310,0,8,19,13,38.75,16.3158,23.8462,10.81,12.99,2.06,1.51,3.48,2.22,2.23
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Efon III,South West,Ekiti,Efon,Efon III,,268,0,8,16,12,33.5,16.75,22.3333,10.35,10.28,2.06,1.61,3.35,2.12,2.12
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Ida Mudu I,South West,Ekiti,Emure,Ida Mudu I,,236,0,8,15,11,29.5,15.7333,21.4545,10.72,9.97,2.09,1.68,3.44,2.19,2.19
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Ida Mudu II,South West,Ekiti,Emure,Ida Mudu II,,290,0,8,18,12,36.25,16.1111,24.1667,10.75,12.25,2.05,1.49,3.47,2.21,2.22
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Odo Emure I,South West,Ekiti,Emure,Odo Emure I,,395,0,12,22,16,32.9167,17.9545,24.6875,9.58,13.13,3,2.19,4.72,2.96,2.97
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Ado 'A' Idofin,South West,Ekiti,Gbonyin,Ado 'A' Idofin,,268,0,8,16,12,33.5,16.75,22.3333,10.35,10.28,2.06,1.61,3.35,2.12,2.12
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Ado 'B' Inisa,South West,Ekiti,Gbonyin,Ado 'B' Inisa,,412,0,12,25,18,34.3333,16.48,22.8889,10.51,16.42,3.09,2.36,5.09,3.23,3.23
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Ado 'C' Idolofin,South West,Ekiti,Gbonyin,Ado 'C' Idolofin,,322,0,8,19,13,40.25,16.9474,24.7692,10.5,12.63,2.04,1.45,3.4,2.16,2.17
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Ekamarun Ward 'A',South West,Ekiti,Ijero,Ekamarun Ward 'A',,332,0,8,19,13,41.5,17.4737,25.5385,10.25,12.35,2.02,1.41,3.34,2.11,2.12
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Ekameta,South West,Ekiti,Ijero,Ekameta,,395,0,12,23,17,32.9167,17.1739,23.2353,10.04,14.35,3.05,2.32,4.9,3.09,3.09
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Ijero Ward 'A',South West,Ekiti,Ijero,Ijero Ward 'A',,277,0,8,17,12,34.625,16.2941,23.0833,10.61,11.32,2.06,1.56,3.42,2.18,2.18
2019/2020,Female,all,Private,JSS,JSS2,,ward,Ado 'A' Idofin,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,,247,0,8,15,11,30.875,16.4667,22.4545,10.33,9.62,2.06,1.6,3.34,2.12,2.12
2019/2020,Female,all,Private,JSS,JSS2,,ward,Ado 'B' Inisa,South West,Ekiti,Ado-Ekiti,Ado 'B' Inisa,,238,0,8,16,12,29.75,14.875,19.8333,11.4,11.27,2.14,1.82,3.62,2.32,2.31
2019/2020,Female,all,Private,JSS,JSS2,,ward,Ado 'C' Idolofin,South West,Ekiti,Ado-Ekiti,Ado 'C' Idolofin,,169,0,4,11,8,42.25,15.3636,21.125,11.81,8.18,1.07,0.85,1.87,1.21,1.21
2019/2020,Female,all,Private,JSS,JSS2,,ward,Efon I,South West,Ekiti,Efon,Efon I,,130,0,4,9,7,32.5,14.4444,18.5714,12,6.66,1.1,0.97,1.89,1.22,1.21
2019/2020,Female,all,Private,JSS,JSS2,,ward,Efon II,South West,Ekiti,Efon,Efon II,,253,0,8,16,12,31.625,15.8125,21.0833,10.84,10.75,2.1,1.71,3.47,2.22,2.21
2019/2020,Female,all,Private,JSS,JSS2,,ward,Efon III,South West,Ekiti,Efon,Efon III,,221,0,8,14,10,27.625,15.7857,22.1,10.52,9.15,2.07,1.63,3.39,2.15,2.15
2019/2020,Female,all,Private,JSS,JSS2,,ward,Ida Mudu I,South West,Ekiti,Emure,Ida Mudu I,,193,0,8,12,8,24.125,16.0833,24.125,10,7.51,2.02,1.49,3.26,2.06,2.06
2019/2020,Female,all,Private,JSS,JSS2,,ward,Ida Mudu II,South West,Ekiti,Emure,Ida Mudu II,,238,0,8,15,11,29.75,15.8667,21.6364,10.65,9.91,2.08,1.66,3.42,2.18,2.17
2019/2020,Female,all,Private,JSS,JSS2,,ward,Odo Emure I,South West,Ekiti,Emure,Odo Emure I,,322,0,12,19,13,26.8333,16.9474,24.7692,9.69,11.51,3,2.18,4.77,2.99,3
2019/2020,Female,all,Private,JSS,JSS2,,ward,Ado 'A' Idofin,South West,Ekiti,Gbonyin,Ado 'A' Idofin,,219,0,8,14,10,27.375,15.6429,21.9,10.6,9.22,2.08,1.64,3.41,2.17,2.17
2019/2020,Female,all,Private,JSS,JSS2,,ward,Ado 'B' Inisa,South West,Ekiti,Gbonyin,Ado 'B' Inisa,,335,0,12,20,14,27.9167,16.75,23.9286,9.9,12.35,3.03,2.26,4.85,3.06,3.06
2019/2020,Female,all,Private,JSS,JSS2,,ward,Ado 'C' Idolofin,South West,Ekiti,Gbonyin,Ado 'C' Idolofin,,266,0,8,15,11,33.25,17.7333,24.1818,9.73,9.09,2.01,1.49,3.19,2,2
2019/2020,Female,all,Private,JSS,JSS2,,ward,Ekamarun Ward 'A',South West,Ekiti,Ijero,Ekamarun Ward 'A',,270,0,8,17,12,33.75,15.8824,22.5,10.83,11.54,2.08,1.6,3.48,2.22,2.22
2019/2020,Female,all,Private,JSS,JSS2,,ward,Ekameta,South West,Ekiti,Ijero,Ekameta,,322,0,12,19,13,26.8333,16.9474,24.7692,9.69,11.51,3,2.18,4.77,2.99,3
2019/2020,Female,all,Private,JSS,JSS2,,ward,Ijero Ward 'A',South West,Ekiti,Ijero,Ijero Ward 'A',,227,0,8,14,10,28.375,16.2143,22.7,10.29,8.96,2.05,1.59,3.33,2.11,2.11
2019/2020,Female,all,Private,JSS,JSS3,,ward,Ado 'A' Idofin,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,,200,0,8,13,9,25.0,15.3846,22.2222,10.57,8.56,2.07,1.62,3.41,2.17,2.16
2019/2020,Female,all,Private,JSS,JSS3,,ward,Ado 'B' Inisa,South West,Ekiti,Ado-Ekiti,Ado 'B' Inisa,,193,0,8,12,8,24.125,16.0833,24.125,10,7.51,2.02,1.49,3.26,2.06,2.06
2019/2020,Female,all,Private,JSS,JSS3,,ward,Ado 'C' Idolofin,South West,Ekiti,Ado-Ekiti,Ado 'C' Idolofin,,134,0,4,9,7,33.5,14.8889,19.1429,11.71,6.51,1.08,0.94,1.85,1.19,1.18
2019/2020,Female,all,Private,JSS,JSS3,,ward,Efon I,South West,Ekiti,Efon,Efon I,,104,0,4,8,6,26.0,13.0,17.3333,12.75,6.28,1.13,1.04,1.98,1.29,1.28
2019/2020,Female,all,Private,JSS,JSS3,,ward,Efon II,South West,Ekiti,Efon,Efon II,,201,0,8,13,9,25.125,15.4615,22.3333,10.53,8.52,2.07,1.61,3.39,2.16,2.16
2019/2020,Female,all,Private,JSS,JSS3,,ward,Efon III,South West,Ekiti,Efon,Efon III,,175,0,8,12,8,21.875,14.5833,21.875,10.87,8.14,2.09,1.65,3.49,2.22,2.22
2019/2020,Female,all,Private,JSS,JSS3,,ward,Ida Mudu I,South West,Ekiti,Emure,Ida Mudu I,,154,0,8,10,8,19.25,15.4,19.25,10.43,6.29,2.12,1.87,3.34,2.12,2.1
2019/2020,Female,all,Private,JSS,JSS3,,ward,Ida Mudu II,South West,Ekiti,Emure,Ida Mudu II,,190,0,8,12,8,23.75,15.8333,23.75,10.13,7.6,2.03,1.52,3.3,2.08,2.09
2019/2020,Female,all,Private,JSS,JSS3,,ward,Odo Emure I,South West,Ekiti,Emure,Odo Emure I,,260,0,12,15,11,21.6667,17.3333,23.6364,9.27,8.55,3,2.28,4.58,2.86,2.86
2019/2020,Female,all,Private,JSS,JSS3,,ward,Ado 'A' Idofin,South West,Ekiti,Gbonyin,Ado 'A' Idofin,,175,0,8,12,8,21.875,14.5833,21.875,10.87,8.14,2.09,1.65,3.49,2.22,2.22
2019/2020,Female,all,Private,JSS,JSS3,,ward,Ado 'B' Inisa,South West,Ekiti,Gbonyin,Ado 'B' Inisa,,268,0,12,16,12,22.3333,16.75,22.3333,9.67,9.48,3.05,2.42,4.74,2.97,2.96
2019/2020,Female,all,Private,JSS,JSS3,,ward,Ado 'C' Idolofin,South West,Ekiti,Gbonyin,Ado 'C' Idolofin,,212,0,8,13,9,26.5,16.3077,23.5556,10.07,8.16,2.03,1.53,3.28,2.07,2.07
2019/2020,Female,all,Private,JSS,JSS3,,ward,Ekamarun Ward 'A',South West,Ekiti,Ijero,Ekamarun Ward 'A',,218,0,8,13,9,27.25,16.7692,24.2222,9.83,7.98,2.02,1.49,3.22,2.02,2.03
2019/2020,Female,all,Private,JSS,JSS3,,ward,Ekameta,South West,Ekiti,Ijero,Ekameta,,260,0,12,15,11,21.6667,17.3333,23.6364,9.27,8.55,3,2.28,4.58,2.86,2.86
2019/2020,Female,all,Private,JSS,JSS3,,ward,Ijero Ward 'A',South West,Ekiti,Ijero,Ijero Ward 'A',,182,0,8,12,8,22.75,15.1667,22.75,10.51,7.88,2.06,1.58,3.39,2.16,2.16
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Ado 'A' Idofin,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,,758,0,12,50,34,63.1667,15.16,22.2941,13.27,42.83,2.12,2.42,6.23,4.07,4.09
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Ado 'B' Inisa,South West,Ekiti,Ado-Ekiti,Ado 'B' Inisa,,852,0,12,56,40,71.0,15.2143,21.3,13.82,49.97,2.17,2.54,6.45,4.24,4.25
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Ado 'C' Idolofin,South West,Ekiti,Ado-Ekiti,Ado 'C' Idolofin,,563,0,8,38,26,70.375,14.8158,21.6538,14.08,34.7,1.45,1.66,4.37,2.88,2.89
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Efon I,South West,Ekiti,Efon,Efon I,,590,0,12,40,28,49.1667,14.75,21.0714,12.72,32.37,2.11,2.56,5.99,3.9,3.9
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Efon II,South West,Ekiti,Efon,Efon II,,863,0,16,57,40,53.9375,15.1404,21.575,12.71,46.29,2.8,3.34,7.99,5.2,5.21
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Efon III,South West,Ekiti,Efon,Efon III,,777,0,12,55,38,64.75,14.1273,20.4474,14.38,51.02,2.23,2.64,6.67,4.4,4.41
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Ida Mudu I,South West,Ekiti,Emure,Ida Mudu I,,945,0,20,64,45,47.25,14.7656,21.0,12.58,51.12,3.51,4.29,9.88,6.42,6.43
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Ida Mudu II,South West,Ekiti,Emure,Ida Mudu II,,815,0,16,53,37,50.9375,15.3774,22.027,12.31,41.6,2.75,3.27,7.77,5.04,5.05
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Odo Emure I,South West,Ekiti,Emure,Odo Emure I,,699,0,12,48,34,58.25,14.5625,20.5588,13.54,41.59,2.17,2.63,6.32,4.14,4.15
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Ado 'A' Idofin,South West,Ekiti,Gbonyin,Ado 'A' Idofin,,967,0,16,64,44,60.4375,15.1094,21.9773,13.14,54.15,2.82,3.28,8.23,5.38,5.4
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Ado 'B' Inisa,South West,Ekiti,Gbonyin,Ado 'B' Inisa,,1013,0,16,69,48,63.3125,14.6812,21.1042,13.75,61.09,2.9,3.41,8.55,5.62,5.64
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Ado 'C' Idolofin,South West,Ekiti,Gbonyin,Ado 'C' Idolofin,,1046,0,20,69,48,52.3,15.1594,21.7917,12.57,55.4,3.48,4.13,9.89,6.43,6.45
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Ekamarun Ward 'A',South West,Ekiti,Ijero,Ekamarun Ward 'A',,594,0,8,37,26,74.25,16.0541,22.8462,13.28,31.85,1.4,1.58,4.16,2.72,2.74
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Ekameta,South West,Ekiti,Ijero,Ekameta,,1079,0,20,70,49,53.95,15.4143,22.0204,12.48,55.84,3.46,4.09,9.83,6.39,6.41
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Ijero Ward 'A',South West,Ekiti,Ijero,Ijero Ward 'A',,480,0,8,32,22,60.0,15.0,21.8182,13.21,27.2,1.42,1.65,4.13,2.7,2.71
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Ado 'A' Idofin,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,,674,0,12,45,31,56.1667,14.9778,21.7419,12.97,37.44,2.11,2.48,6.1,3.98,3.99
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Ado 'B' Inisa,South West,Ekiti,Ado-Ekiti,Ado 'B' Inisa,,755,0,16,50,34,47.1875,15.1,22.2059,12.24,39.04,2.74,3.24,7.73,5.01,5.03
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Ado 'C' Idolofin,South West,Ekiti,Ado-Ekiti,Ado 'C' Idolofin,,499,0,8,34,24,62.375,14.6765,20.7917,13.71,29.95,1.45,1.73,4.26,2.8,2.81
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Efon I,South West,Ekiti,Efon,Efon I,,525,0,8,36,26,65.625,14.5833,20.1923,14.07,32.52,1.48,1.78,4.36,2.87,2.87
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Efon II,South West,Ekiti,Efon,Efon II,,766,0,12,51,35,63.8333,15.0196,21.8857,13.45,44.27,2.14,2.47,6.3,4.13,4.15
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Efon III,South West,Ekiti,Efon,Efon III,,691,0,12,49,34,57.5833,14.102,20.3235,13.89,43.67,2.2,2.66,6.47,4.25,4.26
