session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,infrastructure_score,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Gungun Sarki,North West,Kebbi,Yauri,Gungun Sarki,,57,0,4,9,2,14.25,6.3333,28.5,14.32,8.64,0.56,0.63,2.24,1.48,1.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Jijima,North West,Kebbi,Yauri,Jijima,,71,0,4,11,3,17.75,6.4545,23.6667,14.58,10.56,0.59,0.76,2.26,1.49,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Bedi,North West,Kebbi,Zuru,Bedi,,63,0,4,10,3,15.75,6.3,21.0,14.77,9.6,0.62,0.86,2.28,1.51,1.52
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Ciroman Dabai,North West,Kebbi,Zuru,Ciroman Dabai,,58,0,4,9,2,14.5,6.4444,29.0,14.3,8.64,0.56,0.62,2.24,1.48,1.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Isgogo /Dago,North West,Kebbi,Zuru,Isgogo /Dago,,82,0,4,11,3,20.5,7.4545,27.3333,14.37,10.56,0.57,0.66,2.24,1.48,1.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Alwasa/Gotomo,North West,Kebbi,Argungu,Alwasa/Gotomo,,51,0,4,9,2,12.75,5.6667,25.5,14.47,8.64,0.58,0.71,2.25,1.49,1.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Dikko,North West,Kebbi,Argungu,Dikko,,27,0,4,5,1,6.75,5.4,27.0,14.39,4.8,0.57,0.67,2.24,1.48,1.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Felande,North West,Kebbi,Argungu,Felande,,54,0,8,9,2,6.75,6.0,27.0,14.39,8.64,1.14,1.33,4.49,2.96,3
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Ambursa,North West,Kebbi,Birnin Kebbi,Ambursa,,48,0,4,7,2,12.0,6.8571,24.0,14.56,6.72,0.59,0.75,2.26,1.49,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Birnin Kebbi Dangaladima,North West,Kebbi,Birnin Kebbi,Birnin Kebbi Dangaladima,,35,0,4,7,2,8.75,5.0,17.5,15.11,6.72,0.66,1.03,2.31,1.53,1.53
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Birnin Kebbi Mafara,North West,Kebbi,Birnin Kebbi,Birnin Kebbi Mafara,,27,0,4,5,1,6.75,5.4,27.0,14.39,4.8,0.57,0.67,2.24,1.48,1.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Badariya/Magarza,North West,Kebbi,Kalgo,Badariya/Magarza,,36,0,4,7,2,9.0,5.1429,18.0,15.06,6.72,0.65,1,2.3,1.53,1.53
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Dangoma/Gayi,North West,Kebbi,Kalgo,Dangoma/Gayi,,42,0,4,7,2,10.5,6.0,21.0,14.77,6.72,0.62,0.86,2.28,1.51,1.52
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Diggi,North West,Kebbi,Kalgo,Diggi,,36,0,4,7,2,9.0,5.1429,18.0,15.06,6.72,0.65,1,2.3,1.53,1.53
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Chulu/Koma,North West,Kebbi,Yauri,Chulu/Koma,,37,0,4,7,2,9.25,5.2857,18.5,15,6.72,0.65,0.97,2.3,1.52,1.52
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Gungun Sarki,North West,Kebbi,Yauri,Gungun Sarki,,32,0,4,6,2,8.0,5.3333,16.0,15.31,5.76,0.68,1.13,2.33,1.55,1.54
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Jijima,North West,Kebbi,Yauri,Jijima,,39,0,4,7,2,9.75,5.5714,19.5,14.9,6.72,0.63,0.92,2.29,1.52,1.52
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Bedi,North West,Kebbi,Zuru,Bedi,,35,0,4,7,2,8.75,5.0,17.5,15.11,6.72,0.66,1.03,2.31,1.53,1.53
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Ciroman Dabai,North West,Kebbi,Zuru,Ciroman Dabai,,32,0,4,6,2,8.0,5.3333,16.0,15.31,5.76,0.68,1.13,2.33,1.55,1.54
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Isgogo /Dago,North West,Kebbi,Zuru,Isgogo /Dago,,45,0,4,7,2,11.25,6.4286,22.5,14.66,6.72,0.6,0.8,2.27,1.5,1.51
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Alwasa/Gotomo,North West,Kebbi,Argungu,Alwasa/Gotomo,,302,0,8,17,5,37.75,17.7647,60.4,9.08,10.6,1.81,0.6,3.09,1.93,1.98
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Dikko,North West,Kebbi,Argungu,Dikko,,297,0,8,18,6,37.125,16.5,49.5,9.82,12.04,1.86,0.73,3.29,2.07,2.12
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Felande,North West,Kebbi,Argungu,Felande,,440,0,12,24,7,36.6667,18.3333,62.8571,8.73,14.4,2.68,0.86,4.5,2.79,2.87
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Ambursa,North West,Kebbi,Birnin Kebbi,Ambursa,,287,0,8,17,5,35.875,16.8824,57.4,9.44,11.02,1.83,0.63,3.19,2,2.06
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Birnin Kebbi Dangaladima,North West,Kebbi,Birnin Kebbi,Birnin Kebbi Dangaladima,,356,0,8,20,6,44.5,17.8,59.3333,9.46,13.02,1.82,0.61,3.2,2.01,2.06
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Birnin Kebbi Mafara,North West,Kebbi,Birnin Kebbi,Birnin Kebbi Mafara,,265,0,8,16,4,33.125,16.5625,66.25,9.36,10.37,1.81,0.54,3.17,1.99,2.05
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Badariya/Magarza,North West,Kebbi,Kalgo,Badariya/Magarza,,250,0,8,15,4,31.25,16.6667,62.5,9.22,9.53,1.81,0.58,3.13,1.96,2.02
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Dangoma/Gayi,North West,Kebbi,Kalgo,Dangoma/Gayi,,249,0,8,15,4,31.125,16.6,62.25,9.25,9.56,1.81,0.58,3.14,1.96,2.02
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Diggi,North West,Kebbi,Kalgo,Diggi,,369,0,8,21,6,46.125,17.5714,61.5,9.65,13.99,1.83,0.59,3.25,2.05,2.1
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Chulu/Koma,North West,Kebbi,Yauri,Chulu/Koma,,262,0,8,16,4,32.75,16.375,65.5,9.44,10.46,1.81,0.55,3.2,2.01,2.07
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Gungun Sarki,North West,Kebbi,Yauri,Gungun Sarki,,160,0,4,10,2,40.0,16.0,80.0,10.01,7.03,0.91,0.23,1.68,1.06,1.1
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Jijima,North West,Kebbi,Yauri,Jijima,,316,0,8,19,6,39.5,16.6316,52.6667,9.85,12.81,1.86,0.68,3.3,2.08,2.13
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Bedi,North West,Kebbi,Zuru,Bedi,,270,0,8,16,4,33.75,16.875,67.5,9.22,10.22,1.8,0.53,3.14,1.96,2.02
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Ciroman Dabai,North West,Kebbi,Zuru,Ciroman Dabai,,186,0,4,12,4,46.5,15.5,46.5,11.07,9.09,0.96,0.39,1.81,1.16,1.19
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Isgogo /Dago,North West,Kebbi,Zuru,Isgogo /Dago,,325,0,8,19,6,40.625,17.1053,54.1667,9.65,12.55,1.84,0.66,3.24,2.04,2.09
2019/2020,Female,all,Private,JSS,JSS2,,ward,Alwasa/Gotomo,North West,Kebbi,Argungu,Alwasa/Gotomo,,245,0,8,15,4,30.625,16.3333,61.25,9.37,9.69,1.82,0.59,3.17,1.99,2.05
2019/2020,Female,all,Private,JSS,JSS2,,ward,Dikko,North West,Kebbi,Argungu,Dikko,,242,0,8,15,4,30.25,16.1333,60.5,9.46,9.78,1.82,0.6,3.2,2.01,2.06
2019/2020,Female,all,Private,JSS,JSS2,,ward,Felande,North West,Kebbi,Argungu,Felande,,360,0,12,20,6,30.0,18.0,60.0,8.53,11.67,2.68,0.9,4.41,2.72,2.8
2019/2020,Female,all,Private,JSS,JSS2,,ward,Ambursa,North West,Kebbi,Birnin Kebbi,Ambursa,,234,0,8,14,4,29.25,16.7143,58.5,9.11,8.75,1.81,0.62,3.1,1.93,1.99
2019/2020,Female,all,Private,JSS,JSS2,,ward,Birnin Kebbi Dangaladima,North West,Kebbi,Birnin Kebbi,Birnin Kebbi Dangaladima,,293,0,12,17,5,24.4167,17.2353,58.6,8.57,9.94,2.69,0.92,4.42,2.73,2.81
2019/2020,Female,all,Private,JSS,JSS2,,ward,Birnin Kebbi Mafara,North West,Kebbi,Birnin Kebbi,Birnin Kebbi Mafara,,216,0,8,14,4,27.0,15.4286,54.0,9.72,9.32,1.85,0.67,3.26,2.06,2.11
2019/2020,Female,all,Private,JSS,JSS2,,ward,Badariya/Magarza,North West,Kebbi,Kalgo,Badariya/Magarza,,203,0,8,12,4,25.375,16.9167,50.75,8.87,7.2,1.82,0.71,3.02,1.88,1.93
2019/2020,Female,all,Private,JSS,JSS2,,ward,Dangoma/Gayi,North West,Kebbi,Kalgo,Dangoma/Gayi,,206,0,8,13,4,25.75,15.8462,51.5,9.44,8.35,1.84,0.7,3.18,1.99,2.05
2019/2020,Female,all,Private,JSS,JSS2,,ward,Diggi,North West,Kebbi,Kalgo,Diggi,,301,0,8,17,5,37.625,17.7059,60.2,9.1,10.63,1.81,0.6,3.1,1.93,1.99
2019/2020,Female,all,Private,JSS,JSS2,,ward,Chulu/Koma,North West,Kebbi,Yauri,Chulu/Koma,,214,0,8,14,4,26.75,15.2857,53.5,9.8,9.39,1.85,0.67,3.28,2.07,2.12
2019/2020,Female,all,Private,JSS,JSS2,,ward,Gungun Sarki,North West,Kebbi,Yauri,Gungun Sarki,,132,0,4,9,2,33.0,14.6667,66.0,10.49,6.58,0.93,0.27,1.74,1.11,1.14
2019/2020,Female,all,Private,JSS,JSS2,,ward,Jijima,North West,Kebbi,Yauri,Jijima,,260,0,8,15,4,32.5,17.3333,65.0,8.94,9.25,1.79,0.55,3.06,1.9,1.96
2019/2020,Female,all,Private,JSS,JSS2,,ward,Bedi,North West,Kebbi,Zuru,Bedi,,223,0,8,14,4,27.875,15.9286,55.75,9.47,9.09,1.83,0.65,3.2,2.01,2.06
2019/2020,Female,all,Private,JSS,JSS2,,ward,Ciroman Dabai,North West,Kebbi,Zuru,Ciroman Dabai,,154,0,4,10,2,38.5,15.4,77.0,10.3,7.23,0.92,0.23,1.72,1.09,1.13
2019/2020,Female,all,Private,JSS,JSS2,,ward,Isgogo /Dago,North West,Kebbi,Zuru,Isgogo /Dago,,268,0,8,15,4,33.5,17.8667,67.0,8.73,9.04,1.78,0.54,3,1.86,1.92
2019/2020,Female,all,Private,JSS,JSS3,,ward,Alwasa/Gotomo,North West,Kebbi,Argungu,Alwasa/Gotomo,,195,0,8,12,4,24.375,16.25,48.75,9.17,7.44,1.84,0.74,3.1,1.94,1.99
2019/2020,Female,all,Private,JSS,JSS3,,ward,Dikko,North West,Kebbi,Argungu,Dikko,,195,0,8,12,4,24.375,16.25,48.75,9.17,7.44,1.84,0.74,3.1,1.94,1.99
2019/2020,Female,all,Private,JSS,JSS3,,ward,Felande,North West,Kebbi,Argungu,Felande,,288,0,12,17,5,24.0,16.9412,57.6,8.69,10.08,2.7,0.94,4.47,2.77,2.85
2019/2020,Female,all,Private,JSS,JSS3,,ward,Ambursa,North West,Kebbi,Birnin Kebbi,Ambursa,,188,0,8,11,3,23.5,17.0909,62.6667,8.54,6.44,1.78,0.57,2.95,1.82,1.87
2019/2020,Female,all,Private,JSS,JSS3,,ward,Birnin Kebbi Dangaladima,North West,Kebbi,Birnin Kebbi,Birnin Kebbi Dangaladima,,232,0,8,14,4,29.0,16.5714,58.0,9.18,8.81,1.82,0.62,3.12,1.95,2
2019/2020,Female,all,Private,JSS,JSS3,,ward,Birnin Kebbi Mafara,North West,Kebbi,Birnin Kebbi,Birnin Kebbi Mafara,,173,0,8,11,3,21.625,15.7273,57.6667,9.16,6.9,1.82,0.62,3.11,1.94,2
2019/2020,Female,all,Private,JSS,JSS3,,ward,Badariya/Magarza,North West,Kebbi,Kalgo,Badariya/Magarza,,164,0,8,10,2,20.5,16.4,82.0,8.56,5.97,1.75,0.44,2.96,1.83,1.89
2019/2020,Female,all,Private,JSS,JSS3,,ward,Dangoma/Gayi,North West,Kebbi,Kalgo,Dangoma/Gayi,,164,0,8,10,2,20.5,16.4,82.0,8.56,5.97,1.75,0.44,2.96,1.83,1.89
2019/2020,Female,all,Private,JSS,JSS3,,ward,Diggi,North West,Kebbi,Kalgo,Diggi,,242,0,12,15,4,20.1667,16.1333,60.5,8.82,9.08,2.7,0.89,4.53,2.81,2.9
2019/2020,Female,all,Private,JSS,JSS3,,ward,Chulu/Koma,North West,Kebbi,Yauri,Chulu/Koma,,173,0,8,12,4,21.625,14.4167,43.25,10.15,8.22,1.9,0.83,3.36,2.13,2.18
2019/2020,Female,all,Private,JSS,JSS3,,ward,Gungun Sarki,North West,Kebbi,Yauri,Gungun Sarki,,104,0,4,7,2,26.0,14.8571,52.0,10.03,4.81,0.93,0.35,1.67,1.06,1.09
2019/2020,Female,all,Private,JSS,JSS3,,ward,Jijima,North West,Kebbi,Yauri,Jijima,,206,0,8,13,4,25.75,15.8462,51.5,9.44,8.35,1.84,0.7,3.18,1.99,2.05
2019/2020,Female,all,Private,JSS,JSS3,,ward,Bedi,North West,Kebbi,Zuru,Bedi,,175,0,8,12,4,21.875,14.5833,43.75,10.05,8.14,1.89,0.82,3.34,2.11,2.16
2019/2020,Female,all,Private,JSS,JSS3,,ward,Ciroman Dabai,North West,Kebbi,Zuru,Ciroman Dabai,,121,0,4,8,2,30.25,15.125,60.5,10.05,5.56,0.92,0.3,1.68,1.06,1.09
2019/2020,Female,all,Private,JSS,JSS3,,ward,Isgogo /Dago,North West,Kebbi,Zuru,Isgogo /Dago,,212,0,8,13,4,26.5,16.3077,53.0,9.22,8.16,1.83,0.68,3.12,1.95,2
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Alwasa/Gotomo,North West,Kebbi,Argungu,Alwasa/Gotomo,,1117,0,20,71,23,55.85,15.7324,48.5652,11.49,56.14,2.91,1.85,9.37,6.03,6.18
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Dikko,North West,Kebbi,Argungu,Dikko,,866,0,16,55,18,54.125,15.7455,48.1111,11.38,43,2.32,1.5,7.43,4.78,4.89
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Felande,North West,Kebbi,Argungu,Felande,,1159,0,24,75,24,48.2917,15.4533,48.2917,11.19,57.62,3.46,2.24,10.99,7.05,7.22
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Ambursa,North West,Kebbi,Birnin Kebbi,Ambursa,,981,0,16,63,20,61.3125,15.5714,49.05,11.96,51.98,2.36,1.47,7.75,5.01,5.14
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Birnin Kebbi Dangaladima,North West,Kebbi,Birnin Kebbi,Birnin Kebbi Dangaladima,,738,0,12,49,16,61.5,15.0612,46.125,12.4,41.85,1.81,1.17,5.99,3.89,3.98
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Birnin Kebbi Mafara,North West,Kebbi,Birnin Kebbi,Birnin Kebbi Mafara,,1158,0,20,72,23,57.9,16.0833,50.3478,11.36,56.37,2.89,1.79,9.28,5.97,6.12
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Badariya/Magarza,North West,Kebbi,Kalgo,Badariya/Magarza,,541,0,8,37,12,67.625,14.6216,45.0833,13.19,33.71,1.24,0.8,4.21,2.75,2.82
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Dangoma/Gayi,North West,Kebbi,Kalgo,Dangoma/Gayi,,855,0,16,58,19,53.4375,14.7414,45.0,12.11,48.23,2.4,1.6,7.82,5.07,5.18
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Diggi,North West,Kebbi,Kalgo,Diggi,,873,0,16,58,19,54.5625,15.0517,45.9474,11.94,47.56,2.38,1.57,7.73,5,5.12
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Chulu/Koma,North West,Kebbi,Yauri,Chulu/Koma,,852,0,16,53,17,53.25,16.0755,50.1176,11.08,40.37,2.29,1.44,7.27,4.66,4.77
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Gungun Sarki,North West,Kebbi,Yauri,Gungun Sarki,,541,0,12,37,12,45.0833,14.6216,45.0833,11.62,29.43,1.77,1.2,5.66,3.65,3.73
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Jijima,North West,Kebbi,Yauri,Jijima,,619,0,8,39,12,77.375,15.8718,51.5833,12.74,34.53,1.21,0.7,4.09,2.67,2.74
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Bedi,North West,Kebbi,Zuru,Bedi,,877,0,16,58,19,54.8125,15.1207,46.1579,11.9,47.41,2.38,1.56,7.71,4.98,5.1
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Ciroman Dabai,North West,Kebbi,Zuru,Ciroman Dabai,,735,0,12,46,15,61.25,15.9783,49.0,11.67,36.98,1.76,1.1,5.69,3.67,3.76
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Isgogo /Dago,North West,Kebbi,Zuru,Isgogo /Dago,,923,0,16,60,20,57.6875,15.3833,46.15,11.9,49.05,2.38,1.56,7.71,4.98,5.1
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Alwasa/Gotomo,North West,Kebbi,Argungu,Alwasa/Gotomo,,991,0,20,63,20,49.55,15.7302,49.55,11.07,47.93,2.86,1.82,9.08,5.82,5.96
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Dikko,North West,Kebbi,Argungu,Dikko,,770,0,16,49,16,48.125,15.7143,48.125,11.01,36.98,2.29,1.5,7.22,4.63,4.74
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Felande,North West,Kebbi,Argungu,Felande,,1029,0,20,67,22,51.45,15.3582,46.7727,11.49,52.82,2.93,1.92,9.36,6.02,6.17
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Ambursa,North West,Kebbi,Birnin Kebbi,Ambursa,,870,0,16,56,18,54.375,15.5357,48.3333,11.54,44.44,2.33,1.49,7.52,4.84,4.96
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Birnin Kebbi Dangaladima,North West,Kebbi,Birnin Kebbi,Birnin Kebbi Dangaladima,,655,0,12,43,14,54.5833,15.2326,46.7857,11.79,34.85,1.77,1.15,5.74,3.7,3.79
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Birnin Kebbi Mafara,North West,Kebbi,Birnin Kebbi,Birnin Kebbi Mafara,,1029,0,20,64,21,51.45,16.0781,49.0,10.98,48.2,2.86,1.84,9.01,5.77,5.91
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,ward,Badariya/Magarza,North West,Kebbi,Kalgo,Badariya/Magarza,,480,0,8,33,10,60.0,14.5455,48.0,12.67,28.93,1.21,0.75,4.07,2.65,2.72
