session,gender,disability_scope,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2019/2020,Female,all,NECO,ward,Katuzu,North East,Yobe,Bade,Katuzu,,525,322,362,122,118,100,61.3333,33.7017,96.7213,84.7458
2019/2020,Female,all,NECO,ward,Bindigari/Fawari,North East,Yobe,Damaturu,Bindigari/Fawari,,899,555,643,215,224,189,61.7353,33.437,104.186,84.375
2019/2020,Female,all,NECO,ward,Damakasu,North East,Yobe,Damaturu,Damakasu,,786,486,546,182,195,170,61.8321,33.3333,107.1429,87.1795
2019/2020,Female,all,NECO,ward,Damaturu Central,North East,Yobe,Damaturu,Damaturu Central,,805,498,531,176,158,145,61.8634,33.145,89.7727,91.7722
2019/2020,Female,all,NECO,ward,Asheikri,North East,Yobe,Geidam,Asheikri,,618,381,415,139,135,126,61.6505,33.494,97.1223,93.3333
2019/2020,Female,all,NECO,ward,Balle/Gallaba/Meleri,North East,Yobe,Geidam,Balle/Gallaba/Meleri,,748,462,498,166,158,145,61.7647,33.3333,95.1807,91.7722
2019/2020,Female,all,NECO,ward,Damakarwa/Kusur,North East,Yobe,Geidam,Damakarwa/Kusur,,504,310,342,114,106,88,61.5079,33.3333,92.9825,83.0189
2019/2020,Female,all,NECO,ward,Bulabulin,North East,Yobe,Nguru,Bulabulin,,549,339,383,128,135,122,61.7486,33.4204,105.4688,90.3704
2019/2020,Female,all,NECO,ward,Bulanguwa,North East,Yobe,Nguru,Bulanguwa,,608,375,408,137,130,115,61.6776,33.5784,94.8905,88.4615
2019/2020,Female,all,NECO,ward,Dabule,North East,Yobe,Nguru,Dabule,,572,353,389,130,136,120,61.7133,33.419,104.6154,88.2353
2019/2020,Female,all,NECO,ward,Bare-Bare/Bauya/Lalai Dumbulwa,North East,Yobe,Potiskum,Bare-Bare/Bauya/Lalai Dumbulwa,,671,415,473,158,165,153,61.848,33.4038,104.4304,92.7273
2019/2020,Female,all,NECO,ward,Bolewa 'A',North East,Yobe,Potiskum,Bolewa 'A',,605,374,433,146,177,160,61.8182,33.7182,121.2329,90.3955
2019/2020,Female,all,NECO,ward,Bolewa 'B',North East,Yobe,Potiskum,Bolewa 'B',,606,374,409,137,146,134,61.7162,33.4963,106.5693,91.7808
2019/2020,Female,all,WAEC,ward,Dagona,North East,Yobe,Bade,Dagona,,656,440,429,146,140,126,67.0732,34.0326,95.8904,90.0
2019/2020,Female,all,WAEC,ward,Gwio-Kura,North East,Yobe,Bade,Gwio-Kura,,778,523,516,175,197,184,67.2237,33.9147,112.5714,93.401
2019/2020,Female,all,WAEC,ward,Katuzu,North East,Yobe,Bade,Katuzu,,715,480,477,161,161,143,67.1329,33.7526,100.0,88.8199
2019/2020,Female,all,WAEC,ward,Bindigari/Fawari,North East,Yobe,Damaturu,Bindigari/Fawari,,1094,737,775,260,286,263,67.3675,33.5484,110.0,91.958
2019/2020,Female,all,WAEC,ward,Damakasu,North East,Yobe,Damaturu,Damakasu,,971,653,676,227,266,245,67.2503,33.5799,117.1806,92.1053
2019/2020,Female,all,WAEC,ward,Damaturu Central,North East,Yobe,Damaturu,Damaturu Central,,1035,696,711,239,224,201,67.2464,33.6146,93.7238,89.7321
2019/2020,Female,all,WAEC,ward,Asheikri,North East,Yobe,Geidam,Asheikri,,748,502,505,171,187,172,67.1123,33.8614,109.3567,91.9786
2019/2020,Female,all,WAEC,ward,Balle/Gallaba/Meleri,North East,Yobe,Geidam,Balle/Gallaba/Meleri,,953,641,645,217,218,202,67.2613,33.6434,100.4608,92.6606
2019/2020,Female,all,WAEC,ward,Damakarwa/Kusur,North East,Yobe,Geidam,Damakarwa/Kusur,,697,468,483,164,167,154,67.1449,33.9545,101.8293,92.2156
2019/2020,Female,all,WAEC,ward,Bulabulin,North East,Yobe,Nguru,Bulabulin,,693,466,482,164,181,172,67.2439,34.0249,110.3659,95.0276
2019/2020,Female,all,WAEC,ward,Bulanguwa,North East,Yobe,Nguru,Bulanguwa,,823,554,561,190,198,184,67.3147,33.8681,104.2105,92.9293
2019/2020,Female,all,WAEC,ward,Dabule,North East,Yobe,Nguru,Dabule,,772,520,517,174,181,171,67.3575,33.6557,104.023,94.4751
2019/2020,Female,all,WAEC,ward,Bare-Bare/Bauya/Lalai Dumbulwa,North East,Yobe,Potiskum,Bare-Bare/Bauya/Lalai Dumbulwa,,815,547,553,186,192,172,67.1166,33.6347,103.2258,89.5833
2019/2020,Female,all,WAEC,ward,Bolewa 'A',North East,Yobe,Potiskum,Bolewa 'A',,784,527,557,187,223,201,67.2194,33.5727,119.2513,90.1345
2019/2020,Female,all,WAEC,ward,Bolewa 'B',North East,Yobe,Potiskum,Bolewa 'B',,700,469,476,162,171,161,67.0,34.0336,105.5556,94.152
2019/2020,Female,disabled,NABTEB,ward,Dagona,North East,Yobe,Bade,Dagona,,44,32,28,8,0,0,72.7273,28.5714,0.0,0.0
2019/2020,Female,disabled,NABTEB,ward,Gwio-Kura,North East,Yobe,Bade,Gwio-Kura,,47,34,32,10,8,8,72.3404,31.25,80.0,100.0
2019/2020,Female,disabled,NABTEB,ward,Katuzu,North East,Yobe,Bade,Katuzu,,44,32,28,8,0,0,72.7273,28.5714,0.0,0.0
2019/2020,Female,disabled,NABTEB,ward,Bindigari/Fawari,North East,Yobe,Damaturu,Bindigari/Fawari,,53,38,36,12,8,8,71.6981,33.3333,66.6667,100.0
2019/2020,Female,disabled,NABTEB,ward,Damakasu,North East,Yobe,Damaturu,Damakasu,,53,38,32,10,16,16,71.6981,31.25,160.0,100.0
2019/2020,Female,disabled,NABTEB,ward,Damaturu Central,North East,Yobe,Damaturu,Damaturu Central,,47,34,28,8,0,0,72.3404,28.5714,0.0,0.0
2019/2020,Female,disabled,NABTEB,ward,Asheikri,North East,Yobe,Geidam,Asheikri,,44,32,28,8,16,16,72.7273,28.5714,200.0,100.0
2019/2020,Female,disabled,NABTEB,ward,Balle/Gallaba/Meleri,North East,Yobe,Geidam,Balle/Gallaba/Meleri,,47,34,28,8,0,0,72.3404,28.5714,0.0,0.0
2019/2020,Female,disabled,NABTEB,ward,Damakarwa/Kusur,North East,Yobe,Geidam,Damakarwa/Kusur,,44,32,28,8,8,8,72.7273,28.5714,100.0,100.0
2019/2020,Female,disabled,NABTEB,ward,Bulabulin,North East,Yobe,Nguru,Bulabulin,,44,32,28,8,16,16,72.7273,28.5714,200.0,100.0
2019/2020,Female,disabled,NABTEB,ward,Bulanguwa,North East,Yobe,Nguru,Bulanguwa,,47,34,32,10,16,16,72.3404,31.25,160.0,100.0
2019/2020,Female,disabled,NABTEB,ward,Dabule,North East,Yobe,Nguru,Dabule,,44,32,28,8,0,0,72.7273,28.5714,0.0,0.0
2019/2020,Female,disabled,NABTEB,ward,Bare-Bare/Bauya/Lalai Dumbulwa,North East,Yobe,Potiskum,Bare-Bare/Bauya/Lalai Dumbulwa,,50,36,28,8,8,8,72.0,28.5714,100.0,100.0
2019/2020,Female,disabled,NABTEB,ward,Bolewa 'A',North East,Yobe,Potiskum,Bolewa 'A',,50,36,32,10,16,16,72.0,31.25,160.0,100.0
2019/2020,Female,disabled,NABTEB,ward,Bolewa 'B',North East,Yobe,Potiskum,Bolewa 'B',,44,32,28,8,8,8,72.7273,28.5714,100.0,100.0
2019/2020,Female,disabled,NECO,ward,Dagona,North East,Yobe,Bade,Dagona,,57,34,31,10,6,6,59.6491,32.2581,60.0,100.0
2019/2020,Female,disabled,NECO,ward,Gwio-Kura,North East,Yobe,Bade,Gwio-Kura,,60,36,37,12,18,18,60.0,32.4324,150.0,100.0
2019/2020,Female,disabled,NECO,ward,Katuzu,North East,Yobe,Bade,Katuzu,,48,28,24,8,12,12,58.3333,33.3333,150.0,100.0
2019/2020,Female,disabled,NECO,ward,Bindigari/Fawari,North East,Yobe,Damaturu,Bindigari/Fawari,,99,61,67,21,12,12,61.6162,31.3433,57.1429,100.0
2019/2020,Female,disabled,NECO,ward,Damakasu,North East,Yobe,Damaturu,Damakasu,,93,58,61,19,18,18,62.3656,31.1475,94.7368,100.0
2019/2020,Female,disabled,NECO,ward,Damaturu Central,North East,Yobe,Damaturu,Damaturu Central,,81,50,51,16,18,19,61.7284,31.3725,112.5,105.5556
2019/2020,Female,disabled,NECO,ward,Asheikri,North East,Yobe,Geidam,Asheikri,,63,38,42,13,18,18,60.3175,30.9524,138.4615,100.0
2019/2020,Female,disabled,NECO,ward,Balle/Gallaba/Meleri,North East,Yobe,Geidam,Balle/Gallaba/Meleri,,84,52,51,16,18,18,61.9048,31.3725,112.5,100.0
2019/2020,Female,disabled,NECO,ward,Damakarwa/Kusur,North East,Yobe,Geidam,Damakarwa/Kusur,,57,34,35,11,12,12,59.6491,31.4286,109.0909,100.0
2019/2020,Female,disabled,NECO,ward,Bulabulin,North East,Yobe,Nguru,Bulabulin,,66,40,41,13,18,21,60.6061,31.7073,138.4615,116.6667
2019/2020,Female,disabled,NECO,ward,Bulanguwa,North East,Yobe,Nguru,Bulanguwa,,69,42,41,13,6,7,60.8696,31.7073,46.1538,116.6667
2019/2020,Female,disabled,NECO,ward,Dabule,North East,Yobe,Nguru,Dabule,,72,44,44,14,24,24,61.1111,31.8182,171.4286,100.0
2019/2020,Female,disabled,NECO,ward,Bare-Bare/Bauya/Lalai Dumbulwa,North East,Yobe,Potiskum,Bare-Bare/Bauya/Lalai Dumbulwa,,75,46,52,16,24,26,61.3333,30.7692,150.0,108.3333
2019/2020,Female,disabled,NECO,ward,Bolewa 'A',North East,Yobe,Potiskum,Bolewa 'A',,72,44,47,15,18,20,61.1111,31.9149,120.0,111.1111
2019/2020,Female,disabled,NECO,ward,Bolewa 'B',North East,Yobe,Potiskum,Bolewa 'B',,66,40,39,12,24,27,60.6061,30.7692,200.0,112.5
2019/2020,Female,disabled,WAEC,ward,Dagona,North East,Yobe,Bade,Dagona,,79,52,50,18,10,12,65.8228,36.0,55.5556,120.0
2019/2020,Female,disabled,WAEC,ward,Gwio-Kura,North East,Yobe,Bade,Gwio-Kura,,76,50,47,17,20,24,65.7895,36.1702,117.6471,120.0
2019/2020,Female,disabled,WAEC,ward,Katuzu,North East,Yobe,Bade,Katuzu,,62,40,38,14,10,12,64.5161,36.8421,71.4286,120.0
2019/2020,Female,disabled,WAEC,ward,Bindigari/Fawari,North East,Yobe,Damaturu,Bindigari/Fawari,,118,79,81,27,26,29,66.9492,33.3333,96.2963,111.5385
2019/2020,Female,disabled,WAEC,ward,Damakasu,North East,Yobe,Damaturu,Damakasu,,116,78,77,25,32,34,67.2414,32.4675,128.0,106.25
2019/2020,Female,disabled,WAEC,ward,Damaturu Central,North East,Yobe,Damaturu,Damaturu Central,,105,70,67,23,15,18,66.6667,34.3284,65.2174,120.0
2019/2020,Female,disabled,WAEC,ward,Asheikri,North East,Yobe,Geidam,Asheikri,,74,48,44,16,15,18,64.8649,36.3636,93.75,120.0
2019/2020,Female,disabled,WAEC,ward,Balle/Gallaba/Meleri,North East,Yobe,Geidam,Balle/Gallaba/Meleri,,104,70,65,23,20,24,67.3077,35.3846,86.9565,120.0
2019/2020,Female,disabled,WAEC,ward,Damakarwa/Kusur,North East,Yobe,Geidam,Damakarwa/Kusur,,80,52,53,19,15,18,65.0,35.8491,78.9474,120.0
2019/2020,Female,disabled,WAEC,ward,Bulabulin,North East,Yobe,Nguru,Bulabulin,,79,52,50,18,20,24,65.8228,36.0,111.1111,120.0
2019/2020,Female,disabled,WAEC,ward,Bulanguwa,North East,Yobe,Nguru,Bulanguwa,,96,64,61,21,15,18,66.6667,34.4262,71.4286,120.0
2019/2020,Female,disabled,WAEC,ward,Dabule,North East,Yobe,Nguru,Dabule,,96,64,65,23,20,24,66.6667,35.3846,86.9565,120.0
2019/2020,Female,disabled,WAEC,ward,Bare-Bare/Bauya/Lalai Dumbulwa,North East,Yobe,Potiskum,Bare-Bare/Bauya/Lalai Dumbulwa,,93,62,59,21,20,24,66.6667,35.5932,95.2381,120.0
2019/2020,Female,disabled,WAEC,ward,Bolewa 'A',North East,Yobe,Potiskum,Bolewa 'A',,96,64,58,20,20,24,66.6667,34.4828,100.0,120.0
2019/2020,Female,disabled,WAEC,ward,Bolewa 'B',North East,Yobe,Potiskum,Bolewa 'B',,74,48,44,16,20,24,64.8649,36.3636,125.0,120.0
2019/2020,Male,all,NABTEB,ward,Dagona,North East,Yobe,Bade,Dagona,,280,194,193,64,67,67,69.2857,33.1606,104.6875,100.0
2019/2020,Male,all,NABTEB,ward,Gwio-Kura,North East,Yobe,Bade,Gwio-Kura,,329,226,237,78,85,76,68.693,32.9114,108.9744,89.4118
2019/2020,Male,all,NABTEB,ward,Katuzu,North East,Yobe,Bade,Katuzu,,306,211,222,73,76,77,68.9542,32.8829,104.1096,101.3158
2019/2020,Male,all,NABTEB,ward,Bindigari/Fawari,North East,Yobe,Damaturu,Bindigari/Fawari,,514,354,382,130,132,97,68.8716,34.0314,101.5385,73.4848
2019/2020,Male,all,NABTEB,ward,Damakasu,North East,Yobe,Damaturu,Damakasu,,435,299,317,108,132,108,68.7356,34.0694,122.2222,81.8182
2019/2020,Male,all,NABTEB,ward,Damaturu Central,North East,Yobe,Damaturu,Damaturu Central,,458,314,332,113,103,77,68.559,34.0361,91.1504,74.7573
2019/2020,Male,all,NABTEB,ward,Asheikri,North East,Yobe,Geidam,Asheikri,,336,231,245,81,76,77,68.75,33.0612,93.8272,101.3158
2019/2020,Male,all,NABTEB,ward,Balle/Gallaba/Meleri,North East,Yobe,Geidam,Balle/Gallaba/Meleri,,398,274,288,95,94,86,68.8442,32.9861,98.9474,91.4894
2019/2020,Male,all,NABTEB,ward,Damakarwa/Kusur,North East,Yobe,Geidam,Damakarwa/Kusur,,295,203,203,66,77,77,68.8136,32.5123,116.6667,100.0
2019/2020,Male,all,NABTEB,ward,Bulabulin,North East,Yobe,Nguru,Bulabulin,,312,215,230,75,95,98,68.9103,32.6087,126.6667,103.1579
2019/2020,Male,all,NABTEB,ward,Bulanguwa,North East,Yobe,Nguru,Bulanguwa,,328,226,239,82,76,70,68.9024,34.3096,92.6829,92.1053
2019/2020,Male,all,NABTEB,ward,Dabule,North East,Yobe,Nguru,Dabule,,310,214,216,71,76,67,69.0323,32.8704,107.0423,88.1579
2019/2020,Male,all,NABTEB,ward,Bare-Bare/Bauya/Lalai Dumbulwa,North East,Yobe,Potiskum,Bare-Bare/Bauya/Lalai Dumbulwa,,373,256,277,94,104,89,68.6327,33.935,110.6383,85.5769
2019/2020,Male,all,NABTEB,ward,Bolewa 'A',North East,Yobe,Potiskum,Bolewa 'A',,367,253,285,95,123,108,68.9373,33.3333,129.4737,87.8049
2019/2020,Male,all,NABTEB,ward,Bolewa 'B',North East,Yobe,Potiskum,Bolewa 'B',,319,220,224,74,76,79,68.9655,33.0357,102.7027,103.9474
2019/2020,Male,all,NECO,ward,Dagona,North East,Yobe,Bade,Dagona,,492,303,343,114,98,84,61.5854,33.2362,85.9649,85.7143
2019/2020,Male,all,NECO,ward,Gwio-Kura,North East,Yobe,Bade,Gwio-Kura,,589,364,416,139,133,114,61.7997,33.4135,95.6835,85.7143
2019/2020,Male,all,NECO,ward,Katuzu,North East,Yobe,Bade,Katuzu,,538,331,390,130,119,98,61.5242,33.3333,91.5385,82.3529
2019/2020,Male,all,NECO,ward,Bindigari/Fawari,North East,Yobe,Damaturu,Bindigari/Fawari,,979,605,731,246,250,227,61.7978,33.6525,101.626,90.8
2019/2020,Male,all,NECO,ward,Damakasu,North East,Yobe,Damaturu,Damakasu,,827,512,608,204,230,206,61.9105,33.5526,112.7451,89.5652
2019/2020,Male,all,NECO,ward,Damaturu Central,North East,Yobe,Damaturu,Damaturu Central,,862,532,613,205,196,182,61.7169,33.4421,95.6098,92.8571
2019/2020,Male,all,NECO,ward,Asheikri,North East,Yobe,Geidam,Asheikri,,659,406,475,158,147,130,61.6085,33.2632,93.038,88.4354
2019/2020,Male,all,NECO,ward,Balle/Gallaba/Meleri,North East,Yobe,Geidam,Balle/Gallaba/Meleri,,759,468,539,180,182,168,61.6601,33.3952,101.1111,92.3077
2019/2020,Male,all,NECO,ward,Damakarwa/Kusur,North East,Yobe,Geidam,Damakarwa/Kusur,,520,320,376,125,140,122,61.5385,33.2447,112.0,87.1429
2019/2020,Male,all,NECO,ward,Bulabulin,North East,Yobe,Nguru,Bulabulin,,595,366,448,149,154,145,61.5126,33.2589,103.3557,94.1558
2019/2020,Male,all,NECO,ward,Bulanguwa,North East,Yobe,Nguru,Bulanguwa,,609,376,449,150,154,137,61.7406,33.4076,102.6667,88.961
2019/2020,Male,all,NECO,ward,Dabule,North East,Yobe,Nguru,Dabule,,620,384,442,148,147,121,61.9355,33.4842,99.3243,82.3129
2019/2020,Male,all,NECO,ward,Bare-Bare/Bauya/Lalai Dumbulwa,North East,Yobe,Potiskum,Bare-Bare/Bauya/Lalai Dumbulwa,,687,423,494,164,175,160,61.5721,33.1984,106.7073,91.4286
2019/2020,Male,all,NECO,ward,Bolewa 'A',North East,Yobe,Potiskum,Bolewa 'A',,650,401,506,169,189,165,61.6923,33.3992,111.8343,87.3016
2019/2020,Male,all,NECO,ward,Bolewa 'B',North East,Yobe,Potiskum,Bolewa 'B',,628,388,438,146,140,121,61.7834,33.3333,95.8904,86.4286
2019/2020,Male,all,WAEC,ward,Dagona,North East,Yobe,Bade,Dagona,,669,450,464,156,148,135,67.2646,33.6207,94.8718,91.2162
2019/2020,Male,all,WAEC,ward,Gwio-Kura,North East,Yobe,Bade,Gwio-Kura,,779,523,562,190,190,168,67.1374,33.8078,100.0,88.4211
2019/2020,Male,all,WAEC,ward,Katuzu,North East,Yobe,Bade,Katuzu,,701,471,509,171,172,162,67.1897,33.5953,100.5848,94.186
2019/2020,Male,all,WAEC,ward,Bindigari/Fawari,North East,Yobe,Damaturu,Bindigari/Fawari,,1176,791,866,293,332,297,67.2619,33.8337,113.3106,89.4578
2019/2020,Male,all,WAEC,ward,Damakasu,North East,Yobe,Damaturu,Damakasu,,1055,710,763,257,302,278,67.2986,33.6828,117.5097,92.053
2019/2020,Male,all,WAEC,ward,Damaturu Central,North East,Yobe,Damaturu,Damaturu Central,,1115,751,794,268,260,233,67.3543,33.7531,97.0149,89.6154
2019/2020,Male,all,WAEC,ward,Asheikri,North East,Yobe,Geidam,Asheikri,,793,534,580,195,195,180,67.3392,33.6207,100.0,92.3077
2019/2020,Male,all,WAEC,ward,Balle/Gallaba/Meleri,North East,Yobe,Geidam,Balle/Gallaba/Meleri,,1003,675,734,247,254,231,67.2981,33.6512,102.834,90.9449
2019/2020,Male,all,WAEC,ward,Damakarwa/Kusur,North East,Yobe,Geidam,Damakarwa/Kusur,,675,453,485,164,166,153,67.1111,33.8144,101.2195,92.1687
2019/2020,Male,all,WAEC,ward,Bulabulin,North East,Yobe,Nguru,Bulabulin,,742,498,559,188,226,208,67.1159,33.6315,120.2128,92.0354
2019/2020,Male,all,WAEC,ward,Bulanguwa,North East,Yobe,Nguru,Bulanguwa,,835,562,600,203,207,196,67.3054,33.8333,101.9704,94.686
2019/2020,Male,all,WAEC,ward,Dabule,North East,Yobe,Nguru,Dabule,,837,564,587,199,196,173,67.3835,33.9012,98.4925,88.2653
2019/2020,Male,all,WAEC,ward,Bare-Bare/Bauya/Lalai Dumbulwa,North East,Yobe,Potiskum,Bare-Bare/Bauya/Lalai Dumbulwa,,848,569,617,208,219,201,67.0991,33.7115,105.2885,91.7808
2019/2020,Male,all,WAEC,ward,Bolewa 'A',North East,Yobe,Potiskum,Bolewa 'A',,867,584,655,222,266,255,67.3587,33.8931,119.8198,95.8647
2019/2020,Male,all,WAEC,ward,Bolewa 'B',North East,Yobe,Potiskum,Bolewa 'B',,740,499,541,183,200,195,67.4324,33.8262,109.2896,97.5
2019/2020,Male,disabled,NABTEB,ward,Dagona,North East,Yobe,Bade,Dagona,,44,32,28,8,0,0,72.7273,28.5714,0.0,0.0
2019/2020,Male,disabled,NABTEB,ward,Gwio-Kura,North East,Yobe,Bade,Gwio-Kura,,46,33,28,8,0,0,71.7391,28.5714,0.0,0.0
2019/2020,Male,disabled,NABTEB,ward,Katuzu,North East,Yobe,Bade,Katuzu,,44,32,28,8,0,0,72.7273,28.5714,0.0,0.0
2019/2020,Male,disabled,NABTEB,ward,Bindigari/Fawari,North East,Yobe,Damaturu,Bindigari/Fawari,,54,38,37,13,0,0,70.3704,35.1351,0.0,0.0
2019/2020,Male,disabled,NABTEB,ward,Damakasu,North East,Yobe,Damaturu,Damakasu,,53,37,41,15,19,20,69.8113,36.5854,126.6667,105.2632
2019/2020,Male,disabled,NABTEB,ward,Damaturu Central,North East,Yobe,Damaturu,Damaturu Central,,49,35,35,13,0,0,71.4286,37.1429,0.0,0.0
2019/2020,Male,disabled,NABTEB,ward,Asheikri,North East,Yobe,Geidam,Asheikri,,44,32,28,8,0,0,72.7273,28.5714,0.0,0.0
2019/2020,Male,disabled,NABTEB,ward,Balle/Gallaba/Meleri,North East,Yobe,Geidam,Balle/Gallaba/Meleri,,46,33,28,8,0,0,71.7391,28.5714,0.0,0.0
2019/2020,Male,disabled,NABTEB,ward,Damakarwa/Kusur,North East,Yobe,Geidam,Damakarwa/Kusur,,44,32,28,8,10,10,72.7273,28.5714,125.0,100.0
2019/2020,Male,disabled,NABTEB,ward,Bulabulin,North East,Yobe,Nguru,Bulabulin,,48,34,32,10,10,10,70.8333,31.25,100.0,100.0
2019/2020,Male,disabled,NABTEB,ward,Bulanguwa,North East,Yobe,Nguru,Bulanguwa,,46,33,31,11,0,0,71.7391,35.4839,0.0,0.0
2019/2020,Male,disabled,NABTEB,ward,Dabule,North East,Yobe,Nguru,Dabule,,46,33,28,8,0,0,71.7391,28.5714,0.0,0.0
2019/2020,Male,disabled,NABTEB,ward,Bare-Bare/Bauya/Lalai Dumbulwa,North East,Yobe,Potiskum,Bare-Bare/Bauya/Lalai Dumbulwa,,48,34,35,13,10,10,70.8333,37.1429,76.9231,100.0
2019/2020,Male,disabled,NABTEB,ward,Bolewa 'A',North East,Yobe,Potiskum,Bolewa 'A',,46,33,32,10,10,10,71.7391,31.25,100.0,100.0
2019/2020,Male,disabled,NABTEB,ward,Bolewa 'B',North East,Yobe,Potiskum,Bolewa 'B',,44,32,30,10,0,0,72.7273,33.3333,0.0,0.0
2019/2020,Male,disabled,NECO,ward,Dagona,North East,Yobe,Bade,Dagona,,58,35,37,11,7,8,60.3448,29.7297,63.6364,114.2857
2019/2020,Male,disabled,NECO,ward,Gwio-Kura,North East,Yobe,Bade,Gwio-Kura,,58,35,40,12,7,8,60.3448,30.0,58.3333,114.2857
2019/2020,Male,disabled,NECO,ward,Katuzu,North East,Yobe,Bade,Katuzu,,51,30,31,9,0,0,58.8235,29.0323,0.0,0.0
2019/2020,Male,disabled,NECO,ward,Bindigari/Fawari,North East,Yobe,Damaturu,Bindigari/Fawari,,101,62,69,23,14,14,61.3861,33.3333,60.8696,100.0
2019/2020,Male,disabled,NECO,ward,Damakasu,North East,Yobe,Damaturu,Damakasu,,96,59,66,22,28,31,61.4583,33.3333,127.2727,110.7143
2019/2020,Male,disabled,NECO,ward,Damaturu Central,North East,Yobe,Damaturu,Damaturu Central,,87,53,59,19,21,24,60.9195,32.2034,110.5263,114.2857
2019/2020,Male,disabled,NECO,ward,Asheikri,North East,Yobe,Geidam,Asheikri,,67,40,46,14,14,16,59.7015,30.4348,100.0,114.2857
2019/2020,Male,disabled,NECO,ward,Balle/Gallaba/Meleri,North East,Yobe,Geidam,Balle/Gallaba/Meleri,,86,52,58,18,21,24,60.4651,31.0345,116.6667,114.2857
2019/2020,Male,disabled,NECO,ward,Damakarwa/Kusur,North East,Yobe,Geidam,Damakarwa/Kusur,,59,35,37,11,14,16,59.322,29.7297,127.2727,114.2857
2019/2020,Male,disabled,NECO,ward,Bulabulin,North East,Yobe,Nguru,Bulabulin,,73,44,46,14,14,16,60.274,30.4348,100.0,114.2857
2019/2020,Male,disabled,NECO,ward,Bulanguwa,North East,Yobe,Nguru,Bulanguwa,,69,42,43,13,21,24,60.8696,30.2326,161.5385,114.2857
2019/2020,Male,disabled,NECO,ward,Dabule,North East,Yobe,Nguru,Dabule,,75,47,50,16,14,16,62.6667,32.0,87.5,114.2857
2019/2020,Male,disabled,NECO,ward,Bare-Bare/Bauya/Lalai Dumbulwa,North East,Yobe,Potiskum,Bare-Bare/Bauya/Lalai Dumbulwa,,75,46,49,15,14,16,61.3333,30.6122,93.3333,114.2857
