session,gender,disability_scope,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2019/2020,Female,disabled,NECO,ward,Aiyewa,North Central,Kogi,Kabba/Bunu,Aiyewa,,74,48,39,13,10,10,64.8649,33.3333,76.9231,100.0
2019/2020,Female,disabled,NECO,ward,Eggan,North Central,Kogi,Lokoja,Eggan,,78,50,42,14,20,20,64.1026,33.3333,142.8571,100.0
2019/2020,Female,disabled,NECO,ward,Kakanda,North Central,Kogi,Lokoja,Kakanda,,96,63,50,17,20,22,65.625,34.0,117.6471,110.0
2019/2020,Female,disabled,NECO,ward,Kupa North East,North Central,Kogi,Lokoja,Kupa North East,,121,80,60,21,20,20,66.1157,35.0,95.2381,100.0
2019/2020,Female,disabled,NECO,ward,Abuga/Ozuja,North Central,Kogi,Okene,Abuga/Ozuja,,96,63,50,17,20,22,65.625,34.0,117.6471,110.0
2019/2020,Female,disabled,NECO,ward,Bariki,North Central,Kogi,Okene,Bariki,,74,49,39,13,20,20,66.2162,33.3333,153.8462,100.0
2019/2020,Female,disabled,NECO,ward,Idoji,North Central,Kogi,Okene,Idoji,,82,54,44,15,20,21,65.8537,34.0909,133.3333,105.0
2019/2020,Female,disabled,WAEC,ward,Ankpa I,North Central,Kogi,Ankpa,Ankpa I,,101,71,49,16,16,16,70.297,32.6531,100.0,100.0
2019/2020,Female,disabled,WAEC,ward,Ankpa II,North Central,Kogi,Ankpa,Ankpa II,,129,91,65,21,16,16,70.5426,32.3077,76.1905,100.0
2019/2020,Female,disabled,WAEC,ward,Ankpa Suburb I,North Central,Kogi,Ankpa,Ankpa Suburb I,,151,108,81,27,16,17,71.5232,33.3333,59.2593,106.25
2019/2020,Female,disabled,WAEC,ward,Ede,North Central,Kogi,Idah,Ede,,74,52,37,13,16,16,70.2703,35.1351,123.0769,100.0
2019/2020,Female,disabled,WAEC,ward,Ega,North Central,Kogi,Idah,Ega,,92,65,47,15,16,16,70.6522,31.9149,106.6667,100.0
2019/2020,Female,disabled,WAEC,ward,Ichala,North Central,Kogi,Idah,Ichala,,88,62,47,15,16,16,70.4545,31.9149,106.6667,100.0
2019/2020,Female,disabled,WAEC,ward,Aiyeteju,North Central,Kogi,Kabba/Bunu,Aiyeteju,,115,81,60,20,16,19,70.4348,33.3333,80.0,118.75
2019/2020,Female,disabled,WAEC,ward,Aiyetoro-Kiri,North Central,Kogi,Kabba/Bunu,Aiyetoro-Kiri,,115,81,58,19,20,21,70.4348,32.7586,105.2632,105.0
2019/2020,Female,disabled,WAEC,ward,Aiyewa,North Central,Kogi,Kabba/Bunu,Aiyewa,,98,69,47,15,12,12,70.4082,31.9149,80.0,100.0
2019/2020,Female,disabled,WAEC,ward,Eggan,North Central,Kogi,Lokoja,Eggan,,104,73,54,18,16,18,70.1923,33.3333,88.8889,112.5
2019/2020,Female,disabled,WAEC,ward,Kakanda,North Central,Kogi,Lokoja,Kakanda,,110,78,58,19,16,19,70.9091,32.7586,84.2105,118.75
2019/2020,Female,disabled,WAEC,ward,Kupa North East,North Central,Kogi,Lokoja,Kupa North East,,162,116,88,29,20,22,71.6049,32.9545,68.9655,110.0
2019/2020,Female,disabled,WAEC,ward,Abuga/Ozuja,North Central,Kogi,Okene,Abuga/Ozuja,,119,84,62,20,16,19,70.5882,32.2581,80.0,118.75
2019/2020,Female,disabled,WAEC,ward,Bariki,North Central,Kogi,Okene,Bariki,,91,64,46,14,16,16,70.3297,30.4348,114.2857,100.0
2019/2020,Female,disabled,WAEC,ward,Idoji,North Central,Kogi,Okene,Idoji,,111,79,58,19,20,23,71.1712,32.7586,105.2632,115.0
2019/2020,Male,all,NABTEB,ward,Ankpa I,North Central,Kogi,Ankpa,Ankpa I,,413,299,233,78,70,64,72.3971,33.4764,89.7436,91.4286
2019/2020,Male,all,NABTEB,ward,Ankpa II,North Central,Kogi,Ankpa,Ankpa II,,496,358,295,98,105,86,72.1774,33.2203,107.1429,81.9048
2019/2020,Male,all,NABTEB,ward,Ankpa Suburb I,North Central,Kogi,Ankpa,Ankpa Suburb I,,549,399,326,110,125,102,72.6776,33.7423,113.6364,81.6
2019/2020,Male,all,NABTEB,ward,Ede,North Central,Kogi,Idah,Ede,,277,200,159,51,70,73,72.2022,32.0755,137.2549,104.2857
2019/2020,Male,all,NABTEB,ward,Ega,North Central,Kogi,Idah,Ega,,406,293,237,79,70,66,72.1675,33.3333,88.6076,94.2857
2019/2020,Male,all,NABTEB,ward,Ichala,North Central,Kogi,Idah,Ichala,,370,268,209,69,70,66,72.4324,33.0144,101.4493,94.2857
2019/2020,Male,all,NABTEB,ward,Aiyeteju,North Central,Kogi,Kabba/Bunu,Aiyeteju,,418,303,241,80,84,81,72.488,33.195,105.0,96.4286
2019/2020,Male,all,NABTEB,ward,Aiyetoro-Kiri,North Central,Kogi,Kabba/Bunu,Aiyetoro-Kiri,,467,339,265,88,84,81,72.591,33.2075,95.4545,96.4286
2019/2020,Male,all,NABTEB,ward,Aiyewa,North Central,Kogi,Kabba/Bunu,Aiyewa,,422,306,237,78,70,56,72.5118,32.9114,89.7436,80.0
2019/2020,Male,all,NABTEB,ward,Eggan,North Central,Kogi,Lokoja,Eggan,,450,326,268,89,84,74,72.4444,33.209,94.382,88.0952
2019/2020,Male,all,NABTEB,ward,Kakanda,North Central,Kogi,Lokoja,Kakanda,,441,319,257,85,84,67,72.3356,33.0739,98.8235,79.7619
2019/2020,Male,all,NABTEB,ward,Kupa North East,North Central,Kogi,Lokoja,Kupa North East,,568,413,329,110,97,78,72.7113,33.4347,88.1818,80.4124
2019/2020,Male,all,NABTEB,ward,Abuga/Ozuja,North Central,Kogi,Okene,Abuga/Ozuja,,396,287,236,78,70,60,72.4747,33.0508,89.7436,85.7143
2019/2020,Male,all,NABTEB,ward,Bariki,North Central,Kogi,Okene,Bariki,,381,275,230,77,84,88,72.1785,33.4783,109.0909,104.7619
2019/2020,Male,all,NABTEB,ward,Idoji,North Central,Kogi,Okene,Idoji,,377,272,222,74,70,67,72.1485,33.3333,94.5946,95.7143
2019/2020,Male,all,NECO,ward,Ankpa I,North Central,Kogi,Ankpa,Ankpa I,,785,515,449,152,119,107,65.6051,33.853,78.2895,89.916
2019/2020,Male,all,NECO,ward,Ankpa II,North Central,Kogi,Ankpa,Ankpa II,,923,606,551,186,194,174,65.6555,33.7568,104.3011,89.6907
2019/2020,Male,all,NECO,ward,Ankpa Suburb I,North Central,Kogi,Ankpa,Ankpa Suburb I,,992,650,572,193,211,199,65.5242,33.7413,109.3264,94.3128
2019/2020,Male,all,NECO,ward,Ede,North Central,Kogi,Idah,Ede,,511,334,301,103,116,100,65.362,34.2193,112.6214,86.2069
2019/2020,Male,all,NECO,ward,Ega,North Central,Kogi,Idah,Ega,,758,496,448,152,148,137,65.4354,33.9286,97.3684,92.5676
2019/2020,Male,all,NECO,ward,Ichala,North Central,Kogi,Idah,Ichala,,673,440,391,133,149,137,65.3789,34.0153,112.0301,91.9463
2019/2020,Male,all,NECO,ward,Aiyeteju,North Central,Kogi,Kabba/Bunu,Aiyeteju,,785,514,460,156,155,142,65.4777,33.913,99.359,91.6129
2019/2020,Male,all,NECO,ward,Aiyetoro-Kiri,North Central,Kogi,Kabba/Bunu,Aiyetoro-Kiri,,868,568,503,170,154,137,65.4378,33.7972,90.5882,88.961
2019/2020,Male,all,NECO,ward,Aiyewa,North Central,Kogi,Kabba/Bunu,Aiyewa,,786,514,436,148,136,125,65.3944,33.945,91.8919,91.9118
2019/2020,Male,all,NECO,ward,Eggan,North Central,Kogi,Lokoja,Eggan,,786,515,469,159,165,156,65.5216,33.9019,103.7736,94.5455
2019/2020,Male,all,NECO,ward,Kakanda,North Central,Kogi,Lokoja,Kakanda,,929,608,548,185,189,168,65.4467,33.7591,102.1622,88.8889
2019/2020,Male,all,NECO,ward,Kupa North East,North Central,Kogi,Lokoja,Kupa North East,,1030,676,590,199,194,180,65.6311,33.7288,97.4874,92.7835
2019/2020,Male,all,NECO,ward,Abuga/Ozuja,North Central,Kogi,Okene,Abuga/Ozuja,,783,512,457,155,137,125,65.3895,33.9168,88.3871,91.2409
2019/2020,Male,all,NECO,ward,Bariki,North Central,Kogi,Okene,Bariki,,679,444,394,134,142,130,65.3903,34.0102,105.9701,91.5493
2019/2020,Male,all,NECO,ward,Idoji,North Central,Kogi,Okene,Idoji,,728,477,427,145,153,143,65.522,33.9578,105.5172,93.4641
2019/2020,Male,all,WAEC,ward,Ankpa I,North Central,Kogi,Ankpa,Ankpa I,,982,702,545,183,167,154,71.4868,33.578,91.2568,92.2156
2019/2020,Male,all,WAEC,ward,Ankpa II,North Central,Kogi,Ankpa,Ankpa II,,1125,803,668,223,243,223,71.3778,33.3832,108.9686,91.7695
2019/2020,Male,all,WAEC,ward,Ankpa Suburb I,North Central,Kogi,Ankpa,Ankpa Suburb I,,1317,940,774,261,273,248,71.3743,33.7209,104.5977,90.8425
2019/2020,Male,all,WAEC,ward,Ede,North Central,Kogi,Idah,Ede,,647,462,376,125,141,130,71.4065,33.2447,112.8,92.1986
2019/2020,Male,all,WAEC,ward,Ega,North Central,Kogi,Idah,Ega,,928,662,541,182,184,160,71.3362,33.6414,101.0989,86.9565
2019/2020,Male,all,WAEC,ward,Ichala,North Central,Kogi,Idah,Ichala,,876,625,519,173,202,174,71.347,33.3333,116.763,86.1386
2019/2020,Male,all,WAEC,ward,Aiyeteju,North Central,Kogi,Kabba/Bunu,Aiyeteju,,1000,714,566,191,192,174,71.4,33.7456,100.5236,90.625
2019/2020,Male,all,WAEC,ward,Aiyetoro-Kiri,North Central,Kogi,Kabba/Bunu,Aiyetoro-Kiri,,1123,802,643,217,215,194,71.4159,33.7481,99.0783,90.2326
2019/2020,Male,all,WAEC,ward,Aiyewa,North Central,Kogi,Kabba/Bunu,Aiyewa,,1018,727,578,194,186,169,71.4145,33.564,95.8763,90.8602
2019/2020,Male,all,WAEC,ward,Eggan,North Central,Kogi,Lokoja,Eggan,,1078,768,644,218,210,188,71.243,33.8509,96.3303,89.5238
2019/2020,Male,all,WAEC,ward,Kakanda,North Central,Kogi,Lokoja,Kakanda,,1129,804,662,223,221,189,71.2135,33.6858,99.1031,85.5204
2019/2020,Male,all,WAEC,ward,Kupa North East,North Central,Kogi,Lokoja,Kupa North East,,1358,969,779,263,269,238,71.3549,33.7612,102.2814,88.4758
2019/2020,Male,all,WAEC,ward,Abuga/Ozuja,North Central,Kogi,Okene,Abuga/Ozuja,,976,697,564,189,183,164,71.4139,33.5106,96.8254,89.6175
2019/2020,Male,all,WAEC,ward,Bariki,North Central,Kogi,Okene,Bariki,,922,658,563,189,196,174,71.3666,33.5702,103.7037,88.7755
2019/2020,Male,all,WAEC,ward,Idoji,North Central,Kogi,Okene,Idoji,,922,658,545,183,191,175,71.3666,33.578,104.3716,91.623
2019/2020,Male,disabled,NABTEB,ward,Ankpa I,North Central,Kogi,Ankpa,Ankpa I,,58,41,31,9,7,7,70.6897,29.0323,77.7778,100.0
2019/2020,Male,disabled,NABTEB,ward,Ankpa II,North Central,Kogi,Ankpa,Ankpa II,,58,41,31,9,14,14,70.6897,29.0323,155.5556,100.0
2019/2020,Male,disabled,NABTEB,ward,Ankpa Suburb I,North Central,Kogi,Ankpa,Ankpa Suburb I,,70,51,38,12,21,21,72.8571,31.5789,175.0,100.0
2019/2020,Male,disabled,NABTEB,ward,Ede,North Central,Kogi,Idah,Ede,,52,36,28,8,14,14,69.2308,28.5714,175.0,100.0
2019/2020,Male,disabled,NABTEB,ward,Ega,North Central,Kogi,Idah,Ega,,52,36,28,8,7,7,69.2308,28.5714,87.5,100.0
2019/2020,Male,disabled,NABTEB,ward,Ichala,North Central,Kogi,Idah,Ichala,,52,36,28,8,7,7,69.2308,28.5714,87.5,100.0
2019/2020,Male,disabled,NABTEB,ward,Aiyeteju,North Central,Kogi,Kabba/Bunu,Aiyeteju,,58,41,31,9,14,14,70.6897,29.0323,155.5556,100.0
2019/2020,Male,disabled,NABTEB,ward,Aiyetoro-Kiri,North Central,Kogi,Kabba/Bunu,Aiyetoro-Kiri,,55,39,28,8,7,7,70.9091,28.5714,87.5,100.0
2019/2020,Male,disabled,NABTEB,ward,Aiyewa,North Central,Kogi,Kabba/Bunu,Aiyewa,,52,36,28,8,7,7,69.2308,28.5714,87.5,100.0
2019/2020,Male,disabled,NABTEB,ward,Eggan,North Central,Kogi,Lokoja,Eggan,,58,41,31,9,0,0,70.6897,29.0323,0.0,0.0
2019/2020,Male,disabled,NABTEB,ward,Kakanda,North Central,Kogi,Lokoja,Kakanda,,58,41,31,9,7,7,70.6897,29.0323,77.7778,100.0
2019/2020,Male,disabled,NABTEB,ward,Kupa North East,North Central,Kogi,Lokoja,Kupa North East,,65,47,35,11,7,7,72.3077,31.4286,63.6364,100.0
2019/2020,Male,disabled,NABTEB,ward,Abuga/Ozuja,North Central,Kogi,Okene,Abuga/Ozuja,,55,39,28,8,0,0,70.9091,28.5714,0.0,0.0
2019/2020,Male,disabled,NABTEB,ward,Bariki,North Central,Kogi,Okene,Bariki,,52,36,28,8,14,14,69.2308,28.5714,175.0,100.0
2019/2020,Male,disabled,NABTEB,ward,Idoji,North Central,Kogi,Okene,Idoji,,55,39,31,9,7,7,70.9091,29.0323,77.7778,100.0
2019/2020,Male,disabled,NECO,ward,Ankpa I,North Central,Kogi,Ankpa,Ankpa I,,90,59,45,15,6,6,65.5556,33.3333,40.0,100.0
2019/2020,Male,disabled,NECO,ward,Ankpa II,North Central,Kogi,Ankpa,Ankpa II,,110,73,63,21,24,24,66.3636,33.3333,114.2857,100.0
2019/2020,Male,disabled,NECO,ward,Ankpa Suburb I,North Central,Kogi,Ankpa,Ankpa Suburb I,,124,81,66,22,24,24,65.3226,33.3333,109.0909,100.0
2019/2020,Male,disabled,NECO,ward,Ede,North Central,Kogi,Idah,Ede,,62,40,33,11,24,24,64.5161,33.3333,218.1818,100.0
2019/2020,Male,disabled,NECO,ward,Ega,North Central,Kogi,Idah,Ega,,76,50,42,14,12,12,65.7895,33.3333,85.7143,100.0
2019/2020,Male,disabled,NECO,ward,Ichala,North Central,Kogi,Idah,Ichala,,70,46,36,12,24,24,65.7143,33.3333,200.0,100.0
2019/2020,Male,disabled,NECO,ward,Aiyeteju,North Central,Kogi,Kabba/Bunu,Aiyeteju,,93,61,48,16,18,18,65.5914,33.3333,112.5,100.0
2019/2020,Male,disabled,NECO,ward,Aiyetoro-Kiri,North Central,Kogi,Kabba/Bunu,Aiyetoro-Kiri,,87,57,48,16,12,12,65.5172,33.3333,75.0,100.0
2019/2020,Male,disabled,NECO,ward,Aiyewa,North Central,Kogi,Kabba/Bunu,Aiyewa,,79,52,39,13,12,12,65.8228,33.3333,92.3077,100.0
2019/2020,Male,disabled,NECO,ward,Eggan,North Central,Kogi,Lokoja,Eggan,,83,54,45,15,24,24,65.0602,33.3333,160.0,100.0
2019/2020,Male,disabled,NECO,ward,Kakanda,North Central,Kogi,Lokoja,Kakanda,,103,68,57,19,18,18,66.0194,33.3333,94.7368,100.0
2019/2020,Male,disabled,NECO,ward,Kupa North East,North Central,Kogi,Lokoja,Kupa North East,,119,78,63,21,24,24,65.5462,33.3333,114.2857,100.0
2019/2020,Male,disabled,NECO,ward,Abuga/Ozuja,North Central,Kogi,Okene,Abuga/Ozuja,,100,66,51,17,12,12,66.0,33.3333,70.5882,100.0
2019/2020,Male,disabled,NECO,ward,Bariki,North Central,Kogi,Okene,Bariki,,72,47,39,13,18,18,65.2778,33.3333,138.4615,100.0
2019/2020,Male,disabled,NECO,ward,Idoji,North Central,Kogi,Okene,Idoji,,90,59,48,16,18,18,65.5556,33.3333,112.5,100.0
2019/2020,Male,disabled,WAEC,ward,Ankpa I,North Central,Kogi,Ankpa,Ankpa I,,114,83,63,21,13,15,72.807,33.3333,61.9048,115.3846
2019/2020,Male,disabled,WAEC,ward,Ankpa II,North Central,Kogi,Ankpa,Ankpa II,,124,89,71,23,19,20,71.7742,32.3944,82.6087,105.2632
2019/2020,Male,disabled,WAEC,ward,Ankpa Suburb I,North Central,Kogi,Ankpa,Ankpa Suburb I,,159,114,88,29,21,25,71.6981,32.9545,72.4138,119.0476
2019/2020,Male,disabled,WAEC,ward,Ede,North Central,Kogi,Idah,Ede,,83,60,46,14,19,20,72.2892,30.4348,135.7143,105.2632
