session,zone,state,lga,ward,school,gender,disability,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,pupil_teacher_ratio
2021/2022,South East,Abia,Umuahia North,Ibeku East I,"Comprehensive High School, Ibeku East I",Male,Non-Disabled,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,33,2,16.5
2021/2022,South East,Abia,Umuahia North,Ibeku East I,"Comprehensive High School, Ibeku East I",Female,Non-Disabled,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,22,1,22.0
2021/2022,South East,Abia,Umuahia North,Ibeku East I,"Comprehensive High School, Ibeku East I",Male,Non-Disabled,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,33,2,16.5
2021/2022,South East,Abia,Umuahia North,Ibeku East I,"Government Secondary School, Ibeku East I",Female,Non-Disabled,Public,Adult & Non-Formal Education,,PGDE,Qualified,22,1,22.0
2021/2022,South East,Abia,Umuahia North,Ibeku East I,"Government Secondary School, Ibeku East I",Male,Non-Disabled,Public,Adult & Non-Formal Education,,,Unqualified,33,2,16.5
2021/2022,South East,Abia,Umuahia North,Ibeku East I,"Government Secondary School, Ibeku East I",Female,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,11,1,11.0
2021/2022,South East,Abia,Umuahia North,Ibeku East I,"Government Secondary School, Ibeku East I",Female,Non-Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,11,1,11.0
2021/2022,South East,Abia,Umuahia North,Ibeku East I,"Government Secondary School, Ibeku East I",Male,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,16,1,16.0
2021/2022,South East,Abia,Umuahia North,Ibeku East I,"Government Secondary School, Ibeku East I",Female,Non-Disabled,Public,Adult & Non-Formal Education,,,Unqualified,32,2,16.0
2021/2022,South East,Abia,Umuahia North,Ibeku East I,"Government Secondary School, Ibeku East I",Male,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,33,2,16.5
2021/2022,South East,Abia,Umuahia North,Ibeku East I,"Government Secondary School, Ibeku East I",Female,Non-Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,22,1,22.0
2021/2022,South East,Abia,Umuahia North,Ibeku East I,"Government Secondary School, Ibeku East I",Male,Non-Disabled,Public,Adult & Non-Formal Education,,,Unqualified,33,2,16.5
2021/2022,South East,Abia,Umuahia North,Ibeku East I,"Government Secondary School, Ibeku East I",Female,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,43,2,21.5
2021/2022,South East,Abia,Umuahia North,Ibeku East I,"Government Secondary School, Ibeku East I",Male,Non-Disabled,Public,Adult & Non-Formal Education,,,Unqualified,50,3,16.666666666666668
2021/2022,South East,Abia,Umuahia North,Ibeku East I,"Government Secondary School, Ibeku East I",Female,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,43,2,21.5
2021/2022,South East,Abia,Umuahia North,Ibeku East I,"Government Secondary School, Ibeku East I",Male,Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,50,3,16.666666666666668
2021/2022,South East,Abia,Umuahia North,Ibeku East I,"Government Secondary School, Ibeku East I",Female,Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,43,2,21.5
2021/2022,South East,Abia,Umuahia North,Ibeku East I,"Government Secondary School, Ibeku East I",Male,Non-Disabled,Public,Adult & Non-Formal Education,,PGDE,Qualified,50,3,16.666666666666668
2021/2022,South East,Abia,Umuahia North,Ibeku East I,"Government Secondary School, Ibeku East I",Female,Disabled,Public,Adult & Non-Formal Education,,,Unqualified,32,2,16.0
2021/2022,South East,Abia,Umuahia North,Ibeku East I,"Government Secondary School, Ibeku East I",Male,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,50,3,16.666666666666668
2021/2022,South East,Abia,Umuahia North,Ibeku East I,"Government Secondary School, Ibeku East I",Female,Non-Disabled,Public,Adult & Non-Formal Education,,,Unqualified,32,2,16.0
2021/2022,South East,Abia,Umuahia North,Ibeku East I,"Government Secondary School, Ibeku East I",Male,Non-Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,50,3,16.666666666666668
2021/2022,South East,Abia,Umuahia North,Ibeku East I,"Government Secondary School, Ibeku East I",Female,Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,32,2,16.0
2021/2022,South East,Abia,Umuahia North,Ibeku East I,"Government Secondary School, Ibeku East I",Male,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,33,2,16.5
2021/2022,South East,Abia,Umuahia North,Ibeku East I,"Unity College, Umuahia North",Female,Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,54,3,18.0
2021/2022,South East,Abia,Umuahia North,Ibeku East I,"Unity College, Umuahia North",Male,Non-Disabled,Public,Adult & Non-Formal Education,,PGDE,Qualified,66,3,22.0
2021/2022,South East,Abia,Umuahia North,Ibeku East I,"Unity College, Umuahia North",Female,Non-Disabled,Public,Adult & Non-Formal Education,,PGDE,Qualified,43,2,21.5
2021/2022,South East,Abia,Umuahia North,Ibeku East I,"Unity College, Umuahia North",Male,Non-Disabled,Public,Adult & Non-Formal Education,,PGDE,Qualified,66,3,22.0
2021/2022,South East,Abia,Umuahia North,Ibeku East I,"Unity College, Umuahia North",Female,Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,54,3,18.0
2021/2022,South East,Abia,Umuahia North,Ibeku East I,"Unity College, Umuahia North",Male,Non-Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,66,3,22.0
2021/2022,South East,Abia,Umuahia North,Ibeku East I,"Unity College, Umuahia North",Female,Non-Disabled,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,54,3,18.0
2021/2022,South East,Abia,Umuahia North,Ibeku East I,"Unity College, Umuahia North",Male,Non-Disabled,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,66,3,22.0
2021/2022,South East,Abia,Umuahia North,Ibeku East I,"Unity College, Umuahia North",Female,Non-Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,43,2,21.5
2021/2022,South East,Abia,Umuahia North,Ibeku East I,"Unity College, Umuahia North",Male,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,50,3,16.666666666666668
2021/2022,South East,Abia,Umuahia North,Ibeku East I,"Unity College, Umuahia North",Female,Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,43,2,21.5
2021/2022,South East,Abia,Umuahia North,Ibeku East I,"Unity College, Umuahia North",Male,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,50,3,16.666666666666668
2021/2022,South East,Abia,Umuahia North,Ibeku East II,"Comprehensive High School, Ibeku East II",Female,Non-Disabled,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,11,1,11.0
2021/2022,South East,Abia,Umuahia North,Ibeku East II,"Comprehensive High School, Ibeku East II",Female,Non-Disabled,Private,Adult & Non-Formal Education,,NCE,Qualified,11,1,11.0
2021/2022,South East,Abia,Umuahia North,Ibeku East II,"Comprehensive High School, Ibeku East II",Male,Disabled,Private,Adult & Non-Formal Education,,,Unqualified,33,2,16.5
2021/2022,South East,Abia,Umuahia North,Ibeku East II,"Comprehensive High School, Ibeku East II",Female,Non-Disabled,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,22,1,22.0
2021/2022,South East,Abia,Umuahia North,Ibeku East II,"Comprehensive High School, Ibeku East II",Male,Non-Disabled,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,33,2,16.5
2021/2022,South East,Abia,Umuahia North,Ibeku East II,"Comprehensive High School, Ibeku East II",Female,Non-Disabled,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,22,1,22.0
2021/2022,South East,Abia,Umuahia North,Ibeku East II,"Comprehensive High School, Ibeku East II",Male,Non-Disabled,Private,Adult & Non-Formal Education,,,Unqualified,33,2,16.5
2021/2022,South East,Abia,Umuahia North,Ibeku East II,"Comprehensive High School, Ibeku East II",Female,Non-Disabled,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,11,1,11.0
2021/2022,South East,Abia,Umuahia North,Ibeku East II,"Comprehensive High School, Ibeku East II",Female,Non-Disabled,Private,Adult & Non-Formal Education,,PGDE,Qualified,11,1,11.0
2021/2022,South East,Abia,Umuahia North,Ibeku East II,"Comprehensive High School, Ibeku East II",Male,Non-Disabled,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,33,2,16.5
2021/2022,South East,Abia,Umuahia North,Ibeku East II,"Comprehensive High School, Ibeku East II",Female,Non-Disabled,Private,Adult & Non-Formal Education,,PGDE,Qualified,32,2,16.0
2021/2022,South East,Abia,Umuahia North,Ibeku East II,"Comprehensive High School, Ibeku East II",Male,Non-Disabled,Private,Adult & Non-Formal Education,,NCE,Qualified,33,2,16.5
2021/2022,South East,Abia,Umuahia North,Ibeku East II,"Comprehensive High School, Ibeku East II",Female,Non-Disabled,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,32,2,16.0
2021/2022,South East,Abia,Umuahia North,Ibeku East II,"Comprehensive High School, Ibeku East II",Male,Disabled,Private,Adult & Non-Formal Education,,NCE,Qualified,33,2,16.5
2021/2022,South East,Abia,Umuahia North,Ibeku East II,"Comprehensive High School, Ibeku East II",Female,Non-Disabled,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,32,2,16.0
2021/2022,South East,Abia,Umuahia North,Ibeku East II,"Comprehensive High School, Ibeku East II",Male,Non-Disabled,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,33,2,16.5
2021/2022,South East,Abia,Umuahia North,Ibeku East II,"Comprehensive High School, Ibeku East II",Female,Non-Disabled,Private,Adult & Non-Formal Education,,,Unqualified,32,2,16.0
2021/2022,South East,Abia,Umuahia North,Ibeku East II,"Comprehensive High School, Ibeku East II",Male,Non-Disabled,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,33,2,16.5
2021/2022,South East,Abia,Umuahia North,Ibeku East II,"Comprehensive High School, Ibeku East II",Female,Non-Disabled,Private,Adult & Non-Formal Education,,PGDE,Qualified,22,1,22.0
2021/2022,South East,Abia,Umuahia North,Ibeku East II,"Comprehensive High School, Ibeku East II",Male,Non-Disabled,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,33,2,16.5
2021/2022,South East,Abia,Umuahia North,Ibeku East II,"Comprehensive High School, Ibeku East II",Female,Non-Disabled,Private,Adult & Non-Formal Education,,PGDE,Qualified,32,2,16.0
2021/2022,South East,Abia,Umuahia North,Ibeku East II,"Comprehensive High School, Ibeku East II",Male,Non-Disabled,Private,Adult & Non-Formal Education,,NCE,Qualified,33,2,16.5
2021/2022,South East,Abia,Umuahia North,Ibeku East II,"Government Secondary School, Ibeku East II",Female,Non-Disabled,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,54,3,18.0
2021/2022,South East,Abia,Umuahia North,Ibeku East II,"Government Secondary School, Ibeku East II",Male,Non-Disabled,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,66,3,22.0
2021/2022,South East,Abia,Umuahia North,Ibeku East II,"Government Secondary School, Ibeku East II",Female,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,43,2,21.5
2021/2022,South East,Abia,Umuahia North,Ibeku East II,"Government Secondary School, Ibeku East II",Male,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,50,3,16.666666666666668
2021/2022,South East,Abia,Umuahia North,Ibeku East II,"Government Secondary School, Ibeku East II",Female,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,54,3,18.0
2021/2022,South East,Abia,Umuahia North,Ibeku East II,"Government Secondary School, Ibeku East II",Male,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,66,3,22.0
2021/2022,South East,Abia,Umuahia North,Ibeku East II,"Government Secondary School, Ibeku East II",Female,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,43,2,21.5
2021/2022,South East,Abia,Umuahia North,Ibeku East II,"Government Secondary School, Ibeku East II",Male,Non-Disabled,Public,Adult & Non-Formal Education,,,Unqualified,50,3,16.666666666666668
2021/2022,South East,Abia,Umuahia North,Ibeku East II,"Government Secondary School, Ibeku East II",Female,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,43,2,21.5
2021/2022,South East,Abia,Umuahia North,Ibeku East II,"Government Secondary School, Ibeku East II",Male,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,50,3,16.666666666666668
2021/2022,South East,Abia,Umuahia North,Ibeku East II,"Government Secondary School, Ibeku East II",Female,Disabled,Public,Adult & Non-Formal Education,,,Unqualified,43,2,21.5
2021/2022,South East,Abia,Umuahia North,Ibeku East II,"Government Secondary School, Ibeku East II",Male,Non-Disabled,Public,Adult & Non-Formal Education,,,Unqualified,50,3,16.666666666666668
2021/2022,South East,Abia,Umuahia North,Ibeku East II,"Unity College, Umuahia North",Female,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,54,3,18.0
2021/2022,South East,Abia,Umuahia North,Ibeku East II,"Unity College, Umuahia North",Male,Non-Disabled,Public,Adult & Non-Formal Education,,,Unqualified,83,4,20.75
2021/2022,South East,Abia,Umuahia North,Ibeku East II,"Unity College, Umuahia North",Female,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,54,3,18.0
2021/2022,South East,Abia,Umuahia North,Ibeku East II,"Unity College, Umuahia North",Male,Non-Disabled,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,83,4,20.75
2021/2022,South East,Abia,Umuahia North,Ibeku East II,"Unity College, Umuahia North",Female,Non-Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,54,3,18.0
2021/2022,South East,Abia,Umuahia North,Ibeku East II,"Unity College, Umuahia North",Male,Non-Disabled,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,66,3,22.0
2021/2022,South East,Abia,Umuahia North,Ibeku East II,"Unity College, Umuahia North",Female,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,43,2,21.5
2021/2022,South East,Abia,Umuahia North,Ibeku East II,"Unity College, Umuahia North",Male,Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,66,3,22.0
2021/2022,South East,Abia,Umuahia North,Ibeku East II,"Unity College, Umuahia North",Female,Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,54,3,18.0
2021/2022,South East,Abia,Umuahia North,Ibeku East II,"Unity College, Umuahia North",Male,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,50,3,16.666666666666668
2021/2022,South East,Abia,Umuahia North,Ibeku East II,"Unity College, Umuahia North",Female,Non-Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,32,2,16.0
2021/2022,South East,Abia,Umuahia North,Ibeku East II,"Unity College, Umuahia North",Male,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,50,3,16.666666666666668
2021/2022,South East,Abia,Umuahia South,Ahiaukwu  I,"Comprehensive High School, Ahiaukwu  I",Female,Non-Disabled,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,22,1,22.0
2021/2022,South East,Abia,Umuahia South,Ahiaukwu  I,"Comprehensive High School, Ahiaukwu  I",Male,Non-Disabled,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,33,2,16.5
2021/2022,South East,Abia,Umuahia South,Ahiaukwu  I,"Comprehensive High School, Ahiaukwu  I",Female,Non-Disabled,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,22,1,22.0
2021/2022,South East,Abia,Umuahia South,Ahiaukwu  I,"Comprehensive High School, Ahiaukwu  I",Male,Non-Disabled,Private,Adult & Non-Formal Education,,NCE,Qualified,16,1,16.0
2021/2022,South East,Abia,Umuahia South,Ahiaukwu  I,"Comprehensive High School, Ahiaukwu  I",Female,Disabled,Private,Adult & Non-Formal Education,,NCE,Qualified,11,1,11.0
2021/2022,South East,Abia,Umuahia South,Ahiaukwu  I,"Comprehensive High School, Ahiaukwu  I",Female,Non-Disabled,Private,Adult & Non-Formal Education,,,Unqualified,11,1,11.0
2021/2022,South East,Abia,Umuahia South,Ahiaukwu  I,"Comprehensive High School, Ahiaukwu  I",Male,Disabled,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,33,2,16.5
2021/2022,South East,Abia,Umuahia South,Ahiaukwu  I,"Comprehensive High School, Ahiaukwu  I",Female,Non-Disabled,Private,Adult & Non-Formal Education,,NCE,Qualified,22,1,22.0
2021/2022,South East,Abia,Umuahia South,Ahiaukwu  I,"Comprehensive High School, Ahiaukwu  I",Male,Non-Disabled,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,33,2,16.5
2021/2022,South East,Abia,Umuahia South,Ahiaukwu  I,"Comprehensive High School, Ahiaukwu  I",Female,Non-Disabled,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,32,2,16.0
2021/2022,South East,Abia,Umuahia South,Ahiaukwu  I,"Comprehensive High School, Ahiaukwu  I",Male,Disabled,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,50,3,16.666666666666668
2021/2022,South East,Abia,Umuahia South,Ahiaukwu  I,"Comprehensive High School, Ahiaukwu  I",Female,Non-Disabled,Private,Adult & Non-Formal Education,,NCE,Qualified,32,2,16.0
2021/2022,South East,Abia,Umuahia South,Ahiaukwu  I,"Comprehensive High School, Ahiaukwu  I",Male,Non-Disabled,Private,Adult & Non-Formal Education,,NCE,Qualified,33,2,16.5
2021/2022,South East,Abia,Umuahia South,Ahiaukwu  I,"Comprehensive High School, Ahiaukwu  I",Female,Non-Disabled,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,32,2,16.0
2021/2022,South East,Abia,Umuahia South,Ahiaukwu  I,"Comprehensive High School, Ahiaukwu  I",Male,Non-Disabled,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,33,2,16.5
2021/2022,South East,Abia,Umuahia South,Ahiaukwu  I,"Comprehensive High School, Ahiaukwu  I",Female,Non-Disabled,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,32,2,16.0
2021/2022,South East,Abia,Umuahia South,Ahiaukwu  I,"Comprehensive High School, Ahiaukwu  I",Male,Non-Disabled,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,33,2,16.5
2021/2022,South East,Abia,Umuahia South,Ahiaukwu  I,"Comprehensive High School, Ahiaukwu  I",Female,Non-Disabled,Private,Adult & Non-Formal Education,,,Unqualified,32,2,16.0
2021/2022,South East,Abia,Umuahia South,Ahiaukwu  I,"Comprehensive High School, Ahiaukwu  I",Male,Non-Disabled,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,33,2,16.5
2021/2022,South East,Abia,Umuahia South,Ahiaukwu  I,"Comprehensive High School, Ahiaukwu  I",Female,Non-Disabled,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,22,1,22.0
2021/2022,South East,Abia,Umuahia South,Ahiaukwu  I,"Comprehensive High School, Ahiaukwu  I",Male,Non-Disabled,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,33,2,16.5
2021/2022,South East,Abia,Umuahia South,Ahiaukwu  I,"Unity College, Umuahia South",Female,Non-Disabled,Public,Adult & Non-Formal Education,,,Unqualified,32,2,16.0
2021/2022,South East,Abia,Umuahia South,Ahiaukwu  I,"Unity College, Umuahia South",Male,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,50,3,16.666666666666668
2021/2022,South East,Abia,Umuahia South,Ahiaukwu  I,"Unity College, Umuahia South",Female,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,43,2,21.5
2021/2022,South East,Abia,Umuahia South,Ahiaukwu  I,"Unity College, Umuahia South",Male,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,66,3,22.0
2021/2022,South East,Abia,Umuahia South,Ahiaukwu  I,"Unity College, Umuahia South",Female,Non-Disabled,Public,Adult & Non-Formal Education,,PGDE,Qualified,32,2,16.0
2021/2022,South East,Abia,Umuahia South,Ahiaukwu  I,"Unity College, Umuahia South",Male,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,50,3,16.666666666666668
2021/2022,South East,Abia,Umuahia South,Ahiaukwu  I,"Unity College, Umuahia South",Female,Non-Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,32,2,16.0
2021/2022,South East,Abia,Umuahia South,Ahiaukwu  I,"Unity College, Umuahia South",Male,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,50,3,16.666666666666668
2021/2022,South East,Abia,Umuahia South,Ahiaukwu  I,"Unity College, Umuahia South",Female,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,32,2,16.0
2021/2022,South East,Abia,Umuahia South,Ahiaukwu  I,"Unity College, Umuahia South",Male,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,50,3,16.666666666666668
2021/2022,South East,Abia,Umuahia South,Ahiaukwu  I,"Unity College, Umuahia South",Female,Non-Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,32,2,16.0
2021/2022,South East,Abia,Umuahia South,Ahiaukwu  I,"Unity College, Umuahia South",Male,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,33,2,16.5
