session,zone,state,lga,ward,gender,disability,school_type,school_level,class_grade,student_count,school_count,classroom_count,computer_count,infrastructure_score,key_entry_level,is_o_level_student,school
2019/2020,North West,Jigawa,Gwiwa,Korayel,Male,Non-Disabled,Public,JSS,JSS3,34,1,1,1,53.0,,0,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Female,Disabled,Private,SSS,SSS1,0,0,0,0,55.0,SSS1,0,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Female,Non-Disabled,Private,SSS,SSS1,18,0,1,0,55.0,SSS1,1,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Female,Disabled,Public,SSS,SSS1,1,1,0,0,55.0,SSS1,0,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Female,Non-Disabled,Public,SSS,SSS1,39,1,1,1,55.0,SSS1,1,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Female,Disabled,Private,SSS,SSS2,0,0,0,0,55.0,,0,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Female,Non-Disabled,Private,SSS,SSS2,15,0,1,0,55.0,,1,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Female,Disabled,Public,SSS,SSS2,1,1,0,0,55.0,,0,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Female,Non-Disabled,Public,SSS,SSS2,32,1,1,1,55.0,,1,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Female,Disabled,Private,SSS,SSS3,0,0,0,0,55.0,,0,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Female,Non-Disabled,Private,SSS,SSS3,11,0,0,0,55.0,,1,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Female,Disabled,Public,SSS,SSS3,1,1,0,0,55.0,,0,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Female,Non-Disabled,Public,SSS,SSS3,25,1,1,1,55.0,,1,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Male,Disabled,Private,SSS,SSS1,0,0,0,0,55.0,SSS1,0,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Male,Non-Disabled,Private,SSS,SSS1,20,0,1,0,55.0,SSS1,1,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Male,Disabled,Public,SSS,SSS1,1,1,0,0,55.0,SSS1,0,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Male,Non-Disabled,Public,SSS,SSS1,42,1,1,1,55.0,SSS1,1,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Male,Disabled,Private,SSS,SSS2,0,0,0,0,55.0,,0,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Male,Non-Disabled,Private,SSS,SSS2,16,0,1,0,55.0,,1,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Male,Disabled,Public,SSS,SSS2,1,1,0,0,55.0,,0,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Male,Non-Disabled,Public,SSS,SSS2,34,1,1,1,55.0,,1,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Male,Disabled,Private,SSS,SSS3,0,0,0,0,55.0,,0,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Male,Non-Disabled,Private,SSS,SSS3,12,0,1,0,55.0,,1,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Male,Disabled,Public,SSS,SSS3,1,1,0,0,55.0,,0,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Male,Non-Disabled,Public,SSS,SSS3,26,1,1,1,55.0,,1,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Female,Disabled,Private,Vocational,Vocational Year 1,0,0,0,0,52.0,,0,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Female,Non-Disabled,Private,Vocational,Vocational Year 1,1,0,0,0,52.0,,0,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Female,Disabled,Public,Vocational,Vocational Year 1,0,0,0,0,52.0,,0,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Female,Non-Disabled,Public,Vocational,Vocational Year 1,1,0,0,0,52.0,,0,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Female,Disabled,Private,Vocational,Vocational Year 2,0,1,0,0,52.0,,0,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Female,Non-Disabled,Private,Vocational,Vocational Year 2,1,1,0,0,52.0,,0,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Female,Disabled,Public,Vocational,Vocational Year 2,0,0,0,0,52.0,,0,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Female,Non-Disabled,Public,Vocational,Vocational Year 2,1,0,0,0,52.0,,0,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Female,Disabled,Private,Vocational,Vocational Year 3,0,0,0,0,52.0,,0,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Female,Non-Disabled,Private,Vocational,Vocational Year 3,1,0,0,0,52.0,,0,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Female,Disabled,Public,Vocational,Vocational Year 3,0,0,0,0,52.0,,0,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Female,Non-Disabled,Public,Vocational,Vocational Year 3,1,0,0,0,52.0,,0,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Male,Disabled,Private,Vocational,Vocational Year 1,0,0,0,0,52.0,,0,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Male,Non-Disabled,Private,Vocational,Vocational Year 1,3,0,1,0,52.0,,0,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Male,Disabled,Public,Vocational,Vocational Year 1,0,0,0,0,52.0,,0,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Male,Non-Disabled,Public,Vocational,Vocational Year 1,2,0,0,0,52.0,,0,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Male,Disabled,Private,Vocational,Vocational Year 2,0,1,0,0,52.0,,0,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Male,Non-Disabled,Private,Vocational,Vocational Year 2,2,1,0,0,52.0,,0,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Male,Disabled,Public,Vocational,Vocational Year 2,0,0,0,0,52.0,,0,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Male,Non-Disabled,Public,Vocational,Vocational Year 2,2,0,0,0,52.0,,0,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Male,Disabled,Private,Vocational,Vocational Year 3,0,0,0,0,52.0,,0,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Male,Non-Disabled,Private,Vocational,Vocational Year 3,2,0,0,0,52.0,,0,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Male,Disabled,Public,Vocational,Vocational Year 3,0,0,0,0,52.0,,0,Junior Arabic Secondary School Tsubut
2019/2020,North West,Jigawa,Gwiwa,Korayel,Male,Non-Disabled,Public,Vocational,Vocational Year 3,2,0,0,0,52.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Female,Disabled,Private,JSS,JSS1,1,0,0,0,56.0,JSS1,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Female,Non-Disabled,Private,JSS,JSS1,23,0,1,0,56.0,JSS1,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Female,Disabled,Public,JSS,JSS1,2,1,0,0,56.0,JSS1,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Female,Non-Disabled,Public,JSS,JSS1,68,1,2,1,56.0,JSS1,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Female,Disabled,Private,JSS,JSS2,1,0,0,0,56.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Female,Non-Disabled,Private,JSS,JSS2,19,0,1,0,56.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Female,Disabled,Public,JSS,JSS2,2,1,0,0,56.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Female,Non-Disabled,Public,JSS,JSS2,56,1,2,1,56.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Female,Disabled,Private,JSS,JSS3,1,0,0,0,56.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Female,Non-Disabled,Private,JSS,JSS3,15,0,0,0,56.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Female,Disabled,Public,JSS,JSS3,1,1,0,0,56.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Female,Non-Disabled,Public,JSS,JSS3,45,1,1,1,56.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Male,Disabled,Private,JSS,JSS1,1,0,0,0,56.0,JSS1,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Male,Non-Disabled,Private,JSS,JSS1,23,0,1,0,56.0,JSS1,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Male,Disabled,Public,JSS,JSS1,2,1,0,0,56.0,JSS1,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Male,Non-Disabled,Public,JSS,JSS1,65,1,2,1,56.0,JSS1,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Male,Disabled,Private,JSS,JSS2,1,0,0,0,56.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Male,Non-Disabled,Private,JSS,JSS2,19,0,1,0,56.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Male,Disabled,Public,JSS,JSS2,1,1,0,0,56.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Male,Non-Disabled,Public,JSS,JSS2,53,1,2,1,56.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Male,Disabled,Private,JSS,JSS3,1,0,0,0,56.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Male,Non-Disabled,Private,JSS,JSS3,15,0,0,0,56.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Male,Disabled,Public,JSS,JSS3,1,1,0,0,56.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Male,Non-Disabled,Public,JSS,JSS3,42,1,1,1,56.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Female,Disabled,Private,SSS,SSS1,0,0,0,0,58.0,SSS1,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Female,Non-Disabled,Private,SSS,SSS1,23,0,1,0,58.0,SSS1,1,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Female,Disabled,Public,SSS,SSS1,1,1,0,0,58.0,SSS1,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Female,Non-Disabled,Public,SSS,SSS1,41,1,1,1,58.0,SSS1,1,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Female,Disabled,Private,SSS,SSS2,0,0,0,0,58.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Female,Non-Disabled,Private,SSS,SSS2,18,0,1,0,58.0,,1,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Female,Disabled,Public,SSS,SSS2,0,1,0,0,58.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Female,Non-Disabled,Public,SSS,SSS2,33,1,1,1,58.0,,1,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Female,Disabled,Private,SSS,SSS3,0,0,0,0,58.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Female,Non-Disabled,Private,SSS,SSS3,14,0,1,0,58.0,,1,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Female,Disabled,Public,SSS,SSS3,0,1,0,0,58.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Female,Non-Disabled,Public,SSS,SSS3,26,1,1,0,58.0,,1,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Male,Disabled,Private,SSS,SSS1,0,0,0,0,58.0,SSS1,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Male,Non-Disabled,Private,SSS,SSS1,25,0,1,1,58.0,SSS1,1,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Male,Disabled,Public,SSS,SSS1,1,1,0,0,58.0,SSS1,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Male,Non-Disabled,Public,SSS,SSS1,48,1,2,1,58.0,SSS1,1,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Male,Disabled,Private,SSS,SSS2,0,0,0,0,58.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Male,Non-Disabled,Private,SSS,SSS2,20,0,1,0,58.0,,1,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Male,Disabled,Public,SSS,SSS2,1,1,0,0,58.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Male,Non-Disabled,Public,SSS,SSS2,39,1,1,1,58.0,,1,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Male,Disabled,Private,SSS,SSS3,0,0,0,0,58.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Male,Non-Disabled,Private,SSS,SSS3,16,0,1,0,58.0,,1,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Male,Disabled,Public,SSS,SSS3,1,1,0,0,58.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Male,Non-Disabled,Public,SSS,SSS3,30,1,1,1,58.0,,1,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Female,Disabled,Private,Vocational,Vocational Year 1,0,0,0,0,55.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Female,Non-Disabled,Private,Vocational,Vocational Year 1,1,0,0,0,55.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Female,Disabled,Public,Vocational,Vocational Year 1,0,0,0,0,55.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Female,Non-Disabled,Public,Vocational,Vocational Year 1,1,1,0,0,55.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Female,Disabled,Private,Vocational,Vocational Year 2,0,0,0,0,55.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Female,Non-Disabled,Private,Vocational,Vocational Year 2,1,0,0,0,55.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Female,Disabled,Public,Vocational,Vocational Year 2,0,0,0,0,55.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Female,Non-Disabled,Public,Vocational,Vocational Year 2,1,1,0,0,55.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Female,Disabled,Private,Vocational,Vocational Year 3,0,0,0,0,55.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Female,Non-Disabled,Private,Vocational,Vocational Year 3,0,0,0,0,55.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Female,Disabled,Public,Vocational,Vocational Year 3,0,1,0,0,55.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Female,Non-Disabled,Public,Vocational,Vocational Year 3,1,1,0,0,55.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Male,Disabled,Private,Vocational,Vocational Year 1,0,0,0,0,55.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Male,Non-Disabled,Private,Vocational,Vocational Year 1,2,0,0,0,55.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Male,Disabled,Public,Vocational,Vocational Year 1,0,1,0,0,55.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Male,Non-Disabled,Public,Vocational,Vocational Year 1,3,1,1,0,55.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Male,Disabled,Private,Vocational,Vocational Year 2,0,0,0,0,55.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Male,Non-Disabled,Private,Vocational,Vocational Year 2,2,0,0,0,55.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Male,Disabled,Public,Vocational,Vocational Year 2,0,0,0,0,55.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Male,Non-Disabled,Public,Vocational,Vocational Year 2,3,1,1,0,55.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Male,Disabled,Private,Vocational,Vocational Year 3,0,0,0,0,55.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Male,Non-Disabled,Private,Vocational,Vocational Year 3,1,0,0,0,55.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Male,Disabled,Public,Vocational,Vocational Year 3,0,1,0,0,55.0,,0,Junior Arabic Secondary School Tsubut
2020/2021,North West,Jigawa,Gwiwa,Korayel,Male,Non-Disabled,Public,Vocational,Vocational Year 3,2,1,0,0,55.0,,0,Junior Arabic Secondary School Tsubut
2021/2022,North West,Jigawa,Gwiwa,Korayel,Female,Disabled,Private,JSS,JSS1,1,0,0,0,59.0,JSS1,0,Junior Arabic Secondary School Tsubut
2021/2022,North West,Jigawa,Gwiwa,Korayel,Female,Non-Disabled,Private,JSS,JSS1,25,0,1,0,59.0,JSS1,0,Junior Arabic Secondary School Tsubut
2021/2022,North West,Jigawa,Gwiwa,Korayel,Female,Disabled,Public,JSS,JSS1,2,1,0,0,59.0,JSS1,0,Junior Arabic Secondary School Tsubut
2021/2022,North West,Jigawa,Gwiwa,Korayel,Female,Non-Disabled,Public,JSS,JSS1,72,1,2,1,59.0,JSS1,0,Junior Arabic Secondary School Tsubut
2021/2022,North West,Jigawa,Gwiwa,Korayel,Female,Disabled,Private,JSS,JSS2,1,0,0,0,59.0,,0,Junior Arabic Secondary School Tsubut
2021/2022,North West,Jigawa,Gwiwa,Korayel,Female,Non-Disabled,Private,JSS,JSS2,21,0,1,0,59.0,,0,Junior Arabic Secondary School Tsubut
2021/2022,North West,Jigawa,Gwiwa,Korayel,Female,Disabled,Public,JSS,JSS2,2,1,0,0,59.0,,0,Junior Arabic Secondary School Tsubut
2021/2022,North West,Jigawa,Gwiwa,Korayel,Female,Non-Disabled,Public,JSS,JSS2,59,1,2,1,59.0,,0,Junior Arabic Secondary School Tsubut
2021/2022,North West,Jigawa,Gwiwa,Korayel,Female,Disabled,Private,JSS,JSS3,1,0,0,0,59.0,,0,Junior Arabic Secondary School Tsubut
2021/2022,North West,Jigawa,Gwiwa,Korayel,Female,Non-Disabled,Private,JSS,JSS3,17,0,1,0,59.0,,0,Junior Arabic Secondary School Tsubut
2021/2022,North West,Jigawa,Gwiwa,Korayel,Female,Disabled,Public,JSS,JSS3,1,1,0,0,59.0,,0,Junior Arabic Secondary School Tsubut
2021/2022,North West,Jigawa,Gwiwa,Korayel,Female,Non-Disabled,Public,JSS,JSS3,47,1,1,1,59.0,,0,Junior Arabic Secondary School Tsubut
2021/2022,North West,Jigawa,Gwiwa,Korayel,Male,Disabled,Private,JSS,JSS1,1,0,0,0,59.0,JSS1,0,Junior Arabic Secondary School Tsubut
2021/2022,North West,Jigawa,Gwiwa,Korayel,Male,Non-Disabled,Private,JSS,JSS1,22,0,1,0,59.0,JSS1,0,Junior Arabic Secondary School Tsubut
2021/2022,North West,Jigawa,Gwiwa,Korayel,Male,Disabled,Public,JSS,JSS1,2,1,0,0,59.0,JSS1,0,Junior Arabic Secondary School Tsubut
2021/2022,North West,Jigawa,Gwiwa,Korayel,Male,Non-Disabled,Public,JSS,JSS1,69,1,2,1,59.0,JSS1,0,Junior Arabic Secondary School Tsubut
2021/2022,North West,Jigawa,Gwiwa,Korayel,Male,Disabled,Private,JSS,JSS2,1,0,0,0,59.0,,0,Junior Arabic Secondary School Tsubut
2021/2022,North West,Jigawa,Gwiwa,Korayel,Male,Non-Disabled,Private,JSS,JSS2,18,0,1,0,59.0,,0,Junior Arabic Secondary School Tsubut
2021/2022,North West,Jigawa,Gwiwa,Korayel,Male,Disabled,Public,JSS,JSS2,2,1,0,0,59.0,,0,Junior Arabic Secondary School Tsubut
2021/2022,North West,Jigawa,Gwiwa,Korayel,Male,Non-Disabled,Public,JSS,JSS2,57,1,2,1,59.0,,0,Junior Arabic Secondary School Tsubut
2021/2022,North West,Jigawa,Gwiwa,Korayel,Male,Disabled,Private,JSS,JSS3,0,0,0,0,59.0,,0,Junior Arabic Secondary School Tsubut
2021/2022,North West,Jigawa,Gwiwa,Korayel,Male,Non-Disabled,Private,JSS,JSS3,14,0,0,0,59.0,,0,Junior Arabic Secondary School Tsubut
2021/2022,North West,Jigawa,Gwiwa,Korayel,Male,Disabled,Public,JSS,JSS3,1,1,0,0,59.0,,0,Junior Arabic Secondary School Tsubut
2021/2022,North West,Jigawa,Gwiwa,Korayel,Male,Non-Disabled,Public,JSS,JSS3,45,1,1,1,59.0,,0,Junior Arabic Secondary School Tsubut
2021/2022,North West,Jigawa,Gwiwa,Korayel,Female,Disabled,Private,SSS,SSS1,1,0,0,0,61.0,SSS1,0,Junior Arabic Secondary School Tsubut
