session,zone,state,lga,ward,gender,disability,school_type,school_level,class_grade,student_count,school_count,classroom_count,computer_count,infrastructure_score,key_entry_level,is_o_level_student,school
2023/2024,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,97,1,2,1,78.8,,0,"BISHOP MICHAEL ENEJE, UMABOR"
2023/2024,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Disabled,Public,Pre-Primary/Primary,Primary 2,6,1,0,0,78.8,,0,Bethel Best  Care Primary School Opi Agu Nsukka
2023/2024,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,181,1,5,2,78.8,,0,CITY OF GRACE NURSERY SCHOOL NSUKKA
2023/2024,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Disabled,Private,Pre-Primary/Primary,Primary 3,3,1,0,0,78.8,,0,"COMMUNITY PRIMARY SCHOOL, NKWO AGU OPI"
2023/2024,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,87,1,2,1,78.8,,0,DE MARVEL MONTESSOR INT. PRIM/SCH
2023/2024,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Disabled,Public,Pre-Primary/Primary,Primary 3,5,1,0,0,78.8,,0,DE MARVEL MONTESSOR INTL PRIMARY SCHOOL UMABOR  EHA- ALUMONA
2023/2024,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,163,1,4,2,78.8,,0,DIVIINE GRACE PRIMARY  SCHOOL UMUOKA ELE EDE OBALLA
2023/2024,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Disabled,Private,Pre-Primary/Primary,Primary 4,3,1,0,0,78.8,,0,"EDEM UMUABOR PRIMARY SCHOOL, EHA ALUMONA"
2023/2024,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,80,1,2,1,78.8,,0,ELSHADIA ACADEMY
2023/2024,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Disabled,Public,Pre-Primary/Primary,Primary 4,5,1,0,0,78.8,,0,"IYIOGWU PRIMARY SCHOOL, UMUABOR"
2023/2024,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,149,1,4,1,78.8,,0,JESUS LIVETH PRIMARY SCHOOL ALOR UNO
2023/2024,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Disabled,Private,Pre-Primary/Primary,Primary 5,2,1,0,0,78.8,,0,MADONNA PRIMARY SCHOOL EHA ALUMONA
2023/2024,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 5,75,1,2,1,78.8,,0,OWERRE UMABOR PRIMARY SCHOOL EHA-ALUMONA
2023/2024,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Disabled,Public,Pre-Primary/Primary,Primary 5,4,1,0,0,78.8,,0,"ST. LUKES PRIMARY  SCHOOL, UMABOR EHA-ALUMONA"
2023/2024,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,139,1,4,1,78.8,,0,St. Marys Primary School
2023/2024,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Disabled,Private,Pre-Primary/Primary,Primary 6,2,1,0,0,78.8,,0,"THE GOOD SHEPHERD PRIMARY SCHOOL,EDE OBALLA, NSUKKA"
2023/2024,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 6,68,1,2,1,78.8,,0,AMICUS PRIMARY SCHOOL NSUKKA
2023/2024,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Disabled,Public,Pre-Primary/Primary,Primary 6,4,1,0,0,78.8,,0,"BISHOP MICHAEL ENEJE, UMABOR"
2023/2024,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,126,1,3,1,78.8,,0,Bethel Best  Care Primary School Opi Agu Nsukka
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Female,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 1,0,0,0,0,73.8,,0,CITY OF GRACE NURSERY SCHOOL NSUKKA
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Female,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 1,0,0,1,0,73.8,,0,"COMMUNITY PRIMARY SCHOOL, NKWO AGU OPI"
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Female,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 1,0,0,0,0,73.8,,0,DE MARVEL MONTESSOR INT. PRIM/SCH
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Female,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 1,0,0,1,1,73.8,,0,DE MARVEL MONTESSOR INTL PRIMARY SCHOOL UMABOR  EHA- ALUMONA
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Female,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,0,0,0,0,73.8,,0,DIVIINE GRACE PRIMARY  SCHOOL UMUOKA ELE EDE OBALLA
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Female,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,0,0,0,0,73.8,,0,"EDEM UMUABOR PRIMARY SCHOOL, EHA ALUMONA"
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Female,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,0,0,0,0,73.8,,0,ELSHADIA ACADEMY
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Female,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,0,0,1,0,73.8,,0,"IYIOGWU PRIMARY SCHOOL, UMUABOR"
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Female,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,0,0,0,0,73.8,,0,JESUS LIVETH PRIMARY SCHOOL ALOR UNO
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Female,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,0,0,0,0,73.8,,0,MADONNA PRIMARY SCHOOL EHA ALUMONA
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Female,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,0,0,0,0,73.8,,0,OWERRE UMABOR PRIMARY SCHOOL EHA-ALUMONA
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Female,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,0,0,0,0,73.8,,0,"ST. LUKES PRIMARY  SCHOOL, UMABOR EHA-ALUMONA"
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 1,0,0,0,0,73.8,,0,St. Marys Primary School
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 1,0,0,1,0,73.8,,0,"THE GOOD SHEPHERD PRIMARY SCHOOL,EDE OBALLA, NSUKKA"
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 1,0,0,0,0,73.8,,0,AMICUS PRIMARY SCHOOL NSUKKA
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 1,0,0,1,1,73.8,,0,"BISHOP MICHAEL ENEJE, UMABOR"
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,0,0,0,0,73.8,,0,Bethel Best  Care Primary School Opi Agu Nsukka
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,0,0,0,0,73.8,,0,CITY OF GRACE NURSERY SCHOOL NSUKKA
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,0,0,0,0,73.8,,0,"COMMUNITY PRIMARY SCHOOL, NKWO AGU OPI"
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,0,0,1,1,73.8,,0,DE MARVEL MONTESSOR INT. PRIM/SCH
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,0,0,0,0,73.8,,0,DE MARVEL MONTESSOR INTL PRIMARY SCHOOL UMABOR  EHA- ALUMONA
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,0,0,0,0,73.8,,0,DIVIINE GRACE PRIMARY  SCHOOL UMUOKA ELE EDE OBALLA
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,0,0,0,0,73.8,,0,"EDEM UMUABOR PRIMARY SCHOOL, EHA ALUMONA"
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,0,0,0,0,73.8,,0,ELSHADIA ACADEMY
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Female,Disabled,Private,Pre-Primary/Primary,Primary 1,1,1,0,0,77.8,Primary 1,0,"IYIOGWU PRIMARY SCHOOL, UMUABOR"
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,30,1,3,1,77.8,Primary 1,0,JESUS LIVETH PRIMARY SCHOOL ALOR UNO
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Female,Disabled,Public,Pre-Primary/Primary,Primary 1,2,1,0,0,77.8,Primary 1,0,MADONNA PRIMARY SCHOOL EHA ALUMONA
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,66,1,5,2,77.8,Primary 1,0,OWERRE UMABOR PRIMARY SCHOOL EHA-ALUMONA
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Female,Disabled,Private,Pre-Primary/Primary,Primary 2,1,1,0,0,77.8,,0,"ST. LUKES PRIMARY  SCHOOL, UMABOR EHA-ALUMONA"
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,27,1,2,1,77.8,,0,St. Marys Primary School
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Female,Disabled,Public,Pre-Primary/Primary,Primary 2,2,1,0,0,77.8,,0,"THE GOOD SHEPHERD PRIMARY SCHOOL,EDE OBALLA, NSUKKA"
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,59,1,5,2,77.8,,0,AMICUS PRIMARY SCHOOL NSUKKA
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Female,Disabled,Private,Pre-Primary/Primary,Primary 3,1,1,0,0,77.8,,0,"BISHOP MICHAEL ENEJE, UMABOR"
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,24,1,2,1,77.8,,0,Bethel Best  Care Primary School Opi Agu Nsukka
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Female,Disabled,Public,Pre-Primary/Primary,Primary 3,2,1,0,0,77.8,,0,CITY OF GRACE NURSERY SCHOOL NSUKKA
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,53,1,4,2,77.8,,0,"COMMUNITY PRIMARY SCHOOL, NKWO AGU OPI"
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Female,Disabled,Private,Pre-Primary/Primary,Primary 4,1,1,0,0,77.8,,0,DE MARVEL MONTESSOR INT. PRIM/SCH
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,22,1,2,1,77.8,,0,DE MARVEL MONTESSOR INTL PRIMARY SCHOOL UMABOR  EHA- ALUMONA
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Female,Disabled,Public,Pre-Primary/Primary,Primary 4,2,1,0,0,77.8,,0,DIVIINE GRACE PRIMARY  SCHOOL UMUOKA ELE EDE OBALLA
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,48,1,4,2,77.8,,0,"EDEM UMUABOR PRIMARY SCHOOL, EHA ALUMONA"
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Female,Disabled,Private,Pre-Primary/Primary,Primary 5,1,1,0,0,77.8,,0,ELSHADIA ACADEMY
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 5,21,1,2,1,77.8,,0,"IYIOGWU PRIMARY SCHOOL, UMUABOR"
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Female,Disabled,Public,Pre-Primary/Primary,Primary 5,2,1,0,0,77.8,,0,JESUS LIVETH PRIMARY SCHOOL ALOR UNO
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,45,1,4,2,77.8,,0,MADONNA PRIMARY SCHOOL EHA ALUMONA
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Female,Disabled,Private,Pre-Primary/Primary,Primary 6,1,1,0,0,77.8,,0,OWERRE UMABOR PRIMARY SCHOOL EHA-ALUMONA
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 6,19,1,2,1,77.8,,0,"ST. LUKES PRIMARY  SCHOOL, UMABOR EHA-ALUMONA"
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Female,Disabled,Public,Pre-Primary/Primary,Primary 6,1,1,0,0,77.8,,0,St. Marys Primary School
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,41,1,3,1,77.8,,0,"THE GOOD SHEPHERD PRIMARY SCHOOL,EDE OBALLA, NSUKKA"
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Disabled,Private,Pre-Primary/Primary,Primary 1,1,1,0,0,77.8,Primary 1,0,AMICUS PRIMARY SCHOOL NSUKKA
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,31,1,3,1,77.8,Primary 1,0,"BISHOP MICHAEL ENEJE, UMABOR"
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Disabled,Public,Pre-Primary/Primary,Primary 1,2,1,0,0,77.8,Primary 1,0,Bethel Best  Care Primary School Opi Agu Nsukka
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,63,1,5,2,77.8,Primary 1,0,CITY OF GRACE NURSERY SCHOOL NSUKKA
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Disabled,Private,Pre-Primary/Primary,Primary 2,1,1,0,0,77.8,,0,"COMMUNITY PRIMARY SCHOOL, NKWO AGU OPI"
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,27,1,2,1,77.8,,0,DE MARVEL MONTESSOR INT. PRIM/SCH
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Disabled,Public,Pre-Primary/Primary,Primary 2,2,1,0,0,77.8,,0,DE MARVEL MONTESSOR INTL PRIMARY SCHOOL UMABOR  EHA- ALUMONA
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,56,1,5,2,77.8,,0,DIVIINE GRACE PRIMARY  SCHOOL UMUOKA ELE EDE OBALLA
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Disabled,Private,Pre-Primary/Primary,Primary 3,1,1,0,0,77.8,,0,"EDEM UMUABOR PRIMARY SCHOOL, EHA ALUMONA"
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,25,1,2,1,77.8,,0,ELSHADIA ACADEMY
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Disabled,Public,Pre-Primary/Primary,Primary 3,2,1,0,0,77.8,,0,"IYIOGWU PRIMARY SCHOOL, UMUABOR"
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,51,1,4,2,77.8,,0,JESUS LIVETH PRIMARY SCHOOL ALOR UNO
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Disabled,Private,Pre-Primary/Primary,Primary 4,1,1,0,0,77.8,,0,MADONNA PRIMARY SCHOOL EHA ALUMONA
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,22,1,2,1,77.8,,0,OWERRE UMABOR PRIMARY SCHOOL EHA-ALUMONA
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Disabled,Public,Pre-Primary/Primary,Primary 4,2,1,0,0,77.8,,0,"ST. LUKES PRIMARY  SCHOOL, UMABOR EHA-ALUMONA"
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,46,1,4,2,77.8,,0,St. Marys Primary School
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Disabled,Private,Pre-Primary/Primary,Primary 5,1,1,0,0,77.8,,0,"THE GOOD SHEPHERD PRIMARY SCHOOL,EDE OBALLA, NSUKKA"
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 5,21,1,2,1,77.8,,0,AMICUS PRIMARY SCHOOL NSUKKA
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Disabled,Public,Pre-Primary/Primary,Primary 5,1,1,0,0,77.8,,0,"BISHOP MICHAEL ENEJE, UMABOR"
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,43,1,4,1,77.8,,0,Bethel Best  Care Primary School Opi Agu Nsukka
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Disabled,Private,Pre-Primary/Primary,Primary 6,1,1,0,0,77.8,,0,CITY OF GRACE NURSERY SCHOOL NSUKKA
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 6,19,1,2,1,77.8,,0,"COMMUNITY PRIMARY SCHOOL, NKWO AGU OPI"
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Disabled,Public,Pre-Primary/Primary,Primary 6,1,1,0,0,77.8,,0,DE MARVEL MONTESSOR INT. PRIM/SCH
2024/2025,South East,Enugu,Nsukka,Agbemebe/Umabor,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,39,1,3,1,77.8,,0,DE MARVEL MONTESSOR INTL PRIMARY SCHOOL UMABOR  EHA- ALUMONA
2019/2020,South East,Enugu,Nsukka,Agbemebe/Umabor,Female,Disabled,Private,JSS,JSS1,1,0,0,0,72.8,JSS1,0,AGU UMABOR  COMMUNITY  SECONDARY SCHOOL  EHA-ALUMONA
2019/2020,South East,Enugu,Nsukka,Agbemebe/Umabor,Female,Non-Disabled,Private,JSS,JSS1,20,0,1,0,72.8,JSS1,0,CENTRE FOR ACADEMIC AND VOCATIONAL TRAINING FOR SPECIAL NEEDS CHILDREN (CAVTSN) SPECIAL SCHOOL NSUKKA
2019/2020,South East,Enugu,Nsukka,Agbemebe/Umabor,Female,Disabled,Public,JSS,JSS1,2,1,0,0,72.8,JSS1,0,"COMMUNITY HIGH SCHOOL, UMABOR EHA-ALUMONA"
2019/2020,South East,Enugu,Nsukka,Agbemebe/Umabor,Female,Non-Disabled,Public,JSS,JSS1,60,1,1,1,72.8,JSS1,0,"OUR SAVIOUR THE KING COLLEGE, UMABOR, EHA-ALUMONA"
2019/2020,South East,Enugu,Nsukka,Agbemebe/Umabor,Female,Disabled,Private,JSS,JSS2,1,0,0,0,72.8,,0,AGU UMABOR  COMMUNITY  SECONDARY SCHOOL  EHA-ALUMONA
2019/2020,South East,Enugu,Nsukka,Agbemebe/Umabor,Female,Non-Disabled,Private,JSS,JSS2,17,0,1,0,72.8,,0,CENTRE FOR ACADEMIC AND VOCATIONAL TRAINING FOR SPECIAL NEEDS CHILDREN (CAVTSN) SPECIAL SCHOOL NSUKKA
2019/2020,South East,Enugu,Nsukka,Agbemebe/Umabor,Female,Disabled,Public,JSS,JSS2,2,1,0,0,72.8,,0,"COMMUNITY HIGH SCHOOL, UMABOR EHA-ALUMONA"
2019/2020,South East,Enugu,Nsukka,Agbemebe/Umabor,Female,Non-Disabled,Public,JSS,JSS2,49,1,1,1,72.8,,0,"OUR SAVIOUR THE KING COLLEGE, UMABOR, EHA-ALUMONA"
2019/2020,South East,Enugu,Nsukka,Agbemebe/Umabor,Female,Disabled,Private,JSS,JSS3,1,0,0,0,72.8,,0,AGU UMABOR  COMMUNITY  SECONDARY SCHOOL  EHA-ALUMONA
