session,zone,state,lga,ward,school,gender,disability,exam_body,gap_band,institution_type,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years
2020/2021,North East,Gombe,Balanga,Dadiya,"Government Secondary School, Dadiya",Male,Disabled,NECO,2-year,Polytechnic,5,2,0,0,0,2.0
2020/2021,North East,Gombe,Balanga,Dadiya,"Government Secondary School, Dadiya",Male,Disabled,NECO,3-5-year,Polytechnic,5,2,0,0,0,1.5
2020/2021,North East,Gombe,Balanga,Dadiya,"Government Secondary School, Dadiya",Male,Disabled,NECO,5+-year,Polytechnic,2,2,0,0,0,1.5
2020/2021,North East,Gombe,Balanga,Dadiya,"Government Secondary School, Dadiya",Male,Disabled,WAEC,1-year,Polytechnic,12,6,3,3,0,1.0
2020/2021,North East,Gombe,Balanga,Dadiya,"Government Secondary School, Dadiya",Male,Disabled,WAEC,2-year,Polytechnic,7,4,0,0,0,2.0
2020/2021,North East,Gombe,Balanga,Dadiya,"Government Secondary School, Dadiya",Male,Disabled,WAEC,3-5-year,Polytechnic,5,2,0,0,0,1.5
2020/2021,North East,Gombe,Balanga,Dadiya,"Government Secondary School, Dadiya",Male,Disabled,WAEC,5+-year,Polytechnic,2,2,0,0,0,1.5
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Female,ALL,NABTEB,1-year,University,52,33,9,9,0,1.0
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Female,ALL,NABTEB,2-year,University,31,20,4,5,0,2.0
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Female,ALL,NABTEB,3-5-year,University,19,10,4,5,0,1.5
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Female,ALL,NABTEB,5+-year,University,9,5,4,0,4,1.5
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Female,ALL,NECO,1-year,University,82,46,13,13,0,1.0
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Female,ALL,NECO,2-year,University,43,25,8,9,0,2.0
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Female,ALL,NECO,3-5-year,University,36,21,8,5,3,1.5
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Female,ALL,NECO,5+-year,University,23,12,4,5,0,1.5
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Female,ALL,WAEC,1-year,University,129,76,26,21,5,1.0
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Female,ALL,WAEC,2-year,University,82,50,17,14,3,2.0
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Female,ALL,WAEC,3-5-year,University,52,31,10,11,0,1.5
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Female,ALL,WAEC,5+-year,University,27,17,3,3,0,1.5
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Female,Disabled,NABTEB,1-year,University,7,2,4,5,0,1.0
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Female,Disabled,NABTEB,2-year,University,2,2,0,0,0,2.0
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Female,Disabled,NABTEB,3-5-year,University,2,2,0,0,0,1.5
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Female,Disabled,NABTEB,5+-year,University,2,0,0,0,0,1.5
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Female,Disabled,NECO,1-year,University,10,7,4,5,0,1.0
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Female,Disabled,NECO,2-year,University,5,5,0,0,0,2.0
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Female,Disabled,NECO,3-5-year,University,5,2,0,0,0,1.5
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Female,Disabled,NECO,5+-year,University,3,0,0,0,0,1.5
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Female,Disabled,WAEC,1-year,University,15,8,3,3,0,1.0
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Female,Disabled,WAEC,2-year,University,10,4,0,0,0,2.0
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Female,Disabled,WAEC,3-5-year,University,5,4,0,0,0,1.5
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Female,Disabled,WAEC,5+-year,University,3,2,0,0,0,1.5
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Male,ALL,NABTEB,1-year,University,47,25,4,5,0,1.0
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Male,ALL,NABTEB,2-year,University,31,15,4,5,0,2.0
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Male,ALL,NABTEB,3-5-year,University,21,13,4,0,4,1.5
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Male,ALL,NABTEB,5+-year,University,9,5,0,0,0,1.5
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Male,ALL,NECO,1-year,University,77,44,13,13,0,1.0
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Male,ALL,NECO,2-year,University,51,30,8,9,0,2.0
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Male,ALL,NECO,3-5-year,University,31,18,8,5,3,1.5
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Male,ALL,NECO,5+-year,University,18,12,4,5,0,1.5
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Male,ALL,WAEC,1-year,University,119,68,17,14,3,1.0
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Male,ALL,WAEC,2-year,University,67,39,10,11,0,2.0
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Male,ALL,WAEC,3-5-year,University,47,27,7,7,0,1.5
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Male,ALL,WAEC,5+-year,University,32,19,7,3,4,1.5
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Male,Disabled,NABTEB,1-year,University,5,2,0,0,0,1.0
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Male,Disabled,NABTEB,2-year,University,2,2,0,0,0,2.0
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Male,Disabled,NABTEB,3-5-year,University,2,0,0,0,0,1.5
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Male,Disabled,NABTEB,5+-year,University,2,0,0,0,0,1.5
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Male,Disabled,NECO,1-year,University,10,5,4,5,0,1.0
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Male,Disabled,NECO,2-year,University,5,2,0,0,0,2.0
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Male,Disabled,NECO,3-5-year,University,5,2,0,0,0,1.5
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Male,Disabled,NECO,5+-year,University,3,2,0,0,0,1.5
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Male,Disabled,WAEC,1-year,University,15,8,3,3,0,1.0
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Male,Disabled,WAEC,2-year,University,7,4,0,0,0,2.0
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Male,Disabled,WAEC,3-5-year,University,7,2,0,0,0,1.5
2020/2021,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Male,Disabled,WAEC,5+-year,University,3,2,0,0,0,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Female,ALL,NABTEB,1-year,College of Education,47,28,13,9,4,1.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Female,ALL,NABTEB,2-year,College of Education,28,15,4,5,0,2.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Female,ALL,NABTEB,3-5-year,College of Education,19,13,4,5,0,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Female,ALL,NABTEB,5+-year,College of Education,12,8,4,5,0,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Female,ALL,NECO,1-year,College of Education,102,62,21,18,3,1.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Female,ALL,NECO,2-year,College of Education,61,37,13,13,0,2.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Female,ALL,NECO,3-5-year,College of Education,49,28,13,9,4,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Female,ALL,NECO,5+-year,College of Education,18,12,4,5,0,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Female,ALL,WAEC,1-year,College of Education,124,74,26,25,1,1.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Female,ALL,WAEC,2-year,College of Education,77,45,17,14,3,2.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Female,ALL,WAEC,3-5-year,College of Education,45,27,10,11,0,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Female,ALL,WAEC,5+-year,College of Education,27,17,7,3,4,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Female,Disabled,NABTEB,1-year,College of Education,5,3,4,5,0,1.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Female,Disabled,NABTEB,2-year,College of Education,2,3,0,0,0,2.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Female,Disabled,NABTEB,3-5-year,College of Education,2,0,0,0,0,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Female,Disabled,NABTEB,5+-year,College of Education,0,0,0,0,0,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Female,Disabled,NECO,1-year,College of Education,10,5,4,5,0,1.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Female,Disabled,NECO,2-year,College of Education,5,2,0,0,0,2.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Female,Disabled,NECO,3-5-year,College of Education,3,2,0,0,0,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Female,Disabled,NECO,5+-year,College of Education,3,2,0,0,0,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Female,Disabled,WAEC,1-year,College of Education,10,4,3,3,0,1.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Female,Disabled,WAEC,2-year,College of Education,7,4,0,0,0,2.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Female,Disabled,WAEC,3-5-year,College of Education,3,2,0,0,0,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Female,Disabled,WAEC,5+-year,College of Education,3,2,0,0,0,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Male,ALL,NABTEB,1-year,College of Education,52,28,9,9,0,1.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Male,ALL,NABTEB,2-year,College of Education,33,18,4,5,0,2.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Male,ALL,NABTEB,3-5-year,College of Education,16,10,4,5,0,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Male,ALL,NABTEB,5+-year,College of Education,12,8,4,0,4,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Male,ALL,NECO,1-year,College of Education,120,73,29,27,2,1.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Male,ALL,NECO,2-year,College of Education,74,46,17,18,0,2.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Male,ALL,NECO,3-5-year,College of Education,46,28,8,9,0,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Male,ALL,NECO,5+-year,College of Education,28,18,8,5,3,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Male,ALL,WAEC,1-year,College of Education,129,76,26,21,5,1.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Male,ALL,WAEC,2-year,College of Education,92,56,17,14,3,2.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Male,ALL,WAEC,3-5-year,College of Education,57,33,10,11,0,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Male,ALL,WAEC,5+-year,College of Education,20,12,3,3,0,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Male,Disabled,NABTEB,1-year,College of Education,5,2,4,5,0,1.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Male,Disabled,NABTEB,2-year,College of Education,2,3,0,0,0,2.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Male,Disabled,NABTEB,3-5-year,College of Education,2,0,0,0,0,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Male,Disabled,NABTEB,5+-year,College of Education,0,0,0,0,0,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Male,Disabled,NECO,1-year,College of Education,10,5,4,5,0,1.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Male,Disabled,NECO,2-year,College of Education,5,2,0,0,0,2.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Male,Disabled,NECO,3-5-year,College of Education,3,2,0,0,0,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Male,Disabled,NECO,5+-year,College of Education,3,2,0,0,0,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Male,Disabled,WAEC,1-year,College of Education,10,6,3,3,0,1.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Male,Disabled,WAEC,2-year,College of Education,7,4,0,0,0,2.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Male,Disabled,WAEC,3-5-year,College of Education,5,2,0,0,0,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Male,Disabled,WAEC,5+-year,College of Education,3,2,0,0,0,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Female,ALL,NABTEB,1-year,Polytechnic,54,31,9,5,4,1.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Female,ALL,NABTEB,2-year,Polytechnic,31,18,4,5,0,2.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Female,ALL,NABTEB,3-5-year,Polytechnic,19,10,4,5,0,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Female,ALL,NABTEB,5+-year,Polytechnic,9,8,0,0,0,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Female,ALL,NECO,1-year,Polytechnic,87,53,13,9,4,1.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Female,ALL,NECO,2-year,Polytechnic,61,37,8,9,0,2.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Female,ALL,NECO,3-5-year,Polytechnic,38,23,8,5,3,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Female,ALL,NECO,5+-year,Polytechnic,20,12,4,5,0,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Female,ALL,WAEC,1-year,Polytechnic,104,60,20,18,2,1.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Female,ALL,WAEC,2-year,Polytechnic,77,43,13,11,2,2.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Female,ALL,WAEC,3-5-year,Polytechnic,42,25,7,7,0,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Female,ALL,WAEC,5+-year,Polytechnic,20,12,3,4,0,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Female,Disabled,NABTEB,1-year,Polytechnic,5,3,0,0,0,1.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Female,Disabled,NABTEB,2-year,Polytechnic,2,3,0,0,0,2.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Female,Disabled,NABTEB,3-5-year,Polytechnic,2,0,0,0,0,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Female,Disabled,NABTEB,5+-year,Polytechnic,0,0,0,0,0,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Female,Disabled,NECO,1-year,Polytechnic,8,5,0,0,0,1.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Female,Disabled,NECO,2-year,Polytechnic,5,2,0,0,0,2.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Female,Disabled,NECO,3-5-year,Polytechnic,3,2,0,0,0,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Female,Disabled,NECO,5+-year,Polytechnic,3,0,0,0,0,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Female,Disabled,WAEC,1-year,Polytechnic,7,4,3,3,0,1.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Female,Disabled,WAEC,2-year,Polytechnic,5,2,0,0,0,2.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Female,Disabled,WAEC,3-5-year,Polytechnic,5,2,0,0,0,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Female,Disabled,WAEC,5+-year,Polytechnic,3,2,0,0,0,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Male,ALL,NABTEB,1-year,Polytechnic,52,28,4,5,0,1.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Male,ALL,NABTEB,2-year,Polytechnic,33,18,4,5,0,2.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Male,ALL,NABTEB,3-5-year,Polytechnic,21,13,4,0,4,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Male,ALL,NABTEB,5+-year,Polytechnic,9,5,0,0,0,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Male,ALL,NECO,1-year,Polytechnic,97,57,21,18,3,1.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Male,ALL,NECO,2-year,Polytechnic,67,39,13,13,0,2.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Male,ALL,NECO,3-5-year,Polytechnic,38,23,8,5,3,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Male,ALL,NECO,5+-year,Polytechnic,28,16,4,5,0,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Male,ALL,WAEC,1-year,Polytechnic,129,74,20,14,6,1.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Male,ALL,WAEC,2-year,Polytechnic,77,45,10,11,0,2.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Male,ALL,WAEC,3-5-year,Polytechnic,52,31,7,7,0,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Male,ALL,WAEC,5+-year,Polytechnic,32,19,7,3,4,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Male,Disabled,NABTEB,1-year,Polytechnic,5,2,0,0,0,1.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Male,Disabled,NABTEB,2-year,Polytechnic,2,2,0,0,0,2.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Male,Disabled,NABTEB,3-5-year,Polytechnic,2,0,0,0,0,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Male,Disabled,NABTEB,5+-year,Polytechnic,0,0,0,0,0,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Male,Disabled,NECO,1-year,Polytechnic,10,5,4,5,0,1.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Male,Disabled,NECO,2-year,Polytechnic,5,2,0,0,0,2.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Male,Disabled,NECO,3-5-year,Polytechnic,3,2,0,0,0,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Male,Disabled,NECO,5+-year,Polytechnic,3,2,0,0,0,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Male,Disabled,WAEC,1-year,Polytechnic,10,6,0,0,0,1.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Male,Disabled,WAEC,2-year,Polytechnic,7,4,0,0,0,2.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Male,Disabled,WAEC,3-5-year,Polytechnic,3,2,0,0,0,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Male,Disabled,WAEC,5+-year,Polytechnic,3,0,0,0,0,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Government Secondary School, Ajiya",Female,ALL,NABTEB,1-year,Polytechnic,33,18,4,5,0,1.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Government Secondary School, Ajiya",Female,ALL,NABTEB,2-year,Polytechnic,21,13,4,5,0,2.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Government Secondary School, Ajiya",Female,ALL,NABTEB,3-5-year,Polytechnic,16,8,0,0,0,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Government Secondary School, Ajiya",Female,ALL,NABTEB,5+-year,Polytechnic,5,3,0,0,0,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Government Secondary School, Ajiya",Female,ALL,NECO,1-year,Polytechnic,56,32,13,9,4,1.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Government Secondary School, Ajiya",Female,ALL,NECO,2-year,Polytechnic,36,23,8,9,0,2.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Government Secondary School, Ajiya",Female,ALL,NECO,3-5-year,Polytechnic,20,12,4,5,0,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Government Secondary School, Ajiya",Female,ALL,NECO,5+-year,Polytechnic,10,7,0,0,0,1.5
2020/2021,North East,Gombe,Gombe,Ajiya,"Government Secondary School, Ajiya",Female,ALL,WAEC,1-year,Polytechnic,69,39,13,14,0,1.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Government Secondary School, Ajiya",Female,ALL,WAEC,2-year,Polytechnic,47,25,7,7,0,2.0
2020/2021,North East,Gombe,Gombe,Ajiya,"Government Secondary School, Ajiya",Female,ALL,WAEC,3-5-year,Polytechnic,27,17,7,3,4,1.5
