session,zone,state,lga,ward,gender,disability,school_type,school_level,class_grade,student_count,school_count,classroom_count,computer_count,infrastructure_score,key_entry_level,is_o_level_student,school
2019/2020,South East,Abia,Aba North,Ariaria Market,Male,Non-Disabled,Private,JSS,JSS3,146,2,4,3,51.8,,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Female,Disabled,Public,JSS,JSS3,15,7,1,1,51.8,,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Female,Non-Disabled,Public,JSS,JSS3,611,7,18,13,51.8,,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Male,Disabled,Public,JSS,JSS3,14,7,1,1,51.8,,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Male,Non-Disabled,Public,JSS,JSS3,578,7,17,13,51.8,,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Female,Disabled,Private,Pre-Primary/Primary,Primary 1,22,3,1,1,49.8,Primary 1,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,638,3,22,16,49.8,Primary 1,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Male,Disabled,Private,Pre-Primary/Primary,Primary 1,25,3,1,1,49.8,Primary 1,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,708,3,24,18,49.8,Primary 1,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Female,Disabled,Public,Pre-Primary/Primary,Primary 1,110,14,4,3,49.8,Primary 1,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,3141,14,107,79,49.8,Primary 1,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Male,Disabled,Public,Pre-Primary/Primary,Primary 1,114,14,4,3,49.8,Primary 1,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,3230,14,110,81,49.8,Primary 1,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Female,Disabled,Private,Pre-Primary/Primary,Primary 2,20,3,1,1,49.8,,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,566,3,19,14,49.8,,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Male,Disabled,Private,Pre-Primary/Primary,Primary 2,23,3,1,1,49.8,,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,629,3,21,15,49.8,,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Female,Disabled,Public,Pre-Primary/Primary,Primary 2,97,14,3,2,49.8,,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,2789,14,95,70,49.8,,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Male,Disabled,Public,Pre-Primary/Primary,Primary 2,100,14,3,2,49.8,,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,2868,14,97,71,49.8,,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Female,Disabled,Private,Pre-Primary/Primary,Primary 3,17,3,1,1,49.8,,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,509,3,17,13,49.8,,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Male,Disabled,Private,Pre-Primary/Primary,Primary 3,20,3,1,1,49.8,,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,566,3,19,14,49.8,,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Female,Disabled,Public,Pre-Primary/Primary,Primary 3,88,13,3,2,49.8,,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,2508,13,85,63,49.8,,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Male,Disabled,Public,Pre-Primary/Primary,Primary 3,90,13,3,2,49.8,,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,2577,13,87,64,49.8,,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Female,Disabled,Private,Pre-Primary/Primary,Primary 4,16,3,1,1,49.8,,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,465,3,16,12,49.8,,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Male,Disabled,Private,Pre-Primary/Primary,Primary 4,18,3,1,1,49.8,,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,517,3,18,13,49.8,,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Female,Disabled,Public,Pre-Primary/Primary,Primary 4,80,13,3,2,49.8,,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,2292,13,78,57,49.8,,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Male,Disabled,Public,Pre-Primary/Primary,Primary 4,83,13,3,2,49.8,,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,2356,13,80,59,49.8,,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Female,Disabled,Private,Pre-Primary/Primary,Primary 5,16,3,1,1,49.8,,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 5,435,3,15,11,49.8,,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Male,Disabled,Private,Pre-Primary/Primary,Primary 5,17,3,1,1,49.8,,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 5,484,3,16,12,49.8,,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Female,Disabled,Public,Pre-Primary/Primary,Primary 5,75,14,3,2,49.8,,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,2147,14,73,54,49.8,,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Male,Disabled,Public,Pre-Primary/Primary,Primary 5,77,14,3,2,49.8,,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,2206,14,75,55,49.8,,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Female,Disabled,Private,Pre-Primary/Primary,Primary 6,14,3,1,1,49.8,,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 6,394,3,13,10,49.8,,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Male,Disabled,Private,Pre-Primary/Primary,Primary 6,15,3,1,1,49.8,,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 6,437,3,15,11,49.8,,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Female,Disabled,Public,Pre-Primary/Primary,Primary 6,68,13,2,1,49.8,,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,1939,13,66,49,49.8,,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Male,Disabled,Public,Pre-Primary/Primary,Primary 6,70,13,2,1,49.8,,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,1994,13,68,50,49.8,,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Female,Disabled,Private,SSS,SSS1,4,3,1,1,53.8,SSS1,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Female,Non-Disabled,Private,SSS,SSS1,299,3,9,7,53.8,SSS1,1,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Male,Disabled,Private,SSS,SSS1,14,3,1,1,53.8,SSS1,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Male,Non-Disabled,Private,SSS,SSS1,302,3,9,7,53.8,SSS1,1,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Female,Disabled,Public,SSS,SSS1,6,6,1,1,53.8,SSS1,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Female,Non-Disabled,Public,SSS,SSS1,527,6,17,13,53.8,SSS1,1,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Male,Disabled,Public,SSS,SSS1,7,6,1,1,53.8,SSS1,0,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
2019/2020,South East,Abia,Aba North,Ariaria Market,Male,Non-Disabled,Public,SSS,SSS1,561,6,18,13,53.8,SSS1,1,"Government Secondary School, Ariaria Market | Community Secondary School, Ariaria Market | Unity College, Aba North | Comprehensive High School, Ariaria Market"
