session,zone,state,lga,ward,gender,disability,school_type,school_level,class_grade,student_count,school_count,classroom_count,computer_count,infrastructure_score,key_entry_level,is_o_level_student,school
2022/2023,North West,Jigawa,Gagarawa,Medu,Male,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,6,0,0,0,51.0,,0,"Mai Aduwa Primary School, Mai Aduwa"
2022/2023,North West,Jigawa,Gagarawa,Medu,Male,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,0,0,0,0,51.0,,0,"Medu Special Primary School, Medu"
2022/2023,North West,Jigawa,Gagarawa,Medu,Male,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,7,0,1,0,51.0,,0,"Mutumbi Primary School, Mutumbi"
2022/2023,North West,Jigawa,Gagarawa,Medu,Male,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,0,0,0,0,51.0,,0,Tarbiyatul Islam Islamiyya Medu
2022/2023,North West,Jigawa,Gagarawa,Medu,Male,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,3,0,0,0,51.0,,0,"Zingaran Primary School, Zingaran"
2022/2023,North West,Jigawa,Gagarawa,Medu,Male,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,0,0,0,0,51.0,,0,"Dogon Dawa Primary School, Dogondawa"
2022/2023,North West,Jigawa,Gagarawa,Medu,Male,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,4,0,0,0,51.0,,0,"Hardo Lawan Nomadic Primary School, Rigar Naannabi"
2022/2023,North West,Jigawa,Gagarawa,Medu,Female,Disabled,Private,Pre-Primary/Primary,Primary 1,1,0,0,0,55.0,Primary 1,0,"Mai Aduwa Primary School, Mai Aduwa"
2022/2023,North West,Jigawa,Gagarawa,Medu,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,39,0,1,1,55.0,Primary 1,0,"Medu Special Primary School, Medu"
2022/2023,North West,Jigawa,Gagarawa,Medu,Female,Disabled,Public,Pre-Primary/Primary,Primary 1,4,1,0,0,55.0,Primary 1,0,"Mutumbi Primary School, Mutumbi"
2022/2023,North West,Jigawa,Gagarawa,Medu,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,139,1,5,2,55.0,Primary 1,0,Tarbiyatul Islam Islamiyya Medu
2022/2023,North West,Jigawa,Gagarawa,Medu,Female,Disabled,Private,Pre-Primary/Primary,Primary 2,1,0,0,0,55.0,,0,"Zingaran Primary School, Zingaran"
2022/2023,North West,Jigawa,Gagarawa,Medu,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,35,0,1,1,55.0,,0,"Dogon Dawa Primary School, Dogondawa"
2022/2023,North West,Jigawa,Gagarawa,Medu,Female,Disabled,Public,Pre-Primary/Primary,Primary 2,4,1,0,0,55.0,,0,"Hardo Lawan Nomadic Primary School, Rigar Naannabi"
2022/2023,North West,Jigawa,Gagarawa,Medu,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,123,1,4,2,55.0,,0,"Mai Aduwa Primary School, Mai Aduwa"
2022/2023,North West,Jigawa,Gagarawa,Medu,Female,Disabled,Private,Pre-Primary/Primary,Primary 3,1,0,0,0,55.0,,0,"Medu Special Primary School, Medu"
2022/2023,North West,Jigawa,Gagarawa,Medu,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,31,0,1,0,55.0,,0,"Mutumbi Primary School, Mutumbi"
2022/2023,North West,Jigawa,Gagarawa,Medu,Female,Disabled,Public,Pre-Primary/Primary,Primary 3,3,1,0,0,55.0,,0,Tarbiyatul Islam Islamiyya Medu
2022/2023,North West,Jigawa,Gagarawa,Medu,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,111,1,4,2,55.0,,0,"Zingaran Primary School, Zingaran"
2022/2023,North West,Jigawa,Gagarawa,Medu,Female,Disabled,Private,Pre-Primary/Primary,Primary 4,1,0,0,0,55.0,,0,"Dogon Dawa Primary School, Dogondawa"
2022/2023,North West,Jigawa,Gagarawa,Medu,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,28,0,1,0,55.0,,0,"Hardo Lawan Nomadic Primary School, Rigar Naannabi"
2022/2023,North West,Jigawa,Gagarawa,Medu,Female,Disabled,Public,Pre-Primary/Primary,Primary 4,3,1,0,0,55.0,,0,"Mai Aduwa Primary School, Mai Aduwa"
2022/2023,North West,Jigawa,Gagarawa,Medu,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,101,1,4,2,55.0,,0,"Medu Special Primary School, Medu"
2022/2023,North West,Jigawa,Gagarawa,Medu,Female,Disabled,Private,Pre-Primary/Primary,Primary 5,1,0,0,0,55.0,,0,"Mutumbi Primary School, Mutumbi"
2022/2023,North West,Jigawa,Gagarawa,Medu,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 5,27,0,1,0,55.0,,0,Tarbiyatul Islam Islamiyya Medu
2022/2023,North West,Jigawa,Gagarawa,Medu,Female,Disabled,Public,Pre-Primary/Primary,Primary 5,3,1,0,0,55.0,,0,"Zingaran Primary School, Zingaran"
2022/2023,North West,Jigawa,Gagarawa,Medu,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,95,1,3,2,55.0,,0,"Dogon Dawa Primary School, Dogondawa"
2022/2023,North West,Jigawa,Gagarawa,Medu,Female,Disabled,Private,Pre-Primary/Primary,Primary 6,1,0,0,0,55.0,,0,"Hardo Lawan Nomadic Primary School, Rigar Naannabi"
2022/2023,North West,Jigawa,Gagarawa,Medu,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 6,24,0,1,0,55.0,,0,"Mai Aduwa Primary School, Mai Aduwa"
2022/2023,North West,Jigawa,Gagarawa,Medu,Female,Disabled,Public,Pre-Primary/Primary,Primary 6,2,1,0,0,55.0,,0,"Medu Special Primary School, Medu"
2022/2023,North West,Jigawa,Gagarawa,Medu,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,86,1,3,1,55.0,,0,"Mutumbi Primary School, Mutumbi"
2022/2023,North West,Jigawa,Gagarawa,Medu,Male,Disabled,Private,Pre-Primary/Primary,Primary 1,1,0,0,0,55.0,Primary 1,0,Tarbiyatul Islam Islamiyya Medu
2022/2023,North West,Jigawa,Gagarawa,Medu,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,40,0,1,1,55.0,Primary 1,0,"Zingaran Primary School, Zingaran"
2022/2023,North West,Jigawa,Gagarawa,Medu,Male,Disabled,Public,Pre-Primary/Primary,Primary 1,4,1,0,0,55.0,Primary 1,0,"Dogon Dawa Primary School, Dogondawa"
2022/2023,North West,Jigawa,Gagarawa,Medu,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,118,1,4,2,55.0,Primary 1,0,"Hardo Lawan Nomadic Primary School, Rigar Naannabi"
2022/2023,North West,Jigawa,Gagarawa,Medu,Male,Disabled,Private,Pre-Primary/Primary,Primary 2,1,0,0,0,55.0,,0,"Mai Aduwa Primary School, Mai Aduwa"
2022/2023,North West,Jigawa,Gagarawa,Medu,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,35,0,1,1,55.0,,0,"Medu Special Primary School, Medu"
2022/2023,North West,Jigawa,Gagarawa,Medu,Male,Disabled,Public,Pre-Primary/Primary,Primary 2,3,1,0,0,55.0,,0,"Mutumbi Primary School, Mutumbi"
2022/2023,North West,Jigawa,Gagarawa,Medu,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,105,1,4,2,55.0,,0,Tarbiyatul Islam Islamiyya Medu
