session,zone,state,lga,ward,gender,disability,school_type,school_level,class_grade,student_count,school_count,classroom_count,computer_count,infrastructure_score,key_entry_level,is_o_level_student,school
2022/2023,North East,Bauchi,Darazo,Lago,Female,Disabled,Public,Vocational,Vocational Year 3,0,1,0,1,52.0,,0,Garin Chindo Primary School
2022/2023,North East,Bauchi,Darazo,Lago,Female,Non-Disabled,Public,Vocational,Vocational Year 3,1,1,1,1,52.0,,0,Garn Malam Hussaini Primary School
2022/2023,North East,Bauchi,Darazo,Lago,Male,Disabled,Private,Vocational,Vocational Year 1,0,0,0,0,52.0,,0,Gastanga Primary School
2022/2023,North East,Bauchi,Darazo,Lago,Male,Non-Disabled,Private,Vocational,Vocational Year 1,3,0,0,0,52.0,,0,Kadage Nomadic
2022/2023,North East,Bauchi,Darazo,Lago,Male,Disabled,Public,Vocational,Vocational Year 1,0,0,0,0,52.0,,0,Kari Primary School
2022/2023,North East,Bauchi,Darazo,Lago,Male,Non-Disabled,Public,Vocational,Vocational Year 1,3,0,0,0,52.0,,0,Lefere Primary School
2022/2023,North East,Bauchi,Darazo,Lago,Male,Disabled,Private,Vocational,Vocational Year 2,0,0,0,0,52.0,,0,Pandum Primary School
2022/2023,North East,Bauchi,Darazo,Lago,Male,Non-Disabled,Private,Vocational,Vocational Year 2,2,0,0,0,52.0,,0,Tagojen-Sade Primary School
2022/2023,North East,Bauchi,Darazo,Lago,Male,Disabled,Public,Vocational,Vocational Year 2,0,0,0,0,52.0,,0,Tsangayarin Gabchiyari Primary School
2022/2023,North East,Bauchi,Darazo,Lago,Male,Non-Disabled,Public,Vocational,Vocational Year 2,2,0,0,0,52.0,,0,Wuro Bokki
2022/2023,North East,Bauchi,Darazo,Lago,Male,Disabled,Private,Vocational,Vocational Year 3,0,0,0,0,52.0,,0,Zankwada Primary School
2022/2023,North East,Bauchi,Darazo,Lago,Male,Non-Disabled,Private,Vocational,Vocational Year 3,2,0,0,0,52.0,,0,Bogoyel Primary School
2022/2023,North East,Bauchi,Darazo,Lago,Male,Disabled,Public,Vocational,Vocational Year 3,0,0,0,0,52.0,,0,Central Primary School Lago
2022/2023,North East,Bauchi,Darazo,Lago,Male,Non-Disabled,Public,Vocational,Vocational Year 3,2,0,0,0,52.0,,0,Dalagobe Junior Sec.Sch.
2023/2024,North East,Bauchi,Darazo,Lago,Female,Disabled,Private,JSS,JSS1,1,0,0,0,57.0,JSS1,0,Dalagobe Nomadic Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Female,Non-Disabled,Private,JSS,JSS1,26,0,1,0,57.0,JSS1,0,Garin Chindo Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Female,Disabled,Public,JSS,JSS1,2,1,0,0,57.0,JSS1,0,Garn Malam Hussaini Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Female,Non-Disabled,Public,JSS,JSS1,82,1,2,1,57.0,JSS1,0,Gastanga Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Female,Disabled,Private,JSS,JSS2,1,0,0,0,57.0,,0,Kadage Nomadic
2023/2024,North East,Bauchi,Darazo,Lago,Female,Non-Disabled,Private,JSS,JSS2,21,0,1,0,57.0,,0,Kari Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Female,Disabled,Public,JSS,JSS2,2,1,0,0,57.0,,0,Lefere Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Female,Non-Disabled,Public,JSS,JSS2,68,1,1,1,57.0,,0,Pandum Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Female,Disabled,Private,JSS,JSS3,0,0,0,0,57.0,,0,Tagojen-Sade Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Female,Non-Disabled,Private,JSS,JSS3,17,0,0,0,57.0,,0,Tsangayarin Gabchiyari Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Female,Disabled,Public,JSS,JSS3,1,1,0,0,57.0,,0,Wuro Bokki
2023/2024,North East,Bauchi,Darazo,Lago,Female,Non-Disabled,Public,JSS,JSS3,54,1,1,1,57.0,,0,Zankwada Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Male,Disabled,Private,JSS,JSS1,1,0,0,0,57.0,JSS1,0,Bogoyel Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Male,Non-Disabled,Private,JSS,JSS1,28,0,1,0,57.0,JSS1,0,Central Primary School Lago
2023/2024,North East,Bauchi,Darazo,Lago,Male,Disabled,Public,JSS,JSS1,2,1,0,0,57.0,JSS1,0,Dalagobe Junior Sec.Sch.
2023/2024,North East,Bauchi,Darazo,Lago,Male,Non-Disabled,Public,JSS,JSS1,74,1,2,1,57.0,JSS1,0,Dalagobe Nomadic Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Male,Disabled,Private,JSS,JSS2,1,0,0,0,57.0,,0,Garin Chindo Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Male,Non-Disabled,Private,JSS,JSS2,23,0,1,0,57.0,,0,Garn Malam Hussaini Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Male,Disabled,Public,JSS,JSS2,2,1,0,0,57.0,,0,Gastanga Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Male,Non-Disabled,Public,JSS,JSS2,60,1,1,1,57.0,,0,Kadage Nomadic
2023/2024,North East,Bauchi,Darazo,Lago,Male,Disabled,Private,JSS,JSS3,1,0,0,0,57.0,,0,Kari Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Male,Non-Disabled,Private,JSS,JSS3,18,0,0,0,57.0,,0,Lefere Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Male,Disabled,Public,JSS,JSS3,1,1,0,0,57.0,,0,Pandum Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Male,Non-Disabled,Public,JSS,JSS3,48,1,1,1,57.0,,0,Tagojen-Sade Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Female,Disabled,Private,SSS,SSS1,1,0,0,0,59.0,SSS1,0,Tsangayarin Gabchiyari Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Female,Non-Disabled,Private,SSS,SSS1,27,0,1,0,59.0,SSS1,1,Wuro Bokki
2023/2024,North East,Bauchi,Darazo,Lago,Female,Disabled,Public,SSS,SSS1,1,1,0,0,59.0,SSS1,0,Zankwada Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Female,Non-Disabled,Public,SSS,SSS1,44,1,1,1,59.0,SSS1,1,Bogoyel Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Female,Disabled,Private,SSS,SSS2,1,0,0,0,59.0,,0,Central Primary School Lago
2023/2024,North East,Bauchi,Darazo,Lago,Female,Non-Disabled,Private,SSS,SSS2,22,0,1,0,59.0,,1,Dalagobe Junior Sec.Sch.
2023/2024,North East,Bauchi,Darazo,Lago,Female,Disabled,Public,SSS,SSS2,1,1,0,0,59.0,,0,Dalagobe Nomadic Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Female,Non-Disabled,Public,SSS,SSS2,36,1,1,1,59.0,,1,Garin Chindo Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Female,Disabled,Private,SSS,SSS3,0,0,0,0,59.0,,0,Garn Malam Hussaini Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Female,Non-Disabled,Private,SSS,SSS3,17,0,0,0,59.0,,1,Gastanga Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Female,Disabled,Public,SSS,SSS3,0,1,0,0,59.0,,0,Kadage Nomadic
2023/2024,North East,Bauchi,Darazo,Lago,Female,Non-Disabled,Public,SSS,SSS3,28,1,1,0,59.0,,1,Kari Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Male,Disabled,Private,SSS,SSS1,1,0,0,0,59.0,SSS1,0,Lefere Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Male,Non-Disabled,Private,SSS,SSS1,28,0,1,0,59.0,SSS1,1,Pandum Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Male,Disabled,Public,SSS,SSS1,1,1,0,0,59.0,SSS1,0,Tagojen-Sade Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Male,Non-Disabled,Public,SSS,SSS1,46,1,1,1,59.0,SSS1,1,Tsangayarin Gabchiyari Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Male,Disabled,Private,SSS,SSS2,1,0,0,0,59.0,,0,Wuro Bokki
2023/2024,North East,Bauchi,Darazo,Lago,Male,Non-Disabled,Private,SSS,SSS2,23,0,1,0,59.0,,1,Zankwada Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Male,Disabled,Public,SSS,SSS2,1,1,0,0,59.0,,0,Bogoyel Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Male,Non-Disabled,Public,SSS,SSS2,37,1,1,1,59.0,,1,Central Primary School Lago
2023/2024,North East,Bauchi,Darazo,Lago,Male,Disabled,Private,SSS,SSS3,0,0,0,0,59.0,,0,Dalagobe Junior Sec.Sch.
2023/2024,North East,Bauchi,Darazo,Lago,Male,Non-Disabled,Private,SSS,SSS3,18,0,0,0,59.0,,1,Dalagobe Nomadic Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Male,Disabled,Public,SSS,SSS3,0,1,0,0,59.0,,0,Garin Chindo Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Male,Non-Disabled,Public,SSS,SSS3,29,1,1,1,59.0,,1,Garn Malam Hussaini Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Female,Disabled,Private,Vocational,Vocational Year 1,0,0,0,1,56.0,,0,Gastanga Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Female,Non-Disabled,Private,Vocational,Vocational Year 1,1,0,1,1,56.0,,0,Kadage Nomadic
2023/2024,North East,Bauchi,Darazo,Lago,Female,Disabled,Public,Vocational,Vocational Year 1,0,0,1,1,56.0,,0,Kari Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Female,Non-Disabled,Public,Vocational,Vocational Year 1,1,0,1,1,56.0,,0,Lefere Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Female,Disabled,Private,Vocational,Vocational Year 2,0,0,1,1,56.0,,0,Pandum Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Female,Non-Disabled,Private,Vocational,Vocational Year 2,1,0,1,1,56.0,,0,Tagojen-Sade Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Female,Disabled,Public,Vocational,Vocational Year 2,0,1,1,1,56.0,,0,Tsangayarin Gabchiyari Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Female,Non-Disabled,Public,Vocational,Vocational Year 2,1,1,1,1,56.0,,0,Wuro Bokki
2023/2024,North East,Bauchi,Darazo,Lago,Female,Disabled,Private,Vocational,Vocational Year 3,0,0,1,1,56.0,,0,Zankwada Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Female,Non-Disabled,Private,Vocational,Vocational Year 3,0,0,1,1,56.0,,0,Bogoyel Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Female,Disabled,Public,Vocational,Vocational Year 3,0,1,0,1,56.0,,0,Central Primary School Lago
2023/2024,North East,Bauchi,Darazo,Lago,Female,Non-Disabled,Public,Vocational,Vocational Year 3,1,1,1,1,56.0,,0,Dalagobe Junior Sec.Sch.
2023/2024,North East,Bauchi,Darazo,Lago,Male,Disabled,Private,Vocational,Vocational Year 1,0,0,0,0,56.0,,0,Dalagobe Nomadic Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Male,Non-Disabled,Private,Vocational,Vocational Year 1,2,0,0,0,56.0,,0,Garin Chindo Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Male,Disabled,Public,Vocational,Vocational Year 1,0,0,0,0,56.0,,0,Garn Malam Hussaini Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Male,Non-Disabled,Public,Vocational,Vocational Year 1,3,0,1,0,56.0,,0,Gastanga Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Male,Disabled,Private,Vocational,Vocational Year 2,0,0,0,0,56.0,,0,Kadage Nomadic
2023/2024,North East,Bauchi,Darazo,Lago,Male,Non-Disabled,Private,Vocational,Vocational Year 2,2,0,0,0,56.0,,0,Kari Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Male,Disabled,Public,Vocational,Vocational Year 2,0,1,0,0,56.0,,0,Lefere Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Male,Non-Disabled,Public,Vocational,Vocational Year 2,3,1,0,0,56.0,,0,Pandum Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Male,Disabled,Private,Vocational,Vocational Year 3,0,0,0,0,56.0,,0,Tagojen-Sade Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Male,Non-Disabled,Private,Vocational,Vocational Year 3,2,0,0,0,56.0,,0,Tsangayarin Gabchiyari Primary School
2023/2024,North East,Bauchi,Darazo,Lago,Male,Disabled,Public,Vocational,Vocational Year 3,0,1,0,0,56.0,,0,Wuro Bokki
2023/2024,North East,Bauchi,Darazo,Lago,Male,Non-Disabled,Public,Vocational,Vocational Year 3,2,1,0,0,56.0,,0,Zankwada Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Female,Disabled,Private,JSS,JSS1,2,0,0,0,56.0,JSS1,0,Bogoyel Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Female,Non-Disabled,Private,JSS,JSS1,61,0,1,0,56.0,JSS1,0,Central Primary School Lago
2024/2025,North East,Bauchi,Darazo,Lago,Female,Disabled,Public,JSS,JSS1,4,1,0,0,56.0,JSS1,0,Dalagobe Junior Sec.Sch.
2024/2025,North East,Bauchi,Darazo,Lago,Female,Non-Disabled,Public,JSS,JSS1,151,1,2,1,56.0,JSS1,0,Dalagobe Nomadic Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Female,Disabled,Private,JSS,JSS2,1,0,0,0,56.0,,0,Garin Chindo Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Female,Non-Disabled,Private,JSS,JSS2,50,0,1,0,56.0,,0,Garn Malam Hussaini Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Female,Disabled,Public,JSS,JSS2,3,1,0,0,56.0,,0,Gastanga Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Female,Non-Disabled,Public,JSS,JSS2,124,1,1,1,56.0,,0,Kadage Nomadic
2024/2025,North East,Bauchi,Darazo,Lago,Female,Disabled,Private,JSS,JSS3,1,0,0,0,56.0,,0,Kari Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Female,Non-Disabled,Private,JSS,JSS3,40,0,0,0,56.0,,0,Lefere Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Female,Disabled,Public,JSS,JSS3,3,1,0,0,56.0,,0,Pandum Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Female,Non-Disabled,Public,JSS,JSS3,99,1,1,1,56.0,,0,Tagojen-Sade Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Male,Disabled,Private,JSS,JSS1,2,0,0,0,56.0,JSS1,0,Tsangayarin Gabchiyari Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Male,Non-Disabled,Private,JSS,JSS1,66,0,1,1,56.0,JSS1,0,Wuro Bokki
2024/2025,North East,Bauchi,Darazo,Lago,Male,Disabled,Public,JSS,JSS1,4,0,0,0,56.0,JSS1,0,Zankwada Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Male,Non-Disabled,Public,JSS,JSS1,159,0,1,1,56.0,JSS1,0,Bogoyel Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Male,Disabled,Private,JSS,JSS2,1,0,0,0,56.0,,0,Central Primary School Lago
2024/2025,North East,Bauchi,Darazo,Lago,Male,Non-Disabled,Private,JSS,JSS2,54,0,1,0,56.0,,0,Dalagobe Junior Sec.Sch.
2024/2025,North East,Bauchi,Darazo,Lago,Male,Disabled,Public,JSS,JSS2,4,1,0,0,56.0,,0,Dalagobe Nomadic Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Male,Non-Disabled,Public,JSS,JSS2,131,1,1,1,56.0,,0,Garin Chindo Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Male,Disabled,Private,JSS,JSS3,1,0,0,0,56.0,,0,Garn Malam Hussaini Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Male,Non-Disabled,Private,JSS,JSS3,44,0,1,0,56.0,,0,Gastanga Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Male,Disabled,Public,JSS,JSS3,3,1,0,0,56.0,,0,Kadage Nomadic
2024/2025,North East,Bauchi,Darazo,Lago,Male,Non-Disabled,Public,JSS,JSS3,104,1,1,1,56.0,,0,Kari Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Female,Disabled,Private,SSS,SSS1,1,0,0,0,58.0,SSS1,0,Lefere Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Female,Non-Disabled,Private,SSS,SSS1,33,0,1,0,58.0,SSS1,1,Pandum Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Female,Disabled,Public,SSS,SSS1,2,1,0,0,58.0,SSS1,1,Tagojen-Sade Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Female,Non-Disabled,Public,SSS,SSS1,69,1,1,1,58.0,SSS1,1,Tsangayarin Gabchiyari Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Female,Disabled,Private,SSS,SSS2,0,0,0,0,58.0,,0,Wuro Bokki
2024/2025,North East,Bauchi,Darazo,Lago,Female,Non-Disabled,Private,SSS,SSS2,26,0,1,0,58.0,,1,Zankwada Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Female,Disabled,Public,SSS,SSS2,1,1,0,0,58.0,,0,Bogoyel Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Female,Non-Disabled,Public,SSS,SSS2,56,1,1,1,58.0,,1,Central Primary School Lago
2024/2025,North East,Bauchi,Darazo,Lago,Female,Disabled,Private,SSS,SSS3,0,0,0,0,58.0,,0,Dalagobe Junior Sec.Sch.
2024/2025,North East,Bauchi,Darazo,Lago,Female,Non-Disabled,Private,SSS,SSS3,20,0,0,0,58.0,,1,Dalagobe Nomadic Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Female,Disabled,Public,SSS,SSS3,1,1,0,0,58.0,,0,Garin Chindo Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Female,Non-Disabled,Public,SSS,SSS3,43,1,1,1,58.0,,1,Garn Malam Hussaini Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Male,Disabled,Private,SSS,SSS1,1,0,0,0,58.0,SSS1,0,Gastanga Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Male,Non-Disabled,Private,SSS,SSS1,35,0,1,0,58.0,SSS1,1,Kadage Nomadic
2024/2025,North East,Bauchi,Darazo,Lago,Male,Disabled,Public,SSS,SSS1,1,1,0,0,58.0,SSS1,0,Kari Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Male,Non-Disabled,Public,SSS,SSS1,69,1,1,1,58.0,SSS1,1,Lefere Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Male,Disabled,Private,SSS,SSS2,0,0,0,0,58.0,,0,Pandum Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Male,Non-Disabled,Private,SSS,SSS2,28,0,0,0,58.0,,1,Tagojen-Sade Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Male,Disabled,Public,SSS,SSS2,1,1,0,0,58.0,,0,Tsangayarin Gabchiyari Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Male,Non-Disabled,Public,SSS,SSS2,56,1,1,1,58.0,,1,Wuro Bokki
2024/2025,North East,Bauchi,Darazo,Lago,Male,Disabled,Private,SSS,SSS3,0,0,0,0,58.0,,0,Zankwada Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Male,Non-Disabled,Private,SSS,SSS3,22,0,0,0,58.0,,1,Bogoyel Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Male,Disabled,Public,SSS,SSS3,1,1,0,0,58.0,,0,Central Primary School Lago
2024/2025,North East,Bauchi,Darazo,Lago,Male,Non-Disabled,Public,SSS,SSS3,43,1,1,0,58.0,,1,Dalagobe Junior Sec.Sch.
2024/2025,North East,Bauchi,Darazo,Lago,Female,Disabled,Private,Vocational,Vocational Year 1,0,0,1,1,55.0,,0,Dalagobe Nomadic Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Female,Non-Disabled,Private,Vocational,Vocational Year 1,3,0,1,1,55.0,,0,Garin Chindo Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Female,Disabled,Public,Vocational,Vocational Year 1,0,0,1,1,55.0,,0,Garn Malam Hussaini Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Female,Non-Disabled,Public,Vocational,Vocational Year 1,4,0,1,1,55.0,,0,Gastanga Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Female,Disabled,Private,Vocational,Vocational Year 2,0,0,1,1,55.0,,0,Kadage Nomadic
2024/2025,North East,Bauchi,Darazo,Lago,Female,Non-Disabled,Private,Vocational,Vocational Year 2,2,0,1,1,55.0,,0,Kari Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Female,Disabled,Public,Vocational,Vocational Year 2,0,0,1,1,55.0,,0,Lefere Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Female,Non-Disabled,Public,Vocational,Vocational Year 2,3,0,1,1,55.0,,0,Pandum Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Female,Disabled,Private,Vocational,Vocational Year 3,0,0,1,1,55.0,,0,Tagojen-Sade Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Female,Non-Disabled,Private,Vocational,Vocational Year 3,2,0,1,1,55.0,,0,Tsangayarin Gabchiyari Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Female,Disabled,Public,Vocational,Vocational Year 3,0,0,1,1,55.0,,0,Wuro Bokki
2024/2025,North East,Bauchi,Darazo,Lago,Female,Non-Disabled,Public,Vocational,Vocational Year 3,3,0,1,1,55.0,,0,Zankwada Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Male,Disabled,Private,Vocational,Vocational Year 1,0,0,0,0,55.0,,0,Bogoyel Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Male,Non-Disabled,Private,Vocational,Vocational Year 1,4,0,0,0,55.0,,0,Central Primary School Lago
2024/2025,North East,Bauchi,Darazo,Lago,Male,Disabled,Public,Vocational,Vocational Year 1,0,0,0,0,55.0,,0,Dalagobe Junior Sec.Sch.
2024/2025,North East,Bauchi,Darazo,Lago,Male,Non-Disabled,Public,Vocational,Vocational Year 1,6,0,1,0,55.0,,0,Dalagobe Nomadic Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Male,Disabled,Private,Vocational,Vocational Year 2,0,0,0,0,55.0,,0,Garin Chindo Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Male,Non-Disabled,Private,Vocational,Vocational Year 2,4,0,0,0,55.0,,0,Garn Malam Hussaini Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Male,Disabled,Public,Vocational,Vocational Year 2,0,0,0,0,55.0,,0,Gastanga Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Male,Non-Disabled,Public,Vocational,Vocational Year 2,5,0,0,0,55.0,,0,Kadage Nomadic
2024/2025,North East,Bauchi,Darazo,Lago,Male,Disabled,Private,Vocational,Vocational Year 3,0,0,0,0,55.0,,0,Kari Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Male,Non-Disabled,Private,Vocational,Vocational Year 3,3,0,0,0,55.0,,0,Lefere Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Male,Disabled,Public,Vocational,Vocational Year 3,0,0,0,0,55.0,,0,Pandum Primary School
2024/2025,North East,Bauchi,Darazo,Lago,Male,Non-Disabled,Public,Vocational,Vocational Year 3,4,0,0,0,55.0,,0,Tagojen-Sade Primary School
2019/2020,North East,Bauchi,Dass,Wandi,Female,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 1,0,0,0,0,43.0,,0,Bagas Primary School
2019/2020,North East,Bauchi,Dass,Wandi,Female,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 1,7,0,0,0,43.0,,0,Bocoe Demonstration School Dass
2019/2020,North East,Bauchi,Dass,Wandi,Female,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 1,0,1,0,0,43.0,,0,Butur Primary School
