session,zone,state,lga,ward,gender,disability,school_type,school_level,class_grade,student_count,school_count,classroom_count,computer_count,infrastructure_score,key_entry_level,is_o_level_student,school
2021/2022,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Non-Disabled,Public,Vocational,Vocational Year 3,1,1,0,0,77.8,,0,ST IGNATIUS OF LOYOLO COLLEGE SCH UKEHE
2021/2022,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Disabled,Private,Vocational,Vocational Year 1,0,1,0,0,77.8,,0,"BRAIN TRUST COLLEGE,UKEHE"
2021/2022,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Non-Disabled,Private,Vocational,Vocational Year 1,3,1,0,0,77.8,,0,"COMMUNITY HIGH SCHOOL, UKEHE"
2021/2022,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Disabled,Public,Vocational,Vocational Year 1,0,1,0,0,77.8,,0,"ORINANDU COMMUNITY SECONDARY SCHOOL, UKEHE"
2021/2022,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Non-Disabled,Public,Vocational,Vocational Year 1,4,1,1,0,77.8,,0,"PREMIER SECONDARY SCHOOL, UKEHE"
2021/2022,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Disabled,Private,Vocational,Vocational Year 2,0,0,0,0,77.8,,0,"SPECIAL SCIENCE SCHOOL, UKEHE"
2021/2022,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Non-Disabled,Private,Vocational,Vocational Year 2,3,0,0,0,77.8,,0,ST IGNATIUS OF LOYOLO COLLEGE SCH UKEHE
2021/2022,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Disabled,Public,Vocational,Vocational Year 2,0,1,0,0,77.8,,0,"BRAIN TRUST COLLEGE,UKEHE"
2021/2022,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Non-Disabled,Public,Vocational,Vocational Year 2,4,1,0,0,77.8,,0,"COMMUNITY HIGH SCHOOL, UKEHE"
2021/2022,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Disabled,Private,Vocational,Vocational Year 3,0,1,0,0,77.8,,0,"ORINANDU COMMUNITY SECONDARY SCHOOL, UKEHE"
2021/2022,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Non-Disabled,Private,Vocational,Vocational Year 3,2,1,0,0,77.8,,0,"PREMIER SECONDARY SCHOOL, UKEHE"
2021/2022,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Disabled,Public,Vocational,Vocational Year 3,0,1,0,0,77.8,,0,"SPECIAL SCIENCE SCHOOL, UKEHE"
2021/2022,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Non-Disabled,Public,Vocational,Vocational Year 3,3,1,0,0,77.8,,0,ST IGNATIUS OF LOYOLO COLLEGE SCH UKEHE
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Disabled,Private,JSS,JSS1,1,0,0,0,76.8,JSS1,0,"BRAIN TRUST COLLEGE,UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Non-Disabled,Private,JSS,JSS1,32,0,1,0,76.8,JSS1,0,"COMMUNITY HIGH SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Disabled,Public,JSS,JSS1,2,1,0,0,76.8,JSS1,0,"ORINANDU COMMUNITY SECONDARY SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Non-Disabled,Public,JSS,JSS1,88,1,2,1,76.8,JSS1,0,"PREMIER SECONDARY SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Disabled,Private,JSS,JSS2,1,0,0,0,76.8,,0,"SPECIAL SCIENCE SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Non-Disabled,Private,JSS,JSS2,27,0,1,0,76.8,,0,ST IGNATIUS OF LOYOLO COLLEGE SCH UKEHE
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Disabled,Public,JSS,JSS2,2,1,0,0,76.8,,0,"BRAIN TRUST COLLEGE,UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Non-Disabled,Public,JSS,JSS2,72,1,2,1,76.8,,0,"COMMUNITY HIGH SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Disabled,Private,JSS,JSS3,0,0,0,0,76.8,,0,"ORINANDU COMMUNITY SECONDARY SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Non-Disabled,Private,JSS,JSS3,21,0,1,0,76.8,,0,"PREMIER SECONDARY SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Disabled,Public,JSS,JSS3,2,1,0,0,76.8,,0,"SPECIAL SCIENCE SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Non-Disabled,Public,JSS,JSS3,58,1,1,1,76.8,,0,ST IGNATIUS OF LOYOLO COLLEGE SCH UKEHE
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Disabled,Private,JSS,JSS1,1,0,0,0,76.8,JSS1,0,"BRAIN TRUST COLLEGE,UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Non-Disabled,Private,JSS,JSS1,29,0,1,0,76.8,JSS1,0,"COMMUNITY HIGH SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Disabled,Public,JSS,JSS1,2,1,0,0,76.8,JSS1,0,"ORINANDU COMMUNITY SECONDARY SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Non-Disabled,Public,JSS,JSS1,80,1,2,1,76.8,JSS1,0,"PREMIER SECONDARY SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Disabled,Private,JSS,JSS2,1,0,0,0,76.8,,0,"SPECIAL SCIENCE SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Non-Disabled,Private,JSS,JSS2,24,0,1,0,76.8,,0,ST IGNATIUS OF LOYOLO COLLEGE SCH UKEHE
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Disabled,Public,JSS,JSS2,2,1,0,0,76.8,,0,"BRAIN TRUST COLLEGE,UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Non-Disabled,Public,JSS,JSS2,66,1,2,1,76.8,,0,"COMMUNITY HIGH SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Disabled,Private,JSS,JSS3,0,0,0,0,76.8,,0,"ORINANDU COMMUNITY SECONDARY SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Non-Disabled,Private,JSS,JSS3,19,0,1,0,76.8,,0,"PREMIER SECONDARY SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Disabled,Public,JSS,JSS3,1,1,0,0,76.8,,0,"SPECIAL SCIENCE SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Non-Disabled,Public,JSS,JSS3,52,1,1,1,76.8,,0,ST IGNATIUS OF LOYOLO COLLEGE SCH UKEHE
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Disabled,Private,SSS,SSS1,1,0,0,0,78.8,SSS1,0,"BRAIN TRUST COLLEGE,UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Non-Disabled,Private,SSS,SSS1,25,0,1,0,78.8,SSS1,1,"COMMUNITY HIGH SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Disabled,Public,SSS,SSS1,1,1,0,0,78.8,SSS1,1,"ORINANDU COMMUNITY SECONDARY SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Non-Disabled,Public,SSS,SSS1,56,1,1,1,78.8,SSS1,1,"PREMIER SECONDARY SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Disabled,Private,SSS,SSS2,1,0,0,0,78.8,,0,"SPECIAL SCIENCE SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Non-Disabled,Private,SSS,SSS2,20,0,1,0,78.8,,1,ST IGNATIUS OF LOYOLO COLLEGE SCH UKEHE
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Disabled,Public,SSS,SSS2,1,1,0,0,78.8,,1,"BRAIN TRUST COLLEGE,UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Non-Disabled,Public,SSS,SSS2,45,1,1,1,78.8,,1,"COMMUNITY HIGH SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Disabled,Private,SSS,SSS3,0,0,0,0,78.8,,0,"ORINANDU COMMUNITY SECONDARY SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Non-Disabled,Private,SSS,SSS3,16,0,0,0,78.8,,1,"PREMIER SECONDARY SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Disabled,Public,SSS,SSS3,1,1,0,0,78.8,,1,"SPECIAL SCIENCE SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Non-Disabled,Public,SSS,SSS3,35,1,1,1,78.8,,1,ST IGNATIUS OF LOYOLO COLLEGE SCH UKEHE
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Disabled,Private,SSS,SSS1,1,0,0,0,78.8,SSS1,0,"BRAIN TRUST COLLEGE,UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Non-Disabled,Private,SSS,SSS1,25,0,1,0,78.8,SSS1,1,"COMMUNITY HIGH SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Disabled,Public,SSS,SSS1,1,1,0,0,78.8,SSS1,1,"ORINANDU COMMUNITY SECONDARY SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Non-Disabled,Public,SSS,SSS1,56,1,1,1,78.8,SSS1,1,"PREMIER SECONDARY SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Disabled,Private,SSS,SSS2,0,0,0,0,78.8,,0,"SPECIAL SCIENCE SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Non-Disabled,Private,SSS,SSS2,21,0,1,0,78.8,,1,ST IGNATIUS OF LOYOLO COLLEGE SCH UKEHE
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Disabled,Public,SSS,SSS2,1,1,0,0,78.8,,1,"BRAIN TRUST COLLEGE,UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Non-Disabled,Public,SSS,SSS2,45,1,1,1,78.8,,1,"COMMUNITY HIGH SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Disabled,Private,SSS,SSS3,0,0,0,0,78.8,,0,"ORINANDU COMMUNITY SECONDARY SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Non-Disabled,Private,SSS,SSS3,16,0,0,0,78.8,,1,"PREMIER SECONDARY SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Disabled,Public,SSS,SSS3,1,1,0,0,78.8,,1,"SPECIAL SCIENCE SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Non-Disabled,Public,SSS,SSS3,35,1,1,1,78.8,,1,ST IGNATIUS OF LOYOLO COLLEGE SCH UKEHE
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Disabled,Private,Vocational,Vocational Year 1,0,0,0,0,75.8,,0,"BRAIN TRUST COLLEGE,UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Non-Disabled,Private,Vocational,Vocational Year 1,1,0,0,0,75.8,,0,"COMMUNITY HIGH SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Disabled,Public,Vocational,Vocational Year 1,0,1,0,0,75.8,,0,"ORINANDU COMMUNITY SECONDARY SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Non-Disabled,Public,Vocational,Vocational Year 1,1,1,0,0,75.8,,0,"PREMIER SECONDARY SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Disabled,Private,Vocational,Vocational Year 2,0,0,0,0,75.8,,0,"SPECIAL SCIENCE SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Non-Disabled,Private,Vocational,Vocational Year 2,1,0,0,0,75.8,,0,ST IGNATIUS OF LOYOLO COLLEGE SCH UKEHE
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Disabled,Public,Vocational,Vocational Year 2,0,1,0,0,75.8,,0,"BRAIN TRUST COLLEGE,UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Non-Disabled,Public,Vocational,Vocational Year 2,1,1,0,0,75.8,,0,"COMMUNITY HIGH SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Disabled,Private,Vocational,Vocational Year 3,0,0,0,0,75.8,,0,"ORINANDU COMMUNITY SECONDARY SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Non-Disabled,Private,Vocational,Vocational Year 3,1,0,0,0,75.8,,0,"PREMIER SECONDARY SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Disabled,Public,Vocational,Vocational Year 3,0,1,0,0,75.8,,0,"SPECIAL SCIENCE SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Non-Disabled,Public,Vocational,Vocational Year 3,1,1,0,0,75.8,,0,ST IGNATIUS OF LOYOLO COLLEGE SCH UKEHE
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Disabled,Private,Vocational,Vocational Year 1,0,0,0,0,75.8,,0,"BRAIN TRUST COLLEGE,UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Non-Disabled,Private,Vocational,Vocational Year 1,3,1,1,0,75.8,,0,"COMMUNITY HIGH SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Disabled,Public,Vocational,Vocational Year 1,0,1,0,0,75.8,,0,"ORINANDU COMMUNITY SECONDARY SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Non-Disabled,Public,Vocational,Vocational Year 1,4,1,1,0,75.8,,0,"PREMIER SECONDARY SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Disabled,Private,Vocational,Vocational Year 2,0,1,0,0,75.8,,0,"SPECIAL SCIENCE SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Non-Disabled,Private,Vocational,Vocational Year 2,3,1,1,0,75.8,,0,ST IGNATIUS OF LOYOLO COLLEGE SCH UKEHE
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Disabled,Public,Vocational,Vocational Year 2,0,1,0,0,75.8,,0,"BRAIN TRUST COLLEGE,UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Non-Disabled,Public,Vocational,Vocational Year 2,3,1,1,0,75.8,,0,"COMMUNITY HIGH SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Disabled,Private,Vocational,Vocational Year 3,0,0,0,0,75.8,,0,"ORINANDU COMMUNITY SECONDARY SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Non-Disabled,Private,Vocational,Vocational Year 3,2,0,0,0,75.8,,0,"PREMIER SECONDARY SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Disabled,Public,Vocational,Vocational Year 3,0,1,0,0,75.8,,0,"SPECIAL SCIENCE SCHOOL, UKEHE"
2022/2023,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Non-Disabled,Public,Vocational,Vocational Year 3,2,1,1,0,75.8,,0,ST IGNATIUS OF LOYOLO COLLEGE SCH UKEHE
2023/2024,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Disabled,Private,JSS,JSS1,1,0,0,0,80.8,JSS1,0,"BRAIN TRUST COLLEGE,UKEHE"
2023/2024,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Non-Disabled,Private,JSS,JSS1,31,0,1,0,80.8,JSS1,0,"COMMUNITY HIGH SCHOOL, UKEHE"
2023/2024,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Disabled,Public,JSS,JSS1,2,1,0,0,80.8,JSS1,0,"ORINANDU COMMUNITY SECONDARY SCHOOL, UKEHE"
2023/2024,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Non-Disabled,Public,JSS,JSS1,101,1,2,1,80.8,JSS1,0,"PREMIER SECONDARY SCHOOL, UKEHE"
2023/2024,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Disabled,Private,JSS,JSS2,0,0,0,0,80.8,,0,"SPECIAL SCIENCE SCHOOL, UKEHE"
2023/2024,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Non-Disabled,Private,JSS,JSS2,26,0,1,0,80.8,,0,ST IGNATIUS OF LOYOLO COLLEGE SCH UKEHE
2023/2024,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Disabled,Public,JSS,JSS2,2,1,0,0,80.8,,0,"BRAIN TRUST COLLEGE,UKEHE"
2023/2024,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Non-Disabled,Public,JSS,JSS2,83,1,2,1,80.8,,0,"COMMUNITY HIGH SCHOOL, UKEHE"
2023/2024,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Disabled,Private,JSS,JSS3,0,0,0,0,80.8,,0,"ORINANDU COMMUNITY SECONDARY SCHOOL, UKEHE"
2023/2024,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Non-Disabled,Private,JSS,JSS3,21,0,1,0,80.8,,0,"PREMIER SECONDARY SCHOOL, UKEHE"
2023/2024,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Disabled,Public,JSS,JSS3,1,1,0,0,80.8,,0,"SPECIAL SCIENCE SCHOOL, UKEHE"
2023/2024,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Non-Disabled,Public,JSS,JSS3,66,1,2,1,80.8,,0,ST IGNATIUS OF LOYOLO COLLEGE SCH UKEHE
2023/2024,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Disabled,Private,JSS,JSS1,1,0,0,0,80.8,JSS1,0,"BRAIN TRUST COLLEGE,UKEHE"
2023/2024,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Non-Disabled,Private,JSS,JSS1,24,0,1,0,80.8,JSS1,0,"COMMUNITY HIGH SCHOOL, UKEHE"
2023/2024,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Disabled,Public,JSS,JSS1,2,1,0,0,80.8,JSS1,0,"ORINANDU COMMUNITY SECONDARY SCHOOL, UKEHE"
2023/2024,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Non-Disabled,Public,JSS,JSS1,89,1,2,1,80.8,JSS1,0,"PREMIER SECONDARY SCHOOL, UKEHE"
2023/2024,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Disabled,Private,JSS,JSS2,0,0,0,0,80.8,,0,"SPECIAL SCIENCE SCHOOL, UKEHE"
2023/2024,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Non-Disabled,Private,JSS,JSS2,20,0,1,0,80.8,,0,ST IGNATIUS OF LOYOLO COLLEGE SCH UKEHE
2023/2024,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Disabled,Public,JSS,JSS2,2,1,0,0,80.8,,0,"BRAIN TRUST COLLEGE,UKEHE"
2023/2024,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Non-Disabled,Public,JSS,JSS2,73,1,2,1,80.8,,0,"COMMUNITY HIGH SCHOOL, UKEHE"
2023/2024,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Disabled,Private,JSS,JSS3,0,0,0,0,80.8,,0,"ORINANDU COMMUNITY SECONDARY SCHOOL, UKEHE"
2023/2024,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Non-Disabled,Private,JSS,JSS3,16,0,0,0,80.8,,0,"PREMIER SECONDARY SCHOOL, UKEHE"
2023/2024,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Disabled,Public,JSS,JSS3,1,1,0,0,80.8,,0,"SPECIAL SCIENCE SCHOOL, UKEHE"
2023/2024,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Non-Disabled,Public,JSS,JSS3,58,1,1,1,80.8,,0,ST IGNATIUS OF LOYOLO COLLEGE SCH UKEHE
2023/2024,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Disabled,Private,SSS,SSS1,0,0,0,0,82.8,SSS1,0,"BRAIN TRUST COLLEGE,UKEHE"
2023/2024,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Non-Disabled,Private,SSS,SSS1,30,0,1,0,82.8,SSS1,1,"COMMUNITY HIGH SCHOOL, UKEHE"
2023/2024,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Disabled,Public,SSS,SSS1,1,1,0,0,82.8,SSS1,0,"ORINANDU COMMUNITY SECONDARY SCHOOL, UKEHE"
2023/2024,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Non-Disabled,Public,SSS,SSS1,54,1,1,1,82.8,SSS1,1,"PREMIER SECONDARY SCHOOL, UKEHE"
2023/2024,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Disabled,Private,SSS,SSS2,0,0,0,0,82.8,,0,"SPECIAL SCIENCE SCHOOL, UKEHE"
2023/2024,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Non-Disabled,Private,SSS,SSS2,24,0,1,0,82.8,,1,ST IGNATIUS OF LOYOLO COLLEGE SCH UKEHE
2023/2024,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Disabled,Public,SSS,SSS2,1,1,0,0,82.8,,0,"BRAIN TRUST COLLEGE,UKEHE"
2023/2024,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Non-Disabled,Public,SSS,SSS2,43,1,1,1,82.8,,1,"COMMUNITY HIGH SCHOOL, UKEHE"
2023/2024,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Disabled,Private,SSS,SSS3,0,0,0,0,82.8,,0,"ORINANDU COMMUNITY SECONDARY SCHOOL, UKEHE"
2023/2024,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Non-Disabled,Private,SSS,SSS3,19,0,1,0,82.8,,1,"PREMIER SECONDARY SCHOOL, UKEHE"
2023/2024,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Disabled,Public,SSS,SSS3,1,1,0,0,82.8,,0,"SPECIAL SCIENCE SCHOOL, UKEHE"
2023/2024,South East,Enugu,Igbo-Etiti,Ukehe I,Female,Non-Disabled,Public,SSS,SSS3,34,1,1,0,82.8,,1,ST IGNATIUS OF LOYOLO COLLEGE SCH UKEHE
2023/2024,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Disabled,Private,SSS,SSS1,1,0,0,0,82.8,SSS1,0,"BRAIN TRUST COLLEGE,UKEHE"
2023/2024,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Non-Disabled,Private,SSS,SSS1,34,0,1,0,82.8,SSS1,1,"COMMUNITY HIGH SCHOOL, UKEHE"
2023/2024,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Disabled,Public,SSS,SSS1,1,1,0,0,82.8,SSS1,0,"ORINANDU COMMUNITY SECONDARY SCHOOL, UKEHE"
2023/2024,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Non-Disabled,Public,SSS,SSS1,59,1,1,1,82.8,SSS1,1,"PREMIER SECONDARY SCHOOL, UKEHE"
2023/2024,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Disabled,Private,SSS,SSS2,0,0,0,0,82.8,,0,"SPECIAL SCIENCE SCHOOL, UKEHE"
2023/2024,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Non-Disabled,Private,SSS,SSS2,27,0,1,0,82.8,,1,ST IGNATIUS OF LOYOLO COLLEGE SCH UKEHE
2023/2024,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Disabled,Public,SSS,SSS2,1,1,0,0,82.8,,0,"BRAIN TRUST COLLEGE,UKEHE"
2023/2024,South East,Enugu,Igbo-Etiti,Ukehe I,Male,Non-Disabled,Public,SSS,SSS2,48,1,1,1,82.8,,1,"COMMUNITY HIGH SCHOOL, UKEHE"
