session,zone,state,lga,ward,school,gender,disability,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,pupil_teacher_ratio
2021/2022,North West,Kaduna,Zaria,Dutsen Abba,"Unity College, Zaria",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,MEd or Equivalent,Qualified,1965,60,32.75
2021/2022,North West,Kaduna,Zaria,Dutsen Abba,"Unity College, Zaria",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,NCE,Qualified,1727,52,33.21153846153846
2021/2022,North West,Kaduna,Zaria,Dutsen Abba,"Unity College, Zaria",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,,Unqualified,1680,51,32.94117647058823
2021/2022,North West,Kaduna,Zaria,Dutsen Abba,"Unity College, Zaria",Female,Disabled,Public,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,1700,52,32.69230769230769
2021/2022,North West,Kaduna,Zaria,Dutsen Abba,"Unity College, Zaria",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,NCE,Qualified,1623,49,33.12244897959184
2021/2022,North West,Kaduna,Zaria,Dutsen Abba,"Unity College, Zaria",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,MEd or Equivalent,Qualified,1780,54,32.96296296296296
2021/2022,North West,Kaduna,Zaria,Dutsen Abba,"Unity College, Zaria",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,1623,49,33.12244897959184
2021/2022,North West,Kaduna,Zaria,Dutsen Abba,"Unity College, Zaria",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,NCE,Qualified,1567,48,32.645833333333336
2021/2022,North West,Kaduna,Zaria,Dutsen Abba,"Unity College, Zaria",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,PGDE,Qualified,1680,51,32.94117647058823
2021/2022,North West,Kaduna,Zaria,Dutsen Abba,"Unity College, Zaria",Female,Disabled,Public,SSS,,NCE,Qualified,462,13,35.53846153846154
2021/2022,North West,Kaduna,Zaria,Dutsen Abba,"Unity College, Zaria",Male,Non-Disabled,Public,SSS,,BEd or Equivalent,Qualified,144,4,36.0
2021/2022,North West,Kaduna,Zaria,Dutsen Abba,"Unity College, Zaria",Male,Non-Disabled,Public,SSS,,PGDE,Qualified,288,8,36.0
2021/2022,North West,Kaduna,Zaria,Dutsen Abba,"Unity College, Zaria",Female,Non-Disabled,Public,SSS,,,Unqualified,358,10,35.8
2021/2022,North West,Kaduna,Zaria,Dutsen Abba,"Unity College, Zaria",Male,Non-Disabled,Public,SSS,,BEd or Equivalent,Qualified,406,11,36.90909090909091
2021/2022,North West,Kaduna,Zaria,Dutsen Abba,"Unity College, Zaria",Female,Non-Disabled,Public,SSS,,BEd or Equivalent,Qualified,191,5,38.2
2021/2022,North West,Kaduna,Zaria,Dutsen Abba,"Unity College, Zaria",Female,Non-Disabled,Public,SSS,,NCE,Qualified,191,5,38.2
2021/2022,North West,Kaduna,Zaria,Dutsen Abba,"Unity College, Zaria",Male,Non-Disabled,Public,SSS,,NCE,Qualified,370,10,37.0
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Community Secondary School, Gyallesu",Female,Non-Disabled,Public,JSS,,PGDE,Qualified,586,15,39.06666666666667
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Community Secondary School, Gyallesu",Male,Non-Disabled,Public,JSS,,MEd or Equivalent,Qualified,507,13,39.0
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Community Secondary School, Gyallesu",Female,Non-Disabled,Public,JSS,,PGDE,Qualified,493,13,37.92307692307692
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Community Secondary School, Gyallesu",Male,Non-Disabled,Public,JSS,,BEd or Equivalent,Qualified,470,12,39.16666666666666
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Community Secondary School, Gyallesu",Female,Disabled,Public,JSS,,MEd or Equivalent,Qualified,475,13,36.53846153846154
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Community Secondary School, Gyallesu",Male,Non-Disabled,Public,JSS,,BEd or Equivalent,Qualified,350,9,38.888888888888886
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Community Secondary School, Gyallesu",Female,Non-Disabled,Public,SSS,,BEd or Equivalent,Qualified,271,8,33.875
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Community Secondary School, Gyallesu",Female,Non-Disabled,Public,SSS,,,Unqualified,127,4,31.75
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Community Secondary School, Gyallesu",Male,Non-Disabled,Public,SSS,,BEd or Equivalent,Qualified,406,11,36.90909090909091
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Community Secondary School, Gyallesu",Female,Non-Disabled,Public,SSS,,Grade II or Equivalent,Unqualified,318,9,35.333333333333336
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Community Secondary School, Gyallesu",Male,Non-Disabled,Public,SSS,,BEd or Equivalent,Qualified,144,4,36.0
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Community Secondary School, Gyallesu",Male,Non-Disabled,Public,SSS,,PGDE,Qualified,216,6,36.0
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Community Secondary School, Gyallesu",Female,Non-Disabled,Public,SSS,,Grade II or Equivalent,Unqualified,143,4,35.75
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Community Secondary School, Gyallesu",Female,Non-Disabled,Public,SSS,,MEd or Equivalent,Qualified,159,4,39.75
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Community Secondary School, Gyallesu",Male,Non-Disabled,Public,SSS,,MEd or Equivalent,Qualified,288,8,36.0
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Comprehensive High School, Gyallesu",Female,Non-Disabled,Private,Pre-Primary/Primary,,PGDE,Qualified,717,22,32.59090909090909
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Comprehensive High School, Gyallesu",Male,Non-Disabled,Private,Pre-Primary/Primary,,PGDE,Qualified,769,23,33.43478260869565
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Comprehensive High School, Gyallesu",Female,Disabled,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,850,26,32.69230769230769
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Comprehensive High School, Gyallesu",Male,Non-Disabled,Private,Pre-Primary/Primary,,,Unqualified,712,22,32.36363636363637
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Comprehensive High School, Gyallesu",Female,Non-Disabled,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,797,24,33.208333333333336
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Comprehensive High School, Gyallesu",Male,Non-Disabled,Private,Pre-Primary/Primary,,NCE,Qualified,712,22,32.36363636363637
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Comprehensive High School, Gyallesu",Female,Disabled,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,850,26,32.69230769230769
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Comprehensive High School, Gyallesu",Male,Disabled,Private,Pre-Primary/Primary,,,Unqualified,854,26,32.84615384615385
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Comprehensive High School, Gyallesu",Female,Disabled,Private,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,1248,38,32.8421052631579
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Comprehensive High School, Gyallesu",Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,PGDE,Qualified,1082,33,32.78787878787879
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Comprehensive High School, Gyallesu",Female,Disabled,Private,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,1248,38,32.8421052631579
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Comprehensive High School, Gyallesu",Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,PGDE,Qualified,1082,33,32.78787878787879
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Comprehensive High School, Gyallesu",Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,,Unqualified,1062,32,33.1875
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Comprehensive High School, Gyallesu",Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,NCE,Qualified,1082,33,32.78787878787879
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Comprehensive High School, Gyallesu",Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,1009,31,32.54838709677419
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Comprehensive High School, Gyallesu",Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,,Unqualified,1025,31,33.064516129032256
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Comprehensive High School, Gyallesu",Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 5,NCE,Qualified,850,26,32.69230769230769
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Comprehensive High School, Gyallesu",Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 5,NCE,Qualified,797,24,33.208333333333336
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Comprehensive High School, Gyallesu",Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,956,29,32.96551724137931
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Comprehensive High School, Gyallesu",Male,Disabled,Private,Pre-Primary/Primary,Primary 6,NCE,Qualified,1025,31,33.064516129032256
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Government Secondary School, Gyallesu",Female,Non-Disabled,Public,JSS,,BEd or Equivalent,Qualified,298,8,37.25
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Government Secondary School, Gyallesu",Female,Disabled,Public,JSS,,PGDE,Qualified,326,9,36.22222222222222
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Government Secondary School, Gyallesu",Male,Disabled,Public,JSS,,NCE,Qualified,590,16,36.875
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Government Secondary School, Gyallesu",Female,Non-Disabled,Public,JSS,,Grade II or Equivalent,Unqualified,530,14,37.85714285714285
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Government Secondary School, Gyallesu",Male,Non-Disabled,Public,JSS,,MEd or Equivalent,Qualified,350,9,38.888888888888886
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Government Secondary School, Gyallesu",Male,Non-Disabled,Public,JSS,,NCE,Qualified,166,4,41.5
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Government Secondary School, Gyallesu",Female,Non-Disabled,Public,JSS,,MEd or Equivalent,Qualified,530,14,37.85714285714285
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Government Secondary School, Gyallesu",Male,Non-Disabled,Public,JSS,,NCE,Qualified,470,12,39.16666666666666
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Government Secondary School, Gyallesu",Female,Non-Disabled,Public,SSS,,BEd or Equivalent,Qualified,438,12,36.5
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Government Secondary School, Gyallesu",Male,Disabled,Public,SSS,,MEd or Equivalent,Qualified,496,14,35.42857142857143
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Government Secondary School, Gyallesu",Female,Non-Disabled,Public,SSS,,BEd or Equivalent,Qualified,223,6,37.16666666666666
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Government Secondary School, Gyallesu",Female,Non-Disabled,Public,SSS,,NCE,Qualified,175,5,35.0
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Government Secondary School, Gyallesu",Male,Disabled,Public,SSS,,NCE,Qualified,478,13,36.76923076923077
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Government Secondary School, Gyallesu",Female,Disabled,Public,SSS,,,Unqualified,318,9,35.333333333333336
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Government Secondary School, Gyallesu",Male,Disabled,Public,SSS,,Grade II or Equivalent,Unqualified,361,10,36.1
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Unity College, Zaria",Female,Non-Disabled,Public,JSS,,NCE,Qualified,493,13,37.92307692307692
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Unity College, Zaria",Male,Disabled,Public,JSS,,PGDE,Qualified,507,13,39.0
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Unity College, Zaria",Female,Non-Disabled,Public,JSS,,Grade II or Equivalent,Unqualified,186,5,37.2
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Unity College, Zaria",Female,Disabled,Public,JSS,,NCE,Qualified,251,7,35.857142857142854
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Unity College, Zaria",Male,Non-Disabled,Public,JSS,,BEd or Equivalent,Qualified,396,10,39.6
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Unity College, Zaria",Female,Non-Disabled,Public,JSS,,PGDE,Qualified,475,13,36.53846153846154
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Unity College, Zaria",Male,Non-Disabled,Public,JSS,,PGDE,Qualified,415,11,37.72727272727273
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Unity College, Zaria",Female,Non-Disabled,Public,SSS,,Grade II or Equivalent,Unqualified,326,9,36.22222222222222
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Unity College, Zaria",Male,Non-Disabled,Public,SSS,,Grade II or Equivalent,Unqualified,306,9,34.0
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Unity College, Zaria",Female,Disabled,Public,SSS,,Grade II or Equivalent,Unqualified,406,11,36.90909090909091
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Unity College, Zaria",Male,Non-Disabled,Public,SSS,,NCE,Qualified,342,10,34.2
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Unity College, Zaria",Female,Non-Disabled,Public,SSS,,BEd or Equivalent,Qualified,287,8,35.875
2021/2022,North West,Kaduna,Zaria,Gyallesu,"Unity College, Zaria",Male,Non-Disabled,Public,SSS,,Grade II or Equivalent,Unqualified,306,9,34.0
2021/2022,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,Non-Disabled,Public,JSS,,PGDE,Qualified,619,23,26.91304347826087
2021/2022,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,Non-Disabled,Public,JSS,,BEd or Equivalent,Qualified,291,11,26.454545454545453
2021/2022,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,Non-Disabled,Public,JSS,,PGDE,Qualified,315,11,28.63636363636364
2021/2022,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,Non-Disabled,Public,JSS,,BEd or Equivalent,Qualified,522,19,27.473684210526315
2021/2022,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,Non-Disabled,Public,JSS,,NCE,Qualified,315,11,28.63636363636364
2021/2022,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,Non-Disabled,Public,JSS,,PGDE,Qualified,121,4,30.25
2021/2022,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,Non-Disabled,Public,JSS,,MEd or Equivalent,Qualified,498,18,27.666666666666668
2021/2022,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,Non-Disabled,Public,JSS,,BEd or Equivalent,Qualified,170,6,28.33333333333333
2021/2022,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,Non-Disabled,Public,JSS,,MEd or Equivalent,Qualified,327,12,27.25
2021/2022,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,Non-Disabled,Public,SSS,,Grade II or Equivalent,Unqualified,369,14,26.357142857142858
2021/2022,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,Non-Disabled,Public,SSS,,MEd or Equivalent,Qualified,162,6,27.0
2021/2022,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,Non-Disabled,Public,SSS,,,Unqualified,174,7,24.857142857142858
2021/2022,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,Disabled,Public,SSS,,BEd or Equivalent,Qualified,472,18,26.22222222222222
2021/2022,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,Non-Disabled,Public,SSS,,Grade II or Equivalent,Unqualified,394,15,26.266666666666666
2021/2022,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,Non-Disabled,Public,SSS,,MEd or Equivalent,Qualified,174,7,24.857142857142858
