session,zone,state,lga,ward,gender,disability,school_type,school_level,class_grade,student_count,school_count,classroom_count,computer_count,infrastructure_score,key_entry_level,is_o_level_student,school
2020/2021,North East,Bauchi,Misau,Tofu,Male,Disabled,Private,JSS,JSS1,0,0,0,0,52.0,JSS1,0,Babajika Junior Secondary School
2020/2021,North East,Bauchi,Misau,Tofu,Male,Non-Disabled,Private,JSS,JSS1,13,0,0,0,52.0,JSS1,0,Misau Model Academy Juniour Secondary School
2020/2021,North East,Bauchi,Misau,Tofu,Male,Disabled,Public,JSS,JSS1,1,0,0,0,52.0,JSS1,0,Babajika Junior Secondary School
2020/2021,North East,Bauchi,Misau,Tofu,Male,Non-Disabled,Public,JSS,JSS1,37,0,1,0,52.0,JSS1,0,Misau Model Academy Juniour Secondary School
2020/2021,North East,Bauchi,Misau,Tofu,Male,Disabled,Private,JSS,JSS2,0,0,0,0,52.0,,0,Babajika Junior Secondary School
2020/2021,North East,Bauchi,Misau,Tofu,Male,Non-Disabled,Private,JSS,JSS2,11,0,0,0,52.0,,0,Misau Model Academy Juniour Secondary School
2020/2021,North East,Bauchi,Misau,Tofu,Male,Disabled,Public,JSS,JSS2,1,0,0,0,52.0,,0,Babajika Junior Secondary School
2020/2021,North East,Bauchi,Misau,Tofu,Male,Non-Disabled,Public,JSS,JSS2,30,0,1,0,52.0,,0,Misau Model Academy Juniour Secondary School
2020/2021,North East,Bauchi,Misau,Tofu,Male,Disabled,Private,JSS,JSS3,0,0,0,0,52.0,,0,Babajika Junior Secondary School
2020/2021,North East,Bauchi,Misau,Tofu,Male,Non-Disabled,Private,JSS,JSS3,9,0,0,0,52.0,,0,Misau Model Academy Juniour Secondary School
2020/2021,North East,Bauchi,Misau,Tofu,Male,Disabled,Public,JSS,JSS3,1,0,0,0,52.0,,0,Babajika Junior Secondary School
2020/2021,North East,Bauchi,Misau,Tofu,Male,Non-Disabled,Public,JSS,JSS3,24,0,1,0,52.0,,0,Misau Model Academy Juniour Secondary School
2020/2021,North East,Bauchi,Misau,Tofu,Female,Disabled,Private,SSS,SSS1,0,0,0,0,54.0,SSS1,0,Babajika Junior Secondary School
2020/2021,North East,Bauchi,Misau,Tofu,Female,Non-Disabled,Private,SSS,SSS1,11,0,0,0,54.0,SSS1,1,Misau Model Academy Juniour Secondary School
2020/2021,North East,Bauchi,Misau,Tofu,Female,Disabled,Public,SSS,SSS1,1,0,0,0,54.0,SSS1,0,Babajika Junior Secondary School
2020/2021,North East,Bauchi,Misau,Tofu,Female,Non-Disabled,Public,SSS,SSS1,28,0,1,1,54.0,SSS1,1,Misau Model Academy Juniour Secondary School
2020/2021,North East,Bauchi,Misau,Tofu,Female,Disabled,Private,SSS,SSS2,0,0,0,0,54.0,,0,Babajika Junior Secondary School
2020/2021,North East,Bauchi,Misau,Tofu,Female,Non-Disabled,Private,SSS,SSS2,9,0,0,0,54.0,,1,Misau Model Academy Juniour Secondary School
2020/2021,North East,Bauchi,Misau,Tofu,Female,Disabled,Public,SSS,SSS2,0,0,0,0,54.0,,0,Babajika Junior Secondary School
2020/2021,North East,Bauchi,Misau,Tofu,Female,Non-Disabled,Public,SSS,SSS2,23,0,1,0,54.0,,1,Misau Model Academy Juniour Secondary School
2020/2021,North East,Bauchi,Misau,Tofu,Female,Disabled,Private,SSS,SSS3,0,0,0,0,54.0,,0,Babajika Junior Secondary School
2020/2021,North East,Bauchi,Misau,Tofu,Female,Non-Disabled,Private,SSS,SSS3,7,0,0,0,54.0,,0,Misau Model Academy Juniour Secondary School
2020/2021,North East,Bauchi,Misau,Tofu,Female,Disabled,Public,SSS,SSS3,0,0,0,0,54.0,,0,Babajika Junior Secondary School
2020/2021,North East,Bauchi,Misau,Tofu,Female,Non-Disabled,Public,SSS,SSS3,18,0,0,0,54.0,,1,Misau Model Academy Juniour Secondary School
2020/2021,North East,Bauchi,Misau,Tofu,Male,Disabled,Private,SSS,SSS1,0,0,0,0,54.0,SSS1,0,Babajika Junior Secondary School
2020/2021,North East,Bauchi,Misau,Tofu,Male,Non-Disabled,Private,SSS,SSS1,13,0,0,0,54.0,SSS1,1,Misau Model Academy Juniour Secondary School
2020/2021,North East,Bauchi,Misau,Tofu,Male,Disabled,Public,SSS,SSS1,0,0,0,0,54.0,SSS1,0,Babajika Junior Secondary School
2020/2021,North East,Bauchi,Misau,Tofu,Male,Non-Disabled,Public,SSS,SSS1,28,0,1,1,54.0,SSS1,1,Misau Model Academy Juniour Secondary School
2020/2021,North East,Bauchi,Misau,Tofu,Male,Disabled,Private,SSS,SSS2,0,0,0,0,54.0,,0,Babajika Junior Secondary School
2020/2021,North East,Bauchi,Misau,Tofu,Male,Non-Disabled,Private,SSS,SSS2,11,0,0,0,54.0,,1,Misau Model Academy Juniour Secondary School
2020/2021,North East,Bauchi,Misau,Tofu,Male,Disabled,Public,SSS,SSS2,0,0,0,0,54.0,,0,Babajika Junior Secondary School
2020/2021,North East,Bauchi,Misau,Tofu,Male,Non-Disabled,Public,SSS,SSS2,22,0,1,0,54.0,,1,Misau Model Academy Juniour Secondary School
