session,zone,state,lga,ward,school,gender,disability,exam_body,gap_band,institution_type,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,ALL,NECO,3-5-year,College of Education,32,24,5,5,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,ALL,NECO,5+-year,College of Education,23,15,5,5,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,ALL,WAEC,1-year,College of Education,138,92,33,31,2,1.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,ALL,WAEC,2-year,College of Education,86,57,19,15,4,2.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,ALL,WAEC,3-5-year,College of Education,52,35,14,10,4,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,ALL,WAEC,5+-year,College of Education,32,22,5,5,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,Disabled,NABTEB,1-year,College of Education,5,4,6,7,0,1.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,Disabled,NABTEB,2-year,College of Education,3,4,0,0,0,2.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,Disabled,NABTEB,3-5-year,College of Education,3,0,0,0,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,Disabled,NABTEB,5+-year,College of Education,0,0,0,0,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,Disabled,NECO,1-year,College of Education,9,6,5,5,0,1.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,Disabled,NECO,2-year,College of Education,6,3,0,0,0,2.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,Disabled,NECO,3-5-year,College of Education,3,3,0,0,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,Disabled,NECO,5+-year,College of Education,0,0,0,0,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,Disabled,WAEC,1-year,College of Education,11,8,4,5,0,1.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,Disabled,WAEC,2-year,College of Education,6,5,0,0,0,2.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,Disabled,WAEC,3-5-year,College of Education,6,3,0,0,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,Disabled,WAEC,5+-year,College of Education,3,0,0,0,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,ALL,NABTEB,1-year,University,27,17,6,7,0,1.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,ALL,NABTEB,2-year,University,16,13,6,7,0,2.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,ALL,NABTEB,3-5-year,University,8,7,0,0,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,ALL,NABTEB,5+-year,University,8,4,0,0,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,ALL,NECO,1-year,University,53,36,10,11,0,1.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,ALL,NECO,2-year,University,35,24,5,6,0,2.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,ALL,NECO,3-5-year,University,21,15,5,6,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,ALL,NECO,5+-year,University,12,6,5,0,5,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,ALL,WAEC,1-year,University,63,38,14,15,0,1.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,ALL,WAEC,2-year,University,40,27,9,10,0,2.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,ALL,WAEC,3-5-year,University,26,16,4,5,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,ALL,WAEC,5+-year,University,11,8,4,0,4,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,Disabled,NABTEB,1-year,University,5,3,0,0,0,1.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,Disabled,NABTEB,2-year,University,3,3,0,0,0,2.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,Disabled,NABTEB,3-5-year,University,3,0,0,0,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,Disabled,NABTEB,5+-year,University,0,0,0,0,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,Disabled,NECO,1-year,University,6,3,5,6,0,1.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,Disabled,NECO,2-year,University,3,3,0,0,0,2.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,Disabled,NECO,3-5-year,University,3,3,0,0,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,Disabled,NECO,5+-year,University,0,0,0,0,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,Disabled,WAEC,1-year,University,6,3,4,5,0,1.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,Disabled,WAEC,2-year,University,3,3,0,0,0,2.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,Disabled,WAEC,3-5-year,University,3,0,0,0,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,Disabled,WAEC,5+-year,University,0,0,0,0,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,ALL,NABTEB,1-year,University,30,20,6,6,0,1.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,ALL,NABTEB,2-year,University,19,13,6,6,0,2.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,ALL,NABTEB,3-5-year,University,11,10,0,0,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,ALL,NABTEB,5+-year,University,8,4,0,0,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,ALL,NECO,1-year,University,65,42,10,11,0,1.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,ALL,NECO,2-year,University,44,30,10,6,4,2.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,ALL,NECO,3-5-year,University,26,18,5,6,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,ALL,NECO,5+-year,University,12,6,0,0,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,ALL,WAEC,1-year,University,72,46,14,15,0,1.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,ALL,WAEC,2-year,University,46,30,9,10,0,2.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,ALL,WAEC,3-5-year,University,26,16,4,5,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,ALL,WAEC,5+-year,University,14,8,4,0,4,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,Disabled,NABTEB,1-year,University,5,4,0,0,0,1.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,Disabled,NABTEB,2-year,University,3,4,0,0,0,2.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,Disabled,NABTEB,3-5-year,University,3,0,0,0,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,Disabled,NABTEB,5+-year,University,0,0,0,0,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,Disabled,NECO,1-year,University,6,3,0,0,0,1.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,Disabled,NECO,2-year,University,3,3,0,0,0,2.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,Disabled,NECO,3-5-year,University,3,3,0,0,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,Disabled,NECO,5+-year,University,3,0,0,0,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,Disabled,WAEC,1-year,University,6,3,5,5,0,1.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,Disabled,WAEC,2-year,University,3,3,0,0,0,2.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,Disabled,WAEC,3-5-year,University,3,3,0,0,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,Disabled,WAEC,5+-year,University,3,0,0,0,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,ALL,NABTEB,1-year,Polytechnic,43,30,13,6,7,1.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,ALL,NABTEB,2-year,Polytechnic,30,20,6,6,0,2.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,ALL,NABTEB,3-5-year,Polytechnic,19,13,6,6,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,ALL,NABTEB,5+-year,Polytechnic,11,7,0,0,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,ALL,NECO,1-year,Polytechnic,85,56,21,16,5,1.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,ALL,NECO,2-year,Polytechnic,53,33,11,11,0,2.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,ALL,NECO,3-5-year,Polytechnic,35,21,11,5,6,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,ALL,NECO,5+-year,Polytechnic,23,15,5,5,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,ALL,WAEC,1-year,Polytechnic,109,73,23,20,3,1.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,ALL,WAEC,2-year,Polytechnic,72,46,14,15,0,2.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,ALL,WAEC,3-5-year,Polytechnic,37,24,9,10,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,ALL,WAEC,5+-year,Polytechnic,34,22,9,5,4,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,Disabled,NABTEB,1-year,Polytechnic,5,3,6,6,0,1.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,Disabled,NABTEB,2-year,Polytechnic,3,3,0,0,0,2.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,Disabled,NABTEB,3-5-year,Polytechnic,3,0,0,0,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,Disabled,NABTEB,5+-year,Polytechnic,0,0,0,0,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,Disabled,NECO,1-year,Polytechnic,6,3,5,5,0,1.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,Disabled,NECO,2-year,Polytechnic,6,3,0,0,0,2.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,Disabled,NECO,3-5-year,Polytechnic,3,3,0,0,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,Disabled,NECO,5+-year,Polytechnic,3,0,0,0,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,Disabled,WAEC,1-year,Polytechnic,11,5,4,5,0,1.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,Disabled,WAEC,2-year,Polytechnic,6,5,0,0,0,2.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,Disabled,WAEC,3-5-year,Polytechnic,3,3,0,0,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,Disabled,WAEC,5+-year,Polytechnic,3,0,0,0,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,ALL,NABTEB,1-year,Polytechnic,46,33,6,6,0,1.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,ALL,NABTEB,2-year,Polytechnic,30,20,6,6,0,2.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,ALL,NABTEB,3-5-year,Polytechnic,22,17,6,0,6,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,ALL,NABTEB,5+-year,Polytechnic,11,7,0,0,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,ALL,NECO,1-year,Polytechnic,85,56,16,11,5,1.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,ALL,NECO,2-year,Polytechnic,53,33,11,5,6,2.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,ALL,NECO,3-5-year,Polytechnic,32,21,5,5,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,ALL,NECO,5+-year,Polytechnic,15,12,0,0,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,ALL,WAEC,1-year,Polytechnic,109,71,23,26,0,1.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,ALL,WAEC,2-year,Polytechnic,72,46,19,15,4,2.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,ALL,WAEC,3-5-year,Polytechnic,52,35,14,10,4,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,ALL,WAEC,5+-year,Polytechnic,23,16,5,5,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,Disabled,NABTEB,1-year,Polytechnic,5,4,0,0,0,1.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,Disabled,NABTEB,2-year,Polytechnic,3,4,0,0,0,2.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,Disabled,NABTEB,3-5-year,Polytechnic,3,0,0,0,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,Disabled,NABTEB,5+-year,Polytechnic,0,0,0,0,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,Disabled,NECO,1-year,Polytechnic,9,3,0,0,0,1.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,Disabled,NECO,2-year,Polytechnic,6,3,0,0,0,2.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,Disabled,NECO,3-5-year,Polytechnic,3,3,0,0,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,Disabled,NECO,5+-year,Polytechnic,0,0,0,0,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,Disabled,WAEC,1-year,Polytechnic,11,5,5,5,0,1.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,Disabled,WAEC,2-year,Polytechnic,6,3,0,0,0,2.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,Disabled,WAEC,3-5-year,Polytechnic,3,3,0,0,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,Disabled,WAEC,5+-year,Polytechnic,3,3,0,0,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Unity College, Gboko",Female,ALL,NABTEB,1-year,College of Education,27,20,6,6,0,1.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Unity College, Gboko",Female,ALL,NABTEB,2-year,College of Education,19,13,6,6,0,2.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Unity College, Gboko",Female,ALL,NABTEB,3-5-year,College of Education,14,10,6,6,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Unity College, Gboko",Female,ALL,NABTEB,5+-year,College of Education,5,3,0,0,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Unity College, Gboko",Female,ALL,NECO,1-year,College of Education,53,39,16,16,0,1.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Unity College, Gboko",Female,ALL,NECO,2-year,College of Education,29,21,11,11,0,2.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Unity College, Gboko",Female,ALL,NECO,3-5-year,College of Education,26,18,11,6,5,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Unity College, Gboko",Female,ALL,NECO,5+-year,College of Education,15,9,5,6,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Unity College, Gboko",Female,ALL,WAEC,1-year,College of Education,63,43,19,15,4,1.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Unity College, Gboko",Female,ALL,WAEC,2-year,College of Education,37,24,9,10,0,2.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Unity College, Gboko",Female,ALL,WAEC,3-5-year,College of Education,26,19,5,5,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Unity College, Gboko",Female,ALL,WAEC,5+-year,College of Education,17,11,5,5,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Unity College, Gboko",Female,Disabled,NABTEB,1-year,College of Education,5,4,6,6,0,1.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Unity College, Gboko",Female,Disabled,NABTEB,2-year,College of Education,3,4,0,0,0,2.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Unity College, Gboko",Female,Disabled,NABTEB,3-5-year,College of Education,3,0,0,0,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Unity College, Gboko",Female,Disabled,NABTEB,5+-year,College of Education,0,0,0,0,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Unity College, Gboko",Female,Disabled,NECO,1-year,College of Education,6,3,5,6,0,1.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Unity College, Gboko",Female,Disabled,NECO,2-year,College of Education,3,3,0,0,0,2.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Unity College, Gboko",Female,Disabled,NECO,3-5-year,College of Education,3,0,0,0,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Unity College, Gboko",Female,Disabled,NECO,5+-year,College of Education,0,0,0,0,0,1.5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Unity College, Gboko",Female,Disabled,WAEC,1-year,College of Education,6,3,5,5,0,1.0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Unity College, Gboko",Female,Disabled,WAEC,2-year,College of Education,3,3,0,0,0,2.0
