session,zone,state,lga,ward,school,gender,disability,exam_body,gap_band,institution_type,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years
2022/2023,South South,Rivers,Obio-Akpor,Elelenwo (3B),"Unity College, Obio-Akpor",Male,Disabled,NABTEB,3-5-year,Polytechnic,3,0,0,0,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Elelenwo (3B),"Unity College, Obio-Akpor",Male,Disabled,NABTEB,5+-year,Polytechnic,0,0,0,0,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Elelenwo (3B),"Unity College, Obio-Akpor",Male,Disabled,NECO,1-year,Polytechnic,11,6,4,4,0,1.0
2022/2023,South South,Rivers,Obio-Akpor,Elelenwo (3B),"Unity College, Obio-Akpor",Male,Disabled,NECO,2-year,Polytechnic,7,3,0,0,0,2.0
2022/2023,South South,Rivers,Obio-Akpor,Elelenwo (3B),"Unity College, Obio-Akpor",Male,Disabled,NECO,3-5-year,Polytechnic,4,3,0,0,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Elelenwo (3B),"Unity College, Obio-Akpor",Male,Disabled,NECO,5+-year,Polytechnic,4,3,0,0,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Elelenwo (3B),"Unity College, Obio-Akpor",Male,Disabled,WAEC,1-year,Polytechnic,14,11,3,4,0,1.0
2022/2023,South South,Rivers,Obio-Akpor,Elelenwo (3B),"Unity College, Obio-Akpor",Male,Disabled,WAEC,2-year,Polytechnic,11,5,3,4,0,2.0
2022/2023,South South,Rivers,Obio-Akpor,Elelenwo (3B),"Unity College, Obio-Akpor",Male,Disabled,WAEC,3-5-year,Polytechnic,7,3,0,0,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Elelenwo (3B),"Unity College, Obio-Akpor",Male,Disabled,WAEC,5+-year,Polytechnic,4,3,0,0,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Female,ALL,NABTEB,1-year,Polytechnic,56,32,7,7,0,1.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Female,ALL,NABTEB,2-year,Polytechnic,36,19,4,4,0,2.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Female,ALL,NABTEB,3-5-year,Polytechnic,27,13,4,4,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Female,ALL,NABTEB,5+-year,Polytechnic,10,7,4,0,4,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Female,ALL,NECO,1-year,Polytechnic,108,60,21,17,4,1.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Female,ALL,NECO,2-year,Polytechnic,61,34,12,9,3,2.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Female,ALL,NECO,3-5-year,Polytechnic,40,23,8,9,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Female,ALL,NECO,5+-year,Polytechnic,25,11,4,4,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Female,ALL,WAEC,1-year,Polytechnic,149,78,26,24,2,1.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Female,ALL,WAEC,2-year,Polytechnic,98,54,20,17,3,2.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Female,ALL,WAEC,3-5-year,Polytechnic,55,30,10,7,3,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Female,ALL,WAEC,5+-year,Polytechnic,36,22,7,7,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Female,Disabled,NABTEB,1-year,Polytechnic,7,3,4,4,0,1.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Female,Disabled,NABTEB,2-year,Polytechnic,3,3,0,0,0,2.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Female,Disabled,NABTEB,3-5-year,Polytechnic,3,0,0,0,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Female,Disabled,NABTEB,5+-year,Polytechnic,0,0,0,0,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Female,Disabled,NECO,1-year,Polytechnic,7,6,4,4,0,1.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Female,Disabled,NECO,2-year,Polytechnic,7,3,0,0,0,2.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Female,Disabled,NECO,3-5-year,Polytechnic,4,3,0,0,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Female,Disabled,NECO,5+-year,Polytechnic,3,0,0,0,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Female,Disabled,WAEC,1-year,Polytechnic,15,8,3,4,0,1.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Female,Disabled,WAEC,2-year,Polytechnic,11,5,3,4,0,2.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Female,Disabled,WAEC,3-5-year,Polytechnic,4,3,0,0,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Female,Disabled,WAEC,5+-year,Polytechnic,4,3,0,0,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Male,ALL,NABTEB,1-year,Polytechnic,66,38,11,7,4,1.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Male,ALL,NABTEB,2-year,Polytechnic,43,26,7,4,3,2.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Male,ALL,NABTEB,3-5-year,Polytechnic,30,16,4,4,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Male,ALL,NABTEB,5+-year,Polytechnic,13,6,0,0,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Male,ALL,NECO,1-year,Polytechnic,112,60,21,17,4,1.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Male,ALL,NECO,2-year,Polytechnic,76,43,16,13,3,2.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Male,ALL,NECO,3-5-year,Polytechnic,47,23,8,9,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Male,ALL,NECO,5+-year,Polytechnic,25,14,4,4,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Male,ALL,WAEC,1-year,Polytechnic,164,89,23,21,2,1.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Male,ALL,WAEC,2-year,Polytechnic,102,54,13,14,0,2.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Male,ALL,WAEC,3-5-year,Polytechnic,62,35,10,7,3,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Male,ALL,WAEC,5+-year,Polytechnic,44,24,7,7,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Male,Disabled,NABTEB,1-year,Polytechnic,7,3,4,4,0,1.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Male,Disabled,NABTEB,2-year,Polytechnic,3,3,0,0,0,2.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Male,Disabled,NABTEB,3-5-year,Polytechnic,3,0,0,0,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Male,Disabled,NABTEB,5+-year,Polytechnic,0,0,0,0,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Male,Disabled,NECO,1-year,Polytechnic,11,6,4,4,0,1.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Male,Disabled,NECO,2-year,Polytechnic,7,3,0,0,0,2.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Male,Disabled,NECO,3-5-year,Polytechnic,3,3,0,0,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Male,Disabled,NECO,5+-year,Polytechnic,3,0,0,0,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Male,Disabled,WAEC,1-year,Polytechnic,14,8,3,4,0,1.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Male,Disabled,WAEC,2-year,Polytechnic,11,5,0,0,0,2.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Male,Disabled,WAEC,3-5-year,Polytechnic,4,3,0,0,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Community Secondary School, Oro-Igwe",Male,Disabled,WAEC,5+-year,Polytechnic,4,0,0,0,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Female,ALL,NABTEB,1-year,College of Education,80,48,15,11,4,1.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Female,ALL,NABTEB,2-year,College of Education,50,29,7,7,0,2.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Female,ALL,NABTEB,3-5-year,College of Education,30,16,4,4,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Female,ALL,NABTEB,5+-year,College of Education,17,10,4,4,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Female,ALL,NECO,1-year,College of Education,137,77,29,26,3,1.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Female,ALL,NECO,2-year,College of Education,86,51,16,17,0,2.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Female,ALL,NECO,3-5-year,College of Education,50,28,12,9,3,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Female,ALL,NECO,5+-year,College of Education,25,14,4,4,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Female,ALL,WAEC,1-year,College of Education,160,92,33,31,2,1.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Female,ALL,WAEC,2-year,College of Education,113,65,23,21,2,2.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Female,ALL,WAEC,3-5-year,College of Education,69,38,13,14,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Female,ALL,WAEC,5+-year,College of Education,36,22,10,7,3,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Female,Disabled,NABTEB,1-year,College of Education,10,3,4,4,0,1.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Female,Disabled,NABTEB,2-year,College of Education,7,3,0,0,0,2.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Female,Disabled,NABTEB,3-5-year,College of Education,3,3,0,0,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Female,Disabled,NABTEB,5+-year,College of Education,0,0,0,0,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Female,Disabled,NECO,1-year,College of Education,18,8,4,4,0,1.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Female,Disabled,NECO,2-year,College of Education,14,6,4,4,0,2.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Female,Disabled,NECO,3-5-year,College of Education,7,6,0,0,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Female,Disabled,NECO,5+-year,College of Education,3,3,0,0,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Female,Disabled,WAEC,1-year,College of Education,22,11,3,4,0,1.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Female,Disabled,WAEC,2-year,College of Education,15,5,3,4,0,2.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Female,Disabled,WAEC,3-5-year,College of Education,7,5,0,0,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Female,Disabled,WAEC,5+-year,College of Education,4,3,0,0,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Male,ALL,NABTEB,1-year,College of Education,83,48,11,7,4,1.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Male,ALL,NABTEB,2-year,College of Education,60,32,7,7,0,2.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Male,ALL,NABTEB,3-5-year,College of Education,33,19,4,4,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Male,ALL,NABTEB,5+-year,College of Education,20,13,4,4,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Male,ALL,NECO,1-year,College of Education,148,80,33,26,7,1.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Male,ALL,NECO,2-year,College of Education,97,51,21,17,4,2.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Male,ALL,NECO,3-5-year,College of Education,68,37,12,13,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Male,ALL,NECO,5+-year,College of Education,43,23,8,9,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Male,ALL,WAEC,1-year,College of Education,204,116,39,38,1,1.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Male,ALL,WAEC,2-year,College of Education,135,78,26,24,2,2.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Male,ALL,WAEC,3-5-year,College of Education,76,43,13,14,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Male,ALL,WAEC,5+-year,College of Education,47,27,10,7,3,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Male,Disabled,NABTEB,1-year,College of Education,10,6,4,4,0,1.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Male,Disabled,NABTEB,2-year,College of Education,7,3,0,0,0,2.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Male,Disabled,NABTEB,3-5-year,College of Education,3,3,0,0,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Male,Disabled,NABTEB,5+-year,College of Education,3,0,0,0,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Male,Disabled,NECO,1-year,College of Education,18,8,4,4,0,1.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Male,Disabled,NECO,2-year,College of Education,11,6,4,4,0,2.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Male,Disabled,NECO,3-5-year,College of Education,11,6,0,0,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Male,Disabled,NECO,5+-year,College of Education,3,3,0,0,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Male,Disabled,WAEC,1-year,College of Education,25,11,3,4,0,1.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Male,Disabled,WAEC,2-year,College of Education,15,8,3,4,0,2.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Male,Disabled,WAEC,3-5-year,College of Education,11,5,0,0,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Comprehensive High School, Oro-Igwe",Male,Disabled,WAEC,5+-year,College of Education,4,3,0,0,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Government Secondary School, Oro-Igwe",Female,ALL,NABTEB,1-year,College of Education,33,19,4,4,0,1.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Government Secondary School, Oro-Igwe",Female,ALL,NABTEB,2-year,College of Education,23,13,4,4,0,2.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Government Secondary School, Oro-Igwe",Female,ALL,NABTEB,3-5-year,College of Education,13,6,4,4,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Government Secondary School, Oro-Igwe",Female,ALL,NABTEB,5+-year,College of Education,7,3,0,0,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Government Secondary School, Oro-Igwe",Female,ALL,NECO,1-year,College of Education,58,31,12,13,0,1.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Government Secondary School, Oro-Igwe",Female,ALL,NECO,2-year,College of Education,32,20,8,4,4,2.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Government Secondary School, Oro-Igwe",Female,ALL,NECO,3-5-year,College of Education,25,14,4,4,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Government Secondary School, Oro-Igwe",Female,ALL,NECO,5+-year,College of Education,14,8,4,4,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Government Secondary School, Oro-Igwe",Female,ALL,WAEC,1-year,College of Education,87,49,17,14,3,1.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Government Secondary School, Oro-Igwe",Female,ALL,WAEC,2-year,College of Education,58,32,10,10,0,2.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Government Secondary School, Oro-Igwe",Female,ALL,WAEC,3-5-year,College of Education,33,19,7,4,3,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Government Secondary School, Oro-Igwe",Female,ALL,WAEC,5+-year,College of Education,22,11,3,4,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Government Secondary School, Oro-Igwe",Female,Disabled,NABTEB,1-year,College of Education,7,3,4,4,0,1.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Government Secondary School, Oro-Igwe",Female,Disabled,NABTEB,2-year,College of Education,3,3,0,0,0,2.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Government Secondary School, Oro-Igwe",Female,Disabled,NABTEB,3-5-year,College of Education,3,0,0,0,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Government Secondary School, Oro-Igwe",Female,Disabled,NABTEB,5+-year,College of Education,0,0,0,0,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Government Secondary School, Oro-Igwe",Female,Disabled,NECO,1-year,College of Education,7,3,4,4,0,1.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Government Secondary School, Oro-Igwe",Female,Disabled,NECO,2-year,College of Education,4,3,0,0,0,2.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Government Secondary School, Oro-Igwe",Female,Disabled,NECO,3-5-year,College of Education,4,3,0,0,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Government Secondary School, Oro-Igwe",Female,Disabled,NECO,5+-year,College of Education,0,0,0,0,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Government Secondary School, Oro-Igwe",Female,Disabled,WAEC,1-year,College of Education,7,5,3,4,0,1.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Government Secondary School, Oro-Igwe",Female,Disabled,WAEC,2-year,College of Education,7,3,0,0,0,2.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Government Secondary School, Oro-Igwe",Female,Disabled,WAEC,3-5-year,College of Education,4,3,0,0,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Government Secondary School, Oro-Igwe",Female,Disabled,WAEC,5+-year,College of Education,0,0,0,0,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Government Secondary School, Oro-Igwe",Male,ALL,NABTEB,1-year,College of Education,36,19,7,4,3,1.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Government Secondary School, Oro-Igwe",Male,ALL,NABTEB,2-year,College of Education,23,13,4,4,0,2.0
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Government Secondary School, Oro-Igwe",Male,ALL,NABTEB,3-5-year,College of Education,13,10,4,4,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Government Secondary School, Oro-Igwe",Male,ALL,NABTEB,5+-year,College of Education,7,3,0,0,0,1.5
2022/2023,South South,Rivers,Obio-Akpor,Oro-Igwe,"Government Secondary School, Oro-Igwe",Male,ALL,NECO,1-year,College of Education,54,28,8,9,0,1.0
