session,zone,state,lga,ward,school,gender,disability,olevel_exam_body,candidate_count,passed_count,pass_rate_pct,utme_candidate_count,utme_qualified_count,utme_qualifying_rate_pct,admitted_count,admission_rate_pct,matriculated_count,matriculation_completion_rate_pct
2019/2020,North West,Jigawa,Sule-Tankarkar,Yandamo,"Hardo Kwaine Nomadic Primary School, Hardo Kwaine",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Sule-Tankarkar,Yandamo,Junior Secondary School Kuka Maidire,Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Sule-Tankarkar,Yandamo,"Junior Secondary School, Yandamo",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Sule-Tankarkar,Yandamo,"Kakudi Tsuru Primary School, Kakudi Tsuru",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Sule-Tankarkar,Yandamo,"Lageniya Primary School, Lageniya",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Sule-Tankarkar,Yandamo,"Mairago Nomadic Primary School, Mai Rago",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Sule-Tankarkar,Yandamo,"Nazau Primary School, Nazau",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Sule-Tankarkar,Yandamo,"Tarika Primary School, Tarika",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Sule-Tankarkar,Yandamo,"Unguwar Kiwo Primary School, Unguwar Kiwo",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Sule-Tankarkar,Yandamo,"Yandamo Primary School, Yandamo",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Ajaura,"Afitawa Primary School, Afitawa",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Ajaura,Ajaura Junior Secondary Schhol,Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Ajaura,"Ajaura Primary School, Ajaura",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Ajaura,"Bardo Primary School, Bardo",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Ajaura,Buturanawa Nomadic Primary School,Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Ajaura,"Fulatan Primary School, Fuatan",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Ajaura,"Gurjawa Primary School, Gurjawa",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Ajaura,"Junior Secondary School, Kundu",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Ajaura,Kawari Primary School,Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Ajaura,"Kundu Primary School, Kundu",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Ajaura,"Nomi Primary School, Nomo",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Ajaura,"Yangayami Primary School, Yangayami",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Chakwaikwaiwa,"Akasan Islamiya Primary School, Akasan",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Chakwaikwaiwa,"Barnawa Nomadic Primary School, Barnawa",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Chakwaikwaiwa,"Chakwaikwaiwa Primary School, Chakwaikwaiwa",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Chakwaikwaiwa,"Chiwasu Primary School, Chiwasu",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Chakwaikwaiwa,"G/Kiliya Primary School, Gidan Kiliya",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Chakwaikwaiwa,Hawandu Primary School,Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Chakwaikwaiwa,"Junior Secondary School, Chakwaikwaiwa",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Chakwaikwaiwa,"Junior Secondary School, Kwajali",Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Chakwaikwaiwa,Kauyan Mata Primary School,Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Chakwaikwaiwa,"Kwajali Islamiya Primary School, Kwajali",Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Chakwaikwaiwa,"Rafin Kanya Primary School, Rafin Kanya",Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Chakwaikwaiwa,"Yanyanga Primary School, Yanyanga",Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Chukuto,"Atiyaye Primary School, Atiyaye",Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Chukuto,"Bidawa Primary School, Bidawa",Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Chukuto,"Chukuto Primary School, Chukuto",Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Chukuto,Dakawar Dinya Primary School,Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Chukuto,Dandalla Nomadic Primary School,Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Chukuto,"Galadimawa Primary School, Galadimawa",Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Chukuto,"Idan Zakara Primary School, Idan Zakara",Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Chukuto,"Junior Secondary School, Chukuto",Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Chukuto,"Junior Secondary School, Majia",Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Chukuto,"Kwajali Primary School, Kwajali",Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Chukuto,"Shirinya Nomadic Primary School, Shrinya",Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Chukuto,"Zarga Primary School, Zarga",Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Gujungu,Asayaya Primary School,Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Gujungu,Dakawar Kuka Primary School,Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Gujungu,Gamakauye Primary School,Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Gujungu,Government Day Junior Arabic Secondary School Gujungu,Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Gujungu,Gujungu Islamiyya,Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Gujungu,Gujungu Kuou Primary School,Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Gujungu,"Gujungu Primary School, Gujungu",Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Gujungu,"Junior Secondary School, Gujungu",Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Gujungu,"Junior Secondary School, Nahuce",Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Gujungu,"K/Gilima Primary School, Kaura Gilma",Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Gujungu,"M/Maizuwo Primary School, Malamawar Maizuwo",Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Gujungu,"T/Kwajali Primary School, Tofar Kwajali",Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Kiri,Adams Science Andtahfizul Quran Academy,Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Kiri,"Dankaraye Primary School, Dankaraye",Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Kiri,Ganyawa Islamiyya Primary School,Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Kiri,Gidan Ganji Primary School,Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Kiri,"Junior Arabic Secondary School, Kiri",Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Kiri,"Junior Secondary School, Kiri",Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Kiri,"Junior Secondary School, Yangayami",Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Kiri,"K/Mato Primary School, Koran Mato",Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Kiri,"Kiri Islamiya Primary School, Kiri",Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Kiri,"Kiri Primary School, Kiri",Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Kiri,"Mahoni Primary School, Mahoni",Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Kiri,"Tsadawa Primary School, Tsadawa",Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Kwalam,Domawa Primary School,Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Kwalam,"Gidan Naruwa Primary School, Gidan Naruwa",Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Kwalam,Junior Arabic Secondary School Kwalam,Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Kwalam,"Junior Arabic Secondary School, Majia",Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Kwalam,"Junior Secondary School, Kwalam",Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Kwalam,"Junior Secondary School,Gurjawa",Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Kwalam,"Kangal Primary School, Kangal",Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Kwalam,"Kwalam Central Primary School, Kwalam",Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Kwalam,"Kwalam Islamiya Primary School, Kwalam",Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Kwalam,"Maiyadiya Primary School, Maiyadiya",Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Kwalam,"Tsinaho Primary School, Tsanaho",Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Kwalam,Yanfari Primary School,Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Maje,Adams Science Andtahfizul Quran Academy,Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Maje,Gilima Islamiyya Primary School,Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Maje,"Junior Arabic Secondary School, Maje",Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Maje,"Junior Secondary School, Akasan",Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Maje,"Junior Secondary School, Maje",Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Maje,"Kayar Gazara Primary School, Kayar Gazara",Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Maje,"Maje Central Primary School, Maje",Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Maje,"Maje Islamiya Primary School, Maje",Male,Non-Disabled,WAEC,2,1,50.0,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Maje,"Majia Central Primary School, Majia",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Maje,"Walawa Primary School, Walawa",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Maje,"Zangon Maje Primary School, Zangon Maje",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Majiya,"Abakura Primary School, Abakura",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Majiya,"Bandani Nomadic Primary School, Bandani",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Majiya,"Bula Primary School, Bula",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Majiya,"Dukunu Nomadic Primary School, Dugunu Fulani",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Majiya,"Gilima Primary School, Gilima",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Majiya,"Junior Secondary School, Gurgunya",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Majiya,Katarika Primary School,Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Majiya,"Kokochi Primary School, Kokochi",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Majiya,"Majia Islamiya Primary School, Majia",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Majiya,Majiya Tasha Primary School,Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Majiya,"Wayu Primary School, Wayu",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,S/Garin Yaya,"Gurgunya Primary School, Gurgunya",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,S/Garin Yaya,Imam Jibrin Sabon Garin Yaya Primary School,Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,S/Garin Yaya,"Junior Arabic Secondary School, S/Garin Yaya",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,S/Garin Yaya,"Junior Secondary School, Kayar Gazara",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,S/Garin Yaya,Kokoci Yadda Primary School,Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,S/Garin Yaya,"Kukui Primary School, Kukui",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,S/Garin Yaya,"Nahuce Primary School, Nahuce",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,S/Garin Yaya,"Rigar S/Fada Nomadic Primary School, Rigar Sarkin Fada",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,S/Garin Yaya,Sabongari  Yaya Central Primary School,Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,S/Garin Yaya,"Sabongari Islamiyya Primary School, Sabon Garin Yaya",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,S/Garin Yaya,"Yaldewo Nomadicprimary School, Yaldewo",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Taura,Aliyu  Bin Abidalib Acadamic Taura Jarkasa,Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Taura,Amina Tahfizul Quran Islamiyya School Sabon Garir Yaya,Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Taura,"Daurawa Primary School, Daurawa",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Taura,"Digawar Yan Bukudu Nomadic Primary School, Digawar Yanbukudu",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Taura,Garba Halliru Primary School,Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Taura,Hazak Nursery And Primary School,Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Taura,"Jarkasa Islamiya Primary School, Taura",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Taura,"Junior Arabic Secondary School, Taura",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Taura,"Junior Secondary School, Gilima",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Taura,"Junior Secondary School, Taura",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Taura,Kwalam Kudu Primary School,Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Taura,"M/Taura Primary School, Malamawar Taura",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Taura,Madinatul Ahabab Littahafizul Quran Nursery And Primary School,Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Taura,Takai Nomadic Primary School,Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Taura,"Taura Islamiya Primary School, Taura",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Taura,"Taura Science Model Primary School, Taura",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Taura,"Taura Science Special Primary School, Taura",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Taura,Taura,Taura Tahfizul Quran Islamiya School,Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Yankwashi,Achilafiya,"Furji Primary School, Firji Gabas",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Yankwashi,Achilafiya,"Government Day Junior Secondary School, Birji",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Yankwashi,Achilafiya,"Govt. Day Junior Secondary School, Achilafiya",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Yankwashi,Achilafiya,Jallawa Nomadic Primary School,Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Yankwashi,Achilafiya,"Mallam Ado Yassa Tsangaya School, Achilafiya",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Yankwashi,Achilafiya,"Mallam Lawan Tsangaya School, Sada",Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
2019/2020,North West,Jigawa,Yankwashi,Achilafiya,Nurul Islam Islamiyya Primary School Achilafiya,Male,Non-Disabled,WAEC,3,2,66.67,2,1,50.0,1,50.0,1,100.0
