session,zone,state,lga,ward,gender,disability,school_type,school_level,class_grade,student_count,school_count,classroom_count,computer_count,infrastructure_score,key_entry_level,is_o_level_student,school
2022/2023,North East,Borno,Jere,Dala lawanti,Female,Disabled,Public,SSS,SSS2,8,5,1,1,62.7,,0,"Government Secondary School, Dala lawanti | Community Secondary School, Dala lawanti | Unity College, Jere | Comprehensive High School, Dala lawanti"
2022/2023,North East,Borno,Jere,Dala lawanti,Female,Non-Disabled,Public,SSS,SSS2,357,5,11,8,62.7,,1,"Government Secondary School, Dala lawanti | Community Secondary School, Dala lawanti | Unity College, Jere | Comprehensive High School, Dala lawanti"
2022/2023,North East,Borno,Jere,Dala lawanti,Male,Disabled,Public,SSS,SSS2,9,5,1,1,62.7,,0,"Government Secondary School, Dala lawanti | Community Secondary School, Dala lawanti | Unity College, Jere | Comprehensive High School, Dala lawanti"
2022/2023,North East,Borno,Jere,Dala lawanti,Male,Non-Disabled,Public,SSS,SSS2,395,5,12,9,62.7,,1,"Government Secondary School, Dala lawanti | Community Secondary School, Dala lawanti | Unity College, Jere | Comprehensive High School, Dala lawanti"
2022/2023,North East,Borno,Jere,Dala lawanti,Female,Disabled,Private,SSS,SSS3,3,2,1,1,62.7,,0,"Government Secondary School, Dala lawanti | Community Secondary School, Dala lawanti | Unity College, Jere | Comprehensive High School, Dala lawanti"
2022/2023,North East,Borno,Jere,Dala lawanti,Female,Non-Disabled,Private,SSS,SSS3,121,2,4,3,62.7,,1,"Government Secondary School, Dala lawanti | Community Secondary School, Dala lawanti | Unity College, Jere | Comprehensive High School, Dala lawanti"
2022/2023,North East,Borno,Jere,Dala lawanti,Male,Disabled,Private,SSS,SSS3,3,2,1,1,62.7,,0,"Government Secondary School, Dala lawanti | Community Secondary School, Dala lawanti | Unity College, Jere | Comprehensive High School, Dala lawanti"
2022/2023,North East,Borno,Jere,Dala lawanti,Male,Non-Disabled,Private,SSS,SSS3,127,2,4,3,62.7,,1,"Government Secondary School, Dala lawanti | Community Secondary School, Dala lawanti | Unity College, Jere | Comprehensive High School, Dala lawanti"
2022/2023,North East,Borno,Jere,Dala lawanti,Female,Disabled,Public,SSS,SSS3,6,5,1,1,62.7,,0,"Government Secondary School, Dala lawanti | Community Secondary School, Dala lawanti | Unity College, Jere | Comprehensive High School, Dala lawanti"
2022/2023,North East,Borno,Jere,Dala lawanti,Female,Non-Disabled,Public,SSS,SSS3,278,5,9,7,62.7,,1,"Government Secondary School, Dala lawanti | Community Secondary School, Dala lawanti | Unity College, Jere | Comprehensive High School, Dala lawanti"
2022/2023,North East,Borno,Jere,Dala lawanti,Male,Disabled,Public,SSS,SSS3,6,5,1,1,62.7,,0,"Government Secondary School, Dala lawanti | Community Secondary School, Dala lawanti | Unity College, Jere | Comprehensive High School, Dala lawanti"
2022/2023,North East,Borno,Jere,Dala lawanti,Male,Non-Disabled,Public,SSS,SSS3,308,5,10,7,62.7,,1,"Government Secondary School, Dala lawanti | Community Secondary School, Dala lawanti | Unity College, Jere | Comprehensive High School, Dala lawanti"
2022/2023,North East,Borno,Jere,Dala lawanti,Female,Disabled,Private,Vocational,Vocational Year 1,0,1,1,1,59.7,,0,"Government Secondary School, Dala lawanti | Community Secondary School, Dala lawanti | Unity College, Jere | Comprehensive High School, Dala lawanti"
2022/2023,North East,Borno,Jere,Dala lawanti,Female,Non-Disabled,Private,Vocational,Vocational Year 1,10,1,1,1,59.7,,0,"Government Secondary School, Dala lawanti | Community Secondary School, Dala lawanti | Unity College, Jere | Comprehensive High School, Dala lawanti"
2022/2023,North East,Borno,Jere,Dala lawanti,Male,Disabled,Private,Vocational,Vocational Year 1,0,1,1,1,59.7,,0,"Government Secondary School, Dala lawanti | Community Secondary School, Dala lawanti | Unity College, Jere | Comprehensive High School, Dala lawanti"
2022/2023,North East,Borno,Jere,Dala lawanti,Male,Non-Disabled,Private,Vocational,Vocational Year 1,26,1,1,1,59.7,,0,"Government Secondary School, Dala lawanti | Community Secondary School, Dala lawanti | Unity College, Jere | Comprehensive High School, Dala lawanti"
2022/2023,North East,Borno,Jere,Dala lawanti,Female,Disabled,Public,Vocational,Vocational Year 1,0,1,1,1,59.7,,0,"Government Secondary School, Dala lawanti | Community Secondary School, Dala lawanti | Unity College, Jere | Comprehensive High School, Dala lawanti"
2022/2023,North East,Borno,Jere,Dala lawanti,Female,Non-Disabled,Public,Vocational,Vocational Year 1,10,1,1,1,59.7,,0,"Government Secondary School, Dala lawanti | Community Secondary School, Dala lawanti | Unity College, Jere | Comprehensive High School, Dala lawanti"
2022/2023,North East,Borno,Jere,Dala lawanti,Male,Disabled,Public,Vocational,Vocational Year 1,0,1,1,1,59.7,,0,"Government Secondary School, Dala lawanti | Community Secondary School, Dala lawanti | Unity College, Jere | Comprehensive High School, Dala lawanti"
2022/2023,North East,Borno,Jere,Dala lawanti,Male,Non-Disabled,Public,Vocational,Vocational Year 1,27,1,1,1,59.7,,0,"Government Secondary School, Dala lawanti | Community Secondary School, Dala lawanti | Unity College, Jere | Comprehensive High School, Dala lawanti"
2022/2023,North East,Borno,Jere,Dala lawanti,Female,Disabled,Private,Vocational,Vocational Year 2,0,1,1,1,59.7,,0,"Government Secondary School, Dala lawanti | Community Secondary School, Dala lawanti | Unity College, Jere | Comprehensive High School, Dala lawanti"
2022/2023,North East,Borno,Jere,Dala lawanti,Female,Non-Disabled,Private,Vocational,Vocational Year 2,8,1,1,1,59.7,,0,"Government Secondary School, Dala lawanti | Community Secondary School, Dala lawanti | Unity College, Jere | Comprehensive High School, Dala lawanti"
2022/2023,North East,Borno,Jere,Dala lawanti,Male,Disabled,Private,Vocational,Vocational Year 2,0,1,1,1,59.7,,0,"Government Secondary School, Dala lawanti | Community Secondary School, Dala lawanti | Unity College, Jere | Comprehensive High School, Dala lawanti"
2022/2023,North East,Borno,Jere,Dala lawanti,Male,Non-Disabled,Private,Vocational,Vocational Year 2,23,1,1,1,59.7,,0,"Government Secondary School, Dala lawanti | Community Secondary School, Dala lawanti | Unity College, Jere | Comprehensive High School, Dala lawanti"
2022/2023,North East,Borno,Jere,Dala lawanti,Female,Disabled,Public,Vocational,Vocational Year 2,0,1,1,1,59.7,,0,"Government Secondary School, Dala lawanti | Community Secondary School, Dala lawanti | Unity College, Jere | Comprehensive High School, Dala lawanti"
2022/2023,North East,Borno,Jere,Dala lawanti,Female,Non-Disabled,Public,Vocational,Vocational Year 2,9,1,1,1,59.7,,0,"Government Secondary School, Dala lawanti | Community Secondary School, Dala lawanti | Unity College, Jere | Comprehensive High School, Dala lawanti"
2022/2023,North East,Borno,Jere,Dala lawanti,Male,Disabled,Public,Vocational,Vocational Year 2,0,1,1,1,59.7,,0,"Government Secondary School, Dala lawanti | Community Secondary School, Dala lawanti | Unity College, Jere | Comprehensive High School, Dala lawanti"
2022/2023,North East,Borno,Jere,Dala lawanti,Male,Non-Disabled,Public,Vocational,Vocational Year 2,23,1,1,1,59.7,,0,"Government Secondary School, Dala lawanti | Community Secondary School, Dala lawanti | Unity College, Jere | Comprehensive High School, Dala lawanti"
2022/2023,North East,Borno,Jere,Dala lawanti,Female,Disabled,Private,Vocational,Vocational Year 3,0,1,1,1,59.7,,0,"Government Secondary School, Dala lawanti | Community Secondary School, Dala lawanti | Unity College, Jere | Comprehensive High School, Dala lawanti"
2022/2023,North East,Borno,Jere,Dala lawanti,Female,Non-Disabled,Private,Vocational,Vocational Year 3,6,1,1,1,59.7,,0,"Government Secondary School, Dala lawanti | Community Secondary School, Dala lawanti | Unity College, Jere | Comprehensive High School, Dala lawanti"
2022/2023,North East,Borno,Jere,Dala lawanti,Male,Disabled,Private,Vocational,Vocational Year 3,0,1,1,1,59.7,,0,"Government Secondary School, Dala lawanti | Community Secondary School, Dala lawanti | Unity College, Jere | Comprehensive High School, Dala lawanti"
2022/2023,North East,Borno,Jere,Dala lawanti,Male,Non-Disabled,Private,Vocational,Vocational Year 3,17,1,1,1,59.7,,0,"Government Secondary School, Dala lawanti | Community Secondary School, Dala lawanti | Unity College, Jere | Comprehensive High School, Dala lawanti"
2022/2023,North East,Borno,Jere,Dala lawanti,Female,Disabled,Public,Vocational,Vocational Year 3,0,1,1,1,59.7,,0,"Government Secondary School, Dala lawanti | Community Secondary School, Dala lawanti | Unity College, Jere | Comprehensive High School, Dala lawanti"
2022/2023,North East,Borno,Jere,Dala lawanti,Female,Non-Disabled,Public,Vocational,Vocational Year 3,6,1,1,1,59.7,,0,"Government Secondary School, Dala lawanti | Community Secondary School, Dala lawanti | Unity College, Jere | Comprehensive High School, Dala lawanti"
2022/2023,North East,Borno,Jere,Dala lawanti,Male,Disabled,Public,Vocational,Vocational Year 3,0,1,1,1,59.7,,0,"Government Secondary School, Dala lawanti | Community Secondary School, Dala lawanti | Unity College, Jere | Comprehensive High School, Dala lawanti"
2022/2023,North East,Borno,Jere,Dala lawanti,Male,Non-Disabled,Public,Vocational,Vocational Year 3,17,1,1,1,59.7,,0,"Government Secondary School, Dala lawanti | Community Secondary School, Dala lawanti | Unity College, Jere | Comprehensive High School, Dala lawanti"
2022/2023,North East,Borno,Maiduguri,Bolori I,Female,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 1,3,1,1,1,54.7,,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Female,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 1,110,1,6,4,54.7,,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Male,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 1,4,1,1,1,54.7,,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Male,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 1,151,1,8,6,54.7,,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Female,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 1,5,2,1,1,54.7,,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Female,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 1,180,2,10,7,54.7,,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Male,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 1,7,2,1,1,54.7,,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Male,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 1,245,2,14,10,54.7,,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Female,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,2,1,1,1,54.7,,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Female,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,85,1,5,4,54.7,,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Male,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,3,1,1,1,54.7,,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Male,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,117,1,7,5,54.7,,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Female,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,4,2,1,1,54.7,,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Female,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,139,2,8,6,54.7,,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Male,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,6,2,1,1,54.7,,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Male,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,190,2,11,8,54.7,,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Female,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,1,1,1,1,54.7,,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Female,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,47,1,3,2,54.7,,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Male,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,2,1,1,1,54.7,,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Male,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,64,1,4,3,54.7,,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Female,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,2,2,1,1,54.7,,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Female,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,77,2,4,3,54.7,,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Male,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,3,2,1,1,54.7,,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Male,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,104,2,6,4,54.7,,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Female,Disabled,Private,JSS,JSS1,10,3,1,1,60.7,JSS1,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Female,Non-Disabled,Private,JSS,JSS1,359,3,10,7,60.7,JSS1,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Male,Disabled,Private,JSS,JSS1,9,3,1,1,60.7,JSS1,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Male,Non-Disabled,Private,JSS,JSS1,309,3,9,7,60.7,JSS1,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Female,Disabled,Public,JSS,JSS1,31,8,1,1,60.7,JSS1,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Female,Non-Disabled,Public,JSS,JSS1,1189,8,35,26,60.7,JSS1,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Male,Disabled,Public,JSS,JSS1,24,8,1,1,60.7,JSS1,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Male,Non-Disabled,Public,JSS,JSS1,962,8,28,21,60.7,JSS1,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Female,Disabled,Private,JSS,JSS2,7,2,1,1,60.7,,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Female,Non-Disabled,Private,JSS,JSS2,295,2,9,7,60.7,,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Male,Disabled,Private,JSS,JSS2,6,2,1,1,60.7,,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Male,Non-Disabled,Private,JSS,JSS2,254,2,7,5,60.7,,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Female,Disabled,Public,JSS,JSS2,24,7,1,1,60.7,,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Female,Non-Disabled,Public,JSS,JSS2,975,7,28,21,60.7,,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Male,Disabled,Public,JSS,JSS2,19,7,1,1,60.7,,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Male,Non-Disabled,Public,JSS,JSS2,789,7,23,17,60.7,,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Female,Disabled,Private,JSS,JSS3,7,3,1,1,60.7,,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Female,Non-Disabled,Private,JSS,JSS3,235,3,7,5,60.7,,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Male,Disabled,Private,JSS,JSS3,5,3,1,1,60.7,,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Male,Non-Disabled,Private,JSS,JSS3,203,3,6,4,60.7,,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Female,Disabled,Public,JSS,JSS3,19,7,1,1,60.7,,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Female,Non-Disabled,Public,JSS,JSS3,777,7,23,17,60.7,,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Male,Disabled,Public,JSS,JSS3,15,7,1,1,60.7,,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Male,Non-Disabled,Public,JSS,JSS3,629,7,18,13,60.7,,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
2022/2023,North East,Borno,Maiduguri,Bolori I,Female,Disabled,Private,Pre-Primary/Primary,Primary 1,29,5,1,1,58.7,Primary 1,0,"Government Secondary School, Bolori I | Community Secondary School, Bolori I | Unity College, Maiduguri | Comprehensive High School, Bolori I"
