session,gender,disability,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,Female,Disabled,NABTEB,lga,Ibadan South,South West,Oyo,Ibadan South,,,75,61,87,77,92,91,73.0,38.8889,86.1111,98.9247
2022/2023,Female,Disabled,NABTEB,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,76,62,87,79,92,91,72.549,39.8148,86.1111,98.9247
2022/2023,Female,Disabled,NABTEB,lga,Oyo East,South West,Oyo,Oyo East,,,81,64,92,85,92,91,71.2963,40.3509,81.5789,98.9247
2022/2023,Female,Disabled,NABTEB,lga,Saki East,South West,Oyo,Saki East,,,79,63,92,85,92,80,71.6981,40.3509,81.5789,87.0968
2022/2023,Female,Disabled,NECO,lga,Ibadan North,South West,Oyo,Ibadan North,,,133,92,170,143,100,87,62.7119,37.1429,48.0952,87.1287
2022/2023,Female,Disabled,NECO,lga,Ibadan South,South West,Oyo,Ibadan South,,,111,77,142,123,92,80,62.8378,38.2857,53.1429,87.0968
2022/2023,Female,Disabled,NECO,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,130,91,164,140,92,80,62.6437,37.4384,45.8128,87.0968
2022/2023,Female,Disabled,NECO,lga,Oyo East,South West,Oyo,Oyo East,,,138,96,176,149,92,80,62.5,37.3272,42.8571,87.0968
2022/2023,Female,Disabled,NECO,lga,Saki East,South West,Oyo,Saki East,,,130,91,171,143,100,87,62.6437,36.9668,47.8673,87.1287
2022/2023,Female,Disabled,WAEC,lga,Ibadan North,South West,Oyo,Ibadan North,,,178,134,224,187,104,91,67.6471,36.8231,37.9061,87.619
2022/2023,Female,Disabled,WAEC,lga,Ibadan South,South West,Oyo,Ibadan South,,,150,112,189,154,92,82,67.5,35.8974,39.7436,89.2473
2022/2023,Female,Disabled,WAEC,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,165,123,209,173,98,87,67.2727,36.4341,38.3721,88.8889
2022/2023,Female,Disabled,WAEC,lga,Oyo East,South West,Oyo,Oyo East,,,180,136,224,187,116,111,67.6349,36.8231,42.5993,94.9153
2022/2023,Female,Disabled,WAEC,lga,Saki East,South West,Oyo,Saki East,,,169,127,215,178,116,110,67.6991,36.6038,44.5283,94.0678
2022/2023,Male,ALL,NABTEB,lga,Ibadan North,South West,Oyo,Ibadan North,,,863,673,1056,878,722,699,70.1648,36.6564,56.135,96.3115
2022/2023,Male,ALL,NABTEB,lga,Ibadan South,South West,Oyo,Ibadan South,,,765,597,967,799,725,670,70.2544,36.4017,61.5063,91.8367
2022/2023,Male,ALL,NABTEB,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,938,730,1164,963,783,742,70.1278,36.4395,55.2156,94.2065
2022/2023,Male,ALL,NABTEB,lga,Oyo East,South West,Oyo,Oyo East,,,875,682,1084,900,748,697,70.1454,36.5945,56.6094,92.7441
2022/2023,Male,ALL,NABTEB,lga,Saki East,South West,Oyo,Saki East,,,860,670,1076,884,735,699,70.2091,36.1926,56.0572,94.6309
2022/2023,Male,ALL,NECO,lga,Ibadan North,South West,Oyo,Ibadan North,,,1612,1119,1978,1624,1322,1176,62.5174,36.185,54.8506,88.4328
2022/2023,Male,ALL,NECO,lga,Ibadan South,South West,Oyo,Ibadan South,,,1481,1028,1872,1543,1472,1321,62.5379,36.3322,64.5329,89.2761
2022/2023,Male,ALL,NECO,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,1669,1160,2101,1734,1460,1290,62.629,36.3776,57.0328,87.8378
2022/2023,Male,ALL,NECO,lga,Oyo East,South West,Oyo,Oyo East,,,1566,1089,1912,1573,1307,1148,62.6495,36.2405,56.0965,87.3208
2022/2023,Male,ALL,NECO,lga,Saki East,South West,Oyo,Saki East,,,1594,1107,1988,1637,1466,1317,62.5646,36.2933,60.5295,89.3674
2022/2023,Male,ALL,WAEC,lga,Ibadan North,South West,Oyo,Ibadan North,,,2152,1612,2610,2148,1690,1603,67.4669,36.2593,53.1328,94.3374
2022/2023,Male,ALL,WAEC,lga,Ibadan South,South West,Oyo,Ibadan South,,,1904,1427,2433,2001,1763,1661,67.5187,36.2396,59.4676,93.6766
2022/2023,Male,ALL,WAEC,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,2195,1644,2749,2260,1870,1775,67.4855,36.2297,55.8174,94.4063
2022/2023,Male,ALL,WAEC,lga,Oyo East,South West,Oyo,Oyo East,,,2077,1557,2593,2137,1749,1642,67.5198,36.3097,55.3231,93.3973
2022/2023,Male,ALL,WAEC,lga,Saki East,South West,Oyo,Saki East,,,2084,1564,2562,2111,1786,1686,67.5889,36.3148,57.2061,93.9227
2022/2023,Male,Disabled,NABTEB,lga,Ibadan North,South West,Oyo,Ibadan North,,,73,58,89,79,110,96,72.1649,39.0909,100.9091,87.3874
2022/2023,Male,Disabled,NABTEB,lga,Ibadan South,South West,Oyo,Ibadan South,,,68,54,82,72,110,96,71.4286,38.6139,109.901,87.3874
2022/2023,Male,Disabled,NABTEB,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,74,59,88,77,92,80,71.7172,38.5321,85.3211,87.0968
2022/2023,Male,Disabled,NABTEB,lga,Oyo East,South West,Oyo,Oyo East,,,74,59,88,77,110,96,71.7172,38.5321,101.8349,87.3874
2022/2023,Male,Disabled,NABTEB,lga,Saki East,South West,Oyo,Saki East,,,76,61,90,77,92,80,71.5686,37.8378,83.7838,87.0968
2022/2023,Male,Disabled,NECO,lga,Ibadan North,South West,Oyo,Ibadan North,,,131,91,165,136,101,90,62.2857,36.2745,50.0,89.2157
2022/2023,Male,Disabled,NECO,lga,Ibadan South,South West,Oyo,Ibadan South,,,113,78,145,125,92,87,62.2517,37.9888,51.9553,94.6237
2022/2023,Male,Disabled,NECO,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,125,87,159,134,101,88,62.8743,37.0558,51.7766,87.2549
2022/2023,Male,Disabled,NECO,lga,Oyo East,South West,Oyo,Oyo East,,,130,91,159,132,92,80,63.0058,36.5482,47.2081,87.0968
2022/2023,Male,Disabled,NECO,lga,Saki East,South West,Oyo,Saki East,,,130,91,164,136,101,88,62.6437,36.4532,50.2463,87.2549
2022/2023,Male,Disabled,WAEC,lga,Ibadan North,South West,Oyo,Ibadan North,,,168,126,204,167,110,106,67.1111,36.1111,44.0476,96.3964
2022/2023,Male,Disabled,WAEC,lga,Ibadan South,South West,Oyo,Ibadan South,,,145,108,185,153,100,99,67.3575,36.4035,44.2982,99.0099
2022/2023,Male,Disabled,WAEC,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,167,125,214,176,107,106,67.2646,36.3636,40.9091,99.0741
2022/2023,Male,Disabled,WAEC,lga,Oyo East,South West,Oyo,Oyo East,,,170,128,213,176,119,110,67.8414,36.5019,46.0076,91.7355
2022/2023,Male,Disabled,WAEC,lga,Saki East,South West,Oyo,Saki East,,,167,126,205,173,112,107,67.713,37.1542,44.664,95.5752
2023/2024,Female,ALL,NABTEB,lga,Ibadan North,South West,Oyo,Ibadan North,,,979,808,1201,1082,567,547,74.3119,39.69,38.7466,95.8261
2023/2024,Female,ALL,NABTEB,lga,Ibadan South,South West,Oyo,Ibadan South,,,833,686,1069,968,561,544,74.1906,39.894,43.0734,96.3093
2023/2024,Female,ALL,NABTEB,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,1035,855,1299,1174,618,571,74.4573,39.8131,39.0031,92.0128
2023/2024,Female,ALL,NABTEB,lga,Oyo East,South West,Oyo,Oyo East,,,970,801,1176,1064,574,529,74.3056,39.8486,40.0551,91.5808
2023/2024,Female,ALL,NABTEB,lga,Saki East,South West,Oyo,Saki East,,,926,763,1151,1034,611,578,74.2718,39.5921,43.5302,94.1842
2023/2024,Female,ALL,NECO,lga,Ibadan North,South West,Oyo,Ibadan North,,,1744,1313,2144,1938,1101,974,67.7973,39.8414,42.145,87.9928
2023/2024,Female,ALL,NECO,lga,Ibadan South,South West,Oyo,Ibadan South,,,1541,1160,1983,1799,1079,958,67.8328,39.9592,44.6122,88.3806
2023/2024,Female,ALL,NECO,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,1911,1439,2360,2133,1193,1063,67.8292,39.8285,41.4751,88.6683
2023/2024,Female,ALL,NECO,lga,Oyo East,South West,Oyo,Oyo East,,,1737,1307,2115,1918,1017,906,67.7586,39.9541,39.4566,88.5548
2023/2024,Female,ALL,NECO,lga,Saki East,South West,Oyo,Saki East,,,1705,1284,2138,1933,1094,976,67.8085,39.8334,41.9917,88.7286
2023/2024,Female,ALL,WAEC,lga,Ibadan North,South West,Oyo,Ibadan North,,,2370,1913,2918,2644,1383,1310,72.7014,39.9279,38.9012,94.2225
2023/2024,Female,ALL,WAEC,lga,Ibadan South,South West,Oyo,Ibadan South,,,2066,1668,2598,2357,1357,1285,72.7437,39.9813,42.8482,94.1818
2023/2024,Female,ALL,WAEC,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,2517,2034,3151,2857,1532,1441,72.8057,39.9538,39.9024,93.5608
2023/2024,Female,ALL,WAEC,lga,Oyo East,South West,Oyo,Oyo East,,,2405,1943,2970,2699,1432,1351,72.7584,40.0382,39.5476,93.8663
2023/2024,Female,ALL,WAEC,lga,Saki East,South West,Oyo,Saki East,,,2228,1798,2767,2504,1347,1273,72.7059,39.8771,39.9356,93.9927
2023/2024,Female,Disabled,NABTEB,lga,Ibadan North,South West,Oyo,Ibadan North,,,85,68,99,86,79,78,72.5664,38.5246,65.5738,98.75
2023/2024,Female,Disabled,NABTEB,lga,Ibadan South,South West,Oyo,Ibadan South,,,81,66,97,85,79,78,73.1481,38.3333,66.6667,98.75
2023/2024,Female,Disabled,NABTEB,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,82,66,100,85,79,78,72.4771,37.0968,64.5161,98.75
2023/2024,Female,Disabled,NABTEB,lga,Oyo East,South West,Oyo,Oyo East,,,86,70,96,85,79,71,73.0435,38.6555,67.2269,90.0
2023/2024,Female,Disabled,NABTEB,lga,Saki East,South West,Oyo,Saki East,,,84,68,96,85,79,77,73.2143,38.6555,67.2269,97.5
2023/2024,Female,Disabled,NECO,lga,Ibadan North,South West,Oyo,Ibadan North,,,141,106,179,158,84,74,67.5532,38.914,38.4615,88.2353
2023/2024,Female,Disabled,NECO,lga,Ibadan South,South West,Oyo,Ibadan South,,,115,86,157,138,84,74,67.5325,38.6598,43.8144,88.2353
2023/2024,Female,Disabled,NECO,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,139,104,175,153,79,68,67.5676,38.4259,37.037,86.25
2023/2024,Female,Disabled,NECO,lga,Oyo East,South West,Oyo,Oyo East,,,145,109,185,162,79,68,67.8756,38.5965,35.0877,86.25
2023/2024,Female,Disabled,NECO,lga,Saki East,South West,Oyo,Saki East,,,134,101,170,151,79,68,67.5978,39.0476,38.0952,86.25
2023/2024,Female,Disabled,WAEC,lga,Ibadan North,South West,Oyo,Ibadan North,,,188,152,233,209,94,83,72.9084,39.5833,32.9861,88.4211
2023/2024,Female,Disabled,WAEC,lga,Ibadan South,South West,Oyo,Ibadan South,,,155,126,198,180,79,71,73.43,40.0,32.6531,90.0
2023/2024,Female,Disabled,WAEC,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,185,151,231,208,89,77,73.6842,39.6491,31.5789,86.6667
2023/2024,Female,Disabled,WAEC,lga,Oyo East,South West,Oyo,Oyo East,,,193,156,239,219,105,100,72.8682,40.339,35.9322,95.283
2023/2024,Female,Disabled,WAEC,lga,Saki East,South West,Oyo,Saki East,,,186,151,229,206,100,94,73.0924,39.576,35.689,94.0594
2023/2024,Male,ALL,NABTEB,lga,Ibadan North,South West,Oyo,Ibadan North,,,970,801,1184,1069,663,628,74.3827,39.8085,45.9644,94.1964
2023/2024,Male,ALL,NABTEB,lga,Ibadan South,South West,Oyo,Ibadan South,,,800,658,1026,921,632,609,74.0879,39.5422,50.513,95.9375
2023/2024,Male,ALL,NABTEB,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,988,816,1236,1119,682,645,74.3745,39.8821,45.2521,94.0666
2023/2024,Male,ALL,NABTEB,lga,Oyo East,South West,Oyo,Oyo East,,,914,755,1104,994,604,559,74.4262,39.6628,44.868,92.1569
2023/2024,Male,ALL,NABTEB,lga,Saki East,South West,Oyo,Saki East,,,906,748,1142,1029,633,594,74.3802,39.6882,45.4996,93.3022
2023/2024,Male,ALL,NECO,lga,Ibadan North,South West,Oyo,Ibadan North,,,1684,1268,2064,1870,1155,1028,67.8079,39.9216,45.9216,88.4714
2023/2024,Male,ALL,NECO,lga,Ibadan South,South West,Oyo,Ibadan South,,,1513,1137,1900,1718,1162,1021,67.7228,39.8381,50.1917,87.3514
2023/2024,Male,ALL,NECO,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,1831,1377,2276,2058,1320,1168,67.771,39.8435,47.5987,87.9671
2023/2024,Male,ALL,NECO,lga,Oyo East,South West,Oyo,Oyo East,,,1644,1237,2018,1826,1153,1021,67.7904,39.8716,46.8913,88.024
2023/2024,Male,ALL,NECO,lga,Saki East,South West,Oyo,Saki East,,,1667,1254,2109,1907,1220,1108,67.7898,39.8464,47.4472,90.3722
2023/2024,Male,ALL,WAEC,lga,Ibadan North,South West,Oyo,Ibadan North,,,2288,1845,2825,2561,1541,1448,72.6678,39.9541,44.7693,93.4699
2023/2024,Male,ALL,WAEC,lga,Ibadan South,South West,Oyo,Ibadan South,,,1995,1610,2510,2277,1448,1360,72.7102,39.9677,47.3226,93.456
2023/2024,Male,ALL,WAEC,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,2413,1947,3008,2728,1682,1574,72.6878,39.9623,45.8827,93.0792
2023/2024,Male,ALL,WAEC,lga,Oyo East,South West,Oyo,Oyo East,,,2237,1804,2759,2502,1498,1436,72.6238,39.9648,44.5423,95.3887
2023/2024,Male,ALL,WAEC,lga,Saki East,South West,Oyo,Saki East,,,2248,1813,2799,2539,1559,1480,72.6516,39.9769,45.7044,94.4304
2023/2024,Male,Disabled,NABTEB,lga,Ibadan North,South West,Oyo,Ibadan North,,,81,67,96,81,94,83,74.0741,37.2881,80.5085,88.4211
2023/2024,Male,Disabled,NABTEB,lga,Ibadan South,South West,Oyo,Ibadan South,,,73,58,85,72,94,92,72.1649,37.1429,90.4762,97.8947
2023/2024,Male,Disabled,NABTEB,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,76,62,93,79,87,84,73.2673,37.3913,76.5217,96.5909
2023/2024,Male,Disabled,NABTEB,lga,Oyo East,South West,Oyo,Oyo East,,,82,67,98,83,94,82,74.3119,37.1901,78.5124,87.3684
2023/2024,Male,Disabled,NABTEB,lga,Saki East,South West,Oyo,Saki East,,,82,67,99,85,87,75,73.6364,37.7049,72.1311,86.3636
2023/2024,Male,Disabled,NECO,lga,Ibadan North,South West,Oyo,Ibadan North,,,132,99,175,154,87,77,67.6136,38.8889,40.7407,88.6364
2023/2024,Male,Disabled,NECO,lga,Ibadan South,South West,Oyo,Ibadan South,,,115,86,145,125,79,68,66.8831,37.9888,44.6927,86.25
2023/2024,Male,Disabled,NECO,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,133,101,164,145,85,75,67.9775,38.9163,42.3645,88.3721
2023/2024,Male,Disabled,NECO,lga,Oyo East,South West,Oyo,Oyo East,,,135,101,169,151,79,68,67.7778,39.2344,38.2775,86.25
2023/2024,Male,Disabled,NECO,lga,Saki East,South West,Oyo,Saki East,,,135,101,172,151,87,75,67.2222,38.6792,41.5094,86.3636
2023/2024,Male,Disabled,WAEC,lga,Ibadan North,South West,Oyo,Ibadan North,,,183,146,232,208,88,83,72.1311,39.5105,31.1189,94.382
2023/2024,Male,Disabled,WAEC,lga,Ibadan South,South West,Oyo,Ibadan South,,,156,126,187,169,80,79,72.5962,39.8268,35.0649,98.7654
2023/2024,Male,Disabled,WAEC,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,180,145,226,206,97,89,72.5,40.1434,35.1254,91.8367
2023/2024,Male,Disabled,WAEC,lga,Oyo East,South West,Oyo,Oyo East,,,187,150,238,215,96,95,72.4,39.7959,32.9932,98.9691
2023/2024,Male,Disabled,WAEC,lga,Saki East,South West,Oyo,Saki East,,,180,144,219,198,102,100,72.0833,39.8524,38.0074,98.0583
2024/2025,Female,ALL,NABTEB,lga,Ibadan North,South West,Oyo,Ibadan North,,,341,285,206,186,72,65,75.2193,39.6078,28.6275,90.4110
2024/2025,Female,ALL,NABTEB,lga,Ibadan South,South West,Oyo,Ibadan South,,,313,261,198,175,81,74,75.1196,38.9344,33.6066,91.4634
2024/2025,Female,ALL,NABTEB,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,367,306,227,202,86,80,75.1020,39.1459,30.9609,93.1034
2024/2025,Female,ALL,NABTEB,lga,Oyo East,South West,Oyo,Oyo East,,,344,287,210,187,78,74,75.1634,39.3822,30.5019,94.9367
2024/2025,Female,ALL,NABTEB,lga,Saki East,South West,Oyo,Saki East,,,326,273,203,182,77,70,75.4023,39.4422,31.0757,91.0256
2024/2025,Female,ALL,NECO,lga,Ibadan North,South West,Oyo,Ibadan North,,,5074,3828,3171,2830,1196,1105,67.9604,39.3158,30.9420,91.9142
2024/2025,Female,ALL,NECO,lga,Ibadan South,South West,Oyo,Ibadan South,,,4357,3292,2753,2457,1085,1007,68.0529,39.3120,32.3434,92.2727
2024/2025,Female,ALL,NECO,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,5429,4098,3312,2954,1243,1144,68.0000,39.3058,30.7993,91.5079
2024/2025,Female,ALL,NECO,lga,Oyo East,South West,Oyo,Oyo East,,,5109,3856,3079,2751,1109,1025,67.9906,39.3637,29.5556,91.9039
2024/2025,Female,ALL,NECO,lga,Saki East,South West,Oyo,Saki East,,,4761,3590,2966,2646,1133,1054,67.9144,39.3120,31.3404,92.5087
2024/2025,Female,ALL,WAEC,lga,Ibadan North,South West,Oyo,Ibadan North,,,7360,6006,4475,3996,1632,1508,73.5070,39.3452,29.9204,91.8984
2024/2025,Female,ALL,WAEC,lga,Ibadan South,South West,Oyo,Ibadan South,,,6244,5098,3939,3522,1594,1485,73.5340,39.3958,33.1895,92.6935
2024/2025,Female,ALL,WAEC,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,7953,6495,4994,4456,1845,1696,73.5618,39.3158,30.3178,91.4439
2024/2025,Female,ALL,WAEC,lga,Oyo East,South West,Oyo,Oyo East,,,7397,6034,4471,3982,1660,1531,73.4690,39.2359,30.4545,91.7360
2024/2025,Female,ALL,WAEC,lga,Saki East,South West,Oyo,Saki East,,,6898,5632,4278,3816,1630,1513,73.5454,39.3073,31.2642,92.3123
2024/2025,Female,Disabled,NABTEB,lga,Ibadan North,South West,Oyo,Ibadan North,,,36,30,22,20,14,12,75.0000,40.7407,51.8519,85.7143
2024/2025,Female,Disabled,NABTEB,lga,Ibadan South,South West,Oyo,Ibadan South,,,34,28,19,17,13,11,75.5556,37.5000,54.1667,84.6154
2024/2025,Female,Disabled,NABTEB,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,34,29,19,17,12,11,76.0870,37.5000,50.0000,91.6667
2024/2025,Female,Disabled,NABTEB,lga,Oyo East,South West,Oyo,Oyo East,,,36,30,22,20,11,11,75.0000,40.7407,40.7407,100.0000
2024/2025,Female,Disabled,NABTEB,lga,Saki East,South West,Oyo,Saki East,,,34,29,21,18,13,11,76.0870,38.4615,50.0000,84.6154
2024/2025,Female,Disabled,NECO,lga,Ibadan North,South West,Oyo,Ibadan North,,,455,343,278,252,96,89,67.9276,39.8256,28.1977,92.7835
2024/2025,Female,Disabled,NECO,lga,Ibadan South,South West,Oyo,Ibadan South,,,377,288,247,215,96,89,68.6508,38.3607,31.8033,92.7835
2024/2025,Female,Disabled,NECO,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,434,327,270,241,96,89,67.8756,39.3393,29.1291,92.7835
2024/2025,Female,Disabled,NECO,lga,Oyo East,South West,Oyo,Oyo East,,,448,338,274,246,89,82,68.0602,39.6450,26.6272,92.2222
2024/2025,Female,Disabled,NECO,lga,Saki East,South West,Oyo,Saki East,,,436,327,274,246,89,82,67.5258,39.6450,26.6272,92.2222
2024/2025,Female,Disabled,WAEC,lga,Ibadan North,South West,Oyo,Ibadan North,,,646,529,401,356,117,110,73.6964,39.1919,24.0404,93.2773
2024/2025,Female,Disabled,WAEC,lga,Ibadan South,South West,Oyo,Ibadan South,,,550,451,345,312,104,100,73.8420,39.9061,24.6479,96.1905
2024/2025,Female,Disabled,WAEC,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,630,517,399,356,108,102,73.8717,39.3509,22.1095,94.4954
2024/2025,Female,Disabled,WAEC,lga,Oyo East,South West,Oyo,Oyo East,,,675,550,420,373,143,126,73.3925,39.1137,27.9383,87.5862
2024/2025,Female,Disabled,WAEC,lga,Saki East,South West,Oyo,Saki East,,,646,526,399,360,125,116,73.3488,39.7566,25.7606,92.1260
2024/2025,Male,ALL,NABTEB,lga,Ibadan North,South West,Oyo,Ibadan North,,,326,272,202,178,85,78,75.0000,38.9558,34.5382,91.8605
2024/2025,Male,ALL,NABTEB,lga,Ibadan South,South West,Oyo,Ibadan South,,,312,260,198,176,96,91,75.0600,39.1837,39.5918,94.8454
2024/2025,Male,ALL,NABTEB,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,353,293,215,191,90,81,74.9469,39.0977,34.2105,90.1099
2024/2025,Male,ALL,NABTEB,lga,Oyo East,South West,Oyo,Oyo East,,,324,270,197,176,79,71,75.0577,39.5062,32.9218,90.0000
2024/2025,Male,ALL,NABTEB,lga,Saki East,South West,Oyo,Saki East,,,317,264,197,175,81,75,74.9409,39.0947,33.7449,92.6829
2024/2025,Male,ALL,NECO,lga,Ibadan North,South West,Oyo,Ibadan North,,,4831,3649,2952,2635,1262,1179,68.0515,39.3308,35.0795,92.8851
2024/2025,Male,ALL,NECO,lga,Ibadan South,South West,Oyo,Ibadan South,,,4369,3292,2742,2442,1233,1134,67.8780,39.2383,36.9058,91.4400
2024/2025,Male,ALL,NECO,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,5078,3831,3142,2796,1345,1259,67.9593,39.2167,35.1198,93.1034
2024/2025,Male,ALL,NECO,lga,Oyo East,South West,Oyo,Oyo East,,,4809,3629,2944,2635,1159,1077,67.9851,39.4281,32.3068,92.4255
2024/2025,Male,ALL,NECO,lga,Saki East,South West,Oyo,Saki East,,,4783,3612,2971,2649,1289,1168,68.0288,39.2916,35.5858,90.1225
2024/2025,Male,ALL,WAEC,lga,Ibadan North,South West,Oyo,Ibadan North,,,6933,5659,4238,3770,1715,1585,73.5177,39.1977,33.1996,91.9448
2024/2025,Male,ALL,WAEC,lga,Ibadan South,South West,Oyo,Ibadan South,,,6347,5176,4059,3625,1860,1727,73.4545,39.3498,37.5947,92.3607
2024/2025,Male,ALL,WAEC,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,7323,5977,4575,4072,1945,1811,73.5249,39.2143,34.8788,92.6433
2024/2025,Male,ALL,WAEC,lga,Oyo East,South West,Oyo,Oyo East,,,7051,5758,4275,3820,1722,1568,73.5663,39.3750,33.0492,90.6017
2024/2025,Male,ALL,WAEC,lga,Saki East,South West,Oyo,Saki East,,,6952,5672,4236,3778,1876,1741,73.4920,39.2966,36.3341,92.3198
2024/2025,Male,Disabled,NABTEB,lga,Ibadan North,South West,Oyo,Ibadan North,,,33,27,20,18,13,13,75.0000,40.0000,52.0000,100.0000
2024/2025,Male,Disabled,NABTEB,lga,Ibadan South,South West,Oyo,Ibadan South,,,31,26,18,15,13,13,75.6098,36.3636,59.0909,100.0000
2024/2025,Male,Disabled,NABTEB,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,32,27,19,17,11,10,74.4186,37.5000,45.8333,90.9091
2024/2025,Male,Disabled,NABTEB,lga,Oyo East,South West,Oyo,Oyo East,,,34,27,19,17,12,11,73.3333,37.5000,50.0000,91.6667
2024/2025,Male,Disabled,NABTEB,lga,Saki East,South West,Oyo,Saki East,,,32,27,19,17,13,12,76.7442,39.1304,56.5217,92.3077
2024/2025,Male,Disabled,NECO,lga,Ibadan North,South West,Oyo,Ibadan North,,,434,330,266,241,113,103,68.5665,39.9390,35.0610,90.4348
2024/2025,Male,Disabled,NECO,lga,Ibadan South,South West,Oyo,Ibadan South,,,380,283,242,213,103,99,67.0611,38.7960,34.7826,96.1538
2024/2025,Male,Disabled,NECO,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,436,327,263,233,102,102,67.5258,39.0769,31.6923,100.0000
