session,gender,disability_scope,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2019/2020,Female,disabled,NABTEB,lga,Zaria,North West,Kaduna,Zaria,,,195,133,108,36,45,45,68.2051,33.3333,125.0,100.0
2019/2020,Female,disabled,NECO,lga,Jema'a,North West,Kaduna,Jema'a,,,373,224,223,78,77,83,60.0536,34.9776,98.7179,107.7922
2019/2020,Female,disabled,NECO,lga,Kaduna North,North West,Kaduna,Kaduna North,,,311,185,185,66,63,67,59.4855,35.6757,95.4545,106.3492
2019/2020,Female,disabled,NECO,lga,Kaduna South,North West,Kaduna,Kaduna South,,,257,155,153,57,63,69,60.3113,37.2549,110.5263,109.5238
2019/2020,Female,disabled,NECO,lga,Soba,North West,Kaduna,Soba,,,305,181,190,68,77,79,59.3443,35.7895,113.2353,102.5974
2019/2020,Female,disabled,NECO,lga,Zaria,North West,Kaduna,Zaria,,,312,188,191,69,63,70,60.2564,36.1257,91.3043,111.1111
2019/2020,Female,disabled,WAEC,lga,Jema'a,North West,Kaduna,Jema'a,,,475,310,302,108,96,100,65.2632,35.7616,88.8889,104.1667
2019/2020,Female,disabled,WAEC,lga,Kaduna North,North West,Kaduna,Kaduna North,,,373,245,227,79,80,84,65.6836,34.8018,101.2658,105.0
2019/2020,Female,disabled,WAEC,lga,Kaduna South,North West,Kaduna,Kaduna South,,,300,197,187,65,77,77,65.6667,34.7594,118.4615,100.0
2019/2020,Female,disabled,WAEC,lga,Soba,North West,Kaduna,Soba,,,381,248,238,84,80,91,65.0919,35.2941,95.2381,113.75
2019/2020,Female,disabled,WAEC,lga,Zaria,North West,Kaduna,Zaria,,,388,252,239,85,81,84,64.9485,35.5649,95.2941,103.7037
2019/2020,Male,all,NABTEB,lga,Jema'a,North West,Kaduna,Jema'a,,,1875,1253,1280,454,460,414,66.8267,35.4688,101.3216,90.0
2019/2020,Male,all,NABTEB,lga,Kaduna North,North West,Kaduna,Kaduna North,,,1556,1039,1070,377,407,392,66.7738,35.2336,107.9576,96.3145
2019/2020,Male,all,NABTEB,lga,Kaduna South,North West,Kaduna,Kaduna South,,,1340,895,952,340,330,299,66.791,35.7143,97.0588,90.6061
2019/2020,Male,all,NABTEB,lga,Soba,North West,Kaduna,Soba,,,1515,1012,1041,366,374,347,66.7987,35.1585,102.1858,92.7807
2019/2020,Male,all,NABTEB,lga,Zaria,North West,Kaduna,Zaria,,,1483,989,1041,371,385,347,66.6891,35.6388,103.7736,90.1299
2019/2020,Male,all,NECO,lga,Jema'a,North West,Kaduna,Jema'a,,,3486,2099,2443,862,844,769,60.2123,35.2845,97.9118,91.1137
2019/2020,Male,all,NECO,lga,Kaduna North,North West,Kaduna,Kaduna North,,,2831,1704,1947,687,667,613,60.1907,35.2851,97.0888,91.904
2019/2020,Male,all,NECO,lga,Kaduna South,North West,Kaduna,Kaduna South,,,2530,1523,1792,634,591,538,60.1976,35.3795,93.2177,91.0321
2019/2020,Male,all,NECO,lga,Soba,North West,Kaduna,Soba,,,2806,1691,1919,677,587,539,60.2637,35.2788,86.7061,91.8228
2019/2020,Male,all,NECO,lga,Zaria,North West,Kaduna,Zaria,,,2863,1721,1959,692,634,580,60.1118,35.3241,91.6185,91.4826
2019/2020,Male,all,WAEC,lga,Jema'a,North West,Kaduna,Jema'a,,,4434,2906,3065,1083,1163,1063,65.539,35.3344,107.3869,91.4015
2019/2020,Male,all,WAEC,lga,Kaduna North,North West,Kaduna,Kaduna North,,,3604,2362,2473,874,946,873,65.5383,35.3417,108.238,92.2833
2019/2020,Male,all,WAEC,lga,Kaduna South,North West,Kaduna,Kaduna South,,,3283,2152,2300,812,870,794,65.5498,35.3043,107.1429,91.2644
2019/2020,Male,all,WAEC,lga,Soba,North West,Kaduna,Soba,,,3612,2368,2512,887,899,818,65.5592,35.3105,101.3529,90.99
2019/2020,Male,all,WAEC,lga,Zaria,North West,Kaduna,Zaria,,,3671,2406,2543,901,922,866,65.5407,35.4306,102.3307,93.9262
2019/2020,Male,disabled,NABTEB,lga,Jema'a,North West,Kaduna,Jema'a,,,214,143,138,51,33,36,66.8224,36.9565,64.7059,109.0909
2019/2020,Male,disabled,NABTEB,lga,Kaduna North,North West,Kaduna,Kaduna North,,,204,136,130,46,33,36,66.6667,35.3846,71.7391,109.0909
2019/2020,Male,disabled,NABTEB,lga,Kaduna South,North West,Kaduna,Kaduna South,,,180,120,118,46,22,24,66.6667,38.9831,47.8261,109.0909
2019/2020,Male,disabled,NABTEB,lga,Soba,North West,Kaduna,Soba,,,196,131,113,38,11,12,66.8367,33.6283,28.9474,109.0909
2019/2020,Male,disabled,NABTEB,lga,Zaria,North West,Kaduna,Zaria,,,190,127,120,45,33,36,66.8421,37.5,73.3333,109.0909
2019/2020,Male,disabled,NECO,lga,Jema'a,North West,Kaduna,Jema'a,,,376,226,236,82,84,88,60.1064,34.7458,102.439,104.7619
2019/2020,Male,disabled,NECO,lga,Kaduna North,North West,Kaduna,Kaduna North,,,320,193,211,75,76,82,60.3125,35.545,101.3333,107.8947
2019/2020,Male,disabled,NECO,lga,Kaduna South,North West,Kaduna,Kaduna South,,,252,152,160,58,60,64,60.3175,36.25,103.4483,106.6667
2019/2020,Male,disabled,NECO,lga,Soba,North West,Kaduna,Soba,,,304,184,194,70,56,56,60.5263,36.0825,80.0,100.0
2019/2020,Male,disabled,NECO,lga,Zaria,North West,Kaduna,Zaria,,,312,186,203,72,72,73,59.6154,35.468,100.0,101.3889
2019/2020,Male,disabled,WAEC,lga,Jema'a,North West,Kaduna,Jema'a,,,496,325,323,114,93,104,65.5242,35.2941,81.5789,111.828
2019/2020,Male,disabled,WAEC,lga,Kaduna North,North West,Kaduna,Kaduna North,,,401,263,268,95,85,96,65.586,35.4478,89.4737,112.9412
2019/2020,Male,disabled,WAEC,lga,Kaduna South,North West,Kaduna,Kaduna South,,,317,207,215,75,70,80,65.2997,34.8837,93.3333,114.2857
2019/2020,Male,disabled,WAEC,lga,Soba,North West,Kaduna,Soba,,,394,259,259,91,70,80,65.736,35.1351,76.9231,114.2857
2019/2020,Male,disabled,WAEC,lga,Zaria,North West,Kaduna,Zaria,,,395,259,262,95,77,88,65.5696,36.2595,81.0526,114.2857
2020/2021,Female,all,NABTEB,lga,Jema'a,North West,Kaduna,Jema'a,,,1742,1204,1156,429,406,364,69.116,37.1107,94.6387,89.6552
2020/2021,Female,all,NABTEB,lga,Kaduna North,North West,Kaduna,Kaduna North,,,1461,1011,951,353,350,327,69.1992,37.1188,99.1501,93.4286
2020/2021,Female,all,NABTEB,lga,Kaduna South,North West,Kaduna,Kaduna South,,,1404,969,927,350,359,328,69.0171,37.7562,102.5714,91.3649
2020/2021,Female,all,NABTEB,lga,Soba,North West,Kaduna,Soba,,,1638,1134,1091,406,374,344,69.2308,37.2136,92.1182,91.9786
2020/2021,Female,all,NABTEB,lga,Zaria,North West,Kaduna,Zaria,,,1561,1079,1018,379,344,319,69.1224,37.2299,90.7652,92.7326
2020/2021,Female,all,NECO,lga,Jema'a,North West,Kaduna,Jema'a,,,3323,2103,2205,827,733,678,63.2862,37.5057,88.6336,92.4966
2020/2021,Female,all,NECO,lga,Kaduna North,North West,Kaduna,Kaduna North,,,2828,1791,1849,692,605,550,63.331,37.4256,87.4277,90.9091
2020/2021,Female,all,NECO,lga,Kaduna South,North West,Kaduna,Kaduna South,,,2552,1617,1704,638,542,490,63.3621,37.4413,84.953,90.4059
2020/2021,Female,all,NECO,lga,Soba,North West,Kaduna,Soba,,,2807,1781,1858,693,583,525,63.4485,37.2982,84.127,90.0515
2020/2021,Female,all,NECO,lga,Zaria,North West,Kaduna,Zaria,,,2951,1869,1911,718,624,574,63.3345,37.572,86.9081,91.9872
2020/2021,Female,all,WAEC,lga,Jema'a,North West,Kaduna,Jema'a,,,4421,3033,2867,1072,997,908,68.6044,37.391,93.0037,91.0732
2020/2021,Female,all,WAEC,lga,Kaduna North,North West,Kaduna,Kaduna North,,,3638,2496,2404,899,898,835,68.6091,37.396,99.8888,92.9844
2020/2021,Female,all,WAEC,lga,Kaduna South,North West,Kaduna,Kaduna South,,,3331,2290,2210,823,848,773,68.7481,37.2398,103.0377,91.1557
2020/2021,Female,all,WAEC,lga,Soba,North West,Kaduna,Soba,,,3762,2582,2485,927,901,822,68.6337,37.3038,97.1953,91.232
2020/2021,Female,all,WAEC,lga,Zaria,North West,Kaduna,Zaria,,,3664,2513,2430,908,884,816,68.5862,37.3663,97.3568,92.3077
2020/2021,Female,disabled,NABTEB,lga,Jema'a,North West,Kaduna,Jema'a,,,220,153,128,44,56,63,69.5455,34.375,127.2727,112.5
2020/2021,Female,disabled,NABTEB,lga,Kaduna North,North West,Kaduna,Kaduna North,,,204,141,117,42,48,54,69.1176,35.8974,114.2857,112.5
2020/2021,Female,disabled,NABTEB,lga,Kaduna South,North West,Kaduna,Kaduna South,,,192,132,120,48,67,72,68.75,40.0,139.5833,107.4627
2020/2021,Female,disabled,NABTEB,lga,Soba,North West,Kaduna,Soba,,,220,153,128,44,56,63,69.5455,34.375,127.2727,112.5
2020/2021,Female,disabled,NABTEB,lga,Zaria,North West,Kaduna,Zaria,,,196,135,113,41,60,63,68.8776,36.2832,146.3415,105.0
2020/2021,Female,disabled,NECO,lga,Jema'a,North West,Kaduna,Jema'a,,,375,237,227,85,84,84,63.2,37.4449,98.8235,100.0
2020/2021,Female,disabled,NECO,lga,Kaduna North,North West,Kaduna,Kaduna North,,,315,200,198,73,83,87,63.4921,36.8687,113.6986,104.8193
2020/2021,Female,disabled,NECO,lga,Kaduna South,North West,Kaduna,Kaduna South,,,269,170,169,62,70,72,63.197,36.6864,112.9032,102.8571
2020/2021,Female,disabled,NECO,lga,Soba,North West,Kaduna,Soba,,,316,201,194,71,63,63,63.6076,36.5979,88.7324,100.0
2020/2021,Female,disabled,NECO,lga,Zaria,North West,Kaduna,Zaria,,,318,202,195,73,70,74,63.522,37.4359,95.8904,105.7143
2020/2021,Female,disabled,WAEC,lga,Jema'a,North West,Kaduna,Jema'a,,,497,340,307,116,86,98,68.4105,37.785,74.1379,113.9535
2020/2021,Female,disabled,WAEC,lga,Kaduna North,North West,Kaduna,Kaduna North,,,402,275,246,91,83,84,68.408,36.9919,91.2088,101.2048
2020/2021,Female,disabled,WAEC,lga,Kaduna South,North West,Kaduna,Kaduna South,,,331,229,218,79,90,91,69.1843,36.2385,113.9241,101.1111
2020/2021,Female,disabled,WAEC,lga,Soba,North West,Kaduna,Soba,,,402,275,251,93,83,91,68.408,37.0518,89.2473,109.6386
2020/2021,Female,disabled,WAEC,lga,Zaria,North West,Kaduna,Zaria,,,405,276,243,90,75,77,68.1481,37.037,83.3333,102.6667
2020/2021,Male,all,NABTEB,lga,Jema'a,North West,Kaduna,Jema'a,,,1881,1300,1295,488,463,415,69.1122,37.6834,94.877,89.6328
2020/2021,Male,all,NABTEB,lga,Kaduna North,North West,Kaduna,Kaduna North,,,1608,1112,1153,435,416,392,69.1542,37.7277,95.6322,94.2308
2020/2021,Male,all,NABTEB,lga,Kaduna South,North West,Kaduna,Kaduna South,,,1454,1005,1045,393,376,334,69.1197,37.6077,95.6743,88.8298
2020/2021,Male,all,NABTEB,lga,Soba,North West,Kaduna,Soba,,,1673,1157,1153,435,375,358,69.1572,37.7277,86.2069,95.4667
2020/2021,Male,all,NABTEB,lga,Zaria,North West,Kaduna,Zaria,,,1601,1106,1102,416,419,381,69.0818,37.7495,100.7212,90.9308
2020/2021,Male,all,NECO,lga,Jema'a,North West,Kaduna,Jema'a,,,3591,2274,2520,943,831,747,63.325,37.4206,88.123,89.8917
2020/2021,Male,all,NECO,lga,Kaduna North,North West,Kaduna,Kaduna North,,,3006,1904,2083,779,655,599,63.34,37.398,84.0822,91.4504
2020/2021,Male,all,NECO,lga,Kaduna South,North West,Kaduna,Kaduna South,,,2673,1692,1897,711,643,577,63.2997,37.4802,90.436,89.7356
2020/2021,Male,all,NECO,lga,Soba,North West,Kaduna,Soba,,,2925,1854,2013,754,622,583,63.3846,37.4565,82.4934,93.7299
2020/2021,Male,all,NECO,lga,Zaria,North West,Kaduna,Zaria,,,3029,1917,2137,798,700,643,63.2882,37.3421,87.7193,91.8571
2020/2021,Male,all,WAEC,lga,Jema'a,North West,Kaduna,Jema'a,,,4689,3217,3242,1210,1196,1086,68.6074,37.3226,98.843,90.8027
2020/2021,Male,all,WAEC,lga,Kaduna North,North West,Kaduna,Kaduna North,,,3951,2712,2779,1038,1010,918,68.6409,37.3516,97.3025,90.8911
2020/2021,Male,all,WAEC,lga,Kaduna South,North West,Kaduna,Kaduna South,,,3408,2337,2421,906,907,839,68.5739,37.4226,100.1104,92.5028
2020/2021,Male,all,WAEC,lga,Soba,North West,Kaduna,Soba,,,3881,2661,2725,1018,958,888,68.5648,37.3578,94.1061,92.6931
2020/2021,Male,all,WAEC,lga,Zaria,North West,Kaduna,Zaria,,,3879,2663,2690,1003,990,912,68.6517,37.2862,98.7039,92.1212
2020/2021,Male,disabled,NABTEB,lga,Jema'a,North West,Kaduna,Jema'a,,,225,156,145,57,66,68,69.3333,39.3103,115.7895,103.0303
2020/2021,Male,disabled,NABTEB,lga,Kaduna North,North West,Kaduna,Kaduna North,,,216,149,145,57,55,57,68.9815,39.3103,96.4912,103.6364
2020/2021,Male,disabled,NABTEB,lga,Kaduna South,North West,Kaduna,Kaduna South,,,195,134,125,50,22,22,68.7179,40.0,44.0,100.0
2020/2021,Male,disabled,NABTEB,lga,Soba,North West,Kaduna,Soba,,,218,151,140,55,22,22,69.2661,39.2857,40.0,100.0
2020/2021,Male,disabled,NABTEB,lga,Zaria,North West,Kaduna,Zaria,,,203,140,125,50,66,69,68.9655,40.0,132.0,104.5455
2020/2021,Male,disabled,NECO,lga,Jema'a,North West,Kaduna,Jema'a,,,401,254,261,100,93,96,63.3416,38.3142,93.0,103.2258
2020/2021,Male,disabled,NECO,lga,Kaduna North,North West,Kaduna,Kaduna North,,,338,214,219,81,67,72,63.3136,36.9863,82.716,107.4627
2020/2021,Male,disabled,NECO,lga,Kaduna South,North West,Kaduna,Kaduna South,,,276,174,176,66,77,80,63.0435,37.5,116.6667,103.8961
2020/2021,Male,disabled,NECO,lga,Soba,North West,Kaduna,Soba,,,323,206,211,80,71,80,63.7771,37.9147,88.75,112.6761
2020/2021,Male,disabled,NECO,lga,Zaria,North West,Kaduna,Zaria,,,329,208,209,77,68,72,63.2219,36.8421,88.3117,105.8824
2020/2021,Male,disabled,WAEC,lga,Jema'a,North West,Kaduna,Jema'a,,,518,355,328,118,85,96,68.5328,35.9756,72.0339,112.9412
2020/2021,Male,disabled,WAEC,lga,Kaduna North,North West,Kaduna,Kaduna North,,,452,310,289,106,100,104,68.5841,36.6782,94.3396,104.0
2020/2021,Male,disabled,WAEC,lga,Kaduna South,North West,Kaduna,Kaduna South,,,351,239,236,86,85,88,68.0912,36.4407,98.8372,103.5294
2020/2021,Male,disabled,WAEC,lga,Soba,North West,Kaduna,Soba,,,411,282,268,98,78,88,68.6131,36.5672,79.5918,112.8205
2020/2021,Male,disabled,WAEC,lga,Zaria,North West,Kaduna,Zaria,,,433,298,280,102,95,104,68.8222,36.4286,93.1373,109.4737
2021/2022,Female,all,NABTEB,lga,Jema'a,North West,Kaduna,Jema'a,,,1750,1262,1169,470,433,389,72.1143,40.2053,92.1277,89.8383
2021/2022,Female,all,NABTEB,lga,Kaduna North,North West,Kaduna,Kaduna North,,,1509,1088,992,398,370,344,72.1007,40.121,92.9648,92.973
2021/2022,Female,all,NABTEB,lga,Kaduna South,North West,Kaduna,Kaduna South,,,1436,1035,962,386,343,315,72.0752,40.1247,88.8601,91.8367
2021/2022,Female,all,NABTEB,lga,Soba,North West,Kaduna,Soba,,,1632,1181,1066,428,363,333,72.3652,40.1501,84.8131,91.7355
2021/2022,Female,all,NABTEB,lga,Zaria,North West,Kaduna,Zaria,,,1522,1099,1012,406,361,343,72.2076,40.1186,88.9163,95.0139
2021/2022,Female,all,NECO,lga,Jema'a,North West,Kaduna,Jema'a,,,3392,2258,2232,900,716,653,66.5684,40.3226,79.5556,91.2011
2021/2022,Female,all,NECO,lga,Kaduna North,North West,Kaduna,Kaduna North,,,2687,1785,1792,722,604,552,66.431,40.2902,83.6565,91.3907
2021/2022,Female,all,NECO,lga,Kaduna South,North West,Kaduna,Kaduna South,,,2548,1694,1681,678,558,515,66.4835,40.3331,82.3009,92.2939
2021/2022,Female,all,NECO,lga,Soba,North West,Kaduna,Soba,,,2966,1973,1966,791,640,592,66.5206,40.234,80.9102,92.5
2021/2022,Female,all,NECO,lga,Zaria,North West,Kaduna,Zaria,,,2783,1851,1856,748,596,543,66.511,40.3017,79.6791,91.1074
2021/2022,Female,all,WAEC,lga,Jema'a,North West,Kaduna,Jema'a,,,4431,3175,2980,1202,1059,985,71.6543,40.3356,88.1032,93.0123
2021/2022,Female,all,WAEC,lga,Kaduna North,North West,Kaduna,Kaduna North,,,3586,2573,2370,958,885,837,71.7513,40.4219,92.38,94.5763
2021/2022,Female,all,WAEC,lga,Kaduna South,North West,Kaduna,Kaduna South,,,3414,2448,2271,914,868,793,71.7047,40.2466,94.9672,91.3594
2021/2022,Female,all,WAEC,lga,Soba,North West,Kaduna,Soba,,,3839,2754,2503,1012,921,837,71.7374,40.4315,91.0079,90.8795
2021/2022,Female,all,WAEC,lga,Zaria,North West,Kaduna,Zaria,,,3816,2736,2524,1017,927,844,71.6981,40.2932,91.1504,91.0464
2021/2022,Female,disabled,NABTEB,lga,Jema'a,North West,Kaduna,Jema'a,,,218,156,130,52,82,90,71.5596,40.0,157.6923,109.7561
2021/2022,Female,disabled,NABTEB,lga,Kaduna North,North West,Kaduna,Kaduna North,,,220,156,130,52,79,81,70.9091,40.0,151.9231,102.5316
2021/2022,Female,disabled,NABTEB,lga,Kaduna South,North West,Kaduna,Kaduna South,,,208,147,125,50,53,54,70.6731,40.0,106.0,101.8868
2021/2022,Female,disabled,NABTEB,lga,Soba,North West,Kaduna,Soba,,,206,150,130,52,64,72,72.8155,40.0,123.0769,112.5
2021/2022,Female,disabled,NABTEB,lga,Zaria,North West,Kaduna,Zaria,,,208,150,120,48,62,63,72.1154,40.0,129.1667,101.6129
2021/2022,Female,disabled,NECO,lga,Jema'a,North West,Kaduna,Jema'a,,,381,253,231,91,66,77,66.4042,39.3939,72.5275,116.6667
2021/2022,Female,disabled,NECO,lga,Kaduna North,North West,Kaduna,Kaduna North,,,304,201,197,78,74,84,66.1184,39.5939,94.8718,113.5135
2021/2022,Female,disabled,NECO,lga,Kaduna South,North West,Kaduna,Kaduna South,,,270,180,164,65,67,77,66.6667,39.6341,103.0769,114.9254
2021/2022,Female,disabled,NECO,lga,Soba,North West,Kaduna,Soba,,,340,225,210,82,72,84,66.1765,39.0476,87.8049,116.6667
2021/2022,Female,disabled,NECO,lga,Zaria,North West,Kaduna,Zaria,,,308,204,198,77,66,77,66.2338,38.8889,85.7143,116.6667
2021/2022,Female,disabled,WAEC,lga,Jema'a,North West,Kaduna,Jema'a,,,514,368,324,130,93,105,71.5953,40.1235,71.5385,112.9032
2021/2022,Female,disabled,WAEC,lga,Kaduna North,North West,Kaduna,Kaduna North,,,413,298,252,103,95,98,72.155,40.873,92.233,103.1579
2021/2022,Female,disabled,WAEC,lga,Kaduna South,North West,Kaduna,Kaduna South,,,339,244,216,85,84,91,71.9764,39.3519,98.8235,108.3333
2021/2022,Female,disabled,WAEC,lga,Soba,North West,Kaduna,Soba,,,432,311,264,108,97,105,71.9907,40.9091,89.8148,108.2474
2021/2022,Female,disabled,WAEC,lga,Zaria,North West,Kaduna,Zaria,,,426,306,264,105,93,98,71.831,39.7727,88.5714,105.3763
2021/2022,Male,all,NABTEB,lga,Jema'a,North West,Kaduna,Jema'a,,,1901,1372,1334,537,478,436,72.1725,40.2549,89.013,91.2134
2021/2022,Male,all,NABTEB,lga,Kaduna North,North West,Kaduna,Kaduna North,,,1598,1156,1120,453,389,366,72.3404,40.4464,85.872,94.0874
2021/2022,Male,all,NABTEB,lga,Kaduna South,North West,Kaduna,Kaduna South,,,1476,1069,1032,418,389,366,72.4255,40.5039,93.0622,94.0874
2021/2022,Male,all,NABTEB,lga,Soba,North West,Kaduna,Soba,,,1663,1203,1170,472,410,376,72.3391,40.3419,86.8644,91.7073
2021/2022,Male,all,NABTEB,lga,Zaria,North West,Kaduna,Zaria,,,1605,1162,1144,462,419,378,72.3988,40.3846,90.6926,90.2148
2021/2022,Male,all,NECO,lga,Jema'a,North West,Kaduna,Jema'a,,,3593,2392,2567,1038,828,760,66.5739,40.4363,79.7688,91.7874
2021/2022,Male,all,NECO,lga,Kaduna North,North West,Kaduna,Kaduna North,,,2949,1957,2049,824,671,616,66.3615,40.2147,81.432,91.8033
2021/2022,Male,all,NECO,lga,Kaduna South,North West,Kaduna,Kaduna South,,,2629,1748,1857,747,616,560,66.4892,40.2262,82.4632,90.9091
2021/2022,Male,all,NECO,lga,Soba,North West,Kaduna,Soba,,,3055,2031,2142,863,696,640,66.4812,40.2894,80.6489,91.954
2021/2022,Male,all,NECO,lga,Zaria,North West,Kaduna,Zaria,,,2873,1911,2010,810,662,608,66.5158,40.2985,81.7284,91.8429
2021/2022,Male,all,WAEC,lga,Jema'a,North West,Kaduna,Jema'a,,,4807,3449,3405,1376,1191,1084,71.7495,40.4112,86.5552,91.016
2021/2022,Male,all,WAEC,lga,Kaduna North,North West,Kaduna,Kaduna North,,,3779,2711,2664,1074,1009,929,71.7386,40.3153,93.9479,92.0714
2021/2022,Male,all,WAEC,lga,Kaduna South,North West,Kaduna,Kaduna South,,,3562,2555,2518,1015,956,891,71.7294,40.3098,94.1872,93.2008
2021/2022,Male,all,WAEC,lga,Soba,North West,Kaduna,Soba,,,3903,2800,2697,1089,1000,928,71.7397,40.3782,91.8274,92.8
2021/2022,Male,all,WAEC,lga,Zaria,North West,Kaduna,Zaria,,,3994,2866,2821,1140,1041,960,71.7576,40.4112,91.3158,92.219
2021/2022,Male,disabled,NABTEB,lga,Jema'a,North West,Kaduna,Jema'a,,,224,163,135,54,50,55,72.7679,40.0,92.5926,110.0
2021/2022,Male,disabled,NABTEB,lga,Kaduna North,North West,Kaduna,Kaduna North,,,216,159,136,54,50,55,73.6111,39.7059,92.5926,110.0
2021/2022,Male,disabled,NABTEB,lga,Kaduna South,North West,Kaduna,Kaduna South,,,196,146,125,50,60,66,74.4898,40.0,120.0,110.0
2021/2022,Male,disabled,NABTEB,lga,Soba,North West,Kaduna,Soba,,,216,158,140,56,60,66,73.1481,40.0,107.1429,110.0
2021/2022,Male,disabled,NABTEB,lga,Zaria,North West,Kaduna,Zaria,,,200,148,120,48,50,55,74.0,40.0,104.1667,110.0
2021/2022,Male,disabled,NECO,lga,Jema'a,North West,Kaduna,Jema'a,,,410,274,278,113,82,88,66.8293,40.6475,72.5664,107.3171
2021/2022,Male,disabled,NECO,lga,Kaduna North,North West,Kaduna,Kaduna North,,,336,221,215,86,71,80,65.7738,40.0,82.5581,112.6761
2021/2022,Male,disabled,NECO,lga,Kaduna South,North West,Kaduna,Kaduna South,,,269,180,167,66,89,96,66.9145,39.521,134.8485,107.8652
2021/2022,Male,disabled,NECO,lga,Soba,North West,Kaduna,Soba,,,336,222,220,89,72,80,66.0714,40.4545,80.8989,111.1111
2021/2022,Male,disabled,NECO,lga,Zaria,North West,Kaduna,Zaria,,,331,221,208,83,61,64,66.7674,39.9038,73.494,104.918
2021/2022,Male,disabled,WAEC,lga,Jema'a,North West,Kaduna,Jema'a,,,515,369,341,139,77,87,71.6505,40.7625,55.3957,112.987
2021/2022,Male,disabled,WAEC,lga,Kaduna North,North West,Kaduna,Kaduna North,,,443,318,294,117,98,103,71.7833,39.7959,83.7607,105.102
2021/2022,Male,disabled,WAEC,lga,Kaduna South,North West,Kaduna,Kaduna South,,,351,252,223,88,84,96,71.7949,39.4619,95.4545,114.2857
2021/2022,Male,disabled,WAEC,lga,Soba,North West,Kaduna,Soba,,,430,309,278,111,98,110,71.8605,39.9281,88.2883,112.2449
2021/2022,Male,disabled,WAEC,lga,Zaria,North West,Kaduna,Zaria,,,446,321,289,117,91,103,71.9731,40.4844,77.7778,113.1868
2022/2023,Female,all,NABTEB,lga,Jema'a,North West,Kaduna,Jema'a,,,1911,1346,1223,465,447,399,70.4343,38.0213,96.129,89.2617
