session,gender,disability_scope,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2020/2021,Male,all,NABTEB,lga,Aboh Mbaise,South East,Imo,Aboh Mbaise,,,1228,929,734,281,250,231,75.6515,38.2834,88.968,92.4
2020/2021,Male,all,NABTEB,lga,Okigwe,South East,Imo,Okigwe,,,1525,1150,923,353,321,273,75.4098,38.2449,90.9348,85.0467
2020/2021,Male,all,NABTEB,lga,Orlu,South East,Imo,Orlu,,,1555,1173,959,365,355,300,75.4341,38.0605,97.2603,84.507
2020/2021,Male,all,NABTEB,lga,Owerri North,South East,Imo,Owerri North,,,1323,998,795,307,295,259,75.4346,38.6164,96.0912,87.7966
2020/2021,Male,all,NABTEB,lga,Owerri West,South East,Imo,Owerri West,,,1470,1111,900,345,315,278,75.5782,38.3333,91.3043,88.254
2020/2021,Male,all,NECO,lga,Aboh Mbaise,South East,Imo,Aboh Mbaise,,,2263,1562,1373,522,496,455,69.0234,38.0189,95.0192,91.7339
2020/2021,Male,all,NECO,lga,Okigwe,South East,Imo,Okigwe,,,2731,1888,1663,633,564,515,69.1322,38.0637,89.0995,91.3121
2020/2021,Male,all,NECO,lga,Orlu,South East,Imo,Orlu,,,2928,2022,1776,678,632,574,69.0574,38.1757,93.2153,90.8228
2020/2021,Male,all,NECO,lga,Owerri North,South East,Imo,Owerri North,,,2462,1700,1473,562,543,504,69.0496,38.1534,96.6192,92.8177
2020/2021,Male,all,NECO,lga,Owerri West,South East,Imo,Owerri West,,,2772,1913,1702,650,612,550,69.0115,38.1904,94.1538,89.8693
2020/2021,Male,all,WAEC,lga,Aboh Mbaise,South East,Imo,Aboh Mbaise,,,3024,2263,1829,695,671,613,74.8347,37.9989,96.5468,91.3562
2020/2021,Male,all,WAEC,lga,Okigwe,South East,Imo,Okigwe,,,3531,2642,2153,820,777,721,74.823,38.0864,94.7561,92.7928
2020/2021,Male,all,WAEC,lga,Orlu,South East,Imo,Orlu,,,3704,2772,2264,864,842,770,74.838,38.1625,97.4537,91.4489
2020/2021,Male,all,WAEC,lga,Owerri North,South East,Imo,Owerri North,,,3229,2416,1930,735,717,662,74.8219,38.0829,97.551,92.3291
2020/2021,Male,all,WAEC,lga,Owerri West,South East,Imo,Owerri West,,,3630,2715,2216,845,789,717,74.7934,38.1318,93.3728,90.8745
2020/2021,Male,disabled,NABTEB,lga,Aboh Mbaise,South East,Imo,Aboh Mbaise,,,171,131,96,39,31,35,76.6082,40.625,79.4872,112.9032
2020/2021,Male,disabled,NABTEB,lga,Okigwe,South East,Imo,Okigwe,,,186,142,99,40,49,49,76.3441,40.404,122.5,100.0
2020/2021,Male,disabled,NABTEB,lga,Orlu,South East,Imo,Orlu,,,197,150,115,44,56,56,76.1421,38.2609,127.2727,100.0
2020/2021,Male,disabled,NABTEB,lga,Owerri North,South East,Imo,Owerri North,,,156,120,84,36,42,42,76.9231,42.8571,116.6667,100.0
2020/2021,Male,disabled,NABTEB,lga,Owerri West,South East,Imo,Owerri West,,,171,131,92,38,42,42,76.6082,41.3043,110.5263,100.0
2020/2021,Male,disabled,NECO,lga,Aboh Mbaise,South East,Imo,Aboh Mbaise,,,280,192,157,59,56,66,68.5714,37.5796,94.9153,117.8571
2020/2021,Male,disabled,NECO,lga,Okigwe,South East,Imo,Okigwe,,,314,216,174,65,63,66,68.7898,37.3563,96.9231,104.7619
2020/2021,Male,disabled,NECO,lga,Orlu,South East,Imo,Orlu,,,357,245,205,77,69,72,68.6275,37.561,89.6104,104.3478
2020/2021,Male,disabled,NECO,lga,Owerri North,South East,Imo,Owerri North,,,276,189,161,61,63,66,68.4783,37.8882,103.2787,104.7619
2020/2021,Male,disabled,NECO,lga,Owerri West,South East,Imo,Owerri West,,,305,208,167,63,72,72,68.1967,37.7246,114.2857,100.0
2020/2021,Male,disabled,WAEC,lga,Aboh Mbaise,South East,Imo,Aboh Mbaise,,,347,258,194,73,65,66,74.3516,37.6289,89.0411,101.5385
2020/2021,Male,disabled,WAEC,lga,Okigwe,South East,Imo,Okigwe,,,398,296,226,85,65,66,74.3719,37.6106,76.4706,101.5385
2020/2021,Male,disabled,WAEC,lga,Orlu,South East,Imo,Orlu,,,467,347,262,100,85,90,74.3041,38.1679,85.0,105.8824
2020/2021,Male,disabled,WAEC,lga,Owerri North,South East,Imo,Owerri North,,,357,267,196,73,65,66,74.7899,37.2449,89.0411,101.5385
2020/2021,Male,disabled,WAEC,lga,Owerri West,South East,Imo,Owerri West,,,404,301,232,89,70,73,74.505,38.3621,78.6517,104.2857
2021/2022,Female,all,NABTEB,lga,Aboh Mbaise,South East,Imo,Aboh Mbaise,,,1251,988,711,293,256,234,78.9768,41.2096,87.372,91.4062
2021/2022,Female,all,NABTEB,lga,Okigwe,South East,Imo,Okigwe,,,1513,1193,860,357,306,262,78.85,41.5116,85.7143,85.6209
2021/2022,Female,all,NABTEB,lga,Orlu,South East,Imo,Orlu,,,1605,1266,938,387,339,290,78.8785,41.258,87.5969,85.5457
2021/2022,Female,all,NABTEB,lga,Owerri North,South East,Imo,Owerri North,,,1331,1052,764,311,266,239,79.0383,40.7068,85.5305,89.8496
2021/2022,Female,all,NABTEB,lga,Owerri West,South East,Imo,Owerri West,,,1528,1205,884,364,327,286,78.8613,41.1765,89.8352,87.4618
2021/2022,Female,all,NECO,lga,Aboh Mbaise,South East,Imo,Aboh Mbaise,,,2268,1649,1312,541,477,427,72.7072,41.2348,88.1701,89.5178
2021/2022,Female,all,NECO,lga,Okigwe,South East,Imo,Okigwe,,,2748,1997,1574,648,558,508,72.671,41.169,86.1111,91.0394
2021/2022,Female,all,NECO,lga,Orlu,South East,Imo,Orlu,,,3030,2202,1739,712,652,610,72.6733,40.9431,91.573,93.5583
2021/2022,Female,all,NECO,lga,Owerri North,South East,Imo,Owerri North,,,2443,1776,1402,577,513,466,72.6975,41.1555,88.9081,90.8382
2021/2022,Female,all,NECO,lga,Owerri West,South East,Imo,Owerri West,,,2750,1998,1586,652,537,498,72.6545,41.1097,82.362,92.7374
2021/2022,Female,all,WAEC,lga,Aboh Mbaise,South East,Imo,Aboh Mbaise,,,3031,2373,1739,717,631,590,78.291,41.2306,88.0056,93.5024
2021/2022,Female,all,WAEC,lga,Okigwe,South East,Imo,Okigwe,,,3532,2764,2026,832,732,672,78.2559,41.0661,87.9808,91.8033
2021/2022,Female,all,WAEC,lga,Orlu,South East,Imo,Orlu,,,3898,3050,2241,920,806,741,78.2453,41.0531,87.6087,91.9355
2021/2022,Female,all,WAEC,lga,Owerri North,South East,Imo,Owerri North,,,3283,2567,1899,781,705,644,78.1907,41.1269,90.2689,91.3475
2021/2022,Female,all,WAEC,lga,Owerri West,South East,Imo,Owerri West,,,3832,2999,2202,905,850,786,78.262,41.099,93.9227,92.4706
2021/2022,Female,disabled,NABTEB,lga,Aboh Mbaise,South East,Imo,Aboh Mbaise,,,180,144,84,36,60,60,80.0,42.8571,166.6667,100.0
2021/2022,Female,disabled,NABTEB,lga,Okigwe,South East,Imo,Okigwe,,,199,158,98,42,66,66,79.397,42.8571,157.1429,100.0
2021/2022,Female,disabled,NABTEB,lga,Orlu,South East,Imo,Orlu,,,206,163,106,44,54,54,79.1262,41.5094,122.7273,100.0
2021/2022,Female,disabled,NABTEB,lga,Owerri North,South East,Imo,Owerri North,,,184,147,91,36,54,54,79.8913,39.5604,150.0,100.0
2021/2022,Female,disabled,NABTEB,lga,Owerri West,South East,Imo,Owerri West,,,196,156,105,42,66,66,79.5918,40.0,157.1429,100.0
2021/2022,Female,disabled,NECO,lga,Aboh Mbaise,South East,Imo,Aboh Mbaise,,,270,199,148,63,60,60,73.7037,42.5676,95.2381,100.0
2021/2022,Female,disabled,NECO,lga,Okigwe,South East,Imo,Okigwe,,,322,236,174,72,60,60,73.2919,41.3793,83.3333,100.0
2021/2022,Female,disabled,NECO,lga,Orlu,South East,Imo,Orlu,,,365,268,201,81,70,79,73.4247,40.2985,86.4198,112.8571
2021/2022,Female,disabled,NECO,lga,Owerri North,South East,Imo,Owerri North,,,271,200,148,61,60,61,73.8007,41.2162,98.3607,101.6667
2021/2022,Female,disabled,NECO,lga,Owerri West,South East,Imo,Owerri West,,,308,227,167,69,60,71,73.7013,41.3174,86.9565,118.3333
2021/2022,Female,disabled,WAEC,lga,Aboh Mbaise,South East,Imo,Aboh Mbaise,,,350,276,186,78,52,60,78.8571,41.9355,66.6667,115.3846
2021/2022,Female,disabled,WAEC,lga,Okigwe,South East,Imo,Okigwe,,,412,323,223,92,68,75,78.3981,41.2556,73.913,110.2941
2021/2022,Female,disabled,WAEC,lga,Orlu,South East,Imo,Orlu,,,474,371,247,101,74,80,78.27,40.8907,73.2673,108.1081
2021/2022,Female,disabled,WAEC,lga,Owerri North,South East,Imo,Owerri North,,,373,291,207,85,66,75,78.0161,41.0628,77.6471,113.6364
2021/2022,Female,disabled,WAEC,lga,Owerri West,South East,Imo,Owerri West,,,420,330,225,93,73,80,78.5714,41.3333,78.4946,109.589
2021/2022,Male,all,NABTEB,lga,Aboh Mbaise,South East,Imo,Aboh Mbaise,,,1367,1078,840,341,293,262,78.8588,40.5952,85.9238,89.4198
2021/2022,Male,all,NABTEB,lga,Okigwe,South East,Imo,Okigwe,,,1601,1261,982,401,340,291,78.7633,40.835,84.788,85.5882
2021/2022,Male,all,NABTEB,lga,Orlu,South East,Imo,Orlu,,,1668,1314,1023,418,372,326,78.777,40.8602,88.9952,87.6344
2021/2022,Male,all,NABTEB,lga,Owerri North,South East,Imo,Owerri North,,,1411,1113,865,353,312,271,78.8802,40.8092,88.3853,86.859
2021/2022,Male,all,NABTEB,lga,Owerri West,South East,Imo,Owerri West,,,1684,1327,1011,414,380,339,78.8005,40.9496,91.7874,89.2105
2021/2022,Male,all,NECO,lga,Aboh Mbaise,South East,Imo,Aboh Mbaise,,,2433,1767,1497,615,547,495,72.6264,41.0822,88.9431,90.4936
2021/2022,Male,all,NECO,lga,Okigwe,South East,Imo,Okigwe,,,2943,2137,1782,732,607,551,72.613,41.0774,82.9235,90.7743
2021/2022,Male,all,NECO,lga,Orlu,South East,Imo,Orlu,,,3262,2370,1973,806,692,637,72.6548,40.8515,85.8561,92.052
2021/2022,Male,all,NECO,lga,Owerri North,South East,Imo,Owerri North,,,2584,1876,1588,651,591,543,72.6006,40.995,90.7834,91.8782
2021/2022,Male,all,NECO,lga,Owerri West,South East,Imo,Owerri West,,,2939,2135,1807,741,672,625,72.6438,41.0072,90.6883,93.006
2021/2022,Male,all,WAEC,lga,Aboh Mbaise,South East,Imo,Aboh Mbaise,,,3244,2538,1932,793,683,625,78.2367,41.0455,86.1286,91.5081
2021/2022,Male,all,WAEC,lga,Okigwe,South East,Imo,Okigwe,,,3826,2993,2349,965,848,790,78.2279,41.0813,87.8756,93.1604
2021/2022,Male,all,WAEC,lga,Orlu,South East,Imo,Orlu,,,4213,3296,2582,1062,974,895,78.234,41.1309,91.7137,91.8891
2021/2022,Male,all,WAEC,lga,Owerri North,South East,Imo,Owerri North,,,3457,2705,2119,871,802,738,78.247,41.1043,92.0781,92.02
2021/2022,Male,all,WAEC,lga,Owerri West,South East,Imo,Owerri West,,,4059,3177,2498,1028,923,852,78.2705,41.1529,89.786,92.3077
2021/2022,Male,disabled,NABTEB,lga,Aboh Mbaise,South East,Imo,Aboh Mbaise,,,184,146,100,38,56,56,79.3478,38.0,147.3684,100.0
2021/2022,Male,disabled,NABTEB,lga,Okigwe,South East,Imo,Okigwe,,,199,157,115,45,56,56,78.8945,39.1304,124.4444,100.0
2021/2022,Male,disabled,NABTEB,lga,Orlu,South East,Imo,Orlu,,,208,164,114,45,56,56,78.8462,39.4737,124.4444,100.0
2021/2022,Male,disabled,NABTEB,lga,Owerri North,South East,Imo,Owerri North,,,184,146,100,38,56,56,79.3478,38.0,147.3684,100.0
2021/2022,Male,disabled,NABTEB,lga,Owerri West,South East,Imo,Owerri West,,,193,153,108,42,70,70,79.2746,38.8889,166.6667,100.0
2021/2022,Male,disabled,NECO,lga,Aboh Mbaise,South East,Imo,Aboh Mbaise,,,290,212,167,67,72,72,73.1034,40.1198,107.4627,100.0
2021/2022,Male,disabled,NECO,lga,Okigwe,South East,Imo,Okigwe,,,345,252,197,79,72,72,73.0435,40.1015,91.1392,100.0
2021/2022,Male,disabled,NECO,lga,Orlu,South East,Imo,Orlu,,,398,291,224,90,77,79,73.1156,40.1786,85.5556,102.5974
2021/2022,Male,disabled,NECO,lga,Owerri North,South East,Imo,Owerri North,,,286,209,163,65,66,66,73.0769,39.8773,101.5385,100.0
2021/2022,Male,disabled,NECO,lga,Owerri West,South East,Imo,Owerri West,,,311,227,181,73,72,72,72.9904,40.3315,98.6301,100.0
2021/2022,Male,disabled,WAEC,lga,Aboh Mbaise,South East,Imo,Aboh Mbaise,,,377,296,213,88,60,65,78.5146,41.3146,68.1818,108.3333
2021/2022,Male,disabled,WAEC,lga,Okigwe,South East,Imo,Okigwe,,,429,337,241,99,70,80,78.5548,41.0788,70.7071,114.2857
2021/2022,Male,disabled,WAEC,lga,Orlu,South East,Imo,Orlu,,,514,402,303,126,86,97,78.2101,41.5842,68.254,112.7907
2021/2022,Male,disabled,WAEC,lga,Owerri North,South East,Imo,Owerri North,,,373,292,217,90,65,73,78.2842,41.4747,72.2222,112.3077
2021/2022,Male,disabled,WAEC,lga,Owerri West,South East,Imo,Owerri West,,,440,345,255,105,76,87,78.4091,41.1765,72.381,114.4737
2022/2023,Female,all,NABTEB,lga,Aboh Mbaise,South East,Imo,Aboh Mbaise,,,1177,908,652,254,242,219,77.1453,38.9571,95.2756,90.4959
2022/2023,Female,all,NABTEB,lga,Okigwe,South East,Imo,Okigwe,,,1406,1082,785,304,273,245,76.9559,38.7261,89.8026,89.7436
2022/2023,Female,all,NABTEB,lga,Orlu,South East,Imo,Orlu,,,1444,1109,826,319,305,259,76.8006,38.6199,95.6113,84.918
