session,gender,disability_scope,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2019/2020,Female,all,WAEC,lga,Tafawa-Balewa,North East,Bauchi,Tafawa-Balewa,,,1213,878,801,167,158,158,72.3825,20.8489,94.6108,100.0
2019/2020,Female,all,WAEC,lga,Toro,North East,Bauchi,Toro,,,1867,1424,1142,410,437,498,76.2721,35.9019,106.5854,113.9588
2019/2020,Female,all,WAEC,lga,Warji,North East,Bauchi,Warji,,,688,530,451,104,79,202,77.0349,23.0599,75.9615,255.6962
2019/2020,Female,all,WAEC,lga,Zaki,North East,Bauchi,Zaki,,,767,522,462,201,176,134,68.0574,43.5065,87.5622,76.1364
2019/2020,Female,disabled,NABTEB,lga,Alkaleri,North East,Bauchi,Alkaleri,,,34,34,34,0,33,33,100.0,0.0,0.0,100.0
2019/2020,Female,disabled,NABTEB,lga,Bauchi,North East,Bauchi,Bauchi,,,123,123,186,44,0,0,100.0,23.6559,0.0,0.0
2019/2020,Female,disabled,NABTEB,lga,Bogoro,North East,Bauchi,Bogoro,,,2,2,2,2,0,0,100.0,100.0,0.0,0.0
2019/2020,Female,disabled,NABTEB,lga,Damban,North East,Bauchi,Damban,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2019/2020,Female,disabled,NABTEB,lga,Darazo,North East,Bauchi,Darazo,,,79,79,79,46,0,0,100.0,58.2278,0.0,0.0
2019/2020,Female,disabled,NABTEB,lga,Dass,North East,Bauchi,Dass,,,52,52,0,0,0,0,100.0,0.0,0.0,0.0
2019/2020,Female,disabled,NABTEB,lga,Gamawa,North East,Bauchi,Gamawa,,,27,27,0,0,0,0,100.0,0.0,0.0,0.0
2019/2020,Female,disabled,NABTEB,lga,Ganjuwa,North East,Bauchi,Ganjuwa,,,79,79,0,0,0,0,100.0,0.0,0.0,0.0
2019/2020,Female,disabled,NABTEB,lga,Giade,North East,Bauchi,Giade,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2019/2020,Female,disabled,NABTEB,lga,Itas/Gadau,North East,Bauchi,Itas/Gadau,,,0,0,0,0,13,13,0.0,0.0,0.0,100.0
2019/2020,Female,disabled,NABTEB,lga,Jama'Are,North East,Bauchi,Jama'Are,,,46,45,0,0,38,38,97.8261,0.0,0.0,100.0
2019/2020,Female,disabled,NABTEB,lga,Katagum,North East,Bauchi,Katagum,,,33,12,0,0,0,0,36.3636,0.0,0.0,0.0
2019/2020,Female,disabled,NABTEB,lga,Kirfi,North East,Bauchi,Kirfi,,,28,1,0,0,0,0,3.5714,0.0,0.0,0.0
2019/2020,Female,disabled,NABTEB,lga,Misau,North East,Bauchi,Misau,,,83,31,0,0,0,0,37.3494,0.0,0.0,0.0
2019/2020,Female,disabled,NABTEB,lga,Toro,North East,Bauchi,Toro,,,110,79,101,33,0,0,71.8182,32.6733,0.0,0.0
2019/2020,Female,disabled,NABTEB,lga,Warji,North East,Bauchi,Warji,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2019/2020,Female,disabled,NABTEB,lga,Zaki,North East,Bauchi,Zaki,,,60,0,0,0,0,0,0.0,0.0,0.0,0.0
2019/2020,Female,disabled,NECO,lga,Alkaleri,North East,Bauchi,Alkaleri,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2019/2020,Female,disabled,NECO,lga,Bauchi,North East,Bauchi,Bauchi,,,237,163,116,41,30,0,68.7764,35.3448,73.1707,0.0
2019/2020,Female,disabled,NECO,lga,Bogoro,North East,Bauchi,Bogoro,,,97,65,79,0,0,0,67.0103,0.0,0.0,0.0
2019/2020,Female,disabled,NECO,lga,Damban,North East,Bauchi,Damban,,,73,61,0,0,0,0,83.5616,0.0,0.0,0.0
2019/2020,Female,disabled,NECO,lga,Darazo,North East,Bauchi,Darazo,,,189,66,121,31,0,0,34.9206,25.6198,0.0,0.0
2019/2020,Female,disabled,NECO,lga,Dass,North East,Bauchi,Dass,,,48,48,48,48,0,0,100.0,100.0,0.0,0.0
2019/2020,Female,disabled,NECO,lga,Gamawa,North East,Bauchi,Gamawa,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2019/2020,Female,disabled,NECO,lga,Ganjuwa,North East,Bauchi,Ganjuwa,,,78,78,16,16,0,0,100.0,100.0,0.0,0.0
2019/2020,Female,disabled,NECO,lga,Misau,North East,Bauchi,Misau,,,61,0,0,0,0,0,0.0,0.0,0.0,0.0
2019/2020,Female,disabled,NECO,lga,Ningi,North East,Bauchi,Ningi,,,79,79,79,0,0,0,100.0,0.0,0.0,0.0
2019/2020,Female,disabled,NECO,lga,Shira,North East,Bauchi,Shira,,,47,0,0,0,0,0,0.0,0.0,0.0,0.0
2019/2020,Female,disabled,NECO,lga,Tafawa-Balewa,North East,Bauchi,Tafawa-Balewa,,,33,0,0,0,0,33,0.0,0.0,0.0,0.0
2019/2020,Female,disabled,NECO,lga,Toro,North East,Bauchi,Toro,,,88,80,80,80,0,96,90.9091,100.0,0.0,0.0
2019/2020,Female,disabled,NECO,lga,Warji,North East,Bauchi,Warji,,,0,0,0,0,66,68,0.0,0.0,0.0,103.0303
2019/2020,Female,disabled,NECO,lga,Zaki,North East,Bauchi,Zaki,,,158,158,99,0,90,0,100.0,0.0,0.0,0.0
2019/2020,Female,disabled,WAEC,lga,Alkaleri,North East,Bauchi,Alkaleri,,,127,127,103,0,0,0,100.0,0.0,0.0,0.0
2019/2020,Female,disabled,WAEC,lga,Bauchi,North East,Bauchi,Bauchi,,,275,223,89,49,86,0,81.0909,55.0562,175.5102,0.0
2019/2020,Female,disabled,WAEC,lga,Bogoro,North East,Bauchi,Bogoro,,,68,68,68,31,63,0,100.0,45.5882,203.2258,0.0
2019/2020,Female,disabled,WAEC,lga,Ganjuwa,North East,Bauchi,Ganjuwa,,,99,0,0,0,0,0,0.0,0.0,0.0,0.0
2019/2020,Female,disabled,WAEC,lga,Giade,North East,Bauchi,Giade,,,91,36,36,36,20,0,39.5604,100.0,55.5556,0.0
2019/2020,Female,disabled,WAEC,lga,Itas/Gadau,North East,Bauchi,Itas/Gadau,,,122,122,43,43,5,0,100.0,100.0,11.6279,0.0
2019/2020,Female,disabled,WAEC,lga,Jama'Are,North East,Bauchi,Jama'Are,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2019/2020,Female,disabled,WAEC,lga,Katagum,North East,Bauchi,Katagum,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2019/2020,Female,disabled,WAEC,lga,Kirfi,North East,Bauchi,Kirfi,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2019/2020,Female,disabled,WAEC,lga,Misau,North East,Bauchi,Misau,,,85,82,81,80,80,80,96.4706,98.7654,100.0,100.0
2019/2020,Female,disabled,WAEC,lga,Ningi,North East,Bauchi,Ningi,,,105,0,0,0,0,0,0.0,0.0,0.0,0.0
2019/2020,Female,disabled,WAEC,lga,Shira,North East,Bauchi,Shira,,,100,0,0,0,0,0,0.0,0.0,0.0,0.0
2019/2020,Female,disabled,WAEC,lga,Tafawa-Balewa,North East,Bauchi,Tafawa-Balewa,,,164,158,158,9,0,0,96.3415,5.6962,0.0,0.0
2019/2020,Female,disabled,WAEC,lga,Toro,North East,Bauchi,Toro,,,102,102,102,1,0,62,100.0,0.9804,0.0,0.0
2019/2020,Female,disabled,WAEC,lga,Warji,North East,Bauchi,Warji,,,135,135,135,25,0,123,100.0,18.5185,0.0,0.0
2019/2020,Female,disabled,WAEC,lga,Zaki,North East,Bauchi,Zaki,,,31,31,15,0,0,5,100.0,0.0,0.0,0.0
2019/2020,Male,all,NABTEB,lga,Alkaleri,North East,Bauchi,Alkaleri,,,444,365,274,103,79,79,82.2072,37.5912,76.699,100.0
2019/2020,Male,all,NABTEB,lga,Bauchi,North East,Bauchi,Bauchi,,,865,548,518,204,6,76,63.3526,39.3822,2.9412,1266.6667
2019/2020,Male,all,NABTEB,lga,Bogoro,North East,Bauchi,Bogoro,,,328,125,125,78,58,3,38.1098,62.4,74.359,5.1724
2019/2020,Male,all,NABTEB,lga,Damban,North East,Bauchi,Damban,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2019/2020,Male,all,NABTEB,lga,Darazo,North East,Bauchi,Darazo,,,143,79,79,0,0,0,55.2448,0.0,0.0,0.0
2019/2020,Male,all,NABTEB,lga,Dass,North East,Bauchi,Dass,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2019/2020,Male,all,NABTEB,lga,Gamawa,North East,Bauchi,Gamawa,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2019/2020,Male,all,NABTEB,lga,Ganjuwa,North East,Bauchi,Ganjuwa,,,64,64,61,0,1,61,100.0,0.0,0.0,6100.0
2019/2020,Male,all,NABTEB,lga,Giade,North East,Bauchi,Giade,,,234,234,188,33,42,81,100.0,17.5532,127.2727,192.8571
2019/2020,Male,all,NABTEB,lga,Itas/Gadau,North East,Bauchi,Itas/Gadau,,,235,156,156,79,135,70,66.383,50.641,170.8861,51.8519
2019/2020,Male,all,NABTEB,lga,Jama'Are,North East,Bauchi,Jama'Are,,,196,117,102,79,102,0,59.6939,77.451,129.1139,0.0
2019/2020,Male,all,NABTEB,lga,Katagum,North East,Bauchi,Katagum,,,390,311,183,79,79,79,79.7436,43.1694,100.0,100.0
2019/2020,Male,all,NABTEB,lga,Kirfi,North East,Bauchi,Kirfi,,,144,144,75,0,0,0,100.0,0.0,0.0,0.0
2019/2020,Male,all,NABTEB,lga,Misau,North East,Bauchi,Misau,,,367,228,153,80,137,2,62.1253,52.2876,171.25,1.4599
2019/2020,Male,all,NABTEB,lga,Ningi,North East,Bauchi,Ningi,,,229,160,160,0,24,0,69.869,0.0,0.0,0.0
2019/2020,Male,all,NABTEB,lga,Shira,North East,Bauchi,Shira,,,279,165,165,47,143,79,59.1398,28.4848,304.2553,55.2448
2019/2020,Male,all,NABTEB,lga,Tafawa-Balewa,North East,Bauchi,Tafawa-Balewa,,,643,445,451,158,173,79,69.2068,35.0333,109.4937,45.6647
2019/2020,Male,all,NABTEB,lga,Toro,North East,Bauchi,Toro,,,753,724,607,98,118,242,96.1487,16.145,120.4082,205.0847
2019/2020,Male,all,NABTEB,lga,Warji,North East,Bauchi,Warji,,,328,204,204,127,144,154,62.1951,62.2549,113.3858,106.9444
2019/2020,Male,all,NABTEB,lga,Zaki,North East,Bauchi,Zaki,,,321,287,221,55,34,138,89.4081,24.8869,61.8182,405.8824
2019/2020,Male,all,NECO,lga,Alkaleri,North East,Bauchi,Alkaleri,,,104,57,58,0,37,37,54.8077,0.0,0.0,100.0
2019/2020,Male,all,NECO,lga,Bauchi,North East,Bauchi,Bauchi,,,237,237,130,79,0,0,100.0,60.7692,0.0,0.0
2019/2020,Male,all,NECO,lga,Bogoro,North East,Bauchi,Bogoro,,,165,119,67,4,0,0,72.1212,5.9701,0.0,0.0
2019/2020,Male,all,NECO,lga,Damban,North East,Bauchi,Damban,,,448,337,245,79,0,0,75.2232,32.2449,0.0,0.0
2019/2020,Male,all,NECO,lga,Darazo,North East,Bauchi,Darazo,,,685,479,550,237,228,223,69.927,43.0909,96.2025,97.807
2019/2020,Male,all,NECO,lga,Dass,North East,Bauchi,Dass,,,266,187,185,0,0,0,70.3008,0.0,0.0,0.0
2019/2020,Male,all,NECO,lga,Gamawa,North East,Bauchi,Gamawa,,,569,428,411,158,79,79,75.2197,38.4428,50.0,100.0
2019/2020,Male,all,NECO,lga,Ganjuwa,North East,Bauchi,Ganjuwa,,,704,521,462,102,126,133,74.0057,22.0779,123.5294,105.5556
2019/2020,Male,all,NECO,lga,Giade,North East,Bauchi,Giade,,,374,306,219,64,76,64,81.8182,29.2237,118.75,84.2105
2019/2020,Male,all,NECO,lga,Itas/Gadau,North East,Bauchi,Itas/Gadau,,,440,292,245,89,151,89,66.3636,36.3265,169.6629,58.9404
2019/2020,Male,all,NECO,lga,Jama'Are,North East,Bauchi,Jama'Are,,,318,252,233,117,117,117,79.2453,50.2146,100.0,100.0
2019/2020,Male,all,NECO,lga,Katagum,North East,Bauchi,Katagum,,,839,488,497,239,239,181,58.1645,48.0885,100.0,75.7322
2019/2020,Male,all,NECO,lga,Kirfi,North East,Bauchi,Kirfi,,,310,183,183,29,29,29,59.0323,15.847,100.0,100.0
2019/2020,Male,all,NECO,lga,Misau,North East,Bauchi,Misau,,,575,291,337,21,21,21,50.6087,6.2315,100.0,100.0
2019/2020,Male,all,NECO,lga,Ningi,North East,Bauchi,Ningi,,,489,355,376,137,143,137,72.5971,36.4362,104.3796,95.8042
2019/2020,Male,all,NECO,lga,Shira,North East,Bauchi,Shira,,,586,421,353,115,110,109,71.843,32.5779,95.6522,99.0909
2019/2020,Male,all,NECO,lga,Tafawa-Balewa,North East,Bauchi,Tafawa-Balewa,,,1179,694,694,169,311,338,58.8634,24.3516,184.0237,108.6817
2019/2020,Male,all,NECO,lga,Toro,North East,Bauchi,Toro,,,1607,1005,1080,444,478,410,62.5389,41.1111,107.6577,85.7741
2019/2020,Male,all,NECO,lga,Warji,North East,Bauchi,Warji,,,542,305,305,147,124,123,56.2731,48.1967,84.3537,99.1935
2019/2020,Male,all,NECO,lga,Zaki,North East,Bauchi,Zaki,,,703,401,323,78,78,78,57.0413,24.1486,100.0,100.0
2019/2020,Male,all,WAEC,lga,Alkaleri,North East,Bauchi,Alkaleri,,,861,598,595,313,329,288,69.4541,52.605,105.1118,87.538
2019/2020,Male,all,WAEC,lga,Bauchi,North East,Bauchi,Bauchi,,,2239,1551,1214,360,410,382,69.272,29.654,113.8889,93.1707
2019/2020,Male,all,WAEC,lga,Bogoro,North East,Bauchi,Bogoro,,,662,448,444,131,188,162,67.6737,29.5045,143.5115,86.1702
2019/2020,Male,all,WAEC,lga,Damban,North East,Bauchi,Damban,,,494,407,328,87,87,66,82.3887,26.5244,100.0,75.8621
2019/2020,Male,all,WAEC,lga,Darazo,North East,Bauchi,Darazo,,,1192,880,792,223,300,309,73.8255,28.1566,134.5291,103.0
2019/2020,Male,all,WAEC,lga,Dass,North East,Bauchi,Dass,,,690,432,414,145,145,66,62.6087,35.0242,100.0,45.5172
2019/2020,Male,all,WAEC,lga,Gamawa,North East,Bauchi,Gamawa,,,560,367,351,138,138,138,65.5357,39.3162,100.0,100.0
2019/2020,Male,all,WAEC,lga,Ganjuwa,North East,Bauchi,Ganjuwa,,,768,581,395,72,42,0,75.651,18.2278,58.3333,0.0
2019/2020,Male,all,WAEC,lga,Giade,North East,Bauchi,Giade,,,593,418,348,136,136,136,70.489,39.0805,100.0,100.0
2019/2020,Male,all,WAEC,lga,Itas/Gadau,North East,Bauchi,Itas/Gadau,,,570,470,377,120,156,156,82.4561,31.8302,130.0,100.0
2019/2020,Male,all,WAEC,lga,Jama'Are,North East,Bauchi,Jama'Are,,,574,442,363,153,117,117,77.0035,42.1488,76.4706,100.0
2019/2020,Male,all,WAEC,lga,Katagum,North East,Bauchi,Katagum,,,779,548,469,144,96,70,70.3466,30.7036,66.6667,72.9167
2019/2020,Male,all,WAEC,lga,Kirfi,North East,Bauchi,Kirfi,,,632,495,495,210,147,147,78.3228,42.4242,70.0,100.0
2019/2020,Male,all,WAEC,lga,Misau,North East,Bauchi,Misau,,,710,481,402,163,163,163,67.7465,40.5473,100.0,100.0
2019/2020,Male,all,WAEC,lga,Ningi,North East,Bauchi,Ningi,,,614,454,454,147,147,147,73.9414,32.3789,100.0,100.0
2019/2020,Male,all,WAEC,lga,Shira,North East,Bauchi,Shira,,,660,495,363,165,165,165,75.0,45.4545,100.0,100.0
2019/2020,Male,all,WAEC,lga,Tafawa-Balewa,North East,Bauchi,Tafawa-Balewa,,,1443,1031,949,239,242,239,71.4484,25.1844,101.2552,98.7603
2019/2020,Male,all,WAEC,lga,Toro,North East,Bauchi,Toro,,,158,158,158,0,0,0,100.0,0.0,0.0,0.0
2019/2020,Male,all,WAEC,lga,Warji,North East,Bauchi,Warji,,,59,0,0,0,0,0,0.0,0.0,0.0,0.0
2019/2020,Male,all,WAEC,lga,Zaki,North East,Bauchi,Zaki,,,20,0,1,0,0,0,0.0,0.0,0.0,0.0
2019/2020,Male,disabled,NABTEB,lga,Alkaleri,North East,Bauchi,Alkaleri,,,36,36,24,24,0,0,100.0,100.0,0.0,0.0
2019/2020,Male,disabled,NABTEB,lga,Bogoro,North East,Bauchi,Bogoro,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2019/2020,Male,disabled,NABTEB,lga,Damban,North East,Bauchi,Damban,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2019/2020,Male,disabled,NABTEB,lga,Darazo,North East,Bauchi,Darazo,,,143,79,79,0,0,0,55.2448,0.0,0.0,0.0
2019/2020,Male,disabled,NABTEB,lga,Dass,North East,Bauchi,Dass,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2019/2020,Male,disabled,NABTEB,lga,Gamawa,North East,Bauchi,Gamawa,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2019/2020,Male,disabled,NABTEB,lga,Ganjuwa,North East,Bauchi,Ganjuwa,,,3,3,0,0,1,0,100.0,0.0,0.0,0.0
2019/2020,Male,disabled,NABTEB,lga,Giade,North East,Bauchi,Giade,,,79,79,33,33,42,32,100.0,100.0,127.2727,76.1905
2019/2020,Male,disabled,NABTEB,lga,Itas/Gadau,North East,Bauchi,Itas/Gadau,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2019/2020,Male,disabled,NABTEB,lga,Jama'Are,North East,Bauchi,Jama'Are,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2019/2020,Male,disabled,NABTEB,lga,Katagum,North East,Bauchi,Katagum,,,72,72,0,0,0,0,100.0,0.0,0.0,0.0
2019/2020,Male,disabled,NABTEB,lga,Kirfi,North East,Bauchi,Kirfi,,,7,7,0,0,0,0,100.0,0.0,0.0,0.0
2019/2020,Male,disabled,NABTEB,lga,Misau,North East,Bauchi,Misau,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2019/2020,Male,disabled,NABTEB,lga,Ningi,North East,Bauchi,Ningi,,,45,0,0,0,0,0,0.0,0.0,0.0,0.0
2019/2020,Male,disabled,NABTEB,lga,Shira,North East,Bauchi,Shira,,,34,0,0,0,0,0,0.0,0.0,0.0,0.0
2019/2020,Male,disabled,NABTEB,lga,Tafawa-Balewa,North East,Bauchi,Tafawa-Balewa,,,79,39,45,0,0,0,49.3671,0.0,0.0,0.0
2019/2020,Male,disabled,NABTEB,lga,Toro,North East,Bauchi,Toro,,,140,122,191,19,0,13,87.1429,9.9476,0.0,0.0
2019/2020,Male,disabled,NABTEB,lga,Warji,North East,Bauchi,Warji,,,46,46,46,34,0,0,100.0,73.913,0.0,0.0
2019/2020,Male,disabled,NABTEB,lga,Zaki,North East,Bauchi,Zaki,,,42,42,21,21,0,0,100.0,100.0,0.0,0.0
2019/2020,Male,disabled,NECO,lga,Alkaleri,North East,Bauchi,Alkaleri,,,47,0,1,0,37,37,0.0,0.0,0.0,100.0
2019/2020,Male,disabled,NECO,lga,Bauchi,North East,Bauchi,Bauchi,,,237,237,130,79,0,0,100.0,60.7692,0.0,0.0
2019/2020,Male,disabled,NECO,lga,Bogoro,North East,Bauchi,Bogoro,,,33,3,1,0,0,0,9.0909,0.0,0.0,0.0
2019/2020,Male,disabled,NECO,lga,Damban,North East,Bauchi,Damban,,,116,79,79,79,0,0,68.1034,100.0,0.0,0.0
