session,gender,disability_scope,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2019/2020,Female,all,Private,JSS,,,Unqualified,ward,Barwo Winde,North East,Gombe,Nafada,Barwo Winde,,351.0,11,31.9091
2019/2020,Female,all,Private,JSS,,,Unqualified,ward,Birin Bolewa,North East,Gombe,Nafada,Birin Bolewa,,104.0,3,34.6667
2019/2020,Female,all,Private,JSS,,,Unqualified,ward,Deba,North East,Gombe,Yamaltu/Deba,Deba,,104.0,3,34.6667
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,ward,Dadiya,North East,Gombe,Balanga,Dadiya,,182.0,6,30.3333
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,ward,Bajoga,North East,Gombe,Gombe,Bajoga,,572.0,19,30.1053
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,ward,Bolari East,North East,Gombe,Gombe,Bolari East,,351.0,12,29.25
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,ward,Birin Bolewa,North East,Gombe,Nafada,Birin Bolewa,,78.0,3,26.0
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,ward,Deba,North East,Gombe,Yamaltu/Deba,Deba,,247.0,8,30.875
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,ward,Difa / Lubo / Kinafa,North East,Gombe,Yamaltu/Deba,Difa / Lubo / Kinafa,,182.0,6,30.3333
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,ward,Gwani / Shinga / Wade,North East,Gombe,Yamaltu/Deba,Gwani / Shinga / Wade,,351.0,12,29.25
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,ward,Bambam,North East,Gombe,Balanga,Bambam,,195.0,6,32.5
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,ward,Dadiya,North East,Gombe,Balanga,Dadiya,,377.0,12,31.4167
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,ward,Ajiya,North East,Gombe,Gombe,Ajiya,,377.0,12,31.4167
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,ward,Bolari East,North East,Gombe,Gombe,Bolari East,,91.0,3,30.3333
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,ward,Barwo / Nasarawo,North East,Gombe,Nafada,Barwo / Nasarawo,,182.0,6,30.3333
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,ward,Barwo Winde,North East,Gombe,Nafada,Barwo Winde,,208.0,7,29.7143
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,ward,Birin Bolewa,North East,Gombe,Nafada,Birin Bolewa,,104.0,3,34.6667
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,ward,Deba,North East,Gombe,Yamaltu/Deba,Deba,,195.0,6,32.5
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,ward,Gwani / Shinga / Wade,North East,Gombe,Yamaltu/Deba,Gwani / Shinga / Wade,,285.0,9,31.6667
2019/2020,Female,all,Private,JSS,,MEd or Equivalent,Qualified,ward,Bajoga,North East,Gombe,Gombe,Bajoga,,104.0,3,34.6667
2019/2020,Female,all,Private,JSS,,MEd or Equivalent,Qualified,ward,Difa / Lubo / Kinafa,North East,Gombe,Yamaltu/Deba,Difa / Lubo / Kinafa,,208.0,7,29.7143
2019/2020,Female,all,Private,JSS,,MEd or Equivalent,Qualified,ward,Gwani / Shinga / Wade,North East,Gombe,Yamaltu/Deba,Gwani / Shinga / Wade,,130.0,4,32.5
2019/2020,Female,all,Private,JSS,,NCE,Qualified,ward,Bambam,North East,Gombe,Balanga,Bambam,,221.0,7,31.5714
2019/2020,Female,all,Private,JSS,,NCE,Qualified,ward,Ajiya,North East,Gombe,Gombe,Ajiya,,247.0,8,30.875
2019/2020,Female,all,Private,JSS,,NCE,Qualified,ward,Bolari East,North East,Gombe,Gombe,Bolari East,,273.0,9,30.3333
2019/2020,Female,all,Private,JSS,,NCE,Qualified,ward,Awak,North East,Gombe,Kaltungo,Awak,,156.0,5,31.2
2019/2020,Female,all,Private,JSS,,NCE,Qualified,ward,Barwo / Nasarawo,North East,Gombe,Nafada,Barwo / Nasarawo,,169.0,5,33.8
2019/2020,Female,all,Private,JSS,,NCE,Qualified,ward,Birin Bolewa,North East,Gombe,Nafada,Birin Bolewa,,78.0,3,26.0
2019/2020,Female,all,Private,JSS,,NCE,Qualified,ward,Difa / Lubo / Kinafa,North East,Gombe,Yamaltu/Deba,Difa / Lubo / Kinafa,,221.0,7,31.5714
2019/2020,Female,all,Private,JSS,,PGDE,Qualified,ward,Bambam,North East,Gombe,Balanga,Bambam,,208.0,7,29.7143
2019/2020,Female,all,Private,JSS,,PGDE,Qualified,ward,Ajiya,North East,Gombe,Gombe,Ajiya,,130.0,4,32.5
2019/2020,Female,all,Private,JSS,,PGDE,Qualified,ward,Awak,North East,Gombe,Kaltungo,Awak,,493.0,16,30.8125
2019/2020,Female,all,Private,JSS,,PGDE,Qualified,ward,Birin Bolewa,North East,Gombe,Nafada,Birin Bolewa,,221.0,7,31.5714
2019/2020,Female,all,Private,JSS,,PGDE,Qualified,ward,Deba,North East,Gombe,Yamaltu/Deba,Deba,,104.0,3,34.6667
2019/2020,Female,all,Private,Pre-Primary/Primary,,,Unqualified,ward,Bambam,North East,Gombe,Balanga,Bambam,,487.0,18,27.0556
2019/2020,Female,all,Private,Pre-Primary/Primary,,,Unqualified,ward,Bangu,North East,Gombe,Balanga,Bangu,,787.0,29,27.1379
2019/2020,Female,all,Private,Pre-Primary/Primary,,,Unqualified,ward,Bule / Kaltin,North East,Gombe,Kaltungo,Bule / Kaltin,,412.0,15,27.4667
2019/2020,Female,all,Private,Pre-Primary/Primary,,,Unqualified,ward,Kaltungo East,North East,Gombe,Kaltungo,Kaltungo East,,450.0,17,26.4706
2019/2020,Female,all,Private,Pre-Primary/Primary,,,Unqualified,ward,Birin Bolewa,North East,Gombe,Nafada,Birin Bolewa,,225.0,8,28.125
2019/2020,Female,all,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,ward,Bambam,North East,Gombe,Balanga,Bambam,,225.0,8,28.125
2019/2020,Female,all,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,ward,Bangu,North East,Gombe,Balanga,Bangu,,487.0,18,27.0556
2019/2020,Female,all,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,ward,Awak,North East,Gombe,Kaltungo,Awak,,600.0,22,27.2727
2019/2020,Female,all,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,ward,Bule / Kaltin,North East,Gombe,Kaltungo,Bule / Kaltin,,187.0,7,26.7143
2019/2020,Female,all,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,ward,Kaltungo East,North East,Gombe,Kaltungo,Kaltungo East,,412.0,15,27.4667
2019/2020,Female,all,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,ward,Birin Bolewa,North East,Gombe,Nafada,Birin Bolewa,,262.0,10,26.2
2019/2020,Female,all,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,ward,Gwani / Shinga / Wade,North East,Gombe,Yamaltu/Deba,Gwani / Shinga / Wade,,562.0,21,26.7619
2019/2020,Female,all,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,ward,Bambam,North East,Gombe,Balanga,Bambam,,412.0,15,27.4667
2019/2020,Female,all,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,ward,Ajiya,North East,Gombe,Gombe,Ajiya,,637.0,24,26.5417
2019/2020,Female,all,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,ward,Bajoga,North East,Gombe,Gombe,Bajoga,,2436.0,91,26.7692
2019/2020,Female,all,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,ward,Awak,North East,Gombe,Kaltungo,Awak,,525.0,20,26.25
2019/2020,Female,all,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,ward,Bule / Kaltin,North East,Gombe,Kaltungo,Bule / Kaltin,,412.0,15,27.4667
2019/2020,Female,all,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,ward,Barwo Winde,North East,Gombe,Nafada,Barwo Winde,,300.0,12,25.0
2019/2020,Female,all,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,ward,Birin Bolewa,North East,Gombe,Nafada,Birin Bolewa,,600.0,23,26.087
2019/2020,Female,all,Private,Pre-Primary/Primary,,MEd or Equivalent,Qualified,ward,Gwani / Shinga / Wade,North East,Gombe,Yamaltu/Deba,Gwani / Shinga / Wade,,562.0,21,26.7619
2019/2020,Female,all,Private,Pre-Primary/Primary,,NCE,Qualified,ward,Bangu,North East,Gombe,Balanga,Bangu,,412.0,15,27.4667
2019/2020,Female,all,Private,Pre-Primary/Primary,,NCE,Qualified,ward,Ajiya,North East,Gombe,Gombe,Ajiya,,637.0,24,26.5417
2019/2020,Female,all,Private,Pre-Primary/Primary,,NCE,Qualified,ward,Awak,North East,Gombe,Kaltungo,Awak,,487.0,18,27.0556
2019/2020,Female,all,Private,Pre-Primary/Primary,,NCE,Qualified,ward,Bule / Kaltin,North East,Gombe,Kaltungo,Bule / Kaltin,,450.0,17,26.4706
2019/2020,Female,all,Private,Pre-Primary/Primary,,NCE,Qualified,ward,Kaltungo East,North East,Gombe,Kaltungo,Kaltungo East,,487.0,18,27.0556
2019/2020,Female,all,Private,Pre-Primary/Primary,,NCE,Qualified,ward,Barwo Winde,North East,Gombe,Nafada,Barwo Winde,,1236.0,46,26.8696
2019/2020,Female,all,Private,Pre-Primary/Primary,,NCE,Qualified,ward,Birin Bolewa,North East,Gombe,Nafada,Birin Bolewa,,262.0,10,26.2
2019/2020,Female,all,Private,Pre-Primary/Primary,,NCE,Qualified,ward,Gwani / Shinga / Wade,North East,Gombe,Yamaltu/Deba,Gwani / Shinga / Wade,,937.0,35,26.7714
2019/2020,Female,all,Private,Pre-Primary/Primary,,PGDE,Qualified,ward,Bambam,North East,Gombe,Balanga,Bambam,,749.0,28,26.75
2019/2020,Female,all,Private,Pre-Primary/Primary,,PGDE,Qualified,ward,Ajiya,North East,Gombe,Gombe,Ajiya,,1275.0,47,27.1277
2019/2020,Female,all,Private,Pre-Primary/Primary,,PGDE,Qualified,ward,Awak,North East,Gombe,Kaltungo,Awak,,600.0,22,27.2727
2019/2020,Female,all,Private,Pre-Primary/Primary,,PGDE,Qualified,ward,Bule / Kaltin,North East,Gombe,Kaltungo,Bule / Kaltin,,225.0,8,28.125
2019/2020,Female,all,Private,Pre-Primary/Primary,,PGDE,Qualified,ward,Kaltungo East,North East,Gombe,Kaltungo,Kaltungo East,,487.0,18,27.0556
2019/2020,Female,all,Private,Pre-Primary/Primary,,PGDE,Qualified,ward,Barwo Winde,North East,Gombe,Nafada,Barwo Winde,,300.0,11,27.2727
2019/2020,Female,all,Private,Pre-Primary/Primary,,PGDE,Qualified,ward,Birin Bolewa,North East,Gombe,Nafada,Birin Bolewa,,375.0,14,26.7857
2019/2020,Female,all,Private,Pre-Primary/Primary,,PGDE,Qualified,ward,Gwani / Shinga / Wade,North East,Gombe,Yamaltu/Deba,Gwani / Shinga / Wade,,337.0,13,25.9231
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,,Unqualified,ward,Bambam,North East,Gombe,Balanga,Bambam,,787.0,29,27.1379
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,,Unqualified,ward,Gwani / Shinga / Wade,North East,Gombe,Yamaltu/Deba,Gwani / Shinga / Wade,,1012.0,38,26.6316
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,ward,Bajoga,North East,Gombe,Gombe,Bajoga,,787.0,29,27.1379
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,ward,Bolari East,North East,Gombe,Gombe,Bolari East,,900.0,33,27.2727
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,ward,Kaltungo East,North East,Gombe,Kaltungo,Kaltungo East,,600.0,22,27.2727
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,ward,Difa / Lubo / Kinafa,North East,Gombe,Yamaltu/Deba,Difa / Lubo / Kinafa,,787.0,29,27.1379
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,ward,Awak,North East,Gombe,Kaltungo,Awak,,862.0,32,26.9375
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,NCE,Qualified,ward,Bangu,North East,Gombe,Balanga,Bangu,,750.0,28,26.7857
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,NCE,Qualified,ward,Dadiya,North East,Gombe,Balanga,Dadiya,,637.0,24,26.5417
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,NCE,Qualified,ward,Bule / Kaltin,North East,Gombe,Kaltungo,Bule / Kaltin,,750.0,28,26.7857
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,NCE,Qualified,ward,Barwo Winde,North East,Gombe,Nafada,Barwo Winde,,862.0,32,26.9375
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,PGDE,Qualified,ward,Ajiya,North East,Gombe,Gombe,Ajiya,,1049.0,39,26.8974
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,PGDE,Qualified,ward,Birin Bolewa,North East,Gombe,Nafada,Birin Bolewa,,862.0,32,26.9375
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,Unqualified,ward,Dadiya,North East,Gombe,Balanga,Dadiya,,712.0,26,27.3846
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,Unqualified,ward,Awak,North East,Gombe,Kaltungo,Awak,,1087.0,40,27.175
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,ward,Bangu,North East,Gombe,Balanga,Bangu,,750.0,28,26.7857
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,ward,Difa / Lubo / Kinafa,North East,Gombe,Yamaltu/Deba,Difa / Lubo / Kinafa,,675.0,25,27.0
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,ward,Bambam,North East,Gombe,Balanga,Bambam,,675.0,25,27.0
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,ward,Bolari East,North East,Gombe,Gombe,Bolari East,,900.0,33,27.2727
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,ward,Kaltungo East,North East,Gombe,Kaltungo,Kaltungo East,,600.0,22,27.2727
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,MEd or Equivalent,Qualified,ward,Bajoga,North East,Gombe,Gombe,Bajoga,,712.0,26,27.3846
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,NCE,Qualified,ward,Ajiya,North East,Gombe,Gombe,Ajiya,,825.0,31,26.6129
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,NCE,Qualified,ward,Barwo Winde,North East,Gombe,Nafada,Barwo Winde,,675.0,25,27.0
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,NCE,Qualified,ward,Birin Bolewa,North East,Gombe,Nafada,Birin Bolewa,,675.0,25,27.0
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,NCE,Qualified,ward,Gwani / Shinga / Wade,North East,Gombe,Yamaltu/Deba,Gwani / Shinga / Wade,,937.0,35,26.7714
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,PGDE,Qualified,ward,Bule / Kaltin,North East,Gombe,Kaltungo,Bule / Kaltin,,787.0,29,27.1379
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,Unqualified,ward,Barwo Winde,North East,Gombe,Nafada,Barwo Winde,,675.0,25,27.0
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,ward,Bambam,North East,Gombe,Balanga,Bambam,,637.0,24,26.5417
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,ward,Dadiya,North East,Gombe,Balanga,Dadiya,,600.0,22,27.2727
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,ward,Bajoga,North East,Gombe,Gombe,Bajoga,,750.0,28,26.7857
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,ward,Bolari East,North East,Gombe,Gombe,Bolari East,,1012.0,38,26.6316
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,ward,Bule / Kaltin,North East,Gombe,Kaltungo,Bule / Kaltin,,675.0,25,27.0
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,ward,Kaltungo East,North East,Gombe,Kaltungo,Kaltungo East,,750.0,28,26.7857
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,ward,Difa / Lubo / Kinafa,North East,Gombe,Yamaltu/Deba,Difa / Lubo / Kinafa,,787.0,29,27.1379
