session,gender,disability_scope,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Adoka-Haje,North Central,Benue,Otukpo,Adoka-Haje,,29.0,1,29.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Adoka-Icho,North Central,Benue,Otukpo,Adoka-Icho,,29.0,1,29.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Allan,North Central,Benue,Otukpo,Allan,,87.0,3,29.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Mbagbam,North Central,Benue,Vandeikya,Mbagbam,,58.0,2,29.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Mbagbera,North Central,Benue,Vandeikya,Mbagbera,,48.0,2,24.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,144.0,6,24.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Agan,North Central,Benue,Makurdi,Agan,,29.0,1,29.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Allan,North Central,Benue,Otukpo,Allan,,38.0,2,19.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Mbagbera,North Central,Benue,Vandeikya,Mbagbera,,67.0,3,22.3333
2019/2020,Female,all,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,ward,Gboko East,North Central,Benue,Gboko,Gboko East,,58.0,2,29.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,ward,Bar,North Central,Benue,Makurdi,Bar,,38.0,2,19.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,19.0,1,19.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Gboko East,North Central,Benue,Gboko,Gboko East,,38.0,2,19.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Ikurav Tiev II,North Central,Benue,Katsina-Ala,Ikurav Tiev II,,19.0,1,19.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Iwar(Tongov I),North Central,Benue,Katsina-Ala,Iwar(Tongov I),,19.0,1,19.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Agan,North Central,Benue,Makurdi,Agan,,76.0,4,19.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Adoka-Haje,North Central,Benue,Otukpo,Adoka-Haje,,29.0,1,29.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Adoka-Icho,North Central,Benue,Otukpo,Adoka-Icho,,77.0,3,25.6667
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Mbagbam,North Central,Benue,Vandeikya,Mbagbam,,48.0,2,24.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Mbagbera,North Central,Benue,Vandeikya,Mbagbera,,48.0,2,24.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,38.0,2,19.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,ward,Gboko East,North Central,Benue,Gboko,Gboko East,,29.0,1,29.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,ward,Ikurav Tiev II,North Central,Benue,Katsina-Ala,Ikurav Tiev II,,29.0,1,29.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,ward,Iwar(Tongov I),North Central,Benue,Katsina-Ala,Iwar(Tongov I),,58.0,2,29.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,ward,Agan,North Central,Benue,Makurdi,Agan,,47.0,3,15.6667
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,ward,Bar,North Central,Benue,Makurdi,Bar,,77.0,3,25.6667
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,ward,Adoka-Haje,North Central,Benue,Otukpo,Adoka-Haje,,58.0,2,29.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,ward,Adoka-Icho,North Central,Benue,Otukpo,Adoka-Icho,,29.0,1,29.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,ward,Mbagbam,North Central,Benue,Vandeikya,Mbagbam,,29.0,1,29.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,ward,Mbagbera,North Central,Benue,Vandeikya,Mbagbera,,38.0,2,19.0
2019/2020,Female,all,Private,JSS,,,Unqualified,ward,Gboko East,North Central,Benue,Gboko,Gboko East,,358.0,9,39.7778
2019/2020,Female,all,Private,JSS,,,Unqualified,ward,Ikurav Tiev I,North Central,Benue,Katsina-Ala,Ikurav Tiev I,,374.0,9,41.5556
2019/2020,Female,all,Private,JSS,,,Unqualified,ward,Ankpa/Wadata,North Central,Benue,Makurdi,Ankpa/Wadata,,260.0,7,37.1429
2019/2020,Female,all,Private,JSS,,,Unqualified,ward,Adoka-Haje,North Central,Benue,Otukpo,Adoka-Haje,,374.0,9,41.5556
2019/2020,Female,all,Private,JSS,,,Unqualified,ward,Adoka-Icho,North Central,Benue,Otukpo,Adoka-Icho,,293.0,7,41.8571
2019/2020,Female,all,Private,JSS,,,Unqualified,ward,Allan,North Central,Benue,Otukpo,Allan,,146.0,4,36.5
2019/2020,Female,all,Private,JSS,,,Unqualified,ward,Mbadede,North Central,Benue,Vandeikya,Mbadede,,455.0,11,41.3636
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,ward,Gboko East,North Central,Benue,Gboko,Gboko East,,439.0,11,39.9091
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,ward,Gboko North West,North Central,Benue,Gboko,Gboko North West,,521.0,13,40.0769
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,ward,Ikurav Tiev I,North Central,Benue,Katsina-Ala,Ikurav Tiev I,,358.0,9,39.7778
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,ward,Ikurav Tiev II,North Central,Benue,Katsina-Ala,Ikurav Tiev II,,325.0,8,40.625
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,ward,Iwar(Tongov I),North Central,Benue,Katsina-Ala,Iwar(Tongov I),,634.0,16,39.625
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,ward,Agan,North Central,Benue,Makurdi,Agan,,569.0,14,40.6429
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,ward,Allan,North Central,Benue,Otukpo,Allan,,309.0,8,38.625
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,ward,Mbadede,North Central,Benue,Vandeikya,Mbadede,,228.0,6,38.0
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,ward,Mbagbam,North Central,Benue,Vandeikya,Mbagbam,,244.0,6,40.6667
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,ward,Gboko North West,North Central,Benue,Gboko,Gboko North West,,293.0,7,41.8571
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,ward,Ikurav Tiev II,North Central,Benue,Katsina-Ala,Ikurav Tiev II,,374.0,9,41.5556
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,ward,Iwar(Tongov I),North Central,Benue,Katsina-Ala,Iwar(Tongov I),,325.0,8,40.625
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,ward,Adoka-Haje,North Central,Benue,Otukpo,Adoka-Haje,,146.0,4,36.5
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,ward,Mbagbam,North Central,Benue,Vandeikya,Mbagbam,,325.0,8,40.625
2019/2020,Female,all,Private,JSS,,MEd or Equivalent,Qualified,ward,Gboko East,North Central,Benue,Gboko,Gboko East,,162.0,4,40.5
2019/2020,Female,all,Private,JSS,,MEd or Equivalent,Qualified,ward,Agan,North Central,Benue,Makurdi,Agan,,244.0,6,40.6667
2019/2020,Female,all,Private,JSS,,MEd or Equivalent,Qualified,ward,Adoka-Haje,North Central,Benue,Otukpo,Adoka-Haje,,211.0,5,42.2
2019/2020,Female,all,Private,JSS,,NCE,Qualified,ward,Ikurav Tiev I,North Central,Benue,Katsina-Ala,Ikurav Tiev I,,260.0,7,37.1429
2019/2020,Female,all,Private,JSS,,NCE,Qualified,ward,Ikurav Tiev II,North Central,Benue,Katsina-Ala,Ikurav Tiev II,,374.0,9,41.5556
2019/2020,Female,all,Private,JSS,,NCE,Qualified,ward,Ankpa/Wadata,North Central,Benue,Makurdi,Ankpa/Wadata,,293.0,7,41.8571
2019/2020,Female,all,Private,JSS,,NCE,Qualified,ward,Adoka-Icho,North Central,Benue,Otukpo,Adoka-Icho,,309.0,8,38.625
2019/2020,Female,all,Private,JSS,,NCE,Qualified,ward,Allan,North Central,Benue,Otukpo,Allan,,114.0,3,38.0
2019/2020,Female,all,Private,JSS,,NCE,Qualified,ward,Mbagbam,North Central,Benue,Vandeikya,Mbagbam,,162.0,4,40.5
2019/2020,Female,all,Private,JSS,,PGDE,Qualified,ward,Ankpa/Wadata,North Central,Benue,Makurdi,Ankpa/Wadata,,260.0,7,37.1429
2019/2020,Female,all,Private,JSS,,PGDE,Qualified,ward,Adoka-Haje,North Central,Benue,Otukpo,Adoka-Haje,,341.0,8,42.625
2019/2020,Female,all,Private,JSS,,PGDE,Qualified,ward,Adoka-Icho,North Central,Benue,Otukpo,Adoka-Icho,,390.0,10,39.0
2019/2020,Female,all,Private,JSS,,PGDE,Qualified,ward,Allan,North Central,Benue,Otukpo,Allan,,325.0,8,40.625
2019/2020,Female,all,Private,JSS,,PGDE,Qualified,ward,Mbagbam,North Central,Benue,Vandeikya,Mbagbam,,260.0,6,43.3333
2019/2020,Female,all,Private,Pre-Primary/Primary,,,Unqualified,ward,Bar,North Central,Benue,Makurdi,Bar,,1215.0,35,34.7143
2019/2020,Female,all,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,ward,Agan,North Central,Benue,Makurdi,Agan,,935.0,27,34.6296
2019/2020,Female,all,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,ward,Bar,North Central,Benue,Makurdi,Bar,,280.0,8,35.0
2019/2020,Female,all,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,888.0,26,34.1538
2019/2020,Female,all,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,ward,Mbagbera,North Central,Benue,Vandeikya,Mbagbera,,1588.0,46,34.5217
2019/2020,Female,all,Private,Pre-Primary/Primary,,MEd or Equivalent,Qualified,ward,Bar,North Central,Benue,Makurdi,Bar,,748.0,22,34.0
2019/2020,Female,all,Private,Pre-Primary/Primary,,NCE,Qualified,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,794.0,23,34.5217
2019/2020,Female,all,Private,Pre-Primary/Primary,,NCE,Qualified,ward,Agan,North Central,Benue,Makurdi,Agan,,654.0,19,34.4211
2019/2020,Female,all,Private,Pre-Primary/Primary,,NCE,Qualified,ward,Mbagbera,North Central,Benue,Vandeikya,Mbagbera,,794.0,23,34.5217
2019/2020,Female,all,Private,Pre-Primary/Primary,,PGDE,Qualified,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,1635.0,48,34.0625
2019/2020,Female,all,Private,Pre-Primary/Primary,,PGDE,Qualified,ward,Agan,North Central,Benue,Makurdi,Agan,,1074.0,31,34.6452
2019/2020,Female,all,Private,Pre-Primary/Primary,,PGDE,Qualified,ward,Bar,North Central,Benue,Makurdi,Bar,,794.0,23,34.5217
2019/2020,Female,all,Private,Pre-Primary/Primary,,PGDE,Qualified,ward,Mbagbera,North Central,Benue,Vandeikya,Mbagbera,,701.0,20,35.05
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,,Unqualified,ward,Mbagbam,North Central,Benue,Vandeikya,Mbagbam,,1215.0,35,34.7143
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,ward,Ikurav Tiev II,North Central,Benue,Katsina-Ala,Ikurav Tiev II,,1261.0,37,34.0811
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,ward,Iwar(Tongov I),North Central,Benue,Katsina-Ala,Iwar(Tongov I),,1215.0,35,34.7143
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,ward,Allan,North Central,Benue,Otukpo,Allan,,1215.0,35,34.7143
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,ward,Mbagbera,North Central,Benue,Vandeikya,Mbagbera,,1215.0,35,34.7143
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,1261.0,37,34.0811
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,MEd or Equivalent,Qualified,ward,Gboko East,North Central,Benue,Gboko,Gboko East,,1355.0,39,34.7436
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,NCE,Qualified,ward,Agan,North Central,Benue,Makurdi,Agan,,981.0,29,33.8276
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,NCE,Qualified,ward,Adoka-Icho,North Central,Benue,Otukpo,Adoka-Icho,,1261.0,37,34.0811
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,PGDE,Qualified,ward,Bar,North Central,Benue,Makurdi,Bar,,1121.0,33,33.9697
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,PGDE,Qualified,ward,Adoka-Haje,North Central,Benue,Otukpo,Adoka-Haje,,1215.0,35,34.7143
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,Unqualified,ward,Adoka-Icho,North Central,Benue,Otukpo,Adoka-Icho,,1355.0,39,34.7436
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,ward,Ikurav Tiev II,North Central,Benue,Katsina-Ala,Ikurav Tiev II,,1495.0,43,34.7674
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,ward,Bar,North Central,Benue,Makurdi,Bar,,1168.0,34,34.3529
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,ward,Adoka-Haje,North Central,Benue,Otukpo,Adoka-Haje,,1402.0,41,34.1951
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,ward,Allan,North Central,Benue,Otukpo,Allan,,1261.0,37,34.0811
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,ward,Mbagbam,North Central,Benue,Vandeikya,Mbagbam,,1402.0,41,34.1951
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,1355.0,39,34.7436
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,ward,Agan,North Central,Benue,Makurdi,Agan,,1215.0,35,34.7143
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,ward,Mbagbera,North Central,Benue,Vandeikya,Mbagbera,,1215.0,35,34.7143
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,MEd or Equivalent,Qualified,ward,Gboko East,North Central,Benue,Gboko,Gboko East,,1121.0,33,33.9697
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,PGDE,Qualified,ward,Iwar(Tongov I),North Central,Benue,Katsina-Ala,Iwar(Tongov I),,1261.0,37,34.0811
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,Unqualified,ward,Agan,North Central,Benue,Makurdi,Agan,,981.0,29,33.8276
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,Unqualified,ward,Mbagbera,North Central,Benue,Vandeikya,Mbagbera,,981.0,29,33.8276
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,ward,Adoka-Icho,North Central,Benue,Otukpo,Adoka-Icho,,1355.0,39,34.7436
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,ward,Allan,North Central,Benue,Otukpo,Allan,,1261.0,37,34.0811
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,ward,Mbagbam,North Central,Benue,Vandeikya,Mbagbam,,1121.0,33,33.9697
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,1075.0,31,34.6774
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,NCE,Qualified,ward,Gboko East,North Central,Benue,Gboko,Gboko East,,1028.0,30,34.2667
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,NCE,Qualified,ward,Adoka-Haje,North Central,Benue,Otukpo,Adoka-Haje,,1261.0,37,34.0811
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,PGDE,Qualified,ward,Ikurav Tiev II,North Central,Benue,Katsina-Ala,Ikurav Tiev II,,1215.0,35,34.7143
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,PGDE,Qualified,ward,Iwar(Tongov I),North Central,Benue,Katsina-Ala,Iwar(Tongov I),,1075.0,31,34.6774
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,PGDE,Qualified,ward,Bar,North Central,Benue,Makurdi,Bar,,1075.0,31,34.6774
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,Unqualified,ward,Iwar(Tongov I),North Central,Benue,Katsina-Ala,Iwar(Tongov I),,1168.0,34,34.3529
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,Unqualified,ward,Bar,North Central,Benue,Makurdi,Bar,,934.0,27,34.5926
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,Unqualified,ward,Adoka-Haje,North Central,Benue,Otukpo,Adoka-Haje,,1215.0,35,34.7143
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,Unqualified,ward,Allan,North Central,Benue,Otukpo,Allan,,1028.0,30,34.2667
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,1261.0,37,34.0811
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,ward,Gboko East,North Central,Benue,Gboko,Gboko East,,1168.0,34,34.3529
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,ward,Ikurav Tiev II,North Central,Benue,Katsina-Ala,Ikurav Tiev II,,934.0,27,34.5926
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,ward,Mbagbera,North Central,Benue,Vandeikya,Mbagbera,,1028.0,30,34.2667
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,NCE,Qualified,ward,Agan,North Central,Benue,Makurdi,Agan,,1028.0,30,34.2667
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,NCE,Qualified,ward,Adoka-Icho,North Central,Benue,Otukpo,Adoka-Icho,,1168.0,34,34.3529
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,PGDE,Qualified,ward,Mbagbam,North Central,Benue,Vandeikya,Mbagbam,,1261.0,37,34.0811
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,Unqualified,ward,Ikurav Tiev II,North Central,Benue,Katsina-Ala,Ikurav Tiev II,,1075.0,31,34.6774
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,Unqualified,ward,Adoka-Haje,North Central,Benue,Otukpo,Adoka-Haje,,1261.0,37,34.0811
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,ward,Iwar(Tongov I),North Central,Benue,Katsina-Ala,Iwar(Tongov I),,1075.0,31,34.6774
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,1028.0,30,34.2667
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,ward,Allan,North Central,Benue,Otukpo,Allan,,934.0,27,34.5926
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,MEd or Equivalent,Qualified,ward,Bar,North Central,Benue,Makurdi,Bar,,1028.0,30,34.2667
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,NCE,Qualified,ward,Mbagbam,North Central,Benue,Vandeikya,Mbagbam,,981.0,29,33.8276
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,NCE,Qualified,ward,Mbagbera,North Central,Benue,Vandeikya,Mbagbera,,1075.0,31,34.6774
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,PGDE,Qualified,ward,Gboko East,North Central,Benue,Gboko,Gboko East,,1168.0,34,34.3529
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,PGDE,Qualified,ward,Agan,North Central,Benue,Makurdi,Agan,,794.0,23,34.5217
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,PGDE,Qualified,ward,Adoka-Icho,North Central,Benue,Otukpo,Adoka-Icho,,1355.0,39,34.7436
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,Unqualified,ward,Bar,North Central,Benue,Makurdi,Bar,,888.0,26,34.1538
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,1028.0,30,34.2667
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,ward,Allan,North Central,Benue,Otukpo,Allan,,934.0,27,34.5926
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,NCE,Qualified,ward,Gboko East,North Central,Benue,Gboko,Gboko East,,1028.0,30,34.2667
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,NCE,Qualified,ward,Ikurav Tiev II,North Central,Benue,Katsina-Ala,Ikurav Tiev II,,888.0,26,34.1538
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,NCE,Qualified,ward,Iwar(Tongov I),North Central,Benue,Katsina-Ala,Iwar(Tongov I),,888.0,26,34.1538
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,NCE,Qualified,ward,Agan,North Central,Benue,Makurdi,Agan,,981.0,29,33.8276
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,NCE,Qualified,ward,Adoka-Icho,North Central,Benue,Otukpo,Adoka-Icho,,981.0,29,33.8276
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,NCE,Qualified,ward,Mbagbam,North Central,Benue,Vandeikya,Mbagbam,,1121.0,33,33.9697
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,PGDE,Qualified,ward,Adoka-Haje,North Central,Benue,Otukpo,Adoka-Haje,,1215.0,35,34.7143
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,PGDE,Qualified,ward,Mbagbera,North Central,Benue,Vandeikya,Mbagbera,,981.0,29,33.8276
2019/2020,Female,all,Private,SSS,,,Unqualified,ward,Gboko East,North Central,Benue,Gboko,Gboko East,,91.0,2,45.5
2019/2020,Female,all,Private,SSS,,,Unqualified,ward,Gboko North West,North Central,Benue,Gboko,Gboko North West,,78.0,2,39.0
2019/2020,Female,all,Private,SSS,,,Unqualified,ward,Ikurav Tiev I,North Central,Benue,Katsina-Ala,Ikurav Tiev I,,209.0,6,34.8333
2019/2020,Female,all,Private,SSS,,,Unqualified,ward,Agan,North Central,Benue,Makurdi,Agan,,196.0,5,39.2
2019/2020,Female,all,Private,SSS,,,Unqualified,ward,Adoka-Icho,North Central,Benue,Otukpo,Adoka-Icho,,117.0,3,39.0
2019/2020,Female,all,Private,SSS,,,Unqualified,ward,Mbadede,North Central,Benue,Vandeikya,Mbadede,,196.0,5,39.2
2019/2020,Female,all,Private,SSS,,,Unqualified,ward,Mbagbam,North Central,Benue,Vandeikya,Mbagbam,,78.0,2,39.0
