session,gender,disability_scope,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Dadin Kowa,North East,Borno,Biu,Dadin Kowa,,31.0,1,31.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Chibok Garu,North East,Borno,Chibok,Chibok Garu,,31.0,1,31.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Chibok Likama,North East,Borno,Chibok,Chibok Likama,,21.0,1,21.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Chibok Wuntaku,North East,Borno,Chibok,Chibok Wuntaku,,21.0,1,21.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Bita / Izge,North East,Borno,Gwoza,Bita / Izge,,42.0,2,21.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Dure / Wala / Warabe,North East,Borno,Gwoza,Dure / Wala / Warabe,,73.0,4,18.25
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Alau,North East,Borno,Jere,Alau,,62.0,2,31.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Bale Galtimari,North East,Borno,Jere,Bale Galtimari,,31.0,1,31.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Dala lawanti,North East,Borno,Jere,Dala lawanti,,52.0,2,26.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Bolori I,North East,Borno,Maiduguri,Bolori I,,42.0,2,21.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Bolori II,North East,Borno,Maiduguri,Bolori II,,20.0,3,6.6667
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Bulablin,North East,Borno,Maiduguri,Bulablin,,10.0,1,10.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,ward,Chibok Likama,North East,Borno,Chibok,Chibok Likama,,42.0,2,21.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,ward,Dure / Wala / Warabe,North East,Borno,Gwoza,Dure / Wala / Warabe,,10.0,1,10.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,ward,Bolori I,North East,Borno,Maiduguri,Bolori I,,21.0,1,21.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,ward,Bolori II,North East,Borno,Maiduguri,Bolori II,,10.0,1,10.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,ward,Bulablin,North East,Borno,Maiduguri,Bulablin,,31.0,2,15.5
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Buratai,North East,Borno,Biu,Buratai,,63.0,3,21.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Dadin Kowa,North East,Borno,Biu,Dadin Kowa,,31.0,1,31.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Chibok Likama,North East,Borno,Chibok,Chibok Likama,,10.0,1,10.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Chibok Wuntaku,North East,Borno,Chibok,Chibok Wuntaku,,73.0,3,24.3333
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Bita / Izge,North East,Borno,Gwoza,Bita / Izge,,94.0,4,23.5
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Dure / Wala / Warabe,North East,Borno,Gwoza,Dure / Wala / Warabe,,21.0,1,21.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Alau,North East,Borno,Jere,Alau,,93.0,3,31.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Bale Galtimari,North East,Borno,Jere,Bale Galtimari,,21.0,1,21.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Dala lawanti,North East,Borno,Jere,Dala lawanti,,21.0,1,21.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Bolori I,North East,Borno,Maiduguri,Bolori I,,52.0,3,17.3333
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Bolori II,North East,Borno,Maiduguri,Bolori II,,31.0,2,15.5
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Bulablin,North East,Borno,Maiduguri,Bulablin,,104.0,5,20.8
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,ward,Buratai,North East,Borno,Biu,Buratai,,10.0,1,10.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,ward,Chibok Garu,North East,Borno,Chibok,Chibok Garu,,31.0,1,31.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,ward,Chibok Wuntaku,North East,Borno,Chibok,Chibok Wuntaku,,21.0,1,21.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,ward,Bita / Izge,North East,Borno,Gwoza,Bita / Izge,,10.0,1,10.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,ward,Dure / Wala / Warabe,North East,Borno,Gwoza,Dure / Wala / Warabe,,52.0,2,26.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,ward,Bale Galtimari,North East,Borno,Jere,Bale Galtimari,,52.0,2,26.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,ward,Bolori I,North East,Borno,Maiduguri,Bolori I,,31.0,1,31.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,ward,Bolori II,North East,Borno,Maiduguri,Bolori II,,62.0,4,15.5
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,ward,Bulablin,North East,Borno,Maiduguri,Bulablin,,21.0,1,21.0
2019/2020,Female,all,Private,JSS,,,Unqualified,ward,Chibok Garu,North East,Borno,Chibok,Chibok Garu,,244.0,6,40.6667
2019/2020,Female,all,Private,JSS,,,Unqualified,ward,Chibok Likama,North East,Borno,Chibok,Chibok Likama,,545.0,13,41.9231
2019/2020,Female,all,Private,JSS,,,Unqualified,ward,Chibok Wuntaku,North East,Borno,Chibok,Chibok Wuntaku,,402.0,10,40.2
2019/2020,Female,all,Private,JSS,,,Unqualified,ward,Ashigashiya,North East,Borno,Gwoza,Ashigashiya,,143.0,3,47.6667
2019/2020,Female,all,Private,JSS,,,Unqualified,ward,Bita / Izge,North East,Borno,Gwoza,Bita / Izge,,444.0,10,44.4
2019/2020,Female,all,Private,JSS,,,Unqualified,ward,Bale Galtimari,North East,Borno,Jere,Bale Galtimari,,287.0,7,41.0
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,ward,Buratai,North East,Borno,Biu,Buratai,,172.0,4,43.0
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,ward,Dadin Kowa,North East,Borno,Biu,Dadin Kowa,,587.0,13,45.1538
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,ward,Dugja,North East,Borno,Biu,Dugja,,158.0,4,39.5
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,ward,Chibok Garu,North East,Borno,Chibok,Chibok Garu,,86.0,2,43.0
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,ward,Chibok Wuntaku,North East,Borno,Chibok,Chibok Wuntaku,,115.0,3,38.3333
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,ward,Bita / Izge,North East,Borno,Gwoza,Bita / Izge,,100.0,2,50.0
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,ward,Alau,North East,Borno,Jere,Alau,,143.0,3,47.6667
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,ward,Dala lawanti,North East,Borno,Jere,Dala lawanti,,287.0,7,41.0
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,ward,Bolori II,North East,Borno,Maiduguri,Bolori II,,330.0,8,41.25
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,ward,Chibok Garu,North East,Borno,Chibok,Chibok Garu,,86.0,2,43.0
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,ward,Ashigashiya,North East,Borno,Gwoza,Ashigashiya,,229.0,5,45.8
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,ward,Bita / Izge,North East,Borno,Gwoza,Bita / Izge,,229.0,5,45.8
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,ward,Alau,North East,Borno,Jere,Alau,,272.0,6,45.3333
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,ward,Bolori II,North East,Borno,Maiduguri,Bolori II,,57.0,1,57.0
2019/2020,Female,all,Private,JSS,,MEd or Equivalent,Qualified,ward,Dadin Kowa,North East,Borno,Biu,Dadin Kowa,,115.0,3,38.3333
2019/2020,Female,all,Private,JSS,,MEd or Equivalent,Qualified,ward,Chibok Likama,North East,Borno,Chibok,Chibok Likama,,215.0,5,43.0
2019/2020,Female,all,Private,JSS,,MEd or Equivalent,Qualified,ward,Ashigashiya,North East,Borno,Gwoza,Ashigashiya,,172.0,4,43.0
2019/2020,Female,all,Private,JSS,,MEd or Equivalent,Qualified,ward,Bale Galtimari,North East,Borno,Jere,Bale Galtimari,,287.0,7,41.0
2019/2020,Female,all,Private,JSS,,MEd or Equivalent,Qualified,ward,Dala lawanti,North East,Borno,Jere,Dala lawanti,,244.0,6,40.6667
2019/2020,Female,all,Private,JSS,,MEd or Equivalent,Qualified,ward,Bolori II,North East,Borno,Maiduguri,Bolori II,,115.0,3,38.3333
2019/2020,Female,all,Private,JSS,,NCE,Qualified,ward,Dugja,North East,Borno,Biu,Dugja,,272.0,6,45.3333
2019/2020,Female,all,Private,JSS,,NCE,Qualified,ward,Ashigashiya,North East,Borno,Gwoza,Ashigashiya,,115.0,3,38.3333
2019/2020,Female,all,Private,JSS,,NCE,Qualified,ward,Alau,North East,Borno,Jere,Alau,,416.0,10,41.6
2019/2020,Female,all,Private,JSS,,NCE,Qualified,ward,Bolori II,North East,Borno,Maiduguri,Bolori II,,72.0,2,36.0
2019/2020,Female,all,Private,JSS,,PGDE,Qualified,ward,Buratai,North East,Borno,Biu,Buratai,,416.0,10,41.6
2019/2020,Female,all,Private,JSS,,PGDE,Qualified,ward,Dadin Kowa,North East,Borno,Biu,Dadin Kowa,,172.0,4,43.0
2019/2020,Female,all,Private,JSS,,PGDE,Qualified,ward,Dugja,North East,Borno,Biu,Dugja,,344.0,8,43.0
2019/2020,Female,all,Private,JSS,,PGDE,Qualified,ward,Chibok Garu,North East,Borno,Chibok,Chibok Garu,,315.0,7,45.0
2019/2020,Female,all,Private,JSS,,PGDE,Qualified,ward,Chibok Wuntaku,North East,Borno,Chibok,Chibok Wuntaku,,258.0,6,43.0
2019/2020,Female,all,Private,JSS,,PGDE,Qualified,ward,Bale Galtimari,North East,Borno,Jere,Bale Galtimari,,258.0,6,43.0
2019/2020,Female,all,Private,JSS,,PGDE,Qualified,ward,Dala lawanti,North East,Borno,Jere,Dala lawanti,,229.0,5,45.8
2019/2020,Female,all,Private,Pre-Primary/Primary,,,Unqualified,ward,Buratai,North East,Borno,Biu,Buratai,,1073.0,29,37.0
2019/2020,Female,all,Private,Pre-Primary/Primary,,,Unqualified,ward,Dure / Wala / Warabe,North East,Borno,Gwoza,Dure / Wala / Warabe,,306.0,8,38.25
2019/2020,Female,all,Private,Pre-Primary/Primary,,,Unqualified,ward,Bolori II,North East,Borno,Maiduguri,Bolori II,,306.0,8,38.25
2019/2020,Female,all,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,ward,Buratai,North East,Borno,Biu,Buratai,,613.0,16,38.3125
2019/2020,Female,all,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,ward,Chibok Likama,North East,Borno,Chibok,Chibok Likama,,2451.0,66,37.1364
2019/2020,Female,all,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,ward,Dure / Wala / Warabe,North East,Borno,Gwoza,Dure / Wala / Warabe,,817.0,21,38.9048
2019/2020,Female,all,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,ward,Bolori I,North East,Borno,Maiduguri,Bolori I,,1226.0,33,37.1515
2019/2020,Female,all,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,ward,Bolori II,North East,Borno,Maiduguri,Bolori II,,409.0,11,37.1818
2019/2020,Female,all,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,ward,Bita / Izge,North East,Borno,Gwoza,Bita / Izge,,817.0,22,37.1364
2019/2020,Female,all,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,ward,Dure / Wala / Warabe,North East,Borno,Gwoza,Dure / Wala / Warabe,,1277.0,34,37.5588
2019/2020,Female,all,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,ward,Bolori I,North East,Borno,Maiduguri,Bolori I,,817.0,22,37.1364
2019/2020,Female,all,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,ward,Bolori II,North East,Borno,Maiduguri,Bolori II,,1021.0,27,37.8148
2019/2020,Female,all,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,ward,Bulablin,North East,Borno,Maiduguri,Bulablin,,613.0,16,38.3125
2019/2020,Female,all,Private,Pre-Primary/Primary,,MEd or Equivalent,Qualified,ward,Dure / Wala / Warabe,North East,Borno,Gwoza,Dure / Wala / Warabe,,613.0,16,38.3125
2019/2020,Female,all,Private,Pre-Primary/Primary,,MEd or Equivalent,Qualified,ward,Bolori II,North East,Borno,Maiduguri,Bolori II,,357.0,9,39.6667
2019/2020,Female,all,Private,Pre-Primary/Primary,,MEd or Equivalent,Qualified,ward,Bulablin,North East,Borno,Maiduguri,Bulablin,,1430.0,38,37.6316
2019/2020,Female,all,Private,Pre-Primary/Primary,,NCE,Qualified,ward,Chibok Likama,North East,Borno,Chibok,Chibok Likama,,409.0,11,37.1818
2019/2020,Female,all,Private,Pre-Primary/Primary,,NCE,Qualified,ward,Bita / Izge,North East,Borno,Gwoza,Bita / Izge,,1481.0,39,37.9744
2019/2020,Female,all,Private,Pre-Primary/Primary,,NCE,Qualified,ward,Bolori I,North East,Borno,Maiduguri,Bolori I,,1175.0,31,37.9032
2019/2020,Female,all,Private,Pre-Primary/Primary,,NCE,Qualified,ward,Bulablin,North East,Borno,Maiduguri,Bulablin,,664.0,18,36.8889
2019/2020,Female,all,Private,Pre-Primary/Primary,,PGDE,Qualified,ward,Buratai,North East,Borno,Biu,Buratai,,613.0,16,38.3125
2019/2020,Female,all,Private,Pre-Primary/Primary,,PGDE,Qualified,ward,Bita / Izge,North East,Borno,Gwoza,Bita / Izge,,664.0,18,36.8889
2019/2020,Female,all,Private,Pre-Primary/Primary,,PGDE,Qualified,ward,Bolori II,North East,Borno,Maiduguri,Bolori II,,306.0,8,38.25
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,,Unqualified,ward,Dala lawanti,North East,Borno,Jere,Dala lawanti,,1021.0,27,37.8148
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,ward,Dadin Kowa,North East,Borno,Biu,Dadin Kowa,,1430.0,38,37.6316
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,ward,Chibok Likama,North East,Borno,Chibok,Chibok Likama,,1123.0,30,37.4333
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,ward,Bita / Izge,North East,Borno,Gwoza,Bita / Izge,,1123.0,30,37.4333
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,ward,Chibok Wuntaku,North East,Borno,Chibok,Chibok Wuntaku,,1072.0,28,38.2857
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,NCE,Qualified,ward,Buratai,North East,Borno,Biu,Buratai,,868.0,23,37.7391
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,NCE,Qualified,ward,Alau,North East,Borno,Jere,Alau,,1430.0,38,37.6316
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,NCE,Qualified,ward,Bolori II,North East,Borno,Maiduguri,Bolori II,,1072.0,28,38.2857
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,NCE,Qualified,ward,Bulablin,North East,Borno,Maiduguri,Bulablin,,1123.0,30,37.4333
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,PGDE,Qualified,ward,Chibok Garu,North East,Borno,Chibok,Chibok Garu,,1174.0,31,37.871
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,PGDE,Qualified,ward,Dure / Wala / Warabe,North East,Borno,Gwoza,Dure / Wala / Warabe,,1072.0,28,38.2857
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,PGDE,Qualified,ward,Bale Galtimari,North East,Borno,Jere,Bale Galtimari,,1430.0,38,37.6316
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,PGDE,Qualified,ward,Bolori I,North East,Borno,Maiduguri,Bolori I,,1276.0,34,37.5294
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,Unqualified,ward,Buratai,North East,Borno,Biu,Buratai,,868.0,23,37.7391
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,Unqualified,ward,Chibok Likama,North East,Borno,Chibok,Chibok Likama,,1174.0,31,37.871
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,ward,Chibok Garu,North East,Borno,Chibok,Chibok Garu,,1430.0,38,37.6316
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,ward,Alau,North East,Borno,Jere,Alau,,1379.0,37,37.2703
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,ward,Bale Galtimari,North East,Borno,Jere,Bale Galtimari,,1174.0,31,37.871
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,ward,Bolori I,North East,Borno,Maiduguri,Bolori I,,1276.0,34,37.5294
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,ward,Dadin Kowa,North East,Borno,Biu,Dadin Kowa,,1225.0,33,37.1212
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,ward,Bita / Izge,North East,Borno,Gwoza,Bita / Izge,,1123.0,30,37.4333
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,ward,Dala lawanti,North East,Borno,Jere,Dala lawanti,,1021.0,27,37.8148
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,NCE,Qualified,ward,Chibok Wuntaku,North East,Borno,Chibok,Chibok Wuntaku,,1277.0,34,37.5588
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,NCE,Qualified,ward,Bulablin,North East,Borno,Maiduguri,Bulablin,,1328.0,35,37.9429
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,PGDE,Qualified,ward,Dure / Wala / Warabe,North East,Borno,Gwoza,Dure / Wala / Warabe,,1276.0,34,37.5294
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,PGDE,Qualified,ward,Bolori II,North East,Borno,Maiduguri,Bolori II,,919.0,24,38.2917
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,Unqualified,ward,Chibok Garu,North East,Borno,Chibok,Chibok Garu,,1225.0,33,37.1212
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,ward,Dadin Kowa,North East,Borno,Biu,Dadin Kowa,,1072.0,28,38.2857
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,ward,Chibok Likama,North East,Borno,Chibok,Chibok Likama,,1072.0,28,38.2857
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,ward,Buratai,North East,Borno,Biu,Buratai,,919.0,24,38.2917
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,ward,Alau,North East,Borno,Jere,Alau,,1277.0,34,37.5588
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,ward,Bale Galtimari,North East,Borno,Jere,Bale Galtimari,,1225.0,33,37.1212
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,ward,Dala lawanti,North East,Borno,Jere,Dala lawanti,,1174.0,31,37.871
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,ward,Bolori I,North East,Borno,Maiduguri,Bolori I,,970.0,26,37.3077
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,NCE,Qualified,ward,Chibok Wuntaku,North East,Borno,Chibok,Chibok Wuntaku,,1072.0,28,38.2857
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,NCE,Qualified,ward,Bita / Izge,North East,Borno,Gwoza,Bita / Izge,,1277.0,34,37.5588
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,NCE,Qualified,ward,Dure / Wala / Warabe,North East,Borno,Gwoza,Dure / Wala / Warabe,,1123.0,30,37.4333
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,PGDE,Qualified,ward,Bolori II,North East,Borno,Maiduguri,Bolori II,,817.0,22,37.1364
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,PGDE,Qualified,ward,Bulablin,North East,Borno,Maiduguri,Bulablin,,1072.0,28,38.2857
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,Unqualified,ward,Chibok Garu,North East,Borno,Chibok,Chibok Garu,,1021.0,27,37.8148
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,Unqualified,ward,Dure / Wala / Warabe,North East,Borno,Gwoza,Dure / Wala / Warabe,,1277.0,34,37.5588
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,Unqualified,ward,Bolori II,North East,Borno,Maiduguri,Bolori II,,919.0,24,38.2917
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,ward,Buratai,North East,Borno,Biu,Buratai,,715.0,19,37.6316
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,ward,Dala lawanti,North East,Borno,Jere,Dala lawanti,,1123.0,30,37.4333
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,ward,Bolori I,North East,Borno,Maiduguri,Bolori I,,1123.0,30,37.4333
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,MEd or Equivalent,Qualified,ward,Chibok Likama,North East,Borno,Chibok,Chibok Likama,,970.0,26,37.3077
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,NCE,Qualified,ward,Dadin Kowa,North East,Borno,Biu,Dadin Kowa,,1174.0,31,37.871
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,NCE,Qualified,ward,Chibok Wuntaku,North East,Borno,Chibok,Chibok Wuntaku,,1123.0,30,37.4333
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,NCE,Qualified,ward,Bita / Izge,North East,Borno,Gwoza,Bita / Izge,,970.0,26,37.3077
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,NCE,Qualified,ward,Alau,North East,Borno,Jere,Alau,,1276.0,34,37.5294
