session,zone,state,lga,ward,school,gender,disability,exam_body,institution_type,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Comprehensive High School, City Centre",Male,ALL,NABTEB,College of Education,8,21,22,4,3,0,1.8,4,0,16,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Comprehensive High School, City Centre",Male,ALL,NECO,College of Education,13,35,37,6,5,0,1.8,7,0,28,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Comprehensive High School, City Centre",Male,ALL,WAEC,College of Education,16,42,47,9,8,0,1.8,9,0,34,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Comprehensive High School, City Centre",Male,Disabled,NABTEB,College of Education,1,1,2,1,0,0,1.8,1,0,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Comprehensive High School, City Centre",Male,Disabled,NECO,College of Education,1,2,2,0,0,0,1.8,0,0,2,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Comprehensive High School, City Centre",Male,Disabled,WAEC,College of Education,1,3,3,0,0,0,1.8,1,0,3,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Government Secondary School, City Centre",Female,ALL,NABTEB,Polytechnic,14,36,39,1,0,0,1.7,7,0,34,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Government Secondary School, City Centre",Female,ALL,NECO,Polytechnic,29,75,80,3,2,0,1.6,17,0,70,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Government Secondary School, City Centre",Female,ALL,WAEC,Polytechnic,38,98,114,4,3,0,1.6,22,0,100,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Government Secondary School, City Centre",Female,Disabled,NABTEB,Polytechnic,1,2,2,0,0,0,1.7,0,0,2,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Government Secondary School, City Centre",Female,Disabled,NECO,Polytechnic,2,5,4,0,0,0,1.6,1,0,4,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Government Secondary School, City Centre",Female,Disabled,WAEC,Polytechnic,2,6,8,0,0,0,1.6,1,0,7,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Government Secondary School, City Centre",Male,ALL,NABTEB,Polytechnic,11,29,34,1,0,0,1.7,6,0,30,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Government Secondary School, City Centre",Male,ALL,NECO,Polytechnic,25,65,74,3,2,0,1.6,13,0,64,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Government Secondary School, City Centre",Male,ALL,WAEC,Polytechnic,30,76,83,3,2,0,1.6,17,0,72,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Government Secondary School, City Centre",Male,Disabled,NABTEB,Polytechnic,1,1,2,0,0,0,1.7,1,0,2,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Government Secondary School, City Centre",Male,Disabled,NECO,Polytechnic,1,3,4,0,0,0,1.6,1,0,4,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Government Secondary School, City Centre",Male,Disabled,WAEC,Polytechnic,2,5,6,0,0,0,1.6,1,0,5,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Unity College, Abuja Municipal",Female,ALL,NABTEB,College of Education,8,20,22,4,3,0,1.8,4,0,16,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Unity College, Abuja Municipal",Female,ALL,NECO,College of Education,13,34,40,5,4,0,1.8,7,0,31,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Unity College, Abuja Municipal",Female,ALL,WAEC,College of Education,19,49,55,8,7,0,1.8,11,0,42,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Unity College, Abuja Municipal",Female,Disabled,NABTEB,College of Education,1,2,2,1,0,0,1.8,0,0,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Unity College, Abuja Municipal",Female,Disabled,NECO,College of Education,1,2,3,1,0,0,1.8,1,0,2,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Unity College, Abuja Municipal",Female,Disabled,WAEC,College of Education,1,3,4,0,0,0,1.8,1,0,4,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Unity College, Abuja Municipal",Male,ALL,NABTEB,College of Education,7,17,19,4,3,0,1.8,4,0,13,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Unity College, Abuja Municipal",Male,ALL,NECO,College of Education,11,30,32,5,4,0,1.8,6,0,24,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Unity College, Abuja Municipal",Male,ALL,WAEC,College of Education,14,37,42,7,6,0,1.8,8,0,31,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Unity College, Abuja Municipal",Male,Disabled,NABTEB,College of Education,1,1,2,1,0,0,1.8,1,0,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Unity College, Abuja Municipal",Male,Disabled,NECO,College of Education,1,2,2,0,0,0,1.8,0,0,2,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Unity College, Abuja Municipal",Male,Disabled,WAEC,College of Education,1,3,3,0,0,0,1.8,1,0,3,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Female,ALL,NABTEB,College of Education,8,20,22,2,1,0,1.8,4,0,18,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Female,ALL,NECO,College of Education,14,37,41,5,4,0,1.8,8,0,32,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Female,ALL,WAEC,College of Education,19,49,54,7,6,0,1.8,11,0,42,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Female,Disabled,NABTEB,College of Education,1,2,2,0,0,0,1.8,0,0,2,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Female,Disabled,NECO,College of Education,1,3,3,0,0,0,1.8,0,0,3,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Female,Disabled,WAEC,College of Education,1,3,4,0,0,0,1.8,1,0,4,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Male,ALL,NABTEB,College of Education,5,14,15,2,1,0,1.8,3,0,12,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Male,ALL,NECO,College of Education,10,25,28,5,4,0,1.8,6,0,20,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Male,ALL,WAEC,College of Education,13,32,35,7,6,0,1.8,7,0,25,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Male,Disabled,NABTEB,College of Education,1,1,2,0,0,0,1.8,1,0,2,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Male,Disabled,NECO,College of Education,1,2,2,0,0,0,1.8,0,0,2,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Male,Disabled,WAEC,College of Education,1,2,3,0,0,0,1.8,1,0,3,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Female,ALL,NABTEB,Polytechnic,17,44,48,1,0,0,1.7,9,0,43,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Female,ALL,NECO,Polytechnic,29,75,78,2,1,0,1.6,17,0,69,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Female,ALL,WAEC,Polytechnic,41,106,119,3,2,0,1.6,23,0,105,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Female,Disabled,NABTEB,Polytechnic,1,3,3,0,0,0,1.7,1,0,3,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Female,Disabled,NECO,Polytechnic,3,7,7,0,0,0,1.6,1,0,6,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Female,Disabled,WAEC,Polytechnic,3,8,9,0,0,0,1.6,2,0,8,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Male,ALL,NABTEB,Polytechnic,11,28,30,1,0,0,1.7,6,0,26,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Male,ALL,NECO,Polytechnic,21,54,59,2,1,0,1.6,11,0,52,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Male,ALL,WAEC,Polytechnic,28,72,74,3,2,0,1.6,15,0,64,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Male,Disabled,NABTEB,Polytechnic,1,2,2,0,0,0,1.7,1,0,2,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Male,Disabled,NECO,Polytechnic,2,5,4,0,0,0,1.6,1,0,4,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Male,Disabled,WAEC,Polytechnic,3,6,7,0,0,0,1.6,2,0,6,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Government Secondary School, Garki",Female,ALL,NABTEB,College of Education,10,24,29,5,4,0,1.8,6,0,21,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Government Secondary School, Garki",Female,ALL,NECO,College of Education,16,42,48,6,5,0,1.8,9,0,38,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Government Secondary School, Garki",Female,ALL,WAEC,College of Education,22,57,67,10,9,0,1.8,13,0,51,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Government Secondary School, Garki",Female,Disabled,NABTEB,College of Education,1,2,2,1,0,0,1.8,0,0,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Government Secondary School, Garki",Female,Disabled,NECO,College of Education,1,2,3,0,0,0,1.8,1,0,3,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Government Secondary School, Garki",Female,Disabled,WAEC,College of Education,1,3,4,0,0,0,1.8,1,0,4,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Government Secondary School, Garki",Male,ALL,NABTEB,College of Education,7,19,22,5,4,0,1.8,4,0,15,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Government Secondary School, Garki",Male,ALL,NECO,College of Education,14,35,41,7,6,0,1.8,8,0,30,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Government Secondary School, Garki",Male,ALL,WAEC,College of Education,20,51,58,10,9,0,1.8,11,0,43,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Government Secondary School, Garki",Male,Disabled,NABTEB,College of Education,1,1,2,1,0,0,1.8,1,0,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Government Secondary School, Garki",Male,Disabled,NECO,College of Education,1,2,3,1,0,0,1.8,1,0,2,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Government Secondary School, Garki",Male,Disabled,WAEC,College of Education,1,3,4,0,0,0,1.8,1,0,4,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Unity College, Abuja Municipal",Female,ALL,NABTEB,College of Education,12,31,32,4,3,0,1.8,7,0,25,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Unity College, Abuja Municipal",Female,ALL,NECO,College of Education,26,66,72,7,6,0,1.8,14,0,58,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Unity College, Abuja Municipal",Female,ALL,WAEC,College of Education,31,80,81,10,9,0,1.8,17,0,64,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Unity College, Abuja Municipal",Female,Disabled,NABTEB,College of Education,1,2,2,1,0,0,1.8,0,0,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Unity College, Abuja Municipal",Female,Disabled,NECO,College of Education,2,6,6,1,0,0,1.8,1,0,4,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Unity College, Abuja Municipal",Female,Disabled,WAEC,College of Education,3,7,8,0,0,0,1.8,1,0,7,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Unity College, Abuja Municipal",Male,ALL,NABTEB,College of Education,11,28,31,5,4,0,1.8,6,0,23,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Unity College, Abuja Municipal",Male,ALL,NECO,College of Education,25,64,67,9,7,0,1.8,14,0,52,2
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Unity College, Abuja Municipal",Male,ALL,WAEC,College of Education,29,75,84,11,10,0,1.8,17,0,65,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Unity College, Abuja Municipal",Male,Disabled,NABTEB,College of Education,1,2,2,0,0,0,1.8,0,0,2,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Unity College, Abuja Municipal",Male,Disabled,NECO,College of Education,2,5,4,0,0,0,1.8,1,0,4,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,"Unity College, Abuja Municipal",Male,Disabled,WAEC,College of Education,3,6,7,0,0,0,1.8,2,0,6,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Community Secondary School, Gui",Female,ALL,NABTEB,College of Education,8,22,22,3,2,0,1.8,4,0,17,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Community Secondary School, Gui",Female,ALL,NECO,College of Education,15,38,42,5,4,0,1.8,9,0,33,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Community Secondary School, Gui",Female,ALL,WAEC,College of Education,18,47,55,7,6,0,1.8,10,0,43,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Community Secondary School, Gui",Female,Disabled,NABTEB,College of Education,1,2,2,1,0,0,1.8,0,0,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Community Secondary School, Gui",Female,Disabled,NECO,College of Education,1,2,3,0,0,0,1.8,1,0,3,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Community Secondary School, Gui",Female,Disabled,WAEC,College of Education,1,2,3,0,0,0,1.8,1,0,3,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Community Secondary School, Gui",Male,ALL,NABTEB,College of Education,6,15,15,3,2,0,1.8,3,0,11,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Community Secondary School, Gui",Male,ALL,NECO,College of Education,11,29,32,5,4,0,1.8,6,0,24,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Community Secondary School, Gui",Male,ALL,WAEC,College of Education,14,36,40,7,6,0,1.8,7,0,29,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Community Secondary School, Gui",Male,Disabled,NABTEB,College of Education,1,1,2,1,0,0,1.8,1,0,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Community Secondary School, Gui",Male,Disabled,NECO,College of Education,1,2,1,0,0,0,1.8,0,1,1,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Community Secondary School, Gui",Male,Disabled,WAEC,College of Education,1,2,2,0,0,0,1.8,0,0,2,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Comprehensive High School, Gui",Female,ALL,NABTEB,University,6,17,19,3,2,0,1.6,3,0,14,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Comprehensive High School, Gui",Female,ALL,NECO,University,11,29,29,7,5,0,1.5,6,0,19,2
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Comprehensive High School, Gui",Female,ALL,WAEC,University,17,43,44,10,9,0,1.5,9,0,30,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Comprehensive High School, Gui",Female,Disabled,NABTEB,University,1,2,2,0,0,0,1.6,0,0,2,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Comprehensive High School, Gui",Female,Disabled,NECO,University,1,2,2,1,0,0,1.5,1,0,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Comprehensive High School, Gui",Female,Disabled,WAEC,University,1,3,3,1,0,0,1.5,0,0,2,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Comprehensive High School, Gui",Male,ALL,NABTEB,University,4,12,12,5,4,0,1.6,2,0,6,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Comprehensive High School, Gui",Male,ALL,NECO,University,8,21,23,7,5,0,1.5,4,0,14,2
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Comprehensive High School, Gui",Male,ALL,WAEC,University,12,31,36,10,9,0,1.5,7,0,23,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Comprehensive High School, Gui",Male,Disabled,NABTEB,University,1,1,2,1,0,0,1.6,1,0,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Comprehensive High School, Gui",Male,Disabled,NECO,University,1,2,1,1,0,0,1.5,0,1,0,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Comprehensive High School, Gui",Male,Disabled,WAEC,University,1,2,3,1,0,0,1.5,1,0,2,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Government Secondary School, Gui",Female,ALL,NABTEB,College of Education,10,25,26,4,3,0,1.8,6,0,20,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Government Secondary School, Gui",Female,ALL,NECO,College of Education,19,49,51,6,5,0,1.8,11,0,40,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Government Secondary School, Gui",Female,ALL,WAEC,College of Education,27,68,72,10,9,0,1.8,15,0,55,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Government Secondary School, Gui",Female,Disabled,NABTEB,College of Education,1,2,2,1,0,0,1.8,0,0,1,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Government Secondary School, Gui",Female,Disabled,NECO,College of Education,1,3,3,0,0,0,1.8,0,0,3,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Government Secondary School, Gui",Female,Disabled,WAEC,College of Education,2,5,6,0,0,0,1.8,1,0,5,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Government Secondary School, Gui",Male,ALL,NABTEB,College of Education,9,22,25,3,2,0,1.8,5,0,20,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Government Secondary School, Gui",Male,ALL,NECO,College of Education,17,43,45,7,6,0,1.8,9,0,34,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Government Secondary School, Gui",Male,ALL,WAEC,College of Education,23,59,63,10,9,0,1.8,13,0,47,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Government Secondary School, Gui",Male,Disabled,NABTEB,College of Education,1,1,2,0,0,0,1.8,1,0,2,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Government Secondary School, Gui",Male,Disabled,NECO,College of Education,1,2,2,0,0,0,1.8,0,0,2,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Government Secondary School, Gui",Male,Disabled,WAEC,College of Education,2,5,4,0,0,0,1.8,1,0,4,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Unity College, Abuja Municipal",Female,ALL,NABTEB,College of Education,15,38,40,5,4,0,1.8,8,0,31,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Unity College, Abuja Municipal",Female,ALL,NECO,College of Education,30,78,85,9,8,0,1.8,16,0,68,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Unity College, Abuja Municipal",Female,ALL,WAEC,College of Education,38,97,105,12,11,0,1.8,21,0,83,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Unity College, Abuja Municipal",Female,Disabled,NABTEB,College of Education,1,3,3,1,0,0,1.8,1,0,2,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Unity College, Abuja Municipal",Female,Disabled,NECO,College of Education,3,7,8,1,0,0,1.8,2,0,6,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Unity College, Abuja Municipal",Female,Disabled,WAEC,College of Education,4,9,11,1,0,0,1.8,2,0,9,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Unity College, Abuja Municipal",Male,ALL,NABTEB,College of Education,11,29,29,4,3,0,1.8,6,0,22,1
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Unity College, Abuja Municipal",Male,ALL,NECO,College of Education,22,58,62,9,7,0,1.8,12,0,47,2
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,"Unity College, Abuja Municipal",Male,ALL,WAEC,College of Education,28,73,74,12,11,0,1.8,16,0,55,1
