session,zone,state,lga,ward,school,gender,disability,exam_body,institution_type,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,South East,Anambra,Awka North,Achalla  II,"Comprehensive High School, Achalla  II",Male,ALL,NECO,University,0,0,0,766,695,90,1.5,0,0,0,21
2022/2023,South East,Anambra,Awka North,Achalla  II,"Comprehensive High School, Achalla  II",Male,ALL,WAEC,University,0,0,0,885,822,90,1.5,0,0,0,19
2022/2023,South East,Anambra,Awka North,Achalla  II,"Comprehensive High School, Achalla  II",Male,Disabled,NABTEB,University,0,0,0,43,40,0,1.6,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  II,"Comprehensive High School, Achalla  II",Male,Disabled,NECO,University,0,0,0,90,87,0,1.5,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  II,"Comprehensive High School, Achalla  II",Male,Disabled,WAEC,University,0,0,0,80,70,0,1.5,0,0,0,3
2022/2023,South East,Anambra,Awka North,Achalla  II,"Government Secondary School, Achalla  II",Female,ALL,NABTEB,College of Education,0,0,0,23,20,0,1.8,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  II,"Government Secondary School, Achalla  II",Female,ALL,NECO,College of Education,0,0,0,73,67,0,1.8,0,0,0,2
2022/2023,South East,Anambra,Awka North,Achalla  II,"Government Secondary School, Achalla  II",Female,ALL,WAEC,College of Education,0,0,0,77,73,0,1.8,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  II,"Government Secondary School, Achalla  II",Female,Disabled,NABTEB,College of Education,0,0,0,3,0,0,1.8,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  II,"Government Secondary School, Achalla  II",Female,Disabled,NECO,College of Education,0,0,0,3,0,0,1.8,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  II,"Government Secondary School, Achalla  II",Female,Disabled,WAEC,College of Education,0,0,0,3,0,0,1.8,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  II,"Government Secondary School, Achalla  II",Male,ALL,NABTEB,College of Education,0,0,0,30,27,0,1.8,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  II,"Government Secondary School, Achalla  II",Male,ALL,NECO,College of Education,0,0,0,73,67,0,1.8,0,0,0,2
2022/2023,South East,Anambra,Awka North,Achalla  II,"Government Secondary School, Achalla  II",Male,ALL,WAEC,College of Education,1,0,4,80,73,0,1.8,1,0,0,2
2022/2023,South East,Anambra,Awka North,Achalla  II,"Government Secondary School, Achalla  II",Male,Disabled,NABTEB,College of Education,0,0,0,3,0,0,1.8,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  II,"Government Secondary School, Achalla  II",Male,Disabled,NECO,College of Education,0,0,0,3,0,0,1.8,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  II,"Government Secondary School, Achalla  II",Male,Disabled,WAEC,College of Education,0,0,0,3,0,0,1.8,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  II,"Unity College, Awka North",Female,ALL,NABTEB,University,0,0,0,256,223,45,1.6,0,0,0,10
2022/2023,South East,Anambra,Awka North,Achalla  II,"Unity College, Awka North",Female,ALL,NECO,University,0,0,0,483,472,0,1.5,0,0,0,3
2022/2023,South East,Anambra,Awka North,Achalla  II,"Unity College, Awka North",Female,ALL,WAEC,University,0,0,0,549,516,45,1.5,0,0,0,10
2022/2023,South East,Anambra,Awka North,Achalla  II,"Unity College, Awka North",Female,Disabled,NABTEB,University,0,0,0,43,40,0,1.6,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  II,"Unity College, Awka North",Female,Disabled,NECO,University,0,0,0,43,40,0,1.5,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  II,"Unity College, Awka North",Female,Disabled,WAEC,University,0,0,0,33,30,0,1.5,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  II,"Unity College, Awka North",Male,ALL,NABTEB,University,0,0,0,213,166,45,1.6,0,0,0,14
2022/2023,South East,Anambra,Awka North,Achalla  II,"Unity College, Awka North",Male,ALL,NECO,University,0,0,0,429,403,45,1.5,0,0,0,8
2022/2023,South East,Anambra,Awka North,Achalla  II,"Unity College, Awka North",Male,ALL,WAEC,University,0,0,0,549,516,45,1.5,0,0,0,10
2022/2023,South East,Anambra,Awka North,Achalla  II,"Unity College, Awka North",Male,Disabled,NABTEB,University,0,0,0,43,40,0,1.6,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  II,"Unity College, Awka North",Male,Disabled,NECO,University,0,0,0,43,40,0,1.5,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  II,"Unity College, Awka North",Male,Disabled,WAEC,University,0,0,0,33,30,0,1.5,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  III,"Community Secondary School, Achalla  III",Female,ALL,NABTEB,College of Education,0,0,0,47,40,0,1.8,0,0,0,2
2022/2023,South East,Anambra,Awka North,Achalla  III,"Community Secondary School, Achalla  III",Female,ALL,NECO,College of Education,0,0,0,93,90,0,1.8,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  III,"Community Secondary School, Achalla  III",Female,ALL,WAEC,College of Education,0,0,0,120,106,0,1.8,0,0,0,4
2022/2023,South East,Anambra,Awka North,Achalla  III,"Community Secondary School, Achalla  III",Female,Disabled,NABTEB,College of Education,0,0,0,3,0,0,1.8,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  III,"Community Secondary School, Achalla  III",Female,Disabled,NECO,College of Education,0,0,0,3,0,0,1.8,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  III,"Community Secondary School, Achalla  III",Female,Disabled,WAEC,College of Education,0,0,0,7,3,0,1.8,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  III,"Community Secondary School, Achalla  III",Male,ALL,NABTEB,College of Education,0,0,0,47,40,0,1.8,0,0,0,2
2022/2023,South East,Anambra,Awka North,Achalla  III,"Community Secondary School, Achalla  III",Male,ALL,NECO,College of Education,0,0,0,80,73,0,1.8,0,0,0,2
2022/2023,South East,Anambra,Awka North,Achalla  III,"Community Secondary School, Achalla  III",Male,ALL,WAEC,College of Education,0,0,0,103,96,0,1.8,0,0,0,2
2022/2023,South East,Anambra,Awka North,Achalla  III,"Community Secondary School, Achalla  III",Male,Disabled,NABTEB,College of Education,0,0,0,3,0,0,1.8,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  III,"Community Secondary School, Achalla  III",Male,Disabled,NECO,College of Education,0,0,0,3,0,0,1.8,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  III,"Community Secondary School, Achalla  III",Male,Disabled,WAEC,College of Education,0,0,0,7,3,0,1.8,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  III,"Comprehensive High School, Achalla  III",Female,ALL,NABTEB,College of Education,0,0,0,17,13,0,1.8,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  III,"Comprehensive High School, Achalla  III",Female,ALL,NECO,College of Education,0,0,0,37,33,0,1.8,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  III,"Comprehensive High School, Achalla  III",Female,ALL,WAEC,College of Education,0,0,0,53,50,0,1.8,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  III,"Comprehensive High School, Achalla  III",Female,Disabled,NABTEB,College of Education,0,0,0,3,0,0,1.8,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  III,"Comprehensive High School, Achalla  III",Female,Disabled,NECO,College of Education,0,0,0,3,0,0,1.8,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  III,"Comprehensive High School, Achalla  III",Female,Disabled,WAEC,College of Education,0,0,0,3,0,0,1.8,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  III,"Comprehensive High School, Achalla  III",Male,ALL,NABTEB,College of Education,0,0,0,17,13,0,1.8,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  III,"Comprehensive High School, Achalla  III",Male,ALL,NECO,College of Education,0,0,0,30,27,0,1.8,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  III,"Comprehensive High School, Achalla  III",Male,ALL,WAEC,College of Education,0,0,0,37,33,0,1.8,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  III,"Comprehensive High School, Achalla  III",Male,Disabled,NABTEB,College of Education,0,0,0,3,0,0,1.8,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  III,"Comprehensive High School, Achalla  III",Male,Disabled,NECO,College of Education,0,0,0,3,0,0,1.8,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  III,"Comprehensive High School, Achalla  III",Male,Disabled,WAEC,College of Education,0,0,0,3,0,0,1.8,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  III,"Government Secondary School, Achalla  III",Female,ALL,NABTEB,College of Education,0,0,0,40,37,0,1.8,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  III,"Government Secondary School, Achalla  III",Female,ALL,NECO,College of Education,0,0,0,93,90,0,1.8,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  III,"Government Secondary School, Achalla  III",Female,ALL,WAEC,College of Education,0,0,0,143,136,0,1.8,0,0,0,2
2022/2023,South East,Anambra,Awka North,Achalla  III,"Government Secondary School, Achalla  III",Female,Disabled,NABTEB,College of Education,0,0,0,3,0,0,1.8,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  III,"Government Secondary School, Achalla  III",Female,Disabled,NECO,College of Education,0,0,0,3,0,0,1.8,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  III,"Government Secondary School, Achalla  III",Female,Disabled,WAEC,College of Education,0,0,0,7,3,0,1.8,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  III,"Government Secondary School, Achalla  III",Male,ALL,NABTEB,College of Education,0,0,0,40,37,0,1.8,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  III,"Government Secondary School, Achalla  III",Male,ALL,NECO,College of Education,0,0,0,80,73,0,1.8,0,0,0,2
2022/2023,South East,Anambra,Awka North,Achalla  III,"Government Secondary School, Achalla  III",Male,ALL,WAEC,College of Education,1,4,4,130,123,0,1.8,0,0,0,2
2022/2023,South East,Anambra,Awka North,Achalla  III,"Government Secondary School, Achalla  III",Male,Disabled,NABTEB,College of Education,0,0,0,3,0,0,1.8,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  III,"Government Secondary School, Achalla  III",Male,Disabled,NECO,College of Education,0,0,0,3,0,0,1.8,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  III,"Government Secondary School, Achalla  III",Male,Disabled,WAEC,College of Education,0,0,0,7,3,0,1.8,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  III,"Unity College, Awka North",Female,ALL,NABTEB,University,0,0,0,160,156,0,1.6,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  III,"Unity College, Awka North",Female,ALL,NECO,University,0,0,0,270,236,45,1.5,0,0,0,10
2022/2023,South East,Anambra,Awka North,Achalla  III,"Unity College, Awka North",Female,ALL,WAEC,University,0,0,0,416,403,0,1.5,0,0,0,4
2022/2023,South East,Anambra,Awka North,Achalla  III,"Unity College, Awka North",Female,Disabled,NABTEB,University,0,0,0,43,40,0,1.6,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  III,"Unity College, Awka North",Female,Disabled,NECO,University,0,0,0,43,40,0,1.5,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  III,"Unity College, Awka North",Female,Disabled,WAEC,University,0,0,0,33,30,0,1.5,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  III,"Unity College, Awka North",Male,ALL,NABTEB,University,0,0,0,160,156,0,1.6,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  III,"Unity College, Awka North",Male,ALL,NECO,University,0,0,0,376,349,45,1.5,0,0,0,8
2022/2023,South East,Anambra,Awka North,Achalla  III,"Unity College, Awka North",Male,ALL,WAEC,University,0,0,0,416,403,0,1.5,0,0,0,4
2022/2023,South East,Anambra,Awka North,Achalla  III,"Unity College, Awka North",Male,Disabled,NABTEB,University,0,0,0,43,40,0,1.6,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  III,"Unity College, Awka North",Male,Disabled,NECO,University,0,0,0,43,40,0,1.5,0,0,0,1
2022/2023,South East,Anambra,Awka North,Achalla  III,"Unity College, Awka North",Male,Disabled,WAEC,University,0,0,0,33,30,0,1.5,0,0,0,1
2022/2023,South East,Anambra,Awka South,Agu Oka,"Community Secondary School, Agu Oka",Female,ALL,NABTEB,University,0,0,0,270,223,45,1.6,0,0,0,14
2022/2023,South East,Anambra,Awka South,Agu Oka,"Community Secondary School, Agu Oka",Female,ALL,NECO,University,0,0,0,589,529,45,1.5,0,0,0,18
2022/2023,South East,Anambra,Awka South,Agu Oka,"Community Secondary School, Agu Oka",Female,ALL,WAEC,University,0,0,0,885,822,90,1.5,0,0,0,19
2022/2023,South East,Anambra,Awka South,Agu Oka,"Community Secondary School, Agu Oka",Female,Disabled,NABTEB,University,0,0,0,43,40,0,1.6,0,0,0,1
2022/2023,South East,Anambra,Awka South,Agu Oka,"Community Secondary School, Agu Oka",Female,Disabled,NECO,University,0,0,0,43,40,0,1.5,0,0,0,1
2022/2023,South East,Anambra,Awka South,Agu Oka,"Community Secondary School, Agu Oka",Female,Disabled,WAEC,University,0,0,0,33,30,0,1.5,0,0,0,1
2022/2023,South East,Anambra,Awka South,Agu Oka,"Community Secondary School, Agu Oka",Male,ALL,NABTEB,University,0,0,0,310,280,45,1.6,0,0,0,9
2022/2023,South East,Anambra,Awka South,Agu Oka,"Community Secondary School, Agu Oka",Male,ALL,NECO,University,0,0,0,656,586,90,1.5,0,0,0,21
2022/2023,South East,Anambra,Awka South,Agu Oka,"Community Secondary School, Agu Oka",Male,ALL,WAEC,University,1,0,0,1058,1015,45,1.5,1,0,0,13
2022/2023,South East,Anambra,Awka South,Agu Oka,"Community Secondary School, Agu Oka",Male,Disabled,NABTEB,University,0,0,0,43,40,0,1.6,0,0,0,1
2022/2023,South East,Anambra,Awka South,Agu Oka,"Community Secondary School, Agu Oka",Male,Disabled,NECO,University,0,0,0,43,40,0,1.5,0,0,0,1
2022/2023,South East,Anambra,Awka South,Agu Oka,"Community Secondary School, Agu Oka",Male,Disabled,WAEC,University,0,0,0,33,30,0,1.5,0,0,0,1
2022/2023,South East,Anambra,Awka South,Agu Oka,"Comprehensive High School, Agu Oka",Female,ALL,NABTEB,Polytechnic,0,0,0,37,33,0,1.7,0,0,0,1
2022/2023,South East,Anambra,Awka South,Agu Oka,"Comprehensive High School, Agu Oka",Female,ALL,NECO,Polytechnic,0,0,0,97,87,0,1.6,0,0,0,3
2022/2023,South East,Anambra,Awka South,Agu Oka,"Comprehensive High School, Agu Oka",Female,ALL,WAEC,Polytechnic,0,0,0,97,90,0,1.6,0,0,0,2
2022/2023,South East,Anambra,Awka South,Agu Oka,"Comprehensive High School, Agu Oka",Female,Disabled,NABTEB,Polytechnic,0,0,0,3,0,0,1.7,0,0,0,1
2022/2023,South East,Anambra,Awka South,Agu Oka,"Comprehensive High School, Agu Oka",Female,Disabled,NECO,Polytechnic,0,0,0,10,7,0,1.6,0,0,0,1
2022/2023,South East,Anambra,Awka South,Agu Oka,"Comprehensive High School, Agu Oka",Female,Disabled,WAEC,Polytechnic,0,0,0,7,3,0,1.6,0,0,0,1
2022/2023,South East,Anambra,Awka South,Agu Oka,"Comprehensive High School, Agu Oka",Male,ALL,NABTEB,Polytechnic,0,0,0,37,33,0,1.7,0,0,0,1
2022/2023,South East,Anambra,Awka South,Agu Oka,"Comprehensive High School, Agu Oka",Male,ALL,NECO,Polytechnic,0,0,0,97,90,0,1.6,0,0,0,2
2022/2023,South East,Anambra,Awka South,Agu Oka,"Comprehensive High School, Agu Oka",Male,ALL,WAEC,Polytechnic,1,0,0,110,106,0,1.6,1,0,0,1
2022/2023,South East,Anambra,Awka South,Agu Oka,"Comprehensive High School, Agu Oka",Male,Disabled,NABTEB,Polytechnic,0,0,0,3,0,0,1.7,0,0,0,1
2022/2023,South East,Anambra,Awka South,Agu Oka,"Comprehensive High School, Agu Oka",Male,Disabled,NECO,Polytechnic,0,0,0,3,0,0,1.6,0,0,0,1
2022/2023,South East,Anambra,Awka South,Agu Oka,"Comprehensive High School, Agu Oka",Male,Disabled,WAEC,Polytechnic,0,0,0,7,3,0,1.6,0,0,0,1
2022/2023,South East,Anambra,Awka South,Agu Oka,"Government Secondary School, Agu Oka",Female,ALL,NABTEB,Polytechnic,0,0,0,23,17,0,1.7,0,0,0,2
