session,zone,state,lga,ward,school,gender,disability,exam_body,institution_type,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,North East,Taraba,Ardo Kola,Ardo Kola,"Community Secondary School, Ardo Kola",Male,Disabled,WAEC,College of Education,1,2,2,0,0,0,1.8,0,0,1,0
2022/2023,North East,Taraba,Ardo Kola,Ardo Kola,"Comprehensive High School, Ardo Kola",Female,ALL,NABTEB,Polytechnic,6,15,18,6,5,0,1.7,2,0,6,1
2022/2023,North East,Taraba,Ardo Kola,Ardo Kola,"Comprehensive High School, Ardo Kola",Female,ALL,NECO,Polytechnic,12,32,36,13,11,0,1.6,4,0,12,1
2022/2023,North East,Taraba,Ardo Kola,Ardo Kola,"Comprehensive High School, Ardo Kola",Female,ALL,WAEC,Polytechnic,15,40,45,18,16,0,1.6,5,0,14,1
2022/2023,North East,Taraba,Ardo Kola,Ardo Kola,"Comprehensive High School, Ardo Kola",Female,Disabled,NABTEB,Polytechnic,1,2,2,2,0,0,1.7,0,0,0,1
2022/2023,North East,Taraba,Ardo Kola,Ardo Kola,"Comprehensive High School, Ardo Kola",Female,Disabled,NECO,Polytechnic,1,2,2,2,0,0,1.6,0,0,0,1
2022/2023,North East,Taraba,Ardo Kola,Ardo Kola,"Comprehensive High School, Ardo Kola",Female,Disabled,WAEC,Polytechnic,1,2,4,2,0,0,1.6,1,0,1,1
2022/2023,North East,Taraba,Ardo Kola,Ardo Kola,"Comprehensive High School, Ardo Kola",Male,ALL,NABTEB,Polytechnic,8,23,27,6,5,0,1.7,2,0,11,1
2022/2023,North East,Taraba,Ardo Kola,Ardo Kola,"Comprehensive High School, Ardo Kola",Male,ALL,NECO,Polytechnic,15,40,45,11,10,0,1.6,5,0,18,1
2022/2023,North East,Taraba,Ardo Kola,Ardo Kola,"Comprehensive High School, Ardo Kola",Male,ALL,WAEC,Polytechnic,22,57,61,18,16,0,1.6,7,0,23,1
2022/2023,North East,Taraba,Ardo Kola,Ardo Kola,"Comprehensive High School, Ardo Kola",Male,Disabled,NABTEB,Polytechnic,1,2,2,0,0,0,1.7,0,0,1,0
2022/2023,North East,Taraba,Ardo Kola,Ardo Kola,"Comprehensive High School, Ardo Kola",Male,Disabled,NECO,Polytechnic,1,2,4,2,0,0,1.6,1,0,1,1
2022/2023,North East,Taraba,Ardo Kola,Ardo Kola,"Comprehensive High School, Ardo Kola",Male,Disabled,WAEC,Polytechnic,1,4,4,2,0,0,1.6,0,0,1,1
2022/2023,North East,Taraba,Ardo Kola,Ardo Kola,"Government Secondary School, Ardo Kola",Female,ALL,NABTEB,University,6,15,18,144,128,22,1.6,3,0,0,10
2022/2023,North East,Taraba,Ardo Kola,Ardo Kola,"Government Secondary School, Ardo Kola",Female,ALL,NECO,University,12,32,34,237,223,22,1.5,4,0,0,9
2022/2023,North East,Taraba,Ardo Kola,Ardo Kola,"Government Secondary School, Ardo Kola",Female,ALL,WAEC,University,18,45,50,391,380,22,1.5,6,0,0,7
2022/2023,North East,Taraba,Ardo Kola,Ardo Kola,"Government Secondary School, Ardo Kola",Female,Disabled,NABTEB,University,1,2,2,19,16,0,1.6,0,0,0,2
2022/2023,North East,Taraba,Ardo Kola,Ardo Kola,"Government Secondary School, Ardo Kola",Female,Disabled,NECO,University,1,2,2,19,18,0,1.5,0,0,0,1
2022/2023,North East,Taraba,Ardo Kola,Ardo Kola,"Government Secondary School, Ardo Kola",Female,Disabled,WAEC,University,1,4,4,19,16,0,1.5,0,0,0,2
2022/2023,North East,Taraba,Ardo Kola,Ardo Kola,"Government Secondary School, Ardo Kola",Male,ALL,NABTEB,University,6,17,18,91,64,22,1.6,2,0,0,17
2022/2023,North East,Taraba,Ardo Kola,Ardo Kola,"Government Secondary School, Ardo Kola",Male,ALL,NECO,University,14,36,40,237,223,22,1.5,5,0,0,9
2022/2023,North East,Taraba,Ardo Kola,Ardo Kola,"Government Secondary School, Ardo Kola",Male,ALL,WAEC,University,17,44,50,299,277,22,1.5,6,0,0,14
2022/2023,North East,Taraba,Ardo Kola,Ardo Kola,"Government Secondary School, Ardo Kola",Male,Disabled,NABTEB,University,1,2,2,0,0,0,1.6,0,0,1,0
2022/2023,North East,Taraba,Ardo Kola,Ardo Kola,"Government Secondary School, Ardo Kola",Male,Disabled,NECO,University,1,2,2,19,18,0,1.5,1,0,0,1
2022/2023,North East,Taraba,Ardo Kola,Ardo Kola,"Government Secondary School, Ardo Kola",Male,Disabled,WAEC,University,1,4,4,19,16,0,1.5,0,0,0,2
2022/2023,North East,Taraba,Ardo Kola,Ardo Kola,"Unity College, Ardo Kola",Female,ALL,NABTEB,Polytechnic,8,21,22,6,5,0,1.7,3,0,8,1
2022/2023,North East,Taraba,Ardo Kola,Ardo Kola,"Unity College, Ardo Kola",Female,ALL,NECO,Polytechnic,14,36,38,11,10,0,1.6,4,0,14,1
2022/2023,North East,Taraba,Ardo Kola,Ardo Kola,"Unity College, Ardo Kola",Female,ALL,WAEC,Polytechnic,16,42,43,11,10,0,1.6,6,0,17,1
2022/2023,North East,Taraba,Ardo Kola,Ardo Kola,"Unity College, Ardo Kola",Female,Disabled,NABTEB,Polytechnic,1,2,2,2,0,0,1.7,0,0,0,1
2022/2023,North East,Taraba,Ardo Kola,Ardo Kola,"Unity College, Ardo Kola",Female,Disabled,NECO,Polytechnic,1,2,4,2,0,0,1.6,1,0,1,1
2022/2023,North East,Taraba,Ardo Kola,Ardo Kola,"Unity College, Ardo Kola",Female,Disabled,WAEC,Polytechnic,1,4,4,2,0,0,1.6,0,0,1,1
2022/2023,North East,Taraba,Ardo Kola,Ardo Kola,"Unity College, Ardo Kola",Male,ALL,NABTEB,Polytechnic,9,23,25,5,3,0,1.7,3,0,11,1
2022/2023,North East,Taraba,Ardo Kola,Ardo Kola,"Unity College, Ardo Kola",Male,ALL,NECO,Polytechnic,18,45,47,8,6,0,1.6,6,0,21,1
2022/2023,North East,Taraba,Ardo Kola,Ardo Kola,"Unity College, Ardo Kola",Male,ALL,WAEC,Polytechnic,22,55,59,14,13,0,1.6,8,0,24,1
2022/2023,North East,Taraba,Ardo Kola,Ardo Kola,"Unity College, Ardo Kola",Male,Disabled,NABTEB,Polytechnic,1,2,2,0,0,0,1.7,0,0,1,0
2022/2023,North East,Taraba,Ardo Kola,Ardo Kola,"Unity College, Ardo Kola",Male,Disabled,NECO,Polytechnic,1,4,4,0,0,0,1.6,0,0,2,0
2022/2023,North East,Taraba,Ardo Kola,Ardo Kola,"Unity College, Ardo Kola",Male,Disabled,WAEC,Polytechnic,2,4,5,2,0,0,1.6,1,0,2,1
2022/2023,North East,Taraba,Ardo Kola,Iware,"Community Secondary School, Iware",Female,ALL,NABTEB,University,3,8,9,58,56,0,1.6,1,0,0,1
2022/2023,North East,Taraba,Ardo Kola,Iware,"Community Secondary School, Iware",Female,ALL,NECO,University,5,13,14,106,83,22,1.5,2,0,0,14
2022/2023,North East,Taraba,Ardo Kola,Iware,"Community Secondary School, Iware",Female,ALL,WAEC,University,7,19,22,159,154,0,1.5,2,0,0,3
2022/2023,North East,Taraba,Ardo Kola,Iware,"Community Secondary School, Iware",Female,Disabled,NABTEB,University,1,2,2,0,0,0,1.6,0,0,1,0
2022/2023,North East,Taraba,Ardo Kola,Iware,"Community Secondary School, Iware",Female,Disabled,NECO,University,1,2,2,19,18,0,1.5,0,0,0,1
2022/2023,North East,Taraba,Ardo Kola,Iware,"Community Secondary School, Iware",Female,Disabled,WAEC,University,1,2,2,19,16,0,1.5,0,0,0,2
2022/2023,North East,Taraba,Ardo Kola,Iware,"Community Secondary School, Iware",Male,ALL,NABTEB,University,4,9,11,58,56,0,1.6,1,0,0,1
2022/2023,North East,Taraba,Ardo Kola,Iware,"Community Secondary School, Iware",Male,ALL,NECO,University,6,17,20,130,109,22,1.5,2,0,0,13
2022/2023,North East,Taraba,Ardo Kola,Iware,"Community Secondary School, Iware",Male,ALL,WAEC,University,9,23,25,178,173,0,1.5,3,0,0,3
2022/2023,North East,Taraba,Ardo Kola,Iware,"Community Secondary School, Iware",Male,Disabled,NABTEB,University,1,2,2,0,0,0,1.6,0,0,1,0
2022/2023,North East,Taraba,Ardo Kola,Iware,"Community Secondary School, Iware",Male,Disabled,NECO,University,1,2,2,19,18,0,1.5,0,0,0,1
2022/2023,North East,Taraba,Ardo Kola,Iware,"Community Secondary School, Iware",Male,Disabled,WAEC,University,1,2,2,19,16,0,1.5,0,0,0,2
2022/2023,North East,Taraba,Ardo Kola,Iware,"Comprehensive High School, Iware",Female,ALL,NABTEB,Polytechnic,5,13,14,6,5,0,1.7,1,0,4,1
2022/2023,North East,Taraba,Ardo Kola,Iware,"Comprehensive High School, Iware",Female,ALL,NECO,Polytechnic,9,25,27,10,8,0,1.6,3,0,9,1
2022/2023,North East,Taraba,Ardo Kola,Iware,"Comprehensive High School, Iware",Female,ALL,WAEC,Polytechnic,13,34,40,14,13,0,1.6,4,0,13,1
2022/2023,North East,Taraba,Ardo Kola,Iware,"Comprehensive High School, Iware",Female,Disabled,NABTEB,Polytechnic,1,2,2,2,0,0,1.7,0,0,0,1
2022/2023,North East,Taraba,Ardo Kola,Iware,"Comprehensive High School, Iware",Female,Disabled,NECO,Polytechnic,1,2,2,2,0,0,1.6,0,0,0,1
2022/2023,North East,Taraba,Ardo Kola,Iware,"Comprehensive High School, Iware",Female,Disabled,WAEC,Polytechnic,1,2,4,2,0,0,1.6,1,0,1,1
2022/2023,North East,Taraba,Ardo Kola,Iware,"Comprehensive High School, Iware",Male,ALL,NABTEB,Polytechnic,5,13,16,5,3,0,1.7,2,0,6,1
2022/2023,North East,Taraba,Ardo Kola,Iware,"Comprehensive High School, Iware",Male,ALL,NECO,Polytechnic,10,25,27,10,8,0,1.6,4,0,9,1
2022/2023,North East,Taraba,Ardo Kola,Iware,"Comprehensive High School, Iware",Male,ALL,WAEC,Polytechnic,13,34,38,11,10,0,1.6,4,0,14,1
2022/2023,North East,Taraba,Ardo Kola,Iware,"Comprehensive High School, Iware",Male,Disabled,NABTEB,Polytechnic,1,2,2,0,0,0,1.7,0,0,1,0
2022/2023,North East,Taraba,Ardo Kola,Iware,"Comprehensive High School, Iware",Male,Disabled,NECO,Polytechnic,1,2,2,2,0,0,1.6,0,0,0,1
2022/2023,North East,Taraba,Ardo Kola,Iware,"Comprehensive High School, Iware",Male,Disabled,WAEC,Polytechnic,1,4,4,2,0,0,1.6,0,0,1,1
2022/2023,North East,Taraba,Ardo Kola,Iware,"Government Secondary School, Iware",Female,ALL,NABTEB,University,3,8,9,58,56,0,1.6,1,0,0,1
2022/2023,North East,Taraba,Ardo Kola,Iware,"Government Secondary School, Iware",Female,ALL,NECO,University,6,17,18,159,138,22,1.5,2,0,0,13
2022/2023,North East,Taraba,Ardo Kola,Iware,"Government Secondary School, Iware",Female,ALL,WAEC,University,8,21,22,159,154,0,1.5,3,0,0,3
2022/2023,North East,Taraba,Ardo Kola,Iware,"Government Secondary School, Iware",Female,Disabled,NABTEB,University,1,2,2,0,0,0,1.6,0,0,1,0
2022/2023,North East,Taraba,Ardo Kola,Iware,"Government Secondary School, Iware",Female,Disabled,NECO,University,1,2,2,19,18,0,1.5,0,0,0,1
2022/2023,North East,Taraba,Ardo Kola,Iware,"Government Secondary School, Iware",Female,Disabled,WAEC,University,1,2,2,19,16,0,1.5,0,0,0,2
2022/2023,North East,Taraba,Ardo Kola,Iware,"Government Secondary School, Iware",Male,ALL,NABTEB,University,4,11,11,58,56,0,1.6,1,0,0,1
2022/2023,North East,Taraba,Ardo Kola,Iware,"Government Secondary School, Iware",Male,ALL,NECO,University,8,21,23,106,83,22,1.5,3,0,0,14
2022/2023,North East,Taraba,Ardo Kola,Iware,"Government Secondary School, Iware",Male,ALL,WAEC,University,10,27,29,183,178,0,1.5,3,0,0,3
2022/2023,North East,Taraba,Ardo Kola,Iware,"Government Secondary School, Iware",Male,Disabled,NABTEB,University,1,2,2,0,0,0,1.6,0,0,1,0
2022/2023,North East,Taraba,Ardo Kola,Iware,"Government Secondary School, Iware",Male,Disabled,NECO,University,1,2,2,0,0,0,1.5,0,0,1,0
2022/2023,North East,Taraba,Ardo Kola,Iware,"Government Secondary School, Iware",Male,Disabled,WAEC,University,1,2,2,19,16,0,1.5,0,0,0,2
2022/2023,North East,Taraba,Ardo Kola,Iware,"Unity College, Ardo Kola",Female,ALL,NABTEB,Polytechnic,3,8,9,3,2,0,1.7,1,0,3,1
2022/2023,North East,Taraba,Ardo Kola,Iware,"Unity College, Ardo Kola",Female,ALL,NECO,Polytechnic,6,15,16,6,5,0,1.6,2,0,5,1
2022/2023,North East,Taraba,Ardo Kola,Iware,"Unity College, Ardo Kola",Female,ALL,WAEC,Polytechnic,8,19,22,8,6,0,1.6,3,0,7,1
2022/2023,North East,Taraba,Ardo Kola,Iware,"Unity College, Ardo Kola",Female,Disabled,NABTEB,Polytechnic,1,2,2,2,0,0,1.7,0,0,0,1
2022/2023,North East,Taraba,Ardo Kola,Iware,"Unity College, Ardo Kola",Female,Disabled,NECO,Polytechnic,1,2,2,2,0,0,1.6,0,0,0,1
2022/2023,North East,Taraba,Ardo Kola,Iware,"Unity College, Ardo Kola",Female,Disabled,WAEC,Polytechnic,1,2,2,2,0,0,1.6,0,0,0,1
2022/2023,North East,Taraba,Ardo Kola,Iware,"Unity College, Ardo Kola",Male,ALL,NABTEB,Polytechnic,4,9,11,5,3,0,1.7,1,0,3,1
2022/2023,North East,Taraba,Ardo Kola,Iware,"Unity College, Ardo Kola",Male,ALL,NECO,Polytechnic,7,17,22,6,5,0,1.6,3,0,8,1
2022/2023,North East,Taraba,Ardo Kola,Iware,"Unity College, Ardo Kola",Male,ALL,WAEC,Polytechnic,9,23,25,8,6,0,1.6,3,0,9,1
2022/2023,North East,Taraba,Ardo Kola,Iware,"Unity College, Ardo Kola",Male,Disabled,NABTEB,Polytechnic,1,2,2,2,0,0,1.7,0,0,0,1
2022/2023,North East,Taraba,Ardo Kola,Iware,"Unity College, Ardo Kola",Male,Disabled,NECO,Polytechnic,1,2,2,2,0,0,1.6,0,0,0,1
2022/2023,North East,Taraba,Ardo Kola,Iware,"Unity College, Ardo Kola",Male,Disabled,WAEC,Polytechnic,1,2,2,2,0,0,1.6,0,0,0,1
2022/2023,North East,Taraba,Donga,Akate,"Community Secondary School, Akate",Female,ALL,NABTEB,College of Education,5,13,14,2,0,0,1.8,1,0,7,1
2022/2023,North East,Taraba,Donga,Akate,"Community Secondary School, Akate",Female,ALL,NECO,College of Education,9,23,25,3,2,0,1.8,3,0,12,1
2022/2023,North East,Taraba,Donga,Akate,"Community Secondary School, Akate",Female,ALL,WAEC,College of Education,12,32,38,5,3,0,1.8,4,0,18,1
2022/2023,North East,Taraba,Donga,Akate,"Community Secondary School, Akate",Female,Disabled,NABTEB,College of Education,1,2,2,0,0,0,1.8,0,0,1,0
2022/2023,North East,Taraba,Donga,Akate,"Community Secondary School, Akate",Female,Disabled,NECO,College of Education,1,2,2,0,0,0,1.8,0,0,1,0
2022/2023,North East,Taraba,Donga,Akate,"Community Secondary School, Akate",Female,Disabled,WAEC,College of Education,1,2,2,0,0,0,1.8,0,0,1,0
2022/2023,North East,Taraba,Donga,Akate,"Community Secondary School, Akate",Male,ALL,NABTEB,College of Education,6,15,18,2,0,0,1.8,2,0,9,1
2022/2023,North East,Taraba,Donga,Akate,"Community Secondary School, Akate",Male,ALL,NECO,College of Education,11,28,32,3,2,0,1.8,3,0,16,1
2022/2023,North East,Taraba,Donga,Akate,"Community Secondary School, Akate",Male,ALL,WAEC,College of Education,14,36,43,5,3,0,1.8,5,0,21,1
2022/2023,North East,Taraba,Donga,Akate,"Community Secondary School, Akate",Male,Disabled,NABTEB,College of Education,1,2,2,0,0,0,1.8,0,0,1,0
2022/2023,North East,Taraba,Donga,Akate,"Community Secondary School, Akate",Male,Disabled,NECO,College of Education,1,2,2,0,0,0,1.8,0,0,1,0
2022/2023,North East,Taraba,Donga,Akate,"Community Secondary School, Akate",Male,Disabled,WAEC,College of Education,1,2,4,0,0,0,1.8,1,0,2,0
2022/2023,North East,Taraba,Donga,Akate,"Comprehensive High School, Akate",Female,ALL,NABTEB,Polytechnic,4,11,11,3,2,0,1.7,1,0,4,1
2022/2023,North East,Taraba,Donga,Akate,"Comprehensive High School, Akate",Female,ALL,NECO,Polytechnic,7,19,20,6,5,0,1.6,2,0,7,1
2022/2023,North East,Taraba,Donga,Akate,"Comprehensive High School, Akate",Female,ALL,WAEC,Polytechnic,10,27,29,10,8,0,1.6,3,0,10,1
2022/2023,North East,Taraba,Donga,Akate,"Comprehensive High School, Akate",Female,Disabled,NABTEB,Polytechnic,1,2,2,0,0,0,1.7,0,0,1,0
2022/2023,North East,Taraba,Donga,Akate,"Comprehensive High School, Akate",Female,Disabled,NECO,Polytechnic,1,2,2,2,0,0,1.6,0,0,0,1
