session,zone,state,lga,ward,school,gender,disability,exam_body,institution_type,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Female,Disabled,NECO,Polytechnic,9,24,25,4,3,0,1.6,5,0,20,1
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Female,Disabled,WAEC,Polytechnic,11,26,29,7,6,0,1.6,7,0,20,1
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Male,ALL,NABTEB,Polytechnic,38,100,122,51,46,0,1.7,22,0,62,5
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Male,ALL,NECO,Polytechnic,75,194,212,88,81,12,1.6,44,0,109,7
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Male,ALL,WAEC,Polytechnic,95,244,277,128,122,0,1.6,56,0,128,6
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Male,Disabled,NABTEB,Polytechnic,4,10,11,4,3,0,1.7,2,0,7,1
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Male,Disabled,NECO,Polytechnic,7,19,24,8,7,0,1.6,5,0,14,1
2022/2023,South West,Ogun,Abeokuta North,Ago Oko,"Unity College, Abeokuta North",Male,Disabled,WAEC,Polytechnic,10,24,28,7,6,0,1.6,6,0,19,1
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Female,ALL,NABTEB,Polytechnic,52,134,145,44,39,0,1.7,30,0,91,6
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Female,ALL,NECO,Polytechnic,93,240,241,72,64,12,1.6,55,0,154,9
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Female,ALL,WAEC,Polytechnic,118,304,310,92,83,12,1.6,70,0,199,9
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Female,Disabled,NABTEB,Polytechnic,3,9,10,4,3,0,1.7,2,0,6,1
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Female,Disabled,NECO,Polytechnic,6,16,19,4,3,0,1.6,4,0,14,1
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Female,Disabled,WAEC,Polytechnic,8,22,23,4,3,0,1.6,5,0,18,1
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Male,ALL,NABTEB,Polytechnic,40,102,119,44,39,0,1.7,24,0,66,6
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Male,ALL,NECO,Polytechnic,69,178,186,67,58,12,1.6,40,0,107,9
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Male,ALL,WAEC,Polytechnic,84,217,232,86,83,0,1.6,49,0,130,3
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Male,Disabled,NABTEB,Polytechnic,2,7,7,4,3,0,1.7,1,0,3,1
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Male,Disabled,NECO,Polytechnic,5,12,14,4,3,0,1.6,3,0,9,1
2022/2023,South West,Ogun,Abeokuta North,Elega,"Community Secondary School, Elega",Male,Disabled,WAEC,Polytechnic,6,15,17,4,3,0,1.6,4,0,12,1
2022/2023,South West,Ogun,Abeokuta North,Elega,"Comprehensive High School, Elega",Female,ALL,NABTEB,College of Education,31,79,83,12,11,0,1.8,18,0,67,1
2022/2023,South West,Ogun,Abeokuta North,Elega,"Comprehensive High School, Elega",Female,ALL,NECO,College of Education,60,155,175,25,24,0,1.8,36,0,141,1
2022/2023,South West,Ogun,Abeokuta North,Elega,"Comprehensive High School, Elega",Female,ALL,WAEC,College of Education,78,202,227,35,33,0,1.8,46,0,180,2
2022/2023,South West,Ogun,Abeokuta North,Elega,"Comprehensive High School, Elega",Female,Disabled,NABTEB,College of Education,3,7,7,2,1,0,1.8,2,0,5,1
2022/2023,South West,Ogun,Abeokuta North,Elega,"Comprehensive High School, Elega",Female,Disabled,NECO,College of Education,3,9,9,2,1,0,1.8,2,0,7,1
2022/2023,South West,Ogun,Abeokuta North,Elega,"Comprehensive High School, Elega",Female,Disabled,WAEC,College of Education,5,14,17,2,1,0,1.8,3,0,14,1
2022/2023,South West,Ogun,Abeokuta North,Elega,"Comprehensive High School, Elega",Male,ALL,NABTEB,College of Education,27,69,71,9,8,0,1.8,16,0,58,1
2022/2023,South West,Ogun,Abeokuta North,Elega,"Comprehensive High School, Elega",Male,ALL,NECO,College of Education,48,124,136,25,22,0,1.8,28,0,104,3
2022/2023,South West,Ogun,Abeokuta North,Elega,"Comprehensive High School, Elega",Male,ALL,WAEC,College of Education,62,161,168,31,29,0,1.8,36,0,128,2
2022/2023,South West,Ogun,Abeokuta North,Elega,"Comprehensive High School, Elega",Male,Disabled,NABTEB,College of Education,2,4,5,0,0,0,1.8,2,0,5,0
2022/2023,South West,Ogun,Abeokuta North,Elega,"Comprehensive High School, Elega",Male,Disabled,NECO,College of Education,3,7,6,2,1,0,1.8,2,0,4,1
2022/2023,South West,Ogun,Abeokuta North,Elega,"Comprehensive High School, Elega",Male,Disabled,WAEC,College of Education,4,11,11,2,1,0,1.8,2,0,9,1
2022/2023,South West,Ogun,Abeokuta North,Elega,"Government Secondary School, Elega",Female,ALL,NABTEB,College of Education,26,67,71,9,8,0,1.8,15,0,58,1
2022/2023,South West,Ogun,Abeokuta North,Elega,"Government Secondary School, Elega",Female,ALL,NECO,College of Education,50,129,134,18,17,0,1.8,30,0,110,1
2022/2023,South West,Ogun,Abeokuta North,Elega,"Government Secondary School, Elega",Female,ALL,WAEC,College of Education,53,137,142,19,18,0,1.8,31,0,116,1
2022/2023,South West,Ogun,Abeokuta North,Elega,"Government Secondary School, Elega",Female,Disabled,NABTEB,College of Education,3,8,7,2,1,0,1.8,1,0,5,1
2022/2023,South West,Ogun,Abeokuta North,Elega,"Government Secondary School, Elega",Female,Disabled,NECO,College of Education,5,13,15,2,1,0,1.8,2,0,12,1
2022/2023,South West,Ogun,Abeokuta North,Elega,"Government Secondary School, Elega",Female,Disabled,WAEC,College of Education,5,12,12,2,1,0,1.8,3,0,10,1
2022/2023,South West,Ogun,Abeokuta North,Elega,"Government Secondary School, Elega",Male,ALL,NABTEB,College of Education,18,47,49,9,8,0,1.8,11,0,37,1
2022/2023,South West,Ogun,Abeokuta North,Elega,"Government Secondary School, Elega",Male,ALL,NECO,College of Education,33,84,93,15,14,0,1.8,19,0,73,1
2022/2023,South West,Ogun,Abeokuta North,Elega,"Government Secondary School, Elega",Male,ALL,WAEC,College of Education,40,102,107,19,18,0,1.8,24,0,83,1
2022/2023,South West,Ogun,Abeokuta North,Elega,"Government Secondary School, Elega",Male,Disabled,NABTEB,College of Education,2,5,5,2,1,0,1.8,1,0,3,1
2022/2023,South West,Ogun,Abeokuta North,Elega,"Government Secondary School, Elega",Male,Disabled,NECO,College of Education,3,8,8,2,1,0,1.8,2,0,6,1
2022/2023,South West,Ogun,Abeokuta North,Elega,"Government Secondary School, Elega",Male,Disabled,WAEC,College of Education,4,11,11,2,1,0,1.8,2,0,9,1
2022/2023,South West,Ogun,Abeokuta North,Elega,"Unity College, Abeokuta North",Female,ALL,NABTEB,Polytechnic,41,107,125,38,33,0,1.7,24,0,79,5
2022/2023,South West,Ogun,Abeokuta North,Elega,"Unity College, Abeokuta North",Female,ALL,NECO,Polytechnic,77,199,238,82,76,12,1.6,46,0,140,7
2022/2023,South West,Ogun,Abeokuta North,Elega,"Unity College, Abeokuta North",Female,ALL,WAEC,Polytechnic,86,222,256,86,83,0,1.6,50,0,153,3
2022/2023,South West,Ogun,Abeokuta North,Elega,"Unity College, Abeokuta North",Female,Disabled,NABTEB,Polytechnic,3,9,11,4,3,0,1.7,2,0,7,1
2022/2023,South West,Ogun,Abeokuta North,Elega,"Unity College, Abeokuta North",Female,Disabled,NECO,Polytechnic,6,16,21,4,3,0,1.6,4,0,16,1
2022/2023,South West,Ogun,Abeokuta North,Elega,"Unity College, Abeokuta North",Female,Disabled,WAEC,Polytechnic,8,21,23,7,6,0,1.6,5,0,14,1
2022/2023,South West,Ogun,Abeokuta North,Elega,"Unity College, Abeokuta North",Male,ALL,NABTEB,Polytechnic,28,71,81,25,24,0,1.7,16,0,51,1
2022/2023,South West,Ogun,Abeokuta North,Elega,"Unity College, Abeokuta North",Male,ALL,NECO,Polytechnic,51,131,139,56,47,12,1.6,29,0,74,9
2022/2023,South West,Ogun,Abeokuta North,Elega,"Unity College, Abeokuta North",Male,ALL,WAEC,Polytechnic,60,154,173,71,67,0,1.6,36,0,89,5
2022/2023,South West,Ogun,Abeokuta North,Elega,"Unity College, Abeokuta North",Male,Disabled,NABTEB,Polytechnic,3,8,9,4,3,0,1.7,1,0,5,1
2022/2023,South West,Ogun,Abeokuta North,Elega,"Unity College, Abeokuta North",Male,Disabled,NECO,Polytechnic,5,12,14,4,3,0,1.6,3,0,9,1
2022/2023,South West,Ogun,Abeokuta North,Elega,"Unity College, Abeokuta North",Male,Disabled,WAEC,Polytechnic,5,14,17,4,3,0,1.6,3,0,12,1
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Community Secondary School, Gbagura",Female,ALL,NABTEB,Polytechnic,18,47,49,19,18,0,1.7,11,0,27,1
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Community Secondary School, Gbagura",Female,ALL,NECO,Polytechnic,34,86,103,33,30,0,1.6,20,0,63,4
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Community Secondary School, Gbagura",Female,ALL,WAEC,Polytechnic,46,119,133,46,43,0,1.6,27,0,78,3
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Community Secondary School, Gbagura",Female,Disabled,NABTEB,Polytechnic,3,7,7,4,3,0,1.7,2,0,3,1
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Community Secondary School, Gbagura",Female,Disabled,NECO,Polytechnic,3,9,11,4,3,0,1.6,2,0,7,1
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Community Secondary School, Gbagura",Female,Disabled,WAEC,Polytechnic,5,13,17,4,3,0,1.6,2,0,12,1
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Community Secondary School, Gbagura",Male,ALL,NABTEB,Polytechnic,14,37,41,19,19,0,1.7,8,0,18,1
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Community Secondary School, Gbagura",Male,ALL,NECO,Polytechnic,26,68,79,33,30,0,1.6,15,0,40,4
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Community Secondary School, Gbagura",Male,ALL,WAEC,Polytechnic,35,90,99,46,43,0,1.6,21,0,45,3
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Community Secondary School, Gbagura",Male,Disabled,NABTEB,Polytechnic,2,5,5,5,4,0,1.7,1,0,0,1
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Community Secondary School, Gbagura",Male,Disabled,NECO,Polytechnic,2,7,8,4,3,0,1.6,1,0,4,1
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Community Secondary School, Gbagura",Male,Disabled,WAEC,Polytechnic,3,9,9,4,3,0,1.6,2,0,5,1
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Comprehensive High School, Gbagura",Female,ALL,NABTEB,University,50,128,129,166,146,25,1.6,29,0,0,21
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Comprehensive High School, Gbagura",Female,ALL,NECO,University,81,208,206,266,234,37,1.5,48,0,0,35
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Comprehensive High School, Gbagura",Female,ALL,WAEC,University,116,299,306,401,364,37,1.5,68,0,0,40
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Comprehensive High School, Gbagura",Female,Disabled,NABTEB,University,3,8,7,21,19,0,1.6,1,0,0,3
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Comprehensive High School, Gbagura",Female,Disabled,NECO,University,5,13,15,18,16,0,1.5,2,0,0,2
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Comprehensive High School, Gbagura",Female,Disabled,WAEC,University,6,16,16,18,16,0,1.5,4,0,0,2
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Comprehensive High School, Gbagura",Male,ALL,NABTEB,University,36,94,96,141,115,25,1.6,21,0,0,28
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Comprehensive High School, Gbagura",Male,ALL,NECO,University,63,163,165,216,208,12,1.5,37,0,0,8
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Comprehensive High School, Gbagura",Male,ALL,WAEC,University,85,219,241,376,364,12,1.5,49,0,0,13
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Comprehensive High School, Gbagura",Male,Disabled,NABTEB,University,2,5,5,0,0,0,1.6,1,0,5,0
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Comprehensive High School, Gbagura",Male,Disabled,NECO,University,4,10,10,18,16,0,1.5,2,0,0,2
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Comprehensive High School, Gbagura",Male,Disabled,WAEC,University,5,12,15,18,16,0,1.5,3,0,0,2
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Government Secondary School, Gbagura",Female,ALL,NABTEB,University,43,112,124,166,146,25,1.6,26,0,0,21
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Government Secondary School, Gbagura",Female,ALL,NECO,University,79,202,229,362,333,25,1.5,47,0,0,31
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Government Secondary School, Gbagura",Female,ALL,WAEC,University,112,290,323,512,489,25,1.5,66,0,0,25
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Government Secondary School, Gbagura",Female,Disabled,NABTEB,University,3,8,7,21,19,0,1.6,1,0,0,3
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Government Secondary School, Gbagura",Female,Disabled,NECO,University,5,14,18,18,16,0,1.5,3,0,0,2
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Government Secondary School, Gbagura",Female,Disabled,WAEC,University,8,21,25,31,29,0,1.5,5,0,0,3
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Government Secondary School, Gbagura",Male,ALL,NABTEB,University,34,88,106,191,172,25,1.6,20,0,0,20
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Government Secondary School, Gbagura",Male,ALL,NECO,University,60,154,176,291,255,37,1.5,36,0,0,39
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Government Secondary School, Gbagura",Male,ALL,WAEC,University,83,213,230,447,416,37,1.5,48,0,0,33
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Government Secondary School, Gbagura",Male,Disabled,NABTEB,University,3,7,8,21,16,0,1.6,2,0,0,6
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Government Secondary School, Gbagura",Male,Disabled,NECO,University,5,12,12,18,16,0,1.5,3,0,0,2
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Government Secondary School, Gbagura",Male,Disabled,WAEC,University,6,16,19,31,29,0,1.5,4,0,0,3
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Unity College, Abeokuta North",Female,ALL,NABTEB,Polytechnic,27,69,70,19,19,0,1.7,16,0,46,1
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Unity College, Abeokuta North",Female,ALL,NECO,Polytechnic,54,138,143,44,42,0,1.6,32,0,89,3
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Unity College, Abeokuta North",Female,ALL,WAEC,Polytechnic,65,169,178,61,56,0,1.6,38,0,105,6
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Unity College, Abeokuta North",Female,Disabled,NABTEB,Polytechnic,3,8,7,5,4,0,1.7,1,0,2,1
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Unity College, Abeokuta North",Female,Disabled,NECO,Polytechnic,5,14,14,4,3,0,1.6,3,0,9,1
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Unity College, Abeokuta North",Female,Disabled,WAEC,Polytechnic,7,19,21,4,3,0,1.6,4,0,16,1
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Unity College, Abeokuta North",Male,ALL,NABTEB,Polytechnic,23,59,61,25,20,0,1.7,13,0,32,5
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Unity College, Abeokuta North",Male,ALL,NECO,Polytechnic,44,115,120,44,42,0,1.6,26,0,67,3
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Unity College, Abeokuta North",Male,ALL,WAEC,Polytechnic,56,146,153,51,50,0,1.6,33,0,92,1
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Unity College, Abeokuta North",Male,Disabled,NABTEB,Polytechnic,2,5,5,5,4,0,1.7,1,0,0,1
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Unity College, Abeokuta North",Male,Disabled,NECO,Polytechnic,5,12,12,4,3,0,1.6,3,0,8,1
2022/2023,South West,Ogun,Abeokuta North,Gbagura,"Unity College, Abeokuta North",Male,Disabled,WAEC,Polytechnic,5,14,15,4,3,0,1.6,3,0,10,1
2022/2023,South West,Ogun,Abeokuta South,Ago-Egun/Ijesa,"Community Secondary School, Ago-Egun/Ijesa",Female,ALL,NABTEB,University,30,77,83,110,109,0,1.6,17,0,0,1
2022/2023,South West,Ogun,Abeokuta South,Ago-Egun/Ijesa,"Community Secondary School, Ago-Egun/Ijesa",Female,ALL,NECO,University,52,136,134,171,156,12,1.5,30,0,0,16
2022/2023,South West,Ogun,Abeokuta South,Ago-Egun/Ijesa,"Community Secondary School, Ago-Egun/Ijesa",Female,ALL,WAEC,University,72,185,189,266,245,25,1.5,42,0,0,23
2022/2023,South West,Ogun,Abeokuta South,Ago-Egun/Ijesa,"Community Secondary School, Ago-Egun/Ijesa",Female,Disabled,NABTEB,University,3,8,7,21,16,0,1.6,1,0,0,6
2022/2023,South West,Ogun,Abeokuta South,Ago-Egun/Ijesa,"Community Secondary School, Ago-Egun/Ijesa",Female,Disabled,NECO,University,3,8,6,14,13,0,1.5,1,1,0,1
2022/2023,South West,Ogun,Abeokuta South,Ago-Egun/Ijesa,"Community Secondary School, Ago-Egun/Ijesa",Female,Disabled,WAEC,University,5,13,14,14,13,0,1.5,2,0,0,1
2022/2023,South West,Ogun,Abeokuta South,Ago-Egun/Ijesa,"Community Secondary School, Ago-Egun/Ijesa",Male,ALL,NABTEB,University,22,57,59,85,84,0,1.6,13,0,0,1
2022/2023,South West,Ogun,Abeokuta South,Ago-Egun/Ijesa,"Community Secondary School, Ago-Egun/Ijesa",Male,ALL,NECO,University,44,114,123,196,182,12,1.5,26,0,0,15
2022/2023,South West,Ogun,Abeokuta South,Ago-Egun/Ijesa,"Community Secondary School, Ago-Egun/Ijesa",Male,ALL,WAEC,University,61,159,172,311,291,25,1.5,36,0,0,21
2022/2023,South West,Ogun,Abeokuta South,Ago-Egun/Ijesa,"Community Secondary School, Ago-Egun/Ijesa",Male,Disabled,NABTEB,University,2,5,5,21,19,0,1.6,1,0,0,3
2022/2023,South West,Ogun,Abeokuta South,Ago-Egun/Ijesa,"Community Secondary School, Ago-Egun/Ijesa",Male,Disabled,NECO,University,2,5,6,14,13,0,1.5,1,0,0,1
2022/2023,South West,Ogun,Abeokuta South,Ago-Egun/Ijesa,"Community Secondary School, Ago-Egun/Ijesa",Male,Disabled,WAEC,University,3,9,9,18,16,0,1.5,2,0,0,2
2022/2023,South West,Ogun,Abeokuta South,Ago-Egun/Ijesa,"Comprehensive High School, Ago-Egun/Ijesa",Female,ALL,NABTEB,College of Education,46,117,139,20,18,0,1.8,27,0,112,3
2022/2023,South West,Ogun,Abeokuta South,Ago-Egun/Ijesa,"Comprehensive High School, Ago-Egun/Ijesa",Female,ALL,NECO,College of Education,103,266,305,41,38,0,1.8,61,0,249,3
2022/2023,South West,Ogun,Abeokuta South,Ago-Egun/Ijesa,"Comprehensive High School, Ago-Egun/Ijesa",Female,ALL,WAEC,College of Education,130,336,356,56,51,0,1.8,77,0,282,5
2022/2023,South West,Ogun,Abeokuta South,Ago-Egun/Ijesa,"Comprehensive High School, Ago-Egun/Ijesa",Female,Disabled,NABTEB,College of Education,4,10,12,2,1,0,1.8,2,0,10,1
