session,zone,state,lga,ward,school,gender,disability,exam_body,institution_type,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,North East,Yobe,Bade,Dagona,"Government Secondary School, Dagona",Female,ALL,WAEC,University,27,70,79,50,49,0,1.5,15,0,20,1
2022/2023,North East,Yobe,Bade,Dagona,"Government Secondary School, Dagona",Female,Disabled,NABTEB,University,1,4,3,5,4,0,1.6,0,0,0,1
2022/2023,North East,Yobe,Bade,Dagona,"Government Secondary School, Dagona",Female,Disabled,NECO,University,2,5,5,4,3,0,1.5,1,0,0,1
2022/2023,North East,Yobe,Bade,Dagona,"Government Secondary School, Dagona",Female,Disabled,WAEC,University,2,6,6,4,3,0,1.5,1,0,1,1
2022/2023,North East,Yobe,Bade,Dagona,"Government Secondary School, Dagona",Male,ALL,NABTEB,University,11,29,29,17,16,0,1.6,6,0,9,1
2022/2023,North East,Yobe,Bade,Dagona,"Government Secondary School, Dagona",Male,ALL,NECO,University,21,53,56,34,29,0,1.5,11,0,16,5
2022/2023,North East,Yobe,Bade,Dagona,"Government Secondary School, Dagona",Male,ALL,WAEC,University,26,67,70,43,41,0,1.5,15,0,19,2
2022/2023,North East,Yobe,Bade,Dagona,"Government Secondary School, Dagona",Male,Disabled,NABTEB,University,1,2,3,0,0,0,1.6,1,0,3,0
2022/2023,North East,Yobe,Bade,Dagona,"Government Secondary School, Dagona",Male,Disabled,NECO,University,1,4,3,4,3,0,1.5,1,0,0,1
2022/2023,North East,Yobe,Bade,Dagona,"Government Secondary School, Dagona",Male,Disabled,WAEC,University,2,5,6,4,3,0,1.5,1,0,1,1
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Female,ALL,NABTEB,College of Education,11,29,28,9,8,0,1.8,6,0,16,1
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Female,ALL,NECO,College of Education,20,50,51,15,12,0,1.8,11,0,30,3
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Female,ALL,WAEC,College of Education,27,70,71,27,26,0,1.8,14,0,36,1
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Female,Disabled,NABTEB,College of Education,1,4,3,0,0,0,1.8,0,0,3,0
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Female,Disabled,NECO,College of Education,1,4,3,0,0,0,1.8,1,0,3,0
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Female,Disabled,WAEC,College of Education,2,6,6,2,1,0,1.8,1,0,3,1
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Male,ALL,NABTEB,College of Education,10,26,27,9,8,0,1.8,5,0,15,1
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Male,ALL,NECO,College of Education,22,56,62,22,19,0,1.8,12,0,33,3
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Male,ALL,WAEC,College of Education,25,64,69,27,26,0,1.8,14,0,34,1
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Male,Disabled,NABTEB,College of Education,1,2,3,0,0,0,1.8,1,0,3,0
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Male,Disabled,NECO,College of Education,1,4,3,2,1,0,1.8,1,0,1,1
2022/2023,North East,Yobe,Bade,Dagona,"Unity College, Gashua",Male,Disabled,WAEC,College of Education,2,6,6,2,1,0,1.8,1,0,3,1
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Female,ALL,NABTEB,College of Education,21,53,59,22,19,0,1.8,11,0,30,3
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Female,ALL,NECO,College of Education,42,108,110,34,32,0,1.8,23,0,63,2
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Female,ALL,WAEC,College of Education,51,132,145,49,41,13,1.8,28,0,79,8
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Female,Disabled,NABTEB,College of Education,1,4,5,3,2,0,1.8,1,0,1,1
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Female,Disabled,NECO,College of Education,3,7,8,2,1,0,1.8,2,0,5,1
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Female,Disabled,WAEC,College of Education,4,10,11,2,1,0,1.8,2,0,8,1
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Male,ALL,NABTEB,College of Education,19,49,50,13,12,0,1.8,10,0,31,1
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Male,ALL,NECO,College of Education,36,91,101,37,32,0,1.8,20,0,52,5
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Male,ALL,WAEC,College of Education,41,106,116,41,38,0,1.8,22,0,62,3
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Male,Disabled,NABTEB,College of Education,1,4,5,0,0,0,1.8,1,0,4,0
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Male,Disabled,NECO,College of Education,3,7,7,3,2,0,1.8,1,0,3,1
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Community Secondary School, Gwio-Kura",Male,Disabled,WAEC,College of Education,3,8,10,2,1,0,1.8,2,0,7,1
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Comprehensive High School, Gwio-Kura",Female,ALL,NABTEB,College of Education,8,21,25,13,12,0,1.8,5,0,9,1
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Comprehensive High School, Gwio-Kura",Female,ALL,NECO,College of Education,15,40,46,19,16,0,1.8,8,0,22,3
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Comprehensive High School, Gwio-Kura",Female,ALL,WAEC,College of Education,21,53,61,31,30,0,1.8,12,0,23,1
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Comprehensive High School, Gwio-Kura",Female,Disabled,NABTEB,College of Education,1,4,3,3,2,0,1.8,0,0,0,1
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Comprehensive High School, Gwio-Kura",Female,Disabled,NECO,College of Education,1,4,5,3,2,0,1.8,1,0,1,1
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Comprehensive High School, Gwio-Kura",Female,Disabled,WAEC,College of Education,2,6,6,2,1,0,1.8,1,0,3,1
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Comprehensive High School, Gwio-Kura",Male,ALL,NABTEB,College of Education,8,20,23,13,12,0,1.8,4,0,7,1
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Comprehensive High School, Gwio-Kura",Male,ALL,NECO,College of Education,16,42,45,19,16,0,1.8,9,0,21,3
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Comprehensive High School, Gwio-Kura",Male,ALL,WAEC,College of Education,24,62,72,31,30,0,1.8,12,0,33,1
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Comprehensive High School, Gwio-Kura",Male,Disabled,NABTEB,College of Education,1,2,3,3,2,0,1.8,1,0,0,1
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Comprehensive High School, Gwio-Kura",Male,Disabled,NECO,College of Education,1,4,5,3,2,0,1.8,1,0,1,1
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Comprehensive High School, Gwio-Kura",Male,Disabled,WAEC,College of Education,2,6,7,2,1,0,1.8,1,0,4,1
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Government Secondary School, Gwio-Kura",Female,ALL,NABTEB,Polytechnic,14,36,37,3,2,0,1.7,7,0,30,1
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Government Secondary School, Gwio-Kura",Female,ALL,NECO,Polytechnic,21,55,60,7,6,0,1.6,11,0,46,1
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Government Secondary School, Gwio-Kura",Female,ALL,WAEC,Polytechnic,27,70,73,8,7,0,1.6,14,0,57,1
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Government Secondary School, Gwio-Kura",Female,Disabled,NABTEB,Polytechnic,1,4,3,0,0,0,1.7,0,0,3,0
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Government Secondary School, Gwio-Kura",Female,Disabled,NECO,Polytechnic,1,4,5,1,0,0,1.6,1,0,3,1
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Government Secondary School, Gwio-Kura",Female,Disabled,WAEC,Polytechnic,1,4,5,1,0,0,1.6,1,0,3,1
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Government Secondary School, Gwio-Kura",Male,ALL,NABTEB,Polytechnic,11,29,33,4,3,0,1.7,6,0,25,1
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Government Secondary School, Gwio-Kura",Male,ALL,NECO,Polytechnic,20,52,56,8,7,0,1.6,11,0,42,1
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Government Secondary School, Gwio-Kura",Male,ALL,WAEC,Polytechnic,28,72,82,11,10,0,1.6,16,0,62,1
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Government Secondary School, Gwio-Kura",Male,Disabled,NABTEB,Polytechnic,1,2,3,0,0,0,1.7,1,0,3,0
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Government Secondary School, Gwio-Kura",Male,Disabled,NECO,Polytechnic,1,4,3,1,0,0,1.6,0,0,2,1
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Government Secondary School, Gwio-Kura",Male,Disabled,WAEC,Polytechnic,1,4,3,1,0,0,1.6,1,0,2,1
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Unity College, Gashua",Female,ALL,NABTEB,College of Education,10,26,28,13,12,0,1.8,5,0,12,1
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Unity College, Gashua",Female,ALL,NECO,College of Education,18,45,50,19,16,0,1.8,10,0,25,3
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Unity College, Gashua",Female,ALL,WAEC,College of Education,24,63,71,30,29,0,1.8,13,0,33,1
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Unity College, Gashua",Female,Disabled,NABTEB,College of Education,1,4,3,3,2,0,1.8,0,0,0,1
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Unity College, Gashua",Female,Disabled,NECO,College of Education,1,4,3,2,1,0,1.8,1,0,1,1
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Unity College, Gashua",Female,Disabled,WAEC,College of Education,1,4,5,2,1,0,1.8,1,0,2,1
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Unity College, Gashua",Male,ALL,NABTEB,College of Education,10,25,27,9,8,0,1.8,5,0,15,1
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Unity College, Gashua",Male,ALL,NECO,College of Education,18,45,47,19,16,0,1.8,10,0,23,3
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Unity College, Gashua",Male,ALL,WAEC,College of Education,21,56,61,24,22,0,1.8,11,0,30,2
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Unity College, Gashua",Male,Disabled,NABTEB,College of Education,1,2,3,0,0,0,1.8,1,0,3,0
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Unity College, Gashua",Male,Disabled,NECO,College of Education,1,4,3,3,2,0,1.8,0,0,0,1
2022/2023,North East,Yobe,Bade,Gwio-Kura,"Unity College, Gashua",Male,Disabled,WAEC,College of Education,1,4,3,2,1,0,1.8,0,0,1,1
2022/2023,North East,Yobe,Bade,Katuzu,"Community Secondary School, Katuzu",Female,ALL,NABTEB,College of Education,10,24,28,13,12,0,1.8,6,0,12,1
2022/2023,North East,Yobe,Bade,Katuzu,"Community Secondary School, Katuzu",Female,ALL,NECO,College of Education,16,42,46,19,16,0,1.8,8,0,22,3
2022/2023,North East,Yobe,Bade,Katuzu,"Community Secondary School, Katuzu",Female,ALL,WAEC,College of Education,22,57,66,31,30,0,1.8,12,0,27,1
2022/2023,North East,Yobe,Bade,Katuzu,"Community Secondary School, Katuzu",Female,Disabled,NABTEB,College of Education,1,4,3,3,2,0,1.8,0,0,0,1
2022/2023,North East,Yobe,Bade,Katuzu,"Community Secondary School, Katuzu",Female,Disabled,NECO,College of Education,1,4,5,2,1,0,1.8,1,0,2,1
2022/2023,North East,Yobe,Bade,Katuzu,"Community Secondary School, Katuzu",Female,Disabled,WAEC,College of Education,1,4,5,2,1,0,1.8,1,0,2,1
2022/2023,North East,Yobe,Bade,Katuzu,"Community Secondary School, Katuzu",Male,ALL,NABTEB,College of Education,8,20,20,9,8,0,1.8,4,0,9,1
2022/2023,North East,Yobe,Bade,Katuzu,"Community Secondary School, Katuzu",Male,ALL,NECO,College of Education,16,40,47,19,16,0,1.8,9,0,23,3
2022/2023,North East,Yobe,Bade,Katuzu,"Community Secondary School, Katuzu",Male,ALL,WAEC,College of Education,20,50,55,24,22,0,1.8,11,0,25,2
2022/2023,North East,Yobe,Bade,Katuzu,"Community Secondary School, Katuzu",Male,Disabled,NABTEB,College of Education,1,2,3,0,0,0,1.8,1,0,3,0
2022/2023,North East,Yobe,Bade,Katuzu,"Community Secondary School, Katuzu",Male,Disabled,NECO,College of Education,1,4,3,0,0,0,1.8,0,0,3,0
2022/2023,North East,Yobe,Bade,Katuzu,"Community Secondary School, Katuzu",Male,Disabled,WAEC,College of Education,1,4,3,2,1,0,1.8,0,0,1,1
2022/2023,North East,Yobe,Bade,Katuzu,"Comprehensive High School, Katuzu",Female,ALL,NABTEB,College of Education,13,34,37,13,12,0,1.8,7,0,20,1
2022/2023,North East,Yobe,Bade,Katuzu,"Comprehensive High School, Katuzu",Female,ALL,NECO,College of Education,22,57,62,19,16,0,1.8,12,0,36,3
2022/2023,North East,Yobe,Bade,Katuzu,"Comprehensive High School, Katuzu",Female,ALL,WAEC,College of Education,32,82,91,37,33,0,1.8,18,0,44,4
2022/2023,North East,Yobe,Bade,Katuzu,"Comprehensive High School, Katuzu",Female,Disabled,NABTEB,College of Education,1,4,3,0,0,0,1.8,0,0,3,0
2022/2023,North East,Yobe,Bade,Katuzu,"Comprehensive High School, Katuzu",Female,Disabled,NECO,College of Education,1,4,3,0,0,0,1.8,1,0,3,0
2022/2023,North East,Yobe,Bade,Katuzu,"Comprehensive High School, Katuzu",Female,Disabled,WAEC,College of Education,2,6,6,2,1,0,1.8,1,0,3,1
2022/2023,North East,Yobe,Bade,Katuzu,"Comprehensive High School, Katuzu",Male,ALL,NABTEB,College of Education,11,30,33,9,8,0,1.8,6,0,20,1
2022/2023,North East,Yobe,Bade,Katuzu,"Comprehensive High School, Katuzu",Male,ALL,NECO,College of Education,20,51,56,15,12,0,1.8,11,0,35,3
2022/2023,North East,Yobe,Bade,Katuzu,"Comprehensive High School, Katuzu",Male,ALL,WAEC,College of Education,29,76,82,34,30,0,1.8,16,0,39,4
2022/2023,North East,Yobe,Bade,Katuzu,"Comprehensive High School, Katuzu",Male,Disabled,NABTEB,College of Education,1,2,3,0,0,0,1.8,1,0,3,0
2022/2023,North East,Yobe,Bade,Katuzu,"Comprehensive High School, Katuzu",Male,Disabled,NECO,College of Education,1,4,3,0,0,0,1.8,0,0,3,0
2022/2023,North East,Yobe,Bade,Katuzu,"Comprehensive High School, Katuzu",Male,Disabled,WAEC,College of Education,1,4,3,2,1,0,1.8,1,0,1,1
2022/2023,North East,Yobe,Bade,Katuzu,"Government Secondary School, Katuzu",Female,ALL,NABTEB,College of Education,13,34,35,9,8,0,1.8,7,0,22,1
2022/2023,North East,Yobe,Bade,Katuzu,"Government Secondary School, Katuzu",Female,ALL,NECO,College of Education,21,55,53,19,16,0,1.8,11,0,28,3
2022/2023,North East,Yobe,Bade,Katuzu,"Government Secondary School, Katuzu",Female,ALL,WAEC,College of Education,35,89,97,31,30,0,1.8,19,0,55,1
2022/2023,North East,Yobe,Bade,Katuzu,"Government Secondary School, Katuzu",Female,Disabled,NABTEB,College of Education,1,4,3,0,0,0,1.8,0,0,3,0
2022/2023,North East,Yobe,Bade,Katuzu,"Government Secondary School, Katuzu",Female,Disabled,NECO,College of Education,1,4,3,3,2,0,1.8,1,0,0,1
2022/2023,North East,Yobe,Bade,Katuzu,"Government Secondary School, Katuzu",Female,Disabled,WAEC,College of Education,2,6,6,2,1,0,1.8,1,0,3,1
2022/2023,North East,Yobe,Bade,Katuzu,"Government Secondary School, Katuzu",Male,ALL,NABTEB,College of Education,11,29,30,9,8,0,1.8,6,0,18,1
2022/2023,North East,Yobe,Bade,Katuzu,"Government Secondary School, Katuzu",Male,ALL,NECO,College of Education,20,52,59,19,16,0,1.8,11,0,33,3
2022/2023,North East,Yobe,Bade,Katuzu,"Government Secondary School, Katuzu",Male,ALL,WAEC,College of Education,30,78,84,27,26,0,1.8,16,0,47,1
2022/2023,North East,Yobe,Bade,Katuzu,"Government Secondary School, Katuzu",Male,Disabled,NABTEB,College of Education,1,2,3,0,0,0,1.8,1,0,3,0
2022/2023,North East,Yobe,Bade,Katuzu,"Government Secondary School, Katuzu",Male,Disabled,NECO,College of Education,1,4,3,0,0,0,1.8,0,0,3,0
2022/2023,North East,Yobe,Bade,Katuzu,"Government Secondary School, Katuzu",Male,Disabled,WAEC,College of Education,2,6,6,0,0,0,1.8,1,0,5,0
2022/2023,North East,Yobe,Bade,Katuzu,"Unity College, Gashua",Female,ALL,NABTEB,College of Education,14,38,40,18,14,0,1.8,7,0,17,4
2022/2023,North East,Yobe,Bade,Katuzu,"Unity College, Gashua",Female,ALL,NECO,College of Education,30,76,81,30,27,0,1.8,17,0,42,3
2022/2023,North East,Yobe,Bade,Katuzu,"Unity College, Gashua",Female,ALL,WAEC,College of Education,35,89,102,38,34,0,1.8,19,0,52,4
2022/2023,North East,Yobe,Bade,Katuzu,"Unity College, Gashua",Female,Disabled,NABTEB,College of Education,1,4,3,3,2,0,1.8,0,0,0,1
2022/2023,North East,Yobe,Bade,Katuzu,"Unity College, Gashua",Female,Disabled,NECO,College of Education,2,5,5,3,2,0,1.8,1,0,1,1
2022/2023,North East,Yobe,Bade,Katuzu,"Unity College, Gashua",Female,Disabled,WAEC,College of Education,2,5,5,2,1,0,1.8,1,0,2,1
2022/2023,North East,Yobe,Bade,Katuzu,"Unity College, Gashua",Male,ALL,NABTEB,College of Education,15,38,40,13,9,0,1.8,8,0,22,4
2022/2023,North East,Yobe,Bade,Katuzu,"Unity College, Gashua",Male,ALL,NECO,College of Education,27,70,76,30,27,0,1.8,15,0,37,3
2022/2023,North East,Yobe,Bade,Katuzu,"Unity College, Gashua",Male,ALL,WAEC,College of Education,34,87,98,41,38,0,1.8,18,0,46,3
2022/2023,North East,Yobe,Bade,Katuzu,"Unity College, Gashua",Male,Disabled,NABTEB,College of Education,1,2,3,0,0,0,1.8,1,0,3,0
2022/2023,North East,Yobe,Bade,Katuzu,"Unity College, Gashua",Male,Disabled,NECO,College of Education,1,4,3,2,1,0,1.8,1,0,1,1
2022/2023,North East,Yobe,Bade,Katuzu,"Unity College, Gashua",Male,Disabled,WAEC,College of Education,2,5,6,2,1,0,1.8,1,0,3,1
2022/2023,North East,Yobe,Damaturu,Bindigari/Fawari,"Community Secondary School, Bindigari/Fawari",Female,ALL,NABTEB,Polytechnic,20,50,56,7,6,0,1.7,11,0,43,1
2022/2023,North East,Yobe,Damaturu,Bindigari/Fawari,"Community Secondary School, Bindigari/Fawari",Female,ALL,NECO,Polytechnic,35,90,105,11,10,0,1.6,19,0,82,1
2022/2023,North East,Yobe,Damaturu,Bindigari/Fawari,"Community Secondary School, Bindigari/Fawari",Female,ALL,WAEC,Polytechnic,57,148,162,21,20,0,1.6,31,0,122,1
2022/2023,North East,Yobe,Damaturu,Bindigari/Fawari,"Community Secondary School, Bindigari/Fawari",Female,Disabled,NABTEB,Polytechnic,1,4,6,1,0,0,1.7,1,0,4,1
2022/2023,North East,Yobe,Damaturu,Bindigari/Fawari,"Community Secondary School, Bindigari/Fawari",Female,Disabled,NECO,Polytechnic,3,8,10,1,0,0,1.6,2,0,8,1
2022/2023,North East,Yobe,Damaturu,Bindigari/Fawari,"Community Secondary School, Bindigari/Fawari",Female,Disabled,WAEC,Polytechnic,6,14,15,2,1,0,1.6,3,0,11,1
2022/2023,North East,Yobe,Damaturu,Bindigari/Fawari,"Community Secondary School, Bindigari/Fawari",Male,ALL,NABTEB,Polytechnic,18,45,53,7,6,0,1.7,10,0,40,1
2022/2023,North East,Yobe,Damaturu,Bindigari/Fawari,"Community Secondary School, Bindigari/Fawari",Male,ALL,NECO,Polytechnic,35,89,101,10,9,0,1.6,19,0,79,1
2022/2023,North East,Yobe,Damaturu,Bindigari/Fawari,"Community Secondary School, Bindigari/Fawari",Male,ALL,WAEC,Polytechnic,51,132,151,19,18,0,1.6,28,0,115,1
2022/2023,North East,Yobe,Damaturu,Bindigari/Fawari,"Community Secondary School, Bindigari/Fawari",Male,Disabled,NABTEB,Polytechnic,1,5,5,1,0,0,1.7,0,0,3,1
2022/2023,North East,Yobe,Damaturu,Bindigari/Fawari,"Community Secondary School, Bindigari/Fawari",Male,Disabled,NECO,Polytechnic,3,8,9,1,0,0,1.6,2,0,7,1
2022/2023,North East,Yobe,Damaturu,Bindigari/Fawari,"Community Secondary School, Bindigari/Fawari",Male,Disabled,WAEC,Polytechnic,6,14,17,2,1,0,1.6,3,0,13,1
2022/2023,North East,Yobe,Damaturu,Bindigari/Fawari,"Comprehensive High School, Bindigari/Fawari",Female,ALL,NABTEB,Polytechnic,22,56,59,4,3,0,1.7,12,0,48,1
2022/2023,North East,Yobe,Damaturu,Bindigari/Fawari,"Comprehensive High School, Bindigari/Fawari",Female,ALL,NECO,Polytechnic,39,102,113,11,10,0,1.6,21,0,89,1
2022/2023,North East,Yobe,Damaturu,Bindigari/Fawari,"Comprehensive High School, Bindigari/Fawari",Female,ALL,WAEC,Polytechnic,56,144,151,18,16,0,1.6,31,0,116,2
2022/2023,North East,Yobe,Damaturu,Bindigari/Fawari,"Comprehensive High School, Bindigari/Fawari",Female,Disabled,NABTEB,Polytechnic,1,4,6,0,0,0,1.7,1,0,5,0
2022/2023,North East,Yobe,Damaturu,Bindigari/Fawari,"Comprehensive High School, Bindigari/Fawari",Female,Disabled,NECO,Polytechnic,4,10,10,1,0,0,1.6,2,0,8,1
2022/2023,North East,Yobe,Damaturu,Bindigari/Fawari,"Comprehensive High School, Bindigari/Fawari",Female,Disabled,WAEC,Polytechnic,5,12,14,2,1,0,1.6,3,0,10,1
2022/2023,North East,Yobe,Damaturu,Bindigari/Fawari,"Comprehensive High School, Bindigari/Fawari",Male,ALL,NABTEB,Polytechnic,20,52,56,7,6,0,1.7,11,0,43,1
2022/2023,North East,Yobe,Damaturu,Bindigari/Fawari,"Comprehensive High School, Bindigari/Fawari",Male,ALL,NECO,Polytechnic,41,107,112,11,10,0,1.6,22,0,88,1
2022/2023,North East,Yobe,Damaturu,Bindigari/Fawari,"Comprehensive High School, Bindigari/Fawari",Male,ALL,WAEC,Polytechnic,52,133,142,17,16,0,1.6,28,0,109,1
2022/2023,North East,Yobe,Damaturu,Bindigari/Fawari,"Comprehensive High School, Bindigari/Fawari",Male,Disabled,NABTEB,Polytechnic,1,4,5,1,0,0,1.7,1,0,3,1
