session,zone,state,lga,ward,school,gender,disability,exam_body,institution_type,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Female,Disabled,WAEC,Polytechnic,2,4,4,0,0,0,1.6,1,0,3,0
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Male,ALL,NABTEB,Polytechnic,19,49,53,1,0,0,1.7,10,0,44,1
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Male,ALL,NECO,Polytechnic,31,79,89,1,0,0,1.6,16,0,75,1
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Male,ALL,WAEC,Polytechnic,38,98,109,1,0,0,1.6,19,0,92,1
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Male,Disabled,NABTEB,Polytechnic,2,5,5,0,0,0,1.7,1,0,4,0
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Male,Disabled,NECO,Polytechnic,2,5,6,0,0,0,1.6,1,0,5,0
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Male,Disabled,WAEC,Polytechnic,2,6,6,0,0,0,1.6,1,0,5,0
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Female,ALL,NABTEB,Polytechnic,18,47,53,1,0,0,1.7,10,0,44,1
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Female,ALL,NECO,Polytechnic,38,98,105,2,1,0,1.6,19,0,87,1
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Female,ALL,WAEC,Polytechnic,47,121,127,2,1,0,1.6,24,0,106,1
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Female,Disabled,NABTEB,Polytechnic,2,5,5,0,0,0,1.7,1,0,4,0
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Female,Disabled,NECO,Polytechnic,3,7,8,0,0,0,1.6,2,0,7,0
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Female,Disabled,WAEC,Polytechnic,4,11,12,0,0,0,1.6,2,0,10,0
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Male,ALL,NABTEB,Polytechnic,32,83,96,1,0,0,1.7,16,0,81,1
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Male,ALL,NECO,Polytechnic,60,155,161,1,0,0,1.6,31,0,136,1
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Male,ALL,WAEC,Polytechnic,70,181,194,2,1,0,1.6,36,0,163,1
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Male,Disabled,NABTEB,Polytechnic,2,6,8,0,0,0,1.7,1,0,7,0
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Male,Disabled,NECO,Polytechnic,5,14,15,0,0,0,1.6,3,0,13,0
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Male,Disabled,WAEC,Polytechnic,7,16,18,0,0,0,1.6,4,0,15,0
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Female,ALL,NABTEB,Polytechnic,19,48,53,1,0,0,1.7,10,0,44,1
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Female,ALL,NECO,Polytechnic,34,87,93,1,0,0,1.6,18,0,78,1
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Female,ALL,WAEC,Polytechnic,39,101,105,1,0,0,1.6,20,0,88,1
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Female,Disabled,NABTEB,Polytechnic,1,2,2,0,0,0,1.7,1,0,2,0
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Female,Disabled,NECO,Polytechnic,3,6,7,0,0,0,1.6,2,0,6,0
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Female,Disabled,WAEC,Polytechnic,3,9,9,0,0,0,1.6,1,0,8,0
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Male,ALL,NABTEB,Polytechnic,32,83,94,1,0,0,1.7,16,0,79,1
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Male,ALL,NECO,Polytechnic,58,150,147,1,0,0,1.6,30,0,124,1
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Male,ALL,WAEC,Polytechnic,69,179,192,1,0,0,1.6,36,0,162,1
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Male,Disabled,NABTEB,Polytechnic,2,5,5,0,0,0,1.7,1,0,4,0
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Male,Disabled,NECO,Polytechnic,4,10,9,0,0,0,1.6,2,0,8,0
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Male,Disabled,WAEC,Polytechnic,6,15,15,0,0,0,1.6,4,0,13,0
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Female,ALL,NABTEB,Polytechnic,9,22,26,1,0,0,1.7,5,0,21,1
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Female,ALL,NECO,Polytechnic,15,37,41,1,0,0,1.6,8,0,34,1
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Female,ALL,WAEC,Polytechnic,19,48,52,1,0,0,1.6,10,0,43,1
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Female,Disabled,NABTEB,Polytechnic,1,2,2,0,0,0,1.7,1,0,2,0
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Female,Disabled,NECO,Polytechnic,1,2,4,0,0,0,1.6,1,0,3,0
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Female,Disabled,WAEC,Polytechnic,2,4,4,0,0,0,1.6,1,0,3,0
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Male,ALL,NABTEB,Polytechnic,17,42,47,0,0,0,1.7,9,0,40,0
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Male,ALL,NECO,Polytechnic,26,68,78,1,0,0,1.6,13,0,65,1
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Male,ALL,WAEC,Polytechnic,37,95,107,1,0,0,1.6,19,0,90,1
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Male,Disabled,NABTEB,Polytechnic,2,5,5,0,0,0,1.7,1,0,4,0
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Male,Disabled,NECO,Polytechnic,2,5,6,0,0,0,1.6,1,0,5,0
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Male,Disabled,WAEC,Polytechnic,2,6,8,0,0,0,1.6,1,0,7,0
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Comprehensive High School, Bingi South",Female,ALL,NABTEB,Polytechnic,20,52,61,1,0,0,1.7,10,0,51,1
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Comprehensive High School, Bingi South",Female,ALL,NECO,Polytechnic,44,113,124,2,1,0,1.6,23,0,103,1
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Comprehensive High School, Bingi South",Female,ALL,WAEC,Polytechnic,56,143,169,3,2,0,1.6,29,0,141,1
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Comprehensive High School, Bingi South",Female,Disabled,NABTEB,Polytechnic,2,5,5,0,0,0,1.7,1,0,4,0
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Comprehensive High School, Bingi South",Female,Disabled,NECO,Polytechnic,4,11,12,0,0,0,1.6,2,0,10,0
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Comprehensive High School, Bingi South",Female,Disabled,WAEC,Polytechnic,5,14,15,0,0,0,1.6,3,0,13,0
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Comprehensive High School, Bingi South",Male,ALL,NABTEB,Polytechnic,31,80,94,1,0,0,1.7,16,0,79,1
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Comprehensive High School, Bingi South",Male,ALL,NECO,Polytechnic,70,182,219,2,1,0,1.6,36,0,184,1
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Comprehensive High School, Bingi South",Male,ALL,WAEC,Polytechnic,88,226,256,3,2,0,1.6,45,0,215,1
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Comprehensive High School, Bingi South",Male,Disabled,NABTEB,Polytechnic,3,7,8,0,0,0,1.7,2,0,7,0
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Comprehensive High School, Bingi South",Male,Disabled,NECO,Polytechnic,6,16,18,0,0,0,1.6,3,0,15,0
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Comprehensive High School, Bingi South",Male,Disabled,WAEC,Polytechnic,8,21,26,0,0,0,1.6,5,0,22,0
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Government Secondary School, Bingi South",Female,ALL,NABTEB,College of Education,9,24,26,2,1,0,1.8,5,0,20,1
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Government Secondary School, Bingi South",Female,ALL,NECO,College of Education,16,41,46,2,1,0,1.8,8,0,37,1
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Government Secondary School, Bingi South",Female,ALL,WAEC,College of Education,21,56,62,3,2,0,1.8,11,0,50,1
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Government Secondary School, Bingi South",Female,Disabled,NABTEB,College of Education,1,2,4,0,0,0,1.8,1,0,3,0
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Government Secondary School, Bingi South",Female,Disabled,NECO,College of Education,1,2,4,0,0,0,1.8,1,0,3,0
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Government Secondary School, Bingi South",Female,Disabled,WAEC,College of Education,1,2,4,0,0,0,1.8,1,0,3,0
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Government Secondary School, Bingi South",Male,ALL,NABTEB,College of Education,16,41,44,1,0,0,1.8,8,0,36,1
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Government Secondary School, Bingi South",Male,ALL,NECO,College of Education,24,61,68,2,1,0,1.8,13,0,56,1
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Government Secondary School, Bingi South",Male,ALL,WAEC,College of Education,37,95,100,3,2,0,1.8,19,0,82,1
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Government Secondary School, Bingi South",Male,Disabled,NABTEB,College of Education,2,5,6,0,0,0,1.8,1,0,5,0
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Government Secondary School, Bingi South",Male,Disabled,NECO,College of Education,2,5,5,0,0,0,1.8,1,0,4,0
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Government Secondary School, Bingi South",Male,Disabled,WAEC,College of Education,2,5,6,0,0,0,1.8,1,0,5,0
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Unity College, Bungudu",Female,ALL,NABTEB,Polytechnic,10,26,31,1,0,0,1.7,5,0,25,1
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Unity College, Bungudu",Female,ALL,NECO,Polytechnic,21,56,67,1,0,0,1.6,11,0,56,1
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Unity College, Bungudu",Female,ALL,WAEC,Polytechnic,27,71,79,1,0,0,1.6,14,0,66,1
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Unity College, Bungudu",Female,Disabled,NABTEB,Polytechnic,1,2,2,0,0,0,1.7,1,0,2,0
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Unity College, Bungudu",Female,Disabled,NECO,Polytechnic,1,2,4,0,0,0,1.6,1,0,3,0
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Unity College, Bungudu",Female,Disabled,WAEC,Polytechnic,2,4,5,0,0,0,1.6,1,0,4,0
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Unity College, Bungudu",Male,ALL,NABTEB,Polytechnic,20,51,53,1,0,0,1.7,11,0,44,1
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Unity College, Bungudu",Male,ALL,NECO,Polytechnic,38,99,109,1,0,0,1.6,19,0,92,1
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Unity College, Bungudu",Male,ALL,WAEC,Polytechnic,48,122,134,1,0,0,1.6,25,0,113,1
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Unity College, Bungudu",Male,Disabled,NABTEB,Polytechnic,2,5,6,0,0,0,1.7,1,0,5,0
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Unity College, Bungudu",Male,Disabled,NECO,Polytechnic,2,6,7,0,0,0,1.6,1,0,6,0
2022/2023,North West,Zamfara,Bungudu,Bingi South,"Unity College, Bungudu",Male,Disabled,WAEC,Polytechnic,2,6,8,0,0,0,1.6,1,0,7,0
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Community Secondary School, Bungudu",Female,ALL,NABTEB,College of Education,12,31,31,1,0,0,1.8,7,0,25,1
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Community Secondary School, Bungudu",Female,ALL,NECO,College of Education,21,54,60,3,2,0,1.8,11,0,48,1
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Community Secondary School, Bungudu",Female,ALL,WAEC,College of Education,31,79,80,4,3,0,1.8,16,0,64,1
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Community Secondary School, Bungudu",Female,Disabled,NABTEB,College of Education,1,2,4,0,0,0,1.8,1,0,3,0
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Community Secondary School, Bungudu",Female,Disabled,NECO,College of Education,2,5,6,0,0,0,1.8,1,0,5,0
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Community Secondary School, Bungudu",Female,Disabled,WAEC,College of Education,3,6,6,0,0,0,1.8,2,0,5,0
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Community Secondary School, Bungudu",Male,ALL,NABTEB,College of Education,28,72,72,2,1,0,1.8,15,0,59,1
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Community Secondary School, Bungudu",Male,ALL,NECO,College of Education,48,124,132,3,2,0,1.8,26,0,109,1
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Community Secondary School, Bungudu",Male,ALL,WAEC,College of Education,75,192,196,5,4,0,1.8,40,0,162,1
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Community Secondary School, Bungudu",Male,Disabled,NABTEB,College of Education,2,5,6,0,0,0,1.8,1,0,5,0
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Community Secondary School, Bungudu",Male,Disabled,NECO,College of Education,4,10,9,0,0,0,1.8,2,0,8,0
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Community Secondary School, Bungudu",Male,Disabled,WAEC,College of Education,6,15,15,0,0,0,1.8,4,0,13,0
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Comprehensive High School, Bungudu",Female,ALL,NABTEB,College of Education,16,41,45,3,2,0,1.8,9,0,35,1
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Comprehensive High School, Bungudu",Female,ALL,NECO,College of Education,34,88,95,5,4,0,1.8,18,0,76,1
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Comprehensive High School, Bungudu",Female,ALL,WAEC,College of Education,46,118,131,8,7,0,1.8,24,0,103,1
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Comprehensive High School, Bungudu",Female,Disabled,NABTEB,College of Education,1,2,4,0,0,0,1.8,1,0,3,0
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Comprehensive High School, Bungudu",Female,Disabled,NECO,College of Education,3,6,7,0,0,0,1.8,2,0,6,0
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Comprehensive High School, Bungudu",Female,Disabled,WAEC,College of Education,3,9,9,0,0,0,1.8,2,0,8,0
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Comprehensive High School, Bungudu",Male,ALL,NABTEB,College of Education,30,77,86,3,2,0,1.8,16,0,70,1
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Comprehensive High School, Bungudu",Male,ALL,NECO,College of Education,61,158,176,5,4,0,1.8,32,0,145,1
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Comprehensive High School, Bungudu",Male,ALL,WAEC,College of Education,76,197,226,7,6,0,1.8,40,0,185,1
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Comprehensive High School, Bungudu",Male,Disabled,NABTEB,College of Education,2,5,6,0,0,0,1.8,1,0,5,0
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Comprehensive High School, Bungudu",Male,Disabled,NECO,College of Education,4,11,13,0,0,0,1.8,2,0,11,0
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Comprehensive High School, Bungudu",Male,Disabled,WAEC,College of Education,6,15,18,1,0,0,1.8,4,0,14,1
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Government Secondary School, Bungudu",Female,ALL,NABTEB,College of Education,18,46,48,3,2,0,1.8,9,0,38,1
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Government Secondary School, Bungudu",Female,ALL,NECO,College of Education,35,90,93,5,4,0,1.8,19,0,74,1
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Government Secondary School, Bungudu",Female,ALL,WAEC,College of Education,50,130,142,7,6,0,1.8,26,0,114,1
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Government Secondary School, Bungudu",Female,Disabled,NABTEB,College of Education,1,2,4,0,0,0,1.8,1,0,3,0
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Government Secondary School, Bungudu",Female,Disabled,NECO,College of Education,3,6,7,0,0,0,1.8,2,0,6,0
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Government Secondary School, Bungudu",Female,Disabled,WAEC,College of Education,3,9,9,0,0,0,1.8,1,0,8,0
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Government Secondary School, Bungudu",Male,ALL,NABTEB,College of Education,30,78,91,2,1,0,1.8,15,0,75,1
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Government Secondary School, Bungudu",Male,ALL,NECO,College of Education,61,158,176,5,4,0,1.8,32,0,145,1
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Government Secondary School, Bungudu",Male,ALL,WAEC,College of Education,77,199,220,6,5,0,1.8,40,0,181,1
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Government Secondary School, Bungudu",Male,Disabled,NABTEB,College of Education,2,5,6,0,0,0,1.8,1,0,5,0
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Government Secondary School, Bungudu",Male,Disabled,NECO,College of Education,4,11,13,0,0,0,1.8,2,0,11,0
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Government Secondary School, Bungudu",Male,Disabled,WAEC,College of Education,5,14,13,0,0,0,1.8,3,0,11,0
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Unity College, Bungudu",Female,ALL,NABTEB,Polytechnic,17,45,46,1,0,0,1.7,9,0,38,1
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Unity College, Bungudu",Female,ALL,NECO,Polytechnic,32,84,84,1,0,0,1.6,16,0,70,1
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Unity College, Bungudu",Female,ALL,WAEC,Polytechnic,43,110,113,2,1,0,1.6,22,0,94,1
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Unity College, Bungudu",Female,Disabled,NABTEB,Polytechnic,2,4,4,0,0,0,1.7,1,0,3,0
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Unity College, Bungudu",Female,Disabled,NECO,Polytechnic,3,6,7,0,0,0,1.6,2,0,6,0
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Unity College, Bungudu",Female,Disabled,WAEC,Polytechnic,3,9,9,0,0,0,1.6,1,0,8,0
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Unity College, Bungudu",Male,ALL,NABTEB,Polytechnic,34,88,94,1,0,0,1.7,18,0,79,1
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Unity College, Bungudu",Male,ALL,NECO,Polytechnic,65,167,175,1,0,0,1.6,34,0,148,1
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Unity College, Bungudu",Male,ALL,WAEC,Polytechnic,84,216,241,2,1,0,1.6,44,0,203,1
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Unity College, Bungudu",Male,Disabled,NABTEB,Polytechnic,3,7,8,0,0,0,1.7,2,0,7,0
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Unity College, Bungudu",Male,Disabled,NECO,Polytechnic,5,14,15,0,0,0,1.6,3,0,13,0
2022/2023,North West,Zamfara,Bungudu,Bungudu,"Unity College, Bungudu",Male,Disabled,WAEC,Polytechnic,7,19,20,0,0,0,1.6,4,0,17,0
2022/2023,North West,Zamfara,Gusau,Galadima,"Community Secondary School, Galadima",Female,ALL,NABTEB,Polytechnic,16,41,48,1,0,0,1.7,9,0,40,1
2022/2023,North West,Zamfara,Gusau,Galadima,"Community Secondary School, Galadima",Female,ALL,NECO,Polytechnic,29,74,84,1,0,0,1.6,15,0,70,1
2022/2023,North West,Zamfara,Gusau,Galadima,"Community Secondary School, Galadima",Female,ALL,WAEC,Polytechnic,45,116,138,3,2,0,1.6,23,0,114,1
2022/2023,North West,Zamfara,Gusau,Galadima,"Community Secondary School, Galadima",Female,Disabled,NABTEB,Polytechnic,1,2,4,0,0,0,1.7,1,0,3,0
2022/2023,North West,Zamfara,Gusau,Galadima,"Community Secondary School, Galadima",Female,Disabled,NECO,Polytechnic,2,6,7,0,0,0,1.6,1,0,6,0
2022/2023,North West,Zamfara,Gusau,Galadima,"Community Secondary School, Galadima",Female,Disabled,WAEC,Polytechnic,3,9,11,0,0,0,1.6,2,0,9,0
2022/2023,North West,Zamfara,Gusau,Galadima,"Community Secondary School, Galadima",Male,ALL,NABTEB,Polytechnic,38,98,118,1,0,0,1.7,19,0,99,1
2022/2023,North West,Zamfara,Gusau,Galadima,"Community Secondary School, Galadima",Male,ALL,NECO,Polytechnic,63,162,176,2,1,0,1.6,32,0,148,1
2022/2023,North West,Zamfara,Gusau,Galadima,"Community Secondary School, Galadima",Male,ALL,WAEC,Polytechnic,104,270,312,3,2,0,1.6,54,0,262,1
2022/2023,North West,Zamfara,Gusau,Galadima,"Community Secondary School, Galadima",Male,Disabled,NABTEB,Polytechnic,3,7,8,0,0,0,1.7,2,0,7,0
2022/2023,North West,Zamfara,Gusau,Galadima,"Community Secondary School, Galadima",Male,Disabled,NECO,Polytechnic,4,11,13,0,0,0,1.6,2,0,11,0
2022/2023,North West,Zamfara,Gusau,Galadima,"Community Secondary School, Galadima",Male,Disabled,WAEC,Polytechnic,8,20,24,0,0,0,1.6,4,0,20,0
2022/2023,North West,Zamfara,Gusau,Galadima,"Comprehensive High School, Galadima",Female,ALL,NABTEB,University,11,28,31,8,7,0,1.6,6,0,18,1
2022/2023,North West,Zamfara,Gusau,Galadima,"Comprehensive High School, Galadima",Female,ALL,NECO,University,22,57,65,20,19,0,1.5,11,0,36,1
2022/2023,North West,Zamfara,Gusau,Galadima,"Comprehensive High School, Galadima",Female,ALL,WAEC,University,27,71,74,23,22,0,1.5,14,0,41,1
2022/2023,North West,Zamfara,Gusau,Galadima,"Comprehensive High School, Galadima",Female,Disabled,NABTEB,University,1,2,4,2,1,0,1.6,1,0,1,1
2022/2023,North West,Zamfara,Gusau,Galadima,"Comprehensive High School, Galadima",Female,Disabled,NECO,University,1,2,4,1,0,0,1.5,1,0,2,1
2022/2023,North West,Zamfara,Gusau,Galadima,"Comprehensive High School, Galadima",Female,Disabled,WAEC,University,2,4,4,1,0,0,1.5,1,0,2,1
2022/2023,North West,Zamfara,Gusau,Galadima,"Comprehensive High School, Galadima",Male,ALL,NABTEB,University,18,47,51,8,7,0,1.6,10,0,35,1
