session,zone,state,lga,ward,school,gender,disability,exam_body,institution_type,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Unity College, Gboko",Female,Disabled,NABTEB,College of Education,2,5,4,2,0,0,1.8,1,0,1,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Unity College, Gboko",Female,Disabled,NECO,College of Education,2,5,7,2,0,0,1.8,1,0,2,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Unity College, Gboko",Female,Disabled,WAEC,College of Education,3,7,7,2,0,0,1.8,1,0,2,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Unity College, Gboko",Male,ALL,NABTEB,College of Education,21,53,59,12,10,0,1.8,6,0,21,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Unity College, Gboko",Male,ALL,NECO,College of Education,39,99,108,20,18,0,1.8,11,0,39,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Unity College, Gboko",Male,ALL,WAEC,College of Education,49,127,138,23,21,0,1.8,14,0,51,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Unity College, Gboko",Male,Disabled,NABTEB,College of Education,2,5,7,2,0,0,1.8,1,0,2,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Unity College, Gboko",Male,Disabled,NECO,College of Education,2,7,7,2,0,0,1.8,0,0,2,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Unity College, Gboko",Male,Disabled,WAEC,College of Education,4,9,11,2,0,0,1.8,1,0,4,1
2022/2023,North Central,Benue,Gboko,Gboko East,"Community Secondary School, Gboko East",Female,ALL,NABTEB,College of Education,33,86,95,18,14,0,1.8,9,0,34,2
2022/2023,North Central,Benue,Gboko,Gboko East,"Community Secondary School, Gboko East",Female,ALL,NECO,College of Education,62,159,176,35,31,0,1.8,17,0,62,2
2022/2023,North Central,Benue,Gboko,Gboko East,"Community Secondary School, Gboko East",Female,ALL,WAEC,College of Education,86,222,244,45,43,0,1.8,24,0,88,1
2022/2023,North Central,Benue,Gboko,Gboko East,"Community Secondary School, Gboko East",Female,Disabled,NABTEB,College of Education,3,7,9,2,0,0,1.8,1,0,3,1
2022/2023,North Central,Benue,Gboko,Gboko East,"Community Secondary School, Gboko East",Female,Disabled,NECO,College of Education,6,16,18,2,0,0,1.8,2,0,7,1
2022/2023,North Central,Benue,Gboko,Gboko East,"Community Secondary School, Gboko East",Female,Disabled,WAEC,College of Education,8,21,22,4,2,0,1.8,2,0,8,1
2022/2023,North Central,Benue,Gboko,Gboko East,"Community Secondary School, Gboko East",Male,ALL,NABTEB,College of Education,49,127,136,18,14,0,1.8,13,0,53,2
2022/2023,North Central,Benue,Gboko,Gboko East,"Community Secondary School, Gboko East",Male,ALL,NECO,College of Education,88,226,235,31,29,0,1.8,25,0,91,1
2022/2023,North Central,Benue,Gboko,Gboko East,"Community Secondary School, Gboko East",Male,ALL,WAEC,College of Education,101,261,275,39,35,0,1.8,28,0,105,2
2022/2023,North Central,Benue,Gboko,Gboko East,"Community Secondary School, Gboko East",Male,Disabled,NABTEB,College of Education,4,12,13,2,0,0,1.8,1,0,5,1
2022/2023,North Central,Benue,Gboko,Gboko East,"Community Secondary School, Gboko East",Male,Disabled,NECO,College of Education,9,21,24,4,2,0,1.8,3,0,9,1
2022/2023,North Central,Benue,Gboko,Gboko East,"Community Secondary School, Gboko East",Male,Disabled,WAEC,College of Education,11,28,29,4,2,0,1.8,3,0,11,1
2022/2023,North Central,Benue,Gboko,Gboko East,"Comprehensive High School, Gboko East",Female,ALL,NABTEB,University,18,46,53,162,123,53,1.6,5,0,0,20
2022/2023,North Central,Benue,Gboko,Gboko East,"Comprehensive High School, Gboko East",Female,ALL,NECO,University,37,97,99,250,231,26,1.5,10,0,0,10
2022/2023,North Central,Benue,Gboko,Gboko East,"Comprehensive High School, Gboko East",Female,ALL,WAEC,University,41,104,112,332,330,0,1.5,12,0,0,1
2022/2023,North Central,Benue,Gboko,Gboko East,"Comprehensive High School, Gboko East",Female,Disabled,NABTEB,University,2,5,4,27,25,0,1.6,1,0,0,1
2022/2023,North Central,Benue,Gboko,Gboko East,"Comprehensive High School, Gboko East",Female,Disabled,NECO,University,3,7,7,27,23,0,1.5,1,0,0,2
2022/2023,North Central,Benue,Gboko,Gboko East,"Comprehensive High School, Gboko East",Female,Disabled,WAEC,University,3,7,7,21,20,0,1.5,1,0,0,1
2022/2023,North Central,Benue,Gboko,Gboko East,"Comprehensive High School, Gboko East",Male,ALL,NABTEB,University,25,65,70,162,123,53,1.6,7,0,0,20
2022/2023,North Central,Benue,Gboko,Gboko East,"Comprehensive High School, Gboko East",Male,ALL,NECO,University,47,122,134,287,268,26,1.5,13,0,0,10
2022/2023,North Central,Benue,Gboko,Gboko East,"Comprehensive High School, Gboko East",Male,ALL,WAEC,University,55,141,154,367,365,0,1.5,15,0,0,1
2022/2023,North Central,Benue,Gboko,Gboko East,"Comprehensive High School, Gboko East",Male,Disabled,NABTEB,University,2,5,7,27,23,0,1.6,1,0,0,2
2022/2023,North Central,Benue,Gboko,Gboko East,"Comprehensive High School, Gboko East",Male,Disabled,NECO,University,3,7,7,21,20,0,1.5,1,0,0,1
2022/2023,North Central,Benue,Gboko,Gboko East,"Comprehensive High School, Gboko East",Male,Disabled,WAEC,University,4,12,13,21,20,0,1.5,1,0,0,1
2022/2023,North Central,Benue,Gboko,Gboko East,"Government Secondary School, Gboko East",Female,ALL,NABTEB,Polytechnic,14,37,37,12,10,0,1.7,4,0,11,1
2022/2023,North Central,Benue,Gboko,Gboko East,"Government Secondary School, Gboko East",Female,ALL,NECO,Polytechnic,24,62,70,14,12,0,1.6,6,0,25,1
2022/2023,North Central,Benue,Gboko,Gboko East,"Government Secondary School, Gboko East",Female,ALL,WAEC,Polytechnic,32,83,90,25,23,0,1.6,9,0,28,1
2022/2023,North Central,Benue,Gboko,Gboko East,"Government Secondary School, Gboko East",Female,Disabled,NABTEB,Polytechnic,2,5,4,2,0,0,1.7,1,0,1,1
2022/2023,North Central,Benue,Gboko,Gboko East,"Government Secondary School, Gboko East",Female,Disabled,NECO,Polytechnic,2,5,7,2,0,0,1.6,1,0,2,1
2022/2023,North Central,Benue,Gboko,Gboko East,"Government Secondary School, Gboko East",Female,Disabled,WAEC,Polytechnic,3,7,7,2,0,0,1.6,1,0,2,1
2022/2023,North Central,Benue,Gboko,Gboko East,"Government Secondary School, Gboko East",Male,ALL,NABTEB,Polytechnic,15,39,40,4,2,0,1.7,4,0,16,1
2022/2023,North Central,Benue,Gboko,Gboko East,"Government Secondary School, Gboko East",Male,ALL,NECO,Polytechnic,26,67,66,10,8,0,1.6,7,0,25,1
2022/2023,North Central,Benue,Gboko,Gboko East,"Government Secondary School, Gboko East",Male,ALL,WAEC,Polytechnic,34,86,97,20,18,0,1.6,10,0,34,1
2022/2023,North Central,Benue,Gboko,Gboko East,"Government Secondary School, Gboko East",Male,Disabled,NABTEB,Polytechnic,2,5,7,0,0,0,1.7,1,0,3,0
2022/2023,North Central,Benue,Gboko,Gboko East,"Government Secondary School, Gboko East",Male,Disabled,NECO,Polytechnic,2,5,4,0,0,0,1.6,1,0,2,0
2022/2023,North Central,Benue,Gboko,Gboko East,"Government Secondary School, Gboko East",Male,Disabled,WAEC,Polytechnic,3,7,9,2,0,0,1.6,1,0,3,1
2022/2023,North Central,Benue,Gboko,Gboko East,"Unity College, Gboko",Female,ALL,NABTEB,College of Education,19,51,59,14,12,0,1.8,5,0,20,1
2022/2023,North Central,Benue,Gboko,Gboko East,"Unity College, Gboko",Female,ALL,NECO,College of Education,36,92,110,20,18,0,1.8,10,0,40,1
2022/2023,North Central,Benue,Gboko,Gboko East,"Unity College, Gboko",Female,ALL,WAEC,College of Education,44,113,123,27,25,0,1.8,12,0,42,1
2022/2023,North Central,Benue,Gboko,Gboko East,"Unity College, Gboko",Female,Disabled,NABTEB,College of Education,2,5,4,2,0,0,1.8,1,0,1,1
2022/2023,North Central,Benue,Gboko,Gboko East,"Unity College, Gboko",Female,Disabled,NECO,College of Education,2,5,7,2,0,0,1.8,1,0,2,1
2022/2023,North Central,Benue,Gboko,Gboko East,"Unity College, Gboko",Female,Disabled,WAEC,College of Education,2,5,7,2,0,0,1.8,1,0,2,1
2022/2023,North Central,Benue,Gboko,Gboko East,"Unity College, Gboko",Male,ALL,NABTEB,College of Education,24,62,68,12,8,0,1.8,6,0,25,2
2022/2023,North Central,Benue,Gboko,Gboko East,"Unity College, Gboko",Male,ALL,NECO,College of Education,43,111,132,21,20,0,1.8,12,0,49,1
2022/2023,North Central,Benue,Gboko,Gboko East,"Unity College, Gboko",Male,ALL,WAEC,College of Education,52,132,141,27,25,0,1.8,15,0,50,1
2022/2023,North Central,Benue,Gboko,Gboko East,"Unity College, Gboko",Male,Disabled,NABTEB,College of Education,2,5,7,2,0,0,1.8,1,0,2,1
2022/2023,North Central,Benue,Gboko,Gboko East,"Unity College, Gboko",Male,Disabled,NECO,College of Education,2,5,7,2,0,0,1.8,1,0,2,1
2022/2023,North Central,Benue,Gboko,Gboko East,"Unity College, Gboko",Male,Disabled,WAEC,College of Education,3,7,7,2,0,0,1.8,1,0,2,1
2022/2023,North Central,Benue,Gboko,Gboko North West,"Community Secondary School, Gboko North West",Female,ALL,NABTEB,College of Education,18,46,48,8,6,0,1.8,5,0,18,1
2022/2023,North Central,Benue,Gboko,Gboko North West,"Community Secondary School, Gboko North West",Female,ALL,NECO,College of Education,30,76,81,16,14,0,1.8,9,0,29,1
2022/2023,North Central,Benue,Gboko,Gboko North West,"Community Secondary School, Gboko North West",Female,ALL,WAEC,College of Education,44,116,121,23,20,0,1.8,12,0,43,2
2022/2023,North Central,Benue,Gboko,Gboko North West,"Community Secondary School, Gboko North West",Female,Disabled,NABTEB,College of Education,2,5,4,2,0,0,1.8,1,0,1,1
2022/2023,North Central,Benue,Gboko,Gboko North West,"Community Secondary School, Gboko North West",Female,Disabled,NECO,College of Education,2,5,4,2,0,0,1.8,1,0,1,1
2022/2023,North Central,Benue,Gboko,Gboko North West,"Community Secondary School, Gboko North West",Female,Disabled,WAEC,College of Education,3,7,7,2,0,0,1.8,1,0,2,1
2022/2023,North Central,Benue,Gboko,Gboko North West,"Community Secondary School, Gboko North West",Male,ALL,NABTEB,College of Education,21,53,55,6,4,0,1.8,6,0,22,1
2022/2023,North Central,Benue,Gboko,Gboko North West,"Community Secondary School, Gboko North West",Male,ALL,NECO,College of Education,39,102,99,12,10,0,1.8,11,0,39,1
2022/2023,North Central,Benue,Gboko,Gboko North West,"Community Secondary School, Gboko North West",Male,ALL,WAEC,College of Education,59,153,169,21,18,0,1.8,16,0,66,2
2022/2023,North Central,Benue,Gboko,Gboko North West,"Community Secondary School, Gboko North West",Male,Disabled,NABTEB,College of Education,2,5,7,0,0,0,1.8,1,0,3,0
2022/2023,North Central,Benue,Gboko,Gboko North West,"Community Secondary School, Gboko North West",Male,Disabled,NECO,College of Education,2,5,4,0,0,0,1.8,1,0,2,0
2022/2023,North Central,Benue,Gboko,Gboko North West,"Community Secondary School, Gboko North West",Male,Disabled,WAEC,College of Education,4,9,11,2,0,0,1.8,1,0,4,1
2022/2023,North Central,Benue,Gboko,Gboko North West,"Comprehensive High School, Gboko North West",Female,ALL,NABTEB,Polytechnic,22,55,59,20,18,0,1.7,6,0,17,1
2022/2023,North Central,Benue,Gboko,Gboko North West,"Comprehensive High School, Gboko North West",Female,ALL,NECO,Polytechnic,39,102,121,39,35,0,1.6,10,0,35,2
2022/2023,North Central,Benue,Gboko,Gboko North West,"Comprehensive High School, Gboko North West",Female,ALL,WAEC,Polytechnic,57,146,178,53,47,0,1.6,16,0,54,3
2022/2023,North Central,Benue,Gboko,Gboko North West,"Comprehensive High School, Gboko North West",Female,Disabled,NABTEB,Polytechnic,2,5,4,4,2,0,1.7,1,0,0,1
2022/2023,North Central,Benue,Gboko,Gboko North West,"Comprehensive High School, Gboko North West",Female,Disabled,NECO,Polytechnic,2,5,7,2,0,0,1.6,1,0,2,1
2022/2023,North Central,Benue,Gboko,Gboko North West,"Comprehensive High School, Gboko North West",Female,Disabled,WAEC,Polytechnic,4,9,11,2,0,0,1.6,1,0,4,1
2022/2023,North Central,Benue,Gboko,Gboko North West,"Comprehensive High School, Gboko North West",Male,ALL,NABTEB,Polytechnic,26,67,75,20,18,0,1.7,7,0,24,1
2022/2023,North Central,Benue,Gboko,Gboko North West,"Comprehensive High School, Gboko North West",Male,ALL,NECO,Polytechnic,44,116,134,31,29,0,1.6,12,0,45,1
2022/2023,North Central,Benue,Gboko,Gboko North West,"Comprehensive High School, Gboko North West",Male,ALL,WAEC,Polytechnic,64,164,198,47,45,0,1.6,18,0,66,1
2022/2023,North Central,Benue,Gboko,Gboko North West,"Comprehensive High School, Gboko North West",Male,Disabled,NABTEB,Polytechnic,2,5,7,4,2,0,1.7,1,0,1,1
2022/2023,North Central,Benue,Gboko,Gboko North West,"Comprehensive High School, Gboko North West",Male,Disabled,NECO,Polytechnic,3,7,7,2,0,0,1.6,1,0,2,1
2022/2023,North Central,Benue,Gboko,Gboko North West,"Comprehensive High School, Gboko North West",Male,Disabled,WAEC,Polytechnic,4,12,13,2,0,0,1.6,1,0,5,1
2022/2023,North Central,Benue,Gboko,Gboko North West,"Government Secondary School, Gboko North West",Female,ALL,NABTEB,University,22,55,59,162,123,53,1.6,6,0,0,20
2022/2023,North Central,Benue,Gboko,Gboko North West,"Government Secondary School, Gboko North West",Female,ALL,NECO,University,44,116,121,316,268,53,1.5,12,0,0,25
2022/2023,North Central,Benue,Gboko,Gboko North West,"Government Secondary School, Gboko North West",Female,ALL,WAEC,University,63,162,180,500,445,53,1.5,18,0,0,28
2022/2023,North Central,Benue,Gboko,Gboko North West,"Government Secondary School, Gboko North West",Female,Disabled,NABTEB,University,2,5,4,33,23,0,1.6,1,0,0,5
2022/2023,North Central,Benue,Gboko,Gboko North West,"Government Secondary School, Gboko North West",Female,Disabled,NECO,University,4,9,9,27,23,0,1.5,1,0,0,2
2022/2023,North Central,Benue,Gboko,Gboko North West,"Government Secondary School, Gboko North West",Female,Disabled,WAEC,University,6,14,15,21,20,0,1.5,2,0,0,1
2022/2023,North Central,Benue,Gboko,Gboko North West,"Government Secondary School, Gboko North West",Male,ALL,NABTEB,University,26,67,70,117,84,26,1.6,7,0,0,17
2022/2023,North Central,Benue,Gboko,Gboko North West,"Government Secondary School, Gboko North West",Male,ALL,NECO,University,49,127,134,213,191,26,1.5,13,0,0,11
2022/2023,North Central,Benue,Gboko,Gboko North West,"Government Secondary School, Gboko North West",Male,ALL,WAEC,University,80,206,224,463,445,26,1.5,22,0,0,9
2022/2023,North Central,Benue,Gboko,Gboko North West,"Government Secondary School, Gboko North West",Male,Disabled,NABTEB,University,2,5,7,0,0,0,1.6,1,0,3,0
2022/2023,North Central,Benue,Gboko,Gboko North West,"Government Secondary School, Gboko North West",Male,Disabled,NECO,University,4,12,11,0,0,0,1.5,1,0,5,0
2022/2023,North Central,Benue,Gboko,Gboko North West,"Government Secondary School, Gboko North West",Male,Disabled,WAEC,University,7,18,18,21,20,0,1.5,2,0,0,1
2022/2023,North Central,Benue,Gboko,Gboko North West,"Unity College, Gboko",Female,ALL,NABTEB,College of Education,29,74,77,12,8,0,1.8,8,0,29,2
2022/2023,North Central,Benue,Gboko,Gboko North West,"Unity College, Gboko",Female,ALL,NECO,College of Education,60,155,165,27,23,0,1.8,17,0,61,2
2022/2023,North Central,Benue,Gboko,Gboko North West,"Unity College, Gboko",Female,ALL,WAEC,College of Education,66,171,174,29,27,0,1.8,18,0,64,1
2022/2023,North Central,Benue,Gboko,Gboko North West,"Unity College, Gboko",Female,Disabled,NABTEB,College of Education,2,5,4,2,0,0,1.8,1,0,1,1
2022/2023,North Central,Benue,Gboko,Gboko North West,"Unity College, Gboko",Female,Disabled,NECO,College of Education,3,7,9,2,0,0,1.8,1,0,3,1
2022/2023,North Central,Benue,Gboko,Gboko North West,"Unity College, Gboko",Female,Disabled,WAEC,College of Education,4,9,11,2,0,0,1.8,1,0,4,1
2022/2023,North Central,Benue,Gboko,Gboko North West,"Unity College, Gboko",Male,ALL,NABTEB,College of Education,41,106,108,14,12,0,1.8,11,0,42,1
2022/2023,North Central,Benue,Gboko,Gboko North West,"Unity College, Gboko",Male,ALL,NECO,College of Education,74,192,211,29,27,0,1.8,20,0,81,1
2022/2023,North Central,Benue,Gboko,Gboko North West,"Unity College, Gboko",Male,ALL,WAEC,College of Education,107,275,270,39,35,0,1.8,30,0,103,2
2022/2023,North Central,Benue,Gboko,Gboko North West,"Unity College, Gboko",Male,Disabled,NABTEB,College of Education,2,5,7,0,0,0,1.8,1,0,3,0
2022/2023,North Central,Benue,Gboko,Gboko North West,"Unity College, Gboko",Male,Disabled,NECO,College of Education,4,12,13,2,0,0,1.8,1,0,5,1
2022/2023,North Central,Benue,Gboko,Gboko North West,"Unity College, Gboko",Male,Disabled,WAEC,College of Education,6,16,15,2,0,0,1.8,2,0,6,1
2022/2023,North Central,Benue,Katsina-Ala,Ikurav Tiev I,"Community Secondary School, Ikurav Tiev I",Female,ALL,NABTEB,University,19,49,48,117,115,0,1.6,5,0,0,1
2022/2023,North Central,Benue,Katsina-Ala,Ikurav Tiev I,"Community Secondary School, Ikurav Tiev I",Female,ALL,NECO,University,40,104,116,287,268,26,1.5,11,0,0,10
2022/2023,North Central,Benue,Katsina-Ala,Ikurav Tiev I,"Community Secondary School, Ikurav Tiev I",Female,ALL,WAEC,University,44,116,123,332,330,0,1.5,12,0,0,1
2022/2023,North Central,Benue,Katsina-Ala,Ikurav Tiev I,"Community Secondary School, Ikurav Tiev I",Female,Disabled,NABTEB,University,2,5,4,33,29,0,1.6,1,0,0,2
2022/2023,North Central,Benue,Katsina-Ala,Ikurav Tiev I,"Community Secondary School, Ikurav Tiev I",Female,Disabled,NECO,University,4,9,13,27,23,0,1.5,1,0,0,2
2022/2023,North Central,Benue,Katsina-Ala,Ikurav Tiev I,"Community Secondary School, Ikurav Tiev I",Female,Disabled,WAEC,University,4,12,13,27,23,0,1.5,1,0,0,2
2022/2023,North Central,Benue,Katsina-Ala,Ikurav Tiev I,"Community Secondary School, Ikurav Tiev I",Male,ALL,NABTEB,University,23,60,68,162,123,53,1.6,6,0,0,20
2022/2023,North Central,Benue,Katsina-Ala,Ikurav Tiev I,"Community Secondary School, Ikurav Tiev I",Male,ALL,NECO,University,44,116,119,287,268,26,1.5,12,0,0,10
2022/2023,North Central,Benue,Katsina-Ala,Ikurav Tiev I,"Community Secondary School, Ikurav Tiev I",Male,ALL,WAEC,University,58,150,167,332,330,0,1.5,16,0,0,1
2022/2023,North Central,Benue,Katsina-Ala,Ikurav Tiev I,"Community Secondary School, Ikurav Tiev I",Male,Disabled,NABTEB,University,2,5,7,33,29,0,1.6,1,0,0,2
2022/2023,North Central,Benue,Katsina-Ala,Ikurav Tiev I,"Community Secondary School, Ikurav Tiev I",Male,Disabled,NECO,University,4,12,13,27,23,0,1.5,1,0,0,2
2022/2023,North Central,Benue,Katsina-Ala,Ikurav Tiev I,"Community Secondary School, Ikurav Tiev I",Male,Disabled,WAEC,University,6,14,15,21,20,0,1.5,2,0,0,1
2022/2023,North Central,Benue,Katsina-Ala,Ikurav Tiev I,"Comprehensive High School, Ikurav Tiev I",Female,ALL,NABTEB,Polytechnic,24,60,64,16,14,0,1.7,7,0,21,1
2022/2023,North Central,Benue,Katsina-Ala,Ikurav Tiev I,"Comprehensive High School, Ikurav Tiev I",Female,ALL,NECO,Polytechnic,45,116,127,29,27,0,1.6,13,0,43,1
2022/2023,North Central,Benue,Katsina-Ala,Ikurav Tiev I,"Comprehensive High School, Ikurav Tiev I",Female,ALL,WAEC,Polytechnic,64,164,174,51,47,0,1.6,18,0,53,2
2022/2023,North Central,Benue,Katsina-Ala,Ikurav Tiev I,"Comprehensive High School, Ikurav Tiev I",Female,Disabled,NABTEB,Polytechnic,2,5,4,4,2,0,1.7,1,0,0,1
2022/2023,North Central,Benue,Katsina-Ala,Ikurav Tiev I,"Comprehensive High School, Ikurav Tiev I",Female,Disabled,NECO,Polytechnic,4,9,13,2,0,0,1.6,2,0,5,1
2022/2023,North Central,Benue,Katsina-Ala,Ikurav Tiev I,"Comprehensive High School, Ikurav Tiev I",Female,Disabled,WAEC,Polytechnic,6,16,18,6,4,0,1.6,2,0,5,1
