session,zone,state,lga,ward,school,gender,disability,exam_body,institution_type,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,North Central,Kogi,Ankpa,Ankpa II,"Comprehensive High School, Ankpa II",Female,ALL,NECO,Polytechnic,19,49,54,90,88,0,1.6,6,0,0,1
2022/2023,North Central,Kogi,Ankpa,Ankpa II,"Comprehensive High School, Ankpa II",Female,ALL,WAEC,Polytechnic,24,63,73,125,117,0,1.6,8,0,0,5
2022/2023,North Central,Kogi,Ankpa,Ankpa II,"Comprehensive High School, Ankpa II",Female,Disabled,NABTEB,Polytechnic,1,2,2,7,5,0,1.7,0,0,0,1
2022/2023,North Central,Kogi,Ankpa,Ankpa II,"Comprehensive High School, Ankpa II",Female,Disabled,NECO,Polytechnic,1,4,4,7,5,0,1.6,0,0,0,1
2022/2023,North Central,Kogi,Ankpa,Ankpa II,"Comprehensive High School, Ankpa II",Female,Disabled,WAEC,Polytechnic,2,4,4,5,3,0,1.6,1,0,0,1
2022/2023,North Central,Kogi,Ankpa,Ankpa II,"Comprehensive High School, Ankpa II",Male,ALL,NABTEB,Polytechnic,10,26,30,48,40,0,1.7,3,0,0,5
2022/2023,North Central,Kogi,Ankpa,Ankpa II,"Comprehensive High School, Ankpa II",Male,ALL,NECO,Polytechnic,18,45,51,82,80,0,1.6,6,0,0,1
2022/2023,North Central,Kogi,Ankpa,Ankpa II,"Comprehensive High School, Ankpa II",Male,ALL,WAEC,Polytechnic,21,55,64,92,82,0,1.6,6,0,0,6
2022/2023,North Central,Kogi,Ankpa,Ankpa II,"Comprehensive High School, Ankpa II",Male,Disabled,NABTEB,Polytechnic,1,2,2,7,5,0,1.7,0,0,0,1
2022/2023,North Central,Kogi,Ankpa,Ankpa II,"Comprehensive High School, Ankpa II",Male,Disabled,NECO,Polytechnic,1,4,4,7,5,0,1.6,0,0,0,1
2022/2023,North Central,Kogi,Ankpa,Ankpa II,"Comprehensive High School, Ankpa II",Male,Disabled,WAEC,Polytechnic,2,4,6,5,3,0,1.6,1,0,0,1
2022/2023,North Central,Kogi,Ankpa,Ankpa II,"Government Secondary School, Ankpa II",Female,ALL,NABTEB,Polytechnic,7,18,19,38,30,0,1.7,2,0,0,5
2022/2023,North Central,Kogi,Ankpa,Ankpa II,"Government Secondary School, Ankpa II",Female,ALL,NECO,Polytechnic,14,35,43,63,60,0,1.6,5,0,0,2
2022/2023,North Central,Kogi,Ankpa,Ankpa II,"Government Secondary School, Ankpa II",Female,ALL,WAEC,Polytechnic,17,45,51,83,82,0,1.6,5,0,0,1
2022/2023,North Central,Kogi,Ankpa,Ankpa II,"Government Secondary School, Ankpa II",Female,Disabled,NABTEB,Polytechnic,1,2,2,7,5,0,1.7,0,0,0,1
2022/2023,North Central,Kogi,Ankpa,Ankpa II,"Government Secondary School, Ankpa II",Female,Disabled,NECO,Polytechnic,1,4,4,7,5,0,1.6,0,0,0,1
2022/2023,North Central,Kogi,Ankpa,Ankpa II,"Government Secondary School, Ankpa II",Female,Disabled,WAEC,Polytechnic,2,4,6,5,3,0,1.6,1,0,0,1
2022/2023,North Central,Kogi,Ankpa,Ankpa II,"Government Secondary School, Ankpa II",Male,ALL,NABTEB,Polytechnic,7,20,24,38,30,0,1.7,2,0,0,5
2022/2023,North Central,Kogi,Ankpa,Ankpa II,"Government Secondary School, Ankpa II",Male,ALL,NECO,Polytechnic,16,41,45,63,60,0,1.6,5,0,0,2
2022/2023,North Central,Kogi,Ankpa,Ankpa II,"Government Secondary School, Ankpa II",Male,ALL,WAEC,Polytechnic,19,47,54,83,73,0,1.6,7,0,0,6
2022/2023,North Central,Kogi,Ankpa,Ankpa II,"Government Secondary School, Ankpa II",Male,Disabled,NABTEB,Polytechnic,1,2,2,7,5,0,1.7,0,0,0,1
2022/2023,North Central,Kogi,Ankpa,Ankpa II,"Government Secondary School, Ankpa II",Male,Disabled,NECO,Polytechnic,1,4,4,7,5,0,1.6,0,0,0,1
2022/2023,North Central,Kogi,Ankpa,Ankpa II,"Government Secondary School, Ankpa II",Male,Disabled,WAEC,Polytechnic,2,6,6,5,3,0,1.6,0,0,0,1
2022/2023,North Central,Kogi,Ankpa,Ankpa II,"Unity College, Ankpa",Female,ALL,NABTEB,Polytechnic,11,30,32,48,40,0,1.7,3,0,0,5
2022/2023,North Central,Kogi,Ankpa,Ankpa II,"Unity College, Ankpa",Female,ALL,NECO,Polytechnic,23,59,69,117,110,0,1.6,8,0,0,4
2022/2023,North Central,Kogi,Ankpa,Ankpa II,"Unity College, Ankpa",Female,ALL,WAEC,Polytechnic,29,75,86,133,127,0,1.6,9,0,0,4
2022/2023,North Central,Kogi,Ankpa,Ankpa II,"Unity College, Ankpa",Female,Disabled,NABTEB,Polytechnic,1,2,2,7,5,0,1.7,0,0,0,1
2022/2023,North Central,Kogi,Ankpa,Ankpa II,"Unity College, Ankpa",Female,Disabled,NECO,Polytechnic,2,4,6,7,5,0,1.6,1,0,0,1
2022/2023,North Central,Kogi,Ankpa,Ankpa II,"Unity College, Ankpa",Female,Disabled,WAEC,Polytechnic,2,4,6,5,3,0,1.6,1,0,0,1
2022/2023,North Central,Kogi,Ankpa,Ankpa II,"Unity College, Ankpa",Male,ALL,NABTEB,Polytechnic,14,37,41,58,50,0,1.7,4,0,0,5
2022/2023,North Central,Kogi,Ankpa,Ankpa II,"Unity College, Ankpa",Male,ALL,NECO,Polytechnic,27,69,81,135,130,0,1.6,9,0,0,3
2022/2023,North Central,Kogi,Ankpa,Ankpa II,"Unity College, Ankpa",Male,ALL,WAEC,Polytechnic,34,89,97,166,155,22,1.6,11,0,0,7
2022/2023,North Central,Kogi,Ankpa,Ankpa II,"Unity College, Ankpa",Male,Disabled,NABTEB,Polytechnic,1,2,4,7,5,0,1.7,1,0,0,1
2022/2023,North Central,Kogi,Ankpa,Ankpa II,"Unity College, Ankpa",Male,Disabled,NECO,Polytechnic,2,4,6,7,5,0,1.6,1,0,0,1
2022/2023,North Central,Kogi,Ankpa,Ankpa II,"Unity College, Ankpa",Male,Disabled,WAEC,Polytechnic,2,6,6,10,8,0,1.6,1,0,0,1
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Community Secondary School, Ankpa Suburb I",Female,ALL,NABTEB,Polytechnic,11,30,34,38,37,0,1.7,3,0,0,1
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Community Secondary School, Ankpa Suburb I",Female,ALL,NECO,Polytechnic,21,55,60,72,68,0,1.6,7,0,0,2
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Community Secondary School, Ankpa Suburb I",Female,ALL,WAEC,Polytechnic,29,77,79,117,108,0,1.6,9,0,0,5
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Community Secondary School, Ankpa Suburb I",Female,Disabled,NABTEB,Polytechnic,1,2,4,7,5,0,1.7,1,0,0,1
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Community Secondary School, Ankpa Suburb I",Female,Disabled,NECO,Polytechnic,2,4,6,7,5,0,1.6,1,0,0,1
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Community Secondary School, Ankpa Suburb I",Female,Disabled,WAEC,Polytechnic,3,8,7,10,8,0,1.6,1,0,0,1
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Community Secondary School, Ankpa Suburb I",Male,ALL,NABTEB,Polytechnic,12,30,34,38,30,0,1.7,4,0,0,5
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Community Secondary School, Ankpa Suburb I",Male,ALL,NECO,Polytechnic,21,55,60,82,68,22,1.6,7,0,0,8
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Community Secondary School, Ankpa Suburb I",Male,ALL,WAEC,Polytechnic,26,67,71,92,90,0,1.6,8,0,0,1
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Community Secondary School, Ankpa Suburb I",Male,Disabled,NABTEB,Polytechnic,1,2,4,7,5,0,1.7,1,0,0,1
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Community Secondary School, Ankpa Suburb I",Male,Disabled,NECO,Polytechnic,2,6,6,7,5,0,1.6,0,0,0,1
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Community Secondary School, Ankpa Suburb I",Male,Disabled,WAEC,Polytechnic,2,6,7,5,3,0,1.6,1,0,1,1
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Comprehensive High School, Ankpa Suburb I",Female,ALL,NABTEB,College of Education,12,32,37,23,20,0,1.8,4,0,6,2
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Comprehensive High School, Ankpa Suburb I",Female,ALL,NECO,College of Education,26,67,79,52,48,0,1.8,8,0,11,2
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Comprehensive High School, Ankpa Suburb I",Female,ALL,WAEC,College of Education,29,73,82,60,57,0,1.8,10,0,8,2
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Comprehensive High School, Ankpa Suburb I",Female,Disabled,NABTEB,College of Education,1,2,4,3,2,0,1.8,1,0,0,1
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Comprehensive High School, Ankpa Suburb I",Female,Disabled,NECO,College of Education,2,4,6,3,2,0,1.8,1,0,1,1
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Comprehensive High School, Ankpa Suburb I",Female,Disabled,WAEC,College of Education,2,6,6,5,3,0,1.8,0,0,0,1
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Comprehensive High School, Ankpa Suburb I",Male,ALL,NABTEB,College of Education,11,28,32,23,20,0,1.8,4,0,3,2
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Comprehensive High School, Ankpa Suburb I",Male,ALL,NECO,College of Education,21,55,62,35,32,0,1.8,7,0,12,2
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Comprehensive High School, Ankpa Suburb I",Male,ALL,WAEC,College of Education,27,69,84,50,47,0,1.8,9,0,15,2
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Comprehensive High School, Ankpa Suburb I",Male,Disabled,NABTEB,College of Education,1,2,2,3,2,0,1.8,0,0,0,1
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Comprehensive High School, Ankpa Suburb I",Male,Disabled,NECO,College of Education,2,4,6,3,2,0,1.8,1,0,1,1
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Comprehensive High School, Ankpa Suburb I",Male,Disabled,WAEC,College of Education,2,4,6,2,0,0,1.8,1,0,2,1
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Government Secondary School, Ankpa Suburb I",Female,ALL,NABTEB,College of Education,13,35,39,27,23,0,1.8,4,0,5,2
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Government Secondary School, Ankpa Suburb I",Female,ALL,NECO,College of Education,24,63,71,47,43,0,1.8,8,0,10,2
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Government Secondary School, Ankpa Suburb I",Female,ALL,WAEC,College of Education,32,85,94,67,62,0,1.8,10,0,10,3
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Government Secondary School, Ankpa Suburb I",Female,Disabled,NABTEB,College of Education,1,4,4,2,0,0,1.8,0,0,1,1
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Government Secondary School, Ankpa Suburb I",Female,Disabled,NECO,College of Education,2,6,7,3,2,0,1.8,1,0,2,1
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Government Secondary School, Ankpa Suburb I",Female,Disabled,WAEC,College of Education,3,8,9,5,3,0,1.8,1,0,2,1
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Government Secondary School, Ankpa Suburb I",Male,ALL,NABTEB,College of Education,16,43,52,27,23,0,1.8,5,0,12,2
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Government Secondary School, Ankpa Suburb I",Male,ALL,NECO,College of Education,31,79,90,53,52,0,1.8,10,0,16,1
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Government Secondary School, Ankpa Suburb I",Male,ALL,WAEC,College of Education,42,110,122,83,75,0,1.8,13,0,15,5
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Government Secondary School, Ankpa Suburb I",Male,Disabled,NABTEB,College of Education,2,4,6,3,2,0,1.8,1,0,1,1
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Government Secondary School, Ankpa Suburb I",Male,Disabled,NECO,College of Education,3,8,9,5,3,0,1.8,1,0,2,1
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Government Secondary School, Ankpa Suburb I",Male,Disabled,WAEC,College of Education,4,10,11,5,3,0,1.8,1,0,3,1
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Unity College, Ankpa",Female,ALL,NABTEB,Polytechnic,10,28,30,38,30,0,1.7,3,0,0,5
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Unity College, Ankpa",Female,ALL,NECO,Polytechnic,21,53,58,90,80,0,1.6,7,0,0,6
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Unity College, Ankpa",Female,ALL,WAEC,Polytechnic,24,63,64,92,82,0,1.6,7,0,0,6
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Unity College, Ankpa",Female,Disabled,NABTEB,Polytechnic,1,2,2,7,5,0,1.7,0,0,0,1
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Unity College, Ankpa",Female,Disabled,NECO,Polytechnic,2,4,4,7,5,0,1.6,1,0,0,1
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Unity College, Ankpa",Female,Disabled,WAEC,Polytechnic,2,4,6,5,3,0,1.6,1,0,0,1
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Unity College, Ankpa",Male,ALL,NABTEB,Polytechnic,12,30,32,28,22,0,1.7,4,0,0,4
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Unity College, Ankpa",Male,ALL,NECO,Polytechnic,23,57,64,72,68,0,1.6,8,0,0,2
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Unity College, Ankpa",Male,ALL,WAEC,Polytechnic,29,75,79,100,90,0,1.6,10,0,0,6
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Unity College, Ankpa",Male,Disabled,NABTEB,Polytechnic,1,2,2,0,0,0,1.7,1,0,1,0
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Unity College, Ankpa",Male,Disabled,NECO,Polytechnic,2,6,6,7,5,0,1.6,0,0,0,1
2022/2023,North Central,Kogi,Ankpa,Ankpa Suburb I,"Unity College, Ankpa",Male,Disabled,WAEC,Polytechnic,2,6,6,5,3,0,1.6,1,0,0,1
2022/2023,North Central,Kogi,Idah,Ede,"Community Secondary School, Ede",Female,ALL,NABTEB,College of Education,9,24,24,12,10,0,1.8,2,0,6,1
2022/2023,North Central,Kogi,Idah,Ede,"Community Secondary School, Ede",Female,ALL,NECO,College of Education,15,37,39,22,20,0,1.8,5,0,8,1
2022/2023,North Central,Kogi,Idah,Ede,"Community Secondary School, Ede",Female,ALL,WAEC,College of Education,20,51,52,27,25,0,1.8,6,0,12,1
2022/2023,North Central,Kogi,Idah,Ede,"Community Secondary School, Ede",Female,Disabled,NABTEB,College of Education,1,2,2,0,0,0,1.8,0,0,1,0
2022/2023,North Central,Kogi,Idah,Ede,"Community Secondary School, Ede",Female,Disabled,NECO,College of Education,1,4,4,3,2,0,1.8,0,0,0,1
2022/2023,North Central,Kogi,Idah,Ede,"Community Secondary School, Ede",Female,Disabled,WAEC,College of Education,2,4,6,2,0,0,1.8,1,0,2,1
2022/2023,North Central,Kogi,Idah,Ede,"Community Secondary School, Ede",Male,ALL,NABTEB,College of Education,9,24,24,8,7,0,1.8,3,0,8,1
2022/2023,North Central,Kogi,Idah,Ede,"Community Secondary School, Ede",Male,ALL,NECO,College of Education,16,41,41,18,15,0,1.8,5,0,11,2
2022/2023,North Central,Kogi,Idah,Ede,"Community Secondary School, Ede",Male,ALL,WAEC,College of Education,21,55,60,30,25,0,1.8,7,0,14,3
2022/2023,North Central,Kogi,Idah,Ede,"Community Secondary School, Ede",Male,Disabled,NABTEB,College of Education,1,2,2,0,0,0,1.8,0,0,1,0
2022/2023,North Central,Kogi,Idah,Ede,"Community Secondary School, Ede",Male,Disabled,NECO,College of Education,1,4,4,0,0,0,1.8,0,0,2,0
2022/2023,North Central,Kogi,Idah,Ede,"Community Secondary School, Ede",Male,Disabled,WAEC,College of Education,2,6,6,0,0,0,1.8,0,0,3,0
2022/2023,North Central,Kogi,Idah,Ede,"Comprehensive High School, Ede",Female,ALL,NABTEB,College of Education,5,14,15,12,10,0,1.8,2,0,1,1
2022/2023,North Central,Kogi,Idah,Ede,"Comprehensive High School, Ede",Female,ALL,NECO,College of Education,10,26,28,18,15,0,1.8,3,0,4,2
