session,zone,state,lga,ward,school,gender,disability,exam_body,institution_type,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Government Secondary School, Lafiagi I",Female,Disabled,NECO,University,2,6,7,9,8,0,1.5,2,0,0,1
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Government Secondary School, Lafiagi I",Female,Disabled,WAEC,University,3,8,8,9,8,0,1.5,2,0,0,1
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Government Secondary School, Lafiagi I",Male,ALL,NABTEB,University,13,36,39,53,41,11,1.6,8,0,0,15
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Government Secondary School, Lafiagi I",Male,ALL,NECO,University,27,71,80,103,98,11,1.5,17,0,0,7
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Government Secondary School, Lafiagi I",Male,ALL,WAEC,University,37,95,98,122,107,11,1.5,24,0,0,18
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Government Secondary School, Lafiagi I",Male,Disabled,NABTEB,University,1,4,4,9,8,0,1.6,0,0,0,1
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Government Secondary School, Lafiagi I",Male,Disabled,NECO,University,3,7,8,9,8,0,1.5,2,0,0,1
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Government Secondary School, Lafiagi I",Male,Disabled,WAEC,University,3,9,9,9,8,0,1.5,2,0,0,1
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Unity College, Edu",Female,ALL,NABTEB,University,16,40,45,53,41,11,1.6,10,0,0,15
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Unity College, Edu",Female,ALL,NECO,University,33,86,92,128,126,0,1.5,22,0,0,2
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Unity College, Edu",Female,ALL,WAEC,University,38,99,105,142,129,11,1.5,25,0,0,15
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Unity College, Edu",Female,Disabled,NABTEB,University,2,4,4,9,8,0,1.6,1,0,0,1
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Unity College, Edu",Female,Disabled,NECO,University,3,9,8,9,8,0,1.5,2,0,0,1
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Unity College, Edu",Female,Disabled,WAEC,University,4,10,10,9,8,0,1.5,3,0,0,1
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Unity College, Edu",Male,ALL,NABTEB,University,14,37,42,65,57,11,1.6,9,0,0,10
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Unity College, Edu",Male,ALL,NECO,University,32,83,90,103,98,11,1.5,21,0,0,7
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Unity College, Edu",Male,ALL,WAEC,University,41,105,114,142,129,11,1.5,27,0,0,15
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Unity College, Edu",Male,Disabled,NABTEB,University,1,4,4,9,8,0,1.6,0,0,0,1
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Unity College, Edu",Male,Disabled,NECO,University,3,8,9,9,8,0,1.5,2,0,0,1
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Unity College, Edu",Male,Disabled,WAEC,University,4,10,10,9,8,0,1.5,2,0,0,1
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Community Secondary School, Lafiagi II",Female,ALL,NABTEB,Polytechnic,22,57,58,8,7,0,1.7,14,0,52,2
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Community Secondary School, Lafiagi II",Female,ALL,NECO,Polytechnic,45,116,131,21,18,0,1.6,30,0,115,3
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Community Secondary School, Lafiagi II",Female,ALL,WAEC,Polytechnic,57,147,154,28,25,0,1.6,37,0,130,4
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Community Secondary School, Lafiagi II",Female,Disabled,NABTEB,Polytechnic,2,5,6,2,1,0,1.7,1,0,4,1
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Community Secondary School, Lafiagi II",Female,Disabled,NECO,Polytechnic,3,9,8,2,1,0,1.6,2,0,7,1
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Community Secondary School, Lafiagi II",Female,Disabled,WAEC,Polytechnic,4,10,10,2,1,0,1.6,3,0,9,1
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Community Secondary School, Lafiagi II",Male,ALL,NABTEB,Polytechnic,19,48,53,8,7,0,1.7,12,0,46,2
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Community Secondary School, Lafiagi II",Male,ALL,NECO,Polytechnic,38,98,108,18,16,0,1.6,25,0,93,3
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Community Secondary School, Lafiagi II",Male,ALL,WAEC,Polytechnic,48,124,133,22,19,0,1.6,31,0,116,3
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Community Secondary School, Lafiagi II",Male,Disabled,NABTEB,Polytechnic,1,4,4,2,1,0,1.7,0,0,2,1
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Community Secondary School, Lafiagi II",Male,Disabled,NECO,Polytechnic,3,8,8,2,1,0,1.6,2,0,7,1
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Community Secondary School, Lafiagi II",Male,Disabled,WAEC,Polytechnic,3,9,9,2,1,0,1.6,2,0,8,1
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Comprehensive High School, Lafiagi II",Female,ALL,NABTEB,College of Education,12,31,31,7,6,0,1.8,7,0,25,1
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Comprehensive High School, Lafiagi II",Female,ALL,NECO,College of Education,24,61,64,18,17,0,1.8,16,0,46,2
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Comprehensive High School, Lafiagi II",Female,ALL,WAEC,College of Education,27,69,70,21,19,0,1.8,17,0,50,2
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Comprehensive High School, Lafiagi II",Female,Disabled,NABTEB,College of Education,2,4,4,0,0,0,1.8,1,0,4,0
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Comprehensive High School, Lafiagi II",Female,Disabled,NECO,College of Education,2,4,5,2,1,0,1.8,1,0,3,1
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Comprehensive High School, Lafiagi II",Female,Disabled,WAEC,College of Education,2,4,5,2,1,0,1.8,1,0,3,1
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Comprehensive High School, Lafiagi II",Male,ALL,NABTEB,College of Education,11,29,27,7,6,0,1.8,7,0,21,1
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Comprehensive High School, Lafiagi II",Male,ALL,NECO,College of Education,21,53,53,18,17,0,1.8,14,0,35,2
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Comprehensive High School, Lafiagi II",Male,ALL,WAEC,College of Education,23,58,59,18,18,0,1.8,15,0,41,1
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Comprehensive High School, Lafiagi II",Male,Disabled,NABTEB,College of Education,1,4,4,0,0,0,1.8,0,0,4,0
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Comprehensive High School, Lafiagi II",Male,Disabled,NECO,College of Education,1,4,3,2,1,0,1.8,0,1,1,1
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Comprehensive High School, Lafiagi II",Male,Disabled,WAEC,College of Education,1,4,5,2,1,0,1.8,0,0,3,1
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Government Secondary School, Lafiagi II",Female,ALL,NABTEB,College of Education,24,63,69,18,17,0,1.8,16,0,52,2
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Government Secondary School, Lafiagi II",Female,ALL,NECO,College of Education,40,105,112,28,27,0,1.8,26,0,86,1
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Government Secondary School, Lafiagi II",Female,ALL,WAEC,College of Education,59,153,160,48,45,0,1.8,39,0,114,3
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Government Secondary School, Lafiagi II",Female,Disabled,NABTEB,College of Education,2,6,6,2,1,0,1.8,1,0,4,1
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Government Secondary School, Lafiagi II",Female,Disabled,NECO,College of Education,4,11,12,2,1,0,1.8,2,0,11,1
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Government Secondary School, Lafiagi II",Female,Disabled,WAEC,College of Education,5,14,14,3,3,0,1.8,3,0,11,1
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Government Secondary School, Lafiagi II",Male,ALL,NABTEB,College of Education,24,61,68,16,13,0,1.8,16,0,53,3
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Government Secondary School, Lafiagi II",Male,ALL,NECO,College of Education,42,108,120,37,33,0,1.8,27,0,84,4
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Government Secondary School, Lafiagi II",Male,ALL,WAEC,College of Education,56,143,146,37,33,0,1.8,37,0,112,4
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Government Secondary School, Lafiagi II",Male,Disabled,NABTEB,College of Education,2,6,6,2,1,0,1.8,1,0,4,1
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Government Secondary School, Lafiagi II",Male,Disabled,NECO,College of Education,4,10,10,2,1,0,1.8,2,0,9,1
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Government Secondary School, Lafiagi II",Male,Disabled,WAEC,College of Education,6,14,14,3,3,0,1.8,4,0,11,1
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Unity College, Edu",Female,ALL,NABTEB,University,25,66,81,103,98,11,1.6,16,0,0,7
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Unity College, Edu",Female,ALL,NECO,University,43,112,130,181,170,11,1.5,28,0,0,13
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Unity College, Edu",Female,ALL,WAEC,University,59,152,176,243,227,22,1.5,38,0,0,19
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Unity College, Edu",Female,Disabled,NABTEB,University,2,5,6,9,8,0,1.6,1,0,0,1
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Unity College, Edu",Female,Disabled,NECO,University,3,9,10,9,8,0,1.5,2,0,0,1
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Unity College, Edu",Female,Disabled,WAEC,University,5,13,14,16,14,0,1.5,3,0,0,2
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Unity College, Edu",Male,ALL,NABTEB,University,28,72,85,118,113,0,1.6,18,0,0,6
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Unity College, Edu",Male,ALL,NECO,University,48,123,136,166,154,11,1.5,31,0,0,14
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Unity College, Edu",Male,ALL,WAEC,University,61,158,189,275,248,34,1.5,40,0,0,32
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Unity College, Edu",Male,Disabled,NABTEB,University,2,6,6,9,8,0,1.6,1,0,0,1
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Unity College, Edu",Male,Disabled,NECO,University,4,11,11,9,8,0,1.5,3,0,1,1
2022/2023,North Central,Kwara,Edu,Lafiagi II,"Unity College, Edu",Male,Disabled,WAEC,University,5,13,16,16,14,0,1.5,4,0,0,2
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Community Secondary School, Lafiagi III",Female,ALL,NABTEB,College of Education,24,63,69,18,17,0,1.8,16,0,52,2
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Community Secondary School, Lafiagi III",Female,ALL,NECO,College of Education,50,129,144,39,37,0,1.8,32,0,106,3
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Community Secondary School, Lafiagi III",Female,ALL,WAEC,College of Education,69,178,190,60,53,11,1.8,45,0,131,8
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Community Secondary School, Lafiagi III",Female,Disabled,NABTEB,College of Education,2,5,6,2,1,0,1.8,1,0,4,1
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Community Secondary School, Lafiagi III",Female,Disabled,NECO,College of Education,4,11,12,3,2,0,1.8,2,0,10,1
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Community Secondary School, Lafiagi III",Female,Disabled,WAEC,College of Education,5,14,14,3,3,0,1.8,3,0,11,1
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Community Secondary School, Lafiagi III",Male,ALL,NABTEB,College of Education,23,60,68,18,17,0,1.8,15,0,50,2
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Community Secondary School, Lafiagi III",Male,ALL,NECO,College of Education,46,118,125,37,33,0,1.8,30,0,89,4
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Community Secondary School, Lafiagi III",Male,ALL,WAEC,College of Education,60,155,170,53,48,0,1.8,39,0,118,6
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Community Secondary School, Lafiagi III",Male,Disabled,NABTEB,College of Education,2,5,6,3,2,0,1.8,1,0,3,1
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Community Secondary School, Lafiagi III",Male,Disabled,NECO,College of Education,3,9,10,3,2,0,1.8,2,0,8,1
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Community Secondary School, Lafiagi III",Male,Disabled,WAEC,College of Education,5,12,14,3,3,0,1.8,3,0,11,1
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Comprehensive High School, Lafiagi III",Female,ALL,NABTEB,College of Education,18,47,51,13,10,0,1.8,12,0,39,3
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Comprehensive High School, Lafiagi III",Female,ALL,NECO,College of Education,38,99,102,28,23,0,1.8,24,0,76,5
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Comprehensive High School, Lafiagi III",Female,ALL,WAEC,College of Education,47,120,129,39,33,11,1.8,31,0,91,7
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Comprehensive High School, Lafiagi III",Female,Disabled,NABTEB,College of Education,2,4,4,2,1,0,1.8,1,0,2,1
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Comprehensive High School, Lafiagi III",Female,Disabled,NECO,College of Education,2,6,7,3,2,0,1.8,2,0,4,1
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Comprehensive High School, Lafiagi III",Female,Disabled,WAEC,College of Education,3,8,9,2,1,0,1.8,2,0,8,1
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Comprehensive High School, Lafiagi III",Male,ALL,NABTEB,College of Education,19,48,50,13,12,0,1.8,12,0,38,1
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Comprehensive High School, Lafiagi III",Male,ALL,NECO,College of Education,35,90,100,28,27,0,1.8,22,0,74,1
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Comprehensive High School, Lafiagi III",Male,ALL,WAEC,College of Education,46,118,134,39,37,0,1.8,30,0,96,3
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Comprehensive High School, Lafiagi III",Male,Disabled,NABTEB,College of Education,1,4,4,2,1,0,1.8,0,0,2,1
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Comprehensive High School, Lafiagi III",Male,Disabled,NECO,College of Education,2,6,7,3,2,0,1.8,1,0,4,1
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Comprehensive High School, Lafiagi III",Male,Disabled,WAEC,College of Education,3,8,9,2,1,0,1.8,2,0,8,1
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Government Secondary School, Lafiagi III",Female,ALL,NABTEB,Polytechnic,11,28,29,6,5,0,1.7,7,0,24,1
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Government Secondary School, Lafiagi III",Female,ALL,NECO,Polytechnic,19,48,54,13,11,0,1.6,13,0,43,2
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Government Secondary School, Lafiagi III",Female,ALL,WAEC,Polytechnic,24,62,69,14,13,0,1.6,16,0,57,1
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Government Secondary School, Lafiagi III",Female,Disabled,NABTEB,Polytechnic,2,4,4,2,1,0,1.7,1,0,2,1
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Government Secondary School, Lafiagi III",Female,Disabled,NECO,Polytechnic,2,4,5,2,1,0,1.6,1,0,3,1
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Government Secondary School, Lafiagi III",Female,Disabled,WAEC,Polytechnic,2,4,5,1,0,0,1.6,1,0,4,1
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Government Secondary School, Lafiagi III",Male,ALL,NABTEB,Polytechnic,10,26,29,4,3,0,1.7,6,0,26,1
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Government Secondary School, Lafiagi III",Male,ALL,NECO,Polytechnic,17,44,46,11,9,0,1.6,12,0,36,2
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Government Secondary School, Lafiagi III",Male,ALL,WAEC,Polytechnic,23,58,65,14,13,0,1.6,15,0,52,1
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Government Secondary School, Lafiagi III",Male,Disabled,NABTEB,Polytechnic,1,4,4,0,0,0,1.7,0,0,4,0
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Government Secondary School, Lafiagi III",Male,Disabled,NECO,Polytechnic,1,4,3,2,1,0,1.6,0,1,1,1
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Government Secondary School, Lafiagi III",Male,Disabled,WAEC,Polytechnic,1,4,5,1,0,0,1.6,0,0,4,1
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Unity College, Edu",Female,ALL,NABTEB,University,17,43,48,65,57,11,1.6,10,0,0,10
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Unity College, Edu",Female,ALL,NECO,University,33,86,102,139,138,0,1.5,22,0,0,1
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Unity College, Edu",Female,ALL,WAEC,University,47,121,144,210,188,22,1.5,30,0,0,26
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Unity College, Edu",Female,Disabled,NABTEB,University,2,4,4,9,8,0,1.6,1,0,0,1
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Unity College, Edu",Female,Disabled,NECO,University,2,6,7,9,8,0,1.5,2,0,0,1
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Unity College, Edu",Female,Disabled,WAEC,University,3,7,8,9,8,0,1.5,2,0,0,1
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Unity College, Edu",Male,ALL,NABTEB,University,20,50,57,77,69,11,1.6,13,0,0,9
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Unity College, Edu",Male,ALL,NECO,University,39,102,114,166,154,11,1.5,26,0,0,14
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Unity College, Edu",Male,ALL,WAEC,University,49,126,144,198,179,22,1.5,32,0,0,23
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Unity College, Edu",Male,Disabled,NABTEB,University,1,4,4,9,8,0,1.6,0,0,0,1
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Unity College, Edu",Male,Disabled,NECO,University,2,6,7,9,8,0,1.5,1,0,0,1
2022/2023,North Central,Kwara,Edu,Lafiagi III,"Unity College, Edu",Male,Disabled,WAEC,University,3,9,9,9,8,0,1.5,2,0,0,1
2022/2023,North Central,Kwara,Ekiti,Eruku,"Community Secondary School, Eruku",Female,ALL,NABTEB,College of Education,24,62,72,22,20,0,1.8,15,0,51,2
2022/2023,North Central,Kwara,Ekiti,Eruku,"Community Secondary School, Eruku",Female,ALL,NECO,College of Education,43,112,127,37,33,0,1.8,28,0,91,4
2022/2023,North Central,Kwara,Ekiti,Eruku,"Community Secondary School, Eruku",Female,ALL,WAEC,College of Education,56,143,169,58,53,0,1.8,37,0,111,5
2022/2023,North Central,Kwara,Ekiti,Eruku,"Community Secondary School, Eruku",Female,Disabled,NABTEB,College of Education,2,6,6,2,1,0,1.8,1,0,4,1
2022/2023,North Central,Kwara,Ekiti,Eruku,"Community Secondary School, Eruku",Female,Disabled,NECO,College of Education,3,8,8,3,2,0,1.8,2,0,6,1
2022/2023,North Central,Kwara,Ekiti,Eruku,"Community Secondary School, Eruku",Female,Disabled,WAEC,College of Education,4,11,13,3,3,0,1.8,3,0,10,1
2022/2023,North Central,Kwara,Ekiti,Eruku,"Community Secondary School, Eruku",Male,ALL,NABTEB,College of Education,29,76,88,25,23,0,1.8,19,0,64,2
2022/2023,North Central,Kwara,Ekiti,Eruku,"Community Secondary School, Eruku",Male,ALL,NECO,College of Education,51,132,146,46,43,0,1.8,34,0,101,3
2022/2023,North Central,Kwara,Ekiti,Eruku,"Community Secondary School, Eruku",Male,ALL,WAEC,College of Education,65,167,187,58,51,11,1.8,42,0,130,8
2022/2023,North Central,Kwara,Ekiti,Eruku,"Community Secondary School, Eruku",Male,Disabled,NABTEB,College of Education,2,6,8,2,1,0,1.8,2,0,6,1
2022/2023,North Central,Kwara,Ekiti,Eruku,"Community Secondary School, Eruku",Male,Disabled,NECO,College of Education,4,11,11,2,1,0,1.8,3,0,10,1
2022/2023,North Central,Kwara,Ekiti,Eruku,"Community Secondary School, Eruku",Male,Disabled,WAEC,College of Education,6,16,19,3,3,0,1.8,4,0,16,1
2022/2023,North Central,Kwara,Ekiti,Eruku,"Comprehensive High School, Eruku",Female,ALL,NABTEB,Polytechnic,15,38,45,10,9,0,1.7,10,0,36,1
2022/2023,North Central,Kwara,Ekiti,Eruku,"Comprehensive High School, Eruku",Female,ALL,NECO,Polytechnic,29,76,85,20,19,0,1.6,18,0,67,1
2022/2023,North Central,Kwara,Ekiti,Eruku,"Comprehensive High School, Eruku",Female,ALL,WAEC,Polytechnic,33,86,92,20,18,0,1.6,22,0,74,3
2022/2023,North Central,Kwara,Ekiti,Eruku,"Comprehensive High School, Eruku",Female,Disabled,NABTEB,Polytechnic,2,4,4,2,1,0,1.7,1,0,2,1
2022/2023,North Central,Kwara,Ekiti,Eruku,"Comprehensive High School, Eruku",Female,Disabled,NECO,Polytechnic,3,8,8,2,1,0,1.6,1,0,7,1
2022/2023,North Central,Kwara,Ekiti,Eruku,"Comprehensive High School, Eruku",Female,Disabled,WAEC,Polytechnic,3,8,9,2,1,0,1.6,2,0,8,1
2022/2023,North Central,Kwara,Ekiti,Eruku,"Comprehensive High School, Eruku",Male,ALL,NABTEB,Polytechnic,16,40,45,11,9,0,1.7,10,0,35,2
2022/2023,North Central,Kwara,Ekiti,Eruku,"Comprehensive High School, Eruku",Male,ALL,NECO,Polytechnic,30,77,91,23,20,0,1.6,19,0,69,4
