session,zone,state,lga,ward,school,gender,disability,exam_body,institution_type,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,South South,Edo,Esan Central,Ewu II,"Comprehensive High School, Ewu II",Male,Disabled,WAEC,University,3,7,8,10,9,0,1.5,1,0,0,1
2022/2023,South South,Edo,Esan Central,Ewu II,"Government Secondary School, Ewu II",Female,ALL,NABTEB,College of Education,14,36,39,4,3,0,1.8,5,0,21,1
2022/2023,South South,Edo,Esan Central,Ewu II,"Government Secondary School, Ewu II",Female,ALL,NECO,College of Education,27,68,67,6,4,0,1.8,10,0,37,1
2022/2023,South South,Edo,Esan Central,Ewu II,"Government Secondary School, Ewu II",Female,ALL,WAEC,College of Education,34,87,89,9,7,0,1.8,13,0,49,1
2022/2023,South South,Edo,Esan Central,Ewu II,"Government Secondary School, Ewu II",Female,Disabled,NABTEB,College of Education,2,3,3,1,0,0,1.8,1,0,1,1
2022/2023,South South,Edo,Esan Central,Ewu II,"Government Secondary School, Ewu II",Female,Disabled,NECO,College of Education,3,7,7,0,0,0,1.8,1,0,4,0
2022/2023,South South,Edo,Esan Central,Ewu II,"Government Secondary School, Ewu II",Female,Disabled,WAEC,College of Education,4,10,10,0,0,0,1.8,1,0,6,0
2022/2023,South South,Edo,Esan Central,Ewu II,"Government Secondary School, Ewu II",Male,ALL,NABTEB,College of Education,12,32,34,3,1,0,1.8,4,0,19,1
2022/2023,South South,Edo,Esan Central,Ewu II,"Government Secondary School, Ewu II",Male,ALL,NECO,College of Education,24,62,65,6,4,0,1.8,10,0,36,1
2022/2023,South South,Edo,Esan Central,Ewu II,"Government Secondary School, Ewu II",Male,ALL,WAEC,College of Education,31,79,91,10,9,0,1.8,12,0,49,1
2022/2023,South South,Edo,Esan Central,Ewu II,"Government Secondary School, Ewu II",Male,Disabled,NABTEB,College of Education,1,3,3,0,0,0,1.8,0,0,2,0
2022/2023,South South,Edo,Esan Central,Ewu II,"Government Secondary School, Ewu II",Male,Disabled,NECO,College of Education,2,5,7,0,0,0,1.8,1,0,4,0
2022/2023,South South,Edo,Esan Central,Ewu II,"Government Secondary School, Ewu II",Male,Disabled,WAEC,College of Education,3,9,10,0,0,0,1.8,1,0,6,0
2022/2023,South South,Edo,Esan Central,Ewu II,"Unity College, Esan Central",Female,ALL,NABTEB,College of Education,16,41,46,4,3,0,1.8,6,0,25,1
2022/2023,South South,Edo,Esan Central,Ewu II,"Unity College, Esan Central",Female,ALL,NECO,College of Education,32,84,98,9,7,0,1.8,12,0,54,1
2022/2023,South South,Edo,Esan Central,Ewu II,"Unity College, Esan Central",Female,ALL,WAEC,College of Education,44,113,130,13,12,0,1.8,16,0,71,1
2022/2023,South South,Edo,Esan Central,Ewu II,"Unity College, Esan Central",Female,Disabled,NABTEB,College of Education,2,3,3,1,0,0,1.8,1,0,1,1
2022/2023,South South,Edo,Esan Central,Ewu II,"Unity College, Esan Central",Female,Disabled,NECO,College of Education,3,7,7,0,0,0,1.8,1,0,4,0
2022/2023,South South,Edo,Esan Central,Ewu II,"Unity College, Esan Central",Female,Disabled,WAEC,College of Education,3,9,10,0,0,0,1.8,1,0,6,0
2022/2023,South South,Edo,Esan Central,Ewu II,"Unity College, Esan Central",Male,ALL,NABTEB,College of Education,12,31,33,4,3,0,1.8,4,0,17,1
2022/2023,South South,Edo,Esan Central,Ewu II,"Unity College, Esan Central",Male,ALL,NECO,College of Education,26,67,76,9,7,0,1.8,10,0,41,1
2022/2023,South South,Edo,Esan Central,Ewu II,"Unity College, Esan Central",Male,ALL,WAEC,College of Education,33,84,96,12,10,0,1.8,13,0,51,1
2022/2023,South South,Edo,Esan Central,Ewu II,"Unity College, Esan Central",Male,Disabled,NABTEB,College of Education,1,3,3,1,0,0,1.8,0,0,1,1
2022/2023,South South,Edo,Esan Central,Ewu II,"Unity College, Esan Central",Male,Disabled,NECO,College of Education,2,3,5,0,0,0,1.8,1,0,3,0
2022/2023,South South,Edo,Esan Central,Ewu II,"Unity College, Esan Central",Male,Disabled,WAEC,College of Education,3,7,8,0,0,0,1.8,1,0,5,0
2022/2023,South South,Edo,Esan Central,Ikekato,"Community Secondary School, Ikekato",Female,ALL,NABTEB,University,16,43,44,68,67,0,1.6,6,0,0,1
2022/2023,South South,Edo,Esan Central,Ikekato,"Community Secondary School, Ikekato",Female,ALL,NECO,University,33,86,93,114,104,19,1.5,13,0,0,7
2022/2023,South South,Edo,Esan Central,Ikekato,"Community Secondary School, Ikekato",Female,ALL,WAEC,University,41,106,114,185,175,19,1.5,15,0,0,7
2022/2023,South South,Edo,Esan Central,Ikekato,"Community Secondary School, Ikekato",Female,Disabled,NABTEB,University,2,3,3,10,9,0,1.6,1,0,0,1
2022/2023,South South,Edo,Esan Central,Ikekato,"Community Secondary School, Ikekato",Female,Disabled,NECO,University,3,7,7,10,9,0,1.5,1,0,0,1
2022/2023,South South,Edo,Esan Central,Ikekato,"Community Secondary School, Ikekato",Female,Disabled,WAEC,University,3,9,10,10,9,0,1.5,1,0,0,1
2022/2023,South South,Edo,Esan Central,Ikekato,"Community Secondary School, Ikekato",Male,ALL,NABTEB,University,14,36,41,82,71,19,1.6,6,0,0,8
2022/2023,South South,Edo,Esan Central,Ikekato,"Community Secondary School, Ikekato",Male,ALL,NECO,University,29,74,81,129,123,0,1.5,11,0,0,4
2022/2023,South South,Edo,Esan Central,Ikekato,"Community Secondary School, Ikekato",Male,ALL,WAEC,University,41,104,116,228,223,0,1.5,16,0,0,4
2022/2023,South South,Edo,Esan Central,Ikekato,"Community Secondary School, Ikekato",Male,Disabled,NABTEB,University,1,3,3,13,12,0,1.6,0,0,0,1
2022/2023,South South,Edo,Esan Central,Ikekato,"Community Secondary School, Ikekato",Male,Disabled,NECO,University,2,5,5,10,9,0,1.5,1,0,0,1
2022/2023,South South,Edo,Esan Central,Ikekato,"Community Secondary School, Ikekato",Male,Disabled,WAEC,University,3,7,8,10,9,0,1.5,1,0,0,1
2022/2023,South South,Edo,Esan Central,Ikekato,"Comprehensive High School, Ikekato",Female,ALL,NABTEB,Polytechnic,13,34,39,19,14,0,1.7,5,0,11,3
2022/2023,South South,Edo,Esan Central,Ikekato,"Comprehensive High School, Ikekato",Female,ALL,NECO,Polytechnic,25,63,72,36,35,0,1.6,10,0,19,1
2022/2023,South South,Edo,Esan Central,Ikekato,"Comprehensive High School, Ikekato",Female,ALL,WAEC,Polytechnic,31,80,91,48,45,0,1.6,12,0,23,2
2022/2023,South South,Edo,Esan Central,Ikekato,"Comprehensive High School, Ikekato",Female,Disabled,NABTEB,Polytechnic,2,3,3,3,1,0,1.7,1,0,0,1
2022/2023,South South,Edo,Esan Central,Ikekato,"Comprehensive High School, Ikekato",Female,Disabled,NECO,Polytechnic,2,5,5,3,1,0,1.6,1,0,1,1
2022/2023,South South,Edo,Esan Central,Ikekato,"Comprehensive High School, Ikekato",Female,Disabled,WAEC,Polytechnic,3,7,8,3,1,0,1.6,1,0,3,1
2022/2023,South South,Edo,Esan Central,Ikekato,"Comprehensive High School, Ikekato",Male,ALL,NABTEB,Polytechnic,13,34,39,23,20,0,1.7,5,0,8,2
2022/2023,South South,Edo,Esan Central,Ikekato,"Comprehensive High School, Ikekato",Male,ALL,NECO,Polytechnic,23,60,68,40,39,0,1.6,9,0,14,1
2022/2023,South South,Edo,Esan Central,Ikekato,"Comprehensive High School, Ikekato",Male,ALL,WAEC,Polytechnic,28,74,83,49,45,0,1.6,10,0,17,3
2022/2023,South South,Edo,Esan Central,Ikekato,"Comprehensive High School, Ikekato",Male,Disabled,NABTEB,Polytechnic,1,3,3,3,1,0,1.7,0,0,0,1
2022/2023,South South,Edo,Esan Central,Ikekato,"Comprehensive High School, Ikekato",Male,Disabled,NECO,Polytechnic,2,5,7,3,1,0,1.6,1,0,2,1
2022/2023,South South,Edo,Esan Central,Ikekato,"Comprehensive High School, Ikekato",Male,Disabled,WAEC,Polytechnic,3,7,8,3,1,0,1.6,1,0,3,1
2022/2023,South South,Edo,Esan Central,Ikekato,"Government Secondary School, Ikekato",Female,ALL,NABTEB,University,13,34,39,68,67,0,1.6,5,0,0,1
2022/2023,South South,Edo,Esan Central,Ikekato,"Government Secondary School, Ikekato",Female,ALL,NECO,University,24,63,68,100,90,19,1.5,9,0,0,7
2022/2023,South South,Edo,Esan Central,Ikekato,"Government Secondary School, Ikekato",Female,ALL,WAEC,University,31,79,85,158,156,0,1.5,12,0,0,1
2022/2023,South South,Edo,Esan Central,Ikekato,"Government Secondary School, Ikekato",Female,Disabled,NABTEB,University,2,3,3,13,12,0,1.6,1,0,0,1
2022/2023,South South,Edo,Esan Central,Ikekato,"Government Secondary School, Ikekato",Female,Disabled,NECO,University,3,7,7,10,9,0,1.5,1,0,0,1
2022/2023,South South,Edo,Esan Central,Ikekato,"Government Secondary School, Ikekato",Female,Disabled,WAEC,University,3,7,8,10,9,0,1.5,1,0,0,1
2022/2023,South South,Edo,Esan Central,Ikekato,"Government Secondary School, Ikekato",Male,ALL,NABTEB,University,11,29,34,68,52,19,1.6,4,0,0,11
2022/2023,South South,Edo,Esan Central,Ikekato,"Government Secondary School, Ikekato",Male,ALL,NECO,University,22,56,65,129,123,0,1.5,8,0,0,4
2022/2023,South South,Edo,Esan Central,Ikekato,"Government Secondary School, Ikekato",Male,ALL,WAEC,University,27,70,78,171,159,19,1.5,10,0,0,8
2022/2023,South South,Edo,Esan Central,Ikekato,"Government Secondary School, Ikekato",Male,Disabled,NABTEB,University,1,3,3,10,9,0,1.6,0,0,0,1
2022/2023,South South,Edo,Esan Central,Ikekato,"Government Secondary School, Ikekato",Male,Disabled,NECO,University,2,5,5,10,9,0,1.5,1,0,0,1
2022/2023,South South,Edo,Esan Central,Ikekato,"Government Secondary School, Ikekato",Male,Disabled,WAEC,University,3,7,8,10,9,0,1.5,1,0,0,1
2022/2023,South South,Edo,Esan Central,Ikekato,"Unity College, Esan Central",Female,ALL,NABTEB,College of Education,24,62,73,6,4,0,1.8,9,0,41,1
2022/2023,South South,Edo,Esan Central,Ikekato,"Unity College, Esan Central",Female,ALL,NECO,College of Education,44,113,129,12,10,0,1.8,16,0,71,1
2022/2023,South South,Edo,Esan Central,Ikekato,"Unity College, Esan Central",Female,ALL,WAEC,College of Education,63,162,190,19,17,0,1.8,24,0,104,1
2022/2023,South South,Edo,Esan Central,Ikekato,"Unity College, Esan Central",Female,Disabled,NABTEB,College of Education,2,5,7,0,0,0,1.8,0,0,4,0
2022/2023,South South,Edo,Esan Central,Ikekato,"Unity College, Esan Central",Female,Disabled,NECO,College of Education,4,10,10,0,0,0,1.8,2,0,6,0
2022/2023,South South,Edo,Esan Central,Ikekato,"Unity College, Esan Central",Female,Disabled,WAEC,College of Education,5,14,16,1,0,0,1.8,2,0,9,1
2022/2023,South South,Edo,Esan Central,Ikekato,"Unity College, Esan Central",Male,ALL,NABTEB,College of Education,22,56,65,7,6,0,1.8,8,0,35,1
2022/2023,South South,Edo,Esan Central,Ikekato,"Unity College, Esan Central",Male,ALL,NECO,College of Education,42,109,127,13,12,0,1.8,16,0,69,1
2022/2023,South South,Edo,Esan Central,Ikekato,"Unity College, Esan Central",Male,ALL,WAEC,College of Education,59,152,168,19,17,0,1.8,22,0,90,1
2022/2023,South South,Edo,Esan Central,Ikekato,"Unity College, Esan Central",Male,Disabled,NABTEB,College of Education,2,5,7,1,0,0,1.8,1,0,3,1
2022/2023,South South,Edo,Esan Central,Ikekato,"Unity College, Esan Central",Male,Disabled,NECO,College of Education,3,9,10,0,0,0,1.8,1,0,6,0
2022/2023,South South,Edo,Esan Central,Ikekato,"Unity College, Esan Central",Male,Disabled,WAEC,College of Education,5,14,16,1,0,0,1.8,2,0,9,1
2022/2023,South South,Edo,Etsako West,Anwain,"Community Secondary School, Anwain",Female,ALL,NABTEB,Polytechnic,18,46,50,23,20,0,1.7,6,0,15,2
2022/2023,South South,Edo,Etsako West,Anwain,"Community Secondary School, Anwain",Female,ALL,NECO,Polytechnic,29,74,78,36,35,0,1.6,11,0,23,1
2022/2023,South South,Edo,Etsako West,Anwain,"Community Secondary School, Anwain",Female,ALL,WAEC,Polytechnic,40,103,109,58,54,0,1.6,15,0,27,3
2022/2023,South South,Edo,Etsako West,Anwain,"Community Secondary School, Anwain",Female,Disabled,NABTEB,Polytechnic,2,3,3,3,1,0,1.7,1,0,0,1
2022/2023,South South,Edo,Etsako West,Anwain,"Community Secondary School, Anwain",Female,Disabled,NECO,Polytechnic,2,5,5,3,1,0,1.6,1,0,1,1
2022/2023,South South,Edo,Etsako West,Anwain,"Community Secondary School, Anwain",Female,Disabled,WAEC,Polytechnic,3,9,8,3,1,0,1.6,1,0,3,1
2022/2023,South South,Edo,Etsako West,Anwain,"Community Secondary School, Anwain",Male,ALL,NABTEB,Polytechnic,15,38,42,23,20,0,1.7,6,0,10,2
2022/2023,South South,Edo,Etsako West,Anwain,"Community Secondary School, Anwain",Male,ALL,NECO,Polytechnic,26,67,73,40,39,0,1.6,10,0,17,1
2022/2023,South South,Edo,Etsako West,Anwain,"Community Secondary School, Anwain",Male,ALL,WAEC,Polytechnic,35,89,96,53,49,0,1.6,13,0,22,3
2022/2023,South South,Edo,Etsako West,Anwain,"Community Secondary School, Anwain",Male,Disabled,NABTEB,Polytechnic,1,3,3,3,1,0,1.7,0,0,0,1
2022/2023,South South,Edo,Etsako West,Anwain,"Community Secondary School, Anwain",Male,Disabled,NECO,Polytechnic,2,3,5,3,1,0,1.6,1,0,1,1
2022/2023,South South,Edo,Etsako West,Anwain,"Community Secondary School, Anwain",Male,Disabled,WAEC,Polytechnic,3,7,8,3,1,0,1.6,1,0,3,1
2022/2023,South South,Edo,Etsako West,Anwain,"Comprehensive High School, Anwain",Female,ALL,NABTEB,Polytechnic,16,41,44,19,17,0,1.7,6,0,14,1
2022/2023,South South,Edo,Etsako West,Anwain,"Comprehensive High School, Anwain",Female,ALL,NECO,Polytechnic,27,70,73,29,25,0,1.6,10,0,25,3
2022/2023,South South,Edo,Etsako West,Anwain,"Comprehensive High School, Anwain",Female,ALL,WAEC,Polytechnic,41,104,109,45,40,0,1.6,16,0,36,3
2022/2023,South South,Edo,Etsako West,Anwain,"Comprehensive High School, Anwain",Female,Disabled,NABTEB,Polytechnic,2,3,3,3,1,0,1.7,1,0,0,1
2022/2023,South South,Edo,Etsako West,Anwain,"Comprehensive High School, Anwain",Female,Disabled,NECO,Polytechnic,3,7,7,3,1,0,1.6,1,0,2,1
2022/2023,South South,Edo,Etsako West,Anwain,"Comprehensive High School, Anwain",Female,Disabled,WAEC,Polytechnic,3,9,8,3,1,0,1.6,1,0,3,1
2022/2023,South South,Edo,Etsako West,Anwain,"Comprehensive High School, Anwain",Male,ALL,NABTEB,Polytechnic,16,41,42,23,20,0,1.7,7,0,10,2
2022/2023,South South,Edo,Etsako West,Anwain,"Comprehensive High School, Anwain",Male,ALL,NECO,Polytechnic,28,72,80,36,35,0,1.6,10,0,24,1
2022/2023,South South,Edo,Etsako West,Anwain,"Comprehensive High School, Anwain",Male,ALL,WAEC,Polytechnic,36,91,94,45,40,0,1.6,14,0,27,3
2022/2023,South South,Edo,Etsako West,Anwain,"Comprehensive High School, Anwain",Male,Disabled,NABTEB,Polytechnic,1,3,3,3,1,0,1.7,0,0,0,1
2022/2023,South South,Edo,Etsako West,Anwain,"Comprehensive High School, Anwain",Male,Disabled,NECO,Polytechnic,2,5,5,3,1,0,1.6,1,0,1,1
2022/2023,South South,Edo,Etsako West,Anwain,"Comprehensive High School, Anwain",Male,Disabled,WAEC,Polytechnic,3,7,8,3,1,0,1.6,1,0,3,1
2022/2023,South South,Edo,Etsako West,Anwain,"Government Secondary School, Anwain",Female,ALL,NABTEB,College of Education,14,36,44,4,3,0,1.8,6,0,24,1
2022/2023,South South,Edo,Etsako West,Anwain,"Government Secondary School, Anwain",Female,ALL,NECO,College of Education,27,70,76,7,6,0,1.8,10,0,42,1
