session,zone,state,lga,ward,school,gender,disability,exam_body,institution_type,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,North East,Bauchi,Giade,Zirrami,Abunari Primary School,Female,Disabled,NABTEB,College of Education,3,7,9,0,0,0,1.8,1,0,5,0
2022/2023,North East,Bauchi,Giade,Zirrami,Baturiya Primary School,Female,Disabled,NECO,College of Education,6,15,16,3,2,0,1.8,2,0,7,1
2022/2023,North East,Bauchi,Giade,Zirrami,Galadi Primary School,Female,Disabled,WAEC,College of Education,7,18,21,2,0,0,1.8,3,0,11,1
2022/2023,North East,Bauchi,Giade,Zirrami,Garande. Primary School,Male,ALL,NABTEB,College of Education,37,94,105,8,6,0,1.8,13,0,55,1
2022/2023,North East,Bauchi,Giade,Zirrami,Gjunior Secondary School Tagwaye,Male,ALL,NECO,College of Education,65,166,170,19,17,0,1.8,23,0,85,1
2022/2023,North East,Bauchi,Giade,Zirrami,Gobirawa Primary School,Male,ALL,WAEC,College of Education,86,221,231,22,20,0,1.8,30,0,118,1
2022/2023,North East,Bauchi,Giade,Zirrami,Hardori Primary School,Male,Disabled,NABTEB,College of Education,3,9,9,0,0,0,1.8,1,0,5,0
2022/2023,North East,Bauchi,Giade,Zirrami,Magarya Primary School,Male,Disabled,NECO,College of Education,6,15,18,3,2,0,1.8,3,0,8,1
2022/2023,North East,Bauchi,Giade,Zirrami,Maina Primary School,Male,Disabled,WAEC,College of Education,7,18,19,0,0,0,1.8,2,0,11,0
2022/2023,North East,Bauchi,Giade,Zirrami,Rigar Kawo Primary School,Female,ALL,NABTEB,Polytechnic,28,74,79,14,12,0,1.7,9,0,36,1
2022/2023,North East,Bauchi,Giade,Zirrami,Tagwaye Primary School,Female,ALL,NECO,Polytechnic,50,129,142,34,31,0,1.6,18,0,59,2
2022/2023,North East,Bauchi,Giade,Zirrami,Tahafizul Quran Kafin Hardo,Female,ALL,WAEC,Polytechnic,67,173,191,45,44,0,1.6,24,0,80,1
2022/2023,North East,Bauchi,Giade,Zirrami,Tudun Maje Primary School,Female,Disabled,NABTEB,Polytechnic,3,7,9,0,0,0,1.7,1,0,5,0
2022/2023,North East,Bauchi,Giade,Zirrami,Wuro Koli Primary School,Female,Disabled,NECO,Polytechnic,6,15,18,5,3,0,1.6,2,0,7,1
2022/2023,North East,Bauchi,Giade,Zirrami,Wuro Ladde Primary School,Female,Disabled,WAEC,Polytechnic,6,17,16,3,2,0,1.6,2,0,7,1
2022/2023,North East,Bauchi,Itas/Gadau,Abdallawa/Magarya,Baushe Primary School,Male,Disabled,NECO,Polytechnic,3,9,7,0,0,0,1.6,1,1,4,0
2022/2023,North East,Bauchi,Itas/Gadau,Abdallawa/Magarya,Diga Primary School,Male,Disabled,WAEC,Polytechnic,6,15,16,3,2,0,1.6,3,0,7,1
2022/2023,North East,Bauchi,Itas/Gadau,Abdallawa/Magarya,Gaje Primary School,Female,ALL,NABTEB,University,43,110,117,64,54,0,1.6,16,0,26,6
2022/2023,North East,Bauchi,Itas/Gadau,Abdallawa/Magarya,Garado Primary School,Female,ALL,NECO,University,66,171,180,72,65,0,1.5,23,0,57,4
2022/2023,North East,Bauchi,Itas/Gadau,Abdallawa/Magarya,Gidan Amar Primary School,Female,ALL,WAEC,University,98,252,266,96,86,21,1.5,35,0,90,7
2022/2023,North East,Bauchi,Itas/Gadau,Abdallawa/Magarya,"Government Junior Secondary School, Atafowa",Female,Disabled,NABTEB,University,3,7,9,9,8,0,1.6,1,0,0,1
2022/2023,North East,Bauchi,Itas/Gadau,Abdallawa/Magarya,"Government Junior Secondary School, Magarya",Female,Disabled,NECO,University,4,11,11,8,6,0,1.5,1,0,1,1
2022/2023,North East,Bauchi,Itas/Gadau,Abdallawa/Magarya,Hatsara Primary School,Female,Disabled,WAEC,University,6,15,18,6,5,0,1.5,2,0,6,1
2022/2023,North East,Bauchi,Itas/Gadau,Abdallawa/Magarya,"Jura Primary School, Jura",Male,ALL,NABTEB,University,51,131,147,39,26,21,1.6,18,0,59,8
2022/2023,North East,Bauchi,Itas/Gadau,Abdallawa/Magarya,Kandawa Primary School,Male,ALL,NECO,University,74,190,217,61,54,0,1.5,26,0,85,4
2022/2023,North East,Bauchi,Itas/Gadau,Abdallawa/Magarya,"Kura Primary School, Kura",Male,ALL,WAEC,University,110,285,306,114,106,0,1.5,38,0,102,5
2022/2023,North East,Bauchi,Itas/Gadau,Abdallawa/Magarya,"Magarya Primary School, Magarya",Male,Disabled,NABTEB,University,3,9,9,0,0,0,1.6,1,0,5,0
2022/2023,North East,Bauchi,Itas/Gadau,Abdallawa/Magarya,Makani/Kawari Primary School,Male,Disabled,NECO,University,5,11,12,0,0,0,1.5,2,0,7,0
2022/2023,North East,Bauchi,Itas/Gadau,Abdallawa/Magarya,Ramin Kura Primary School,Male,Disabled,WAEC,University,7,18,19,6,5,0,1.5,2,0,7,1
2022/2023,North East,Bauchi,Itas/Gadau,Abdallawa/Magarya,"Tsangayar Malam Ismaila Ahmad, Majiya",Female,ALL,NABTEB,College of Education,19,50,56,12,11,0,1.8,7,0,24,1
2022/2023,North East,Bauchi,Itas/Gadau,Bambal,"Bambal Primary School, Bambal",Male,ALL,NECO,Polytechnic,53,138,165,40,37,0,1.6,18,0,68,2
2022/2023,North East,Bauchi,Itas/Gadau,Bambal,Bambal Yamma P S,Male,ALL,WAEC,Polytechnic,67,173,193,40,39,0,1.6,23,0,84,1
2022/2023,North East,Bauchi,Itas/Gadau,Bambal,"Duhuwa Primary School, Duhuwa",Male,Disabled,NABTEB,Polytechnic,3,9,9,5,3,0,1.7,1,0,2,1
2022/2023,North East,Bauchi,Itas/Gadau,Bambal,Galabuwa Primary Sch,Male,Disabled,NECO,Polytechnic,5,11,12,5,3,0,1.6,2,0,4,1
2022/2023,North East,Bauchi,Itas/Gadau,Bambal,"Garin Buraji Primary School, Garin Buraji",Male,Disabled,WAEC,Polytechnic,5,13,16,3,2,0,1.6,2,0,7,1
2022/2023,North East,Bauchi,Itas/Gadau,Bambal,"Gidan Ganji Primary School, Gidan Ganji",Female,ALL,NABTEB,University,28,74,79,39,37,0,1.6,9,0,20,1
2022/2023,North East,Bauchi,Itas/Gadau,Bambal,"Govenment Junoor Secondary School, Bambal",Female,ALL,NECO,University,58,151,159,61,54,0,1.5,20,0,52,4
2022/2023,North East,Bauchi,Itas/Gadau,Bambal,"Government Junior Secondary School, Atawari",Female,ALL,WAEC,University,67,173,177,62,58,0,1.5,24,0,61,3
2022/2023,North East,Bauchi,Itas/Gadau,Bambal,Jama`Are/Majanjan Primary School,Female,Disabled,NABTEB,University,3,7,9,9,8,0,1.6,1,0,0,1
2022/2023,North East,Bauchi,Itas/Gadau,Bambal,"Kashuwa Primary School, Kashuwa",Female,Disabled,NECO,University,6,15,16,8,6,0,1.5,2,0,4,1
2022/2023,North East,Bauchi,Itas/Gadau,Bambal,Kuwar Primary School,Female,Disabled,WAEC,University,6,17,18,6,5,0,1.5,2,0,6,1
2022/2023,North East,Bauchi,Itas/Gadau,Bambal,Kuwo Primary School,Male,ALL,NABTEB,University,35,92,96,26,25,0,1.6,12,0,38,1
2022/2023,North East,Bauchi,Itas/Gadau,Bambal,Manunu Primary School,Male,ALL,NECO,University,78,201,217,61,54,0,1.5,28,0,85,4
2022/2023,North East,Bauchi,Itas/Gadau,Bambal,"Sabon Sara Primary School, Sabon Sara",Male,ALL,WAEC,University,89,230,247,79,76,0,1.5,31,0,90,2
2022/2023,North East,Bauchi,Itas/Gadau,Bambal,Tsangayar Mallam Na Mai-Gyada,Male,Disabled,NABTEB,University,3,9,9,0,0,0,1.6,1,0,5,0
2022/2023,North East,Bauchi,Itas/Gadau,Bilkicheri,Alhajeri Nomadic Primary School,Female,Disabled,NECO,Polytechnic,6,15,16,5,3,0,1.6,2,0,6,1
2022/2023,North East,Bauchi,Itas/Gadau,Bilkicheri,"Arama Primary School, Arama",Female,Disabled,WAEC,Polytechnic,8,20,21,3,2,0,1.6,3,0,10,1
2022/2023,North East,Bauchi,Itas/Gadau,Bilkicheri,"Atiku Primary School, Atiku",Male,ALL,NABTEB,Polytechnic,35,92,91,14,12,0,1.7,12,0,43,1
2022/2023,North East,Bauchi,Itas/Gadau,Bilkicheri,"Beguwa Primary School, Beguwa",Male,ALL,NECO,Polytechnic,74,190,196,28,25,0,1.6,26,0,94,2
2022/2023,North East,Bauchi,Itas/Gadau,Bilkicheri,Dikko Jeli Primary School,Male,ALL,WAEC,Polytechnic,98,252,282,59,54,0,1.6,34,0,123,3
2022/2023,North East,Bauchi,Itas/Gadau,Bilkicheri,Galadimawa Pry Sch,Male,Disabled,NABTEB,Polytechnic,3,9,9,0,0,0,1.7,1,0,5,0
2022/2023,North East,Bauchi,Itas/Gadau,Bilkicheri,"Garin Dole Primary School, Garin Dole",Male,Disabled,NECO,Polytechnic,8,20,19,0,0,0,1.6,3,0,11,0
2022/2023,North East,Bauchi,Itas/Gadau,Bilkicheri,"Gijina Primary School, Gijina",Male,Disabled,WAEC,Polytechnic,10,26,26,3,2,0,1.6,3,0,13,1
2022/2023,North East,Bauchi,Itas/Gadau,Bilkicheri,"Government Junior Secondary School, Dunari",Female,ALL,NABTEB,Polytechnic,21,53,56,22,20,0,1.7,7,0,18,1
2022/2023,North East,Bauchi,Itas/Gadau,Bilkicheri,"Jata Primary School, Jata",Female,ALL,NECO,Polytechnic,40,103,128,34,31,0,1.6,14,0,51,2
2022/2023,North East,Bauchi,Itas/Gadau,Bilkicheri,Katsira Primary School,Female,ALL,WAEC,Polytechnic,53,136,163,50,48,0,1.6,18,0,61,1
2022/2023,North East,Bauchi,Itas/Gadau,Bilkicheri,"Lauwo Kael Primary School, Lauwo Kael",Female,Disabled,NABTEB,Polytechnic,3,7,9,5,3,0,1.7,1,0,2,1
2022/2023,North East,Bauchi,Itas/Gadau,Bilkicheri,"Mayau Ajingere Primary School, Mayau Ajingere",Female,Disabled,NECO,Polytechnic,3,9,11,5,3,0,1.6,1,0,3,1
2022/2023,North East,Bauchi,Itas/Gadau,Bilkicheri,"Sharifori Primary School, Sharifori",Female,Disabled,WAEC,Polytechnic,4,11,14,3,2,0,1.6,1,0,6,1
2022/2023,North East,Bauchi,Itas/Gadau,Bilkicheri,Walai Primary School,Male,ALL,NABTEB,Polytechnic,27,70,79,22,20,0,1.7,9,0,31,1
2022/2023,North East,Bauchi,Itas/Gadau,Buzawa,"Buzawa Primary School, Buzawa",Female,ALL,NECO,College of Education,34,88,102,16,14,0,1.8,11,0,48,1
2022/2023,North East,Bauchi,Itas/Gadau,Buzawa,"Dunari Primary School, Dunari",Female,ALL,WAEC,College of Education,43,110,121,20,19,0,1.8,16,0,56,1
2022/2023,North East,Bauchi,Itas/Gadau,Buzawa,"Gambara Primary School, Gambara",Female,Disabled,NABTEB,College of Education,3,7,9,3,2,0,1.8,1,0,3,1
2022/2023,North East,Bauchi,Itas/Gadau,Buzawa,Garin Lawal Pry Sch,Female,Disabled,NECO,College of Education,3,9,11,3,2,0,1.8,1,0,4,1
2022/2023,North East,Bauchi,Itas/Gadau,Buzawa,"Government Junior Secondary School, Buzawa",Female,Disabled,WAEC,College of Education,3,9,11,2,0,0,1.8,1,0,5,1
2022/2023,North East,Bauchi,Itas/Gadau,Buzawa,"Government Junior Secondary School, Gamsha",Male,ALL,NABTEB,College of Education,27,70,79,12,11,0,1.8,10,0,37,1
2022/2023,North East,Bauchi,Itas/Gadau,Buzawa,"Gulmo Primary School, Gulmo",Male,ALL,NECO,College of Education,55,140,154,22,20,0,1.8,20,0,74,1
2022/2023,North East,Bauchi,Itas/Gadau,Buzawa,Kafata Primary School,Male,ALL,WAEC,College of Education,61,156,182,25,23,0,1.8,21,0,88,1
2022/2023,North East,Bauchi,Itas/Gadau,Buzawa,"Kafinjejeji Primary School, Kafinjejeji",Male,Disabled,NABTEB,College of Education,3,9,9,3,2,0,1.8,1,0,3,1
2022/2023,North East,Bauchi,Itas/Gadau,Buzawa,Kila Gana Primary School,Male,Disabled,NECO,College of Education,5,11,12,3,2,0,1.8,2,0,5,1
2022/2023,North East,Bauchi,Itas/Gadau,Buzawa,"Lizai Primary School, Lizai",Male,Disabled,WAEC,College of Education,5,13,16,2,0,0,1.8,2,0,8,1
2022/2023,North East,Bauchi,Itas/Gadau,Buzawa,"Mazai Primary School, Mazai",Female,ALL,NABTEB,Polytechnic,31,81,91,14,12,0,1.7,11,0,43,1
2022/2023,North East,Bauchi,Itas/Gadau,Buzawa,"Surfe Primary School, Surfe",Female,ALL,NECO,Polytechnic,60,156,170,40,37,0,1.6,20,0,71,2
2022/2023,North East,Bauchi,Itas/Gadau,Buzawa,Tsangayar Malam Junaidu Usman Buzawa,Female,ALL,WAEC,Polytechnic,79,203,217,45,39,0,1.6,28,0,95,4
2022/2023,North East,Bauchi,Itas/Gadau,Buzawa,Yalwan Ruwa Primary School,Female,Disabled,NABTEB,Polytechnic,3,7,9,0,0,0,1.7,1,0,5,0
2022/2023,North East,Bauchi,Itas/Gadau,Gadau,"Central Primary School, Gadau",Male,Disabled,NECO,University,7,18,19,0,0,0,1.5,2,0,11,0
2022/2023,North East,Bauchi,Itas/Gadau,Gadau,"Dadin Sarki Sarki Primaryschool, Itas/Gadau",Male,Disabled,WAEC,University,9,22,23,6,5,0,1.5,3,0,9,1
2022/2023,North East,Bauchi,Itas/Gadau,Gadau,"Dan Fodio/Cbcc Nursery And Primary School, Near Motor Park,Gadauji",Female,ALL,NABTEB,College of Education,53,136,151,25,22,0,1.8,19,0,70,2
2022/2023,North East,Bauchi,Itas/Gadau,Gadau,"Day Primary School, Gadau",Female,ALL,NECO,College of Education,98,252,287,45,42,0,1.8,35,0,135,2
2022/2023,North East,Bauchi,Itas/Gadau,Gadau,"Gadau Lamba, Nomadic Primary School",Female,ALL,WAEC,College of Education,121,311,357,56,48,0,1.8,43,0,168,5
2022/2023,North East,Bauchi,Itas/Gadau,Gadau,"Government Girls Junior Secondary School, Gadau",Female,Disabled,NABTEB,College of Education,3,7,9,3,2,0,1.8,1,0,3,1
2022/2023,North East,Bauchi,Itas/Gadau,Gadau,"Government Junior Secondary School, Gadau",Female,Disabled,NECO,College of Education,6,17,18,3,2,0,1.8,2,0,8,1
2022/2023,North East,Bauchi,Itas/Gadau,Gadau,"Government Junior Secondary School, Gidan Ganji",Female,Disabled,WAEC,College of Education,7,18,21,2,0,0,1.8,3,0,11,1
2022/2023,North East,Bauchi,Itas/Gadau,Gadau,"Higher Islamic Jibwis Satuday/Sunday, Gadau.",Male,ALL,NABTEB,College of Education,54,140,165,30,26,0,1.8,19,0,75,2
2022/2023,North East,Bauchi,Itas/Gadau,Gadau,"Katsinawa Central Primsry School,Gadau Area",Male,ALL,NECO,College of Education,107,274,301,39,36,0,1.8,38,0,147,2
2022/2023,North East,Bauchi,Itas/Gadau,Gadau,Madara Satul Tahfizul Quran Gadau,Male,ALL,WAEC,College of Education,117,300,361,48,42,0,1.8,41,0,175,4
2022/2023,North East,Bauchi,Itas/Gadau,Gadau,Tauran Yamma Ps,Male,Disabled,NABTEB,College of Education,3,9,9,3,2,0,1.8,1,0,3,1
2022/2023,North East,Bauchi,Itas/Gadau,Gadau,"Tsangayar Alaramma Sani Musa, Gadau",Male,Disabled,NECO,College of Education,6,15,18,3,2,0,1.8,3,0,8,1
2022/2023,North East,Bauchi,Itas/Gadau,Gadau,"Tsangayar Malam Salisu,  Aduwa, Gadau",Male,Disabled,WAEC,College of Education,7,18,23,2,0,0,1.8,2,0,12,1
2022/2023,North East,Bauchi,Itas/Gadau,Gadau,"Yarayi Primary School, Yarayi",Female,ALL,NABTEB,College of Education,42,109,117,12,11,0,1.8,15,0,59,1
2022/2023,North East,Bauchi,Itas/Gadau,Gwarai,"Asageri Primary School, Asageri",Male,ALL,NECO,College of Education,98,252,275,36,33,0,1.8,34,0,134,2
2022/2023,North East,Bauchi,Itas/Gadau,Gwarai,"Babugudu Primry School,",Male,ALL,WAEC,College of Education,142,366,390,45,40,0,1.8,50,0,194,3
2022/2023,North East,Bauchi,Itas/Gadau,Gwarai,Central Primary School Atafowa,Male,Disabled,NABTEB,College of Education,4,11,14,3,2,0,1.8,1,0,6,1
2022/2023,North East,Bauchi,Itas/Gadau,Gwarai,Faffanga Primary School,Male,Disabled,NECO,College of Education,7,18,19,3,2,0,1.8,2,0,9,1
2022/2023,North East,Bauchi,Itas/Gadau,Gwarai,"Gamsha Primary School, Gamsha",Male,Disabled,WAEC,College of Education,11,28,30,2,0,0,1.8,4,0,16,1
2022/2023,North East,Bauchi,Itas/Gadau,Gwarai,Garin Malam Primary School,Female,ALL,NABTEB,Polytechnic,31,81,84,14,12,0,1.7,11,0,39,1
2022/2023,North East,Bauchi,Itas/Gadau,Gwarai,"Government Junior Secondary School, Gyara",Female,ALL,NECO,Polytechnic,56,145,156,34,31,0,1.6,19,0,67,2
2022/2023,North East,Bauchi,Itas/Gadau,Gwarai,"Gululu Primary School, Gululu",Female,ALL,WAEC,Polytechnic,79,204,231,45,39,0,1.6,28,0,103,4
2022/2023,North East,Bauchi,Itas/Gadau,Gwarai,Gwarai Primsary Schoolgwarai,Female,Disabled,NABTEB,Polytechnic,3,7,9,0,0,0,1.7,1,0,5,0
2022/2023,North East,Bauchi,Itas/Gadau,Gwarai,"Kajiwai Primary School, Kajiwai",Female,Disabled,NECO,Polytechnic,3,9,7,0,0,0,1.6,1,1,4,0
2022/2023,North East,Bauchi,Itas/Gadau,Gwarai,Kirbutun Primary School,Female,Disabled,WAEC,Polytechnic,6,15,18,3,2,0,1.6,2,0,8,1
2022/2023,North East,Bauchi,Itas/Gadau,Gwarai,Lutai Primary School,Male,ALL,NABTEB,Polytechnic,35,92,96,14,12,0,1.7,12,0,46,1
2022/2023,North East,Bauchi,Itas/Gadau,Gwarai,Melandige Primary School,Male,ALL,NECO,Polytechnic,58,151,165,23,19,0,1.6,20,0,79,3
2022/2023,North East,Bauchi,Itas/Gadau,Gwarai,"Tsakumus Primary School, Tsakumus",Male,ALL,WAEC,Polytechnic,82,212,231,45,44,0,1.6,28,0,103,1
2022/2023,North East,Bauchi,Itas/Gadau,Gwarai,"Zakwaran Primary School, Zakwaran",Male,Disabled,NABTEB,Polytechnic,3,9,9,0,0,0,1.7,1,0,5,0
2022/2023,North East,Bauchi,Itas/Gadau,Itas,"Abdullawa Primary School, Itas ? Gadau",Male,ALL,NABTEB,Polytechnic,35,92,96,14,12,0,1.7,12,0,46,1
2022/2023,North East,Bauchi,Itas/Gadau,Itas,Aisam Acadamy Itas,Male,ALL,NECO,Polytechnic,67,173,191,40,39,0,1.6,23,0,83,1
2022/2023,North East,Bauchi,Itas/Gadau,Itas,Anwarul Quran Itas,Male,ALL,WAEC,Polytechnic,78,201,228,45,44,0,1.6,28,0,101,1
2022/2023,North East,Bauchi,Itas/Gadau,Itas,"Arewa Primary School, Itas",Male,Disabled,NABTEB,Polytechnic,3,9,9,0,0,0,1.7,1,0,5,0
2022/2023,North East,Bauchi,Itas/Gadau,Itas,Asashl Islam Nursery And Primary School Itas,Male,Disabled,NECO,Polytechnic,6,15,18,5,3,0,1.6,3,0,7,1
2022/2023,North East,Bauchi,Itas/Gadau,Itas,"Cps Itas Primary School, Itas",Male,Disabled,WAEC,Polytechnic,8,20,23,3,2,0,1.6,3,0,11,1
2022/2023,North East,Bauchi,Itas/Gadau,Itas,"Government Junior Secondary School, Itas",Female,ALL,NABTEB,College of Education,23,59,61,5,3,0,1.8,8,0,32,1
2022/2023,North East,Bauchi,Itas/Gadau,Itas,"Hasanul Basary Academy Nursery And Primary School With Tafsir, Itas",Female,ALL,NECO,College of Education,41,107,112,9,8,0,1.8,14,0,58,1
2022/2023,North East,Bauchi,Itas/Gadau,Itas,"Hasanul Basary Academy Science Secondary School, Itas",Female,ALL,WAEC,College of Education,49,127,137,20,19,0,1.8,17,0,65,1
2022/2023,North East,Bauchi,Itas/Gadau,Itas,"Hidayatul Islamiyya Itas Kofar Fada, Itas",Female,Disabled,NABTEB,College of Education,3,7,9,0,0,0,1.8,1,0,5,0
2022/2023,North East,Bauchi,Itas/Gadau,Itas,"Itas Gana Primary School, Itas Gana",Female,Disabled,NECO,College of Education,3,9,11,0,0,0,1.8,1,0,6,0
2022/2023,North East,Bauchi,Itas/Gadau,Itas,Itas Islamic Nursery And Primary Academy School,Female,Disabled,WAEC,College of Education,3,9,11,2,0,0,1.8,1,0,5,1
2022/2023,North East,Bauchi,Itas/Gadau,Itas,"Mu`Assasah Qur`Anic School, Itas",Male,ALL,NABTEB,College of Education,27,70,67,5,3,0,1.8,9,0,35,1
2022/2023,North East,Bauchi,Itas/Gadau,Itas,"Nazariyya Nursery And Primary School, Itas",Male,ALL,NECO,College of Education,55,140,154,12,11,0,1.8,20,0,80,1
2022/2023,North East,Bauchi,Itas/Gadau,Itas,School For Arabic And Islamic Studies (Saturday And Sunday),Male,ALL,WAEC,College of Education,68,177,179,17,16,0,1.8,23,0,91,1
2022/2023,North East,Bauchi,Itas/Gadau,Itas,Tafida Muhammadu Government Junior Secondary Itas,Male,Disabled,NABTEB,College of Education,3,9,9,0,0,0,1.8,1,0,5,0
2022/2023,North East,Bauchi,Itas/Gadau,Itas,"Tafida Primary School, Tafida",Male,Disabled,NECO,College of Education,3,9,7,0,0,0,1.8,1,1,4,0
2022/2023,North East,Bauchi,Itas/Gadau,Itas,Tasngayar Malam Abdu Magama Itas,Male,Disabled,WAEC,College of Education,5,11,12,2,0,0,1.8,2,0,6,1
2022/2023,North East,Bauchi,Itas/Gadau,Itas,Tsangayan Malam Idi Itas Imam Yakubu,Female,ALL,NABTEB,University,25,64,67,39,37,0,1.6,9,0,13,1
2022/2023,North East,Bauchi,Itas/Gadau,Itas,Tsangayar Malam Bashar Bakin Kasuwa,Female,ALL,NECO,University,35,90,107,50,44,0,1.5,13,0,29,4
2022/2023,North East,Bauchi,Itas/Gadau,Itas,Tsangayar Malam Mamuda Samaila Itas,Female,ALL,WAEC,University,58,149,172,79,76,0,1.5,20,0,47,2
2022/2023,North East,Bauchi,Itas/Gadau,Itas,"Ummulqura Tahfizul Quran, Jibwis Itas Gadau",Female,Disabled,NABTEB,University,3,7,9,9,8,0,1.6,1,0,0,1
2022/2023,North East,Bauchi,Itas/Gadau,Kashuri,"Dagashi Primary School, Dagashi",Female,ALL,NECO,College of Education,83,215,233,22,20,0,1.8,29,0,119,1
2022/2023,North East,Bauchi,Itas/Gadau,Kashuri,"G/M/Hamidu Primary School, Hamidu",Female,ALL,WAEC,College of Education,102,261,291,33,31,0,1.8,36,0,145,1
2022/2023,North East,Bauchi,Itas/Gadau,Kashuri,Gandiyal Primary School,Female,Disabled,NABTEB,College of Education,3,7,9,0,0,0,1.8,1,0,5,0
2022/2023,North East,Bauchi,Itas/Gadau,Kashuri,"Gasakoli Primary School, Gasakoli",Female,Disabled,NECO,College of Education,6,15,16,0,0,0,1.8,2,0,9,0
