session,zone,state,lga,ward,school,gender,disability,exam_body,institution_type,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,South South,Bayelsa,Brass,Cafe Farmosa,"Government Secondary School, Cafe Farmosa",Female,Disabled,NECO,Polytechnic,2,5,5,0,0,0,1.6,1,0,6,0
2022/2023,South South,Bayelsa,Brass,Cafe Farmosa,"Government Secondary School, Cafe Farmosa",Female,Disabled,WAEC,Polytechnic,3,7,7,0,0,0,1.6,2,0,9,0
2022/2023,South South,Bayelsa,Brass,Cafe Farmosa,"Government Secondary School, Cafe Farmosa",Male,ALL,NABTEB,Polytechnic,15,37,41,1,1,0,1.7,12,0,52,1
2022/2023,South South,Bayelsa,Brass,Cafe Farmosa,"Government Secondary School, Cafe Farmosa",Male,ALL,NECO,Polytechnic,27,68,70,3,2,0,1.6,22,0,87,1
2022/2023,South South,Bayelsa,Brass,Cafe Farmosa,"Government Secondary School, Cafe Farmosa",Male,ALL,WAEC,Polytechnic,34,89,97,4,3,0,1.6,27,0,121,1
2022/2023,South South,Bayelsa,Brass,Cafe Farmosa,"Government Secondary School, Cafe Farmosa",Male,Disabled,NABTEB,Polytechnic,1,2,3,0,0,0,1.7,1,0,4,0
2022/2023,South South,Bayelsa,Brass,Cafe Farmosa,"Government Secondary School, Cafe Farmosa",Male,Disabled,NECO,Polytechnic,2,5,5,0,0,0,1.6,2,0,7,0
2022/2023,South South,Bayelsa,Brass,Cafe Farmosa,"Government Secondary School, Cafe Farmosa",Male,Disabled,WAEC,Polytechnic,3,7,8,0,0,0,1.6,2,0,11,0
2022/2023,South South,Bayelsa,Brass,Cafe Farmosa,"Unity College, Brass",Female,ALL,NABTEB,College of Education,14,35,42,0,0,0,1.8,11,0,55,0
2022/2023,South South,Bayelsa,Brass,Cafe Farmosa,"Unity College, Brass",Female,ALL,NECO,College of Education,23,59,64,1,0,0,1.8,19,0,83,1
2022/2023,South South,Bayelsa,Brass,Cafe Farmosa,"Unity College, Brass",Female,ALL,WAEC,College of Education,30,77,86,1,0,0,1.8,24,0,111,1
2022/2023,South South,Bayelsa,Brass,Cafe Farmosa,"Unity College, Brass",Female,Disabled,NABTEB,College of Education,1,2,2,0,0,0,1.8,0,0,3,0
2022/2023,South South,Bayelsa,Brass,Cafe Farmosa,"Unity College, Brass",Female,Disabled,NECO,College of Education,2,5,6,0,0,0,1.8,1,0,8,0
2022/2023,South South,Bayelsa,Brass,Cafe Farmosa,"Unity College, Brass",Female,Disabled,WAEC,College of Education,2,6,6,0,0,0,1.8,2,0,8,0
2022/2023,South South,Bayelsa,Brass,Cafe Farmosa,"Unity College, Brass",Male,ALL,NABTEB,College of Education,14,35,41,0,0,0,1.8,11,0,54,0
2022/2023,South South,Bayelsa,Brass,Cafe Farmosa,"Unity College, Brass",Male,ALL,NECO,College of Education,26,66,74,1,0,0,1.8,20,0,95,1
2022/2023,South South,Bayelsa,Brass,Cafe Farmosa,"Unity College, Brass",Male,ALL,WAEC,College of Education,30,78,88,1,0,0,1.8,24,0,114,1
2022/2023,South South,Bayelsa,Brass,Cafe Farmosa,"Unity College, Brass",Male,Disabled,NABTEB,College of Education,1,2,2,0,0,0,1.8,0,0,3,0
2022/2023,South South,Bayelsa,Brass,Cafe Farmosa,"Unity College, Brass",Male,Disabled,NECO,College of Education,2,5,6,0,0,0,1.8,2,0,8,0
2022/2023,South South,Bayelsa,Brass,Cafe Farmosa,"Unity College, Brass",Male,Disabled,WAEC,College of Education,2,6,6,0,0,0,1.8,2,0,8,0
2022/2023,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,"Community Secondary School, Igbedi",Female,ALL,NABTEB,College of Education,9,23,25,0,0,0,1.8,7,0,32,0
2022/2023,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,"Community Secondary School, Igbedi",Female,ALL,NECO,College of Education,18,47,51,0,0,0,1.8,15,0,66,0
2022/2023,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,"Community Secondary School, Igbedi",Female,ALL,WAEC,College of Education,27,69,72,1,0,0,1.8,21,0,93,1
2022/2023,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,"Community Secondary School, Igbedi",Female,Disabled,NABTEB,College of Education,1,2,2,0,0,0,1.8,0,0,3,0
2022/2023,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,"Community Secondary School, Igbedi",Female,Disabled,NECO,College of Education,1,3,4,0,0,0,1.8,1,0,5,0
2022/2023,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,"Community Secondary School, Igbedi",Female,Disabled,WAEC,College of Education,2,5,5,0,0,0,1.8,1,0,7,0
2022/2023,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,"Community Secondary School, Igbedi",Male,ALL,NABTEB,College of Education,8,21,22,0,0,0,1.8,7,0,29,0
2022/2023,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,"Community Secondary School, Igbedi",Male,ALL,NECO,College of Education,16,42,45,0,0,0,1.8,13,0,59,0
2022/2023,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,"Community Secondary School, Igbedi",Male,ALL,WAEC,College of Education,21,55,58,1,0,0,1.8,17,0,75,1
2022/2023,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,"Community Secondary School, Igbedi",Male,Disabled,NABTEB,College of Education,1,2,2,0,0,0,1.8,0,0,3,0
2022/2023,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,"Community Secondary School, Igbedi",Male,Disabled,NECO,College of Education,1,3,3,0,0,0,1.8,1,0,4,0
2022/2023,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,"Community Secondary School, Igbedi",Male,Disabled,WAEC,College of Education,2,4,5,0,0,0,1.8,2,0,7,0
2022/2023,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,"Comprehensive High School, Igbedi",Female,ALL,NABTEB,Polytechnic,9,22,25,1,0,0,1.7,7,0,31,1
2022/2023,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,"Comprehensive High School, Igbedi",Female,ALL,NECO,Polytechnic,19,48,55,2,1,0,1.6,15,0,69,1
2022/2023,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,"Comprehensive High School, Igbedi",Female,ALL,WAEC,Polytechnic,24,60,64,3,2,0,1.6,19,0,80,1
2022/2023,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,"Comprehensive High School, Igbedi",Female,Disabled,NABTEB,Polytechnic,1,2,2,0,0,0,1.7,0,0,3,0
2022/2023,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,"Comprehensive High School, Igbedi",Female,Disabled,NECO,Polytechnic,1,3,4,0,0,0,1.6,1,0,5,0
