"session","zone","state","lga","ward","school","gender","disability_scope","exam_body","institution_type","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","median_time_to_matriculation_years","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","City Centre","Community Secondary School, City Centre","Male","disabled","NECO","College of Education","23","23","14","5","5","0","2.0","0","9","9","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","City Centre","Community Secondary School, City Centre","Male","disabled","WAEC","College of Education","27","27","16","4","5","0","2.0","0","11","13","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","City Centre","Comprehensive High School, City Centre","Female","all","NABTEB","College of Education","75","74","47","25","26","0","2.1","1","27","23","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","City Centre","Comprehensive High School, City Centre","Female","all","NECO","College of Education","145","143","94","33","29","4","2.0","2","49","62","4"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","City Centre","Comprehensive High School, City Centre","Female","all","WAEC","College of Education","172","169","109","48","42","6","2.0","3","60","62","6"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","City Centre","Comprehensive High School, City Centre","Female","disabled","NABTEB","College of Education","10","10","5","5","5","0","2.1","0","5","0","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","City Centre","Comprehensive High School, City Centre","Female","disabled","NECO","College of Education","14","14","7","5","5","0","2.0","0","7","3","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","City Centre","Comprehensive High School, City Centre","Female","disabled","WAEC","College of Education","16","16","9","4","5","0","2.0","0","7","6","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","City Centre","Comprehensive High School, City Centre","Male","all","NABTEB","College of Education","81","80","50","19","19","0","2.1","1","30","32","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","City Centre","Comprehensive High School, City Centre","Male","all","NECO","College of Education","178","175","108","38","34","4","2.0","3","67","71","4"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","City Centre","Comprehensive High School, City Centre","Male","all","WAEC","College of Education","183","180","116","39","38","1","2.0","3","64","77","1"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","City Centre","Comprehensive High School, City Centre","Male","disabled","NABTEB","College of Education","10","10","5","5","5","0","2.1","0","5","0","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","City Centre","Comprehensive High School, City Centre","Male","disabled","NECO","College of Education","17","17","10","5","5","0","2.0","0","7","6","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","City Centre","Comprehensive High School, City Centre","Male","disabled","WAEC","College of Education","19","19","11","4","5","0","2.0","0","8","8","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","City Centre","Government Secondary School, City Centre","Female","all","NABTEB","Polytechnic","138","136","87","31","26","5","2.0","2","49","56","5"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","City Centre","Government Secondary School, City Centre","Female","all","NECO","Polytechnic","228","225","148","52","43","9","2.0","3","77","97","9"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","City Centre","Government Secondary School, City Centre","Female","all","WAEC","Polytechnic","280","276","170","73","66","8","2.0","4","106","96","8"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","City Centre","Government Secondary School, City Centre","Female","disabled","NABTEB","Polytechnic","10","10","5","5","5","0","2.0","0","5","0","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","City Centre","Government Secondary School, City Centre","Female","disabled","NECO","Polytechnic","17","17","10","5","5","0","2.0","0","7","6","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","City Centre","Government Secondary School, City Centre","Female","disabled","WAEC","Polytechnic","22","22","11","4","5","0","2.0","0","11","8","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","City Centre","Government Secondary School, City Centre","Male","all","NABTEB","Polytechnic","152","150","90","37","32","5","2.0","2","60","54","5"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","City Centre","Government Secondary School, City Centre","Male","all","NECO","Polytechnic","222","219","132","43","39","4","2.0","3","87","90","4"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","City Centre","Government Secondary School, City Centre","Male","all","WAEC","Polytechnic","345","340","203","70","66","4","2.0","5","137","133","4"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","City Centre","Government Secondary School, City Centre","Male","disabled","NABTEB","Polytechnic","13","13","9","6","6","0","2.0","0","4","3","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","City Centre","Government Secondary School, City Centre","Male","disabled","NECO","Polytechnic","20","20","10","5","5","0","2.0","0","10","6","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","City Centre","Government Secondary School, City Centre","Male","disabled","WAEC","Polytechnic","25","25","14","5","5","0","2.0","0","11","10","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","City Centre","Unity College, Abuja Municipal","Female","all","NABTEB","College of Education","59","58","38","19","19","0","2.1","1","20","20","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","City Centre","Unity College, Abuja Municipal","Female","all","NECO","College of Education","130","128","80","29","24","5","2.0","2","48","52","5"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","City Centre","Unity College, Abuja Municipal","Female","all","WAEC","College of Education","169","166","109","44","42","2","2.0","3","57","66","2"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","City Centre","Unity College, Abuja Municipal","Female","disabled","NABTEB","College of Education","10","10","5","5","5","0","2.1","0","5","0","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","City Centre","Unity College, Abuja Municipal","Female","disabled","NECO","College of Education","14","14","7","5","5","0","2.0","0","7","3","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","City Centre","Unity College, Abuja Municipal","Female","disabled","WAEC","College of Education","19","19","11","4","5","0","2.0","0","8","8","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","City Centre","Unity College, Abuja Municipal","Male","all","NABTEB","College of Education","68","67","39","19","19","0","2.1","1","28","20","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","City Centre","Unity College, Abuja Municipal","Male","all","NECO","College of Education","148","146","91","33","29","4","2.0","2","55","59","4"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","City Centre","Unity College, Abuja Municipal","Male","all","WAEC","College of Education","180","177","116","44","42","2","2.0","3","61","72","2"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","City Centre","Unity College, Abuja Municipal","Male","disabled","NABTEB","College of Education","10","10","5","5","5","0","2.1","0","5","0","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","City Centre","Unity College, Abuja Municipal","Male","disabled","NECO","College of Education","17","17","10","5","5","0","2.0","0","7","6","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","City Centre","Unity College, Abuja Municipal","Male","disabled","WAEC","College of Education","19","19","11","5","5","0","2.0","0","8","7","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Community Secondary School, Garki","Female","all","NABTEB","College of Education","61","60","35","12","13","0","2.1","1","25","23","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Community Secondary School, Garki","Female","all","NECO","College of Education","115","113","67","24","19","5","2.0","2","46","44","5"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Community Secondary School, Garki","Female","all","WAEC","College of Education","135","133","76","31","28","3","2.0","2","57","45","3"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Community Secondary School, Garki","Female","disabled","NABTEB","College of Education","10","10","5","0","0","0","2.1","0","5","5","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Community Secondary School, Garki","Female","disabled","NECO","College of Education","14","14","7","5","5","0","2.0","0","7","3","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Community Secondary School, Garki","Female","disabled","WAEC","College of Education","14","14","7","4","5","0","2.0","0","7","3","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Community Secondary School, Garki","Male","all","NABTEB","College of Education","59","58","35","12","13","0","2.1","1","23","24","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Community Secondary School, Garki","Male","all","NECO","College of Education","115","113","67","19","14","5","2.0","2","46","49","5"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Community Secondary School, Garki","Male","all","WAEC","College of Education","120","118","70","22","19","3","2.0","2","48","49","3"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Community Secondary School, Garki","Male","disabled","NABTEB","College of Education","10","10","5","0","0","0","2.1","0","5","5","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Community Secondary School, Garki","Male","disabled","NECO","College of Education","11","11","7","5","5","0","2.0","0","4","3","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Community Secondary School, Garki","Male","disabled","WAEC","College of Education","14","14","7","4","5","0","2.0","0","7","3","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Comprehensive High School, Garki","Female","all","NABTEB","Polytechnic","133","131","81","31","26","5","2.0","2","50","51","5"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Comprehensive High School, Garki","Female","all","NECO","Polytechnic","240","236","135","43","34","9","2.0","4","101","92","9"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Comprehensive High School, Garki","Female","all","WAEC","Polytechnic","304","299","177","66","61","5","2.0","5","122","111","5"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Comprehensive High School, Garki","Female","disabled","NABTEB","Polytechnic","15","15","8","6","6","0","2.0","0","7","3","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Comprehensive High School, Garki","Female","disabled","NECO","Polytechnic","29","29","16","5","5","0","2.0","0","13","11","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Comprehensive High School, Garki","Female","disabled","WAEC","Polytechnic","37","36","21","9","9","0","2.0","1","15","13","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Comprehensive High School, Garki","Male","all","NABTEB","Polytechnic","124","122","75","25","19","6","2.0","2","47","50","6"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Comprehensive High School, Garki","Male","all","NECO","Polytechnic","224","221","124","33","29","4","2.0","3","97","91","4"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Comprehensive High School, Garki","Male","all","WAEC","Polytechnic","310","305","180","48","42","6","2.0","5","125","133","6"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Comprehensive High School, Garki","Male","disabled","NABTEB","Polytechnic","15","15","8","6","6","0","2.0","0","7","3","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Comprehensive High School, Garki","Male","disabled","NECO","Polytechnic","29","29","16","5","5","0","2.0","0","13","11","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Comprehensive High School, Garki","Male","disabled","WAEC","Polytechnic","34","33","19","4","5","0","2.0","1","14","16","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Government Secondary School, Garki","Female","all","NABTEB","College of Education","80","79","53","24","25","0","2.1","1","26","28","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Government Secondary School, Garki","Female","all","NECO","College of Education","136","134","89","38","34","4","2.0","2","45","52","4"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Government Secondary School, Garki","Female","all","WAEC","College of Education","207","204","134","53","47","6","2.0","3","70","81","6"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Government Secondary School, Garki","Female","disabled","NABTEB","College of Education","10","10","5","5","5","0","2.1","0","5","0","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Government Secondary School, Garki","Female","disabled","NECO","College of Education","11","11","5","5","5","0","2.0","0","6","0","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Government Secondary School, Garki","Female","disabled","WAEC","College of Education","19","19","11","4","5","0","2.0","0","8","8","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Government Secondary School, Garki","Male","all","NABTEB","College of Education","94","93","56","25","19","6","2.1","1","37","32","6"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Government Secondary School, Garki","Male","all","NECO","College of Education","165","163","102","33","29","4","2.0","2","61","70","4"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Government Secondary School, Garki","Male","all","WAEC","College of Education","235","232","150","61","57","4","2.0","3","82","90","4"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Government Secondary School, Garki","Male","disabled","NABTEB","College of Education","10","10","5","5","5","0","2.1","0","5","0","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Government Secondary School, Garki","Male","disabled","NECO","College of Education","14","14","7","5","5","0","2.0","0","7","3","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Government Secondary School, Garki","Male","disabled","WAEC","College of Education","19","19","11","5","5","0","2.0","0","8","7","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Unity College, Abuja Municipal","Female","all","NABTEB","College of Education","114","112","69","19","13","6","2.1","2","43","51","6"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Unity College, Abuja Municipal","Female","all","NECO","College of Education","255","251","140","43","39","4","2.0","4","111","98","4"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Unity College, Abuja Municipal","Female","all","WAEC","College of Education","298","294","175","53","47","6","2.0","4","119","123","6"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Unity College, Abuja Municipal","Female","disabled","NABTEB","College of Education","12","12","6","0","0","0","2.1","0","6","6","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Unity College, Abuja Municipal","Female","disabled","NECO","College of Education","26","26","14","5","5","0","2.0","0","12","9","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Unity College, Abuja Municipal","Female","disabled","WAEC","College of Education","30","30","16","4","5","0","2.0","0","14","13","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Unity College, Abuja Municipal","Male","all","NABTEB","College of Education","138","136","78","19","19","0","2.1","2","58","59","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Unity College, Abuja Municipal","Male","all","NECO","College of Education","287","283","159","43","34","9","2.0","4","124","116","9"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Unity College, Abuja Municipal","Male","all","WAEC","College of Education","365","360","208","66","61","5","2.0","5","152","142","5"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Unity College, Abuja Municipal","Male","disabled","NABTEB","College of Education","15","15","8","0","0","0","2.1","0","7","8","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Unity College, Abuja Municipal","Male","disabled","NECO","College of Education","32","32","19","5","5","0","2.0","0","13","14","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Garki","Unity College, Abuja Municipal","Male","disabled","WAEC","College of Education","39","38","21","4","5","0","2.0","1","17","17","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Gui","Community Secondary School, Gui","Female","all","NABTEB","College of Education","65","64","41","19","19","0","2.1","1","23","23","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Gui","Community Secondary School, Gui","Female","all","NECO","College of Education","136","134","80","29","24","5","2.0","2","54","52","5"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Gui","Community Secondary School, Gui","Female","all","WAEC","College of Education","156","154","94","38","38","1","2.0","2","60","55","1"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Gui","Community Secondary School, Gui","Female","disabled","NABTEB","College of Education","10","10","5","5","5","0","2.1","0","5","0","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Gui","Community Secondary School, Gui","Female","disabled","NECO","College of Education","11","11","5","5","5","0","2.0","0","6","0","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Gui","Community Secondary School, Gui","Female","disabled","WAEC","College of Education","11","11","7","5","5","0","2.0","0","4","2","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Gui","Community Secondary School, Gui","Male","all","NABTEB","College of Education","65","64","38","12","13","0","2.1","1","26","27","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Gui","Community Secondary School, Gui","Male","all","NECO","College of Education","127","125","75","24","19","5","2.0","2","50","52","5"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Gui","Community Secondary School, Gui","Male","all","WAEC","College of Education","163","161","94","39","38","1","2.0","2","67","56","1"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Gui","Community Secondary School, Gui","Male","disabled","NABTEB","College of Education","10","10","5","0","0","0","2.1","0","5","5","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Gui","Community Secondary School, Gui","Male","disabled","NECO","College of Education","11","11","5","0","0","0","2.0","0","6","5","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Gui","Community Secondary School, Gui","Male","disabled","WAEC","College of Education","11","11","7","5","5","0","2.0","0","4","2","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Gui","Comprehensive High School, Gui","Female","all","NABTEB","University","57","56","32","12","13","0","1.8","1","24","21","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Gui","Comprehensive High School, Gui","Female","all","NECO","University","112","110","70","28","24","4","1.8","2","40","42","4"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Gui","Comprehensive High School, Gui","Female","all","WAEC","University","145","143","85","35","33","2","1.8","2","58","50","2"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Gui","Comprehensive High School, Gui","Female","disabled","NABTEB","University","10","10","5","0","0","0","1.8","0","5","5","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Gui","Comprehensive High School, Gui","Female","disabled","NECO","University","11","11","5","5","5","0","1.8","0","6","0","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Gui","Comprehensive High School, Gui","Female","disabled","WAEC","University","16","16","9","4","5","0","1.8","0","7","6","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Gui","Comprehensive High School, Gui","Male","all","NABTEB","University","53","52","32","12","13","0","1.8","1","20","20","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Gui","Comprehensive High School, Gui","Male","all","NECO","University","107","105","64","19","19","0","1.8","2","41","46","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Gui","Comprehensive High School, Gui","Male","all","WAEC","University","146","144","89","31","28","3","1.8","2","55","59","3"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Gui","Comprehensive High School, Gui","Male","disabled","NABTEB","University","10","10","5","0","0","0","1.8","0","5","5","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Gui","Comprehensive High School, Gui","Male","disabled","NECO","University","11","11","5","5","5","0","1.8","0","6","0","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Gui","Comprehensive High School, Gui","Male","disabled","WAEC","University","16","16","9","5","5","0","1.8","0","7","5","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Gui","Government Secondary School, Gui","Female","all","NABTEB","College of Education","97","96","62","25","19","6","2.1","1","34","38","6"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Gui","Government Secondary School, Gui","Female","all","NECO","College of Education","165","163","102","38","34","4","2.0","2","61","65","4"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Gui","Government Secondary School, Gui","Female","all","WAEC","College of Education","229","226","131","57","52","5","2.0","3","95","75","5"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Gui","Government Secondary School, Gui","Female","disabled","NABTEB","College of Education","10","10","5","0","0","0","2.1","0","5","5","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Gui","Government Secondary School, Gui","Female","disabled","NECO","College of Education","14","14","7","5","5","0","2.0","0","7","3","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Gui","Government Secondary School, Gui","Female","disabled","WAEC","College of Education","22","22","11","5","5","0","2.0","0","11","7","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Gui","Government Secondary School, Gui","Male","all","NABTEB","College of Education","100","99","62","19","13","6","2.1","1","37","44","6"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Gui","Government Secondary School, Gui","Male","all","NECO","College of Education","207","204","127","38","34","4","2.0","3","77","89","4"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Gui","Government Secondary School, Gui","Male","all","WAEC","College of Education","246","242","148","53","47","6","2.0","4","94","95","6"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Gui","Government Secondary School, Gui","Male","disabled","NABTEB","College of Education","10","10","5","0","0","0","2.1","0","5","5","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Gui","Government Secondary School, Gui","Male","disabled","NECO","College of Education","17","17","10","0","0","0","2.0","0","7","10","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Gui","Government Secondary School, Gui","Male","disabled","WAEC","College of Education","22","22","11","5","5","0","2.0","0","11","7","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Gui","Unity College, Abuja Municipal","Female","all","NABTEB","College of Education","152","150","87","31","26","5","2.1","2","63","57","5"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Gui","Unity College, Abuja Municipal","Female","all","NECO","College of Education","266","262","159","52","43","9","2.0","4","103","107","9"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Gui","Unity College, Abuja Municipal","Female","all","WAEC","College of Education","353","348","207","74","66","8","2.0","5","141","134","8"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Gui","Unity College, Abuja Municipal","Female","disabled","NABTEB","College of Education","18","18","9","6","6","0","2.1","0","9","3","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Gui","Unity College, Abuja Municipal","Female","disabled","NECO","College of Education","36","35","19","5","5","0","2.0","1","16","14","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Gui","Unity College, Abuja Municipal","Female","disabled","WAEC","College of Education","42","41","23","9","9","0","2.0","1","18","14","0"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Gui","Unity College, Abuja Municipal","Male","all","NABTEB","College of Education","149","147","84","25","19","6","2.1","2","63","60","6"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Gui","Unity College, Abuja Municipal","Male","all","NECO","College of Education","287","283","157","48","39","9","2.0","4","126","109","9"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Gui","Unity College, Abuja Municipal","Male","all","WAEC","College of Education","338","333","199","66","61","5","2.0","5","134","133","5"
"2019/2020","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","Gui","Unity College, Abuja Municipal","Male","disabled","NABTEB","College of Education","21","21","11","0","0","0","2.1","0","10","11","0"
