session,zone,state,lga,ward,school,gender,disability,exam_body,institution_type,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Comprehensive High School, Alwasa/Gotomo",Female,Disabled,WAEC,Polytechnic,2,5,5,0,0,0,1.6,1,0,4,0
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Comprehensive High School, Alwasa/Gotomo",Male,ALL,NABTEB,Polytechnic,19,49,53,2,1,0,1.7,9,0,41,1
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Comprehensive High School, Alwasa/Gotomo",Male,ALL,NECO,Polytechnic,30,78,95,5,4,0,1.6,15,0,72,1
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Comprehensive High School, Alwasa/Gotomo",Male,ALL,WAEC,Polytechnic,35,89,103,5,4,0,1.6,17,0,79,1
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Comprehensive High School, Alwasa/Gotomo",Male,Disabled,NABTEB,Polytechnic,2,5,5,0,0,0,1.7,1,0,4,0
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Comprehensive High School, Alwasa/Gotomo",Male,Disabled,NECO,Polytechnic,2,5,7,0,0,0,1.6,1,0,6,0
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Comprehensive High School, Alwasa/Gotomo",Male,Disabled,WAEC,Polytechnic,3,6,9,0,0,0,1.6,2,0,7,0
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Female,ALL,NABTEB,Polytechnic,19,49,53,3,2,0,1.7,9,0,40,1
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Female,ALL,NECO,Polytechnic,32,82,91,7,5,0,1.6,16,0,68,1
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Female,ALL,WAEC,Polytechnic,41,106,121,8,7,0,1.6,20,0,91,1
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Female,Disabled,NABTEB,Polytechnic,2,4,4,0,0,0,1.7,1,0,3,0
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Female,Disabled,NECO,Polytechnic,2,5,5,0,0,0,1.6,1,0,4,0
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Female,Disabled,WAEC,Polytechnic,3,8,9,0,0,0,1.6,1,0,7,0
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Male,ALL,NABTEB,Polytechnic,22,58,64,2,1,0,1.7,11,0,50,1
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Male,ALL,NECO,Polytechnic,35,89,92,4,3,0,1.6,17,0,71,1
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Male,ALL,WAEC,Polytechnic,50,129,143,8,7,0,1.6,25,0,109,1
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Male,Disabled,NABTEB,Polytechnic,2,5,5,0,0,0,1.7,1,0,4,0
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Male,Disabled,NECO,Polytechnic,3,6,7,0,0,0,1.6,2,0,6,0
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Government Secondary School, Alwasa/Gotomo",Male,Disabled,WAEC,Polytechnic,3,8,9,0,0,0,1.6,2,0,7,0
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Female,ALL,NABTEB,College of Education,14,35,34,1,0,0,1.8,7,0,27,1
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Female,ALL,NECO,College of Education,22,56,58,1,0,0,1.8,11,0,46,1
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Female,ALL,WAEC,College of Education,28,71,79,2,1,0,1.8,14,0,62,1
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Female,Disabled,NABTEB,College of Education,2,4,4,0,0,0,1.8,1,0,3,0
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Female,Disabled,NECO,College of Education,2,4,4,0,0,0,1.8,1,0,3,0
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Female,Disabled,WAEC,College of Education,2,4,5,0,0,0,1.8,1,0,4,0
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Male,ALL,NABTEB,College of Education,16,41,47,0,0,0,1.8,8,0,38,0
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Male,ALL,NECO,College of Education,29,74,79,1,0,0,1.8,14,0,63,1
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Male,ALL,WAEC,College of Education,34,87,90,1,0,0,1.8,17,0,72,1
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Male,Disabled,NABTEB,College of Education,2,5,5,0,0,0,1.8,1,0,4,0
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Male,Disabled,NECO,College of Education,2,5,5,0,0,0,1.8,1,0,4,0
2022/2023,North West,Kebbi,Argungu,Alwasa/Gotomo,"Unity College, Argungu",Male,Disabled,WAEC,College of Education,2,5,7,0,0,0,1.8,1,0,6,0
2022/2023,North West,Kebbi,Argungu,Dikko,"Community Secondary School, Dikko",Female,ALL,NABTEB,College of Education,12,32,34,1,0,0,1.8,6,0,27,1
2022/2023,North West,Kebbi,Argungu,Dikko,"Community Secondary School, Dikko",Female,ALL,NECO,College of Education,23,60,68,2,1,0,1.8,12,0,53,1
2022/2023,North West,Kebbi,Argungu,Dikko,"Community Secondary School, Dikko",Female,ALL,WAEC,College of Education,30,78,85,2,1,0,1.8,15,0,67,1
2022/2023,North West,Kebbi,Argungu,Dikko,"Community Secondary School, Dikko",Female,Disabled,NABTEB,College of Education,2,4,4,0,0,0,1.8,1,0,3,0
2022/2023,North West,Kebbi,Argungu,Dikko,"Community Secondary School, Dikko",Female,Disabled,NECO,College of Education,2,6,7,0,0,0,1.8,1,0,6,0
2022/2023,North West,Kebbi,Argungu,Dikko,"Community Secondary School, Dikko",Female,Disabled,WAEC,College of Education,3,8,7,0,0,0,1.8,1,0,6,0
2022/2023,North West,Kebbi,Argungu,Dikko,"Community Secondary School, Dikko",Male,ALL,NABTEB,College of Education,18,48,53,1,0,0,1.8,9,0,42,1
2022/2023,North West,Kebbi,Argungu,Dikko,"Community Secondary School, Dikko",Male,ALL,NECO,College of Education,36,93,106,2,1,0,1.8,18,0,84,1
2022/2023,North West,Kebbi,Argungu,Dikko,"Community Secondary School, Dikko",Male,ALL,WAEC,College of Education,39,101,114,2,1,0,1.8,20,0,91,1
2022/2023,North West,Kebbi,Argungu,Dikko,"Community Secondary School, Dikko",Male,Disabled,NABTEB,College of Education,2,5,5,0,0,0,1.8,1,0,4,0
2022/2023,North West,Kebbi,Argungu,Dikko,"Community Secondary School, Dikko",Male,Disabled,NECO,College of Education,3,8,10,0,0,0,1.8,2,0,8,0
2022/2023,North West,Kebbi,Argungu,Dikko,"Community Secondary School, Dikko",Male,Disabled,WAEC,College of Education,4,10,12,0,0,0,1.8,2,0,10,0
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Female,ALL,NABTEB,University,25,63,69,26,24,0,1.6,12,0,32,2
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Female,ALL,NECO,University,45,115,117,38,34,0,1.5,22,0,60,4
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Female,ALL,WAEC,University,56,145,149,53,48,0,1.5,28,0,73,4
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Female,Disabled,NABTEB,University,2,5,5,2,1,0,1.6,1,0,2,1
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Female,Disabled,NECO,University,3,8,9,2,1,0,1.5,2,0,5,1
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Female,Disabled,WAEC,University,4,10,11,2,1,0,1.5,2,0,7,1
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Male,ALL,NABTEB,University,33,84,90,19,16,0,1.6,16,0,56,2
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Male,ALL,NECO,University,56,145,146,33,31,0,1.5,28,0,89,2
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Male,ALL,WAEC,University,77,199,207,49,46,0,1.5,38,0,123,3
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Male,Disabled,NABTEB,University,2,6,7,2,1,0,1.6,1,0,4,1
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Male,Disabled,NECO,University,4,12,14,2,1,0,1.5,2,0,9,1
2022/2023,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Male,Disabled,WAEC,University,6,14,15,2,1,0,1.5,3,0,10,1
2022/2023,North West,Kebbi,Argungu,Dikko,"Government Secondary School, Dikko",Female,ALL,NABTEB,Polytechnic,23,60,66,4,3,0,1.7,12,0,50,1
2022/2023,North West,Kebbi,Argungu,Dikko,"Government Secondary School, Dikko",Female,ALL,NECO,Polytechnic,40,104,116,9,8,0,1.6,20,0,86,1
2022/2023,North West,Kebbi,Argungu,Dikko,"Government Secondary School, Dikko",Female,ALL,WAEC,Polytechnic,58,150,181,14,13,0,1.6,29,0,134,1
2022/2023,North West,Kebbi,Argungu,Dikko,"Government Secondary School, Dikko",Female,Disabled,NABTEB,Polytechnic,2,5,6,0,0,0,1.7,1,0,5,0
2022/2023,North West,Kebbi,Argungu,Dikko,"Government Secondary School, Dikko",Female,Disabled,NECO,Polytechnic,4,10,14,1,0,0,1.6,2,0,10,1
2022/2023,North West,Kebbi,Argungu,Dikko,"Government Secondary School, Dikko",Female,Disabled,WAEC,Polytechnic,6,14,15,1,0,0,1.6,3,0,11,1
2022/2023,North West,Kebbi,Argungu,Dikko,"Government Secondary School, Dikko",Male,ALL,NABTEB,Polytechnic,25,66,82,4,3,0,1.7,12,0,63,1
2022/2023,North West,Kebbi,Argungu,Dikko,"Government Secondary School, Dikko",Male,ALL,NECO,Polytechnic,47,120,143,8,7,0,1.6,24,0,109,1
2022/2023,North West,Kebbi,Argungu,Dikko,"Government Secondary School, Dikko",Male,ALL,WAEC,Polytechnic,70,180,209,11,10,0,1.6,35,0,160,1
2022/2023,North West,Kebbi,Argungu,Dikko,"Government Secondary School, Dikko",Male,Disabled,NABTEB,Polytechnic,2,6,7,0,0,0,1.7,1,0,6,0
2022/2023,North West,Kebbi,Argungu,Dikko,"Government Secondary School, Dikko",Male,Disabled,NECO,Polytechnic,5,12,14,0,0,0,1.6,3,0,11,0
2022/2023,North West,Kebbi,Argungu,Dikko,"Government Secondary School, Dikko",Male,Disabled,WAEC,Polytechnic,6,16,18,1,0,0,1.6,4,0,14,1
2022/2023,North West,Kebbi,Argungu,Dikko,"Unity College, Argungu",Female,ALL,NABTEB,College of Education,26,66,73,2,1,0,1.8,13,0,57,1
2022/2023,North West,Kebbi,Argungu,Dikko,"Unity College, Argungu",Female,ALL,NECO,College of Education,47,120,140,4,3,0,1.8,23,0,110,1
2022/2023,North West,Kebbi,Argungu,Dikko,"Unity College, Argungu",Female,ALL,WAEC,College of Education,57,149,162,4,3,0,1.8,28,0,128,1
2022/2023,North West,Kebbi,Argungu,Dikko,"Unity College, Argungu",Female,Disabled,NABTEB,College of Education,2,4,4,0,0,0,1.8,1,0,3,0
2022/2023,North West,Kebbi,Argungu,Dikko,"Unity College, Argungu",Female,Disabled,NECO,College of Education,3,8,7,0,0,0,1.8,1,0,6,0
2022/2023,North West,Kebbi,Argungu,Dikko,"Unity College, Argungu",Female,Disabled,WAEC,College of Education,4,9,10,0,0,0,1.8,2,0,8,0
2022/2023,North West,Kebbi,Argungu,Dikko,"Unity College, Argungu",Male,ALL,NABTEB,College of Education,32,83,98,2,1,0,1.8,16,0,78,1
2022/2023,North West,Kebbi,Argungu,Dikko,"Unity College, Argungu",Male,ALL,NECO,College of Education,66,171,199,4,3,0,1.8,33,0,158,1
2022/2023,North West,Kebbi,Argungu,Dikko,"Unity College, Argungu",Male,ALL,WAEC,College of Education,84,215,238,4,3,0,1.8,42,0,189,1
2022/2023,North West,Kebbi,Argungu,Dikko,"Unity College, Argungu",Male,Disabled,NABTEB,College of Education,2,5,5,0,0,0,1.8,1,0,4,0
2022/2023,North West,Kebbi,Argungu,Dikko,"Unity College, Argungu",Male,Disabled,NECO,College of Education,4,10,11,0,0,0,1.8,2,0,9,0
2022/2023,North West,Kebbi,Argungu,Dikko,"Unity College, Argungu",Male,Disabled,WAEC,College of Education,5,12,12,0,0,0,1.8,3,0,10,0
2022/2023,North West,Kebbi,Argungu,Felande,"Community Secondary School, Felande",Female,ALL,NABTEB,University,23,58,66,25,24,0,1.6,12,0,31,1
2022/2023,North West,Kebbi,Argungu,Felande,"Community Secondary School, Felande",Female,ALL,NECO,University,39,101,106,38,34,0,1.5,19,0,51,4
2022/2023,North West,Kebbi,Argungu,Felande,"Community Secondary School, Felande",Female,ALL,WAEC,University,56,144,151,49,48,0,1.5,28,0,78,1
2022/2023,North West,Kebbi,Argungu,Felande,"Community Secondary School, Felande",Female,Disabled,NABTEB,University,2,4,4,2,1,0,1.6,1,0,1,1
2022/2023,North West,Kebbi,Argungu,Felande,"Community Secondary School, Felande",Female,Disabled,NECO,University,3,8,9,2,1,0,1.5,1,0,5,1
2022/2023,North West,Kebbi,Argungu,Felande,"Community Secondary School, Felande",Female,Disabled,WAEC,University,4,10,11,2,1,0,1.5,2,0,7,1
2022/2023,North West,Kebbi,Argungu,Felande,"Community Secondary School, Felande",Male,ALL,NABTEB,University,31,80,89,23,20,0,1.6,15,0,51,3
2022/2023,North West,Kebbi,Argungu,Felande,"Community Secondary School, Felande",Male,ALL,NECO,University,57,148,166,43,38,0,1.5,28,0,96,4
2022/2023,North West,Kebbi,Argungu,Felande,"Community Secondary School, Felande",Male,ALL,WAEC,University,83,214,227,59,55,0,1.5,42,0,130,4
2022/2023,North West,Kebbi,Argungu,Felande,"Community Secondary School, Felande",Male,Disabled,NABTEB,University,2,5,5,2,1,0,1.6,1,0,2,1
2022/2023,North West,Kebbi,Argungu,Felande,"Community Secondary School, Felande",Male,Disabled,NECO,University,4,10,11,2,1,0,1.5,2,0,7,1
2022/2023,North West,Kebbi,Argungu,Felande,"Community Secondary School, Felande",Male,Disabled,WAEC,University,5,14,16,2,1,0,1.5,2,0,11,1
2022/2023,North West,Kebbi,Argungu,Felande,"Comprehensive High School, Felande",Female,ALL,NABTEB,Polytechnic,20,52,59,3,2,0,1.7,10,0,45,1
2022/2023,North West,Kebbi,Argungu,Felande,"Comprehensive High School, Felande",Female,ALL,NECO,Polytechnic,35,88,96,7,5,0,1.6,18,0,72,1
2022/2023,North West,Kebbi,Argungu,Felande,"Comprehensive High School, Felande",Female,ALL,WAEC,Polytechnic,53,137,148,9,8,0,1.6,26,0,112,1
2022/2023,North West,Kebbi,Argungu,Felande,"Comprehensive High School, Felande",Female,Disabled,NABTEB,Polytechnic,2,5,6,0,0,0,1.7,1,0,5,0
2022/2023,North West,Kebbi,Argungu,Felande,"Comprehensive High School, Felande",Female,Disabled,NECO,Polytechnic,3,8,9,0,0,0,1.6,2,0,7,0
2022/2023,North West,Kebbi,Argungu,Felande,"Comprehensive High School, Felande",Female,Disabled,WAEC,Polytechnic,6,14,15,1,0,0,1.6,3,0,11,1
2022/2023,North West,Kebbi,Argungu,Felande,"Comprehensive High School, Felande",Male,ALL,NABTEB,Polytechnic,29,76,78,3,2,0,1.7,14,0,60,1
2022/2023,North West,Kebbi,Argungu,Felande,"Comprehensive High School, Felande",Male,ALL,NECO,Polytechnic,45,115,128,5,4,0,1.6,22,0,99,1
2022/2023,North West,Kebbi,Argungu,Felande,"Comprehensive High School, Felande",Male,ALL,WAEC,Polytechnic,70,181,207,11,10,0,1.6,34,0,158,1
2022/2023,North West,Kebbi,Argungu,Felande,"Comprehensive High School, Felande",Male,Disabled,NABTEB,Polytechnic,3,8,7,0,0,0,1.7,1,0,6,0
2022/2023,North West,Kebbi,Argungu,Felande,"Comprehensive High School, Felande",Male,Disabled,NECO,Polytechnic,5,12,14,0,0,0,1.6,3,0,11,0
2022/2023,North West,Kebbi,Argungu,Felande,"Comprehensive High School, Felande",Male,Disabled,WAEC,Polytechnic,7,18,18,1,0,0,1.6,3,0,14,1
2022/2023,North West,Kebbi,Argungu,Felande,"Government Secondary School, Felande",Female,ALL,NABTEB,Polytechnic,14,36,41,2,1,0,1.7,7,0,31,1
2022/2023,North West,Kebbi,Argungu,Felande,"Government Secondary School, Felande",Female,ALL,NECO,Polytechnic,23,58,60,4,3,0,1.6,12,0,45,1
2022/2023,North West,Kebbi,Argungu,Felande,"Government Secondary School, Felande",Female,ALL,WAEC,Polytechnic,29,75,85,5,4,0,1.6,14,0,64,1
2022/2023,North West,Kebbi,Argungu,Felande,"Government Secondary School, Felande",Female,Disabled,NABTEB,Polytechnic,2,4,4,0,0,0,1.7,1,0,3,0
2022/2023,North West,Kebbi,Argungu,Felande,"Government Secondary School, Felande",Female,Disabled,NECO,Polytechnic,2,5,5,0,0,0,1.6,1,0,4,0
2022/2023,North West,Kebbi,Argungu,Felande,"Government Secondary School, Felande",Female,Disabled,WAEC,Polytechnic,3,8,7,0,0,0,1.6,1,0,6,0
2022/2023,North West,Kebbi,Argungu,Felande,"Government Secondary School, Felande",Male,ALL,NABTEB,Polytechnic,20,50,57,2,1,0,1.7,10,0,44,1
2022/2023,North West,Kebbi,Argungu,Felande,"Government Secondary School, Felande",Male,ALL,NECO,Polytechnic,38,98,113,7,5,0,1.6,19,0,86,1
2022/2023,North West,Kebbi,Argungu,Felande,"Government Secondary School, Felande",Male,ALL,WAEC,Polytechnic,46,119,128,7,5,0,1.6,23,0,98,1
2022/2023,North West,Kebbi,Argungu,Felande,"Government Secondary School, Felande",Male,Disabled,NABTEB,Polytechnic,2,5,5,0,0,0,1.7,1,0,4,0
2022/2023,North West,Kebbi,Argungu,Felande,"Government Secondary School, Felande",Male,Disabled,NECO,Polytechnic,4,9,11,0,0,0,1.6,2,0,9,0
2022/2023,North West,Kebbi,Argungu,Felande,"Government Secondary School, Felande",Male,Disabled,WAEC,Polytechnic,5,12,12,0,0,0,1.6,3,0,10,0
2022/2023,North West,Kebbi,Argungu,Felande,"Unity College, Argungu",Female,ALL,NABTEB,College of Education,10,25,26,1,0,0,1.8,5,0,20,1
2022/2023,North West,Kebbi,Argungu,Felande,"Unity College, Argungu",Female,ALL,NECO,College of Education,19,49,55,1,0,0,1.8,10,0,44,1
2022/2023,North West,Kebbi,Argungu,Felande,"Unity College, Argungu",Female,ALL,WAEC,College of Education,27,69,79,2,1,0,1.8,14,0,62,1
2022/2023,North West,Kebbi,Argungu,Felande,"Unity College, Argungu",Female,Disabled,NABTEB,College of Education,2,4,4,0,0,0,1.8,1,0,3,0
2022/2023,North West,Kebbi,Argungu,Felande,"Unity College, Argungu",Female,Disabled,NECO,College of Education,2,4,5,0,0,0,1.8,1,0,4,0
2022/2023,North West,Kebbi,Argungu,Felande,"Unity College, Argungu",Female,Disabled,WAEC,College of Education,2,4,5,0,0,0,1.8,1,0,4,0
2022/2023,North West,Kebbi,Argungu,Felande,"Unity College, Argungu",Male,ALL,NABTEB,College of Education,11,28,30,0,0,0,1.8,6,0,24,0
2022/2023,North West,Kebbi,Argungu,Felande,"Unity College, Argungu",Male,ALL,NECO,College of Education,23,60,66,1,0,0,1.8,12,0,53,1
2022/2023,North West,Kebbi,Argungu,Felande,"Unity College, Argungu",Male,ALL,WAEC,College of Education,29,76,82,1,0,0,1.8,14,0,66,1
2022/2023,North West,Kebbi,Argungu,Felande,"Unity College, Argungu",Male,Disabled,NABTEB,College of Education,2,5,5,0,0,0,1.8,1,0,4,0
2022/2023,North West,Kebbi,Argungu,Felande,"Unity College, Argungu",Male,Disabled,NECO,College of Education,2,5,7,0,0,0,1.8,1,0,6,0
2022/2023,North West,Kebbi,Argungu,Felande,"Unity College, Argungu",Male,Disabled,WAEC,College of Education,2,5,7,0,0,0,1.8,1,0,6,0
2022/2023,North West,Kebbi,Birnin Kebbi,Ambursa,"Community Secondary School, Ambursa",Female,ALL,NABTEB,University,23,60,69,23,20,0,1.6,12,0,35,3
2022/2023,North West,Kebbi,Birnin Kebbi,Ambursa,"Community Secondary School, Ambursa",Female,ALL,NECO,University,50,129,144,56,53,0,1.5,25,0,66,3
2022/2023,North West,Kebbi,Birnin Kebbi,Ambursa,"Community Secondary School, Ambursa",Female,ALL,WAEC,University,65,168,193,78,73,0,1.5,33,0,86,4
2022/2023,North West,Kebbi,Birnin Kebbi,Ambursa,"Community Secondary School, Ambursa",Female,Disabled,NABTEB,University,2,4,4,2,1,0,1.6,1,0,1,1
2022/2023,North West,Kebbi,Birnin Kebbi,Ambursa,"Community Secondary School, Ambursa",Female,Disabled,NECO,University,3,8,9,2,1,0,1.5,2,0,5,1
2022/2023,North West,Kebbi,Birnin Kebbi,Ambursa,"Community Secondary School, Ambursa",Female,Disabled,WAEC,University,4,12,11,4,3,0,1.5,2,0,5,1
2022/2023,North West,Kebbi,Birnin Kebbi,Ambursa,"Community Secondary School, Ambursa",Male,ALL,NABTEB,University,34,87,92,26,24,0,1.6,17,0,51,2
2022/2023,North West,Kebbi,Birnin Kebbi,Ambursa,"Community Secondary School, Ambursa",Male,ALL,NECO,University,65,168,180,46,42,0,1.5,32,0,104,4
2022/2023,North West,Kebbi,Birnin Kebbi,Ambursa,"Community Secondary School, Ambursa",Male,ALL,WAEC,University,94,243,263,65,62,0,1.5,47,0,155,2
2022/2023,North West,Kebbi,Birnin Kebbi,Ambursa,"Community Secondary School, Ambursa",Male,Disabled,NABTEB,University,2,5,5,2,1,0,1.6,1,0,2,1
2022/2023,North West,Kebbi,Birnin Kebbi,Ambursa,"Community Secondary School, Ambursa",Male,Disabled,NECO,University,4,10,11,2,1,0,1.5,2,0,7,1
2022/2023,North West,Kebbi,Birnin Kebbi,Ambursa,"Community Secondary School, Ambursa",Male,Disabled,WAEC,University,6,14,17,4,3,0,1.5,3,0,10,1
2022/2023,North West,Kebbi,Birnin Kebbi,Ambursa,"Comprehensive High School, Ambursa",Female,ALL,NABTEB,Polytechnic,20,52,55,3,2,0,1.7,10,0,42,1
2022/2023,North West,Kebbi,Birnin Kebbi,Ambursa,"Comprehensive High School, Ambursa",Female,ALL,NECO,Polytechnic,41,105,111,8,7,0,1.6,20,0,83,1
2022/2023,North West,Kebbi,Birnin Kebbi,Ambursa,"Comprehensive High School, Ambursa",Female,ALL,WAEC,Polytechnic,54,138,140,8,7,0,1.6,27,0,107,1
2022/2023,North West,Kebbi,Birnin Kebbi,Ambursa,"Comprehensive High School, Ambursa",Female,Disabled,NABTEB,Polytechnic,2,4,4,0,0,0,1.7,1,0,3,0
2022/2023,North West,Kebbi,Birnin Kebbi,Ambursa,"Comprehensive High School, Ambursa",Female,Disabled,NECO,Polytechnic,3,8,7,0,0,0,1.6,1,0,6,0
2022/2023,North West,Kebbi,Birnin Kebbi,Ambursa,"Comprehensive High School, Ambursa",Female,Disabled,WAEC,Polytechnic,3,8,7,0,0,0,1.6,1,0,6,0
2022/2023,North West,Kebbi,Birnin Kebbi,Ambursa,"Comprehensive High School, Ambursa",Male,ALL,NABTEB,Polytechnic,32,83,92,3,2,0,1.7,16,0,72,1
