session,zone,state,lga,ward,school,gender,disability_scope,olevel_exam_body,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2019/2020,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Male,all,WAEC,166,118,104,36,35,32,71.0843,34.6154,97.2222,91.4286
2019/2020,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Male,disabled,NABTEB,9,7,5,2,6,6,77.7778,40.0,300.0,100.0
2019/2020,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Male,disabled,NECO,19,12,11,4,5,5,63.1579,36.3636,125.0,100.0
2019/2020,North East,Gombe,Balanga,Bambam,"Comprehensive High School, Bambam",Male,disabled,WAEC,21,15,12,4,3,4,71.4286,33.3333,75.0,133.3333
2019/2020,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Female,all,NABTEB,58,43,33,12,9,10,74.1379,36.3636,75.0,111.1111
2019/2020,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Female,all,NECO,106,70,61,21,24,22,66.0377,34.4262,114.2857,91.6667
2019/2020,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Female,all,WAEC,132,94,77,27,25,24,71.2121,35.0649,92.5926,96.0
2019/2020,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Female,disabled,NABTEB,9,7,5,2,0,0,77.7778,40.0,0.0,0.0
2019/2020,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Female,disabled,NECO,10,7,4,1,4,4,70.0,25.0,400.0,100.0
2019/2020,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Female,disabled,WAEC,14,10,8,3,3,3,71.4286,37.5,100.0,100.0
2019/2020,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Male,all,NABTEB,62,45,35,12,11,12,72.5806,34.2857,91.6667,109.0909
2019/2020,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Male,all,NECO,123,80,69,24,22,20,65.0407,34.7826,91.6667,90.9091
2019/2020,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Male,all,WAEC,158,112,92,32,35,32,70.8861,34.7826,109.375,91.4286
2019/2020,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Male,disabled,NABTEB,9,7,5,2,0,0,77.7778,40.0,0.0,0.0
2019/2020,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Male,disabled,NECO,12,8,7,2,4,5,66.6667,28.5714,200.0,125.0
2019/2020,North East,Gombe,Balanga,Bambam,"Government Secondary School, Bambam",Male,disabled,WAEC,16,11,10,3,3,4,68.75,30.0,100.0,133.3333
2019/2020,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Female,all,NABTEB,51,37,31,11,13,15,72.549,35.4839,118.1818,115.3846
2019/2020,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Female,all,NECO,113,74,68,23,28,26,65.4867,33.8235,121.7391,92.8571
2019/2020,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Female,all,WAEC,113,81,66,23,25,24,71.6814,34.8485,108.6957,96.0
2019/2020,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Female,disabled,NABTEB,9,7,5,2,4,5,77.7778,40.0,200.0,125.0
2019/2020,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Female,disabled,NECO,10,7,7,2,4,4,70.0,28.5714,200.0,100.0
2019/2020,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Female,disabled,WAEC,12,9,8,3,3,3,75.0,37.5,100.0,100.0
2019/2020,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Male,all,NABTEB,57,42,35,12,11,12,73.6842,34.2857,91.6667,109.0909
2019/2020,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Male,all,NECO,125,82,75,26,32,31,65.6,34.6667,123.0769,96.875
2019/2020,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Male,all,WAEC,147,105,90,32,32,28,71.4286,35.5556,100.0,87.5
2019/2020,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Male,disabled,NABTEB,9,7,5,2,0,0,77.7778,40.0,0.0,0.0
2019/2020,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Male,disabled,NECO,12,8,7,2,4,5,66.6667,28.5714,200.0,125.0
2019/2020,North East,Gombe,Balanga,Bambam,"Unity College, Balanga",Male,disabled,WAEC,14,10,8,3,3,4,71.4286,37.5,100.0,133.3333
2019/2020,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Female,all,NABTEB,51,37,29,10,13,15,72.549,34.4828,130.0,115.3846
2019/2020,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Female,all,NECO,89,58,55,19,24,22,65.1685,34.5455,126.3158,91.6667
2019/2020,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Female,all,WAEC,108,77,62,22,25,24,71.2963,35.4839,113.6364,96.0
2019/2020,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Female,disabled,NABTEB,9,7,5,2,4,5,77.7778,40.0,200.0,125.0
2019/2020,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Female,disabled,NECO,13,8,7,2,4,4,61.5385,28.5714,200.0,100.0
2019/2020,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Female,disabled,WAEC,14,10,8,3,3,3,71.4286,37.5,100.0,100.0
2019/2020,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Male,all,NABTEB,48,35,28,10,11,12,72.9167,35.7143,110.0,109.0909
2019/2020,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Male,all,NECO,87,57,53,18,23,20,65.5172,33.9623,127.7778,86.9565
2019/2020,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Male,all,WAEC,114,81,72,25,22,20,71.0526,34.7222,88.0,90.9091
2019/2020,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Male,disabled,NABTEB,9,7,5,2,0,0,77.7778,40.0,0.0,0.0
2019/2020,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Male,disabled,NECO,12,8,7,2,5,5,66.6667,28.5714,250.0,100.0
2019/2020,North East,Gombe,Balanga,Bangu,"Community Secondary School, Bangu",Male,disabled,WAEC,16,11,10,3,4,4,68.75,30.0,133.3333,100.0
2019/2020,North East,Gombe,Balanga,Bangu,"Comprehensive High School, Bangu",Female,all,NABTEB,53,39,31,11,9,10,73.5849,35.4839,81.8182,111.1111
2019/2020,North East,Gombe,Balanga,Bangu,"Comprehensive High School, Bangu",Female,all,NECO,78,51,41,14,16,13,65.3846,34.1463,114.2857,81.25
2019/2020,North East,Gombe,Balanga,Bangu,"Comprehensive High School, Bangu",Female,all,WAEC,123,88,66,23,19,17,71.5447,34.8485,82.6087,89.4737
2019/2020,North East,Gombe,Balanga,Bangu,"Comprehensive High School, Bangu",Female,disabled,NABTEB,9,7,5,2,0,0,77.7778,40.0,0.0,0.0
2019/2020,North East,Gombe,Balanga,Bangu,"Comprehensive High School, Bangu",Female,disabled,NECO,10,7,4,1,4,4,70.0,25.0,400.0,100.0
2019/2020,North East,Gombe,Balanga,Bangu,"Comprehensive High School, Bangu",Female,disabled,WAEC,12,9,6,2,3,3,75.0,33.3333,150.0,100.0
2019/2020,North East,Gombe,Balanga,Bangu,"Comprehensive High School, Bangu",Male,all,NABTEB,59,43,35,12,11,12,72.8814,34.2857,91.6667,109.0909
2019/2020,North East,Gombe,Balanga,Bangu,"Comprehensive High School, Bangu",Male,all,NECO,97,64,55,19,18,15,65.9794,34.5455,94.7368,83.3333
2019/2020,North East,Gombe,Balanga,Bangu,"Comprehensive High School, Bangu",Male,all,WAEC,140,100,82,29,29,28,71.4286,35.3659,100.0,96.5517
2019/2020,North East,Gombe,Balanga,Bangu,"Comprehensive High School, Bangu",Male,disabled,NABTEB,9,7,5,2,0,0,77.7778,40.0,0.0,0.0
2019/2020,North East,Gombe,Balanga,Bangu,"Comprehensive High School, Bangu",Male,disabled,NECO,10,7,4,1,0,0,70.0,25.0,0.0,0.0
2019/2020,North East,Gombe,Balanga,Bangu,"Comprehensive High School, Bangu",Male,disabled,WAEC,14,10,8,3,4,4,71.4286,37.5,133.3333,100.0
2019/2020,North East,Gombe,Balanga,Bangu,"Government Secondary School, Bangu",Female,all,NABTEB,37,27,19,7,4,5,72.973,36.8421,57.1429,125.0
2019/2020,North East,Gombe,Balanga,Bangu,"Government Secondary School, Bangu",Female,all,NECO,76,50,39,13,12,9,65.7895,33.3333,92.3077,75.0
2019/2020,North East,Gombe,Balanga,Bangu,"Government Secondary School, Bangu",Female,all,WAEC,94,67,52,18,16,14,71.2766,34.6154,88.8889,87.5
2019/2020,North East,Gombe,Balanga,Bangu,"Government Secondary School, Bangu",Female,disabled,NABTEB,9,7,5,2,0,0,77.7778,40.0,0.0,0.0
2019/2020,North East,Gombe,Balanga,Bangu,"Government Secondary School, Bangu",Female,disabled,NECO,10,7,4,1,0,0,70.0,25.0,0.0,0.0
2019/2020,North East,Gombe,Balanga,Bangu,"Government Secondary School, Bangu",Female,disabled,WAEC,12,9,6,2,0,0,75.0,33.3333,0.0,0.0
2019/2020,North East,Gombe,Balanga,Bangu,"Government Secondary School, Bangu",Male,all,NABTEB,43,32,25,9,6,6,74.4186,36.0,66.6667,100.0
2019/2020,North East,Gombe,Balanga,Bangu,"Government Secondary School, Bangu",Male,all,NECO,89,58,49,17,19,15,65.1685,34.6939,111.7647,78.9474
2019/2020,North East,Gombe,Balanga,Bangu,"Government Secondary School, Bangu",Male,all,WAEC,114,81,66,23,22,20,71.0526,34.8485,95.6522,90.9091
2019/2020,North East,Gombe,Balanga,Bangu,"Government Secondary School, Bangu",Male,disabled,NABTEB,9,7,5,2,0,0,77.7778,40.0,0.0,0.0
2019/2020,North East,Gombe,Balanga,Bangu,"Government Secondary School, Bangu",Male,disabled,NECO,12,8,7,2,5,5,66.6667,28.5714,250.0,100.0
2019/2020,North East,Gombe,Balanga,Bangu,"Government Secondary School, Bangu",Male,disabled,WAEC,14,10,8,3,4,4,71.4286,37.5,133.3333,100.0
2019/2020,North East,Gombe,Balanga,Bangu,"Unity College, Balanga",Female,all,NABTEB,103,75,55,19,13,14,72.8155,34.5455,68.4211,107.6923
2019/2020,North East,Gombe,Balanga,Bangu,"Unity College, Balanga",Female,all,NECO,204,133,109,38,28,27,65.1961,34.8624,73.6842,96.4286
2019/2020,North East,Gombe,Balanga,Bangu,"Unity College, Balanga",Female,all,WAEC,259,184,144,50,46,41,71.0425,34.7222,92.0,89.1304
2019/2020,North East,Gombe,Balanga,Bangu,"Unity College, Balanga",Female,disabled,NABTEB,12,9,5,2,0,0,75.0,40.0,0.0,0.0
2019/2020,North East,Gombe,Balanga,Bangu,"Unity College, Balanga",Female,disabled,NECO,25,16,13,5,0,0,64.0,38.4615,0.0,0.0
2019/2020,North East,Gombe,Balanga,Bangu,"Unity College, Balanga",Female,disabled,WAEC,39,28,21,7,6,7,71.7949,33.3333,85.7143,116.6667
2019/2020,North East,Gombe,Balanga,Bangu,"Unity College, Balanga",Male,all,NABTEB,99,72,58,20,16,12,72.7273,34.4828,80.0,75.0
2019/2020,North East,Gombe,Balanga,Bangu,"Unity College, Balanga",Male,all,NECO,192,125,112,39,41,36,65.1042,34.8214,105.1282,87.8049
2019/2020,North East,Gombe,Balanga,Bangu,"Unity College, Balanga",Male,all,WAEC,234,166,140,49,43,39,70.9402,35.0,87.7551,90.6977
2019/2020,North East,Gombe,Balanga,Bangu,"Unity College, Balanga",Male,disabled,NABTEB,14,10,8,3,0,0,71.4286,37.5,0.0,0.0
2019/2020,North East,Gombe,Balanga,Bangu,"Unity College, Balanga",Male,disabled,NECO,26,17,15,5,4,5,65.3846,33.3333,80.0,125.0
2019/2020,North East,Gombe,Balanga,Bangu,"Unity College, Balanga",Male,disabled,WAEC,33,23,18,6,4,4,69.697,33.3333,66.6667,100.0
2019/2020,North East,Gombe,Balanga,Dadiya,"Community Secondary School, Dadiya",Female,all,NABTEB,105,77,60,21,17,14,73.3333,35.0,80.9524,82.3529
2019/2020,North East,Gombe,Balanga,Dadiya,"Community Secondary School, Dadiya",Female,all,NECO,200,131,105,36,37,35,65.5,34.2857,102.7778,94.5946
2019/2020,North East,Gombe,Balanga,Dadiya,"Community Secondary School, Dadiya",Female,all,WAEC,261,186,136,48,43,41,71.2644,35.2941,89.5833,95.3488
2019/2020,North East,Gombe,Balanga,Dadiya,"Community Secondary School, Dadiya",Female,disabled,NABTEB,9,7,5,2,0,0,77.7778,40.0,0.0,0.0
2019/2020,North East,Gombe,Balanga,Dadiya,"Community Secondary School, Dadiya",Female,disabled,NECO,18,12,9,3,4,4,66.6667,33.3333,133.3333,100.0
2019/2020,North East,Gombe,Balanga,Dadiya,"Community Secondary School, Dadiya",Female,disabled,WAEC,24,17,13,5,3,3,70.8333,38.4615,60.0,100.0
2019/2020,North East,Gombe,Balanga,Dadiya,"Community Secondary School, Dadiya",Male,all,NABTEB,98,71,53,19,16,12,72.449,35.8491,84.2105,75.0
2019/2020,North East,Gombe,Balanga,Dadiya,"Community Secondary School, Dadiya",Male,all,NECO,217,142,124,43,45,41,65.4378,34.6774,104.6512,91.1111
2019/2020,North East,Gombe,Balanga,Dadiya,"Community Secondary School, Dadiya",Male,all,WAEC,274,194,161,56,50,47,70.8029,34.7826,89.2857,94.0
2019/2020,North East,Gombe,Balanga,Dadiya,"Community Secondary School, Dadiya",Male,disabled,NABTEB,9,7,5,2,0,0,77.7778,40.0,0.0,0.0
2019/2020,North East,Gombe,Balanga,Dadiya,"Community Secondary School, Dadiya",Male,disabled,NECO,17,11,9,3,4,5,64.7059,33.3333,133.3333,125.0
2019/2020,North East,Gombe,Balanga,Dadiya,"Community Secondary School, Dadiya",Male,disabled,WAEC,26,18,14,5,4,4,69.2308,35.7143,80.0,100.0
2019/2020,North East,Gombe,Balanga,Dadiya,"Comprehensive High School, Dadiya",Female,all,NABTEB,72,53,43,15,17,15,73.6111,34.8837,113.3333,88.2353
2019/2020,North East,Gombe,Balanga,Dadiya,"Comprehensive High School, Dadiya",Female,all,NECO,131,86,77,26,32,32,65.6489,33.7662,123.0769,100.0
2019/2020,North East,Gombe,Balanga,Dadiya,"Comprehensive High School, Dadiya",Female,all,WAEC,181,129,112,39,43,41,71.2707,34.8214,110.2564,95.3488
2019/2020,North East,Gombe,Balanga,Dadiya,"Comprehensive High School, Dadiya",Female,disabled,NABTEB,9,7,5,2,4,5,77.7778,40.0,200.0,125.0
2019/2020,North East,Gombe,Balanga,Dadiya,"Comprehensive High School, Dadiya",Female,disabled,NECO,10,7,7,2,4,5,70.0,28.5714,200.0,125.0
2019/2020,North East,Gombe,Balanga,Dadiya,"Comprehensive High School, Dadiya",Female,disabled,WAEC,14,10,8,3,3,3,71.4286,37.5,100.0,100.0
2019/2020,North East,Gombe,Balanga,Dadiya,"Comprehensive High School, Dadiya",Male,all,NABTEB,73,53,43,15,22,25,72.6027,34.8837,146.6667,113.6364
2019/2020,North East,Gombe,Balanga,Dadiya,"Comprehensive High School, Dadiya",Male,all,NECO,144,94,89,31,42,41,65.2778,34.8315,135.4839,97.619
2019/2020,North East,Gombe,Balanga,Dadiya,"Comprehensive High School, Dadiya",Male,all,WAEC,177,126,106,37,47,43,71.1864,34.9057,127.027,91.4894
2019/2020,North East,Gombe,Balanga,Dadiya,"Comprehensive High School, Dadiya",Male,disabled,NABTEB,9,7,5,2,6,6,77.7778,40.0,300.0,100.0
2019/2020,North East,Gombe,Balanga,Dadiya,"Comprehensive High School, Dadiya",Male,disabled,NECO,12,8,7,2,5,5,66.6667,28.5714,250.0,100.0
2019/2020,North East,Gombe,Balanga,Dadiya,"Comprehensive High School, Dadiya",Male,disabled,WAEC,14,10,8,3,4,4,71.4286,37.5,133.3333,100.0
2019/2020,North East,Gombe,Balanga,Dadiya,"Government Secondary School, Dadiya",Female,all,NABTEB,108,79,62,21,17,14,73.1481,33.871,80.9524,82.3529
2019/2020,North East,Gombe,Balanga,Dadiya,"Government Secondary School, Dadiya",Female,all,NECO,207,135,118,42,45,40,65.2174,35.5932,107.1429,88.8889
2019/2020,North East,Gombe,Balanga,Dadiya,"Government Secondary School, Dadiya",Female,all,WAEC,244,173,140,49,46,41,70.9016,35.0,93.8776,89.1304
2019/2020,North East,Gombe,Balanga,Dadiya,"Government Secondary School, Dadiya",Female,disabled,NABTEB,12,9,7,2,0,0,75.0,28.5714,0.0,0.0
2019/2020,North East,Gombe,Balanga,Dadiya,"Government Secondary School, Dadiya",Female,disabled,NECO,23,15,13,5,4,4,65.2174,38.4615,80.0,100.0
2019/2020,North East,Gombe,Balanga,Dadiya,"Government Secondary School, Dadiya",Female,disabled,WAEC,27,19,15,5,6,7,70.3704,33.3333,120.0,116.6667
2019/2020,North East,Gombe,Balanga,Dadiya,"Government Secondary School, Dadiya",Male,all,NABTEB,116,84,69,24,28,25,72.4138,34.7826,116.6667,89.2857
2019/2020,North East,Gombe,Balanga,Dadiya,"Government Secondary School, Dadiya",Male,all,NECO,226,148,132,46,56,51,65.4867,34.8485,121.7391,91.0714
2019/2020,North East,Gombe,Balanga,Dadiya,"Government Secondary School, Dadiya",Male,all,WAEC,243,173,146,51,47,43,71.1934,34.9315,92.1569,91.4894
2019/2020,North East,Gombe,Balanga,Dadiya,"Government Secondary School, Dadiya",Male,disabled,NABTEB,11,8,8,3,6,6,72.7273,37.5,200.0,100.0
2019/2020,North East,Gombe,Balanga,Dadiya,"Government Secondary School, Dadiya",Male,disabled,NECO,24,16,13,5,5,5,66.6667,38.4615,100.0,100.0
2019/2020,North East,Gombe,Balanga,Dadiya,"Government Secondary School, Dadiya",Male,disabled,WAEC,28,20,16,6,4,4,71.4286,37.5,66.6667,100.0
2019/2020,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Female,all,NABTEB,110,80,57,19,21,19,72.7273,33.3333,110.5263,90.4762
2019/2020,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Female,all,NECO,197,129,109,38,28,27,65.4822,34.8624,73.6842,96.4286
2019/2020,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Female,all,WAEC,251,179,142,50,43,37,71.3147,35.2113,86.0,86.0465
2019/2020,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Female,disabled,NABTEB,14,10,7,2,4,5,71.4286,28.5714,200.0,125.0
2019/2020,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Female,disabled,NECO,23,15,11,4,0,0,65.2174,36.3636,0.0,0.0
2019/2020,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Female,disabled,WAEC,29,21,13,5,3,3,72.4138,38.4615,60.0,100.0
2019/2020,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Male,all,NABTEB,107,78,63,22,16,12,72.8972,34.9206,72.7273,75.0
2019/2020,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Male,all,NECO,185,120,115,40,46,41,64.8649,34.7826,115.0,89.1304
2019/2020,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Male,all,WAEC,229,162,138,48,40,35,70.7424,34.7826,83.3333,87.5
2019/2020,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Male,disabled,NABTEB,11,8,5,2,0,0,72.7273,40.0,0.0,0.0
2019/2020,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Male,disabled,NECO,19,12,11,4,5,5,63.1579,36.3636,125.0,100.0
2019/2020,North East,Gombe,Balanga,Dadiya,"Unity College, Balanga",Male,disabled,WAEC,30,21,18,6,4,4,70.0,33.3333,66.6667,100.0
2019/2020,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Female,all,NABTEB,116,85,67,24,18,14,73.2759,35.8209,75.0,77.7778
2019/2020,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Female,all,NECO,192,126,103,36,37,31,65.625,34.9515,102.7778,83.7838
2019/2020,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Female,all,WAEC,309,220,172,60,62,54,71.1974,34.8837,103.3333,87.0968
2019/2020,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Female,disabled,NABTEB,9,7,5,2,0,0,77.7778,40.0,0.0,0.0
2019/2020,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Female,disabled,NECO,18,12,9,3,0,0,66.6667,33.3333,0.0,0.0
2019/2020,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Female,disabled,WAEC,27,19,13,5,3,3,70.3704,38.4615,60.0,100.0
2019/2020,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Male,all,NABTEB,117,85,73,26,22,19,72.6496,35.6164,84.6154,86.3636
2019/2020,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Male,all,NECO,209,136,131,46,46,46,65.0718,35.1145,100.0,100.0
2019/2020,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Male,all,WAEC,297,211,173,60,61,55,71.0438,34.6821,101.6667,90.1639
2019/2020,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Male,disabled,NABTEB,9,7,5,2,0,0,77.7778,40.0,0.0,0.0
2019/2020,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Male,disabled,NECO,17,11,9,3,5,5,64.7059,33.3333,166.6667,100.0
2019/2020,North East,Gombe,Gombe,Ajiya,"Community Secondary School, Ajiya",Male,disabled,WAEC,26,18,14,5,4,4,69.2308,35.7143,80.0,100.0
2019/2020,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Female,all,NABTEB,105,77,55,19,13,9,73.3333,34.5455,68.4211,69.2308
2019/2020,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Female,all,NECO,233,152,133,46,41,36,65.2361,34.5865,89.1304,87.8049
2019/2020,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Female,all,WAEC,256,182,147,51,43,37,71.0938,34.6939,84.3137,86.0465
2019/2020,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Female,disabled,NABTEB,9,7,5,2,0,0,77.7778,40.0,0.0,0.0
2019/2020,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Female,disabled,NECO,18,12,9,3,0,0,66.6667,33.3333,0.0,0.0
2019/2020,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Female,disabled,WAEC,22,16,11,4,3,3,72.7273,36.3636,75.0,100.0
2019/2020,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Male,all,NABTEB,114,83,66,23,16,19,72.807,34.8485,69.5652,118.75
2019/2020,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Male,all,NECO,258,168,139,49,42,41,65.1163,35.2518,85.7143,97.619
2019/2020,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Male,all,WAEC,273,194,163,56,49,47,71.0623,34.3558,87.5,95.9184
2019/2020,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Male,disabled,NABTEB,9,7,5,2,0,0,77.7778,40.0,0.0,0.0
2019/2020,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Male,disabled,NECO,22,14,11,4,5,5,63.6364,36.3636,125.0,100.0
2019/2020,North East,Gombe,Gombe,Ajiya,"Comprehensive High School, Ajiya",Male,disabled,WAEC,21,15,10,3,3,4,71.4286,30.0,100.0,133.3333
2019/2020,North East,Gombe,Gombe,Ajiya,"Government Secondary School, Ajiya",Female,all,NABTEB,72,53,38,14,9,10,73.6111,36.8421,64.2857,111.1111
2019/2020,North East,Gombe,Gombe,Ajiya,"Government Secondary School, Ajiya",Female,all,NECO,134,87,70,24,24,22,64.9254,34.2857,100.0,91.6667
2019/2020,North East,Gombe,Gombe,Ajiya,"Government Secondary School, Ajiya",Female,all,WAEC,164,117,89,31,25,24,71.3415,34.8315,80.6452,96.0
2019/2020,North East,Gombe,Gombe,Ajiya,"Government Secondary School, Ajiya",Female,disabled,NABTEB,9,7,5,2,0,0,77.7778,40.0,0.0,0.0
