session,zone,state,lga,ward,school,gender,disability_scope,olevel_exam_body,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,disabled,WAEC,41,27,22,7,0,0,65.8537,31.8182,0.0,0.0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,all,NABTEB,69,46,41,14,10,10,66.6667,34.1463,71.4286,100.0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,all,NECO,119,71,66,23,14,15,59.6639,34.8485,60.8696,107.1429
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,all,WAEC,156,102,97,33,31,27,65.3846,34.0206,93.9394,87.0968
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,disabled,NABTEB,16,11,9,3,0,0,68.75,33.3333,0.0,0.0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,disabled,NECO,17,10,8,3,0,0,58.8235,37.5,0.0,0.0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,disabled,WAEC,17,11,11,4,6,7,64.7059,36.3636,150.0,116.6667
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Male,all,NABTEB,71,48,46,16,11,11,67.6056,34.7826,68.75,100.0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Male,all,NECO,143,86,86,29,26,27,60.1399,33.7209,89.6552,103.8462
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Male,all,WAEC,154,101,91,31,21,15,65.5844,34.0659,67.7419,71.4286
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Male,disabled,NABTEB,16,11,9,3,0,0,68.75,33.3333,0.0,0.0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Male,disabled,NECO,17,10,8,3,0,0,58.8235,37.5,0.0,0.0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Male,disabled,WAEC,20,13,11,4,0,0,65.0,36.3636,0.0,0.0
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Female,all,NABTEB,202,135,118,40,39,31,66.8317,33.8983,97.5,79.4872
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Female,all,NECO,401,240,247,84,78,67,59.8504,34.0081,92.8571,85.8974
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Female,all,WAEC,526,344,318,108,106,94,65.3992,33.9623,98.1481,88.6792
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Female,disabled,NABTEB,21,14,9,3,0,0,66.6667,33.3333,0.0,0.0
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Female,disabled,NECO,47,28,27,9,7,8,59.5745,33.3333,77.7778,114.2857
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Female,disabled,WAEC,63,41,36,12,13,13,65.0794,33.3333,108.3333,100.0
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Male,all,NABTEB,174,116,110,37,32,34,66.6667,33.6364,86.4865,106.25
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Male,all,NECO,332,199,213,72,77,62,59.9398,33.8028,106.9444,80.5195
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Male,all,WAEC,464,304,281,96,98,93,65.5172,34.1637,102.0833,94.898
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Male,disabled,NABTEB,20,13,9,3,0,0,65.0,33.3333,0.0,0.0
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Male,disabled,NECO,42,25,25,8,0,0,59.5238,32.0,0.0,0.0
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Male,disabled,WAEC,53,35,29,10,7,8,66.0377,34.4828,70.0,114.2857
2019/2020,North West,Kano,Dala,Adakawa,"Unity College, Dala",Female,all,NABTEB,181,121,100,34,39,31,66.8508,34.0,114.7059,79.4872
2019/2020,North West,Kano,Dala,Adakawa,"Unity College, Dala",Female,all,NECO,337,202,200,68,70,66,59.9407,34.0,102.9412,94.2857
2019/2020,North West,Kano,Dala,Adakawa,"Unity College, Dala",Female,all,WAEC,446,292,254,86,93,87,65.4709,33.8583,108.1395,93.5484
2019/2020,North West,Kano,Dala,Adakawa,"Unity College, Dala",Female,disabled,NABTEB,25,17,14,5,10,10,68.0,35.7143,200.0,100.0
2019/2020,North West,Kano,Dala,Adakawa,"Unity College, Dala",Female,disabled,NECO,43,26,23,8,7,7,60.4651,34.7826,87.5,100.0
2019/2020,North West,Kano,Dala,Adakawa,"Unity College, Dala",Female,disabled,WAEC,59,39,32,11,12,13,66.1017,34.375,109.0909,108.3333
2019/2020,North West,Kano,Dala,Adakawa,"Unity College, Dala",Male,all,NABTEB,178,119,110,38,32,23,66.8539,34.5455,84.2105,71.875
2019/2020,North West,Kano,Dala,Adakawa,"Unity College, Dala",Male,all,NECO,340,204,205,69,51,44,60.0,33.6585,73.913,86.2745
2019/2020,North West,Kano,Dala,Adakawa,"Unity College, Dala",Male,all,WAEC,403,264,238,81,84,77,65.5087,34.0336,103.7037,91.6667
2019/2020,North West,Kano,Dala,Adakawa,"Unity College, Dala",Male,disabled,NABTEB,24,16,14,5,0,0,66.6667,35.7143,0.0,0.0
2019/2020,North West,Kano,Dala,Adakawa,"Unity College, Dala",Male,disabled,NECO,46,28,25,8,0,0,60.8696,32.0,0.0,0.0
2019/2020,North West,Kano,Dala,Adakawa,"Unity College, Dala",Male,disabled,WAEC,53,35,33,11,7,8,66.0377,33.3333,63.6364,114.2857
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Community Secondary School, Bakin Ruwa",Female,all,NABTEB,202,135,109,37,29,21,66.8317,33.945,78.3784,72.4138
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Community Secondary School, Bakin Ruwa",Female,all,NECO,423,254,254,86,71,59,60.0473,33.8583,82.5581,83.0986
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Community Secondary School, Bakin Ruwa",Female,all,WAEC,446,291,250,84,93,88,65.2466,33.6,110.7143,94.6237
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Community Secondary School, Bakin Ruwa",Female,disabled,NABTEB,21,14,9,3,0,0,66.6667,33.3333,0.0,0.0
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Community Secondary School, Bakin Ruwa",Female,disabled,NECO,43,26,23,8,0,0,60.4651,34.7826,0.0,0.0
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Community Secondary School, Bakin Ruwa",Female,disabled,WAEC,46,30,25,8,6,7,65.2174,32.0,75.0,116.6667
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Community Secondary School, Bakin Ruwa",Male,all,NABTEB,197,131,128,43,43,34,66.4975,33.5938,100.0,79.0698
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Community Secondary School, Bakin Ruwa",Male,all,NECO,378,227,233,79,77,71,60.0529,33.9056,97.4684,92.2078
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Community Secondary School, Bakin Ruwa",Male,all,WAEC,447,292,271,92,91,85,65.3244,33.9483,98.913,93.4066
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Community Secondary School, Bakin Ruwa",Male,disabled,NABTEB,20,13,9,3,0,0,65.0,33.3333,0.0,0.0
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Community Secondary School, Bakin Ruwa",Male,disabled,NECO,38,23,20,7,8,9,60.5263,35.0,114.2857,112.5
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Community Secondary School, Bakin Ruwa",Male,disabled,WAEC,45,29,26,9,7,8,64.4444,34.6154,77.7778,114.2857
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Comprehensive High School, Bakin Ruwa",Female,all,NABTEB,107,71,63,21,29,31,66.3551,33.3333,138.0952,106.8966
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Comprehensive High School, Bakin Ruwa",Female,all,NECO,235,141,146,49,56,52,60.0,33.5616,114.2857,92.8571
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Comprehensive High School, Bakin Ruwa",Female,all,WAEC,270,177,168,57,68,61,65.5556,33.9286,119.2982,89.7059
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Comprehensive High School, Bakin Ruwa",Female,disabled,NABTEB,17,11,9,3,10,10,64.7059,33.3333,333.3333,100.0
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Comprehensive High School, Bakin Ruwa",Female,disabled,NECO,30,18,19,6,7,8,60.0,31.5789,116.6667,114.2857
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Comprehensive High School, Bakin Ruwa",Female,disabled,WAEC,38,25,21,7,6,7,65.7895,33.3333,85.7143,116.6667
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Comprehensive High School, Bakin Ruwa",Male,all,NABTEB,126,84,82,28,22,23,66.6667,34.1463,78.5714,104.5455
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Comprehensive High School, Bakin Ruwa",Male,all,NECO,248,149,168,57,59,53,60.0806,33.9286,103.5088,89.8305
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Comprehensive High School, Bakin Ruwa",Male,all,WAEC,301,196,183,62,77,69,65.1163,33.8798,124.1935,89.6104
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Comprehensive High School, Bakin Ruwa",Male,disabled,NABTEB,16,11,9,3,0,0,68.75,33.3333,0.0,0.0
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Comprehensive High School, Bakin Ruwa",Male,disabled,NECO,38,23,25,8,8,9,60.5263,32.0,100.0,112.5
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Comprehensive High School, Bakin Ruwa",Male,disabled,WAEC,45,29,26,9,7,8,64.4444,34.6154,77.7778,114.2857
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Government Secondary School, Bakin Ruwa",Female,all,NABTEB,143,96,86,29,49,41,67.1329,33.7209,168.9655,83.6735
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Government Secondary School, Bakin Ruwa",Female,all,NECO,299,179,185,62,71,59,59.8662,33.5135,114.5161,83.0986
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Government Secondary School, Bakin Ruwa",Female,all,WAEC,354,232,211,72,68,61,65.5367,34.1232,94.4444,89.7059
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Government Secondary School, Bakin Ruwa",Female,disabled,NABTEB,16,11,9,3,10,10,68.75,33.3333,333.3333,100.0
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Government Secondary School, Bakin Ruwa",Female,disabled,NECO,30,18,19,6,7,8,60.0,31.5789,116.6667,114.2857
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Government Secondary School, Bakin Ruwa",Female,disabled,WAEC,38,25,21,7,6,7,65.7895,33.3333,85.7143,116.6667
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Government Secondary School, Bakin Ruwa",Male,all,NABTEB,162,108,110,37,43,34,66.6667,33.6364,116.2162,79.0698
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Government Secondary School, Bakin Ruwa",Male,all,NECO,345,207,213,72,69,62,60.0,33.8028,95.8333,89.8551
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Government Secondary School, Bakin Ruwa",Male,all,WAEC,447,292,282,96,98,92,65.3244,34.0426,102.0833,93.8776
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Government Secondary School, Bakin Ruwa",Male,disabled,NABTEB,16,11,9,3,0,0,68.75,33.3333,0.0,0.0
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Government Secondary School, Bakin Ruwa",Male,disabled,NECO,34,20,21,7,0,0,58.8235,33.3333,0.0,0.0
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Government Secondary School, Bakin Ruwa",Male,disabled,WAEC,45,29,26,9,7,8,64.4444,34.6154,77.7778,114.2857
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Unity College, Dala",Female,all,NABTEB,86,58,54,18,29,31,67.4419,33.3333,161.1111,106.8966
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Unity College, Dala",Female,all,NECO,153,92,93,32,35,29,60.1307,34.4086,109.375,82.8571
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Unity College, Dala",Female,all,WAEC,181,118,111,38,49,47,65.1934,34.2342,128.9474,95.9184
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Unity College, Dala",Female,disabled,NABTEB,16,11,9,3,10,10,68.75,33.3333,333.3333,100.0
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Unity College, Dala",Female,disabled,NECO,21,13,12,4,7,7,61.9048,33.3333,175.0,100.0
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Unity College, Dala",Female,disabled,WAEC,25,16,14,5,6,7,64.0,35.7143,120.0,116.6667
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Unity College, Dala",Male,all,NABTEB,79,53,50,17,22,23,67.0886,34.0,129.4118,104.5455
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Unity College, Dala",Male,all,NECO,143,86,90,30,42,36,60.1399,33.3333,140.0,85.7143
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Unity College, Dala",Male,all,WAEC,166,109,106,36,35,31,65.6627,33.9623,97.2222,88.5714
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Unity College, Dala",Male,disabled,NABTEB,16,11,9,3,0,0,68.75,33.3333,0.0,0.0
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Unity College, Dala",Male,disabled,NECO,21,13,12,4,8,9,61.9048,33.3333,200.0,112.5
2019/2020,North West,Kano,Dala,Bakin Ruwa,"Unity College, Dala",Male,disabled,WAEC,24,16,15,5,7,8,66.6667,33.3333,140.0,114.2857
2019/2020,North West,Kano,Dala,Dala,"Community Secondary School, Dala",Female,all,NABTEB,156,104,90,31,19,20,66.6667,34.4444,61.2903,105.2632
2019/2020,North West,Kano,Dala,Dala,"Community Secondary School, Dala",Female,all,NECO,265,159,139,47,28,22,60.0,33.8129,59.5745,78.5714
2019/2020,North West,Kano,Dala,Dala,"Community Secondary School, Dala",Female,all,WAEC,328,215,196,66,56,47,65.5488,33.6735,84.8485,83.9286
2019/2020,North West,Kano,Dala,Dala,"Community Secondary School, Dala",Female,disabled,NABTEB,16,11,9,3,0,0,68.75,33.3333,0.0,0.0
2019/2020,North West,Kano,Dala,Dala,"Community Secondary School, Dala",Female,disabled,NECO,26,16,12,4,0,0,61.5385,33.3333,0.0,0.0
2019/2020,North West,Kano,Dala,Dala,"Community Secondary School, Dala",Female,disabled,WAEC,38,25,21,7,0,0,65.7895,33.3333,0.0,0.0
2019/2020,North West,Kano,Dala,Dala,"Community Secondary School, Dala",Male,all,NABTEB,146,98,87,29,22,22,67.1233,33.3333,75.8621,100.0
2019/2020,North West,Kano,Dala,Dala,"Community Secondary School, Dala",Male,all,NECO,268,160,151,51,34,27,59.7015,33.7748,66.6667,79.4118
2019/2020,North West,Kano,Dala,Dala,"Community Secondary School, Dala",Male,all,WAEC,366,239,227,77,63,62,65.3005,33.9207,81.8182,98.4127
2019/2020,North West,Kano,Dala,Dala,"Community Secondary School, Dala",Male,disabled,NABTEB,16,11,9,3,0,0,68.75,33.3333,0.0,0.0
2019/2020,North West,Kano,Dala,Dala,"Community Secondary School, Dala",Male,disabled,NECO,29,17,16,5,0,0,58.6207,31.25,0.0,0.0
2019/2020,North West,Kano,Dala,Dala,"Community Secondary School, Dala",Male,disabled,WAEC,37,24,22,7,7,8,64.8649,31.8182,100.0,114.2857
2019/2020,North West,Kano,Dala,Dala,"Comprehensive High School, Dala",Female,all,NABTEB,106,71,63,21,19,20,66.9811,33.3333,90.4762,105.2632
2019/2020,North West,Kano,Dala,Dala,"Comprehensive High School, Dala",Female,all,NECO,154,92,81,28,28,22,59.7403,34.5679,100.0,78.5714
2019/2020,North West,Kano,Dala,Dala,"Comprehensive High School, Dala",Female,all,WAEC,219,143,122,42,31,27,65.2968,34.4262,73.8095,87.0968
2019/2020,North West,Kano,Dala,Dala,"Comprehensive High School, Dala",Female,disabled,NABTEB,16,11,9,3,0,0,68.75,33.3333,0.0,0.0
2019/2020,North West,Kano,Dala,Dala,"Comprehensive High School, Dala",Female,disabled,NECO,17,10,8,3,0,0,58.8235,37.5,0.0,0.0
2019/2020,North West,Kano,Dala,Dala,"Comprehensive High School, Dala",Female,disabled,WAEC,21,14,11,4,0,0,66.6667,36.3636,0.0,0.0
2019/2020,North West,Kano,Dala,Dala,"Comprehensive High School, Dala",Male,all,NABTEB,126,84,73,25,22,22,66.6667,34.2466,88.0,100.0
2019/2020,North West,Kano,Dala,Dala,"Comprehensive High School, Dala",Male,all,NECO,177,106,110,38,26,18,59.887,34.5455,68.4211,69.2308
2019/2020,North West,Kano,Dala,Dala,"Comprehensive High School, Dala",Male,all,WAEC,268,175,165,56,35,31,65.2985,33.9394,62.5,88.5714
2019/2020,North West,Kano,Dala,Dala,"Comprehensive High School, Dala",Male,disabled,NABTEB,16,11,9,3,0,0,68.75,33.3333,0.0,0.0
2019/2020,North West,Kano,Dala,Dala,"Comprehensive High School, Dala",Male,disabled,NECO,17,10,8,3,0,0,58.8235,37.5,0.0,0.0
2019/2020,North West,Kano,Dala,Dala,"Comprehensive High School, Dala",Male,disabled,WAEC,24,16,15,5,0,0,66.6667,33.3333,0.0,0.0
2019/2020,North West,Kano,Dala,Dala,"Government Secondary School, Dala",Female,all,NABTEB,143,96,90,31,29,20,67.1329,34.4444,93.5484,68.9655
2019/2020,North West,Kano,Dala,Dala,"Government Secondary School, Dala",Female,all,NECO,235,141,131,44,49,44,60.0,33.5878,111.3636,89.7959
2019/2020,North West,Kano,Dala,Dala,"Government Secondary School, Dala",Female,all,WAEC,307,201,175,59,56,54,65.4723,33.7143,94.9153,96.4286
2019/2020,North West,Kano,Dala,Dala,"Government Secondary School, Dala",Female,disabled,NABTEB,16,11,9,3,0,0,68.75,33.3333,0.0,0.0
2019/2020,North West,Kano,Dala,Dala,"Government Secondary School, Dala",Female,disabled,NECO,30,18,15,5,7,7,60.0,33.3333,140.0,100.0
2019/2020,North West,Kano,Dala,Dala,"Government Secondary School, Dala",Female,disabled,WAEC,38,25,21,7,6,7,65.7895,33.3333,85.7143,116.6667
2019/2020,North West,Kano,Dala,Dala,"Government Secondary School, Dala",Male,all,NABTEB,170,113,101,34,33,34,66.4706,33.6634,97.0588,103.0303
2019/2020,North West,Kano,Dala,Dala,"Government Secondary School, Dala",Male,all,NECO,299,179,188,64,60,54,59.8662,34.0426,93.75,90.0
2019/2020,North West,Kano,Dala,Dala,"Government Secondary School, Dala",Male,all,WAEC,354,231,219,75,70,62,65.2542,34.2466,93.3333,88.5714
2019/2020,North West,Kano,Dala,Dala,"Government Secondary School, Dala",Male,disabled,NABTEB,20,13,9,3,0,0,65.0,33.3333,0.0,0.0
2019/2020,North West,Kano,Dala,Dala,"Government Secondary School, Dala",Male,disabled,NECO,34,20,20,7,9,9,58.8235,35.0,128.5714,100.0
2019/2020,North West,Kano,Dala,Dala,"Government Secondary School, Dala",Male,disabled,WAEC,49,32,29,10,7,8,65.3061,34.4828,70.0,114.2857
2019/2020,North West,Kano,Dala,Dala,"Unity College, Dala",Female,all,NABTEB,123,82,77,26,29,20,66.6667,33.7662,111.5385,68.9655
2019/2020,North West,Kano,Dala,Dala,"Unity College, Dala",Female,all,NECO,277,166,169,57,56,51,59.9278,33.7278,98.2456,91.0714
2019/2020,North West,Kano,Dala,Dala,"Unity College, Dala",Female,all,WAEC,345,225,204,69,74,67,65.2174,33.8235,107.2464,90.5405
2019/2020,North West,Kano,Dala,Dala,"Unity College, Dala",Female,disabled,NABTEB,16,11,9,3,0,0,68.75,33.3333,0.0,0.0
2019/2020,North West,Kano,Dala,Dala,"Unity College, Dala",Female,disabled,NECO,34,20,19,6,7,7,58.8235,31.5789,116.6667,100.0
2019/2020,North West,Kano,Dala,Dala,"Unity College, Dala",Female,disabled,WAEC,46,30,25,8,6,7,65.2174,32.0,75.0,116.6667
2019/2020,North West,Kano,Dala,Dala,"Unity College, Dala",Male,all,NABTEB,146,97,96,33,33,22,66.4384,34.375,100.0,66.6667
2019/2020,North West,Kano,Dala,Dala,"Unity College, Dala",Male,all,NECO,311,187,201,68,78,71,60.1286,33.8308,114.7059,91.0256
2019/2020,North West,Kano,Dala,Dala,"Unity College, Dala",Male,all,WAEC,427,279,288,98,97,92,65.3396,34.0278,98.9796,94.8454
2019/2020,North West,Kano,Dala,Dala,"Unity College, Dala",Male,disabled,NABTEB,20,13,9,3,0,0,65.0,33.3333,0.0,0.0
2019/2020,North West,Kano,Dala,Dala,"Unity College, Dala",Male,disabled,NECO,46,28,29,10,9,9,60.8696,34.4828,90.0,100.0
2019/2020,North West,Kano,Dala,Dala,"Unity College, Dala",Male,disabled,WAEC,57,37,36,12,7,8,64.9123,33.3333,58.3333,114.2857
2019/2020,North West,Kano,Fagge,Fagge A,"Community Secondary School, Fagge A",Female,all,NABTEB,161,107,90,31,29,21,66.4596,34.4444,93.5484,72.4138
2019/2020,North West,Kano,Fagge,Fagge A,"Community Secondary School, Fagge A",Female,all,NECO,269,161,146,49,35,29,59.8513,33.5616,71.4286,82.8571
2019/2020,North West,Kano,Fagge,Fagge A,"Community Secondary School, Fagge A",Female,all,WAEC,366,239,200,68,62,61,65.3005,34.0,91.1765,98.3871
2019/2020,North West,Kano,Fagge,Fagge A,"Community Secondary School, Fagge A",Female,disabled,NABTEB,21,14,9,3,0,0,66.6667,33.3333,0.0,0.0
2019/2020,North West,Kano,Fagge,Fagge A,"Community Secondary School, Fagge A",Female,disabled,NECO,34,20,19,6,0,0,58.8235,31.5789,0.0,0.0
2019/2020,North West,Kano,Fagge,Fagge A,"Community Secondary School, Fagge A",Female,disabled,WAEC,46,30,21,7,6,7,65.2174,33.3333,85.7143,116.6667
2019/2020,North West,Kano,Fagge,Fagge A,"Community Secondary School, Fagge A",Male,all,NABTEB,150,100,82,28,22,23,66.6667,34.1463,78.5714,104.5455
2019/2020,North West,Kano,Fagge,Fagge A,"Community Secondary School, Fagge A",Male,all,NECO,282,169,163,56,43,36,59.9291,34.3558,76.7857,83.7209
2019/2020,North West,Kano,Fagge,Fagge A,"Community Secondary School, Fagge A",Male,all,WAEC,346,226,201,68,63,62,65.3179,33.8308,92.6471,98.4127
2019/2020,North West,Kano,Fagge,Fagge A,"Community Secondary School, Fagge A",Male,disabled,NABTEB,20,13,9,3,0,0,65.0,33.3333,0.0,0.0
2019/2020,North West,Kano,Fagge,Fagge A,"Community Secondary School, Fagge A",Male,disabled,NECO,38,23,20,7,0,0,60.5263,35.0,0.0,0.0
2019/2020,North West,Kano,Fagge,Fagge A,"Community Secondary School, Fagge A",Male,disabled,WAEC,45,29,26,9,7,8,64.4444,34.6154,77.7778,114.2857
2019/2020,North West,Kano,Fagge,Fagge A,"Comprehensive High School, Fagge A",Female,all,NABTEB,75,50,45,15,19,21,66.6667,33.3333,126.6667,110.5263
2019/2020,North West,Kano,Fagge,Fagge A,"Comprehensive High School, Fagge A",Female,all,NECO,149,89,89,30,35,29,59.7315,33.7079,116.6667,82.8571
2019/2020,North West,Kano,Fagge,Fagge A,"Comprehensive High School, Fagge A",Female,all,WAEC,169,110,104,36,43,40,65.0888,34.6154,119.4444,93.0233
2019/2020,North West,Kano,Fagge,Fagge A,"Comprehensive High School, Fagge A",Female,disabled,NABTEB,17,11,9,3,0,0,64.7059,33.3333,0.0,0.0
2019/2020,North West,Kano,Fagge,Fagge A,"Comprehensive High School, Fagge A",Female,disabled,NECO,17,10,12,4,7,7,58.8235,33.3333,175.0,100.0
2019/2020,North West,Kano,Fagge,Fagge A,"Comprehensive High School, Fagge A",Female,disabled,WAEC,17,11,11,4,6,7,64.7059,36.3636,150.0,116.6667
2019/2020,North West,Kano,Fagge,Fagge A,"Comprehensive High School, Fagge A",Male,all,NABTEB,83,56,55,19,22,23,67.4699,34.5455,115.7895,104.5455
2019/2020,North West,Kano,Fagge,Fagge A,"Comprehensive High School, Fagge A",Male,all,NECO,160,96,106,36,34,27,60.0,33.9623,94.4444,79.4118
2019/2020,North West,Kano,Fagge,Fagge A,"Comprehensive High School, Fagge A",Male,all,WAEC,183,119,117,40,49,46,65.0273,34.188,122.5,93.8776
2019/2020,North West,Kano,Fagge,Fagge A,"Comprehensive High School, Fagge A",Male,disabled,NABTEB,16,11,9,3,0,0,68.75,33.3333,0.0,0.0
2019/2020,North West,Kano,Fagge,Fagge A,"Comprehensive High School, Fagge A",Male,disabled,NECO,17,10,8,3,0,0,58.8235,37.5,0.0,0.0
2019/2020,North West,Kano,Fagge,Fagge A,"Comprehensive High School, Fagge A",Male,disabled,WAEC,16,10,11,4,7,8,62.5,36.3636,175.0,114.2857
2019/2020,North West,Kano,Fagge,Fagge A,"Government Secondary School, Fagge A",Female,all,NABTEB,202,135,127,43,48,41,66.8317,33.8583,111.6279,85.4167
2019/2020,North West,Kano,Fagge,Fagge A,"Government Secondary School, Fagge A",Female,all,NECO,350,210,212,72,63,58,60.0,33.9623,87.5,92.0635
2019/2020,North West,Kano,Fagge,Fagge A,"Government Secondary School, Fagge A",Female,all,WAEC,505,331,301,102,112,100,65.5446,33.887,109.8039,89.2857
