session,zone,state,lga,ward,school,gender,disability_scope,olevel_exam_body,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2019/2020,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,disabled,NABTEB,22,15,13,4,6,7,68.1818,30.7692,150.0,116.6667
2019/2020,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,disabled,NECO,34,21,17,6,5,5,61.7647,35.2941,83.3333,100.0
2019/2020,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Female,disabled,WAEC,49,33,23,8,9,10,67.3469,34.7826,112.5,111.1111
2019/2020,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Male,all,NABTEB,155,108,94,31,31,26,69.6774,32.9787,100.0,83.871
2019/2020,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Male,all,NECO,253,159,158,52,49,47,62.8458,32.9114,94.2308,95.9184
2019/2020,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Male,all,WAEC,378,258,230,76,94,88,68.254,33.0435,123.6842,93.617
2019/2020,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Male,disabled,NABTEB,19,13,10,3,0,0,68.4211,30.0,0.0,0.0
2019/2020,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Male,disabled,NECO,33,21,18,6,0,0,63.6364,33.3333,0.0,0.0
2019/2020,North West,Katsina,Daura,Kusugu,"Comprehensive High School, Kusugu",Male,disabled,WAEC,41,28,24,8,5,6,68.2927,33.3333,62.5,120.0
2019/2020,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Female,all,NABTEB,63,44,35,12,13,15,69.8413,34.2857,108.3333,115.3846
2019/2020,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Female,all,NECO,104,65,57,19,21,17,62.5,33.3333,110.5263,80.9524
2019/2020,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Female,all,WAEC,138,94,73,24,26,25,68.1159,32.8767,108.3333,96.1538
2019/2020,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Female,disabled,NABTEB,13,9,6,2,0,0,69.2308,33.3333,0.0,0.0
2019/2020,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Female,disabled,NECO,13,8,6,2,0,0,61.5385,33.3333,0.0,0.0
2019/2020,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Female,disabled,WAEC,16,11,8,3,4,5,68.75,37.5,133.3333,125.0
2019/2020,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Male,all,NABTEB,65,45,37,12,16,17,69.2308,32.4324,133.3333,106.25
2019/2020,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Male,all,NECO,112,70,63,21,25,20,62.5,33.3333,119.0476,80.0
2019/2020,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Male,all,WAEC,150,103,90,30,35,33,68.6667,33.3333,116.6667,94.2857
2019/2020,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Male,disabled,NABTEB,12,8,7,2,0,0,66.6667,28.5714,0.0,0.0
2019/2020,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Male,disabled,NECO,13,8,6,2,0,0,61.5385,33.3333,0.0,0.0
2019/2020,North West,Katsina,Daura,Kusugu,"Government Secondary School, Kusugu",Male,disabled,WAEC,16,11,8,3,5,6,68.75,37.5,166.6667,120.0
2019/2020,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Female,all,NABTEB,133,93,74,24,26,22,69.9248,32.4324,108.3333,84.6154
2019/2020,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Female,all,NECO,269,169,136,45,37,33,62.8253,33.0882,82.2222,89.1892
2019/2020,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Female,all,WAEC,309,212,178,59,54,49,68.6084,33.1461,91.5254,90.7407
2019/2020,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Female,disabled,NABTEB,13,9,7,2,0,0,69.2308,28.5714,0.0,0.0
2019/2020,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Female,disabled,NECO,27,17,14,5,0,0,62.963,35.7143,0.0,0.0
2019/2020,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Female,disabled,WAEC,33,23,18,6,5,5,69.697,33.3333,83.3333,100.0
2019/2020,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Male,all,NABTEB,155,108,91,30,23,17,69.6774,32.967,76.6667,73.913
2019/2020,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Male,all,NECO,296,186,167,55,55,47,62.8378,32.9341,100.0,85.4545
2019/2020,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Male,all,WAEC,353,241,205,68,65,61,68.272,33.1707,95.5882,93.8462
2019/2020,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Male,disabled,NABTEB,16,11,7,2,0,0,68.75,28.5714,0.0,0.0
2019/2020,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Male,disabled,NECO,30,19,15,5,6,7,63.3333,33.3333,120.0,116.6667
2019/2020,North West,Katsina,Daura,Kusugu,"Unity College, Daura",Male,disabled,WAEC,35,24,18,6,5,6,68.5714,33.3333,83.3333,120.0
2019/2020,North West,Katsina,Daura,Madobi A,"Community Secondary School, Madobi A",Female,all,NABTEB,95,66,51,17,13,14,69.4737,33.3333,76.4706,107.6923
2019/2020,North West,Katsina,Daura,Madobi A,"Community Secondary School, Madobi A",Female,all,NECO,175,110,93,31,31,28,62.8571,33.3333,100.0,90.3226
2019/2020,North West,Katsina,Daura,Madobi A,"Community Secondary School, Madobi A",Female,all,WAEC,227,155,131,43,45,40,68.2819,32.8244,104.6512,88.8889
2019/2020,North West,Katsina,Daura,Madobi A,"Community Secondary School, Madobi A",Female,disabled,NABTEB,13,9,6,2,0,0,69.2308,33.3333,0.0,0.0
2019/2020,North West,Katsina,Daura,Madobi A,"Community Secondary School, Madobi A",Female,disabled,NECO,20,13,11,4,5,6,65.0,36.3636,125.0,120.0
2019/2020,North West,Katsina,Daura,Madobi A,"Community Secondary School, Madobi A",Female,disabled,WAEC,30,20,15,5,5,5,66.6667,33.3333,100.0,100.0
2019/2020,North West,Katsina,Daura,Madobi A,"Community Secondary School, Madobi A",Male,all,NABTEB,118,82,64,21,24,17,69.4915,32.8125,114.2857,70.8333
2019/2020,North West,Katsina,Daura,Madobi A,"Community Secondary School, Madobi A",Male,all,NECO,220,138,125,41,37,33,62.7273,32.8,90.2439,89.1892
2019/2020,North West,Katsina,Daura,Madobi A,"Community Secondary School, Madobi A",Male,all,WAEC,286,195,158,52,55,50,68.1818,32.9114,105.7692,90.9091
2019/2020,North West,Katsina,Daura,Madobi A,"Community Secondary School, Madobi A",Male,disabled,NABTEB,16,11,7,2,0,0,68.75,28.5714,0.0,0.0
2019/2020,North West,Katsina,Daura,Madobi A,"Community Secondary School, Madobi A",Male,disabled,NECO,26,16,15,5,0,0,61.5385,33.3333,0.0,0.0
2019/2020,North West,Katsina,Daura,Madobi A,"Community Secondary School, Madobi A",Male,disabled,WAEC,38,26,18,6,5,6,68.4211,33.3333,83.3333,120.0
2019/2020,North West,Katsina,Daura,Madobi A,"Comprehensive High School, Madobi A",Female,all,NABTEB,117,81,61,20,20,14,69.2308,32.7869,100.0,70.0
2019/2020,North West,Katsina,Daura,Madobi A,"Comprehensive High School, Madobi A",Female,all,NECO,202,127,110,37,31,28,62.8713,33.6364,83.7838,90.3226
2019/2020,North West,Katsina,Daura,Madobi A,"Comprehensive High School, Madobi A",Female,all,WAEC,296,202,165,54,62,54,68.2432,32.7273,114.8148,87.0968
2019/2020,North West,Katsina,Daura,Madobi A,"Comprehensive High School, Madobi A",Female,disabled,NABTEB,13,9,7,2,0,0,69.2308,28.5714,0.0,0.0
2019/2020,North West,Katsina,Daura,Madobi A,"Comprehensive High School, Madobi A",Female,disabled,NECO,20,13,11,4,5,6,65.0,36.3636,125.0,120.0
2019/2020,North West,Katsina,Daura,Madobi A,"Comprehensive High School, Madobi A",Female,disabled,WAEC,30,20,15,5,4,5,66.6667,33.3333,80.0,125.0
2019/2020,North West,Katsina,Daura,Madobi A,"Comprehensive High School, Madobi A",Male,all,NABTEB,111,77,61,20,16,17,69.3694,32.7869,80.0,106.25
2019/2020,North West,Katsina,Daura,Madobi A,"Comprehensive High School, Madobi A",Male,all,NECO,194,122,116,38,37,34,62.8866,32.7586,97.3684,91.8919
2019/2020,North West,Katsina,Daura,Madobi A,"Comprehensive High School, Madobi A",Male,all,WAEC,302,206,177,58,60,55,68.2119,32.7684,103.4483,91.6667
2019/2020,North West,Katsina,Daura,Madobi A,"Comprehensive High School, Madobi A",Male,disabled,NABTEB,12,8,7,2,0,0,66.6667,28.5714,0.0,0.0
2019/2020,North West,Katsina,Daura,Madobi A,"Comprehensive High School, Madobi A",Male,disabled,NECO,20,13,12,4,6,7,65.0,33.3333,150.0,116.6667
2019/2020,North West,Katsina,Daura,Madobi A,"Comprehensive High School, Madobi A",Male,disabled,WAEC,25,17,13,4,5,6,68.0,30.7692,125.0,120.0
2019/2020,North West,Katsina,Daura,Madobi A,"Government Secondary School, Madobi A",Female,all,NABTEB,105,73,57,19,20,14,69.5238,33.3333,105.2632,70.0
2019/2020,North West,Katsina,Daura,Madobi A,"Government Secondary School, Madobi A",Female,all,NECO,198,125,110,37,42,39,63.1313,33.6364,113.5135,92.8571
2019/2020,North West,Katsina,Daura,Madobi A,"Government Secondary School, Madobi A",Female,all,WAEC,260,177,139,46,54,49,68.0769,33.0935,117.3913,90.7407
2019/2020,North West,Katsina,Daura,Madobi A,"Government Secondary School, Madobi A",Female,disabled,NABTEB,13,9,6,2,0,0,69.2308,33.3333,0.0,0.0
2019/2020,North West,Katsina,Daura,Madobi A,"Government Secondary School, Madobi A",Female,disabled,NECO,20,13,11,4,5,6,65.0,36.3636,125.0,120.0
2019/2020,North West,Katsina,Daura,Madobi A,"Government Secondary School, Madobi A",Female,disabled,WAEC,30,20,15,5,5,5,66.6667,33.3333,100.0,100.0
2019/2020,North West,Katsina,Daura,Madobi A,"Government Secondary School, Madobi A",Male,all,NABTEB,117,81,74,24,23,17,69.2308,32.4324,95.8333,73.913
2019/2020,North West,Katsina,Daura,Madobi A,"Government Secondary School, Madobi A",Male,all,NECO,220,138,125,41,43,40,62.7273,32.8,104.878,93.0233
2019/2020,North West,Katsina,Daura,Madobi A,"Government Secondary School, Madobi A",Male,all,WAEC,312,213,185,61,65,61,68.2692,32.973,106.5574,93.8462
2019/2020,North West,Katsina,Daura,Madobi A,"Government Secondary School, Madobi A",Male,disabled,NABTEB,12,8,7,2,0,0,66.6667,28.5714,0.0,0.0
2019/2020,North West,Katsina,Daura,Madobi A,"Government Secondary School, Madobi A",Male,disabled,NECO,23,14,12,4,6,7,60.8696,33.3333,150.0,116.6667
2019/2020,North West,Katsina,Daura,Madobi A,"Government Secondary School, Madobi A",Male,disabled,WAEC,29,20,16,5,5,6,68.9655,31.25,100.0,120.0
2019/2020,North West,Katsina,Daura,Madobi A,"Unity College, Daura",Female,all,NABTEB,67,47,36,12,19,22,70.1493,33.3333,158.3333,115.7895
2019/2020,North West,Katsina,Daura,Madobi A,"Unity College, Daura",Female,all,NECO,125,79,67,22,26,23,63.2,32.8358,118.1818,88.4615
2019/2020,North West,Katsina,Daura,Madobi A,"Unity College, Daura",Female,all,WAEC,164,112,88,29,31,30,68.2927,32.9545,106.8966,96.7742
2019/2020,North West,Katsina,Daura,Madobi A,"Unity College, Daura",Female,disabled,NABTEB,13,9,7,2,6,7,69.2308,28.5714,300.0,116.6667
2019/2020,North West,Katsina,Daura,Madobi A,"Unity College, Daura",Female,disabled,NECO,14,9,8,3,5,6,64.2857,37.5,166.6667,120.0
2019/2020,North West,Katsina,Daura,Madobi A,"Unity College, Daura",Female,disabled,WAEC,13,9,5,2,4,5,69.2308,40.0,200.0,125.0
2019/2020,North West,Katsina,Daura,Madobi A,"Unity College, Daura",Male,all,NABTEB,65,45,37,12,8,9,69.2308,32.4324,66.6667,112.5
2019/2020,North West,Katsina,Daura,Madobi A,"Unity College, Daura",Male,all,NECO,128,80,74,24,25,20,62.5,32.4324,104.1667,80.0
2019/2020,North West,Katsina,Daura,Madobi A,"Unity College, Daura",Male,all,WAEC,165,113,95,32,35,33,68.4848,33.6842,109.375,94.2857
2019/2020,North West,Katsina,Daura,Madobi A,"Unity College, Daura",Male,disabled,NABTEB,12,8,7,2,0,0,66.6667,28.5714,0.0,0.0
2019/2020,North West,Katsina,Daura,Madobi A,"Unity College, Daura",Male,disabled,NECO,13,8,6,2,0,0,61.5385,33.3333,0.0,0.0
2019/2020,North West,Katsina,Daura,Madobi A,"Unity College, Daura",Male,disabled,WAEC,16,11,8,3,5,6,68.75,37.5,166.6667,120.0
2019/2020,North West,Katsina,Daura,Madobi B,"Community Secondary School, Madobi B",Female,all,NABTEB,92,64,51,17,26,22,69.5652,33.3333,152.9412,84.6154
2019/2020,North West,Katsina,Daura,Madobi B,"Community Secondary School, Madobi B",Female,all,NECO,168,106,100,33,37,34,63.0952,33.0,112.1212,91.8919
2019/2020,North West,Katsina,Daura,Madobi B,"Community Secondary School, Madobi B",Female,all,WAEC,217,149,116,38,45,40,68.6636,32.7586,118.4211,88.8889
2019/2020,North West,Katsina,Daura,Madobi B,"Community Secondary School, Madobi B",Female,disabled,NABTEB,13,9,6,2,6,7,69.2308,33.3333,300.0,116.6667
2019/2020,North West,Katsina,Daura,Madobi B,"Community Secondary School, Madobi B",Female,disabled,NECO,17,11,9,3,5,6,64.7059,33.3333,166.6667,120.0
2019/2020,North West,Katsina,Daura,Madobi B,"Community Secondary School, Madobi B",Female,disabled,WAEC,26,18,13,4,5,5,69.2308,30.7692,125.0,100.0
2019/2020,North West,Katsina,Daura,Madobi B,"Community Secondary School, Madobi B",Male,all,NABTEB,120,83,74,24,23,17,69.1667,32.4324,95.8333,73.913
2019/2020,North West,Katsina,Daura,Madobi B,"Community Secondary School, Madobi B",Male,all,NECO,214,134,134,44,49,47,62.6168,32.8358,111.3636,95.9184
2019/2020,North West,Katsina,Daura,Madobi B,"Community Secondary School, Madobi B",Male,all,WAEC,261,179,158,52,60,55,68.5824,32.9114,115.3846,91.6667
2019/2020,North West,Katsina,Daura,Madobi B,"Community Secondary School, Madobi B",Male,disabled,NABTEB,12,8,7,2,0,0,66.6667,28.5714,0.0,0.0
2019/2020,North West,Katsina,Daura,Madobi B,"Community Secondary School, Madobi B",Male,disabled,NECO,23,14,15,5,0,0,60.8696,33.3333,0.0,0.0
2019/2020,North West,Katsina,Daura,Madobi B,"Community Secondary School, Madobi B",Male,disabled,WAEC,29,20,16,5,5,6,68.9655,31.25,100.0,120.0
2019/2020,North West,Katsina,Daura,Madobi B,"Comprehensive High School, Madobi B",Female,all,NABTEB,127,88,74,24,20,14,69.2913,32.4324,83.3333,70.0
2019/2020,North West,Katsina,Daura,Madobi B,"Comprehensive High School, Madobi B",Female,all,NECO,269,169,142,47,57,51,62.8253,33.0986,121.2766,89.4737
2019/2020,North West,Katsina,Daura,Madobi B,"Comprehensive High School, Madobi B",Female,all,WAEC,336,229,178,59,63,59,68.1548,33.1461,106.7797,93.6508
2019/2020,North West,Katsina,Daura,Madobi B,"Comprehensive High School, Madobi B",Female,disabled,NABTEB,16,11,10,3,0,0,68.75,30.0,0.0,0.0
2019/2020,North West,Katsina,Daura,Madobi B,"Comprehensive High School, Madobi B",Female,disabled,NECO,37,23,17,6,5,6,62.1622,35.2941,83.3333,120.0
2019/2020,North West,Katsina,Daura,Madobi B,"Comprehensive High School, Madobi B",Female,disabled,WAEC,43,29,23,8,9,10,67.4419,34.7826,112.5,111.1111
2019/2020,North West,Katsina,Daura,Madobi B,"Comprehensive High School, Madobi B",Male,all,NABTEB,137,95,77,25,31,35,69.3431,32.4675,124.0,112.9032
2019/2020,North West,Katsina,Daura,Madobi B,"Comprehensive High School, Madobi B",Male,all,NECO,309,194,188,62,67,61,62.7832,32.9787,108.0645,91.0448
2019/2020,North West,Katsina,Daura,Madobi B,"Comprehensive High School, Madobi B",Male,all,WAEC,373,255,219,72,69,65,68.3646,32.8767,95.8333,94.2029
2019/2020,North West,Katsina,Daura,Madobi B,"Comprehensive High School, Madobi B",Male,disabled,NABTEB,16,11,10,3,8,9,68.75,30.0,266.6667,112.5
2019/2020,North West,Katsina,Daura,Madobi B,"Comprehensive High School, Madobi B",Male,disabled,NECO,36,23,18,6,6,7,63.8889,33.3333,100.0,116.6667
2019/2020,North West,Katsina,Daura,Madobi B,"Comprehensive High School, Madobi B",Male,disabled,WAEC,45,31,24,8,5,5,68.8889,33.3333,62.5,100.0
2019/2020,North West,Katsina,Daura,Madobi B,"Government Secondary School, Madobi B",Female,all,NABTEB,111,77,65,21,32,29,69.3694,32.3077,152.381,90.625
2019/2020,North West,Katsina,Daura,Madobi B,"Government Secondary School, Madobi B",Female,all,NECO,195,123,117,39,47,45,63.0769,33.3333,120.5128,95.7447
2019/2020,North West,Katsina,Daura,Madobi B,"Government Secondary School, Madobi B",Female,all,WAEC,286,196,163,53,62,54,68.5315,32.5153,116.9811,87.0968
2019/2020,North West,Katsina,Daura,Madobi B,"Government Secondary School, Madobi B",Female,disabled,NABTEB,13,9,7,2,6,7,69.2308,28.5714,300.0,116.6667
2019/2020,North West,Katsina,Daura,Madobi B,"Government Secondary School, Madobi B",Female,disabled,NECO,17,11,9,3,5,6,64.7059,33.3333,166.6667,120.0
2019/2020,North West,Katsina,Daura,Madobi B,"Government Secondary School, Madobi B",Female,disabled,WAEC,23,16,13,4,4,5,69.5652,30.7692,100.0,125.0
2019/2020,North West,Katsina,Daura,Madobi B,"Government Secondary School, Madobi B",Male,all,NABTEB,111,77,67,22,32,35,69.3694,32.8358,145.4545,109.375
2019/2020,North West,Katsina,Daura,Madobi B,"Government Secondary School, Madobi B",Male,all,NECO,220,138,134,44,55,47,62.7273,32.8358,125.0,85.4545
2019/2020,North West,Katsina,Daura,Madobi B,"Government Secondary School, Madobi B",Male,all,WAEC,279,191,174,57,74,66,68.4588,32.7586,129.8246,89.1892
2019/2020,North West,Katsina,Daura,Madobi B,"Government Secondary School, Madobi B",Male,disabled,NABTEB,12,8,7,2,8,9,66.6667,28.5714,400.0,112.5
2019/2020,North West,Katsina,Daura,Madobi B,"Government Secondary School, Madobi B",Male,disabled,NECO,20,13,12,4,6,7,65.0,33.3333,150.0,116.6667
2019/2020,North West,Katsina,Daura,Madobi B,"Government Secondary School, Madobi B",Male,disabled,WAEC,25,17,13,4,5,6,68.0,30.7692,125.0,120.0
2019/2020,North West,Katsina,Daura,Madobi B,"Unity College, Daura",Female,all,NABTEB,89,62,45,15,13,14,69.6629,33.3333,86.6667,107.6923
2019/2020,North West,Katsina,Daura,Madobi B,"Unity College, Daura",Female,all,NECO,148,93,76,25,26,23,62.8378,32.8947,104.0,88.4615
2019/2020,North West,Katsina,Daura,Madobi B,"Unity College, Daura",Female,all,WAEC,200,137,114,37,41,40,68.5,32.4561,110.8108,97.561
2019/2020,North West,Katsina,Daura,Madobi B,"Unity College, Daura",Female,disabled,NABTEB,13,9,7,2,0,0,69.2308,28.5714,0.0,0.0
2019/2020,North West,Katsina,Daura,Madobi B,"Unity College, Daura",Female,disabled,NECO,20,13,11,4,5,6,65.0,36.3636,125.0,120.0
2019/2020,North West,Katsina,Daura,Madobi B,"Unity College, Daura",Female,disabled,WAEC,26,18,13,4,5,5,69.2308,30.7692,125.0,100.0
2019/2020,North West,Katsina,Daura,Madobi B,"Unity College, Daura",Male,all,NABTEB,95,66,54,17,16,17,69.4737,31.4815,94.1176,106.25
2019/2020,North West,Katsina,Daura,Madobi B,"Unity College, Daura",Male,all,NECO,194,121,107,35,37,34,62.3711,32.7103,105.7143,91.8919
2019/2020,North West,Katsina,Daura,Madobi B,"Unity College, Daura",Male,all,WAEC,242,165,145,48,50,43,68.1818,33.1034,104.1667,86.0
2019/2020,North West,Katsina,Daura,Madobi B,"Unity College, Daura",Male,disabled,NABTEB,12,8,7,2,0,0,66.6667,28.5714,0.0,0.0
2019/2020,North West,Katsina,Daura,Madobi B,"Unity College, Daura",Male,disabled,NECO,23,14,12,4,6,7,60.8696,33.3333,150.0,116.6667
2019/2020,North West,Katsina,Daura,Madobi B,"Unity College, Daura",Male,disabled,WAEC,32,22,18,6,5,5,68.75,33.3333,83.3333,100.0
2019/2020,North West,Katsina,Dutsinma,Bagagadi,"Community Secondary School, Bagagadi",Female,all,NABTEB,133,93,80,26,32,29,69.9248,32.5,123.0769,90.625
2019/2020,North West,Katsina,Dutsinma,Bagagadi,"Community Secondary School, Bagagadi",Female,all,NECO,300,188,178,59,68,62,62.6667,33.1461,115.2542,91.1765
2019/2020,North West,Katsina,Dutsinma,Bagagadi,"Community Secondary School, Bagagadi",Female,all,WAEC,325,222,189,62,66,59,68.3077,32.8042,106.4516,89.3939
2019/2020,North West,Katsina,Dutsinma,Bagagadi,"Community Secondary School, Bagagadi",Female,disabled,NABTEB,13,9,6,2,6,7,69.2308,33.3333,300.0,116.6667
2019/2020,North West,Katsina,Dutsinma,Bagagadi,"Community Secondary School, Bagagadi",Female,disabled,NECO,27,17,14,5,5,6,62.963,35.7143,100.0,120.0
2019/2020,North West,Katsina,Dutsinma,Bagagadi,"Community Secondary School, Bagagadi",Female,disabled,WAEC,36,25,21,7,4,5,69.4444,33.3333,57.1429,125.0
2019/2020,North West,Katsina,Dutsinma,Bagagadi,"Community Secondary School, Bagagadi",Male,all,NABTEB,152,106,94,31,47,44,69.7368,32.9787,151.6129,93.617
2019/2020,North West,Katsina,Dutsinma,Bagagadi,"Community Secondary School, Bagagadi",Male,all,NECO,326,205,188,62,67,61,62.8834,32.9787,108.0645,91.0448
2019/2020,North West,Katsina,Dutsinma,Bagagadi,"Community Secondary School, Bagagadi",Male,all,WAEC,394,269,229,75,89,81,68.2741,32.7511,118.6667,91.0112
2019/2020,North West,Katsina,Dutsinma,Bagagadi,"Community Secondary School, Bagagadi",Male,disabled,NABTEB,16,11,10,3,8,9,68.75,30.0,266.6667,112.5
2019/2020,North West,Katsina,Dutsinma,Bagagadi,"Community Secondary School, Bagagadi",Male,disabled,NECO,33,21,18,6,6,7,63.6364,33.3333,100.0,116.6667
2019/2020,North West,Katsina,Dutsinma,Bagagadi,"Community Secondary School, Bagagadi",Male,disabled,WAEC,41,28,21,7,5,5,68.2927,33.3333,71.4286,100.0
2019/2020,North West,Katsina,Dutsinma,Bagagadi,"Comprehensive High School, Bagagadi",Female,all,NABTEB,114,79,60,20,20,15,69.2982,33.3333,100.0,75.0
2019/2020,North West,Katsina,Dutsinma,Bagagadi,"Comprehensive High School, Bagagadi",Female,all,NECO,225,142,119,40,37,33,63.1111,33.6134,92.5,89.1892
2019/2020,North West,Katsina,Dutsinma,Bagagadi,"Comprehensive High School, Bagagadi",Female,all,WAEC,263,180,137,45,40,35,68.4411,32.8467,88.8889,87.5
2019/2020,North West,Katsina,Dutsinma,Bagagadi,"Comprehensive High School, Bagagadi",Female,disabled,NABTEB,13,9,6,2,0,0,69.2308,33.3333,0.0,0.0
2019/2020,North West,Katsina,Dutsinma,Bagagadi,"Comprehensive High School, Bagagadi",Female,disabled,NECO,20,13,11,4,0,0,65.0,36.3636,0.0,0.0
2019/2020,North West,Katsina,Dutsinma,Bagagadi,"Comprehensive High School, Bagagadi",Female,disabled,WAEC,26,18,13,4,4,5,69.2308,30.7692,100.0,125.0
2019/2020,North West,Katsina,Dutsinma,Bagagadi,"Comprehensive High School, Bagagadi",Male,all,NABTEB,102,71,57,18,16,17,69.6078,31.5789,88.8889,106.25
2019/2020,North West,Katsina,Dutsinma,Bagagadi,"Comprehensive High School, Bagagadi",Male,all,NECO,204,128,119,39,37,34,62.7451,32.7731,94.8718,91.8919
2019/2020,North West,Katsina,Dutsinma,Bagagadi,"Comprehensive High School, Bagagadi",Male,all,WAEC,258,176,140,46,50,43,68.2171,32.8571,108.6957,86.0
2019/2020,North West,Katsina,Dutsinma,Bagagadi,"Comprehensive High School, Bagagadi",Male,disabled,NABTEB,12,8,7,2,0,0,66.6667,28.5714,0.0,0.0
2019/2020,North West,Katsina,Dutsinma,Bagagadi,"Comprehensive High School, Bagagadi",Male,disabled,NECO,20,13,12,4,6,7,65.0,33.3333,150.0,116.6667
2019/2020,North West,Katsina,Dutsinma,Bagagadi,"Comprehensive High School, Bagagadi",Male,disabled,WAEC,29,20,13,4,5,5,68.9655,30.7692,125.0,100.0
2019/2020,North West,Katsina,Dutsinma,Bagagadi,"Government Secondary School, Bagagadi",Female,all,NABTEB,75,52,41,14,13,15,69.3333,34.1463,92.8571,115.3846
2019/2020,North West,Katsina,Dutsinma,Bagagadi,"Government Secondary School, Bagagadi",Female,all,NECO,112,70,57,19,21,23,62.5,33.3333,110.5263,109.5238
