session,zone,state,lga,ward,school,gender,disability_scope,olevel_exam_body,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Comprehensive High School, City Centre",Male,disabled,WAEC,21,14,14,5,5,6,66.6667,35.7143,100.0,120.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Government Secondary School, City Centre",Female,all,NABTEB,160,111,97,32,32,27,69.375,32.9897,100.0,84.375
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Government Secondary School, City Centre",Female,all,NECO,255,158,162,54,54,46,61.9608,33.3333,100.0,85.1852
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Government Secondary School, City Centre",Female,all,WAEC,315,214,186,62,76,69,67.9365,33.3333,122.5806,90.7895
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Government Secondary School, City Centre",Female,disabled,NABTEB,13,9,7,2,6,7,69.2308,28.5714,300.0,116.6667
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Government Secondary School, City Centre",Female,disabled,NECO,20,12,12,4,5,5,60.0,33.3333,125.0,100.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Government Secondary School, City Centre",Female,disabled,WAEC,26,18,13,4,4,5,69.2308,30.7692,100.0,125.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Government Secondary School, City Centre",Male,all,NABTEB,167,115,102,34,47,41,68.8623,33.3333,138.2353,87.234
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Government Secondary School, City Centre",Male,all,NECO,239,149,148,50,51,47,62.3431,33.7838,102.0,92.1569
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Government Secondary School, City Centre",Male,all,WAEC,369,250,225,75,81,77,67.7507,33.3333,108.0,95.0617
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Government Secondary School, City Centre",Male,disabled,NABTEB,15,10,10,3,8,8,66.6667,30.0,266.6667,100.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Government Secondary School, City Centre",Male,disabled,NECO,22,14,12,4,6,6,63.6364,33.3333,150.0,100.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Government Secondary School, City Centre",Male,disabled,WAEC,28,19,16,5,5,5,67.8571,31.25,100.0,100.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Unity College, Abuja Municipal",Female,all,NABTEB,69,48,44,14,19,20,69.5652,31.8182,135.7143,105.2632
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Unity College, Abuja Municipal",Female,all,NECO,146,91,88,29,29,25,62.3288,32.9545,100.0,86.2069
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Unity College, Abuja Municipal",Female,all,WAEC,189,128,119,40,44,44,67.7249,33.6134,110.0,100.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Unity College, Abuja Municipal",Female,disabled,NABTEB,13,9,7,2,6,7,69.2308,28.5714,300.0,116.6667
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Unity College, Abuja Municipal",Female,disabled,NECO,17,11,9,3,5,5,64.7059,33.3333,166.6667,100.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Unity College, Abuja Municipal",Female,disabled,WAEC,22,15,13,4,4,5,68.1818,30.7692,100.0,125.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Unity College, Abuja Municipal",Male,all,NABTEB,75,52,44,14,23,24,69.3333,31.8182,164.2857,104.3478
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Unity College, Abuja Municipal",Male,all,NECO,160,100,103,35,40,35,62.5,33.9806,114.2857,87.5
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Unity College, Abuja Municipal",Male,all,WAEC,193,131,131,44,50,49,67.8756,33.5878,113.6364,98.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Unity College, Abuja Municipal",Male,disabled,NABTEB,12,8,7,2,8,8,66.6667,28.5714,400.0,100.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Unity College, Abuja Municipal",Male,disabled,NECO,19,12,12,4,6,6,63.1579,33.3333,150.0,100.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Unity College, Abuja Municipal",Male,disabled,WAEC,21,14,14,5,5,5,66.6667,35.7143,100.0,100.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Female,all,NABTEB,72,50,40,13,13,13,69.4444,32.5,100.0,100.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Female,all,NECO,130,81,74,25,25,20,62.3077,33.7838,100.0,80.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Female,all,WAEC,151,103,82,28,32,30,68.2119,34.1463,114.2857,93.75
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Female,disabled,NABTEB,13,9,7,2,0,0,69.2308,28.5714,0.0,0.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Female,disabled,NECO,17,11,9,3,5,5,64.7059,33.3333,166.6667,100.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Female,disabled,WAEC,16,11,8,3,5,5,68.75,37.5,166.6667,100.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Male,all,NABTEB,66,45,41,13,15,16,68.1818,31.7073,115.3846,106.6667
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Male,all,NECO,125,78,76,25,22,18,62.4,32.8947,88.0,81.8182
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Male,all,WAEC,129,87,79,27,25,23,67.4419,34.1772,92.5926,92.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Male,disabled,NABTEB,12,8,7,2,0,0,66.6667,28.5714,0.0,0.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Male,disabled,NECO,13,8,9,3,5,6,61.5385,33.3333,166.6667,120.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Community Secondary School, Garki",Male,disabled,WAEC,15,10,8,3,5,6,66.6667,37.5,166.6667,120.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Female,all,NABTEB,153,106,90,30,33,27,69.281,33.3333,110.0,81.8182
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Female,all,NECO,268,167,147,49,44,35,62.3134,33.3333,89.7959,79.5455
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Female,all,WAEC,341,232,194,65,67,64,68.0352,33.5052,103.0769,95.5224
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Female,disabled,NABTEB,19,13,10,3,7,7,68.4211,30.0,233.3333,100.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Female,disabled,NECO,33,21,18,6,5,5,63.6364,33.3333,83.3333,100.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Female,disabled,WAEC,42,29,24,8,9,10,69.0476,33.3333,112.5,111.1111
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Male,all,NABTEB,137,94,85,28,31,24,68.6131,32.9412,110.7143,77.4194
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Male,all,NECO,243,151,139,47,40,35,62.1399,33.8129,85.1064,87.5
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Male,all,WAEC,332,225,201,67,56,50,67.7711,33.3333,83.5821,89.2857
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Male,disabled,NABTEB,18,12,10,3,8,8,66.6667,30.0,266.6667,100.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Male,disabled,NECO,32,20,18,6,6,6,62.5,33.3333,100.0,100.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Comprehensive High School, Garki",Male,disabled,WAEC,37,25,22,7,5,6,67.5676,31.8182,71.4286,120.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Government Secondary School, Garki",Female,all,NABTEB,94,65,59,20,25,27,69.1489,33.8983,125.0,108.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Government Secondary School, Garki",Female,all,NECO,152,95,97,33,39,35,62.5,34.0206,118.1818,89.7436
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Government Secondary School, Garki",Female,all,WAEC,231,157,146,49,54,49,67.9654,33.5616,110.2041,90.7407
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Government Secondary School, Garki",Female,disabled,NABTEB,13,9,6,2,6,7,69.2308,33.3333,300.0,116.6667
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Government Secondary School, Garki",Female,disabled,NECO,13,8,6,2,5,5,61.5385,33.3333,250.0,100.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Government Secondary School, Garki",Female,disabled,WAEC,22,15,13,4,5,5,68.1818,30.7692,125.0,100.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Government Secondary School, Garki",Male,all,NABTEB,104,72,65,21,31,24,69.2308,32.3077,147.619,77.4194
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Government Secondary School, Garki",Male,all,NECO,179,112,115,39,39,35,62.5698,33.913,100.0,89.7436
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Government Secondary School, Garki",Male,all,WAEC,251,170,169,57,71,67,67.7291,33.7278,124.5614,94.3662
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Government Secondary School, Garki",Male,disabled,NABTEB,12,8,7,2,8,8,66.6667,28.5714,400.0,100.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Government Secondary School, Garki",Male,disabled,NECO,16,10,9,3,5,6,62.5,33.3333,166.6667,120.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Government Secondary School, Garki",Male,disabled,WAEC,21,14,14,5,5,6,66.6667,35.7143,100.0,120.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Unity College, Abuja Municipal",Female,all,NABTEB,132,91,77,25,19,13,68.9394,32.4675,76.0,68.4211
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Unity College, Abuja Municipal",Female,all,NECO,285,178,153,51,44,41,62.4561,33.3333,86.2745,93.1818
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Unity College, Abuja Municipal",Female,all,WAEC,334,227,192,64,53,49,67.9641,33.3333,82.8125,92.4528
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Unity College, Abuja Municipal",Female,disabled,NABTEB,16,11,7,2,0,0,68.75,28.5714,0.0,0.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Unity College, Abuja Municipal",Female,disabled,NECO,30,19,15,5,5,5,63.3333,33.3333,100.0,100.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Unity College, Abuja Municipal",Female,disabled,WAEC,35,24,19,6,4,5,68.5714,31.5789,66.6667,125.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Unity College, Abuja Municipal",Male,all,NABTEB,152,105,88,29,23,25,69.0789,32.9545,79.3103,108.6957
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Unity College, Abuja Municipal",Male,all,NECO,310,193,178,60,51,41,62.2581,33.7079,85.0,80.3922
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Unity College, Abuja Municipal",Male,all,WAEC,390,264,231,77,76,72,67.6923,33.3333,98.7013,94.7368
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Unity College, Abuja Municipal",Male,disabled,NABTEB,18,12,10,3,0,0,66.6667,30.0,0.0,0.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Unity College, Abuja Municipal",Male,disabled,NECO,35,22,21,7,6,6,62.8571,33.3333,85.7143,100.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Garki,"Unity College, Abuja Municipal",Male,disabled,WAEC,43,29,24,8,5,6,67.4419,33.3333,62.5,120.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Community Secondary School, Gui",Female,all,NABTEB,75,52,47,15,19,20,69.3333,31.9149,126.6667,105.2632
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Community Secondary School, Gui",Female,all,NECO,152,95,88,29,29,25,62.5,32.9545,100.0,86.2069
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Community Secondary School, Gui",Female,all,WAEC,177,120,104,35,40,39,67.7966,33.6538,114.2857,97.5
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Community Secondary School, Gui",Female,disabled,NABTEB,13,9,7,2,6,7,69.2308,28.5714,300.0,116.6667
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Community Secondary School, Gui",Female,disabled,NECO,13,8,6,2,5,5,61.5385,33.3333,250.0,100.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Community Secondary School, Gui",Female,disabled,WAEC,13,9,8,3,4,5,69.2308,37.5,133.3333,125.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Community Secondary School, Gui",Male,all,NABTEB,72,49,44,14,15,17,68.0556,31.8182,107.1429,113.3333
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Community Secondary School, Gui",Male,all,NECO,138,86,85,28,28,23,62.3188,32.9412,100.0,82.1429
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Community Secondary School, Gui",Male,all,WAEC,175,119,106,36,45,45,68.0,33.9623,125.0,100.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Community Secondary School, Gui",Male,disabled,NABTEB,12,8,7,2,0,0,66.6667,28.5714,0.0,0.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Community Secondary School, Gui",Male,disabled,NECO,13,8,6,2,0,0,61.5385,33.3333,0.0,0.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Community Secondary School, Gui",Male,disabled,WAEC,12,8,8,3,5,6,66.6667,37.5,166.6667,120.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Comprehensive High School, Gui",Female,all,NABTEB,66,46,36,12,13,13,69.697,33.3333,108.3333,100.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Comprehensive High School, Gui",Female,all,NECO,126,78,77,26,29,25,61.9048,33.7662,111.5385,86.2069
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Comprehensive High School, Gui",Female,all,WAEC,164,111,93,31,36,34,67.6829,33.3333,116.129,94.4444
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Comprehensive High School, Gui",Female,disabled,NABTEB,13,9,6,2,0,0,69.2308,33.3333,0.0,0.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Comprehensive High School, Gui",Female,disabled,NECO,13,8,6,2,5,5,61.5385,33.3333,250.0,100.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Comprehensive High School, Gui",Female,disabled,WAEC,19,13,11,4,5,5,68.4211,36.3636,125.0,100.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Comprehensive High School, Gui",Male,all,NABTEB,60,41,38,12,15,16,68.3333,31.5789,125.0,106.6667
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Comprehensive High School, Gui",Male,all,NECO,115,72,73,24,22,24,62.6087,32.8767,91.6667,109.0909
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Comprehensive High School, Gui",Male,all,WAEC,156,106,101,34,35,34,67.9487,33.6634,102.9412,97.1429
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Comprehensive High School, Gui",Male,disabled,NABTEB,12,8,7,2,0,0,66.6667,28.5714,0.0,0.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Comprehensive High School, Gui",Male,disabled,NECO,13,8,6,2,5,6,61.5385,33.3333,250.0,120.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Comprehensive High School, Gui",Male,disabled,WAEC,18,12,11,4,5,6,66.6667,36.3636,125.0,120.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Government Secondary School, Gui",Female,all,NABTEB,113,78,69,23,26,20,69.0265,33.3333,113.0435,76.9231
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Government Secondary School, Gui",Female,all,NECO,186,116,112,38,39,35,62.3656,33.9286,102.6316,89.7436
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Government Secondary School, Gui",Female,all,WAEC,258,175,143,48,58,54,67.8295,33.5664,120.8333,93.1034
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Government Secondary School, Gui",Female,disabled,NABTEB,13,9,6,2,0,0,69.2308,33.3333,0.0,0.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Government Secondary School, Gui",Female,disabled,NECO,17,11,9,3,5,5,64.7059,33.3333,166.6667,100.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Government Secondary School, Gui",Female,disabled,WAEC,26,18,13,4,4,5,69.2308,30.7692,100.0,125.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Government Secondary School, Gui",Male,all,NABTEB,110,76,72,24,23,16,69.0909,33.3333,95.8333,69.5652
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Government Secondary School, Gui",Male,all,NECO,224,140,142,48,45,41,62.5,33.8028,93.75,91.1111
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Government Secondary School, Gui",Male,all,WAEC,265,180,166,56,61,56,67.9245,33.7349,108.9286,91.8033
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Government Secondary School, Gui",Male,disabled,NABTEB,12,8,7,2,0,0,66.6667,28.5714,0.0,0.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Government Secondary School, Gui",Male,disabled,NECO,19,12,12,4,0,0,63.1579,33.3333,0.0,0.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Government Secondary School, Gui",Male,disabled,WAEC,25,17,14,5,5,6,68.0,35.7143,100.0,120.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Unity College, Abuja Municipal",Female,all,NABTEB,175,121,97,32,32,27,69.1429,32.9897,100.0,84.375
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Unity College, Abuja Municipal",Female,all,NECO,298,186,173,58,54,46,62.4161,33.526,93.1034,85.1852
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Unity College, Abuja Municipal",Female,all,WAEC,395,268,226,76,76,69,67.8481,33.6283,100.0,90.7895
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Unity College, Abuja Municipal",Female,disabled,NABTEB,22,15,10,3,6,7,68.1818,30.0,200.0,116.6667
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Unity College, Abuja Municipal",Female,disabled,NECO,40,25,20,7,5,5,62.5,35.0,71.4286,100.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Unity College, Abuja Municipal",Female,disabled,WAEC,48,33,27,9,9,10,68.75,33.3333,100.0,111.1111
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Unity College, Abuja Municipal",Male,all,NABTEB,164,114,96,32,31,25,69.5122,33.3333,96.875,80.6452
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Unity College, Abuja Municipal",Male,all,NECO,310,194,175,59,57,47,62.5806,33.7143,96.6102,82.4561
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Unity College, Abuja Municipal",Male,all,WAEC,362,245,223,75,76,72,67.6796,33.6323,101.3333,94.7368
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Unity College, Abuja Municipal",Male,disabled,NABTEB,24,17,14,5,0,0,70.8333,35.7143,0.0,0.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Unity College, Abuja Municipal",Male,disabled,NECO,41,26,21,7,6,6,63.4146,33.3333,85.7143,100.0
2019/2020,North Central,Federal Capital Territory,Abuja Municipal Area Council,Gui,"Unity College, Abuja Municipal",Male,disabled,WAEC,49,33,27,9,5,6,67.3469,33.3333,55.5556,120.0
2019/2020,North Central,Federal Capital Territory,Bwari,Bwari Central,"Community Secondary School, Bwari Central",Female,all,NABTEB,66,46,37,12,19,20,69.697,32.4324,158.3333,105.2632
2019/2020,North Central,Federal Capital Territory,Bwari,Bwari Central,"Community Secondary School, Bwari Central",Female,all,NECO,106,66,62,21,20,15,62.2642,33.871,95.2381,75.0
2019/2020,North Central,Federal Capital Territory,Bwari,Bwari Central,"Community Secondary School, Bwari Central",Female,all,WAEC,142,97,82,28,32,30,68.3099,34.1463,114.2857,93.75
2019/2020,North Central,Federal Capital Territory,Bwari,Bwari Central,"Community Secondary School, Bwari Central",Female,disabled,NABTEB,13,9,7,2,6,7,69.2308,28.5714,300.0,116.6667
