session,zone,state,lga,ward,school,gender,disability_scope,olevel_exam_body,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2019/2020,North West,Kebbi,Argungu,Dikko,"Community Secondary School, Dikko",Female,disabled,WAEC,20,14,11,4,4,4,70.0,36.3636,100.0,100.0
2019/2020,North West,Kebbi,Argungu,Dikko,"Community Secondary School, Dikko",Male,all,NABTEB,76,55,49,16,17,13,72.3684,32.6531,106.25,76.4706
2019/2020,North West,Kebbi,Argungu,Dikko,"Community Secondary School, Dikko",Male,all,NECO,138,90,86,28,39,35,65.2174,32.5581,139.2857,89.7436
2019/2020,North West,Kebbi,Argungu,Dikko,"Community Secondary School, Dikko",Male,all,WAEC,166,119,97,32,40,35,71.6867,32.9897,125.0,87.5
2019/2020,North West,Kebbi,Argungu,Dikko,"Community Secondary School, Dikko",Male,disabled,NABTEB,11,8,6,2,0,0,72.7273,33.3333,0.0,0.0
2019/2020,North West,Kebbi,Argungu,Dikko,"Community Secondary School, Dikko",Male,disabled,NECO,19,12,10,3,5,5,63.1579,30.0,166.6667,100.0
2019/2020,North West,Kebbi,Argungu,Dikko,"Community Secondary School, Dikko",Male,disabled,WAEC,22,16,12,4,4,4,72.7273,33.3333,100.0,100.0
2019/2020,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Female,all,NABTEB,96,70,54,18,20,21,72.9167,33.3333,111.1111,105.0
2019/2020,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Female,all,NECO,205,134,111,36,36,33,65.3659,32.4324,100.0,91.6667
2019/2020,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Female,all,WAEC,282,201,151,50,47,43,71.2766,33.1126,94.0,91.4894
2019/2020,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Female,disabled,NABTEB,11,8,6,2,5,5,72.7273,33.3333,250.0,100.0
2019/2020,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Female,disabled,NECO,23,15,12,4,5,5,65.2174,33.3333,125.0,100.0
2019/2020,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Female,disabled,WAEC,28,20,15,5,4,4,71.4286,33.3333,80.0,100.0
2019/2020,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Male,all,NABTEB,110,80,63,21,17,13,72.7273,33.3333,80.9524,76.4706
2019/2020,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Male,all,NECO,214,140,127,41,44,35,65.4206,32.2835,107.3171,79.5455
2019/2020,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Male,all,WAEC,260,185,147,48,52,48,71.1538,32.6531,108.3333,92.3077
2019/2020,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Male,disabled,NABTEB,11,8,6,2,0,0,72.7273,33.3333,0.0,0.0
2019/2020,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Male,disabled,NECO,25,16,13,4,5,5,64.0,30.7692,125.0,100.0
2019/2020,North West,Kebbi,Argungu,Dikko,"Comprehensive High School, Dikko",Male,disabled,WAEC,30,21,16,5,4,4,70.0,31.25,80.0,100.0
2019/2020,North West,Kebbi,Argungu,Dikko,"Government Secondary School, Dikko",Female,all,NABTEB,123,90,72,24,34,31,73.1707,33.3333,141.6667,91.1765
2019/2020,North West,Kebbi,Argungu,Dikko,"Government Secondary School, Dikko",Female,all,NECO,208,136,121,40,57,51,65.3846,33.0579,142.5,89.4737
2019/2020,North West,Kebbi,Argungu,Dikko,"Government Secondary School, Dikko",Female,all,WAEC,280,200,172,57,79,75,71.4286,33.1395,138.5965,94.9367
2019/2020,North West,Kebbi,Argungu,Dikko,"Government Secondary School, Dikko",Female,disabled,NABTEB,16,12,8,3,5,5,75.0,37.5,166.6667,100.0
2019/2020,North West,Kebbi,Argungu,Dikko,"Government Secondary School, Dikko",Female,disabled,NECO,26,17,15,5,4,5,65.3846,33.3333,80.0,125.0
2019/2020,North West,Kebbi,Argungu,Dikko,"Government Secondary School, Dikko",Female,disabled,WAEC,34,24,20,7,7,8,70.5882,35.0,100.0,114.2857
2019/2020,North West,Kebbi,Argungu,Dikko,"Government Secondary School, Dikko",Male,all,NABTEB,118,86,76,25,35,31,72.8814,32.8947,140.0,88.5714
2019/2020,North West,Kebbi,Argungu,Dikko,"Government Secondary School, Dikko",Male,all,NECO,180,118,109,36,39,35,65.5556,33.0275,108.3333,89.7436
2019/2020,North West,Kebbi,Argungu,Dikko,"Government Secondary School, Dikko",Male,all,WAEC,252,179,154,51,67,65,71.0317,33.1169,131.3725,97.0149
2019/2020,North West,Kebbi,Argungu,Dikko,"Government Secondary School, Dikko",Male,disabled,NABTEB,16,12,8,3,6,6,75.0,37.5,200.0,100.0
2019/2020,North West,Kebbi,Argungu,Dikko,"Government Secondary School, Dikko",Male,disabled,NECO,25,16,15,5,5,5,64.0,33.3333,100.0,100.0
2019/2020,North West,Kebbi,Argungu,Dikko,"Government Secondary School, Dikko",Male,disabled,WAEC,30,21,18,6,4,4,70.0,33.3333,66.6667,100.0
2019/2020,North West,Kebbi,Argungu,Dikko,"Unity College, Argungu",Female,all,NABTEB,129,94,73,24,30,26,72.8682,32.8767,125.0,86.6667
2019/2020,North West,Kebbi,Argungu,Dikko,"Unity College, Argungu",Female,all,NECO,257,168,143,47,54,47,65.3696,32.8671,114.8936,87.037
2019/2020,North West,Kebbi,Argungu,Dikko,"Unity College, Argungu",Female,all,WAEC,296,211,173,57,65,59,71.2838,32.948,114.0351,90.7692
2019/2020,North West,Kebbi,Argungu,Dikko,"Unity College, Argungu",Female,disabled,NABTEB,11,8,6,2,5,5,72.7273,33.3333,250.0,100.0
2019/2020,North West,Kebbi,Argungu,Dikko,"Unity College, Argungu",Female,disabled,NECO,20,13,10,3,5,5,65.0,30.0,166.6667,100.0
2019/2020,North West,Kebbi,Argungu,Dikko,"Unity College, Argungu",Female,disabled,WAEC,28,20,15,5,4,4,71.4286,33.3333,80.0,100.0
2019/2020,North West,Kebbi,Argungu,Dikko,"Unity College, Argungu",Male,all,NABTEB,128,93,80,26,41,38,72.6562,32.5,157.6923,92.6829
2019/2020,North West,Kebbi,Argungu,Dikko,"Unity College, Argungu",Male,all,NECO,278,182,172,56,69,61,65.4676,32.5581,123.2143,88.4058
2019/2020,North West,Kebbi,Argungu,Dikko,"Unity College, Argungu",Male,all,WAEC,344,245,216,71,87,79,71.2209,32.8704,122.5352,90.8046
2019/2020,North West,Kebbi,Argungu,Dikko,"Unity College, Argungu",Male,disabled,NABTEB,11,8,6,2,6,6,72.7273,33.3333,300.0,100.0
2019/2020,North West,Kebbi,Argungu,Dikko,"Unity College, Argungu",Male,disabled,NECO,25,16,15,5,5,5,64.0,33.3333,100.0,100.0
2019/2020,North West,Kebbi,Argungu,Dikko,"Unity College, Argungu",Male,disabled,WAEC,30,21,18,6,8,9,70.0,33.3333,133.3333,112.5
2019/2020,North West,Kebbi,Argungu,Felande,"Community Secondary School, Felande",Female,all,NABTEB,121,88,68,22,24,21,72.7273,32.3529,109.0909,87.5
2019/2020,North West,Kebbi,Argungu,Felande,"Community Secondary School, Felande",Female,all,NECO,228,149,124,40,50,42,65.3509,32.2581,125.0,84.0
2019/2020,North West,Kebbi,Argungu,Felande,"Community Secondary School, Felande",Female,all,WAEC,246,176,138,45,47,43,71.5447,32.6087,104.4444,91.4894
2019/2020,North West,Kebbi,Argungu,Felande,"Community Secondary School, Felande",Female,disabled,NABTEB,11,8,6,2,0,0,72.7273,33.3333,0.0,0.0
2019/2020,North West,Kebbi,Argungu,Felande,"Community Secondary School, Felande",Female,disabled,NECO,20,13,10,3,5,5,65.0,30.0,166.6667,100.0
2019/2020,North West,Kebbi,Argungu,Felande,"Community Secondary School, Felande",Female,disabled,WAEC,25,18,13,4,4,4,72.0,30.7692,100.0,100.0
2019/2020,North West,Kebbi,Argungu,Felande,"Community Secondary School, Felande",Male,all,NABTEB,118,86,69,23,23,19,72.8814,33.3333,100.0,82.6087
2019/2020,North West,Kebbi,Argungu,Felande,"Community Secondary School, Felande",Male,all,NECO,216,141,124,40,49,41,65.2778,32.2581,122.5,83.6735
2019/2020,North West,Kebbi,Argungu,Felande,"Community Secondary School, Felande",Male,all,WAEC,249,178,154,51,52,48,71.4859,33.1169,101.9608,92.3077
2019/2020,North West,Kebbi,Argungu,Felande,"Community Secondary School, Felande",Male,disabled,NABTEB,11,8,6,2,0,0,72.7273,33.3333,0.0,0.0
2019/2020,North West,Kebbi,Argungu,Felande,"Community Secondary School, Felande",Male,disabled,NECO,22,14,13,4,5,5,63.6364,30.7692,125.0,100.0
2019/2020,North West,Kebbi,Argungu,Felande,"Community Secondary School, Felande",Male,disabled,WAEC,24,17,14,5,4,4,70.8333,35.7143,80.0,100.0
2019/2020,North West,Kebbi,Argungu,Felande,"Comprehensive High School, Felande",Female,all,NABTEB,99,72,56,19,25,21,72.7273,33.9286,131.5789,84.0
2019/2020,North West,Kebbi,Argungu,Felande,"Comprehensive High School, Felande",Female,all,NECO,182,119,106,35,35,33,65.3846,33.0189,100.0,94.2857
2019/2020,North West,Kebbi,Argungu,Felande,"Comprehensive High School, Felande",Female,all,WAEC,221,157,128,42,43,39,71.0407,32.8125,102.381,90.6977
2019/2020,North West,Kebbi,Argungu,Felande,"Comprehensive High School, Felande",Female,disabled,NABTEB,14,10,8,3,5,5,71.4286,37.5,166.6667,100.0
2019/2020,North West,Kebbi,Argungu,Felande,"Comprehensive High School, Felande",Female,disabled,NECO,26,17,15,5,4,5,65.3846,33.3333,80.0,125.0
2019/2020,North West,Kebbi,Argungu,Felande,"Comprehensive High School, Felande",Female,disabled,WAEC,34,24,18,6,7,8,70.5882,33.3333,116.6667,114.2857
2019/2020,North West,Kebbi,Argungu,Felande,"Comprehensive High School, Felande",Male,all,NABTEB,104,75,60,20,17,13,72.1154,33.3333,85.0,76.4706
2019/2020,North West,Kebbi,Argungu,Felande,"Comprehensive High School, Felande",Male,all,NECO,192,125,112,36,39,35,65.1042,32.1429,108.3333,89.7436
2019/2020,North West,Kebbi,Argungu,Felande,"Comprehensive High School, Felande",Male,all,WAEC,265,189,154,51,56,52,71.3208,33.1169,109.8039,92.8571
2019/2020,North West,Kebbi,Argungu,Felande,"Comprehensive High School, Felande",Male,disabled,NABTEB,13,9,6,2,0,0,69.2308,33.3333,0.0,0.0
2019/2020,North West,Kebbi,Argungu,Felande,"Comprehensive High School, Felande",Male,disabled,NECO,25,16,13,4,5,5,64.0,30.7692,125.0,100.0
2019/2020,North West,Kebbi,Argungu,Felande,"Comprehensive High School, Felande",Male,disabled,WAEC,35,25,18,6,4,4,71.4286,33.3333,66.6667,100.0
2019/2020,North West,Kebbi,Argungu,Felande,"Government Secondary School, Felande",Female,all,NABTEB,72,52,40,13,15,15,72.2222,32.5,115.3846,100.0
2019/2020,North West,Kebbi,Argungu,Felande,"Government Secondary School, Felande",Female,all,NECO,124,81,72,24,26,23,65.3226,33.3333,108.3333,88.4615
2019/2020,North West,Kebbi,Argungu,Felande,"Government Secondary School, Felande",Female,all,WAEC,167,119,99,33,43,39,71.2575,33.3333,130.303,90.6977
2019/2020,North West,Kebbi,Argungu,Felande,"Government Secondary School, Felande",Female,disabled,NABTEB,11,8,6,2,5,5,72.7273,33.3333,250.0,100.0
2019/2020,North West,Kebbi,Argungu,Felande,"Government Secondary School, Felande",Female,disabled,NECO,14,9,8,3,4,5,64.2857,37.5,133.3333,125.0
2019/2020,North West,Kebbi,Argungu,Felande,"Government Secondary School, Felande",Female,disabled,WAEC,22,16,11,4,4,4,72.7273,36.3636,100.0,100.0
2019/2020,North West,Kebbi,Argungu,Felande,"Government Secondary School, Felande",Male,all,NABTEB,81,59,49,16,23,19,72.8395,32.6531,143.75,82.6087
2019/2020,North West,Kebbi,Argungu,Felande,"Government Secondary School, Felande",Male,all,NECO,161,105,97,32,39,35,65.2174,32.9897,121.875,89.7436
2019/2020,North West,Kebbi,Argungu,Felande,"Government Secondary School, Felande",Male,all,WAEC,192,137,113,37,44,39,71.3542,32.7434,118.9189,88.6364
2019/2020,North West,Kebbi,Argungu,Felande,"Government Secondary School, Felande",Male,disabled,NABTEB,11,8,6,2,6,6,72.7273,33.3333,300.0,100.0
2019/2020,North West,Kebbi,Argungu,Felande,"Government Secondary School, Felande",Male,disabled,NECO,22,14,13,4,5,5,63.6364,30.7692,125.0,100.0
2019/2020,North West,Kebbi,Argungu,Felande,"Government Secondary School, Felande",Male,disabled,WAEC,24,17,14,5,4,4,70.8333,35.7143,80.0,100.0
2019/2020,North West,Kebbi,Argungu,Felande,"Unity College, Argungu",Female,all,NABTEB,55,40,34,11,10,11,72.7273,32.3529,90.9091,110.0
2019/2020,North West,Kebbi,Argungu,Felande,"Unity College, Argungu",Female,all,NECO,90,59,54,17,18,14,65.5556,31.4815,105.8824,77.7778
2019/2020,North West,Kebbi,Argungu,Felande,"Unity College, Argungu",Female,all,WAEC,112,80,62,20,22,20,71.4286,32.2581,110.0,90.9091
2019/2020,North West,Kebbi,Argungu,Felande,"Unity College, Argungu",Female,disabled,NABTEB,11,8,6,2,0,0,72.7273,33.3333,0.0,0.0
2019/2020,North West,Kebbi,Argungu,Felande,"Unity College, Argungu",Female,disabled,NECO,12,8,7,2,0,0,66.6667,28.5714,0.0,0.0
2019/2020,North West,Kebbi,Argungu,Felande,"Unity College, Argungu",Female,disabled,WAEC,11,8,7,2,4,4,72.7273,28.5714,200.0,100.0
2019/2020,North West,Kebbi,Argungu,Felande,"Unity College, Argungu",Male,all,NABTEB,55,40,31,10,11,13,72.7273,32.2581,110.0,118.1818
2019/2020,North West,Kebbi,Argungu,Felande,"Unity College, Argungu",Male,all,NECO,78,51,45,15,25,20,65.3846,33.3333,166.6667,80.0
2019/2020,North West,Kebbi,Argungu,Felande,"Unity College, Argungu",Male,all,WAEC,103,74,65,21,24,21,71.8447,32.3077,114.2857,87.5
2019/2020,North West,Kebbi,Argungu,Felande,"Unity College, Argungu",Male,disabled,NABTEB,11,8,6,2,0,0,72.7273,33.3333,0.0,0.0
2019/2020,North West,Kebbi,Argungu,Felande,"Unity College, Argungu",Male,disabled,NECO,11,7,5,2,5,5,63.6364,40.0,250.0,100.0
2019/2020,North West,Kebbi,Argungu,Felande,"Unity College, Argungu",Male,disabled,WAEC,11,8,7,2,4,4,72.7273,28.5714,200.0,100.0
2019/2020,North West,Kebbi,Birnin Kebbi,Ambursa,"Community Secondary School, Ambursa",Female,all,NABTEB,132,96,78,26,30,26,72.7273,33.3333,115.3846,86.6667
2019/2020,North West,Kebbi,Birnin Kebbi,Ambursa,"Community Secondary School, Ambursa",Female,all,NECO,254,166,153,50,58,51,65.3543,32.6797,116.0,87.931
2019/2020,North West,Kebbi,Birnin Kebbi,Ambursa,"Community Secondary School, Ambursa",Female,all,WAEC,336,240,195,64,82,75,71.4286,32.8205,128.125,91.4634
2019/2020,North West,Kebbi,Birnin Kebbi,Ambursa,"Community Secondary School, Ambursa",Female,disabled,NABTEB,11,8,5,2,5,5,72.7273,40.0,250.0,100.0
2019/2020,North West,Kebbi,Birnin Kebbi,Ambursa,"Community Secondary School, Ambursa",Female,disabled,NECO,23,15,12,4,5,5,65.2174,33.3333,125.0,100.0
2019/2020,North West,Kebbi,Birnin Kebbi,Ambursa,"Community Secondary School, Ambursa",Female,disabled,WAEC,28,20,15,5,3,4,71.4286,33.3333,60.0,133.3333
2019/2020,North West,Kebbi,Birnin Kebbi,Ambursa,"Community Secondary School, Ambursa",Male,all,NABTEB,143,104,88,29,41,38,72.7273,32.9545,141.3793,92.6829
2019/2020,North West,Kebbi,Birnin Kebbi,Ambursa,"Community Secondary School, Ambursa",Male,all,NECO,280,183,167,55,69,61,65.3571,32.9341,125.4545,88.4058
2019/2020,North West,Kebbi,Birnin Kebbi,Ambursa,"Community Secondary School, Ambursa",Male,all,WAEC,319,227,202,66,79,74,71.1599,32.6733,119.697,93.6709
2019/2020,North West,Kebbi,Birnin Kebbi,Ambursa,"Community Secondary School, Ambursa",Male,disabled,NABTEB,13,9,8,3,6,6,69.2308,37.5,200.0,100.0
2019/2020,North West,Kebbi,Birnin Kebbi,Ambursa,"Community Secondary School, Ambursa",Male,disabled,NECO,22,14,13,4,5,5,63.6364,30.7692,125.0,100.0
2019/2020,North West,Kebbi,Birnin Kebbi,Ambursa,"Community Secondary School, Ambursa",Male,disabled,WAEC,27,19,16,5,4,4,70.3704,31.25,80.0,100.0
2019/2020,North West,Kebbi,Birnin Kebbi,Ambursa,"Comprehensive High School, Ambursa",Female,all,NABTEB,107,78,59,19,20,21,72.8972,32.2034,105.2632,105.0
2019/2020,North West,Kebbi,Birnin Kebbi,Ambursa,"Comprehensive High School, Ambursa",Female,all,NECO,202,132,109,35,35,33,65.3465,32.1101,100.0,94.2857
2019/2020,North West,Kebbi,Birnin Kebbi,Ambursa,"Comprehensive High School, Ambursa",Female,all,WAEC,254,181,134,44,42,39,71.2598,32.8358,95.4545,92.8571
2019/2020,North West,Kebbi,Birnin Kebbi,Ambursa,"Comprehensive High School, Ambursa",Female,disabled,NABTEB,11,8,6,2,5,5,72.7273,33.3333,250.0,100.0
2019/2020,North West,Kebbi,Birnin Kebbi,Ambursa,"Comprehensive High School, Ambursa",Female,disabled,NECO,17,11,10,3,4,5,64.7059,30.0,133.3333,125.0
2019/2020,North West,Kebbi,Birnin Kebbi,Ambursa,"Comprehensive High School, Ambursa",Female,disabled,WAEC,25,18,13,4,3,4,72.0,30.7692,75.0,133.3333
2019/2020,North West,Kebbi,Birnin Kebbi,Ambursa,"Comprehensive High School, Ambursa",Male,all,NABTEB,112,81,68,22,17,13,72.3214,32.3529,77.2727,76.4706
