session,zone,state,lga,ward,school,gender,disability_scope,olevel_exam_body,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2019/2020,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Comprehensive High School, Ward II Court/ Ada Allison",Male,all,NABTEB,137,97,76,27,19,15,70.8029,35.5263,70.3704,78.9474
2019/2020,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Comprehensive High School, Ward II Court/ Ada Allison",Male,all,NECO,244,155,131,47,42,40,63.5246,35.8779,89.3617,95.2381
2019/2020,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Comprehensive High School, Ward II Court/ Ada Allison",Male,all,WAEC,299,207,171,61,53,50,69.2308,35.6725,86.8852,94.3396
2019/2020,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Comprehensive High School, Ward II Court/ Ada Allison",Male,disabled,NABTEB,13,9,6,2,0,0,69.2308,33.3333,0.0,0.0
2019/2020,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Comprehensive High School, Ward II Court/ Ada Allison",Male,disabled,NECO,20,13,11,4,5,5,65.0,36.3636,125.0,100.0
2019/2020,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Comprehensive High School, Ward II Court/ Ada Allison",Male,disabled,WAEC,26,18,15,5,4,4,69.2308,33.3333,80.0,100.0
2019/2020,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Female,all,NABTEB,66,47,32,11,13,13,71.2121,34.375,118.1818,100.0
2019/2020,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Female,all,NECO,143,91,72,26,26,24,63.6364,36.1111,100.0,92.3077
2019/2020,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Female,all,WAEC,138,96,72,26,22,20,69.5652,36.1111,84.6154,90.9091
2019/2020,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Female,disabled,NABTEB,14,10,6,2,4,4,71.4286,33.3333,200.0,100.0
2019/2020,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Female,disabled,NECO,15,10,6,2,4,5,66.6667,33.3333,200.0,125.0
2019/2020,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Female,disabled,WAEC,14,10,8,3,3,3,71.4286,37.5,100.0,100.0
2019/2020,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Male,all,NABTEB,67,47,35,12,9,10,70.1493,34.2857,75.0,111.1111
2019/2020,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Male,all,NECO,130,82,70,25,23,20,63.0769,35.7143,92.0,86.9565
2019/2020,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Male,all,WAEC,160,111,87,32,25,23,69.375,36.7816,78.125,92.0
2019/2020,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Male,disabled,NABTEB,13,9,6,2,0,0,69.2308,33.3333,0.0,0.0
2019/2020,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Male,disabled,NECO,13,8,6,2,5,5,61.5385,33.3333,250.0,100.0
2019/2020,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Male,disabled,WAEC,16,11,10,4,4,4,68.75,40.0,100.0,100.0
2019/2020,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Female,all,NABTEB,107,76,56,21,17,18,71.028,37.5,80.9524,105.8824
2019/2020,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Female,all,NECO,201,127,112,40,39,38,63.1841,35.7143,97.5,97.4359
2019/2020,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Female,all,WAEC,258,178,135,49,45,38,68.9922,36.2963,91.8367,84.4444
2019/2020,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Female,disabled,NABTEB,14,10,7,3,4,4,71.4286,42.8571,133.3333,100.0
2019/2020,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Female,disabled,NECO,18,11,9,3,4,5,61.1111,33.3333,133.3333,125.0
2019/2020,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Female,disabled,WAEC,25,17,13,5,3,3,68.0,38.4615,60.0,100.0
2019/2020,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Male,all,NABTEB,124,87,67,24,14,15,70.1613,35.8209,58.3333,107.1429
2019/2020,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Male,all,NECO,231,147,128,46,41,40,63.6364,35.9375,89.1304,97.561
2019/2020,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Male,all,WAEC,279,193,166,60,53,50,69.1756,36.1446,88.3333,94.3396
2019/2020,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Male,disabled,NABTEB,13,9,6,2,0,0,69.2308,33.3333,0.0,0.0
2019/2020,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Male,disabled,NECO,20,13,11,4,4,5,65.0,36.3636,100.0,125.0
2019/2020,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Male,disabled,WAEC,23,16,13,5,4,4,69.5652,38.4615,80.0,100.0
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Female,all,NABTEB,139,98,72,26,21,18,70.5036,36.1111,80.7692,85.7143
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Female,all,NECO,281,179,151,55,48,43,63.7011,36.4238,87.2727,89.5833
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Female,all,WAEC,367,254,193,69,51,48,69.2098,35.7513,73.913,94.1176
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Female,disabled,NABTEB,14,10,6,2,4,4,71.4286,33.3333,200.0,100.0
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Female,disabled,NECO,25,16,11,4,4,5,64.0,36.3636,100.0,125.0
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Female,disabled,WAEC,32,22,15,5,3,3,68.75,33.3333,60.0,100.0
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Male,all,NABTEB,149,105,83,30,19,15,70.4698,36.1446,63.3333,78.9474
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Male,all,NECO,327,208,181,65,55,51,63.6086,35.9116,84.6154,92.7273
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Male,all,WAEC,424,294,237,86,61,54,69.3396,36.2869,70.9302,88.5246
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Male,disabled,NABTEB,13,9,6,2,0,0,69.2308,33.3333,0.0,0.0
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Male,disabled,NECO,23,15,11,4,0,0,65.2174,36.3636,0.0,0.0
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Male,disabled,WAEC,33,23,18,7,4,4,69.697,38.8889,57.1429,100.0
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Female,all,NABTEB,148,104,82,30,26,22,70.2703,36.5854,86.6667,84.6154
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Female,all,NECO,310,197,172,62,69,62,63.5484,36.0465,111.2903,89.8551
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Female,all,WAEC,427,296,227,82,73,66,69.3208,36.1233,89.0244,90.411
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Female,disabled,NABTEB,17,12,10,4,4,4,70.5882,40.0,100.0,100.0
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Female,disabled,NECO,36,23,20,7,4,5,63.8889,35.0,57.1429,125.0
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Female,disabled,WAEC,46,32,26,9,6,7,69.5652,34.6154,66.6667,116.6667
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Male,all,NABTEB,149,105,93,34,33,30,70.4698,36.5591,97.0588,90.9091
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Male,all,NECO,322,205,199,72,77,76,63.6646,36.1809,106.9444,98.7013
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Male,all,WAEC,420,291,258,93,92,85,69.2857,36.0465,98.9247,92.3913
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Male,disabled,NABTEB,16,11,10,4,5,5,68.75,40.0,125.0,100.0
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Male,disabled,NECO,34,22,20,7,4,5,64.7059,35.0,57.1429,125.0
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Male,disabled,WAEC,46,32,26,9,7,8,69.5652,34.6154,77.7778,114.2857
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Female,all,NABTEB,80,57,42,15,13,13,71.25,35.7143,86.6667,100.0
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Female,all,NECO,150,96,84,30,30,29,64.0,35.7143,100.0,96.6667
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Female,all,WAEC,166,114,84,30,29,25,68.6747,35.7143,96.6667,86.2069
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Female,disabled,NABTEB,14,10,6,2,4,4,71.4286,33.3333,200.0,100.0
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Female,disabled,NECO,15,10,9,3,4,5,66.6667,33.3333,133.3333,125.0
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Female,disabled,WAEC,18,12,8,3,3,4,66.6667,37.5,100.0,133.3333
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Male,all,NABTEB,70,49,38,14,9,10,70.0,36.8421,64.2857,111.1111
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Male,all,NECO,127,80,70,25,28,25,62.9921,35.7143,112.0,89.2857
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Male,all,WAEC,164,113,90,33,29,27,68.9024,36.6667,87.8788,93.1034
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Male,disabled,NABTEB,13,9,6,2,0,0,69.2308,33.3333,0.0,0.0
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Male,disabled,NECO,13,8,8,3,5,5,61.5385,37.5,166.6667,100.0
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Government Secondary School, Ward III Dan Jumbo/ Beresiri",Male,disabled,WAEC,16,11,8,3,4,4,68.75,37.5,133.3333,100.0
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Female,all,NABTEB,83,59,45,16,17,13,71.0843,35.5556,106.25,76.4706
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Female,all,NECO,154,98,86,31,35,34,63.6364,36.0465,112.9032,97.1429
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Female,all,WAEC,191,132,102,37,35,31,69.1099,36.2745,94.5946,88.5714
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Female,disabled,NABTEB,14,10,6,2,4,4,71.4286,33.3333,200.0,100.0
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Female,disabled,NECO,15,10,9,3,4,5,66.6667,33.3333,133.3333,125.0
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Female,disabled,WAEC,18,12,10,4,3,3,66.6667,40.0,75.0,100.0
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Male,all,NABTEB,86,61,51,18,19,15,70.9302,35.2941,105.5556,78.9474
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Male,all,NECO,140,89,81,29,27,25,63.5714,35.8025,93.1034,92.5926
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Male,all,WAEC,197,137,107,39,39,35,69.5431,36.4486,100.0,89.7436
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Male,disabled,NABTEB,13,9,6,2,5,5,69.2308,33.3333,250.0,100.0
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Male,disabled,NECO,13,8,6,2,4,5,61.5385,33.3333,200.0,125.0
2019/2020,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Unity College, Bonny",Male,disabled,WAEC,20,14,10,4,4,4,70.0,40.0,100.0,100.0
2019/2020,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Female,all,NABTEB,114,80,62,23,21,18,70.1754,37.0968,91.3043,85.7143
2019/2020,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Female,all,NECO,222,141,117,42,43,38,63.5135,35.8974,102.381,88.3721
2019/2020,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Female,all,WAEC,283,196,160,58,61,56,69.258,36.25,105.1724,91.8033
2019/2020,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Female,disabled,NABTEB,17,12,10,4,4,4,70.5882,40.0,100.0,100.0
2019/2020,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Female,disabled,NECO,29,18,14,5,4,5,62.069,35.7143,80.0,125.0
2019/2020,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Female,disabled,WAEC,39,27,20,7,6,7,69.2308,35.0,85.7143,116.6667
2019/2020,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Male,all,NABTEB,121,85,74,27,24,20,70.2479,36.4865,88.8889,83.3333
2019/2020,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Male,all,NECO,201,128,115,41,41,35,63.6816,35.6522,100.0,85.3659
2019/2020,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Male,all,WAEC,276,191,161,59,52,46,69.2029,36.646,88.1356,88.4615
2019/2020,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Male,disabled,NABTEB,16,11,10,4,5,5,68.75,40.0,125.0,100.0
2019/2020,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Male,disabled,NECO,27,17,17,6,4,5,62.963,35.2941,66.6667,125.0
2019/2020,South South,Rivers,Bonny,Ward III Orosiriri,"Community Secondary School, Ward III Orosiriri",Male,disabled,WAEC,33,23,18,7,3,4,69.697,38.8889,42.8571,133.3333
2019/2020,South South,Rivers,Bonny,Ward III Orosiriri,"Comprehensive High School, Ward III Orosiriri",Female,all,NABTEB,132,93,76,28,26,22,70.4545,36.8421,92.8571,84.6154
2019/2020,South South,Rivers,Bonny,Ward III Orosiriri,"Comprehensive High School, Ward III Orosiriri",Female,all,NECO,208,132,112,40,48,43,63.4615,35.7143,120.0,89.5833
2019/2020,South South,Rivers,Bonny,Ward III Orosiriri,"Comprehensive High School, Ward III Orosiriri",Female,all,WAEC,282,196,161,58,58,53,69.5035,36.0248,100.0,91.3793
2019/2020,South South,Rivers,Bonny,Ward III Orosiriri,"Comprehensive High School, Ward III Orosiriri",Female,disabled,NABTEB,14,10,7,3,4,4,71.4286,42.8571,133.3333,100.0
2019/2020,South South,Rivers,Bonny,Ward III Orosiriri,"Comprehensive High School, Ward III Orosiriri",Female,disabled,NECO,18,11,9,3,4,5,61.1111,33.3333,133.3333,125.0
2019/2020,South South,Rivers,Bonny,Ward III Orosiriri,"Comprehensive High School, Ward III Orosiriri",Female,disabled,WAEC,21,15,13,5,3,4,71.4286,38.4615,60.0,133.3333
2019/2020,South South,Rivers,Bonny,Ward III Orosiriri,"Comprehensive High School, Ward III Orosiriri",Male,all,NABTEB,130,92,83,30,29,25,70.7692,36.1446,96.6667,86.2069
2019/2020,South South,Rivers,Bonny,Ward III Orosiriri,"Comprehensive High School, Ward III Orosiriri",Male,all,NECO,241,154,145,52,60,55,63.9004,35.8621,115.3846,91.6667
2019/2020,South South,Rivers,Bonny,Ward III Orosiriri,"Comprehensive High School, Ward III Orosiriri",Male,all,WAEC,276,191,169,61,67,62,69.2029,36.0947,109.8361,92.5373
2019/2020,South South,Rivers,Bonny,Ward III Orosiriri,"Comprehensive High School, Ward III Orosiriri",Male,disabled,NABTEB,13,9,6,2,5,5,69.2308,33.3333,250.0,100.0
2019/2020,South South,Rivers,Bonny,Ward III Orosiriri,"Comprehensive High School, Ward III Orosiriri",Male,disabled,NECO,20,13,11,4,5,5,65.0,36.3636,125.0,100.0
2019/2020,South South,Rivers,Bonny,Ward III Orosiriri,"Comprehensive High School, Ward III Orosiriri",Male,disabled,WAEC,23,16,13,5,3,4,69.5652,38.4615,60.0,133.3333
2019/2020,South South,Rivers,Bonny,Ward III Orosiriri,"Government Secondary School, Ward III Orosiriri",Female,all,NABTEB,121,86,65,23,21,18,71.0744,35.3846,91.3043,85.7143
2019/2020,South South,Rivers,Bonny,Ward III Orosiriri,"Government Secondary School, Ward III Orosiriri",Female,all,NECO,248,158,131,47,52,48,63.7097,35.8779,110.6383,92.3077
2019/2020,South South,Rivers,Bonny,Ward III Orosiriri,"Government Secondary School, Ward III Orosiriri",Female,all,WAEC,297,205,163,59,54,49,69.0236,36.1963,91.5254,90.7407
2019/2020,South South,Rivers,Bonny,Ward III Orosiriri,"Government Secondary School, Ward III Orosiriri",Female,disabled,NABTEB,14,10,6,2,4,4,71.4286,33.3333,200.0,100.0
2019/2020,South South,Rivers,Bonny,Ward III Orosiriri,"Government Secondary School, Ward III Orosiriri",Female,disabled,NECO,22,14,11,4,4,5,63.6364,36.3636,100.0,125.0
2019/2020,South South,Rivers,Bonny,Ward III Orosiriri,"Government Secondary School, Ward III Orosiriri",Female,disabled,WAEC,25,17,13,5,3,4,68.0,38.4615,60.0,133.3333
2019/2020,South South,Rivers,Bonny,Ward III Orosiriri,"Government Secondary School, Ward III Orosiriri",Male,all,NABTEB,140,99,86,31,33,30,70.7143,36.0465,106.4516,90.9091
2019/2020,South South,Rivers,Bonny,Ward III Orosiriri,"Government Secondary School, Ward III Orosiriri",Male,all,NECO,267,170,162,59,65,61,63.6704,36.4198,110.1695,93.8462
2019/2020,South South,Rivers,Bonny,Ward III Orosiriri,"Government Secondary School, Ward III Orosiriri",Male,all,WAEC,329,228,186,67,61,54,69.3009,36.0215,91.0448,88.5246
2019/2020,South South,Rivers,Bonny,Ward III Orosiriri,"Government Secondary School, Ward III Orosiriri",Male,disabled,NABTEB,13,9,6,2,5,5,69.2308,33.3333,250.0,100.0
2019/2020,South South,Rivers,Bonny,Ward III Orosiriri,"Government Secondary School, Ward III Orosiriri",Male,disabled,NECO,23,15,11,4,5,5,65.2174,36.3636,125.0,100.0
2019/2020,South South,Rivers,Bonny,Ward III Orosiriri,"Government Secondary School, Ward III Orosiriri",Male,disabled,WAEC,30,21,15,5,4,4,70.0,33.3333,80.0,100.0
2019/2020,South South,Rivers,Bonny,Ward III Orosiriri,"Unity College, Bonny",Female,all,NABTEB,76,54,39,14,17,13,71.0526,35.8974,121.4286,76.4706
2019/2020,South South,Rivers,Bonny,Ward III Orosiriri,"Unity College, Bonny",Female,all,NECO,146,93,81,29,35,34,63.6986,35.8025,120.6897,97.1429
2019/2020,South South,Rivers,Bonny,Ward III Orosiriri,"Unity College, Bonny",Female,all,WAEC,169,117,95,34,32,32,69.2308,35.7895,94.1176,100.0
2019/2020,South South,Rivers,Bonny,Ward III Orosiriri,"Unity College, Bonny",Female,disabled,NABTEB,14,10,6,2,4,4,71.4286,33.3333,200.0,100.0
2019/2020,South South,Rivers,Bonny,Ward III Orosiriri,"Unity College, Bonny",Female,disabled,NECO,15,10,9,3,4,5,66.6667,33.3333,133.3333,125.0
2019/2020,South South,Rivers,Bonny,Ward III Orosiriri,"Unity College, Bonny",Female,disabled,WAEC,14,10,8,3,3,4,71.4286,37.5,100.0,133.3333
2019/2020,South South,Rivers,Bonny,Ward III Orosiriri,"Unity College, Bonny",Male,all,NABTEB,67,47,38,14,14,15,70.1493,36.8421,100.0,107.1429
2019/2020,South South,Rivers,Bonny,Ward III Orosiriri,"Unity College, Bonny",Male,all,NECO,127,80,72,26,28,25,62.9921,36.1111,107.6923,89.2857
