session,zone,state,lga,ward,school,gender,disability_scope,olevel_exam_body,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2019/2020,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Comprehensive High School, Ayobo/Ijon Village (Camp David)",Male,disabled,NECO,51,31,31,11,7,7,60.7843,35.4839,63.6364,100.0
2019/2020,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Comprehensive High School, Ayobo/Ijon Village (Camp David)",Male,disabled,WAEC,59,39,37,13,12,13,66.1017,35.1351,92.3077,108.3333
2019/2020,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Government Secondary School, Ayobo/Ijon Village (Camp David)",Female,all,NABTEB,139,93,92,34,37,32,66.9065,36.9565,108.8235,86.4865
2019/2020,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Government Secondary School, Ayobo/Ijon Village (Camp David)",Female,all,NECO,259,155,161,58,56,51,59.8456,36.0248,96.5517,91.0714
2019/2020,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Government Secondary School, Ayobo/Ijon Village (Camp David)",Female,all,WAEC,333,218,204,74,74,69,65.4655,36.2745,100.0,93.2432
2019/2020,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Government Secondary School, Ayobo/Ijon Village (Camp David)",Female,disabled,NABTEB,18,12,10,4,7,8,66.6667,40.0,175.0,114.2857
2019/2020,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Government Secondary School, Ayobo/Ijon Village (Camp David)",Female,disabled,NECO,24,14,13,5,6,6,58.3333,38.4615,120.0,100.0
2019/2020,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Government Secondary School, Ayobo/Ijon Village (Camp David)",Female,disabled,WAEC,32,21,19,7,5,6,65.625,36.8421,71.4286,120.0
2019/2020,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Government Secondary School, Ayobo/Ijon Village (Camp David)",Male,all,NABTEB,149,99,107,39,44,37,66.443,36.4486,112.8205,84.0909
2019/2020,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Government Secondary School, Ayobo/Ijon Village (Camp David)",Male,all,NECO,317,190,216,77,78,66,59.9369,35.6481,101.2987,84.6154
2019/2020,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Government Secondary School, Ayobo/Ijon Village (Camp David)",Male,all,WAEC,399,261,277,100,107,97,65.4135,36.1011,107.0,90.6542
2019/2020,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Government Secondary School, Ayobo/Ijon Village (Camp David)",Male,disabled,NABTEB,17,11,10,4,9,9,64.7059,40.0,225.0,100.0
2019/2020,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Government Secondary School, Ayobo/Ijon Village (Camp David)",Male,disabled,NECO,28,17,18,6,7,7,60.7143,33.3333,116.6667,100.0
2019/2020,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Government Secondary School, Ayobo/Ijon Village (Camp David)",Male,disabled,WAEC,36,24,21,8,6,6,66.6667,38.0952,75.0,100.0
2019/2020,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Unity College, Alimosho",Female,all,NABTEB,143,95,87,32,37,32,66.4336,36.7816,115.625,86.4865
2019/2020,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Unity College, Alimosho",Female,all,NECO,259,155,165,59,50,45,59.8456,35.7576,84.7458,90.0
2019/2020,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Unity College, Alimosho",Female,all,WAEC,355,232,216,78,68,63,65.3521,36.1111,87.1795,92.6471
2019/2020,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Unity College, Alimosho",Female,disabled,NABTEB,18,12,10,4,7,8,66.6667,40.0,175.0,114.2857
2019/2020,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Unity College, Alimosho",Female,disabled,NECO,29,17,17,6,6,6,58.6207,35.2941,100.0,100.0
2019/2020,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Unity College, Alimosho",Female,disabled,WAEC,36,24,23,8,5,6,66.6667,34.7826,62.5,120.0
2019/2020,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Unity College, Alimosho",Male,all,NABTEB,136,91,96,35,44,37,66.9118,36.4583,125.7143,84.0909
2019/2020,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Unity College, Alimosho",Male,all,NECO,228,137,158,57,57,51,60.0877,36.0759,100.0,89.4737
2019/2020,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Unity College, Alimosho",Male,all,WAEC,359,235,244,88,89,84,65.4596,36.0656,101.1364,94.382
2019/2020,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Unity College, Alimosho",Male,disabled,NABTEB,18,12,10,4,9,9,66.6667,40.0,225.0,100.0
2019/2020,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Unity College, Alimosho",Male,disabled,NECO,23,14,14,5,7,7,60.8696,35.7143,140.0,100.0
2019/2020,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Unity College, Alimosho",Male,disabled,WAEC,32,21,21,8,6,6,65.625,38.0952,75.0,100.0
2019/2020,South West,Lagos,Alimosho,Egbe/Agodo,"Community Secondary School, Egbe/Agodo",Female,all,NABTEB,157,105,97,35,30,24,66.879,36.0825,85.7143,80.0
2019/2020,South West,Lagos,Alimosho,Egbe/Agodo,"Community Secondary School, Egbe/Agodo",Female,all,NECO,277,166,174,63,62,57,59.9278,36.2069,98.4127,91.9355
2019/2020,South West,Lagos,Alimosho,Egbe/Agodo,"Community Secondary School, Egbe/Agodo",Female,all,WAEC,341,223,204,74,63,58,65.3959,36.2745,85.1351,92.0635
2019/2020,South West,Lagos,Alimosho,Egbe/Agodo,"Community Secondary School, Egbe/Agodo",Female,disabled,NABTEB,18,12,10,4,7,8,66.6667,40.0,175.0,114.2857
2019/2020,South West,Lagos,Alimosho,Egbe/Agodo,"Community Secondary School, Egbe/Agodo",Female,disabled,NECO,33,20,22,8,6,6,60.6061,36.3636,75.0,100.0
2019/2020,South West,Lagos,Alimosho,Egbe/Agodo,"Community Secondary School, Egbe/Agodo",Female,disabled,WAEC,36,24,19,7,5,6,66.6667,36.8421,71.4286,120.0
2019/2020,South West,Lagos,Alimosho,Egbe/Agodo,"Community Secondary School, Egbe/Agodo",Male,all,NABTEB,149,99,102,37,35,28,66.443,36.2745,94.5946,80.0
2019/2020,South West,Lagos,Alimosho,Egbe/Agodo,"Community Secondary School, Egbe/Agodo",Male,all,NECO,298,179,189,68,71,66,60.0671,35.9788,104.4118,92.9577
2019/2020,South West,Lagos,Alimosho,Egbe/Agodo,"Community Secondary School, Egbe/Agodo",Male,all,WAEC,359,235,240,86,72,64,65.4596,35.8333,83.7209,88.8889
2019/2020,South West,Lagos,Alimosho,Egbe/Agodo,"Community Secondary School, Egbe/Agodo",Male,disabled,NABTEB,17,11,10,4,9,9,64.7059,40.0,225.0,100.0
2019/2020,South West,Lagos,Alimosho,Egbe/Agodo,"Community Secondary School, Egbe/Agodo",Male,disabled,NECO,33,20,18,6,7,7,60.6061,33.3333,116.6667,100.0
2019/2020,South West,Lagos,Alimosho,Egbe/Agodo,"Community Secondary School, Egbe/Agodo",Male,disabled,WAEC,41,27,25,9,6,6,65.8537,36.0,66.6667,100.0
2019/2020,South West,Lagos,Alimosho,Egbe/Agodo,"Comprehensive High School, Egbe/Agodo",Female,all,NABTEB,90,60,58,21,22,24,66.6667,36.2069,104.7619,109.0909
2019/2020,South West,Lagos,Alimosho,Egbe/Agodo,"Comprehensive High School, Egbe/Agodo",Female,all,NECO,163,97,104,38,37,32,59.5092,36.5385,97.3684,86.4865
2019/2020,South West,Lagos,Alimosho,Egbe/Agodo,"Comprehensive High School, Egbe/Agodo",Female,all,WAEC,178,116,108,39,37,35,65.1685,36.1111,94.8718,94.5946
2019/2020,South West,Lagos,Alimosho,Egbe/Agodo,"Comprehensive High School, Egbe/Agodo",Female,disabled,NABTEB,18,12,10,4,7,8,66.6667,40.0,175.0,114.2857
2019/2020,South West,Lagos,Alimosho,Egbe/Agodo,"Comprehensive High School, Egbe/Agodo",Female,disabled,NECO,19,11,13,5,6,6,57.8947,38.4615,120.0,100.0
2019/2020,South West,Lagos,Alimosho,Egbe/Agodo,"Comprehensive High School, Egbe/Agodo",Female,disabled,WAEC,23,15,12,4,5,6,65.2174,33.3333,125.0,120.0
2019/2020,South West,Lagos,Alimosho,Egbe/Agodo,"Comprehensive High School, Egbe/Agodo",Male,all,NABTEB,92,61,61,22,26,28,66.3043,36.0656,118.1818,107.6923
2019/2020,South West,Lagos,Alimosho,Egbe/Agodo,"Comprehensive High School, Egbe/Agodo",Male,all,NECO,173,103,117,42,42,37,59.5376,35.8974,100.0,88.0952
2019/2020,South West,Lagos,Alimosho,Egbe/Agodo,"Comprehensive High School, Egbe/Agodo",Male,all,WAEC,205,134,140,50,60,51,65.3659,35.7143,120.0,85.0
2019/2020,South West,Lagos,Alimosho,Egbe/Agodo,"Comprehensive High School, Egbe/Agodo",Male,disabled,NABTEB,17,11,10,4,9,9,64.7059,40.0,225.0,100.0
2019/2020,South West,Lagos,Alimosho,Egbe/Agodo,"Comprehensive High School, Egbe/Agodo",Male,disabled,NECO,19,11,14,5,7,7,57.8947,35.7143,140.0,100.0
2019/2020,South West,Lagos,Alimosho,Egbe/Agodo,"Comprehensive High School, Egbe/Agodo",Male,disabled,WAEC,23,15,12,4,6,6,65.2174,33.3333,150.0,100.0
2019/2020,South West,Lagos,Alimosho,Egbe/Agodo,"Government Secondary School, Egbe/Agodo",Female,all,NABTEB,107,71,73,27,30,24,66.3551,36.9863,111.1111,80.0
2019/2020,South West,Lagos,Alimosho,Egbe/Agodo,"Government Secondary School, Egbe/Agodo",Female,all,NECO,225,135,156,56,68,57,60.0,35.8974,121.4286,83.8235
2019/2020,South West,Lagos,Alimosho,Egbe/Agodo,"Government Secondary School, Egbe/Agodo",Female,all,WAEC,273,178,173,63,58,58,65.2015,36.4162,92.0635,100.0
2019/2020,South West,Lagos,Alimosho,Egbe/Agodo,"Government Secondary School, Egbe/Agodo",Female,disabled,NABTEB,18,12,10,4,7,8,66.6667,40.0,175.0,114.2857
2019/2020,South West,Lagos,Alimosho,Egbe/Agodo,"Government Secondary School, Egbe/Agodo",Female,disabled,NECO,24,14,17,6,6,6,58.3333,35.2941,100.0,100.0
2019/2020,South West,Lagos,Alimosho,Egbe/Agodo,"Government Secondary School, Egbe/Agodo",Female,disabled,WAEC,32,21,19,7,5,6,65.625,36.8421,71.4286,120.0
2019/2020,South West,Lagos,Alimosho,Egbe/Agodo,"Government Secondary School, Egbe/Agodo",Male,all,NABTEB,105,70,71,26,26,28,66.6667,36.6197,100.0,107.6923
2019/2020,South West,Lagos,Alimosho,Egbe/Agodo,"Government Secondary School, Egbe/Agodo",Male,all,NECO,195,117,131,47,50,44,60.0,35.8779,106.383,88.0
2019/2020,South West,Lagos,Alimosho,Egbe/Agodo,"Government Secondary School, Egbe/Agodo",Male,all,WAEC,250,163,178,65,72,65,65.2,36.5169,110.7692,90.2778
2019/2020,South West,Lagos,Alimosho,Egbe/Agodo,"Government Secondary School, Egbe/Agodo",Male,disabled,NABTEB,17,11,10,4,9,9,64.7059,40.0,225.0,100.0
2019/2020,South West,Lagos,Alimosho,Egbe/Agodo,"Government Secondary School, Egbe/Agodo",Male,disabled,NECO,23,14,14,5,7,7,60.8696,35.7143,140.0,100.0
2019/2020,South West,Lagos,Alimosho,Egbe/Agodo,"Government Secondary School, Egbe/Agodo",Male,disabled,WAEC,32,21,21,8,6,7,65.625,38.0952,75.0,116.6667
