session,zone,state,lga,ward,school,gender,disability_scope,olevel_exam_body,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Comprehensive High School, Lafiagi I",Male,disabled,NABTEB,12,8,6,2,0,0,66.6667,33.3333,0.0,0.0
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Comprehensive High School, Lafiagi I",Male,disabled,NECO,22,14,11,4,0,0,63.6364,36.3636,0.0,0.0
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Comprehensive High School, Lafiagi I",Male,disabled,WAEC,28,19,15,5,4,4,67.8571,33.3333,80.0,100.0
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Government Secondary School, Lafiagi I",Female,all,NABTEB,66,46,38,13,10,11,69.697,34.2105,76.9231,110.0
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Government Secondary School, Lafiagi I",Female,all,NECO,128,81,71,25,24,20,63.2812,35.2113,96.0,83.3333
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Government Secondary School, Lafiagi I",Female,all,WAEC,191,131,104,37,37,35,68.5864,35.5769,100.0,94.5946
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Government Secondary School, Lafiagi I",Female,disabled,NABTEB,12,8,6,2,0,0,66.6667,33.3333,0.0,0.0
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Government Secondary School, Lafiagi I",Female,disabled,NECO,17,11,9,3,5,5,64.7059,33.3333,166.6667,100.0
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Government Secondary School, Lafiagi I",Female,disabled,WAEC,26,18,16,6,4,4,69.2308,37.5,66.6667,100.0
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Government Secondary School, Lafiagi I",Male,all,NABTEB,83,57,50,17,12,13,68.6747,34.0,70.5882,108.3333
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Government Secondary School, Lafiagi I",Male,all,NECO,147,92,81,29,32,29,62.585,35.8025,110.3448,90.625
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Government Secondary School, Lafiagi I",Male,all,WAEC,202,138,125,44,44,42,68.3168,35.2,100.0,95.4545
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Government Secondary School, Lafiagi I",Male,disabled,NABTEB,12,8,6,2,0,0,66.6667,33.3333,0.0,0.0
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Government Secondary School, Lafiagi I",Male,disabled,NECO,19,12,11,4,5,6,63.1579,36.3636,125.0,120.0
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Government Secondary School, Lafiagi I",Male,disabled,WAEC,28,19,15,5,4,5,67.8571,33.3333,80.0,125.0
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Unity College, Edu",Female,all,NABTEB,104,72,60,21,25,21,69.2308,35.0,119.0476,84.0
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Unity College, Edu",Female,all,NECO,196,123,113,40,38,35,62.7551,35.3982,95.0,92.1053
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Unity College, Edu",Female,all,WAEC,250,171,137,48,54,48,68.4,35.0365,112.5,88.8889
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Unity College, Edu",Female,disabled,NABTEB,12,8,6,2,5,5,66.6667,33.3333,250.0,100.0
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Unity College, Edu",Female,disabled,NECO,27,17,14,5,5,5,62.963,35.7143,100.0,100.0
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Unity College, Edu",Female,disabled,WAEC,33,23,18,6,4,4,69.697,33.3333,66.6667,100.0
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Unity College, Edu",Male,all,NABTEB,98,68,60,21,24,20,69.3878,35.0,114.2857,83.3333
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Unity College, Edu",Male,all,NECO,184,116,109,38,42,40,63.0435,34.8624,110.5263,95.2381
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Unity College, Edu",Male,all,WAEC,260,177,158,55,57,50,68.0769,34.8101,103.6364,87.7193
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Unity College, Edu",Male,disabled,NABTEB,12,8,6,2,6,7,66.6667,33.3333,300.0,116.6667
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Unity College, Edu",Male,disabled,NECO,25,16,14,5,5,6,64.0,35.7143,100.0,120.0
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Unity College, Edu",Male,disabled,WAEC,31,21,18,6,4,4,67.7419,33.3333,66.6667,100.0
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Community Secondary School, Lafiagi II",Female,all,NABTEB,135,94,73,25,21,16,69.6296,34.2466,84.0,76.1905
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Community Secondary School, Lafiagi II",Female,all,NECO,247,155,127,45,38,30,62.753,35.4331,84.4444,78.9474
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Community Secondary School, Lafiagi II",Female,all,WAEC,332,227,178,62,58,52,68.3735,34.8315,93.5484,89.6552
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Community Secondary School, Lafiagi II",Female,disabled,NABTEB,12,8,6,2,0,0,66.6667,33.3333,0.0,0.0
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Community Secondary School, Lafiagi II",Female,disabled,NECO,24,15,11,4,0,0,62.5,36.3636,0.0,0.0
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Community Secondary School, Lafiagi II",Female,disabled,WAEC,36,25,18,6,4,4,69.4444,33.3333,66.6667,100.0
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Community Secondary School, Lafiagi II",Male,all,NABTEB,113,78,63,22,18,13,69.0265,34.9206,81.8182,72.2222
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Community Secondary School, Lafiagi II",Male,all,NECO,209,131,126,44,42,40,62.6794,34.9206,95.4545,95.2381
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Community Secondary School, Lafiagi II",Male,all,WAEC,322,220,186,65,57,50,68.323,34.9462,87.6923,87.7193
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Community Secondary School, Lafiagi II",Male,disabled,NABTEB,12,8,6,2,0,0,66.6667,33.3333,0.0,0.0
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Community Secondary School, Lafiagi II",Male,disabled,NECO,22,14,11,4,5,6,63.6364,36.3636,125.0,120.0
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Community Secondary School, Lafiagi II",Male,disabled,WAEC,31,21,18,6,4,4,67.7419,33.3333,66.6667,100.0
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Comprehensive High School, Lafiagi II",Female,all,NABTEB,75,52,38,13,10,11,69.3333,34.2105,76.9231,110.0
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Comprehensive High School, Lafiagi II",Female,all,NECO,142,89,77,27,24,20,62.6761,35.0649,88.8889,83.3333
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Comprehensive High School, Lafiagi II",Female,all,WAEC,148,101,80,28,25,21,68.2432,35.0,89.2857,84.0
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Comprehensive High School, Lafiagi II",Female,disabled,NABTEB,12,8,6,2,0,0,66.6667,33.3333,0.0,0.0
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Comprehensive High School, Lafiagi II",Female,disabled,NECO,14,9,6,2,0,0,64.2857,33.3333,0.0,0.0
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Comprehensive High School, Lafiagi II",Female,disabled,WAEC,13,9,8,3,4,4,69.2308,37.5,133.3333,100.0
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Comprehensive High School, Lafiagi II",Male,all,NABTEB,63,43,35,12,6,7,68.254,34.2857,50.0,116.6667
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Comprehensive High School, Lafiagi II",Male,all,NECO,118,74,68,24,16,11,62.7119,35.2941,66.6667,68.75
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Comprehensive High School, Lafiagi II",Male,all,WAEC,140,95,85,30,31,27,67.8571,35.2941,103.3333,87.0968
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Comprehensive High School, Lafiagi II",Male,disabled,NABTEB,12,8,6,2,0,0,66.6667,33.3333,0.0,0.0
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Comprehensive High School, Lafiagi II",Male,disabled,NECO,12,8,6,2,0,0,66.6667,33.3333,0.0,0.0
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Comprehensive High School, Lafiagi II",Male,disabled,WAEC,12,8,8,3,4,4,66.6667,37.5,133.3333,100.0
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Government Secondary School, Lafiagi II",Female,all,NABTEB,130,90,71,25,20,21,69.2308,35.2113,80.0,105.0
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Government Secondary School, Lafiagi II",Female,all,NECO,243,152,141,49,38,36,62.5514,34.7518,77.551,94.7368
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Government Secondary School, Lafiagi II",Female,all,WAEC,316,215,183,64,54,48,68.038,34.9727,84.375,88.8889
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Government Secondary School, Lafiagi II",Female,disabled,NABTEB,16,11,10,4,5,5,68.75,40.0,125.0,100.0
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Government Secondary School, Lafiagi II",Female,disabled,NECO,30,19,17,6,0,0,63.3333,35.2941,0.0,0.0
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Government Secondary School, Lafiagi II",Female,disabled,WAEC,43,29,23,8,4,4,67.4419,34.7826,50.0,100.0
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Government Secondary School, Lafiagi II",Male,all,NABTEB,119,82,66,23,18,13,68.9076,34.8485,78.2609,72.2222
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Government Secondary School, Lafiagi II",Male,all,NECO,233,146,129,45,42,40,62.6609,34.8837,93.3333,95.2381
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Government Secondary School, Lafiagi II",Male,all,WAEC,288,196,160,56,44,41,68.0556,35.0,78.5714,93.1818
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Government Secondary School, Lafiagi II",Male,disabled,NABTEB,15,10,6,2,0,0,66.6667,33.3333,0.0,0.0
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Government Secondary School, Lafiagi II",Male,disabled,NECO,31,19,17,6,5,6,61.2903,35.2941,83.3333,120.0
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Government Secondary School, Lafiagi II",Male,disabled,WAEC,37,25,20,7,4,4,67.5676,35.0,57.1429,100.0
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Unity College, Edu",Female,all,NABTEB,136,94,80,29,31,28,69.1176,36.25,106.8966,90.3226
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Unity College, Edu",Female,all,NECO,283,178,161,56,57,51,62.8975,34.7826,101.7857,89.4737
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Unity College, Edu",Female,all,WAEC,362,247,202,71,84,74,68.232,35.1485,118.3099,88.0952
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Unity College, Edu",Female,disabled,NABTEB,16,11,10,4,5,6,68.75,40.0,125.0,120.0
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Unity College, Edu",Female,disabled,NECO,30,19,17,6,5,5,63.3333,35.2941,83.3333,100.0
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Unity College, Edu",Female,disabled,WAEC,43,29,23,8,9,9,67.4419,34.7826,112.5,100.0
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Unity College, Edu",Male,all,NABTEB,164,115,96,34,41,39,70.122,35.4167,120.5882,95.122
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Unity College, Edu",Male,all,NECO,317,198,199,70,74,68,62.4606,35.1759,105.7143,91.8919
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Unity College, Edu",Male,all,WAEC,431,294,276,97,102,91,68.2135,35.1449,105.1546,89.2157
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Unity College, Edu",Male,disabled,NABTEB,18,13,10,4,6,7,72.2222,40.0,150.0,116.6667
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Unity College, Edu",Male,disabled,NECO,37,23,22,8,5,6,62.1622,36.3636,62.5,120.0
2019/2020,North Central,Kwara,Edu,Lafiagi II,"Unity College, Edu",Male,disabled,WAEC,52,35,31,11,9,9,67.3077,35.4839,81.8182,100.0
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Community Secondary School, Lafiagi III",Female,all,NABTEB,130,90,80,29,31,27,69.2308,36.25,106.8966,87.0968
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Community Secondary School, Lafiagi III",Female,all,NECO,270,169,158,55,53,46,62.5926,34.8101,96.3636,86.7925
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Community Secondary School, Lafiagi III",Female,all,WAEC,319,218,187,65,72,66,68.3386,34.7594,110.7692,91.6667
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Community Secondary School, Lafiagi III",Female,disabled,NABTEB,16,11,10,4,5,5,68.75,40.0,125.0,100.0
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Community Secondary School, Lafiagi III",Female,disabled,NECO,30,19,17,6,5,5,63.3333,35.2941,83.3333,100.0
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Community Secondary School, Lafiagi III",Female,disabled,WAEC,36,25,21,7,9,9,69.4444,33.3333,128.5714,100.0
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Community Secondary School, Lafiagi III",Male,all,NABTEB,128,89,80,29,30,25,69.5312,36.25,103.4483,83.3333
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Community Secondary School, Lafiagi III",Male,all,NECO,268,167,163,57,53,51,62.3134,34.9693,92.9825,96.2264
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Community Secondary School, Lafiagi III",Male,all,WAEC,324,221,204,71,84,73,68.2099,34.8039,118.3099,86.9048
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Community Secondary School, Lafiagi III",Male,disabled,NABTEB,15,10,10,4,6,6,66.6667,40.0,150.0,100.0
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Community Secondary School, Lafiagi III",Male,disabled,NECO,31,19,20,7,5,6,61.2903,35.0,71.4286,120.0
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Community Secondary School, Lafiagi III",Male,disabled,WAEC,37,25,20,7,9,9,67.5676,35.0,128.5714,100.0
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Comprehensive High School, Lafiagi III",Female,all,NABTEB,104,72,54,19,10,11,69.2308,35.1852,52.6316,110.0
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Comprehensive High School, Lafiagi III",Female,all,NECO,192,121,98,35,29,25,63.0208,35.7143,82.8571,86.2069
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Comprehensive High School, Lafiagi III",Female,all,WAEC,253,173,137,48,46,39,68.3794,35.0365,95.8333,84.7826
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Comprehensive High School, Lafiagi III",Female,disabled,NABTEB,12,8,6,2,0,0,66.6667,33.3333,0.0,0.0
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Comprehensive High School, Lafiagi III",Female,disabled,NECO,20,13,8,3,5,5,65.0,37.5,166.6667,100.0
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Comprehensive High School, Lafiagi III",Female,disabled,WAEC,26,18,13,5,4,4,69.2308,38.4615,80.0,100.0
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Comprehensive High School, Lafiagi III",Male,all,NABTEB,92,64,54,19,12,13,69.5652,35.1852,63.1579,108.3333
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Comprehensive High School, Lafiagi III",Male,all,NECO,172,108,95,33,32,29,62.7907,34.7368,96.9697,90.625
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Comprehensive High School, Lafiagi III",Male,all,WAEC,214,146,130,46,36,32,68.2243,35.3846,78.2609,88.8889
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Comprehensive High School, Lafiagi III",Male,disabled,NABTEB,12,8,6,2,0,0,66.6667,33.3333,0.0,0.0
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Comprehensive High School, Lafiagi III",Male,disabled,NECO,16,10,8,3,5,6,62.5,37.5,166.6667,120.0
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Comprehensive High School, Lafiagi III",Male,disabled,WAEC,21,14,13,5,0,0,66.6667,38.4615,0.0,0.0
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Government Secondary School, Lafiagi III",Female,all,NABTEB,57,40,32,11,15,16,70.1754,34.375,136.3636,106.6667
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Government Secondary School, Lafiagi III",Female,all,NECO,108,68,57,20,19,15,62.963,35.0877,95.0,78.9474
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Government Secondary School, Lafiagi III",Female,all,WAEC,135,92,80,28,29,26,68.1481,35.0,103.5714,89.6552
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Government Secondary School, Lafiagi III",Female,disabled,NABTEB,13,9,6,2,5,5,69.2308,33.3333,250.0,100.0
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Government Secondary School, Lafiagi III",Female,disabled,NECO,13,8,6,2,0,0,61.5385,33.3333,0.0,0.0
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Government Secondary School, Lafiagi III",Female,disabled,WAEC,13,9,8,3,4,4,69.2308,37.5,133.3333,100.0
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Government Secondary School, Lafiagi III",Male,all,NABTEB,54,37,28,10,6,7,68.5185,35.7143,60.0,116.6667
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Government Secondary School, Lafiagi III",Male,all,NECO,108,68,62,22,16,11,62.963,35.4839,72.7273,68.75
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Government Secondary School, Lafiagi III",Male,all,WAEC,134,91,82,29,26,22,67.9104,35.3659,89.6552,84.6154
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Government Secondary School, Lafiagi III",Male,disabled,NABTEB,12,8,6,2,0,0,66.6667,33.3333,0.0,0.0
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Government Secondary School, Lafiagi III",Male,disabled,NECO,12,8,6,2,0,0,66.6667,33.3333,0.0,0.0
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Government Secondary School, Lafiagi III",Male,disabled,WAEC,12,8,8,3,4,4,66.6667,37.5,133.3333,100.0
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Unity College, Edu",Female,all,NABTEB,110,76,64,22,26,21,69.0909,34.375,118.1818,80.7692
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Unity College, Edu",Female,all,NECO,179,112,104,37,48,46,62.5698,35.5769,129.7297,95.8333
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Unity College, Edu",Female,all,WAEC,240,164,148,52,58,52,68.3333,35.1351,111.5385,89.6552
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Unity College, Edu",Female,disabled,NABTEB,12,8,6,2,5,5,66.6667,33.3333,250.0,100.0
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Unity College, Edu",Female,disabled,NECO,17,11,8,3,5,5,64.7059,37.5,166.6667,100.0
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Unity College, Edu",Female,disabled,WAEC,23,16,13,5,4,4,69.5652,38.4615,80.0,100.0
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Unity College, Edu",Male,all,NABTEB,110,76,73,25,30,25,69.0909,34.2466,120.0,83.3333
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Unity College, Edu",Male,all,NECO,212,133,137,48,58,51,62.7358,35.0365,120.8333,87.931
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Unity College, Edu",Male,all,WAEC,284,193,181,63,66,59,67.9577,34.8066,104.7619,89.3939
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Unity College, Edu",Male,disabled,NABTEB,12,8,6,2,6,6,66.6667,33.3333,300.0,100.0
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Unity College, Edu",Male,disabled,NECO,19,12,11,4,5,6,63.1579,36.3636,125.0,120.0
2019/2020,North Central,Kwara,Edu,Lafiagi III,"Unity College, Edu",Male,disabled,WAEC,24,16,15,5,4,4,66.6667,33.3333,80.0,100.0
2019/2020,North Central,Kwara,Ekiti,Eruku,"Community Secondary School, Eruku",Female,all,NABTEB,136,94,80,29,31,27,69.1176,36.25,106.8966,87.0968
2019/2020,North Central,Kwara,Ekiti,Eruku,"Community Secondary School, Eruku",Female,all,NECO,229,144,127,45,43,41,62.8821,35.4331,95.5556,95.3488
2019/2020,North Central,Kwara,Ekiti,Eruku,"Community Secondary School, Eruku",Female,all,WAEC,319,218,181,63,67,61,68.3386,34.8066,106.3492,91.0448
2019/2020,North Central,Kwara,Ekiti,Eruku,"Community Secondary School, Eruku",Female,disabled,NABTEB,19,13,10,4,5,5,68.4211,40.0,125.0,100.0
2019/2020,North Central,Kwara,Ekiti,Eruku,"Community Secondary School, Eruku",Female,disabled,NECO,30,19,17,6,5,5,63.3333,35.2941,83.3333,100.0
2019/2020,North Central,Kwara,Ekiti,Eruku,"Community Secondary School, Eruku",Female,disabled,WAEC,36,25,18,6,4,4,69.4444,33.3333,66.6667,100.0
2019/2020,North Central,Kwara,Ekiti,Eruku,"Community Secondary School, Eruku",Male,all,NABTEB,164,115,102,36,35,32,70.122,35.2941,97.2222,91.4286
2019/2020,North Central,Kwara,Ekiti,Eruku,"Community Secondary School, Eruku",Male,all,NECO,302,189,185,65,74,68,62.5828,35.1351,113.8462,91.8919
2019/2020,North Central,Kwara,Ekiti,Eruku,"Community Secondary School, Eruku",Male,all,WAEC,401,273,232,82,89,78,68.0798,35.3448,108.5366,87.6404
2019/2020,North Central,Kwara,Ekiti,Eruku,"Community Secondary School, Eruku",Male,disabled,NABTEB,18,13,10,4,6,6,72.2222,40.0,150.0,100.0
2019/2020,North Central,Kwara,Ekiti,Eruku,"Community Secondary School, Eruku",Male,disabled,NECO,37,23,22,8,5,6,62.1622,36.3636,62.5,120.0
2019/2020,North Central,Kwara,Ekiti,Eruku,"Community Secondary School, Eruku",Male,disabled,WAEC,52,35,28,10,9,9,67.3077,35.7143,90.0,100.0
2019/2020,North Central,Kwara,Ekiti,Eruku,"Comprehensive High School, Eruku",Female,all,NABTEB,88,61,54,19,20,21,69.3182,35.1852,105.2632,105.0
2019/2020,North Central,Kwara,Ekiti,Eruku,"Comprehensive High School, Eruku",Female,all,NECO,182,114,101,35,38,35,62.6374,34.6535,108.5714,92.1053
2019/2020,North Central,Kwara,Ekiti,Eruku,"Comprehensive High School, Eruku",Female,all,WAEC,224,152,130,46,50,43,67.8571,35.3846,108.6957,86.0
2019/2020,North Central,Kwara,Ekiti,Eruku,"Comprehensive High School, Eruku",Female,disabled,NABTEB,12,8,6,2,5,5,66.6667,33.3333,250.0,100.0
2019/2020,North Central,Kwara,Ekiti,Eruku,"Comprehensive High School, Eruku",Female,disabled,NECO,27,17,14,5,5,5,62.963,35.7143,100.0,100.0
2019/2020,North Central,Kwara,Ekiti,Eruku,"Comprehensive High School, Eruku",Female,disabled,WAEC,30,20,16,6,4,4,66.6667,37.5,66.6667,100.0
2019/2020,North Central,Kwara,Ekiti,Eruku,"Comprehensive High School, Eruku",Male,all,NABTEB,110,76,67,24,30,25,69.0909,35.8209,125.0,83.3333
2019/2020,North Central,Kwara,Ekiti,Eruku,"Comprehensive High School, Eruku",Male,all,NECO,190,119,115,40,42,40,62.6316,34.7826,105.0,95.2381
