session,gender,disability_scope,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,lga,Calabar South,South South,Cross River,Calabar South,,,52.0,4,13.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,lga,Ogoja,South South,Cross River,Ogoja,,,115.0,7,16.4286
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,lga,Abi,South South,Cross River,Abi,,,32.0,3,10.6667
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,lga,Bekwarra,South South,Cross River,Bekwarra,,,57.0,6,9.5
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,26.0,2,13.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,lga,Calabar South,South South,Cross River,Calabar South,,,58.0,4,14.5
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,lga,Ogoja,South South,Cross River,Ogoja,,,58.0,4,14.5
2019/2020,Female,all,Private,JSS,,,Unqualified,lga,Abi,South South,Cross River,Abi,,,827.0,17,48.6471
2019/2020,Female,all,Private,JSS,,,Unqualified,lga,Bekwarra,South South,Cross River,Bekwarra,,,292.0,7,41.7143
2019/2020,Female,all,Private,JSS,,,Unqualified,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,536.0,11,48.7273
2019/2020,Female,all,Private,JSS,,,Unqualified,lga,Calabar South,South South,Cross River,Calabar South,,,199.0,4,49.75
2019/2020,Female,all,Private,JSS,,,Unqualified,lga,Ogoja,South South,Cross River,Ogoja,,,567.0,12,47.25
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,lga,Abi,South South,Cross River,Abi,,,353.0,8,44.125
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,lga,Bekwarra,South South,Cross River,Bekwarra,,,230.0,5,46.0
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,1119.0,24,46.625
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,lga,Calabar South,South South,Cross River,Calabar South,,,736.0,16,46.0
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,lga,Ogoja,South South,Cross River,Ogoja,,,552.0,12,46.0
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,lga,Abi,South South,Cross River,Abi,,,230.0,5,46.0
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,lga,Bekwarra,South South,Cross River,Bekwarra,,,307.0,7,43.8571
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,107.0,2,53.5
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,lga,Calabar South,South South,Cross River,Calabar South,,,215.0,5,43.0
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,lga,Ogoja,South South,Cross River,Ogoja,,,522.0,11,47.4545
2019/2020,Female,all,Private,JSS,,MEd or Equivalent,Qualified,lga,Abi,South South,Cross River,Abi,,,215.0,5,43.0
2019/2020,Female,all,Private,JSS,,MEd or Equivalent,Qualified,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,123.0,3,41.0
2019/2020,Female,all,Private,JSS,,MEd or Equivalent,Qualified,lga,Calabar South,South South,Cross River,Calabar South,,,521.0,11,47.3636
2019/2020,Female,all,Private,JSS,,NCE,Qualified,lga,Abi,South South,Cross River,Abi,,,230.0,5,46.0
2019/2020,Female,all,Private,JSS,,NCE,Qualified,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,184.0,4,46.0
2019/2020,Female,all,Private,JSS,,NCE,Qualified,lga,Calabar South,South South,Cross River,Calabar South,,,230.0,5,46.0
2019/2020,Female,all,Private,JSS,,NCE,Qualified,lga,Ogoja,South South,Cross River,Ogoja,,,552.0,12,46.0
2019/2020,Female,all,Private,JSS,,PGDE,Qualified,lga,Abi,South South,Cross River,Abi,,,199.0,4,49.75
2019/2020,Female,all,Private,JSS,,PGDE,Qualified,lga,Bekwarra,South South,Cross River,Bekwarra,,,138.0,3,46.0
2019/2020,Female,all,Private,JSS,,PGDE,Qualified,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,138.0,3,46.0
2019/2020,Female,all,Private,JSS,,PGDE,Qualified,lga,Calabar South,South South,Cross River,Calabar South,,,169.0,4,42.25
2019/2020,Female,all,Private,JSS,,PGDE,Qualified,lga,Ogoja,South South,Cross River,Ogoja,,,307.0,6,51.1667
2019/2020,Female,all,Private,Pre-Primary/Primary,,,Unqualified,lga,Abi,South South,Cross River,Abi,,,1528.0,37,41.2973
2019/2020,Female,all,Private,Pre-Primary/Primary,,,Unqualified,lga,Bekwarra,South South,Cross River,Bekwarra,,,669.0,16,41.8125
2019/2020,Female,all,Private,Pre-Primary/Primary,,,Unqualified,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,446.0,11,40.5455
2019/2020,Female,all,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,lga,Bekwarra,South South,Cross River,Bekwarra,,,191.0,5,38.2
2019/2020,Female,all,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,lga,Abi,South South,Cross River,Abi,,,382.0,9,42.4444
2019/2020,Female,all,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,lga,Bekwarra,South South,Cross River,Bekwarra,,,700.0,18,38.8889
2019/2020,Female,all,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,382.0,9,42.4444
2019/2020,Female,all,Private,Pre-Primary/Primary,,NCE,Qualified,lga,Abi,South South,Cross River,Abi,,,796.0,19,41.8947
2019/2020,Female,all,Private,Pre-Primary/Primary,,NCE,Qualified,lga,Bekwarra,South South,Cross River,Bekwarra,,,446.0,11,40.5455
2019/2020,Female,all,Private,Pre-Primary/Primary,,NCE,Qualified,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,828.0,20,41.4
2019/2020,Female,all,Private,Pre-Primary/Primary,,PGDE,Qualified,lga,Abi,South South,Cross River,Abi,,,382.0,9,42.4444
2019/2020,Female,all,Private,Pre-Primary/Primary,,PGDE,Qualified,lga,Bekwarra,South South,Cross River,Bekwarra,,,1274.0,31,41.0968
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,lga,Bekwarra,South South,Cross River,Bekwarra,,,891.0,22,40.5
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,828.0,20,41.4
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,lga,Calabar South,South South,Cross River,Calabar South,,,700.0,17,41.1765
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,lga,Ogoja,South South,Cross River,Ogoja,,,1019.0,25,40.76
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,lga,Bekwarra,South South,Cross River,Bekwarra,,,796.0,19,41.8947
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,lga,Ogoja,South South,Cross River,Ogoja,,,1592.0,39,40.8205
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,MEd or Equivalent,Qualified,lga,Abi,South South,Cross River,Abi,,,700.0,17,41.1765
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,NCE,Qualified,lga,Abi,South South,Cross River,Abi,,,764.0,19,40.2105
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,NCE,Qualified,lga,Bekwarra,South South,Cross River,Bekwarra,,,605.0,15,40.3333
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,NCE,Qualified,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,1369.0,34,40.2647
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,PGDE,Qualified,lga,Calabar South,South South,Cross River,Calabar South,,,1337.0,33,40.5152
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,Unqualified,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,700.0,17,41.1765
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,Unqualified,lga,Calabar South,South South,Cross River,Calabar South,,,796.0,19,41.8947
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,lga,Abi,South South,Cross River,Abi,,,732.0,18,40.6667
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,lga,Calabar South,South South,Cross River,Calabar South,,,637.0,16,39.8125
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,lga,Bekwarra,South South,Cross River,Bekwarra,,,828.0,20,41.4
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,MEd or Equivalent,Qualified,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,668.0,16,41.75
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,MEd or Equivalent,Qualified,lga,Calabar South,South South,Cross River,Calabar South,,,605.0,15,40.3333
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,NCE,Qualified,lga,Abi,South South,Cross River,Abi,,,509.0,12,42.4167
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,NCE,Qualified,lga,Bekwarra,South South,Cross River,Bekwarra,,,828.0,20,41.4
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,NCE,Qualified,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,637.0,16,39.8125
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,NCE,Qualified,lga,Ogoja,South South,Cross River,Ogoja,,,1560.0,38,41.0526
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,PGDE,Qualified,lga,Bekwarra,South South,Cross River,Bekwarra,,,637.0,16,39.8125
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,PGDE,Qualified,lga,Ogoja,South South,Cross River,Ogoja,,,637.0,16,39.8125
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,Unqualified,lga,Calabar South,South South,Cross River,Calabar South,,,1273.0,31,41.0645
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,Unqualified,lga,Ogoja,South South,Cross River,Ogoja,,,669.0,16,41.8125
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,lga,Abi,South South,Cross River,Abi,,,509.0,12,42.4167
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,lga,Bekwarra,South South,Cross River,Bekwarra,,,796.0,19,41.8947
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,lga,Abi,South South,Cross River,Abi,,,573.0,14,40.9286
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,1242.0,30,41.4
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,MEd or Equivalent,Qualified,lga,Bekwarra,South South,Cross River,Bekwarra,,,1369.0,34,40.2647
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,MEd or Equivalent,Qualified,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,637.0,16,39.8125
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,NCE,Qualified,lga,Calabar South,South South,Cross River,Calabar South,,,700.0,17,41.1765
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,NCE,Qualified,lga,Ogoja,South South,Cross River,Ogoja,,,1497.0,36,41.5833
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,Unqualified,lga,Abi,South South,Cross River,Abi,,,637.0,16,39.8125
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,Unqualified,lga,Bekwarra,South South,Cross River,Bekwarra,,,669.0,16,41.8125
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,Unqualified,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,668.0,16,41.75
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,lga,Bekwarra,South South,Cross River,Bekwarra,,,605.0,15,40.3333
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,668.0,16,41.75
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,lga,Calabar South,South South,Cross River,Calabar South,,,637.0,16,39.8125
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,lga,Bekwarra,South South,Cross River,Bekwarra,,,764.0,19,40.2105
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,lga,Calabar South,South South,Cross River,Calabar South,,,668.0,16,41.75
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,lga,Ogoja,South South,Cross River,Ogoja,,,764.0,19,40.2105
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,NCE,Qualified,lga,Abi,South South,Cross River,Abi,,,509.0,12,42.4167
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,NCE,Qualified,lga,Ogoja,South South,Cross River,Ogoja,,,605.0,15,40.3333
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,PGDE,Qualified,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,605.0,15,40.3333
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,PGDE,Qualified,lga,Calabar South,South South,Cross River,Calabar South,,,573.0,14,40.9286
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,PGDE,Qualified,lga,Ogoja,South South,Cross River,Ogoja,,,669.0,16,41.8125
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,Unqualified,lga,Bekwarra,South South,Cross River,Bekwarra,,,764.0,19,40.2105
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,573.0,14,40.9286
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,lga,Abi,South South,Cross River,Abi,,,605.0,15,40.3333
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,605.0,15,40.3333
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,MEd or Equivalent,Qualified,lga,Bekwarra,South South,Cross River,Bekwarra,,,478.0,12,39.8333
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,MEd or Equivalent,Qualified,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,541.0,13,41.6154
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,NCE,Qualified,lga,Bekwarra,South South,Cross River,Bekwarra,,,796.0,19,41.8947
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,NCE,Qualified,lga,Calabar South,South South,Cross River,Calabar South,,,1178.0,29,40.6207
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,NCE,Qualified,lga,Ogoja,South South,Cross River,Ogoja,,,828.0,20,41.4
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,PGDE,Qualified,lga,Abi,South South,Cross River,Abi,,,509.0,12,42.4167
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,PGDE,Qualified,lga,Calabar South,South South,Cross River,Calabar South,,,509.0,12,42.4167
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,PGDE,Qualified,lga,Ogoja,South South,Cross River,Ogoja,,,1337.0,33,40.5152
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,Unqualified,lga,Bekwarra,South South,Cross River,Bekwarra,,,637.0,16,39.8125
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,Unqualified,lga,Ogoja,South South,Cross River,Ogoja,,,605.0,15,40.3333
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,573.0,14,40.9286
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,lga,Calabar South,South South,Cross River,Calabar South,,,1146.0,28,40.9286
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,lga,Ogoja,South South,Cross River,Ogoja,,,509.0,12,42.4167
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,NCE,Qualified,lga,Abi,South South,Cross River,Abi,,,605.0,15,40.3333
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,NCE,Qualified,lga,Bekwarra,South South,Cross River,Bekwarra,,,509.0,12,42.4167
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,NCE,Qualified,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,573.0,14,40.9286
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,NCE,Qualified,lga,Calabar South,South South,Cross River,Calabar South,,,541.0,13,41.6154
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,NCE,Qualified,lga,Ogoja,South South,Cross River,Ogoja,,,637.0,16,39.8125
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,PGDE,Qualified,lga,Abi,South South,Cross River,Abi,,,509.0,12,42.4167
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,PGDE,Qualified,lga,Bekwarra,South South,Cross River,Bekwarra,,,700.0,17,41.1765
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,PGDE,Qualified,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,509.0,12,42.4167
2019/2020,Female,all,Private,SSS,,,Unqualified,lga,Abi,South South,Cross River,Abi,,,119.0,3,39.6667
2019/2020,Female,all,Private,SSS,,,Unqualified,lga,Bekwarra,South South,Cross River,Bekwarra,,,191.0,4,47.75
2019/2020,Female,all,Private,SSS,,,Unqualified,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,83.0,2,41.5
2019/2020,Female,all,Private,SSS,,,Unqualified,lga,Calabar South,South South,Cross River,Calabar South,,,131.0,3,43.6667
2019/2020,Female,all,Private,SSS,,BEd or Equivalent,Qualified,lga,Abi,South South,Cross River,Abi,,,393.0,9,43.6667
2019/2020,Female,all,Private,SSS,,BEd or Equivalent,Qualified,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,227.0,5,45.4
2019/2020,Female,all,Private,SSS,,BEd or Equivalent,Qualified,lga,Calabar South,South South,Cross River,Calabar South,,,286.0,6,47.6667
2019/2020,Female,all,Private,SSS,,BEd or Equivalent,Qualified,lga,Ogoja,South South,Cross River,Ogoja,,,346.0,8,43.25
2019/2020,Female,all,Private,SSS,,Grade II or Equivalent,Unqualified,lga,Abi,South South,Cross River,Abi,,,72.0,2,36.0
2019/2020,Female,all,Private,SSS,,Grade II or Equivalent,Unqualified,lga,Bekwarra,South South,Cross River,Bekwarra,,,83.0,2,41.5
2019/2020,Female,all,Private,SSS,,Grade II or Equivalent,Unqualified,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,548.0,12,45.6667
2019/2020,Female,all,Private,SSS,,Grade II or Equivalent,Unqualified,lga,Calabar South,South South,Cross River,Calabar South,,,179.0,4,44.75
2019/2020,Female,all,Private,SSS,,Grade II or Equivalent,Unqualified,lga,Ogoja,South South,Cross River,Ogoja,,,405.0,9,45.0
2019/2020,Female,all,Private,SSS,,MEd or Equivalent,Qualified,lga,Abi,South South,Cross River,Abi,,,417.0,9,46.3333
2019/2020,Female,all,Private,SSS,,MEd or Equivalent,Qualified,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,155.0,3,51.6667
2019/2020,Female,all,Private,SSS,,MEd or Equivalent,Qualified,lga,Calabar South,South South,Cross River,Calabar South,,,453.0,9,50.3333
2019/2020,Female,all,Private,SSS,,NCE,Qualified,lga,Abi,South South,Cross River,Abi,,,60.0,1,60.0
2019/2020,Female,all,Private,SSS,,NCE,Qualified,lga,Bekwarra,South South,Cross River,Bekwarra,,,334.0,8,41.75
2019/2020,Female,all,Private,SSS,,NCE,Qualified,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,358.0,7,51.1429
2019/2020,Female,all,Private,SSS,,NCE,Qualified,lga,Calabar South,South South,Cross River,Calabar South,,,322.0,7,46.0
2019/2020,Female,all,Private,SSS,,NCE,Qualified,lga,Ogoja,South South,Cross River,Ogoja,,,453.0,10,45.3
2019/2020,Female,all,Private,SSS,,PGDE,Qualified,lga,Abi,South South,Cross River,Abi,,,155.0,3,51.6667
2019/2020,Female,all,Private,SSS,,PGDE,Qualified,lga,Ogoja,South South,Cross River,Ogoja,,,381.0,8,47.625
2019/2020,Female,all,Public,Adult & Non-Formal Education,,,Unqualified,lga,Abi,South South,Cross River,Abi,,,155.0,6,25.8333
2019/2020,Female,all,Public,Adult & Non-Formal Education,,,Unqualified,lga,Bekwarra,South South,Cross River,Bekwarra,,,31.0,3,10.3333
2019/2020,Female,all,Public,Adult & Non-Formal Education,,,Unqualified,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,206.0,9,22.8889
2019/2020,Female,all,Public,Adult & Non-Formal Education,,,Unqualified,lga,Calabar South,South South,Cross River,Calabar South,,,204.0,11,18.5455
2019/2020,Female,all,Public,Adult & Non-Formal Education,,,Unqualified,lga,Ogoja,South South,Cross River,Ogoja,,,122.0,4,30.5
2019/2020,Female,all,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Abi,South South,Cross River,Abi,,,335.0,13,25.7692
2019/2020,Female,all,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Bekwarra,South South,Cross River,Bekwarra,,,232.0,10,23.2
2019/2020,Female,all,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,295.0,13,22.6923
2019/2020,Female,all,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Calabar South,South South,Cross River,Calabar South,,,374.0,15,24.9333
2019/2020,Female,all,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Ogoja,South South,Cross River,Ogoja,,,208.0,8,26.0
2019/2020,Female,all,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Abi,South South,Cross River,Abi,,,244.0,9,27.1111
2019/2020,Female,all,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Bekwarra,South South,Cross River,Bekwarra,,,19.0,2,9.5
2019/2020,Female,all,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,321.0,14,22.9286
2019/2020,Female,all,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Calabar South,South South,Cross River,Calabar South,,,173.0,8,21.625
2019/2020,Female,all,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Ogoja,South South,Cross River,Ogoja,,,304.0,11,27.6364
2019/2020,Female,all,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Abi,South South,Cross River,Abi,,,84.0,4,21.0
2019/2020,Female,all,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Bekwarra,South South,Cross River,Bekwarra,,,90.0,3,30.0
2019/2020,Female,all,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,84.0,4,21.0
