session,gender,disability_scope,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,lga,Uyo,South South,Akwa Ibom,Uyo,,,973.0,39,24.9487
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,MEd or Equivalent,Qualified,lga,Abak,South South,Akwa Ibom,Abak,,,1311.0,52,25.2115
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,NCE,Qualified,lga,Ikot Ekpene,South South,Akwa Ibom,Ikot Ekpene,,,846.0,34,24.8824
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,NCE,Qualified,lga,Oron,South South,Akwa Ibom,Oron,,,888.0,35,25.3714
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,PGDE,Qualified,lga,Eket,South South,Akwa Ibom,Eket,,,719.0,29,24.7931
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,PGDE,Qualified,lga,Ikot Ekpene,South South,Akwa Ibom,Ikot Ekpene,,,1057.0,42,25.1667
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,Unqualified,lga,Ikot Ekpene,South South,Akwa Ibom,Ikot Ekpene,,,888.0,35,25.3714
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,Unqualified,lga,Oron,South South,Akwa Ibom,Oron,,,888.0,35,25.3714
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,Unqualified,lga,Uyo,South South,Akwa Ibom,Uyo,,,1100.0,44,25.0
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,lga,Eket,South South,Akwa Ibom,Eket,,,1057.0,42,25.1667
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,lga,Ikot Ekpene,South South,Akwa Ibom,Ikot Ekpene,,,888.0,35,25.3714
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,lga,Oron,South South,Akwa Ibom,Oron,,,846.0,34,24.8824
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,lga,Abak,South South,Akwa Ibom,Abak,,,1057.0,42,25.1667
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,NCE,Qualified,lga,Eket,South South,Akwa Ibom,Eket,,,1776.0,71,25.0141
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,NCE,Qualified,lga,Oron,South South,Akwa Ibom,Oron,,,973.0,39,24.9487
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,PGDE,Qualified,lga,Uyo,South South,Akwa Ibom,Uyo,,,1903.0,75,25.3733
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,lga,Eket,South South,Akwa Ibom,Eket,,,973.0,39,24.9487
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,lga,Ikot Ekpene,South South,Akwa Ibom,Ikot Ekpene,,,719.0,29,24.7931
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,lga,Oron,South South,Akwa Ibom,Oron,,,2496.0,100,24.96
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,lga,Uyo,South South,Akwa Ibom,Uyo,,,888.0,35,25.3714
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,NCE,Qualified,lga,Abak,South South,Akwa Ibom,Abak,,,973.0,39,24.9487
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,NCE,Qualified,lga,Eket,South South,Akwa Ibom,Eket,,,1269.0,50,25.38
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,NCE,Qualified,lga,Uyo,South South,Akwa Ibom,Uyo,,,1734.0,69,25.1304
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,PGDE,Qualified,lga,Eket,South South,Akwa Ibom,Eket,,,804.0,32,25.125
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,PGDE,Qualified,lga,Ikot Ekpene,South South,Akwa Ibom,Ikot Ekpene,,,1057.0,42,25.1667
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,Unqualified,lga,Ikot Ekpene,South South,Akwa Ibom,Ikot Ekpene,,,1015.0,40,25.375
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,Unqualified,lga,Oron,South South,Akwa Ibom,Oron,,,634.0,25,25.36
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,lga,Eket,South South,Akwa Ibom,Eket,,,677.0,27,25.0741
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,lga,Oron,South South,Akwa Ibom,Oron,,,1100.0,44,25.0
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,lga,Uyo,South South,Akwa Ibom,Uyo,,,1649.0,66,24.9848
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,lga,Abak,South South,Akwa Ibom,Abak,,,888.0,35,25.3714
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,lga,Eket,South South,Akwa Ibom,Eket,,,1100.0,44,25.0
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,lga,Uyo,South South,Akwa Ibom,Uyo,,,888.0,35,25.3714
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,NCE,Qualified,lga,Ikot Ekpene,South South,Akwa Ibom,Ikot Ekpene,,,761.0,30,25.3667
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,NCE,Qualified,lga,Oron,South South,Akwa Ibom,Oron,,,888.0,35,25.3714
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,PGDE,Qualified,lga,Eket,South South,Akwa Ibom,Eket,,,719.0,29,24.7931
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,Unqualified,lga,Eket,South South,Akwa Ibom,Eket,,,888.0,35,25.3714
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,lga,Uyo,South South,Akwa Ibom,Uyo,,,719.0,29,24.7931
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,lga,Eket,South South,Akwa Ibom,Eket,,,1692.0,68,24.8824
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,lga,Uyo,South South,Akwa Ibom,Uyo,,,719.0,29,24.7931
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,MEd or Equivalent,Qualified,lga,Oron,South South,Akwa Ibom,Oron,,,634.0,25,25.36
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,NCE,Qualified,lga,Ikot Ekpene,South South,Akwa Ibom,Ikot Ekpene,,,1565.0,62,25.2419
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,NCE,Qualified,lga,Oron,South South,Akwa Ibom,Oron,,,1649.0,65,25.3692
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,NCE,Qualified,lga,Uyo,South South,Akwa Ibom,Uyo,,,888.0,35,25.3714
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,PGDE,Qualified,lga,Abak,South South,Akwa Ibom,Abak,,,973.0,39,24.9487
2019/2020,Female,all,Private,SSS,,,Unqualified,lga,Abak,South South,Akwa Ibom,Abak,,,217.0,8,27.125
2019/2020,Female,all,Private,SSS,,,Unqualified,lga,Eket,South South,Akwa Ibom,Eket,,,179.0,7,25.5714
2019/2020,Female,all,Private,SSS,,,Unqualified,lga,Ikot Ekpene,South South,Akwa Ibom,Ikot Ekpene,,,256.0,10,25.6
2019/2020,Female,all,Private,SSS,,,Unqualified,lga,Oron,South South,Akwa Ibom,Oron,,,204.0,7,29.1429
2019/2020,Female,all,Private,SSS,,BEd or Equivalent,Qualified,lga,Abak,South South,Akwa Ibom,Abak,,,511.0,20,25.55
2019/2020,Female,all,Private,SSS,,BEd or Equivalent,Qualified,lga,Eket,South South,Akwa Ibom,Eket,,,307.0,12,25.5833
2019/2020,Female,all,Private,SSS,,BEd or Equivalent,Qualified,lga,Ikot Ekpene,South South,Akwa Ibom,Ikot Ekpene,,,89.0,3,29.6667
2019/2020,Female,all,Private,SSS,,BEd or Equivalent,Qualified,lga,Oron,South South,Akwa Ibom,Oron,,,269.0,9,29.8889
2019/2020,Female,all,Private,SSS,,BEd or Equivalent,Qualified,lga,Uyo,South South,Akwa Ibom,Uyo,,,255.0,9,28.3333
2019/2020,Female,all,Private,SSS,,Grade II or Equivalent,Unqualified,lga,Eket,South South,Akwa Ibom,Eket,,,166.0,6,27.6667
2019/2020,Female,all,Private,SSS,,Grade II or Equivalent,Unqualified,lga,Ikot Ekpene,South South,Akwa Ibom,Ikot Ekpene,,,179.0,7,25.5714
2019/2020,Female,all,Private,SSS,,Grade II or Equivalent,Unqualified,lga,Oron,South South,Akwa Ibom,Oron,,,268.0,10,26.8
2019/2020,Female,all,Private,SSS,,Grade II or Equivalent,Unqualified,lga,Uyo,South South,Akwa Ibom,Uyo,,,269.0,9,29.8889
2019/2020,Female,all,Private,SSS,,MEd or Equivalent,Qualified,lga,Ikot Ekpene,South South,Akwa Ibom,Ikot Ekpene,,,77.0,3,25.6667
2019/2020,Female,all,Private,SSS,,MEd or Equivalent,Qualified,lga,Oron,South South,Akwa Ibom,Oron,,,179.0,7,25.5714
2019/2020,Female,all,Private,SSS,,MEd or Equivalent,Qualified,lga,Uyo,South South,Akwa Ibom,Uyo,,,166.0,6,27.6667
2019/2020,Female,all,Private,SSS,,NCE,Qualified,lga,Abak,South South,Akwa Ibom,Abak,,,153.0,6,25.5
2019/2020,Female,all,Private,SSS,,NCE,Qualified,lga,Eket,South South,Akwa Ibom,Eket,,,204.0,7,29.1429
2019/2020,Female,all,Private,SSS,,NCE,Qualified,lga,Ikot Ekpene,South South,Akwa Ibom,Ikot Ekpene,,,255.0,9,28.3333
2019/2020,Female,all,Private,SSS,,PGDE,Qualified,lga,Abak,South South,Akwa Ibom,Abak,,,179.0,7,25.5714
2019/2020,Female,all,Private,SSS,,PGDE,Qualified,lga,Eket,South South,Akwa Ibom,Eket,,,128.0,5,25.6
2019/2020,Female,all,Private,SSS,,PGDE,Qualified,lga,Ikot Ekpene,South South,Akwa Ibom,Ikot Ekpene,,,179.0,7,25.5714
2019/2020,Female,all,Private,SSS,,PGDE,Qualified,lga,Oron,South South,Akwa Ibom,Oron,,,153.0,5,30.6
2019/2020,Female,all,Private,SSS,,PGDE,Qualified,lga,Uyo,South South,Akwa Ibom,Uyo,,,383.0,14,27.3571
2019/2020,Female,all,Public,Adult & Non-Formal Education,,,Unqualified,lga,Abak,South South,Akwa Ibom,Abak,,,263.0,12,21.9167
2019/2020,Female,all,Public,Adult & Non-Formal Education,,,Unqualified,lga,Eket,South South,Akwa Ibom,Eket,,,183.0,9,20.3333
2019/2020,Female,all,Public,Adult & Non-Formal Education,,,Unqualified,lga,Ikot Ekpene,South South,Akwa Ibom,Ikot Ekpene,,,44.0,2,22.0
2019/2020,Female,all,Public,Adult & Non-Formal Education,,,Unqualified,lga,Oron,South South,Akwa Ibom,Oron,,,183.0,8,22.875
2019/2020,Female,all,Public,Adult & Non-Formal Education,,,Unqualified,lga,Uyo,South South,Akwa Ibom,Uyo,,,96.0,5,19.2
2019/2020,Female,all,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Abak,South South,Akwa Ibom,Abak,,,245.0,12,20.4167
2019/2020,Female,all,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Eket,South South,Akwa Ibom,Eket,,,421.0,21,20.0476
2019/2020,Female,all,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Ikot Ekpene,South South,Akwa Ibom,Ikot Ekpene,,,297.0,15,19.8
2019/2020,Female,all,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Oron,South South,Akwa Ibom,Oron,,,140.0,7,20.0
2019/2020,Female,all,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Uyo,South South,Akwa Ibom,Uyo,,,306.0,14,21.8571
2019/2020,Female,all,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Eket,South South,Akwa Ibom,Eket,,,261.0,13,20.0769
2019/2020,Female,all,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Ikot Ekpene,South South,Akwa Ibom,Ikot Ekpene,,,113.0,6,18.8333
2019/2020,Female,all,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Oron,South South,Akwa Ibom,Oron,,,122.0,6,20.3333
2019/2020,Female,all,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Uyo,South South,Akwa Ibom,Uyo,,,193.0,9,21.4444
2019/2020,Female,all,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Abak,South South,Akwa Ibom,Abak,,,140.0,7,20.0
2019/2020,Female,all,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Eket,South South,Akwa Ibom,Eket,,,97.0,5,19.4
2019/2020,Female,all,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Ikot Ekpene,South South,Akwa Ibom,Ikot Ekpene,,,26.0,1,26.0
2019/2020,Female,all,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Oron,South South,Akwa Ibom,Oron,,,96.0,5,19.2
2019/2020,Female,all,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Uyo,South South,Akwa Ibom,Uyo,,,87.0,4,21.75
2019/2020,Female,all,Public,Adult & Non-Formal Education,,NCE,Qualified,lga,Abak,South South,Akwa Ibom,Abak,,,342.0,17,20.1176
2019/2020,Female,all,Public,Adult & Non-Formal Education,,NCE,Qualified,lga,Eket,South South,Akwa Ibom,Eket,,,315.0,16,19.6875
2019/2020,Female,all,Public,Adult & Non-Formal Education,,NCE,Qualified,lga,Ikot Ekpene,South South,Akwa Ibom,Ikot Ekpene,,,436.0,24,18.1667
