session,gender,disability_scope,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,114.0,5,22.8
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Oyo East,South West,Oyo,Oyo East,,,82.0,4,20.5
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Saki East,South West,Oyo,Saki East,,,64.0,5,12.8
2019/2020,Female,all,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,49.0,2,24.5
2019/2020,Female,all,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,16.0,1,16.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Oyo East,South West,Oyo,Oyo East,,,41.0,2,20.5
2019/2020,Female,all,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Saki East,South West,Oyo,Saki East,,,16.0,1,16.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,97.0,5,19.4
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,lga,Ibadan South,South West,Oyo,Ibadan South,,,40.0,3,13.3333
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,32.0,2,16.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,lga,Oyo East,South West,Oyo,Oyo East,,,57.0,3,19.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,lga,Saki East,South West,Oyo,Saki East,,,40.0,3,13.3333
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,57.0,3,19.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,lga,Ibadan South,South West,Oyo,Ibadan South,,,41.0,2,20.5
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,56.0,3,18.6667
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,lga,Saki East,South West,Oyo,Saki East,,,163.0,8,20.375
2019/2020,Female,all,Private,JSS,,,Unqualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,433.0,9,48.1111
2019/2020,Female,all,Private,JSS,,,Unqualified,lga,Ibadan South,South West,Oyo,Ibadan South,,,599.0,13,46.0769
2019/2020,Female,all,Private,JSS,,,Unqualified,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,399.0,9,44.3333
2019/2020,Female,all,Private,JSS,,,Unqualified,lga,Oyo East,South West,Oyo,Oyo East,,,333.0,7,47.5714
2019/2020,Female,all,Private,JSS,,,Unqualified,lga,Saki East,South West,Oyo,Saki East,,,133.0,3,44.3333
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,383.0,8,47.875
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,lga,Ibadan South,South West,Oyo,Ibadan South,,,466.0,10,46.6
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,948.0,21,45.1429
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,lga,Oyo East,South West,Oyo,Oyo East,,,350.0,7,50.0
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,lga,Saki East,South West,Oyo,Saki East,,,549.0,12,45.75
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,316.0,7,45.1429
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,lga,Ibadan South,South West,Oyo,Ibadan South,,,266.0,6,44.3333
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,166.0,4,41.5
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,lga,Oyo East,South West,Oyo,Oyo East,,,283.0,6,47.1667
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,lga,Saki East,South West,Oyo,Saki East,,,283.0,6,47.1667
2019/2020,Female,all,Private,JSS,,MEd or Equivalent,Qualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,300.0,6,50.0
2019/2020,Female,all,Private,JSS,,MEd or Equivalent,Qualified,lga,Oyo East,South West,Oyo,Oyo East,,,283.0,6,47.1667
2019/2020,Female,all,Private,JSS,,NCE,Qualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,316.0,7,45.1429
2019/2020,Female,all,Private,JSS,,NCE,Qualified,lga,Ibadan South,South West,Oyo,Ibadan South,,,316.0,7,45.1429
2019/2020,Female,all,Private,JSS,,NCE,Qualified,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,1099.0,23,47.7826
2019/2020,Female,all,Private,JSS,,PGDE,Qualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,200.0,4,50.0
2019/2020,Female,all,Private,JSS,,PGDE,Qualified,lga,Ibadan South,South West,Oyo,Ibadan South,,,133.0,3,44.3333
2019/2020,Female,all,Private,JSS,,PGDE,Qualified,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,183.0,4,45.75
2019/2020,Female,all,Private,JSS,,PGDE,Qualified,lga,Oyo East,South West,Oyo,Oyo East,,,417.0,8,52.125
2019/2020,Female,all,Private,Pre-Primary/Primary,,,Unqualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,1406.0,35,40.1714
2019/2020,Female,all,Private,Pre-Primary/Primary,,,Unqualified,lga,Ibadan South,South West,Oyo,Ibadan South,,,836.0,20,41.8
2019/2020,Female,all,Private,Pre-Primary/Primary,,,Unqualified,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,532.0,13,40.9231
2019/2020,Female,all,Private,Pre-Primary/Primary,,,Unqualified,lga,Oyo East,South West,Oyo,Oyo East,,,1178.0,29,40.6207
2019/2020,Female,all,Private,Pre-Primary/Primary,,,Unqualified,lga,Saki East,South West,Oyo,Saki East,,,646.0,16,40.375
2019/2020,Female,all,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,lga,Ibadan South,South West,Oyo,Ibadan South,,,570.0,14,40.7143
2019/2020,Female,all,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,608.0,15,40.5333
2019/2020,Female,all,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,lga,Saki East,South West,Oyo,Saki East,,,1254.0,31,40.4516
2019/2020,Female,all,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,532.0,13,40.9231
2019/2020,Female,all,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,lga,Ibadan South,South West,Oyo,Ibadan South,,,912.0,22,41.4545
2019/2020,Female,all,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,lga,Oyo East,South West,Oyo,Oyo East,,,684.0,17,40.2353
2019/2020,Female,all,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,lga,Saki East,South West,Oyo,Saki East,,,1406.0,35,40.1714
2019/2020,Female,all,Private,Pre-Primary/Primary,,MEd or Equivalent,Qualified,lga,Saki East,South West,Oyo,Saki East,,,532.0,13,40.9231
2019/2020,Female,all,Private,Pre-Primary/Primary,,NCE,Qualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,1976.0,49,40.3265
2019/2020,Female,all,Private,Pre-Primary/Primary,,NCE,Qualified,lga,Ibadan South,South West,Oyo,Ibadan South,,,1672.0,41,40.7805
2019/2020,Female,all,Private,Pre-Primary/Primary,,NCE,Qualified,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,532.0,13,40.9231
2019/2020,Female,all,Private,Pre-Primary/Primary,,NCE,Qualified,lga,Oyo East,South West,Oyo,Oyo East,,,646.0,16,40.375
2019/2020,Female,all,Private,Pre-Primary/Primary,,NCE,Qualified,lga,Saki East,South West,Oyo,Saki East,,,494.0,12,41.1667
2019/2020,Female,all,Private,Pre-Primary/Primary,,PGDE,Qualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,1102.0,27,40.8148
2019/2020,Female,all,Private,Pre-Primary/Primary,,PGDE,Qualified,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,646.0,16,40.375
2019/2020,Female,all,Private,Pre-Primary/Primary,,PGDE,Qualified,lga,Saki East,South West,Oyo,Saki East,,,266.0,7,38.0
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,,Unqualified,lga,Ibadan South,South West,Oyo,Ibadan South,,,684.0,17,40.2353
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,lga,Ibadan South,South West,Oyo,Ibadan South,,,1824.0,44,41.4545
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,lga,Oyo East,South West,Oyo,Oyo East,,,950.0,23,41.3043
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,lga,Saki East,South West,Oyo,Saki East,,,874.0,21,41.619
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,874.0,21,41.619
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,2051.0,50,41.02
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,lga,Oyo East,South West,Oyo,Oyo East,,,1063.0,26,40.8846
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,MEd or Equivalent,Qualified,lga,Oyo East,South West,Oyo,Oyo East,,,798.0,20,39.9
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,NCE,Qualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,2203.0,54,40.7963
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,PGDE,Qualified,lga,Saki East,South West,Oyo,Saki East,,,2126.0,52,40.8846
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,Unqualified,lga,Ibadan South,South West,Oyo,Ibadan South,,,646.0,16,40.375
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,lga,Oyo East,South West,Oyo,Oyo East,,,2545.0,63,40.3968
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,lga,Saki East,South West,Oyo,Saki East,,,1025.0,25,41.0
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,lga,Ibadan South,South West,Oyo,Ibadan South,,,1101.0,27,40.7778
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,988.0,24,41.1667
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,MEd or Equivalent,Qualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,1900.0,46,41.3043
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,PGDE,Qualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,1063.0,26,40.8846
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,PGDE,Qualified,lga,Ibadan South,South West,Oyo,Ibadan South,,,760.0,19,40.0
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,PGDE,Qualified,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,1026.0,25,41.04
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,PGDE,Qualified,lga,Saki East,South West,Oyo,Saki East,,,1975.0,49,40.3061
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,Unqualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,950.0,23,41.3043
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,Unqualified,lga,Ibadan South,South West,Oyo,Ibadan South,,,1482.0,37,40.0541
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,Unqualified,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,1026.0,25,41.04
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,Unqualified,lga,Oyo East,South West,Oyo,Oyo East,,,798.0,20,39.9
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,Unqualified,lga,Saki East,South West,Oyo,Saki East,,,1139.0,28,40.6786
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,836.0,21,39.8095
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,lga,Oyo East,South West,Oyo,Oyo East,,,1899.0,47,40.4043
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,lga,Saki East,South West,Oyo,Saki East,,,950.0,23,41.3043
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,1025.0,25,41.0
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,lga,Ibadan South,South West,Oyo,Ibadan South,,,988.0,24,41.1667
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,NCE,Qualified,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,798.0,20,39.9
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,NCE,Qualified,lga,Saki East,South West,Oyo,Saki East,,,798.0,20,39.9
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,Unqualified,lga,Ibadan South,South West,Oyo,Ibadan South,,,760.0,19,40.0
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,Unqualified,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,912.0,22,41.4545
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,Unqualified,lga,Saki East,South West,Oyo,Saki East,,,836.0,21,39.8095
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,1672.0,42,39.8095
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,lga,Oyo East,South West,Oyo,Oyo East,,,912.0,22,41.4545
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,760.0,19,40.0
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,lga,Ibadan South,South West,Oyo,Ibadan South,,,836.0,21,39.8095
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,MEd or Equivalent,Qualified,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,798.0,20,39.9
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,MEd or Equivalent,Qualified,lga,Oyo East,South West,Oyo,Oyo East,,,1025.0,25,41.0
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,NCE,Qualified,lga,Oyo East,South West,Oyo,Oyo East,,,760.0,19,40.0
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,PGDE,Qualified,lga,Ibadan South,South West,Oyo,Ibadan South,,,988.0,24,41.1667
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,PGDE,Qualified,lga,Saki East,South West,Oyo,Saki East,,,1786.0,43,41.5349
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,Unqualified,lga,Ibadan South,South West,Oyo,Ibadan South,,,646.0,16,40.375
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,1444.0,36,40.1111
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,lga,Ibadan South,South West,Oyo,Ibadan South,,,760.0,19,40.0
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,836.0,21,39.8095
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,lga,Oyo East,South West,Oyo,Oyo East,,,684.0,17,40.2353
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,988.0,24,41.1667
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,lga,Ibadan South,South West,Oyo,Ibadan South,,,684.0,17,40.2353
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,lga,Oyo East,South West,Oyo,Oyo East,,,646.0,16,40.375
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,lga,Saki East,South West,Oyo,Saki East,,,1634.0,41,39.8537
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,NCE,Qualified,lga,Oyo East,South West,Oyo,Oyo East,,,988.0,24,41.1667
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,PGDE,Qualified,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,798.0,20,39.9
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,PGDE,Qualified,lga,Saki East,South West,Oyo,Saki East,,,798.0,20,39.9
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,Unqualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,760.0,19,40.0
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,Unqualified,lga,Oyo East,South West,Oyo,Oyo East,,,608.0,15,40.5333
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,Unqualified,lga,Saki East,South West,Oyo,Saki East,,,760.0,19,40.0
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,lga,Ibadan South,South West,Oyo,Ibadan South,,,1444.0,36,40.1111
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,lga,Oyo East,South West,Oyo,Oyo East,,,646.0,16,40.375
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,lga,Saki East,South West,Oyo,Saki East,,,798.0,20,39.9
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,1634.0,40,40.85
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,lga,Ibadan South,South West,Oyo,Ibadan South,,,570.0,14,40.7143
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,1672.0,41,40.7805
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,lga,Oyo East,South West,Oyo,Oyo East,,,950.0,23,41.3043
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,NCE,Qualified,lga,Saki East,South West,Oyo,Saki East,,,836.0,21,39.8095
2019/2020,Female,all,Private,SSS,,,Unqualified,lga,Ibadan South,South West,Oyo,Ibadan South,,,188.0,4,47.0
2019/2020,Female,all,Private,SSS,,,Unqualified,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,322.0,7,46.0
2019/2020,Female,all,Private,SSS,,,Unqualified,lga,Oyo East,South West,Oyo,Oyo East,,,201.0,5,40.2
2019/2020,Female,all,Private,SSS,,BEd or Equivalent,Qualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,469.0,10,46.9
2019/2020,Female,all,Private,SSS,,BEd or Equivalent,Qualified,lga,Ibadan South,South West,Oyo,Ibadan South,,,174.0,4,43.5
2019/2020,Female,all,Private,SSS,,BEd or Equivalent,Qualified,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,174.0,4,43.5
2019/2020,Female,all,Private,SSS,,BEd or Equivalent,Qualified,lga,Oyo East,South West,Oyo,Oyo East,,,80.0,2,40.0
2019/2020,Female,all,Private,SSS,,Grade II or Equivalent,Unqualified,lga,Ibadan South,South West,Oyo,Ibadan South,,,429.0,10,42.9
2019/2020,Female,all,Private,SSS,,Grade II or Equivalent,Unqualified,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,481.0,11,43.7273
2019/2020,Female,all,Private,SSS,,Grade II or Equivalent,Unqualified,lga,Oyo East,South West,Oyo,Oyo East,,,188.0,4,47.0
2019/2020,Female,all,Private,SSS,,Grade II or Equivalent,Unqualified,lga,Saki East,South West,Oyo,Saki East,,,215.0,5,43.0
2019/2020,Female,all,Private,SSS,,MEd or Equivalent,Qualified,lga,Ibadan South,South West,Oyo,Ibadan South,,,94.0,2,47.0
2019/2020,Female,all,Private,SSS,,MEd or Equivalent,Qualified,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,228.0,5,45.6
2019/2020,Female,all,Private,SSS,,MEd or Equivalent,Qualified,lga,Oyo East,South West,Oyo,Oyo East,,,201.0,5,40.2
2019/2020,Female,all,Private,SSS,,NCE,Qualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,845.0,20,42.25
2019/2020,Female,all,Private,SSS,,NCE,Qualified,lga,Ibadan South,South West,Oyo,Ibadan South,,,228.0,5,45.6
2019/2020,Female,all,Private,SSS,,NCE,Qualified,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,309.0,7,44.1429
2019/2020,Female,all,Private,SSS,,NCE,Qualified,lga,Oyo East,South West,Oyo,Oyo East,,,80.0,2,40.0
2019/2020,Female,all,Private,SSS,,NCE,Qualified,lga,Saki East,South West,Oyo,Saki East,,,362.0,8,45.25
2019/2020,Female,all,Private,SSS,,PGDE,Qualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,80.0,2,40.0
2019/2020,Female,all,Private,SSS,,PGDE,Qualified,lga,Ibadan South,South West,Oyo,Ibadan South,,,94.0,2,47.0
2019/2020,Female,all,Private,SSS,,PGDE,Qualified,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,268.0,6,44.6667
2019/2020,Female,all,Private,SSS,,PGDE,Qualified,lga,Oyo East,South West,Oyo,Oyo East,,,389.0,9,43.2222
2019/2020,Female,all,Public,Adult & Non-Formal Education,,,Unqualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,131.0,4,32.75
2019/2020,Female,all,Public,Adult & Non-Formal Education,,,Unqualified,lga,Ibadan South,South West,Oyo,Ibadan South,,,190.0,6,31.6667
2019/2020,Female,all,Public,Adult & Non-Formal Education,,,Unqualified,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,189.0,6,31.5
2019/2020,Female,all,Public,Adult & Non-Formal Education,,,Unqualified,lga,Oyo East,South West,Oyo,Oyo East,,,279.0,7,39.8571
2019/2020,Female,all,Public,Adult & Non-Formal Education,,,Unqualified,lga,Saki East,South West,Oyo,Saki East,,,140.0,4,35.0
2019/2020,Female,all,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,379.0,11,34.4545
2019/2020,Female,all,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Ibadan South,South West,Oyo,Ibadan South,,,446.0,15,29.7333
2019/2020,Female,all,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,485.0,15,32.3333
2019/2020,Female,all,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Oyo East,South West,Oyo,Oyo East,,,460.0,14,32.8571
2019/2020,Female,all,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Saki East,South West,Oyo,Saki East,,,436.0,13,33.5385
2019/2020,Female,all,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,123.0,4,30.75
2019/2020,Female,all,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Ibadan South,South West,Oyo,Ibadan South,,,298.0,10,29.8
2019/2020,Female,all,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,132.0,4,33.0
2019/2020,Female,all,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Oyo East,South West,Oyo,Oyo East,,,289.0,9,32.1111
2019/2020,Female,all,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Saki East,South West,Oyo,Saki East,,,106.0,4,26.5
2019/2020,Female,all,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,124.0,4,31.0
2019/2020,Female,all,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Ibadan South,South West,Oyo,Ibadan South,,,99.0,3,33.0
