session,gender,disability_scope,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,lga,Kaduna South,North West,Kaduna,Kaduna South,,,70.0,2,35.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,lga,Soba,North West,Kaduna,Soba,,,104.0,4,26.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,lga,Zaria,North West,Kaduna,Zaria,,,86.0,4,21.5
2019/2020,Female,all,Private,JSS,,,Unqualified,lga,Jema'a,North West,Kaduna,Jema'a,,,331.0,8,41.375
2019/2020,Female,all,Private,JSS,,,Unqualified,lga,Soba,North West,Kaduna,Soba,,,331.0,8,41.375
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,lga,Jema'a,North West,Kaduna,Jema'a,,,313.0,8,39.125
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,488.0,12,40.6667
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,lga,Kaduna South,North West,Kaduna,Kaduna South,,,386.0,10,38.6
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,lga,Soba,North West,Kaduna,Soba,,,294.0,8,36.75
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,lga,Zaria,North West,Kaduna,Zaria,,,368.0,9,40.8889
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,lga,Jema'a,North West,Kaduna,Jema'a,,,735.0,19,38.6842
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,974.0,26,37.4615
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,lga,Kaduna South,North West,Kaduna,Kaduna South,,,919.0,24,38.2917
2019/2020,Female,all,Private,JSS,,MEd or Equivalent,Qualified,lga,Jema'a,North West,Kaduna,Jema'a,,,626.0,16,39.125
2019/2020,Female,all,Private,JSS,,MEd or Equivalent,Qualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,699.0,17,41.1176
2019/2020,Female,all,Private,JSS,,MEd or Equivalent,Qualified,lga,Kaduna South,North West,Kaduna,Kaduna South,,,524.0,13,40.3077
2019/2020,Female,all,Private,JSS,,MEd or Equivalent,Qualified,lga,Zaria,North West,Kaduna,Zaria,,,395.0,10,39.5
2019/2020,Female,all,Private,JSS,,NCE,Qualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,1002.0,25,40.08
2019/2020,Female,all,Private,JSS,,NCE,Qualified,lga,Soba,North West,Kaduna,Soba,,,423.0,11,38.4545
2019/2020,Female,all,Private,JSS,,PGDE,Qualified,lga,Jema'a,North West,Kaduna,Jema'a,,,156.0,4,39.0
2019/2020,Female,all,Private,JSS,,PGDE,Qualified,lga,Kaduna South,North West,Kaduna,Kaduna South,,,175.0,4,43.75
2019/2020,Female,all,Private,JSS,,PGDE,Qualified,lga,Soba,North West,Kaduna,Soba,,,965.0,24,40.2083
2019/2020,Female,all,Private,JSS,,PGDE,Qualified,lga,Zaria,North West,Kaduna,Zaria,,,349.0,9,38.7778
2019/2020,Female,all,Private,Pre-Primary/Primary,,,Unqualified,lga,Jema'a,North West,Kaduna,Jema'a,,,1778.0,52,34.1923
2019/2020,Female,all,Private,Pre-Primary/Primary,,,Unqualified,lga,Kaduna South,North West,Kaduna,Kaduna South,,,1412.0,42,33.619
2019/2020,Female,all,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,lga,Kaduna South,North West,Kaduna,Kaduna South,,,785.0,23,34.1304
2019/2020,Female,all,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,lga,Soba,North West,Kaduna,Soba,,,706.0,21,33.619
2019/2020,Female,all,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,lga,Zaria,North West,Kaduna,Zaria,,,1387.0,41,33.8293
2019/2020,Female,all,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,lga,Soba,North West,Kaduna,Soba,,,1569.0,47,33.383
2019/2020,Female,all,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,lga,Zaria,North West,Kaduna,Zaria,,,1203.0,35,34.3714
2019/2020,Female,all,Private,Pre-Primary/Primary,,NCE,Qualified,lga,Jema'a,North West,Kaduna,Jema'a,,,837.0,25,33.48
2019/2020,Female,all,Private,Pre-Primary/Primary,,NCE,Qualified,lga,Kaduna South,North West,Kaduna,Kaduna South,,,654.0,19,34.4211
2019/2020,Female,all,Private,Pre-Primary/Primary,,NCE,Qualified,lga,Soba,North West,Kaduna,Soba,,,732.0,22,33.2727
2019/2020,Female,all,Private,Pre-Primary/Primary,,NCE,Qualified,lga,Zaria,North West,Kaduna,Zaria,,,1491.0,44,33.8864
2019/2020,Female,all,Private,Pre-Primary/Primary,,PGDE,Qualified,lga,Jema'a,North West,Kaduna,Jema'a,,,706.0,21,33.619
2019/2020,Female,all,Private,Pre-Primary/Primary,,PGDE,Qualified,lga,Zaria,North West,Kaduna,Zaria,,,1438.0,43,33.4419
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,,Unqualified,lga,Jema'a,North West,Kaduna,Jema'a,,,1387.0,41,33.8293
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,,Unqualified,lga,Soba,North West,Kaduna,Soba,,,3166.0,93,34.043
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,lga,Jema'a,North West,Kaduna,Jema'a,,,1387.0,41,33.8293
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,lga,Kaduna South,North West,Kaduna,Kaduna South,,,2746.0,80,34.325
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,lga,Soba,North West,Kaduna,Soba,,,1151.0,34,33.8529
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,lga,Zaria,North West,Kaduna,Zaria,,,1046.0,31,33.7419
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,MEd or Equivalent,Qualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,1256.0,37,33.9459
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,NCE,Qualified,lga,Jema'a,North West,Kaduna,Jema'a,,,1491.0,44,33.8864
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,NCE,Qualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,2590.0,76,34.0789
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,NCE,Qualified,lga,Zaria,North West,Kaduna,Zaria,,,1282.0,38,33.7368
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,Unqualified,lga,Soba,North West,Kaduna,Soba,,,1046.0,31,33.7419
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,lga,Jema'a,North West,Kaduna,Jema'a,,,1282.0,38,33.7368
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,1230.0,36,34.1667
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,lga,Jema'a,North West,Kaduna,Jema'a,,,1386.0,41,33.8049
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,994.0,29,34.2759
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,lga,Kaduna South,North West,Kaduna,Kaduna South,,,1099.0,32,34.3438
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,lga,Soba,North West,Kaduna,Soba,,,1387.0,41,33.8293
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,lga,Zaria,North West,Kaduna,Zaria,,,1282.0,38,33.7368
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,NCE,Qualified,lga,Jema'a,North West,Kaduna,Jema'a,,,1439.0,42,34.2619
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,NCE,Qualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,1334.0,39,34.2051
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,NCE,Qualified,lga,Soba,North West,Kaduna,Soba,,,1439.0,42,34.2619
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,PGDE,Qualified,lga,Kaduna South,North West,Kaduna,Kaduna South,,,1334.0,39,34.2051
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,PGDE,Qualified,lga,Zaria,North West,Kaduna,Zaria,,,1203.0,35,34.3714
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,Unqualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,1334.0,39,34.2051
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,Unqualified,lga,Zaria,North West,Kaduna,Zaria,,,942.0,28,33.6429
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,lga,Kaduna South,North West,Kaduna,Kaduna South,,,1387.0,41,33.8293
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,lga,Zaria,North West,Kaduna,Zaria,,,1046.0,31,33.7419
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,lga,Jema'a,North West,Kaduna,Jema'a,,,1151.0,34,33.8529
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,1203.0,35,34.3714
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,lga,Soba,North West,Kaduna,Soba,,,2381.0,70,34.0143
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,NCE,Qualified,lga,Jema'a,North West,Kaduna,Jema'a,,,1256.0,37,33.9459
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,NCE,Qualified,lga,Soba,North West,Kaduna,Soba,,,1099.0,32,34.3438
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,PGDE,Qualified,lga,Jema'a,North West,Kaduna,Jema'a,,,1439.0,42,34.2619
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,PGDE,Qualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,1046.0,31,33.7419
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,PGDE,Qualified,lga,Kaduna South,North West,Kaduna,Kaduna South,,,1439.0,42,34.2619
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,Unqualified,lga,Jema'a,North West,Kaduna,Jema'a,,,1334.0,39,34.2051
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,lga,Jema'a,North West,Kaduna,Jema'a,,,1203.0,35,34.3714
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,1334.0,39,34.2051
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,lga,Kaduna South,North West,Kaduna,Kaduna South,,,1099.0,32,34.3438
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,lga,Soba,North West,Kaduna,Soba,,,1046.0,31,33.7419
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,994.0,29,34.2759
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,lga,Kaduna South,North West,Kaduna,Kaduna South,,,1099.0,32,34.3438
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,NCE,Qualified,lga,Jema'a,North West,Kaduna,Jema'a,,,1439.0,42,34.2619
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,NCE,Qualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,1125.0,33,34.0909
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,NCE,Qualified,lga,Soba,North West,Kaduna,Soba,,,1203.0,35,34.3714
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,NCE,Qualified,lga,Zaria,North West,Kaduna,Zaria,,,1125.0,33,34.0909
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,PGDE,Qualified,lga,Soba,North West,Kaduna,Soba,,,1203.0,35,34.3714
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,PGDE,Qualified,lga,Zaria,North West,Kaduna,Zaria,,,942.0,28,33.6429
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,Unqualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,1125.0,33,34.0909
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,Unqualified,lga,Soba,North West,Kaduna,Soba,,,2538.0,75,33.84
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,lga,Jema'a,North West,Kaduna,Jema'a,,,3767.0,111,33.9369
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,lga,Kaduna South,North West,Kaduna,Kaduna South,,,942.0,28,33.6429
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,lga,Zaria,North West,Kaduna,Zaria,,,942.0,28,33.6429
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,MEd or Equivalent,Qualified,lga,Kaduna South,North West,Kaduna,Kaduna South,,,1282.0,38,33.7368
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,NCE,Qualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,1334.0,39,34.2051
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,NCE,Qualified,lga,Zaria,North West,Kaduna,Zaria,,,942.0,28,33.6429
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,PGDE,Qualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,994.0,29,34.2759
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,PGDE,Qualified,lga,Soba,North West,Kaduna,Soba,,,942.0,28,33.6429
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,Unqualified,lga,Jema'a,North West,Kaduna,Jema'a,,,1177.0,35,33.6286
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,Unqualified,lga,Zaria,North West,Kaduna,Zaria,,,942.0,28,33.6429
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,lga,Kaduna South,North West,Kaduna,Kaduna South,,,2224.0,66,33.697
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,1046.0,31,33.7419
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,lga,Soba,North West,Kaduna,Soba,,,1099.0,32,34.3438
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,lga,Zaria,North West,Kaduna,Zaria,,,837.0,25,33.48
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,MEd or Equivalent,Qualified,lga,Jema'a,North West,Kaduna,Jema'a,,,2590.0,76,34.0789
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,MEd or Equivalent,Qualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,889.0,26,34.1923
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,NCE,Qualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,1151.0,34,33.8529
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,PGDE,Qualified,lga,Soba,North West,Kaduna,Soba,,,1988.0,59,33.6949
2019/2020,Female,all,Private,SSS,,,Unqualified,lga,Jema'a,North West,Kaduna,Jema'a,,,300.0,8,37.5
2019/2020,Female,all,Private,SSS,,,Unqualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,883.0,24,36.7917
2019/2020,Female,all,Private,SSS,,,Unqualified,lga,Soba,North West,Kaduna,Soba,,,221.0,6,36.8333
2019/2020,Female,all,Private,SSS,,BEd or Equivalent,Qualified,lga,Jema'a,North West,Kaduna,Jema'a,,,536.0,15,35.7333
2019/2020,Female,all,Private,SSS,,BEd or Equivalent,Qualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,489.0,13,37.6154
2019/2020,Female,all,Private,SSS,,BEd or Equivalent,Qualified,lga,Kaduna South,North West,Kaduna,Kaduna South,,,418.0,11,38.0
2019/2020,Female,all,Private,SSS,,BEd or Equivalent,Qualified,lga,Soba,North West,Kaduna,Soba,,,63.0,2,31.5
2019/2020,Female,all,Private,SSS,,BEd or Equivalent,Qualified,lga,Zaria,North West,Kaduna,Zaria,,,118.0,3,39.3333
2019/2020,Female,all,Private,SSS,,Grade II or Equivalent,Unqualified,lga,Kaduna South,North West,Kaduna,Kaduna South,,,363.0,9,40.3333
2019/2020,Female,all,Private,SSS,,Grade II or Equivalent,Unqualified,lga,Soba,North West,Kaduna,Soba,,,87.0,2,43.5
2019/2020,Female,all,Private,SSS,,Grade II or Equivalent,Unqualified,lga,Zaria,North West,Kaduna,Zaria,,,197.0,5,39.4
2019/2020,Female,all,Private,SSS,,MEd or Equivalent,Qualified,lga,Jema'a,North West,Kaduna,Jema'a,,,237.0,6,39.5
2019/2020,Female,all,Private,SSS,,MEd or Equivalent,Qualified,lga,Kaduna South,North West,Kaduna,Kaduna South,,,513.0,14,36.6429
2019/2020,Female,all,Private,SSS,,MEd or Equivalent,Qualified,lga,Soba,North West,Kaduna,Soba,,,466.0,12,38.8333
2019/2020,Female,all,Private,SSS,,MEd or Equivalent,Qualified,lga,Zaria,North West,Kaduna,Zaria,,,237.0,6,39.5
2019/2020,Female,all,Private,SSS,,NCE,Qualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,324.0,8,40.5
2019/2020,Female,all,Private,SSS,,NCE,Qualified,lga,Soba,North West,Kaduna,Soba,,,616.0,16,38.5
2019/2020,Female,all,Private,SSS,,PGDE,Qualified,lga,Jema'a,North West,Kaduna,Jema'a,,,458.0,12,38.1667
2019/2020,Female,all,Private,SSS,,PGDE,Qualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,339.0,9,37.6667
2019/2020,Female,all,Private,SSS,,PGDE,Qualified,lga,Zaria,North West,Kaduna,Zaria,,,118.0,3,39.3333
2019/2020,Female,all,Public,Adult & Non-Formal Education,,,Unqualified,lga,Jema'a,North West,Kaduna,Jema'a,,,99.0,3,33.0
2019/2020,Female,all,Public,Adult & Non-Formal Education,,,Unqualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,324.0,14,23.1429
2019/2020,Female,all,Public,Adult & Non-Formal Education,,,Unqualified,lga,Kaduna South,North West,Kaduna,Kaduna South,,,226.0,8,28.25
2019/2020,Female,all,Public,Adult & Non-Formal Education,,,Unqualified,lga,Soba,North West,Kaduna,Soba,,,156.0,6,26.0
2019/2020,Female,all,Public,Adult & Non-Formal Education,,,Unqualified,lga,Zaria,North West,Kaduna,Zaria,,,46.0,2,23.0
2019/2020,Female,all,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Jema'a,North West,Kaduna,Jema'a,,,636.0,25,25.44
2019/2020,Female,all,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,399.0,15,26.6
2019/2020,Female,all,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Kaduna South,North West,Kaduna,Kaduna South,,,463.0,18,25.7222
2019/2020,Female,all,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Soba,North West,Kaduna,Soba,,,412.0,15,27.4667
2019/2020,Female,all,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Zaria,North West,Kaduna,Zaria,,,116.0,4,29.0
2019/2020,Female,all,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Jema'a,North West,Kaduna,Jema'a,,,364.0,13,28.0
2019/2020,Female,all,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,244.0,9,27.1111
2019/2020,Female,all,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Kaduna South,North West,Kaduna,Kaduna South,,,168.0,6,28.0
2019/2020,Female,all,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Soba,North West,Kaduna,Soba,,,261.0,9,29.0
2019/2020,Female,all,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Zaria,North West,Kaduna,Zaria,,,41.0,1,41.0
2019/2020,Female,all,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Jema'a,North West,Kaduna,Jema'a,,,306.0,12,25.5
2019/2020,Female,all,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,214.0,8,26.75
2019/2020,Female,all,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Kaduna South,North West,Kaduna,Kaduna South,,,150.0,6,25.0
2019/2020,Female,all,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Soba,North West,Kaduna,Soba,,,144.0,6,24.0
2019/2020,Female,all,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Zaria,North West,Kaduna,Zaria,,,180.0,7,25.7143
2019/2020,Female,all,Public,Adult & Non-Formal Education,,NCE,Qualified,lga,Jema'a,North West,Kaduna,Jema'a,,,387.0,16,24.1875
2019/2020,Female,all,Public,Adult & Non-Formal Education,,NCE,Qualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,441.0,15,29.4
2019/2020,Female,all,Public,Adult & Non-Formal Education,,NCE,Qualified,lga,Kaduna South,North West,Kaduna,Kaduna South,,,381.0,15,25.4
2019/2020,Female,all,Public,Adult & Non-Formal Education,,NCE,Qualified,lga,Soba,North West,Kaduna,Soba,,,395.0,13,30.3846
2019/2020,Female,all,Public,Adult & Non-Formal Education,,NCE,Qualified,lga,Zaria,North West,Kaduna,Zaria,,,156.0,6,26.0
2019/2020,Female,all,Public,Adult & Non-Formal Education,,PGDE,Qualified,lga,Jema'a,North West,Kaduna,Jema'a,,,245.0,7,35.0
2019/2020,Female,all,Public,Adult & Non-Formal Education,,PGDE,Qualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,180.0,6,30.0
2019/2020,Female,all,Public,Adult & Non-Formal Education,,PGDE,Qualified,lga,Kaduna South,North West,Kaduna,Kaduna South,,,162.0,6,27.0
2019/2020,Female,all,Public,Adult & Non-Formal Education,,PGDE,Qualified,lga,Soba,North West,Kaduna,Soba,,,505.0,18,28.0556
2019/2020,Female,all,Public,Adult & Non-Formal Education,,PGDE,Qualified,lga,Zaria,North West,Kaduna,Zaria,,,104.0,4,26.0
2019/2020,Female,all,Public,JSS,,,Unqualified,lga,Jema'a,North West,Kaduna,Jema'a,,,487.0,12,40.5833
2019/2020,Female,all,Public,JSS,,,Unqualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,863.0,22,39.2273
2019/2020,Female,all,Public,JSS,,,Unqualified,lga,Kaduna South,North West,Kaduna,Kaduna South,,,965.0,24,40.2083
