session,gender,disability_scope,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2019/2020,Female,all,Private,JSS,,NCE,Qualified,lga,Aba South,South East,Abia,Aba South,,,453.0,17,26.6471
2019/2020,Female,all,Private,JSS,,NCE,Qualified,lga,Arochukwu,South East,Abia,Arochukwu,,,302.0,11,27.4545
2019/2020,Female,all,Private,JSS,,NCE,Qualified,lga,Umuahia North,South East,Abia,Umuahia North,,,544.0,20,27.2
2019/2020,Female,all,Private,JSS,,PGDE,Qualified,lga,Aba North,South East,Abia,Aba North,,,272.0,10,27.2
2019/2020,Female,all,Private,JSS,,PGDE,Qualified,lga,Aba South,South East,Abia,Aba South,,,469.0,17,27.5882
2019/2020,Female,all,Private,JSS,,PGDE,Qualified,lga,Arochukwu,South East,Abia,Arochukwu,,,907.0,33,27.4848
2019/2020,Female,all,Private,JSS,,PGDE,Qualified,lga,Umuahia North,South East,Abia,Umuahia North,,,242.0,9,26.8889
2019/2020,Female,all,Private,JSS,,PGDE,Qualified,lga,Umuahia South,South East,Abia,Umuahia South,,,408.0,15,27.2
2019/2020,Female,all,Private,Pre-Primary/Primary,,,Unqualified,lga,Aba North,South East,Abia,Aba North,,,1137.0,47,24.1915
2019/2020,Female,all,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,lga,Aba North,South East,Abia,Aba North,,,409.0,17,24.0588
2019/2020,Female,all,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,lga,Aba South,South East,Abia,Aba South,,,1363.0,57,23.9123
2019/2020,Female,all,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,lga,Umuahia North,South East,Abia,Umuahia North,,,3817.0,158,24.1582
2019/2020,Female,all,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,lga,Umuahia South,South East,Abia,Umuahia South,,,3045.0,126,24.1667
2019/2020,Female,all,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,lga,Umuahia North,South East,Abia,Umuahia North,,,3046.0,126,24.1746
2019/2020,Female,all,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,lga,Umuahia South,South East,Abia,Umuahia South,,,3046.0,127,23.9843
2019/2020,Female,all,Private,Pre-Primary/Primary,,NCE,Qualified,lga,Aba South,South East,Abia,Aba South,,,1318.0,55,23.9636
2019/2020,Female,all,Private,Pre-Primary/Primary,,NCE,Qualified,lga,Umuahia North,South East,Abia,Umuahia North,,,409.0,17,24.0588
2019/2020,Female,all,Private,Pre-Primary/Primary,,NCE,Qualified,lga,Umuahia South,South East,Abia,Umuahia South,,,1728.0,72,24.0
2019/2020,Female,all,Private,Pre-Primary/Primary,,PGDE,Qualified,lga,Aba North,South East,Abia,Aba North,,,1636.0,68,24.0588
2019/2020,Female,all,Private,Pre-Primary/Primary,,PGDE,Qualified,lga,Umuahia North,South East,Abia,Umuahia North,,,1364.0,56,24.3571
2019/2020,Female,all,Private,Pre-Primary/Primary,,PGDE,Qualified,lga,Umuahia South,South East,Abia,Umuahia South,,,1046.0,43,24.3256
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,lga,Aba North,South East,Abia,Aba North,,,1091.0,46,23.7174
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,lga,Aba South,South East,Abia,Aba South,,,909.0,38,23.9211
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,lga,Umuahia North,South East,Abia,Umuahia North,,,1318.0,55,23.9636
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,lga,Umuahia South,South East,Abia,Umuahia South,,,2500.0,105,23.8095
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,NCE,Qualified,lga,Aba North,South East,Abia,Aba North,,,1136.0,47,24.1702
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,NCE,Qualified,lga,Aba South,South East,Abia,Aba South,,,955.0,40,23.875
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,NCE,Qualified,lga,Umuahia North,South East,Abia,Umuahia North,,,1227.0,51,24.0588
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,NCE,Qualified,lga,Umuahia South,South East,Abia,Umuahia South,,,1182.0,49,24.1224
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,PGDE,Qualified,lga,Aba South,South East,Abia,Aba South,,,864.0,36,24.0
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,PGDE,Qualified,lga,Umuahia North,South East,Abia,Umuahia North,,,1273.0,53,24.0189
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,Unqualified,lga,Aba North,South East,Abia,Aba North,,,1273.0,53,24.0189
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,Unqualified,lga,Umuahia North,South East,Abia,Umuahia North,,,2273.0,95,23.9263
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,Unqualified,lga,Umuahia South,South East,Abia,Umuahia South,,,2591.0,108,23.9907
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,lga,Aba South,South East,Abia,Aba South,,,1955.0,82,23.8415
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,lga,Umuahia South,South East,Abia,Umuahia South,,,1227.0,51,24.0588
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,lga,Aba North,South East,Abia,Aba North,,,1182.0,49,24.1224
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,NCE,Qualified,lga,Aba South,South East,Abia,Aba South,,,955.0,40,23.875
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,NCE,Qualified,lga,Umuahia North,South East,Abia,Umuahia North,,,1000.0,42,23.8095
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,lga,Aba North,South East,Abia,Aba North,,,1000.0,42,23.8095
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,lga,Umuahia North,South East,Abia,Umuahia North,,,1000.0,42,23.8095
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,lga,Umuahia South,South East,Abia,Umuahia South,,,1091.0,46,23.7174
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,NCE,Qualified,lga,Aba South,South East,Abia,Aba South,,,2909.0,122,23.8443
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,NCE,Qualified,lga,Umuahia North,South East,Abia,Umuahia North,,,1955.0,82,23.8415
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,NCE,Qualified,lga,Umuahia South,South East,Abia,Umuahia South,,,1136.0,47,24.1702
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,PGDE,Qualified,lga,Aba North,South East,Abia,Aba North,,,1000.0,42,23.8095
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,PGDE,Qualified,lga,Umuahia South,South East,Abia,Umuahia South,,,1136.0,47,24.1702
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,Unqualified,lga,Aba South,South East,Abia,Aba South,,,1046.0,44,23.7727
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,lga,Aba South,South East,Abia,Aba South,,,864.0,36,24.0
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,lga,Aba North,South East,Abia,Aba North,,,1091.0,46,23.7174
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,lga,Aba South,South East,Abia,Aba South,,,773.0,32,24.1562
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,lga,Umuahia North,South East,Abia,Umuahia North,,,1091.0,46,23.7174
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,lga,Umuahia South,South East,Abia,Umuahia South,,,2001.0,84,23.8214
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,NCE,Qualified,lga,Aba North,South East,Abia,Aba North,,,909.0,38,23.9211
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,NCE,Qualified,lga,Umuahia North,South East,Abia,Umuahia North,,,955.0,40,23.875
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,NCE,Qualified,lga,Umuahia South,South East,Abia,Umuahia South,,,1000.0,42,23.8095
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,PGDE,Qualified,lga,Umuahia North,South East,Abia,Umuahia North,,,909.0,38,23.9211
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,Unqualified,lga,Aba South,South East,Abia,Aba South,,,727.0,30,24.2333
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,Unqualified,lga,Umuahia North,South East,Abia,Umuahia North,,,909.0,38,23.9211
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,lga,Aba South,South East,Abia,Aba South,,,727.0,30,24.2333
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,lga,Umuahia North,South East,Abia,Umuahia North,,,955.0,40,23.875
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,lga,Umuahia South,South East,Abia,Umuahia South,,,1046.0,44,23.7727
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,lga,Aba North,South East,Abia,Aba North,,,909.0,38,23.9211
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,MEd or Equivalent,Qualified,lga,Aba South,South East,Abia,Aba South,,,864.0,36,24.0
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,NCE,Qualified,lga,Aba North,South East,Abia,Aba North,,,1091.0,46,23.7174
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,NCE,Qualified,lga,Umuahia South,South East,Abia,Umuahia South,,,864.0,36,24.0
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,PGDE,Qualified,lga,Umuahia North,South East,Abia,Umuahia North,,,909.0,38,23.9211
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,PGDE,Qualified,lga,Umuahia South,South East,Abia,Umuahia South,,,1091.0,46,23.7174
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,lga,Aba South,South East,Abia,Aba South,,,2273.0,94,24.1809
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,lga,Umuahia North,South East,Abia,Umuahia North,,,1727.0,72,23.9861
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,lga,Umuahia North,South East,Abia,Umuahia North,,,773.0,32,24.1562
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,lga,Umuahia South,South East,Abia,Umuahia South,,,1091.0,46,23.7174
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,NCE,Qualified,lga,Aba North,South East,Abia,Aba North,,,2001.0,84,23.8214
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,NCE,Qualified,lga,Umuahia South,South East,Abia,Umuahia South,,,909.0,38,23.9211
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,PGDE,Qualified,lga,Umuahia South,South East,Abia,Umuahia South,,,864.0,36,24.0
2019/2020,Female,all,Private,SSS,,,Unqualified,lga,Arochukwu,South East,Abia,Arochukwu,,,296.0,11,26.9091
2019/2020,Female,all,Private,SSS,,,Unqualified,lga,Umuahia North,South East,Abia,Umuahia North,,,425.0,16,26.5625
2019/2020,Female,all,Private,SSS,,BEd or Equivalent,Qualified,lga,Aba North,South East,Abia,Aba North,,,732.0,27,27.1111
2019/2020,Female,all,Private,SSS,,BEd or Equivalent,Qualified,lga,Aba South,South East,Abia,Aba South,,,424.0,16,26.5
2019/2020,Female,all,Private,SSS,,BEd or Equivalent,Qualified,lga,Arochukwu,South East,Abia,Arochukwu,,,373.0,14,26.6429
2019/2020,Female,all,Private,SSS,,BEd or Equivalent,Qualified,lga,Umuahia North,South East,Abia,Umuahia North,,,270.0,10,27.0
2019/2020,Female,all,Private,SSS,,BEd or Equivalent,Qualified,lga,Umuahia South,South East,Abia,Umuahia South,,,90.0,3,30.0
2019/2020,Female,all,Private,SSS,,Grade II or Equivalent,Unqualified,lga,Aba North,South East,Abia,Aba North,,,476.0,17,28.0
2019/2020,Female,all,Private,SSS,,Grade II or Equivalent,Unqualified,lga,Aba South,South East,Abia,Aba South,,,270.0,10,27.0
2019/2020,Female,all,Private,SSS,,Grade II or Equivalent,Unqualified,lga,Arochukwu,South East,Abia,Arochukwu,,,231.0,8,28.875
2019/2020,Female,all,Private,SSS,,Grade II or Equivalent,Unqualified,lga,Umuahia North,South East,Abia,Umuahia North,,,232.0,9,25.7778
2019/2020,Female,all,Private,SSS,,Grade II or Equivalent,Unqualified,lga,Umuahia South,South East,Abia,Umuahia South,,,116.0,4,29.0
2019/2020,Female,all,Private,SSS,,MEd or Equivalent,Qualified,lga,Aba South,South East,Abia,Aba South,,,77.0,3,25.6667
2019/2020,Female,all,Private,SSS,,MEd or Equivalent,Qualified,lga,Umuahia North,South East,Abia,Umuahia North,,,77.0,3,25.6667
2019/2020,Female,all,Private,SSS,,NCE,Qualified,lga,Aba North,South East,Abia,Aba North,,,77.0,3,25.6667
2019/2020,Female,all,Private,SSS,,NCE,Qualified,lga,Aba South,South East,Abia,Aba South,,,180.0,7,25.7143
2019/2020,Female,all,Private,SSS,,NCE,Qualified,lga,Arochukwu,South East,Abia,Arochukwu,,,360.0,14,25.7143
2019/2020,Female,all,Private,SSS,,NCE,Qualified,lga,Umuahia North,South East,Abia,Umuahia North,,,167.0,6,27.8333
2019/2020,Female,all,Private,SSS,,NCE,Qualified,lga,Umuahia South,South East,Abia,Umuahia South,,,206.0,8,25.75
2019/2020,Female,all,Private,SSS,,PGDE,Qualified,lga,Aba North,South East,Abia,Aba North,,,360.0,13,27.6923
2019/2020,Female,all,Private,SSS,,PGDE,Qualified,lga,Aba South,South East,Abia,Aba South,,,51.0,2,25.5
2019/2020,Female,all,Private,SSS,,PGDE,Qualified,lga,Arochukwu,South East,Abia,Arochukwu,,,514.0,19,27.0526
2019/2020,Female,all,Private,SSS,,PGDE,Qualified,lga,Umuahia South,South East,Abia,Umuahia South,,,180.0,7,25.7143
2019/2020,Female,all,Public,Adult & Non-Formal Education,,,Unqualified,lga,Aba North,South East,Abia,Aba North,,,136.0,6,22.6667
2019/2020,Female,all,Public,Adult & Non-Formal Education,,,Unqualified,lga,Aba South,South East,Abia,Aba South,,,68.0,3,22.6667
2019/2020,Female,all,Public,Adult & Non-Formal Education,,,Unqualified,lga,Arochukwu,South East,Abia,Arochukwu,,,39.0,2,19.5
2019/2020,Female,all,Public,Adult & Non-Formal Education,,,Unqualified,lga,Umuahia North,South East,Abia,Umuahia North,,,166.0,7,23.7143
2019/2020,Female,all,Public,Adult & Non-Formal Education,,,Unqualified,lga,Umuahia South,South East,Abia,Umuahia South,,,128.0,8,16.0
2019/2020,Female,all,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Aba North,South East,Abia,Aba North,,,225.0,11,20.4545
2019/2020,Female,all,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Aba South,South East,Abia,Aba South,,,400.0,18,22.2222
2019/2020,Female,all,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Arochukwu,South East,Abia,Arochukwu,,,419.0,18,23.2778
2019/2020,Female,all,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Umuahia North,South East,Abia,Umuahia North,,,509.0,23,22.1304
2019/2020,Female,all,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Umuahia South,South East,Abia,Umuahia South,,,166.0,8,20.75
2019/2020,Female,all,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Aba North,South East,Abia,Aba North,,,78.0,3,26.0
2019/2020,Female,all,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Aba South,South East,Abia,Aba South,,,302.0,15,20.1333
2019/2020,Female,all,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Arochukwu,South East,Abia,Arochukwu,,,78.0,3,26.0
2019/2020,Female,all,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Umuahia North,South East,Abia,Umuahia North,,,166.0,8,20.75
2019/2020,Female,all,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Umuahia South,South East,Abia,Umuahia South,,,175.0,8,21.875
2019/2020,Female,all,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Aba North,South East,Abia,Aba North,,,39.0,2,19.5
2019/2020,Female,all,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Aba South,South East,Abia,Aba South,,,156.0,7,22.2857
2019/2020,Female,all,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Arochukwu,South East,Abia,Arochukwu,,,39.0,2,19.5
2019/2020,Female,all,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Umuahia North,South East,Abia,Umuahia North,,,117.0,5,23.4
2019/2020,Female,all,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Umuahia South,South East,Abia,Umuahia South,,,117.0,5,23.4
2019/2020,Female,all,Public,Adult & Non-Formal Education,,NCE,Qualified,lga,Aba North,South East,Abia,Aba North,,,459.0,20,22.95
2019/2020,Female,all,Public,Adult & Non-Formal Education,,NCE,Qualified,lga,Aba South,South East,Abia,Aba South,,,751.0,33,22.7576
2019/2020,Female,all,Public,Adult & Non-Formal Education,,NCE,Qualified,lga,Arochukwu,South East,Abia,Arochukwu,,,322.0,14,23.0
2019/2020,Female,all,Public,Adult & Non-Formal Education,,NCE,Qualified,lga,Umuahia North,South East,Abia,Umuahia North,,,391.0,18,21.7222
2019/2020,Female,all,Public,Adult & Non-Formal Education,,NCE,Qualified,lga,Umuahia South,South East,Abia,Umuahia South,,,362.0,18,20.1111
2019/2020,Female,all,Public,Adult & Non-Formal Education,,PGDE,Qualified,lga,Aba North,South East,Abia,Aba North,,,117.0,6,19.5
2019/2020,Female,all,Public,Adult & Non-Formal Education,,PGDE,Qualified,lga,Aba South,South East,Abia,Aba South,,,137.0,6,22.8333
2019/2020,Female,all,Public,Adult & Non-Formal Education,,PGDE,Qualified,lga,Arochukwu,South East,Abia,Arochukwu,,,273.0,12,22.75
2019/2020,Female,all,Public,Adult & Non-Formal Education,,PGDE,Qualified,lga,Umuahia North,South East,Abia,Umuahia North,,,389.0,16,24.3125
2019/2020,Female,all,Public,Adult & Non-Formal Education,,PGDE,Qualified,lga,Umuahia South,South East,Abia,Umuahia South,,,98.0,6,16.3333
2019/2020,Female,all,Public,JSS,,,Unqualified,lga,Aba North,South East,Abia,Aba North,,,1330.0,48,27.7083
2019/2020,Female,all,Public,JSS,,,Unqualified,lga,Aba South,South East,Abia,Aba South,,,906.0,33,27.4545
2019/2020,Female,all,Public,JSS,,,Unqualified,lga,Arochukwu,South East,Abia,Arochukwu,,,287.0,10,28.7
2019/2020,Female,all,Public,JSS,,,Unqualified,lga,Umuahia North,South East,Abia,Umuahia North,,,1298.0,46,28.2174
2019/2020,Female,all,Public,JSS,,,Unqualified,lga,Umuahia South,South East,Abia,Umuahia South,,,121.0,4,30.25
2019/2020,Female,all,Public,JSS,,BEd or Equivalent,Qualified,lga,Aba North,South East,Abia,Aba North,,,1344.0,49,27.4286
2019/2020,Female,all,Public,JSS,,BEd or Equivalent,Qualified,lga,Aba South,South East,Abia,Aba South,,,1404.0,51,27.5294
2019/2020,Female,all,Public,JSS,,BEd or Equivalent,Qualified,lga,Arochukwu,South East,Abia,Arochukwu,,,3126.0,113,27.6637
2019/2020,Female,all,Public,JSS,,BEd or Equivalent,Qualified,lga,Umuahia North,South East,Abia,Umuahia North,,,1888.0,68,27.7647
2019/2020,Female,all,Public,JSS,,BEd or Equivalent,Qualified,lga,Umuahia South,South East,Abia,Umuahia South,,,2206.0,79,27.9241
2019/2020,Female,all,Public,JSS,,Grade II or Equivalent,Unqualified,lga,Aba North,South East,Abia,Aba North,,,438.0,16,27.375
2019/2020,Female,all,Public,JSS,,Grade II or Equivalent,Unqualified,lga,Aba South,South East,Abia,Aba South,,,695.0,25,27.8
2019/2020,Female,all,Public,JSS,,Grade II or Equivalent,Unqualified,lga,Arochukwu,South East,Abia,Arochukwu,,,1359.0,49,27.7347
2019/2020,Female,all,Public,JSS,,Grade II or Equivalent,Unqualified,lga,Umuahia North,South East,Abia,Umuahia North,,,786.0,29,27.1034
2019/2020,Female,all,Public,JSS,,Grade II or Equivalent,Unqualified,lga,Umuahia South,South East,Abia,Umuahia South,,,1072.0,39,27.4872
2019/2020,Female,all,Public,JSS,,MEd or Equivalent,Qualified,lga,Aba North,South East,Abia,Aba North,,,544.0,20,27.2
2019/2020,Female,all,Public,JSS,,MEd or Equivalent,Qualified,lga,Aba South,South East,Abia,Aba South,,,2295.0,83,27.6506
2019/2020,Female,all,Public,JSS,,MEd or Equivalent,Qualified,lga,Arochukwu,South East,Abia,Arochukwu,,,695.0,25,27.8
2019/2020,Female,all,Public,JSS,,MEd or Equivalent,Qualified,lga,Umuahia North,South East,Abia,Umuahia North,,,212.0,8,26.5
2019/2020,Female,all,Public,JSS,,MEd or Equivalent,Qualified,lga,Umuahia South,South East,Abia,Umuahia South,,,786.0,28,28.0714
2019/2020,Female,all,Public,JSS,,NCE,Qualified,lga,Aba North,South East,Abia,Aba North,,,1964.0,71,27.662
2019/2020,Female,all,Public,JSS,,NCE,Qualified,lga,Aba South,South East,Abia,Aba South,,,1993.0,72,27.6806
2019/2020,Female,all,Public,JSS,,NCE,Qualified,lga,Arochukwu,South East,Abia,Arochukwu,,,2144.0,78,27.4872
2019/2020,Female,all,Public,JSS,,NCE,Qualified,lga,Umuahia North,South East,Abia,Umuahia North,,,2690.0,97,27.732
