session,zone,state,lga,ward,school,gender,disability,exam_body,gap_band,institution_type,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,ss3_total,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,Disabled,NECO,2-year,University,1,2,0,0,0,2.0,0,0,0,2,0
2022/2023,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,Disabled,NECO,3-5-year,University,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,Disabled,NECO,5+-year,University,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,Disabled,WAEC,1-year,University,3,3,8,7,0,1.0,0,0,0,0,1
2022/2023,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,Disabled,WAEC,2-year,University,2,2,0,0,0,2.0,0,0,0,2,0
2022/2023,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,Disabled,WAEC,3-5-year,University,1,2,0,0,0,1.5,0,0,0,2,0
2022/2023,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,Disabled,WAEC,5+-year,University,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,ALL,NABTEB,1-year,University,16,21,34,16,30,1.0,0,0,0,0,14
2022/2023,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,ALL,NABTEB,2-year,University,9,12,18,16,8,2.0,0,0,0,0,2
2022/2023,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,ALL,NABTEB,3-5-year,University,6,8,18,16,8,1.5,0,0,0,0,2
2022/2023,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,ALL,NABTEB,5+-year,University,3,5,0,0,0,1.5,0,0,0,5,0
2022/2023,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,ALL,NECO,1-year,University,23,31,36,35,0,1.0,0,0,0,3,1
2022/2023,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,ALL,NECO,2-year,University,16,21,25,23,0,2.0,0,0,0,2,1
2022/2023,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,ALL,NECO,3-5-year,University,11,16,12,10,0,1.5,0,0,0,7,1
2022/2023,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,ALL,NECO,5+-year,University,4,7,12,0,23,1.5,0,0,0,0,9
2022/2023,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,ALL,WAEC,1-year,University,34,47,67,48,30,1.0,0,0,0,0,15
2022/2023,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,ALL,WAEC,2-year,University,21,28,34,33,0,2.0,0,0,0,2,1
2022/2023,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,ALL,WAEC,3-5-year,University,12,16,25,22,8,1.5,0,0,0,0,2
2022/2023,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,ALL,WAEC,5+-year,University,8,10,12,10,0,1.5,0,0,0,1,1
2022/2023,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,Disabled,NABTEB,1-year,University,2,2,13,9,8,1.0,0,0,0,0,3
2022/2023,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,Disabled,NABTEB,2-year,University,1,2,0,0,0,2.0,0,0,0,2,0
2022/2023,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,Disabled,NABTEB,3-5-year,University,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,Disabled,NABTEB,5+-year,University,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,Disabled,NECO,1-year,University,2,1,8,7,0,1.0,0,0,1,0,1
2022/2023,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,Disabled,NECO,2-year,University,1,1,0,0,0,2.0,0,0,0,1,0
2022/2023,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,Disabled,NECO,3-5-year,University,1,1,0,0,0,1.5,0,0,0,1,0
2022/2023,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,Disabled,NECO,5+-year,University,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,Disabled,WAEC,1-year,University,3,3,8,7,0,1.0,0,0,0,0,1
2022/2023,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,Disabled,WAEC,2-year,University,2,1,0,0,0,2.0,0,0,1,1,0
2022/2023,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,Disabled,WAEC,3-5-year,University,1,1,0,0,0,1.5,0,0,0,1,0
2022/2023,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,Disabled,WAEC,5+-year,University,1,1,0,0,0,1.5,0,0,0,1,0
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Female,ALL,NABTEB,1-year,University,15,20,34,16,30,1.0,0,0,0,0,14
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Female,ALL,NABTEB,2-year,University,9,12,16,14,0,2.0,0,0,0,0,1
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Female,ALL,NABTEB,3-5-year,University,5,8,16,14,0,1.5,0,0,0,0,1
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Female,ALL,NABTEB,5+-year,University,3,3,0,0,0,1.5,0,0,0,3,0
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Female,ALL,NECO,1-year,University,24,33,36,35,0,1.0,0,0,0,5,1
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Female,ALL,NECO,2-year,University,16,20,25,23,0,2.0,0,0,0,1,1
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Female,ALL,NECO,3-5-year,University,10,13,12,10,0,1.5,0,0,0,4,1
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Female,ALL,NECO,5+-year,University,5,7,12,0,23,1.5,0,0,0,0,9
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Female,ALL,WAEC,1-year,University,30,39,45,44,0,1.0,0,0,0,4,1
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Female,ALL,WAEC,2-year,University,19,25,34,22,23,2.0,0,0,0,0,9
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Female,ALL,WAEC,3-5-year,University,12,16,22,21,0,1.5,0,0,0,0,1
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Female,ALL,WAEC,5+-year,University,7,10,12,10,0,1.5,0,0,0,1,1
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Female,Disabled,NABTEB,1-year,University,2,2,10,9,0,1.0,0,0,0,0,1
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Female,Disabled,NABTEB,2-year,University,1,2,0,0,0,2.0,0,0,0,2,0
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Female,Disabled,NABTEB,3-5-year,University,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Female,Disabled,NABTEB,5+-year,University,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Female,Disabled,NECO,1-year,University,3,4,8,7,0,1.0,0,0,0,0,1
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Female,Disabled,NECO,2-year,University,2,2,0,0,0,2.0,0,0,0,2,0
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Female,Disabled,NECO,3-5-year,University,1,2,0,0,0,1.5,0,0,0,2,0
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Female,Disabled,NECO,5+-year,University,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Female,Disabled,WAEC,1-year,University,3,3,8,7,0,1.0,0,0,0,0,1
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Female,Disabled,WAEC,2-year,University,2,2,0,0,0,2.0,0,0,0,2,0
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Female,Disabled,WAEC,3-5-year,University,1,2,0,0,0,1.5,0,0,0,2,0
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Female,Disabled,WAEC,5+-year,University,1,2,0,0,0,1.5,0,0,0,2,0
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Male,ALL,NABTEB,1-year,University,11,15,34,20,23,1.0,0,0,0,0,11
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Male,ALL,NABTEB,2-year,University,7,10,16,14,0,2.0,0,0,0,0,1
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Male,ALL,NABTEB,3-5-year,University,5,8,16,14,0,1.5,0,0,0,0,1
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Male,ALL,NABTEB,5+-year,University,2,3,0,0,0,1.5,0,0,0,3,0
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Male,ALL,NECO,1-year,University,22,31,45,42,8,1.0,0,0,0,0,3
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Male,ALL,NECO,2-year,University,15,21,25,23,0,2.0,0,0,0,2,1
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Male,ALL,NECO,3-5-year,University,9,13,12,10,0,1.5,0,0,0,4,1
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Male,ALL,NECO,5+-year,University,4,7,12,10,0,1.5,0,0,0,0,1
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Male,ALL,WAEC,1-year,University,27,37,45,35,15,1.0,0,0,0,2,8
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Male,ALL,WAEC,2-year,University,17,25,22,21,0,2.0,0,0,0,8,1
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Male,ALL,WAEC,3-5-year,University,12,16,22,21,0,1.5,0,0,0,0,1
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Male,ALL,WAEC,5+-year,University,6,9,12,10,0,1.5,0,0,0,0,1
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Male,Disabled,NABTEB,1-year,University,2,2,10,9,0,1.0,0,0,0,0,1
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Male,Disabled,NABTEB,2-year,University,1,2,0,0,0,2.0,0,0,0,2,0
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Male,Disabled,NABTEB,3-5-year,University,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Male,Disabled,NABTEB,5+-year,University,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Male,Disabled,NECO,1-year,University,2,1,8,7,0,1.0,0,0,1,0,1
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Male,Disabled,NECO,2-year,University,1,1,0,0,0,2.0,0,0,0,1,0
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Male,Disabled,NECO,3-5-year,University,1,1,0,0,0,1.5,0,0,0,1,0
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Male,Disabled,NECO,5+-year,University,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Male,Disabled,WAEC,1-year,University,3,3,8,7,0,1.0,0,0,0,0,1
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Male,Disabled,WAEC,2-year,University,2,1,0,0,0,2.0,0,0,1,1,0
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Male,Disabled,WAEC,3-5-year,University,1,1,0,0,0,1.5,0,0,0,1,0
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Male,Disabled,WAEC,5+-year,University,1,1,0,0,0,1.5,0,0,0,1,0
2022/2023,North East,Borno,Biu,Buratai,"Unity College, Biu",Female,ALL,NABTEB,1-year,Polytechnic,25,32,4,3,0,1.0,0,0,0,29,1
2022/2023,North East,Borno,Biu,Buratai,"Unity College, Biu",Female,ALL,NABTEB,2-year,Polytechnic,16,20,1,0,0,2.0,0,0,0,19,1
2022/2023,North East,Borno,Biu,Buratai,"Unity College, Biu",Female,ALL,NABTEB,3-5-year,Polytechnic,9,15,1,0,0,1.5,0,0,0,14,1
2022/2023,North East,Borno,Biu,Buratai,"Unity College, Biu",Female,ALL,NABTEB,5+-year,Polytechnic,5,5,0,0,0,1.5,0,0,1,5,0
2022/2023,North East,Borno,Biu,Buratai,"Unity College, Biu",Female,ALL,NECO,1-year,Polytechnic,49,68,5,4,0,1.0,0,0,0,64,1
2022/2023,North East,Borno,Biu,Buratai,"Unity College, Biu",Female,ALL,NECO,2-year,Polytechnic,33,45,4,3,0,2.0,0,0,0,42,1
2022/2023,North East,Borno,Biu,Buratai,"Unity College, Biu",Female,ALL,NECO,3-5-year,Polytechnic,25,33,4,3,0,1.5,0,0,0,30,1
2022/2023,North East,Borno,Biu,Buratai,"Unity College, Biu",Female,ALL,NECO,5+-year,Polytechnic,15,20,3,1,0,1.5,0,0,0,18,1
2022/2023,North East,Borno,Biu,Buratai,"Unity College, Biu",Female,ALL,WAEC,1-year,Polytechnic,66,85,9,8,0,1.0,0,0,0,78,1
2022/2023,North East,Borno,Biu,Buratai,"Unity College, Biu",Female,ALL,WAEC,2-year,Polytechnic,42,53,5,4,0,2.0,0,0,0,49,1
2022/2023,North East,Borno,Biu,Buratai,"Unity College, Biu",Female,ALL,WAEC,3-5-year,Polytechnic,28,35,4,3,0,1.5,0,0,0,32,1
2022/2023,North East,Borno,Biu,Buratai,"Unity College, Biu",Female,ALL,WAEC,5+-year,Polytechnic,12,16,1,0,0,1.5,0,0,0,15,1
2022/2023,North East,Borno,Biu,Buratai,"Unity College, Biu",Female,Disabled,NABTEB,1-year,Polytechnic,2,2,0,0,0,1.0,0,0,0,2,0
2022/2023,North East,Borno,Biu,Buratai,"Unity College, Biu",Female,Disabled,NABTEB,2-year,Polytechnic,1,2,0,0,0,2.0,0,0,0,2,0
2022/2023,North East,Borno,Biu,Buratai,"Unity College, Biu",Female,Disabled,NABTEB,3-5-year,Polytechnic,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,North East,Borno,Biu,Buratai,"Unity College, Biu",Female,Disabled,NABTEB,5+-year,Polytechnic,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,North East,Borno,Biu,Buratai,"Unity College, Biu",Female,Disabled,NECO,1-year,Polytechnic,3,6,1,0,0,1.0,0,0,0,5,1
2022/2023,North East,Borno,Biu,Buratai,"Unity College, Biu",Female,Disabled,NECO,2-year,Polytechnic,2,4,0,0,0,2.0,0,0,0,4,0
2022/2023,North East,Borno,Biu,Buratai,"Unity College, Biu",Female,Disabled,NECO,3-5-year,Polytechnic,2,2,0,0,0,1.5,0,0,0,2,0
2022/2023,North East,Borno,Biu,Buratai,"Unity College, Biu",Female,Disabled,NECO,5+-year,Polytechnic,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,North East,Borno,Biu,Buratai,"Unity College, Biu",Female,Disabled,WAEC,1-year,Polytechnic,4,6,1,0,0,1.0,0,0,0,5,1
2022/2023,North East,Borno,Biu,Buratai,"Unity College, Biu",Female,Disabled,WAEC,2-year,Polytechnic,3,3,0,0,0,2.0,0,0,0,3,0
2022/2023,North East,Borno,Biu,Buratai,"Unity College, Biu",Female,Disabled,WAEC,3-5-year,Polytechnic,2,2,0,0,0,1.5,0,0,0,2,0
2022/2023,North East,Borno,Biu,Buratai,"Unity College, Biu",Female,Disabled,WAEC,5+-year,Polytechnic,1,2,0,0,0,1.5,0,0,0,2,0
2022/2023,North East,Borno,Biu,Buratai,"Unity College, Biu",Male,ALL,NABTEB,1-year,Polytechnic,22,26,1,0,0,1.0,0,0,0,25,1
2022/2023,North East,Borno,Biu,Buratai,"Unity College, Biu",Male,ALL,NABTEB,2-year,Polytechnic,14,18,1,0,0,2.0,0,0,0,17,1
2022/2023,North East,Borno,Biu,Buratai,"Unity College, Biu",Male,ALL,NABTEB,3-5-year,Polytechnic,9,10,1,0,0,1.5,0,0,0,9,1
2022/2023,North East,Borno,Biu,Buratai,"Unity College, Biu",Male,ALL,NABTEB,5+-year,Polytechnic,4,5,0,0,0,1.5,0,0,0,5,0
