session,zone,state,lga,ward,school,gender,disability,exam_body,gap_band,institution_type,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,ss3_total,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,Disabled,WAEC,5+-year,College of Education,1,2,0,0,0,1.5,0,0,0,1,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,ALL,NABTEB,1-year,University,15,17,42,40,0,1.0,0,0,0,0,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,ALL,NABTEB,2-year,University,7,10,42,40,0,2.0,0,0,0,0,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,ALL,NABTEB,3-5-year,University,4,5,0,0,0,1.5,0,0,0,3,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,ALL,NABTEB,5+-year,University,3,3,0,0,0,1.5,0,0,0,2,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,ALL,NECO,1-year,University,21,29,117,115,0,1.0,0,0,0,0,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,ALL,NECO,2-year,University,15,19,84,82,0,2.0,0,0,0,0,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,ALL,NECO,3-5-year,University,10,12,42,40,0,1.5,0,0,0,0,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,ALL,NECO,5+-year,University,4,5,42,0,25,1.5,0,0,0,0,19
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,ALL,WAEC,1-year,University,32,39,150,148,0,1.0,0,0,0,0,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,ALL,WAEC,2-year,University,19,22,117,86,20,2.0,0,0,0,0,14
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,ALL,WAEC,3-5-year,University,13,15,75,73,0,1.5,0,0,0,0,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,ALL,WAEC,5+-year,University,6,9,33,31,0,1.5,0,0,0,0,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,Disabled,NABTEB,1-year,University,1,2,0,0,0,1.0,0,0,0,1,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,Disabled,NABTEB,2-year,University,1,2,0,0,0,2.0,0,0,0,1,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,Disabled,NABTEB,3-5-year,University,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,Disabled,NABTEB,5+-year,University,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,Disabled,NECO,1-year,University,1,2,31,27,5,1.0,0,0,0,0,2
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,Disabled,NECO,2-year,University,1,2,0,0,0,2.0,0,0,0,1,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,Disabled,NECO,3-5-year,University,1,2,0,0,0,1.5,0,0,0,1,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,Disabled,NECO,5+-year,University,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,Disabled,WAEC,1-year,University,1,2,24,22,0,1.0,0,0,0,0,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,Disabled,WAEC,2-year,University,1,2,0,0,0,2.0,0,0,0,1,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,Disabled,WAEC,3-5-year,University,1,2,0,0,0,1.5,0,0,0,1,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,Disabled,WAEC,5+-year,University,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,ALL,NABTEB,1-year,University,16,19,42,40,0,1.0,0,0,0,0,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,ALL,NABTEB,2-year,University,10,12,42,40,0,2.0,0,0,0,0,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,ALL,NABTEB,3-5-year,University,6,10,42,40,0,1.5,0,0,0,0,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,ALL,NABTEB,5+-year,University,3,3,0,0,0,1.5,0,0,0,2,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,ALL,NECO,1-year,University,26,36,84,82,0,1.0,0,0,0,0,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,ALL,NECO,2-year,University,19,24,42,40,0,2.0,0,0,0,0,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,ALL,NECO,3-5-year,University,9,12,42,40,0,1.5,0,0,0,0,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,ALL,NECO,5+-year,University,7,9,42,0,25,1.5,0,0,0,0,19
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,ALL,WAEC,1-year,University,35,46,150,122,20,1.0,0,0,0,0,13
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,ALL,WAEC,2-year,University,21,27,75,73,0,2.0,0,0,0,0,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,ALL,WAEC,3-5-year,University,15,20,75,44,20,1.5,0,0,0,0,14
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,ALL,WAEC,5+-year,University,9,14,33,31,0,1.5,0,0,0,0,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,Disabled,NABTEB,1-year,University,1,3,31,27,5,1.0,0,0,0,0,2
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,Disabled,NABTEB,2-year,University,1,3,0,0,0,2.0,0,0,0,2,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,Disabled,NABTEB,3-5-year,University,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,Disabled,NABTEB,5+-year,University,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,Disabled,NECO,1-year,University,1,2,0,0,0,1.0,0,0,0,1,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,Disabled,NECO,2-year,University,1,2,0,0,0,2.0,0,0,0,1,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,Disabled,NECO,3-5-year,University,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,Disabled,NECO,5+-year,University,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,Disabled,WAEC,1-year,University,1,2,24,22,0,1.0,0,0,0,0,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,Disabled,WAEC,2-year,University,1,2,0,0,0,2.0,0,0,0,1,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,Disabled,WAEC,3-5-year,University,1,2,0,0,0,1.5,0,0,0,1,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,Disabled,WAEC,5+-year,University,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,ALL,NABTEB,1-year,Polytechnic,19,26,9,7,0,1.0,0,0,0,11,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,ALL,NABTEB,2-year,Polytechnic,12,17,4,2,0,2.0,0,0,0,8,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,ALL,NABTEB,3-5-year,Polytechnic,9,10,4,2,0,1.5,0,0,0,4,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,ALL,NABTEB,5+-year,Polytechnic,4,5,4,0,5,1.5,0,0,0,1,2
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,ALL,NECO,1-year,Polytechnic,32,41,15,13,0,1.0,0,0,0,17,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,ALL,NECO,2-year,Polytechnic,23,29,7,4,0,2.0,0,0,0,14,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,ALL,NECO,3-5-year,Polytechnic,15,17,9,4,5,1.5,0,0,0,6,2
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,ALL,NECO,5+-year,Polytechnic,10,12,4,2,0,1.5,0,0,0,5,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,ALL,WAEC,1-year,Polytechnic,54,68,26,24,0,1.0,0,0,0,28,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,ALL,WAEC,2-year,Polytechnic,34,43,15,13,0,2.0,0,0,0,18,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,ALL,WAEC,3-5-year,Polytechnic,21,27,11,9,0,1.5,0,0,0,11,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,ALL,WAEC,5+-year,Polytechnic,12,15,7,4,0,1.5,0,0,0,6,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,Disabled,NABTEB,1-year,Polytechnic,1,2,4,2,0,1.0,0,0,0,0,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,Disabled,NABTEB,2-year,Polytechnic,1,2,0,0,0,2.0,0,0,0,1,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,Disabled,NABTEB,3-5-year,Polytechnic,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,Disabled,NABTEB,5+-year,Polytechnic,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,Disabled,NECO,1-year,Polytechnic,3,3,2,0,0,1.0,0,0,0,1,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,Disabled,NECO,2-year,Polytechnic,1,2,0,0,0,2.0,0,0,0,1,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,Disabled,NECO,3-5-year,Polytechnic,1,2,0,0,0,1.5,0,0,0,1,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,Disabled,NECO,5+-year,Polytechnic,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,Disabled,WAEC,1-year,Polytechnic,3,5,2,0,0,1.0,0,0,0,2,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,Disabled,WAEC,2-year,Polytechnic,1,3,0,0,0,2.0,0,0,0,2,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,Disabled,WAEC,3-5-year,Polytechnic,1,2,0,0,0,1.5,0,0,0,1,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,Disabled,WAEC,5+-year,Polytechnic,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,ALL,NABTEB,1-year,Polytechnic,21,24,9,4,5,1.0,0,0,0,10,2
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,ALL,NABTEB,2-year,Polytechnic,13,19,4,2,0,2.0,0,0,0,9,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,ALL,NABTEB,3-5-year,Polytechnic,10,12,4,2,0,1.5,0,0,0,5,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,ALL,NABTEB,5+-year,Polytechnic,6,7,0,0,0,1.5,0,0,0,4,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,ALL,NECO,1-year,Polytechnic,42,55,11,9,0,1.0,0,0,0,27,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,ALL,NECO,2-year,Polytechnic,26,36,9,7,0,2.0,0,0,0,17,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,ALL,NECO,3-5-year,Polytechnic,21,27,9,4,5,1.5,0,0,0,12,2
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,ALL,NECO,5+-year,Polytechnic,9,12,4,2,0,1.5,0,0,0,5,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,ALL,WAEC,1-year,Polytechnic,57,72,22,15,5,1.0,0,0,0,32,3
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,ALL,WAEC,2-year,Polytechnic,34,44,11,9,0,2.0,0,0,0,21,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,ALL,WAEC,3-5-year,Polytechnic,23,27,7,4,0,1.5,0,0,0,13,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,ALL,WAEC,5+-year,Polytechnic,12,14,4,2,0,1.5,0,0,0,6,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,Disabled,NABTEB,1-year,Polytechnic,1,2,0,0,0,1.0,0,0,0,1,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,Disabled,NABTEB,2-year,Polytechnic,1,3,0,0,0,2.0,0,0,0,2,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,Disabled,NABTEB,3-5-year,Polytechnic,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,Disabled,NABTEB,5+-year,Polytechnic,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,Disabled,NECO,1-year,Polytechnic,1,2,0,0,0,1.0,0,0,0,1,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,Disabled,NECO,2-year,Polytechnic,3,2,0,0,0,2.0,0,0,1,1,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,Disabled,NECO,3-5-year,Polytechnic,1,2,0,0,0,1.5,0,0,0,1,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,Disabled,NECO,5+-year,Polytechnic,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,Disabled,WAEC,1-year,Polytechnic,4,3,2,0,0,1.0,0,0,1,1,1
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,Disabled,WAEC,2-year,Polytechnic,1,2,0,0,0,2.0,0,0,0,1,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,Disabled,WAEC,3-5-year,Polytechnic,1,2,0,0,0,1.5,0,0,0,1,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Male,Disabled,WAEC,5+-year,Polytechnic,1,2,0,0,0,1.5,0,0,0,1,0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Unity College, Gboko",Female,ALL,NABTEB,1-year,College of Education,12,17,7,4,0,1.0,0,0,0,7,1
